energy_ev,total_up,Cu_p_up,Cu_d_up,In_p_up,In_d_up,S_s_up,S_p_up
-5.55577789,0.93343494,0.29116830,0.26807112,0.00896492,0.00005201,0.03539668,0.59286833
-5.54977489,0.99822788,0.31365710,0.28825279,0.00855075,0.00005591,0.03812181,0.63584212
-5.54377189,1.06145669,0.33562194,0.30792779,0.00818343,0.00005975,0.04078574,0.67767088
-5.53776888,1.12212734,0.35672123,0.32678557,0.00787130,0.00006351,0.04334663,0.71768637
-5.53176588,1.17923794,0.37661012,0.34451314,0.00762237,0.00006715,0.04576212,0.75521588
-5.52576288,1.23180908,0.39495026,0.36080392,0.00744449,0.00007064,0.04799049,0.78960161
-5.51975988,1.27891504,0.41141990,0.37536696,0.00734560,0.00007397,0.04999192,0.82022064
-5.51375688,1.31971484,0.42572398,0.38793604,0.00733391,0.00007715,0.05172982,0.84650471
-5.50775388,1.35348159,0.43760373,0.39827839,0.00741811,0.00008016,0.05317194,0.86795897
-5.50175088,1.37962881,0.44684541,0.40620250,0.00760752,0.00008305,0.05429160,0.88417875
-5.49574787,1.39773255,0.45328779,0.41156476,0.00791222,0.00008583,0.05506858,0.89486375
-5.48974487,1.40754813,0.45682791,0.41427463,0.00834305,0.00008856,0.05549001,0.89982886
-5.48374187,1.40902068,0.45742500,0.41429795,0.00891157,0.00009129,0.05555085,0.89901108
-5.47773887,1.40228889,0.45510224,0.41165840,0.00962990,0.00009410,0.05525430,0.89247228
-5.47173587,1.38768167,0.44994627,0.40643696,0.01051046,0.00009708,0.05461183,0.88039752
-5.46573287,1.36570782,0.44210452,0.39876928,0.01156559,0.00010030,0.05364301,0.86308913
-5.45972986,1.33703918,0.43178039,0.38884129,0.01280708,0.00010386,0.05237509,0.84095665
-5.45372686,1.30248775,0.41922653,0.37688302,0.01424558,0.00010786,0.05084236,0.81450323
-5.44772386,1.26297809,0.40473651,0.36316109,0.01589001,0.00011238,0.04908527,0.78430897
-5.44172086,1.21951592,0.38863526,0.34797009,0.01774678,0.00011751,0.04714951,0.75101207
-5.43571786,1.17315456,0.37126866,0.33162333,0.01981910,0.00012332,0.04508485,0.71528852
-5.42971486,1.12496041,0.35299279,0.31444321,0.02210629,0.00012987,0.04294404,0.67783126
-5.42371186,1.07597914,0.33416328,0.29675182,0.02460306,0.00013718,0.04078164,0.63932967
-5.41770885,1.02720396,0.31512509,0.27886200,0.02729895,0.00014527,0.03865287,0.60045024
-5.41170585,0.97954709,0.29620331,0.26106921,0.03017785,0.00015413,0.03661256,0.56181909
-5.40570285,0.93381573,0.27769515,0.24364460,0.03321773,0.00016371,0.03471415,0.52400705
-5.39969985,0.89069310,0.25986346,0.22682936,0.03639049,0.00017394,0.03300887,0.48751760
-5.39369685,0.85072536,0.24293187,0.21083059,0.03966211,0.00018471,0.03154494,0.45277816
-5.38769385,0.81431447,0.22708182,0.19581871,0.04299300,0.00019589,0.03036695,0.42013478
-5.38169085,0.78171705,0.21245124,0.18192636,0.04633859,0.00020733,0.02951534,0.38985004
-5.37568784,0.75304892,0.19913498,0.16924881,0.04965019,0.00021885,0.02902595,0.36210429
-5.36968484,0.72829479,0.18718674,0.15784558,0.05287604,0.00023026,0.02892965,0.33699965
-5.36368184,0.70732226,0.17662236,0.14774324,0.05596259,0.00024134,0.02925205,0.31456635
-5.35767884,0.68989928,0.16742409,0.13893898,0.05885595,0.00025189,0.03001316,0.29477116
-5.35167584,0.67571410,0.15954571,0.13140489,0.06150334,0.00026169,0.03122719,0.27752702
-5.34567284,0.66439645,0.15291799,0.12509250,0.06385474,0.00027055,0.03290220,0.26270356
-5.33966983,0.65553908,0.14745444,0.11993751,0.06586439,0.00027827,0.03503989,0.25013785
-5.33366683,0.64871859,0.14305684,0.11586429,0.06749224,0.00028468,0.03763528,0.23964491
-5.32766383,0.64351461,0.13962049,0.11279021,0.06870531,0.00028965,0.04067649,0.23102753
-5.32166083,0.63952664,0.13703877,0.11062929,0.06947870,0.00029307,0.04414453,0.22408498
-5.31565783,0.63638797,0.13520712,0.10929547,0.06979652,0.00029487,0.04801310,0.21862051
-5.30965483,0.63377629,0.13402609,0.10870500,0.06965232,0.00029502,0.05224855,0.21444721
-5.30365183,0.63142076,0.13340354,0.10877829,0.06904937,0.00029352,0.05680997,0.21139233
-5.29764882,0.62910565,0.13325602,0.10944101,0.06800048,0.00029041,0.06164939,0.20930010
-5.29164582,0.62667068,0.13350925,0.11062454,0.06652757,0.00028577,0.06671220,0.20803291
-5.28564282,0.62400844,0.13409798,0.11226594,0.06466092,0.00027973,0.07193779,0.20747129
-5.27963982,0.62105937,0.13496520,0.11430740,0.06243813,0.00027240,0.07726040,0.20751270
-5.27363682,0.61780479,0.13606094,0.11669541,0.05990292,0.00026398,0.08261020,0.20806949
-5.26763382,0.61425883,0.13734080,0.11937974,0.05710371,0.00025463,0.08791460,0.20906626
-5.26163082,0.61045964,0.13876437,0.12231233,0.05409221,0.00024456,0.09309970,0.21043691
-5.25562781,0.60646063,0.14029372,0.12544623,0.05092189,0.00023397,0.09809196,0.21212161
-5.24962481,0.60232237,0.14189207,0.12873471,0.04764658,0.00022307,0.10281992,0.21406399
-5.24362181,0.59810547,0.14352276,0.13213058,0.04431913,0.00021205,0.10721600,0.21620871
-5.23761881,0.59386495,0.14514866,0.13558584,0.04099025,0.00020112,0.11121820,0.21849951
-5.23161581,0.58964627,0.14673201,0.13905163,0.03770757,0.00019047,0.11477179,0.22087801
-5.22561281,0.58548323,0.14823475,0.14247855,0.03451495,0.00018027,0.11783075,0.22328312
-5.21960980,0.58139768,0.14961929,0.14581734,0.03145198,0.00017069,0.12035904,0.22565120
-5.21360680,0.57740105,0.15084972,0.14901980,0.02855381,0.00016191,0.12233149,0.22791690
-5.20760380,0.57349737,0.15189340,0.15204009,0.02585123,0.00015407,0.12373442,0.23001454
-5.20160080,0.56968769,0.15272277,0.15483613,0.02337094,0.00014733,0.12456582,0.23188005
-5.19559780,0.56597534,0.15331738,0.15737115,0.02113608,0.00014187,0.12483519,0.23345317
-5.18959480,0.56237199,0.15366590,0.15961531,0.01916692,0.00013786,0.12456294,0.23467992
-5.18359180,0.55890384,0.15376819,0.16154730,0.01748166,0.00013549,0.12377944,0.23551509
-5.17758879,0.55561773,0.15363704,0.16315582,0.01609735,0.00013500,0.12252377,0.23592465
-5.17158579,0.55258683,0.15329983,0.16444085,0.01503078,0.00013664,0.12084213,0.23588792
-5.16558279,0.54991550,0.15279961,0.16541472,0.01429945,0.00014070,0.11878615,0.23539939
-5.15957979,0.54774316,0.15219594,0.16610284,0.01392237,0.00014754,0.11641099,0.23447010
-5.15357679,0.54624685,0.15156509,0.16654410,0.01392081,0.00015755,0.11377343,0.23312849
-5.14757379,0.54564223,0.15099968,0.16679082,0.01431885,0.00017118,0.11093008,0.23142064
-5.14157079,0.54618312,0.15060781,0.16690835,0.01514375,0.00018892,0.10793561,0.22940991
-5.13556778,0.54815910,0.15051153,0.16697417,0.01642603,0.00021134,0.10484125,0.22717596
-5.12956478,0.55189149,0.15084461,0.16707655,0.01819934,0.00023902,0.10169362,0.22481315
-5.12356178,0.55772742,0.15174988,0.16731281,0.02049995,0.00027260,0.09853371,0.22242835
-5.11755878,0.56603218,0.15337586,0.16778709,0.02336601,0.00031273,0.09539636,0.22013821
-5.11155578,0.57717986,0.15587292,0.16860780,0.02683644,0.00036008,0.09231001,0.21806598
-5.10555278,0.59154248,0.15938898,0.16988469,0.03094959,0.00041530,0.08929677,0.21633790
-5.09954977,0.60947788,0.16406492,0.17172567,0.03574156,0.00047900,0.08637282,0.21507939
-5.09354677,0.63131655,0.17002965,0.17423346,0.04124437,0.00055175,0.08354907,0.21441094
-5.08754377,0.65734786,0.17739518,0.17750211,0.04748396,0.00063400,0.08083197,0.21444401
-5.08154077,0.68780618,0.18625172,0.18161362,0.05447808,0.00072613,0.07822453,0.21527702
-5.07553777,0.72285735,0.19666303,0.18663458,0.06223427,0.00082835,0.07572734,0.21699146
-5.06953477,0.76258611,0.20866226,0.19261330,0.07074790,0.00094072,0.07333956,0.21964845
-5.06353177,0.80698518,0.22224841,0.19957717,0.08000053,0.00106309,0.07105991,0.22328577
-5.05752876,0.85594649,0.23738369,0.20753076,0.08995847,0.00119513,0.06888750,0.22791548
-5.05152576,0.90925532,0.25399188,0.21645448,0.10057200,0.00133628,0.06682244,0.23352235
-5.04552276,0.96658786,0.27195803,0.22630414,0.11177496,0.00148576,0.06486634,0.24006322
-5.03951976,1.02751251,0.29112933,0.23701136,0.12348506,0.00164256,0.06302251,0.24746716
-5.03351676,1.09149544,0.31131756,0.24848488,0.13560480,0.00180547,0.06129599,0.25563686
-5.02751376,1.15791024,0.33230290,0.26061287,0.14802315,0.00197308,0.05969339,0.26445081
-5.02151076,1.22605178,0.35383910,0.27326607,0.16061777,0.00214384,0.05822251,0.27376667
-5.01550775,1.29515384,0.37565990,0.28630175,0.17325792,0.00231607,0.05689189,0.28342542
-5.00950475,1.36440985,0.39748648,0.29956828,0.18580781,0.00248798,0.05571022,0.29325633
-5.00350175,1.43299614,0.41903563,0.31291020,0.19813026,0.00265777,0.05468575,0.30308255
-4.99749875,1.50009643,0.44002833,0.32617352,0.21009062,0.00282366,0.05382563,0.31272706
-4.99149575,1.56492675,0.46019829,0.33921093,0.22156064,0.00298393,0.05313538,0.32201876
-4.98549275,1.62675924,0.47930018,0.35188675,0.23242211,0.00313695,0.05261844,0.33079849
-4.97948974,1.68494387,0.49711694,0.36408141,0.24257009,0.00328128,0.05227573,0.33892458
-4.97348674,1.73892678,0.51346596,0.37569493,0.25191565,0.00341563,0.05210548,0.34627780
-4.96748374,1.78826430,0.52820376,0.38664963,0.26038776,0.00353896,0.05210312,0.35276533
-4.96148074,1.83263181,0.54122882,0.39689147,0.26793441,0.00365046,0.05226133,0.35832370
-4.95547774,1.87182703,0.55248254,0.40639027,0.27452285,0.00374953,0.05257025,0.36292039
-4.94947474,1.90576743,0.56194821,0.41513861,0.28013885,0.00383582,0.05301776,0.36655410
-4.94347174,1.93448209,0.56964801,0.42314947,0.28478518,0.00390920,0.05358986,0.36925361
-4.93746873,1.95809836,0.57563833,0.43045287,0.28847934,0.00396971,0.05427115,0.37107529
-4.93146573,1.97682424,0.58000360,0.43709150,0.29125066,0.00401754,0.05504529,0.37209938
-4.92546273,1.99092753,0.58284904,0.44311583,0.29313706,0.00405302,0.05589547,0.37242520
-4.91945973,2.00071306,0.58429274,0.44857880,0.29418161,0.00407653,0.05680483,0.37216557
-4.91345673,2.00649935,0.58445762,0.45353050,0.29442913,0.00408848,0.05775685,0.37144061
-4.90745373,2.00859616,0.58346362,0.45801316,0.29392304,0.00408930,0.05873566,0.37037142
-4.90145073,2.00728426,0.58142069,0.46205675,0.29270280,0.00407937,0.05972621,0.36907374
-4.89544772,2.00279857,0.57842293,0.46567547,0.29080177,0.00405900,0.06071439,0.36765207
-4.88944472,1.99531564,0.57454418,0.46886524,0.28824607,0.00402846,0.06168706,0.36619446
-4.88344172,1.98494616,0.56983534,0.47160255,0.28505401,0.00398793,0.06263194,0.36476828
-4.87743872,1.97173271,0.56432345,0.47384453,0.28123650,0.00393752,0.06353752,0.36341709
-4.87143572,1.95565281,0.55801260,0.47553035,0.27679815,0.00387730,0.06439283,0.36215887
-4.86543272,1.93662690,0.55088646,0.47658384,0.27173899,0.00380729,0.06518726,0.36098553
-4.85942971,1.91453054,0.54291231,0.47691718,0.26605679,0.00372754,0.06591034,0.35986384
-4.85342671,1.88920994,0.53404615,0.47643539,0.25974954,0.00363812,0.06655157,0.35873765
-4.84742371,1.86049982,0.52423862,0.47504149,0.25281822,0.00353916,0.06710030,0.35753125
-4.84142071,1.82824228,0.51344126,0.47264188,0.24526936,0.00343089,0.06754569,0.35615364
-4.83541771,1.79230556,0.50161273,0.46915174,0.23711740,0.00331368,0.06787667,0.35450368
-4.82941471,1.75260156,0.48872462,0.46450022,0.22838658,0.00318803,0.06808213,0.35247551
-4.82341171,1.70910103,0.47476649,0.45863493,0.21911225,0.00305460,0.06815104,0.34996431
-4.81740870,1.66184570,0.45974980,0.45152581,0.20934162,0.00291421,0.06807275,0.34687186
-4.81140570,1.61095665,0.44371071,0.44316798,0.19913368,0.00276784,0.06783732,0.34311179
-4.80540270,1.55663869,0.42671136,0.43358350,0.18855854,0.00261662,0.06743586,0.33861419
-4.79939970,1.49918051,0.40883992,0.42282210,0.17769610,0.00246180,0.06686094,0.33332947
-4.79339670,1.43895091,0.39020916,0.41096074,0.16663419,0.00230470,0.06610695,0.32723125
-4.78739370,1.37639139,0.37095395,0.39810219,0.15546623,0.00214674,0.06517046,0.32031820
-4.78139070,1.31200561,0.35122763,0.38437260,0.14428871,0.00198933,0.06405055,0.31261483
-4.77538769,1.24634650,0.33119771,0.36991839,0.13319839,0.00183389,0.06274899,0.30417120
-4.76938469,1.18000170,0.31104097,0.35490244,0.12228965,0.00168177,0.06127042,0.29506160
-4.76338169,1.11357804,0.29093837,0.33949992,0.11165190,0.00153425,0.05962242,0.28538242
-4.75737869,1.04768595,0.27106992,0.32389385,0.10136730,0.00139249,0.05781544,0.27524911
-4.75137569,0.98292430,0.25160987,0.30827060,0.09150878,0.00125751,0.05586268,0.26479260
-4.74537269,0.91986639,0.23272224,0.29281551,0.08213863,0.00113018,0.05377983,0.25415531
-4.73936968,0.85904740,0.21455705,0.27770868,0.07330738,0.00101119,0.05158483,0.24348676
-4.73336668,0.80095374,0.19724716,0.26312111,0.06505332,0.00090107,0.04929744,0.23293914
-4.72736368,0.74601437,0.18090589,0.24921130,0.05740241,0.00080015,0.04693884,0.22266292
-4.72136068,0.69459426,0.16562552,0.23612219,0.05036862,0.00070861,0.04453115,0.21280254
-4.71535768,0.64698991,0.15147637,0.22397867,0.04395464,0.00062646,0.04209701,0.20349251
-4.70935468,0.60342672,0.13850669,0.21288555,0.03815296,0.00055358,0.03965905,0.19485380
-4.70335168,0.56405826,0.12674314,0.20292599,0.03294705,0.00048971,0.03723947,0.18699071
-4.69734867,0.52896702,0.11619177,0.19416046,0.02831281,0.00043447,0.03485959,0.17998834
-4.69134567,0.49816654,0.10683945,0.18662615,0.02422001,0.00038740,0.03253949,0.17391056
-4.68534267,0.47160479,0.09865560,0.18033681,0.02063378,0.00034799,0.03029763,0.16879868
-4.67933967,0.44916842,0.09159415,0.17528311,0.01751604,0.00031563,0.02815061,0.16467064
-4.67333667,0.43068798,0.08559566,0.17143340,0.01482678,0.00028973,0.02611294,0.16152102
-4.66733367,0.41594381,0.08058954,0.16873495,0.01252528,0.00026963,0.02419687,0.15932157
-4.66133067,0.40467260,0.07649623,0.16711563,0.01057114,0.00025471,0.02241228,0.15802244
-4.65532766,0.39657441,0.07322945,0.16648602,0.00892508,0.00024433,0.02076669,0.15755395
-4.64932466,0.39132029,0.07069831,0.16674190,0.00754966,0.00023789,0.01926524,0.15782903
-4.64332166,0.38856012,0.06880945,0.16776712,0.00640975,0.00023481,0.01791078,0.15874603
-4.63731866,0.38793075,0.06746892,0.16943676,0.00547288,0.00023453,0.01670396,0.16019198
-4.63131566,0.38906425,0.06658415,0.17162055,0.00470949,0.00023657,0.01564343,0.16204614
-4.62531266,0.39159601,0.06606560,0.17418626,0.00409293,0.00024048,0.01472596,0.16418372
-4.61930965,0.39517260,0.06582836,0.17700332,0.00359955,0.00024586,0.01394668,0.16647961
-4.61330665,0.39945915,0.06579355,0.17994610,0.00320850,0.00025235,0.01329927,0.16881202
-4.60730365,0.40414591,0.06588952,0.18289707,0.00290168,0.00025969,0.01277615,0.17106589
-4.60130065,0.40895401,0.06605282,0.18574957,0.00266346,0.00026764,0.01236874,0.17313589
-4.59529765,0.41363992,0.06622898,0.18841006,0.00248051,0.00027603,0.01206761,0.17492892
-4.58929465,0.41799883,0.06637301,0.19079987,0.00234156,0.00028475,0.01186268,0.17636602
-4.58329165,0.42186649,0.06644961,0.19285628,0.00223715,0.00029375,0.01174341,0.17738371
-4.57728864,0.42511977,0.06643325,0.19453302,0.00215942,0.00030301,0.01169894,0.17793450
-4.57128564,0.42767583,0.06630786,0.19580007,0.00210189,0.00031260,0.01171825,0.17798685
-4.56528264,0.42949012,0.06606643,0.19664295,0.00205924,0.00032260,0.01179030,0.17752451
-4.55927964,0.43055328,0.06571031,0.19706152,0.00202713,0.00033316,0.01190421,0.17654522
-4.55327664,0.43088726,0.06524846,0.19706830,0.00200208,0.00034445,0.01204933,0.17505909
-4.54727364,0.43054098,0.06469649,0.19668667,0.00198126,0.00035668,0.01221549,0.17308663
-4.54127064,0.42958565,0.06407575,0.19594880,0.00196244,0.00037011,0.01239311,0.17065660
-4.53526763,0.42811019,0.06341226,0.19489375,0.00194384,0.00038500,0.01257343,0.16780392
-4.52926463,0.42621701,0.06273579,0.19356557,0.00192405,0.00040162,0.01274868,0.16456762
-4.52326163,0.42401819,0.06207893,0.19201168,0.00190201,0.00042030,0.01291237,0.16098909
-4.51725863,0.42163251,0.06147625,0.19028165,0.00187690,0.00044133,0.01305947,0.15711065
-4.51125563,0.41918306,0.06096356,0.18842621,0.00184816,0.00046502,0.01318672,0.15297452
-4.50525263,0.41679583,0.06057728,0.18649672,0.00181542,0.00049168,0.01329288,0.14862222
-4.49924962,0.41459883,0.06035393,0.18454501,0.00177851,0.00052162,0.01337899,0.14409440
-4.49324662,0.41272199,0.06032965,0.18262340,0.00173743,0.00055510,0.01344857,0.13943104
-4.48724362,0.41129735,0.06053984,0.18078508,0.00169237,0.00059238,0.01350788,0.13467201
-4.48124062,0.41045954,0.06101878,0.17908455,0.00164368,0.00063369,0.01356608,0.12985784
-4.47523762,0.41034623,0.06179928,0.17757806,0.00159189,0.00067921,0.01363528,0.12503062
-4.46923462,0.41109833,0.06291231,0.17632400,0.00153770,0.00072905,0.01373065,0.12023491
-4.46323162,0.41285972,0.06438652,0.17538308,0.00148194,0.00078331,0.01387032,0.11551862
-4.45722861,0.41577641,0.06624772,0.17481827,0.00142564,0.00084197,0.01407525,0.11093363
-4.45122561,0.41999490,0.06851828,0.17469437,0.00136993,0.00090497,0.01436899,0.10653614
-4.44522261,0.42565969,0.07121640,0.17507718,0.00131607,0.00097213,0.01477732,0.10238675
-4.43921961,0.43291003,0.07435532,0.17603239,0.00126542,0.00104321,0.01532777,0.09855004
-4.43321661,0.44187580,0.07794242,0.17762392,0.00121941,0.00111784,0.01604904,0.09509382
-4.42721361,0.45267276,0.08197837,0.17991205,0.00117950,0.00119556,0.01697029,0.09208794
-4.42121061,0.46539724,0.08645622,0.18295121,0.00114715,0.00127581,0.01812036,0.08960272
-4.41520760,0.48012052,0.09136055,0.18678754,0.00112380,0.00135791,0.01952683,0.08770702
-4.40920460,0.49688314,0.09666677,0.19145644,0.00111080,0.00144107,0.02121509,0.08646610
-4.40320160,0.51568933,0.10234055,0.19697995,0.00110939,0.00152442,0.02320729,0.08593926
-4.39719860,0.53650193,0.10833747,0.20336441,0.00112067,0.00160701,0.02552129,0.08617737
-4.39119560,0.55923800,0.11460295,0.21059823,0.00114551,0.00168780,0.02816962,0.08722043
-4.38519260,0.58376535,0.12107248,0.21865003,0.00118460,0.00176570,0.03115848,0.08909524
-4.37918959,0.60990033,0.12767218,0.22746723,0.00123836,0.00183959,0.03448680,0.09181328
-4.37318659,0.63740700,0.13431976,0.23697521,0.00130692,0.00190835,0.03814552,0.09536888
-4.36718359,0.66599785,0.14092571,0.24707702,0.00139014,0.00197085,0.04211690,0.09973791
-4.36118059,0.69533629,0.14739502,0.25765385,0.00148759,0.00202602,0.04637419,0.10487677
-4.35517759,0.72504081,0.15362905,0.26856624,0.00159855,0.00207286,0.05088150,0.11072218
-4.34917459,0.75469101,0.15952773,0.27965599,0.00172206,0.00211046,0.05559391,0.11719140
-4.34317159,0.78383527,0.16499194,0.29074896,0.00185692,0.00213803,0.06045801,0.12418326
-4.33716858,0.81200009,0.16992605,0.30165844,0.00200179,0.00215495,0.06541268,0.13157975
-4.33116558,0.83870074,0.17424047,0.31218933,0.00215523,0.00216072,0.07039024,0.13924833
-4.32516258,0.86345316,0.17785414,0.32214279,0.00231580,0.00215509,0.07531793,0.14704492
-4.31915958,0.88578661,0.18069690,0.33132144,0.00248215,0.00213794,0.08011965,0.15481731
-4.31315658,0.90525677,0.18271166,0.33953478,0.00265316,0.00210940,0.08471793,0.16240915
-4.30715358,0.92145890,0.18385620,0.34660481,0.00282805,0.00206978,0.08903616,0.16966430
