energy_ev,total_up,Ge_p_up,Ge_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-6.00000000,1.75260398,0.01202103,0.00000000,0.02551196,1.13106373,1.13444051,0.50979233
-5.99399700,1.77832315,0.01183355,0.00000000,0.02488269,1.15439447,1.13124343,0.52962352
-5.98799400,1.80418111,0.01164059,0.00000000,0.02419581,1.17847346,1.12679664,0.55040619
-5.98199100,1.83005868,0.01144277,0.00000000,0.02345758,1.20317392,1.12129881,0.57196856
-5.97598799,1.85577904,0.01124062,0.00000000,0.02267496,1.22831632,1.11492966,0.59410787
-5.96998499,1.88109630,0.01103461,0.00000000,0.02185534,1.25366123,1.10783851,0.61658854
-5.96398199,1.90568816,0.01082503,0.00000000,0.02100630,1.27890533,1.10013498,0.63914187
-5.95797899,1.92915326,0.01061198,0.00000000,0.02013539,1.30368091,1.09188261,0.66146747
-5.95197599,1.95101375,0.01039532,0.00000000,0.01924992,1.32755934,1.08309538,0.68323651
-5.94597299,1.97072323,0.01017473,0.00000000,0.01835681,1.35005834,1.07373767,0.70409689
-5.93996998,1.98767982,0.00994965,0.00000000,0.01746243,1.37065306,1.06372741,0.72368010
-5.93396698,2.00124403,0.00971938,0.00000000,0.01657253,1.38879059,1.05294226,0.74160978
-5.92796398,2.01076054,0.00948309,0.00000000,0.01569220,1.40390728,1.04122852,0.75751156
-5.92196098,2.01558306,0.00923992,0.00000000,0.01482583,1.41544816,1.02841215,0.77102389
-5.91595798,2.01510099,0.00898908,0.00000000,0.01397716,1.42288766,1.01431138,0.78180940
-5.90995498,2.00876673,0.00872989,0.00000000,0.01314929,1.42575061,0.99875007,0.78956645
-5.90395198,1.99612211,0.00846194,0.00000000,0.01234478,1.42363271,0.98157118,0.79404012
-5.89794897,1.97682283,0.00818513,0.00000000,0.01156572,1.41621921,0.96264955,0.79503249
-5.89194597,1.95065963,0.00789981,0.00000000,0.01081381,1.40330129,0.94190340,0.79241143
-5.88594297,1.91757498,0.00760682,0.00000000,0.01009047,1.38478912,0.91930379,0.78611777
-5.87993997,1.87767480,0.00730760,0.00000000,0.00939687,1.36072104,0.89488172,0.77617030
-5.87393697,1.83123422,0.00700419,0.00000000,0.00873407,1.33126851,0.86873242,0.76266846
-5.86793397,1.77869751,0.00669931,0.00000000,0.00810300,1.29673652,0.84101675,0.74579264
-5.86193097,1.72067185,0.00639639,0.00000000,0.00750458,1.25755956,0.81195958,0.72580190
-5.85592796,1.65791549,0.00609952,0.00000000,0.00693967,1.21429320,0.78184535,0.70302928
-5.84992496,1.59132069,0.00581350,0.00000000,0.00640912,1.16760179,0.75101108,0.67787492
-5.84392196,1.52189229,0.00554379,0.00000000,0.00591374,1.11824277,0.71983724,0.65079709
-5.83791896,1.45072291,0.00529647,0.00000000,0.00545430,1.06704824,0.68873691,0.62230166
-5.83191596,1.37896566,0.00507823,0.00000000,0.00503150,1.01490457,0.65814381,0.59293024
-5.82591296,1.30780558,0.00489630,0.00000000,0.00464594,0.96273080,0.62849976,0.56324742
-5.81990995,1.23843083,0.00475836,0.00000000,0.00429806,0.91145653,0.60024218,0.53382762
-5.81390695,1.17200457,0.00467253,0.00000000,0.00398815,0.86200016,0.57379203,0.50524182
-5.80790395,1.10963845,0.00464727,0.00000000,0.00371632,0.81524800,0.54954266,0.47804464
-5.80190095,1.05236830,0.00469124,0.00000000,0.00348245,0.77203479,0.52785006,0.45276203
-5.79589795,1.00113268,0.00481327,0.00000000,0.00328618,0.73312614,0.50902458,0.42987988
-5.78989495,0.95675445,0.00502216,0.00000000,0.00312695,0.69920296,0.49332428,0.40983370
-5.78389195,0.91992570,0.00532657,0.00000000,0.00300393,0.67084838,0.48095015,0.39299959
-5.77788894,0.89119582,0.00573484,0.00000000,0.00291608,0.64853687,0.47204286,0.37968657
-5.77188594,0.87096288,0.00625476,0.00000000,0.00286214,0.63262585,0.46668113,0.37013037
-5.76588294,0.85946787,0.00689334,0.00000000,0.00284063,0.62334954,0.46488145,0.36448861
-5.75987994,0.85679175,0.00765659,0.00000000,0.00284987,0.62081501,0.46659897,0.36283755
-5.75387694,0.86285498,0.00854920,0.00000000,0.00288801,0.62500045,0.47172930,0.36517032
-5.74787394,0.87741953,0.00957429,0.00000000,0.00295300,0.63575539,0.48011107,0.37139658
-5.74187094,0.90009290,0.01073308,0.00000000,0.00304264,0.65280300,0.49152916,0.38134386
-5.73586793,0.93033453,0.01202465,0.00000000,0.00315455,0.67574439,0.50571826,0.39476029
-5.72986493,0.96746423,0.01344570,0.00000000,0.00328618,0.70406499,0.52236699,0.41131905
-5.72386193,1.01067300,0.01499031,0.00000000,0.00343484,0.73714300,0.54112237,0.43062435
-5.71785893,1.05903610,0.01664982,0.00000000,0.00359766,0.77426011,0.56159480,0.45221901
-5.71185593,1.11152871,0.01841275,0.00000000,0.00377165,0.81461435,0.58336355,0.47559372
-5.70585293,1.16704409,0.02026488,0.00000000,0.00395368,0.85733523,0.60598293,0.50019766
-5.69984992,1.22441423,0.02218932,0.00000000,0.00414053,0.90150107,0.62898917,0.52545065
-5.69384692,1.28243305,0.02416679,0.00000000,0.00432889,0.94615821,0.65190812,0.55075634
-5.68784392,1.33988155,0.02617595,0.00000000,0.00451545,0.99034199,0.67426373,0.57551646
-5.68184092,1.39555487,0.02819390,0.00000000,0.00469692,1.03309894,0.69558730,0.59914548
-5.67583792,1.44829029,0.03019670,0.00000000,0.00487013,1.07350981,0.71542737,0.62108557
-5.66983492,1.49699567,0.03216003,0.00000000,0.00503208,1.11071250,0.73336005,0.64082112
-5.66383192,1.54067729,0.03405991,0.00000000,0.00518005,1.14392453,0.74899948,0.65789259
-5.65782891,1.57846622,0.03587337,0.00000000,0.00531167,1.17246387,0.76200807,0.67190899
-5.65182591,1.60964205,0.03757924,0.00000000,0.00542501,1.19576768,0.77210623,0.68255853
-5.64582291,1.63365314,0.03915878,0.00000000,0.00551867,1.21340790,0.77908098,0.68961718
-5.63981991,1.65013236,0.04059635,0.00000000,0.00559186,1.22510319,0.78279321,0.69295446
-5.63381691,1.65890755,0.04187992,0.00000000,0.00564444,1.23072654,0.78318306,0.69253653
-5.62781391,1.66000619,0.04300146,0.00000000,0.00567700,1.23030828,0.78027318,0.68842616
-5.62181091,1.65365384,0.04395721,0.00000000,0.00569083,1.22403412,0.77416952,0.68077971
-5.61580790,1.64026641,0.04474776,0.00000000,0.00568796,1.21223831,0.76505963,0.66984114
-5.60980490,1.62043625,0.04537798,0.00000000,0.00567114,1.19539222,0.75320823,0.65593335
-5.60380190,1.59491282,0.04585679,0.00000000,0.00564375,1.17408858,0.73895039,0.63944716
-5.59779890,1.56457840,0.04619677,0.00000000,0.00560975,1.14902212,0.72268223,0.62082837
-5.59179590,1.53041994,0.04641361,0.00000000,0.00557360,1.12096726,0.70484968,0.60056342
-5.58579290,1.49349803,0.04652550,0.00000000,0.00554010,1.09075389,0.68593551,0.57916428
-5.57978989,1.45491429,0.04655238,0.00000000,0.00551430,1.05924188,0.66644524,0.55715295
-5.57378689,1.41577820,0.04651519,0.00000000,0.00550132,1.02729554,0.64689234,0.53504641
-5.56778389,1.37717479,0.04643506,0.00000000,0.00550622,0.99575869,0.62778320,0.51334225
-5.56178089,1.34013403,0.04633255,0.00000000,0.00553383,0.96543133,0.60960260,0.49250562
-5.55577789,1.30560310,0.04622691,0.00000000,0.00558863,0.93704854,0.59279987,0.47295774
-5.54977489,1.27442222,0.04613540,0.00000000,0.00567452,0.91126222,0.57777649,0.45506639
-5.54377189,1.24730458,0.04607278,0.00000000,0.00579479,0.88862604,0.56487523,0.43913840
-5.53776888,1.22482099,0.04605077,0.00000000,0.00595190,0.86958405,0.55437134,0.42541432
-5.53176588,1.20738920,0.04607777,0.00000000,0.00614746,0.85446283,0.54646591,0.41406524
-5.52576288,1.19526811,0.04615862,0.00000000,0.00638209,0.84346742,0.54128154,0.40519174
-5.51975988,1.18855668,0.04629451,0.00000000,0.00665537,0.83668075,0.53886044,0.39882474
-5.51375688,1.18719722,0.04648301,0.00000000,0.00696584,0.83406645,0.53916488,0.39492815
-5.50775388,1.19098283,0.04671820,0.00000000,0.00731098,0.83547465,0.54207991,0.39340311
-5.50175088,1.19956833,0.04699095,0.00000000,0.00768723,0.84065057,0.54741826,0.39409350
-5.49574787,1.21248444,0.04728920,0.00000000,0.00809005,0.84924527,0.55492714,0.39679263
-5.48974487,1.22915445,0.04759845,0.00000000,0.00851402,0.86082846,0.56429673,0.40125076
-5.48374187,1.24891296,0.04790219,0.00000000,0.00895294,0.87490263,0.57517010,0.40718321
-5.47773887,1.27102604,0.04818247,0.00000000,0.00939999,0.89091837,0.58715412,0.41427898
-5.47173587,1.29471234,0.04842044,0.00000000,0.00984785,0.90829016,0.59983125,0.42220945
-5.46573287,1.31916451,0.04859700,0.00000000,0.01028892,0.92641252,0.61277155,0.43063722
-5.45972986,1.34357045,0.04869338,0.00000000,0.01071549,0.94467587,0.62554485,0.43922463
-5.45372686,1.36713392,0.04869172,0.00000000,0.01111994,0.96248190,0.63773250,0.44764199
-5.44772386,1.38909387,0.04857569,0.00000000,0.01149495,0.97925795,0.64893848,0.45557526
-5.44172086,1.40874229,0.04833100,0.00000000,0.01183367,0.99447025,0.65879958,0.46273297
-5.43571786,1.42543996,0.04794588,0.00000000,0.01212991,1.00763561,0.66699428,0.46885246
-5.42971486,1.43863002,0.04741149,0.00000000,0.01237830,1.01833135,0.67325018,0.47370501
-5.42371186,1.44784888,0.04672229,0.00000000,0.01257446,1.02620341,0.67734984,0.47710007
-5.41770885,1.45273459,0.04587622,0.00000000,0.01271504,1.03097242,0.67913489,0.47888834
-5.41170585,1.45303234,0.04487485,0.00000000,0.01279787,1.03243777,0.67850838,0.47896377
-5.40570285,1.44859738,0.04372342,0.00000000,0.01282198,1.03047968,0.67543542,0.47726444
-5.39969985,1.43939530,0.04243074,0.00000000,0.01278761,1.02505939,0.66994224,0.47377241
-5.39369685,1.42549998,0.04100904,0.00000000,0.01269620,1.01621764,0.66211376,0.46851256
-5.38769385,1.40708943,0.03947364,0.00000000,0.01255036,1.00407161,0.65208988,0.46155058
-5.38169085,1.38443983,0.03784260,0.00000000,0.01235376,0.98881055,0.64006077,0.45299024
-5.37568784,1.35791802,0.03613631,0.00000000,0.01211109,0.97069034,0.62626122,0.44296996
-5.36968484,1.32797292,0.03437698,0.00000000,0.01182789,0.95002720,0.61096448,0.43165899
-5.36368184,1.29512593,0.03258809,0.00000000,0.01151046,0.92719079,0.59447572,0.41925323
-5.35767884,1.25996070,0.03079389,0.00000000,0.01116573,0.90259677,0.57712510,0.40597079
-5.35167584,1.22311237,0.02901882,0.00000000,0.01080106,0.87669902,0.55926099,0.39204753
-5.34567284,1.18525640,0.02728703,0.00000000,0.01042418,0.84998164,0.54124304,0.37773241
-5.33966983,1.14709706,0.02562182,0.00000000,0.01004296,0.82295062,0.52343539,0.36328305
-5.33366683,1.10935555,0.02404526,0.00000000,0.00966532,0.79612528,0.50620006,0.34896116
-5.32766383,1.07275776,0.02257775,0.00000000,0.00929907,0.77002951,0.48989042,0.33502814
-5.32166083,1.03802161,0.02123768,0.00000000,0.00895176,0.74518258,0.47484480,0.32174068
-5.31565783,1.00584397,0.02004117,0.00000000,0.00863056,0.72208975,0.46138030,0.30934643
-5.30965483,0.97688719,0.01900181,0.00000000,0.00834212,0.70123253,0.44978672,0.29807968
-5.30365183,0.95176531,0.01813054,0.00000000,0.00809245,0.68305872,0.44032066,0.28815706
-5.29764882,0.93103011,0.01743547,0.00000000,0.00788681,0.66797227,0.43319991,0.27977333
-5.29164582,0.91515732,0.01692186,0.00000000,0.00772955,0.65632331,0.42859821,0.27309722
-5.28564282,0.90453325,0.01659206,0.00000000,0.00762405,0.64839837,0.42664046,0.26826741
-5.27963982,0.89944226,0.01644553,0.00000000,0.00757262,0.64441130,0.42739868,0.26538879
-5.27363682,0.90005570,0.01647890,0.00000000,0.00757639,0.64449513,0.43088870,0.26452910
-5.26763382,0.90642268,0.01668601,0.00000000,0.00763529,0.64869533,0.43706806,0.26571601
-5.26163082,0.91846329,0.01705803,0.00000000,0.00774794,0.65696479,0.44583506,0.26893493
-5.25562781,0.93596490,0.01758364,0.00000000,0.00791174,0.66916100,0.45702936,0.27412769
-5.24962481,0.95858185,0.01824917,0.00000000,0.00812275,0.68504576,0.47043415,0.28119213
-5.24362181,0.98583901,0.01903883,0.00000000,0.00837587,0.70428764,0.48578007,0.28998292
-5.23761881,1.01713953,0.01993496,0.00000000,0.00866481,0.72646748,0.50275089,0.30031363
-5.23161581,1.05177679,0.02091837,0.00000000,0.00898226,0.75108703,0.52099103,0.31196011
-5.22561281,1.08895053,0.02196865,0.00000000,0.00932004,0.77758051,0.54011471,0.32466537
-5.21960980,1.12778699,0.02306458,0.00000000,0.00966924,0.80532923,0.55971658,0.33814565
-5.21360680,1.16736254,0.02418460,0.00000000,0.01002050,0.83367866,0.57938365,0.35209790
-5.20760380,1.20673021,0.02530722,0.00000000,0.01036417,0.86195771,0.59870814,0.36620826
-5.20160080,1.24494834,0.02641159,0.00000000,0.01069060,0.88949950,0.61730081,0.38016151
-5.19559780,1.28111041,0.02747799,0.00000000,0.01099042,0.91566306,0.63480440,0.39365099
-5.18959480,1.31437501,0.02848839,0.00000000,0.01125477,0.93985508,0.65090668,0.40638889
-5.18359180,1.34399482,0.02942694,0.00000000,0.01147555,0.96155100,0.66535255,0.41811631
-5.17758879,1.36934340,0.03028047,0.00000000,0.01164568,0.98031449,0.67795473,0.42861286
-5.17158579,1.38993880,0.03103894,0.00000000,0.01175929,0.99581449,0.68860261,0.43770526
-5.16558279,1.40546280,0.03169584,0.00000000,0.01181190,1.00783924,0.69726863,0.44527458
-5.15957979,1.41577497,0.03224842,0.00000000,0.01180053,1.01630625,0.70401215,0.45126183
-5.15357679,1.42092069,0.03269794,0.00000000,0.01172380,1.02126801,0.70898012,0.45567145
-5.14757379,1.42113284,0.03304972,0.00000000,0.01158195,1.02291284,0.71240471,0.45857256
-5.14157079,1.41682653,0.03331311,0.00000000,0.01137679,1.02156073,0.71459764,0.46009774
-5.13556778,1.40858723,0.03350128,0.00000000,0.01111168,1.01765413,0.71594129,0.46043942
-5.12956478,1.39715230,0.03363094,0.00000000,0.01079134,1.01174394,0.71687681,0.45984371
-5.12356178,1.38338670,0.03372191,0.00000000,0.01042172,1.00447105,0.71788958,0.45860201
-5.11755878,1.36825347,0.03379658,0.00000000,0.01000979,0.99654408,0.71949229,0.45704060
-5.11155578,1.35278021,0.03387927,0.00000000,0.00956330,0.98871407,0.72220647,0.45550854
-5.10555278,1.33802281,0.03399551,0.00000000,0.00909053,0.98174706,0.72654279,0.45436441
-5.09954977,1.32502759,0.03417132,0.00000000,0.00860006,0.97639567,0.73298122,0.45396230
-5.09354677,1.31479366,0.03443236,0.00000000,0.00810047,0.97337073,0.74195147,0.45463763
-5.08754377,1.30823668,0.03480322,0.00000000,0.00760015,0.97331405,0.75381476,0.45669355
-5.08154077,1.30615565,0.03530661,0.00000000,0.00710701,0.97677362,0.76884758,0.46038818
-5.07553777,1.30920402,0.03596268,0.00000000,0.00662835,0.98418210,0.78722818,0.46592351
-5.06953477,1.31786623,0.03678843,0.00000000,0.00617067,0.99583959,0.80902638,0.47343637
-5.06353177,1.33244066,0.03779715,0.00000000,0.00573953,1.01190138,0.83419735,0.48299179
-5.05752876,1.35302966,0.03899799,0.00000000,0.00533949,1.03237127,0.86257955,0.49457919
-5.05152576,1.37953701,0.04039575,0.00000000,0.00497404,1.05710067,0.89389715,0.50811147
-5.04552276,1.41167284,0.04199060,0.00000000,0.00464561,1.08579366,0.92776690,0.52342722
-5.03951976,1.44896582,0.04377812,0.00000000,0.00435559,1.11801764,0.96370921,0.54029580
-5.03351676,1.49078189,0.04574932,0.00000000,0.00410441,1.15321930,1.00116326,0.55842520
-5.02751376,1.53634886,0.04789084,0.00000000,0.00389160,1.19074505,1.03950524,0.57747239
-5.02151076,1.58478565,0.05018522,0.00000000,0.00371592,1.22986522,1.07806945,0.59705562
-5.01550775,1.63513498,0.05261123,0.00000000,0.00357550,1.26980085,1.11617101,0.61676827
-5.00950475,1.68639806,0.05514433,0.00000000,0.00346799,1.30975208,1.15312963,0.63619351
-5.00350175,1.73756990,0.05775714,0.00000000,0.00339071,1.34892681,1.18829319,0.65491939
-4.99749875,1.78767380,0.06041995,0.00000000,0.00334077,1.38656860,1.22106041,0.67255348
-4.99149575,1.83579367,0.06310127,0.00000000,0.00331530,1.42198260,1.25090160,0.68873663
-4.98549275,1.88110302,0.06576843,0.00000000,0.00331154,1.45455862,1.27737669,0.70315527
-4.97948974,1.92288964,0.06838812,0.00000000,0.00332702,1.48379042,1.30014994,0.71555171
-4.97348674,1.96057529,0.07092704,0.00000000,0.00335967,1.50929066,1.31900082,0.72573216
-4.96748374,1.99372972,0.07335251,0.00000000,0.00340794,1.53080108,1.33383066,0.73357223
-4.96148074,2.02207914,0.07563303,0.00000000,0.00347093,1.54819769,1.34466504,0.73901969
-4.95547774,2.04550884,0.07773892,0.00000000,0.00354843,1.56149112,1.35165193,0.74209457
-4.94947474,2.06406051,0.07964297,0.00000000,0.00364105,1.57082221,1.35505579,0.74288666
-4.94347174,2.07792457,0.08132096,0.00000000,0.00375023,1.57645345,1.35524801,0.74155068
-4.93746873,2.08742820,0.08275232,0.00000000,0.00387825,1.57875667,1.35269416,0.73829941
-4.93146573,2.09301980,0.08392059,0.00000000,0.00402828,1.57819768,1.34793865,0.73339506
-4.92546273,2.09525062,0.08481400,0.00000000,0.00420435,1.57531867,1.34158735,0.72713943
-4.91945973,2.09475430,0.08542585,0.00000000,0.00441128,1.57071887,1.33428882,0.71986321
-4.91345673,2.09222513,0.08575486,0.00000000,0.00465463,1.56503441,1.32671476,0.71191480
-4.90745373,2.08839557,0.08580544,0.00000000,0.00494059,1.55891778,1.31954014,0.70364908
-4.90145073,2.08401373,0.08558772,0.00000000,0.00527583,1.55301764,1.31342369,0.69541655
