energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Hg_p_up,Hg_d_up,Te_p_up,Te_d_up
-5.56178089,2.24376361,0.05474997,0.22389175,0.79168701,0.29425044,0.92230260,0.44419987,0.82631097,0.00000000
-5.55577789,2.22833735,0.05297360,0.22747240,0.78867727,0.28450790,0.92746885,0.44234483,0.81248050,0.00000000
-5.54977489,2.21478631,0.05142437,0.23036361,0.78676401,0.27605141,0.93156865,0.44052234,0.80056548,0.00000000
-5.54377189,2.20216665,0.05006402,0.23248524,0.78564907,0.26877067,0.93419932,0.43853118,0.79024406,0.00000000
-5.53776888,2.18960810,0.04885377,0.23377337,0.78505281,0.26255519,0.93499953,0.43619072,0.78120520,0.00000000
-5.53176588,2.17635075,0.04775591,0.23418275,0.78472800,0.25730071,0.93366255,0.43334748,0.77316326,0.00000000
-5.52576288,2.16177601,0.04673523,0.23368853,0.78447221,0.25291470,0.92994728,0.42988043,0.76587074,0.00000000
-5.51975988,2.14543073,0.04576017,0.23228746,0.78413810,0.24932087,0.92368669,0.42570487,0.75912854,0.00000000
-5.51375688,2.12704378,0.04480381,0.22999816,0.78364116,0.24646247,0.91479335,0.42077482,0.75279372,0.00000000
-5.50775388,2.10653482,0.04384457,0.22686082,0.78296476,0.24430438,0.90326209,0.41508385,0.74678436,0.00000000
-5.50175088,2.08401512,0.04286667,0.22293605,0.78216202,0.24283391,0.88916965,0.40866450,0.74108156,0.00000000
-5.49574787,2.05978058,0.04186027,0.21830312,0.78135463,0.24206037,0.87267157,0.40158626,0.73572857,0.00000000
-5.48974487,2.03429761,0.04082140,0.21305760,0.78072855,0.24201352,0.85399629,0.39395225,0.73082718,0.00000000
-5.48374187,2.00818232,0.03975169,0.20730846,0.78052665,0.24274082,0.83343709,0.38589488,0.72653151,0.00000000
-5.47773887,1.98217401,0.03865788,0.20117479,0.78103864,0.24430386,0.81134192,0.37757051,0.72303955,0.00000000
-5.47173587,1.95710403,0.03755113,0.19478227,0.78258853,0.24677392,0.78810172,0.36915341,0.72058275,0.00000000
-5.46573287,1.93386110,0.03644628,0.18825945,0.78552020,0.25022696,0.76413766,0.36082923,0.71941400,0.00000000
-5.45972986,1.91335446,0.03536097,0.18173410,0.79018146,0.25473816,0.73988772,0.35278821,0.71979461,0.00000000
-5.45372686,1.89647607,0.03431477,0.17532956,0.79690736,0.26037636,0.71579309,0.34521833,0.72198060,0.00000000
-5.44772386,1.88406345,0.03332824,0.16916139,0.80600330,0.26719847,0.69228501,0.33829871,0.72620901,0.00000000
-5.44172086,1.87686424,0.03242208,0.16333440,0.81772875,0.27524423,0.66977221,0.33219332,0.73268455,0.00000000
-5.43571786,1.87550408,0.03161631,0.15794000,0.83228219,0.28453138,0.64862963,0.32704536,0.74156739,0.00000000
-5.42971486,1.88045887,0.03092955,0.15305419,0.84978803,0.29505170,0.62918858,0.32297243,0.75296241,0.00000000
-5.42371186,1.89203249,0.03037840,0.14873599,0.87028606,0.30676792,0.61172870,0.32006264,0.76691043,0.00000000
-5.41770885,1.91034097,0.02997693,0.14502657,0.89372403,0.31961169,0.59647194,0.31837173,0.78338191,0.00000000
-5.41170585,1.93530359,0.02973634,0.14194893,0.91995374,0.33348284,0.58357865,0.31792141,0.80227326,0.00000000
-5.40570285,1.96664146,0.02966473,0.13950821,0.94873087,0.34824994,0.57314583,0.31869886,0.82340620,0.00000000
-5.39969985,2.00388341,0.02976698,0.13769255,0.97971868,0.36375209,0.56520755,0.32065745,0.84652997,0.00000000
-5.39369685,2.04637923,0.03004478,0.13647447,1.01249551,0.37980208,0.55973736,0.32371859,0.87132655,0.00000000
-5.38769385,2.09331935,0.03049676,0.13581270,1.04656572,0.39619064,0.55665255,0.32777460,0.89741859,0.00000000
-5.38169085,2.14376035,0.03111868,0.13565434,1.08137367,0.41269170,0.55581995,0.33269264,0.92437973,0.00000000
-5.37568784,2.19665508,0.03190377,0.13593731,1.11632017,0.42906839,0.55706291,0.33831926,0.95174679,0.00000000
-5.36968484,2.25088591,0.03284304,0.13659292,1.15078060,0.44507959,0.56016933,0.34448555,0.97903349,0.00000000
-5.36368184,2.30529995,0.03392564,0.13754850,1.18412388,0.46048665,0.56489998,0.35101272,1.00574476,0.00000000
-5.35767884,2.35874433,0.03513927,0.13872997,1.21573151,0.47506007,0.57099713,0.35771767,1.03139134,0.00000000
-5.35167584,2.41010035,0.03647053,0.14006424,1.24501581,0.48858572,0.57819281,0.36441851,1.05550379,0.00000000
-5.34567284,2.45831495,0.03790527,0.14148138,1.27143646,0.50087055,0.58621667,0.37093977,1.07764539,0.00000000
-5.33966983,2.50242825,0.03942890,0.14291643,1.29451490,0.51174729,0.59480284,0.37711703,1.09742352,0.00000000
-5.33366683,2.54159640,0.04102667,0.14431095,1.31384587,0.52107820,0.60369595,0.38280097,1.11449892,0.00000000
-5.32766383,2.57510885,0.04268387,0.14561400,1.32910576,0.52875762,0.61265582,0.38786053,1.12859271,0.00000000
-5.32166083,2.60239983,0.04438601,0.14678292,1.34005772,0.53471332,0.62146107,0.39218532,1.13949099,0.00000000
-5.31565783,2.62305412,0.04611893,0.14778352,1.34655341,0.53890670,0.62991148,0.39568703,1.14704696,0.00000000
-5.30965483,2.63680719,0.04786889,0.14859003,1.34853170,0.54133188,0.63782921,0.39830013,1.15118084,0.00000000
-5.30365183,2.64354048,0.04962264,0.14918470,1.34601460,0.54201390,0.64505916,0.39998164,1.15187762,0.00000000
-5.29764882,2.64327258,0.05136745,0.14955711,1.33910100,0.54100607,0.65146843,0.40071028,1.14918324,0.00000000
-5.29164582,2.63614720,0.05309119,0.14970328,1.32795858,0.53838691,0.65694531,0.40048506,1.14319934,0.00000000
-5.28564282,2.62241902,0.05478232,0.14962476,1.31281480,0.53425664,0.66139790,0.39932340,1.13407729,0.00000000
-5.27963982,2.60243834,0.05643000,0.14932750,1.29394724,0.52873368,0.66475260,0.39725902,1.12201159,0.00000000
-5.27363682,2.57663572,0.05802418,0.14882088,1.27167402,0.52195116,0.66695266,0.39433961,1.10723331,0.00000000
-5.26763382,2.54550706,0.05955570,0.14811675,1.24634468,0.51405378,0.66795700,0.39062461,1.09000379,0.00000000
-5.26163082,2.50960020,0.06101647,0.14722861,1.21833192,0.50519501,0.66773934,0.38618297,1.07060880,0.00000000
-5.25562781,2.46950314,0.06239959,0.14617090,1.18802436,0.49553476,0.66628773,0.38109120,1.04935339,0.00000000
-5.24962481,2.42583432,0.06369960,0.14495859,1.15582052,0.48523756,0.66360449,0.37543157,1.02655754,0.00000000
-5.24362181,2.37923494,0.06491261,0.14360680,1.12212380,0.47447122,0.65970657,0.36929065,1.00255246,0.00000000
-5.23761881,2.33036317,0.06603652,0.14213075,1.08733870,0.46340588,0.65462616,0.36275811,0.97767766,0.00000000
-5.23161581,2.27988985,0.06707115,0.14054576,1.05186772,0.45221343,0.64841154,0.35592571,0.95227840,0.00000000
-5.22561281,2.22849549,0.06801837,0.13886744,1.01610894,0.44106707,0.64112795,0.34888660,0.92670368,0.00000000
-5.21960980,2.17686787,0.06888219,0.13711199,0.98045394,0.43014104,0.63285838,0.34173468,0.90130420,0.00000000
-5.21360680,2.12569983,0.06966873,0.13529652,0.94528588,0.41961025,0.62370421,0.33456416,0.87643045,0.00000000
-5.20760380,2.07568687,0.07038623,0.13343946,0.91097740,0.40964973,0.61378539,0.32746906,0.85243051,0.00000000
-5.20160080,2.02752401,0.07104485,0.13156081,0.87788838,0.40043382,0.60324028,0.32054281,0.82964763,0.00000000
-5.19559780,1.98190176,0.07165656,0.12968253,0.84636324,0.39213507,0.59222488,0.31387774,0.80841728,0.00000000
-5.18959480,1.93950089,0.07223488,0.12782865,0.81672800,0.38492261,0.58091154,0.30756449,0.78906393,0.00000000
-5.18359180,1.90098595,0.07279456,0.12602534,0.78928685,0.37896024,0.56948707,0.30169135,0.77189723,0.00000000
-5.17758879,1.86699755,0.07335130,0.12430086,0.76431860,0.37440398,0.55815027,0.29634352,0.75720792,0.00000000
-5.17158579,1.83814356,0.07392140,0.12268534,0.74207291,0.37139930,0.54710899,0.29160222,0.74526337,0.00000000
-5.16558279,1.81498940,0.07452139,0.12121036,0.72276664,0.37007805,0.53657664,0.28754376,0.73630298,0.00000000
-5.15957979,1.79804754,0.07516768,0.11990844,0.70658027,0.37055506,0.52676848,0.28423853,0.73053341,0.00000000
-5.15357679,1.78776678,0.07587627,0.11881237,0.69365472,0.37292472,0.51789741,0.28174995,0.72812401,0.00000000
-5.14757379,1.78452129,0.07666237,0.11795444,0.68408859,0.37725747,0.51016983,0.28013342,0.72920226,0.00000000
-5.14157079,1.78859992,0.07754017,0.11736551,0.67793594,0.38359640,0.50378112,0.27943522,0.73384969,0.00000000
-5.13556778,1.80019601,0.07852251,0.11707409,0.67520470,0.39195410,0.49891135,0.27969145,0.74209809,0.00000000
-5.12956478,1.81939797,0.07962068,0.11710533,0.67585560,0.40230989,0.49572085,0.28092699,0.75392633,0.00000000
-5.12356178,1.84618091,0.08084411,0.11748000,0.67980188,0.41460754,0.49434601,0.28315449,0.76925780,0.00000000
-5.11755878,1.88039960,0.08220015,0.11821354,0.68690947,0.42875364,0.49489528,0.28637333,0.78795860,0.00000000
-5.11155578,1.92178306,0.08369378,0.11931512,0.69699783,0.44461671,0.49744539,0.29056876,0.80983661,0.00000000
-5.10555278,1.96993099,0.08532738,0.12078684,0.70984133,0.46202720,0.50203799,0.29571101,0.83464149,0.00000000
-5.09954977,2.02431246,0.08710035,0.12262299,0.72517117,0.48077851,0.50867669,0.30175451,0.86206580,0.00000000
-5.09354677,2.08426699,0.08900886,0.12480957,0.74267794,0.50062896,0.51732464,0.30863733,0.89174732,0.00000000
-5.08754377,2.14900857,0.09104552,0.12732393,0.76201471,0.52130497,0.52790287,0.31628071,0.92327266,0.00000000
-5.08154077,2.21763267,0.09319907,0.13013467,0.78280085,0.54250532,0.54028930,0.32458894,0.95618232,0.00000000
-5.07553777,2.28912668,0.09545409,0.13320179,0.80462654,0.56390649,0.55431878,0.33344951,0.98997724,0.00000000
-5.06953477,2.36238391,0.09779086,0.13647709,0.82705820,0.58516910,0.56978411,0.34273369,1.02412682,0.00000000
-5.06353177,2.43622128,0.10018517,0.13990487,0.84964469,0.60594525,0.58643837,0.35229763,1.05807851,0.00000000
-5.05752876,2.50940056,0.10260842,0.14342290,0.87192452,0.62588667,0.60399836,0.36198390,1.09126881,0.00000000
-5.05152576,2.58065320,0.10502773,0.14696372,0.89343398,0.64465343,0.62214950,0.37162372,1.12313547,0.00000000
-5.04552276,2.64870812,0.10740632,0.15045614,0.91371612,0.66192298,0.64055203,0.38103977,1.15313081,0.00000000
-5.03951976,2.71232209,0.10970405,0.15382699,0.93233052,0.67739929,0.65884846,0.39004956,1.18073560,0.00000000
-5.03351676,2.77031176,0.11187821,0.15700309,0.94886358,0.69082167,0.67667219,0.39846941,1.20547334,0.00000000
-5.02751376,2.82158655,0.11388441,0.15991330,0.96293920,0.70197304,0.69365705,0.40611892,1.22692425,0.00000000
-5.02151076,2.86518117,0.11567780,0.16249069,0.97422935,0.71068728,0.70944756,0.41282572,1.24473859,0.00000000
-5.01550775,2.90028653,0.11721425,0.16467461,0.98246427,0.71685535,0.72370944,0.41843047,1.25864869,0.00000000
-5.00950475,2.92627782,0.11845183,0.16641279,0.98744188,0.72042993,0.73614010,0.42279188,1.26847912,0.00000000
-5.00350175,2.94273842,0.11935221,0.16766309,0.98903592,0.72142825,0.74647859,0.42579153,1.27415456,0.00000000
-4.99749875,2.94947841,0.11988205,0.16839517,0.98720248,0.71993308,0.75451466,0.42733823,1.27570489,0.00000000
-4.99149575,2.94654677,0.12001441,0.16859163,0.98198451,0.71609167,0.76009635,0.42737180,1.27326709,0.00000000
-4.98549275,2.93423623,0.11972987,0.16824890,0.97351400,0.71011261,0.76313595,0.42586602,1.26708380,0.00000000
-4.97948974,2.91308042,0.11901758,0.16737756,0.96201165,0.70226076,0.76361373,0.42283054,1.25749843,0.00000000
-4.97348674,2.88384310,0.11787591,0.16600224,0.94778390,0.69285035,0.76157946,0.41831167,1.24494689,0.00000000
-4.96748374,2.84749955,0.11631291,0.16416100,0.93121738,0.68223649,0.75715142,0.41239200,1.22994617,0.00000000
-4.96148074,2.80521074,0.11434634,0.16190425,0.91277080,0.67080536,0.75051297,0.40518869,1.21308017,0.00000000
-4.95547774,2.75829119,0.11200342,0.15929318,0.89296456,0.65896355,0.74190675,0.39685062,1.19498330,0.00000000
-4.94947474,2.70817172,0.10932017,0.15639791,0.87236859,0.64712680,0.73162677,0.38755443,1.17632254,0.00000000
-4.94347174,2.65635855,0.10634046,0.15329529,0.85158846,0.63570876,0.72000875,0.37749951,1.15777860,0.00000000
-4.93746873,2.60439040,0.10311482,0.15006650,0.83125070,0.62511000,0.70741908,0.36690238,1.14002701,0.00000000
-4.93146573,2.55379540,0.09969895,0.14679456,0.81198751,0.61570781,0.69424297,0.35599035,1.12371986,0.00000000
-4.92546273,2.50604945,0.09615211,0.14356193,0.79442152,0.60784713,0.68087222,0.34499508,1.10946893,0.00000000
-4.91945973,2.46253774,0.09253542,0.14044817,0.77915104,0.60183289,0.66769332,0.33414602,1.09783083,0.00000000
-4.91345673,2.42452075,0.08891014,0.13752783,0.76673637,0.59792398,0.65507615,0.32366414,1.08929468,0.00000000
-4.90745373,2.39310602,0.08533596,0.13486869,0.75768741,0.59632901,0.64336399,0.31375617,1.08427258,0.00000000
-4.90145073,2.36922640,0.08186946,0.13253032,0.75245288,0.59720398,0.63286501,0.30460951,1.08309326,0.00000000
-4.89544772,2.35362526,0.07856272,0.13056317,0.75141148,0.60065161,0.62384560,0.29638803,1.08599877,0.00000000
-4.88944472,2.34684878,0.07546212,0.12900792,0.75486497,0.60672249,0.61652576,0.28922880,1.09314408,0.00000000
-4.88344172,2.34924498,0.07260744,0.12789544,0.76303328,0.61541757,0.61107648,0.28323998,1.10459946,0.00000000
-4.87743872,2.36096886,0.07003112,0.12724699,0.77605158,0.62669195,0.60761909,0.27849959,1.12035498,0.00000000
-4.87143572,2.38199284,0.06775789,0.12707491,0.79396916,0.64045949,0.60622651,0.27505542,1.14032691,0.00000000
-4.86543272,2.41212134,0.06580458,0.12738348,0.81675006,0.65659803,0.60692601,0.27292584,1.16436521,0.00000000
-4.85942971,2.45100835,0.06418017,0.12817003,0.84427519,0.67495489,0.60970323,0.27210132,1.19226174,0.00000000
-4.85342671,2.49817677,0.06288603,0.12942617,0.87634582,0.69535221,0.61450722,0.27254677,1.22375866,0.00000000
-4.84742371,2.55303833,0.06191641,0.13113902,0.91268824,0.71759210,0.62125595,0.27420420,1.25855641,0.00000000
-4.84142071,2.61491318,0.06125895,0.13329242,0.95295938,0.74146119,0.62984209,0.27699585,1.29632119,0.00000000
-4.83541771,2.68304813,0.06089536,0.13586797,0.99675340,0.76673453,0.64013870,0.28082743,1.33669137,0.00000000
-4.82941471,2.75663315,0.06080219,0.13884595,1.04360895,0.79317880,0.65200454,0.28559143,1.37928305,0.00000000
-4.82341171,2.83481569,0.06095160,0.14220597,1.09301723,0.82055476,0.66528888,0.29117029,1.42369458,0.00000000
-4.81740870,2.91671275,0.06131219,0.14592734,1.14443064,0.84861909,0.67983552,0.29743946,1.46951025,0.00000000
-4.81140570,3.00142091,0.06184987,0.14998930,1.19727198,0.87712575,0.69548614,0.30427019,1.51630335,0.00000000
-4.80540270,3.08802480,0.06252862,0.15437087,1.25094429,0.90582700,0.71208285,0.31153202,1.56363899,0.00000000
-4.79939970,3.17560431,0.06331140,0.15905065,1.30484106,0.93447436,0.72947005,0.31909501,1.61107694,0.00000000
-4.79339670,3.26324151,0.06416096,0.16400633,1.35835697,0.96281966,0.74749576,0.32683171,1.65817486,0.00000000
-4.78739370,3.35002772,0.06504061,0.16921421,1.41089876,0.99061651,0.76601245,0.33461883,1.70449227,0.00000000
-4.78139070,3.43507144,0.06591505,0.17464871,1.46189642,1.01762225,0.78487775,0.34233879,1.74959547,0.00000000
-4.77538769,3.51750777,0.06675111,0.18028183,1.51081418,1.04360060,0.80395492,0.34988107,1.79306362,0.00000000
-4.76938469,3.59650961,0.06751853,0.18608289,1.55716129,1.06832509,0.82311365,0.35714349,1.83449599,0.00000000
-4.76338169,3.67130081,0.06819060,0.19201836,1.60050232,1.09158321,0.84223094,0.36403342,1.87352028,0.00000000
-4.75737869,3.74117131,0.06874481,0.19805202,1.64046655,1.11318124,0.86119252,0.37046898,1.90980189,0.00000000
-4.75137569,3.80549383,0.06916340,0.20414536,1.67675625,1.13294967,0.87989465,0.37638023,1.94305371,0.00000000
-4.74537269,3.86374174,0.06943382,0.21025835,1.70915359,1.15074880,0.89824645,0.38171031,1.97304603,0.00000000
-4.73936968,3.91550707,0.06954906,0.21635052,1.73752574,1.16647436,0.91617276,0.38641663,1.99961602,0.00000000
-4.73336668,3.96051804,0.06950787,0.22238233,1.76182808,1.18006283,0.93361733,0.39047188,2.02267626,0.00000000
-4.72736368,3.99865468,0.06931480,0.22831678,1.78210507,1.19149591,0.95054632,0.39386499,2.04222156,0.00000000
-4.72136068,4.02996173,0.06898009,0.23412124,1.79848892,1.20080396,0.96695192,0.39660180,2.05833372,0.00000000
-4.71535768,4.05465750,0.06851939,0.23976936,1.81119568,1.20806794,0.98285574,0.39870557,2.07118349,0.00000000
-4.70935468,4.07313778,0.06795338,0.24524298,1.82051902,1.21341963,0.99831201,0.40021696,2.08102958,0.00000000
-4.70335168,4.08597402,0.06730710,0.25053387,1.82682167,1.21703989,1.01341002,0.40119382,2.08821417,0.00000000
-4.69734867,4.09390521,0.06660925,0.25564535,1.83052475,1.21915482,1.02827571,0.40171025,2.09315513,0.00000000
-4.69134567,4.09782322,0.06589140,0.26059341,1.83209533,1.22003000,1.04307221,0.40185539,2.09633490,0.00000000
-4.68534267,4.09875178,0.06518698,0.26540749,1.83203271,1.21996272,1.05799902,0.40173148,2.09828640,0.00000000
-4.67933967,4.09781964,0.06453037,0.27013062,1.83085372,1.21927267,1.07328966,0.40145159,2.09957642,0.00000000
-4.67333667,4.09622872,0.06395592,0.27481906,1.82907774,1.21829144,1.08920786,0.40113680,2.10078732,0.00000000
-4.66733367,4.09521853,0.06349698,0.27954116,1.82721201,1.21735131,1.10604202,0.40091302,2.10249771,0.00000000
-4.66133067,4.09602835,0.06318509,0.28437570,1.82573778,1.21677383,1.12409816,0.40090759,2.10526311,0.00000000
-4.65532766,4.09985873,0.06304912,0.28940953,1.82509779,1.21685901,1.14369146,0.40124565,2.10959762,0.00000000
-4.64932466,4.10783431,0.06311476,0.29473468,1.82568585,1.21787547,1.16513655,0.40204661,2.11595737,0.00000000
-4.64332166,4.12096942,0.06340392,0.30044500,1.82783854,1.22005224,1.18873683,0.40342068,2.12472675,0.00000000
