energy_ev,total_up,As_p_up,As_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-6.00000000,0.47735490,0.06393267,0.00000000,0.00241306,0.17353061,0.14995358,0.04730000
-5.99399700,0.48289519,0.06391287,0.00000000,0.00265999,0.17711352,0.15100461,0.04860696
-5.98799400,0.48673887,0.06354151,0.00000000,0.00299405,0.18027670,0.15135502,0.04990081
-5.98199100,0.48911246,0.06283084,0.00000000,0.00342585,0.18313611,0.15105864,0.05122291
-5.97598799,0.49032716,0.06180271,0.00000000,0.00396766,0.18584476,0.15019394,0.05262445
-5.96998499,0.49077455,0.06048806,0.00000000,0.00463340,0.18859156,0.14886282,0.05416575
-5.96398199,0.49091958,0.05892612,0.00000000,0.00543840,0.19159894,0.14718862,0.05591538
-5.95797899,0.49129072,0.05716335,0.00000000,0.00639928,0.19511926,0.14531337,0.05794873
-5.95197599,0.49246773,0.05525220,0.00000000,0.00753359,0.19942985,0.14339437,0.06034640
-5.94597299,0.49506698,0.05324964,0.00000000,0.00885943,0.20482682,0.14160020,0.06319209
-5.93996998,0.49972488,0.05121559,0.00000000,0.01039502,0.21161775,0.14010619,0.06657030
-5.93396698,0.50707966,0.04921129,0.00000000,0.01215817,0.22011324,0.13908952,0.07056369
-5.92796398,0.51775198,0.04729762,0.00000000,0.01416558,0.23061758,0.13872414,0.07525030
-5.92196098,0.53232493,0.04553344,0.00000000,0.01643224,0.24341872,0.13917546,0.08070057
-5.91595798,0.55132371,0.04397408,0.00000000,0.01897062,0.25877772,0.14059516,0.08697435
-5.90995498,0.57519591,0.04266984,0.00000000,0.02178990,0.27691800,0.14311609,0.09411790
-5.90395198,0.60429261,0.04166473,0.00000000,0.02489518,0.29801468,0.14684760,0.10216109
-5.89794897,0.63885118,0.04099538,0.00000000,0.02828667,0.32218437,0.15187115,0.11111472
-5.89194597,0.67898015,0.04069020,0.00000000,0.03195894,0.34947576,0.15823668,0.12096826
-5.88594297,0.72464701,0.04076875,0.00000000,0.03590029,0.37986136,0.16595958,0.13168803
-5.87993997,0.77566921,0.04124144,0.00000000,0.04009218,0.41323088,0.17501855,0.14321587
-5.87393697,0.83170913,0.04210944,0.00000000,0.04450888,0.44938656,0.18535443,0.15546847
-5.86793397,0.89227336,0.04336493,0.00000000,0.04911726,0.48804081,0.19686998,0.16833750
-5.86193097,0.95671657,0.04499166,0.00000000,0.05387685,0.52881652,0.20943090,0.18169038
-5.85592796,1.02425043,0.04696573,0.00000000,0.05874014,0.57125021,0.22286786,0.19537198
-5.84992496,1.09395732,0.04925666,0.00000000,0.06365320,0.61479819,0.23697978,0.20920711
-5.84392196,1.16480908,0.05182872,0.00000000,0.06855648,0.65884590,0.25153820,0.22300389
-5.83791896,1.23569019,0.05464244,0.00000000,0.07338600,0.70272003,0.26629267,0.23655773
-5.83191596,1.30542518,0.05765629,0.00000000,0.07807474,0.74570366,0.28097712,0.24965615
-5.82591296,1.37280920,0.06082847,0.00000000,0.08255424,0.78705353,0.29531701,0.26208406
-5.81990995,1.43664126,0.06411872,0.00000000,0.08675643,0.82601946,0.30903699,0.27362938
-5.81390695,1.49575867,0.06749014,0.00000000,0.09061551,0.86186492,0.32186895,0.28408896
-5.80790395,1.54907179,0.07091090,0.00000000,0.09406998,0.89388820,0.33356009,0.29327437
-5.80190095,1.59559751,0.07435575,0.00000000,0.09706451,0.92144338,0.34388081,0.30101759
-5.79589795,1.63449043,0.07780734,0.00000000,0.09955181,0.94396031,0.35263203,0.30717610
-5.78989495,1.66507017,0.08125716,0.00000000,0.10149428,0.96096262,0.35965169,0.31163742
-5.78389195,1.68684386,0.08470615,0.00000000,0.10286535,0.97208325,0.36482022,0.31432273
-5.77788894,1.69952270,0.08816486,0.00000000,0.10365059,0.97707661,0.36806466,0.31518948
-5.77188594,1.70303176,0.09165319,0.00000000,0.10384832,0.97582692,0.36936129,0.31423284
-5.76588294,1.69751273,0.09519962,0.00000000,0.10346993,0.96835238,0.36873665,0.31148599
-5.75987994,1.68331923,0.09884007,0.00000000,0.10253963,0.95480491,0.36626689,0.30701913
-5.75387694,1.66100498,0.10261623,0.00000000,0.10109389,0.93546557,0.36207552,0.30093730
-5.74787394,1.63130524,0.10657365,0.00000000,0.09918039,0.91073574,0.35632950,0.29337709
