energy_ev,total_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.47173587,2.79574320,0.52348911,0.01442803,0.00794996,1.55842342,1.44276410,1.00933752
-5.46573287,2.70607604,0.50823905,0.01404598,0.00775804,1.51029688,1.37522955,0.98358885
-5.45972986,2.62276583,0.49443284,0.01366511,0.00754850,1.46554321,1.31255534,0.95917765
-5.45372686,2.54586626,0.48196085,0.01328794,0.00732218,1.42429188,1.25481303,0.93612771
-5.44772386,2.47533791,0.47070147,0.01291687,0.00708003,1.38661690,1.20200153,0.91445024
-5.44172086,2.41106829,0.46052727,0.01255423,0.00682311,1.35254589,1.15405884,0.89414960
-5.43571786,2.35289149,0.45131047,0.01220238,0.00655265,1.32206952,1.11087390,0.87522856
-5.42971486,2.30060656,0.44292772,0.01186366,0.00627010,1.29515083,1.07229791,0.85769282
-5.42371186,2.25399395,0.43526384,0.01154045,0.00597709,1.27173404,1.03815489,0.84155483
-5.41770885,2.21282949,0.42821446,0.01123514,0.00567550,1.25175259,1.00825109,0.82683650
-5.41170585,2.17689566,0.42168758,0.01095008,0.00536740,1.23513634,0.98238319,0.81357109
-5.40570285,2.14599027,0.41560405,0.01068757,0.00505506,1.22181772,0.96034521,0.80180403
-5.39969985,2.11993250,0.40989714,0.01044980,0.00474088,1.21173691,0.94193432,0.79159300
-5.39369685,2.09856666,0.40451127,0.01023875,0.00442736,1.20484587,0.92695543,0.78300712
-5.38769385,2.08176409,0.39940022,0.01005617,0.00411705,1.20111152,0.91522502,0.77612553
-5.38169085,2.06942336,0.39452499,0.00990353,0.00381248,1.20051775,0.90657412,0.77103550
-5.37568784,2.06146931,0.38985149,0.00978191,0.00351608,1.20306658,0.90085070,0.76782991
-5.36968484,2.05785110,0.38534839,0.00969204,0.00323017,1.20877823,0.89792161,0.76660459
-5.36368184,2.05853952,0.38098519,0.00963422,0.00295688,1.21769022,0.89767397,0.76745519
-5.35767884,2.06352375,0.37673073,0.00960839,0.00269809,1.22985536,0.90001623,0.77047396
-5.35167584,2.07280757,0.37255220,0.00961409,0.00245543,1.24533870,0.90487864,0.77574623
-5.34567284,2.08640492,0.36841473,0.00965052,0.00223022,1.26421335,0.91221314,0.78334678
-5.33966983,2.10433499,0.36428149,0.00971663,0.00202346,1.28655516,0.92199252,0.79333614
-5.33366683,2.12661644,0.36011429,0.00981114,0.00183586,1.31243644,0.93420867,0.80575676
-5.32766383,2.15326100,0.35587462,0.00993263,0.00166781,1.34191865,0.94886986,0.82062920
-5.32166083,2.18426612,0.35152488,0.01007960,0.00151937,1.37504437,0.96599676,0.83794841
-5.31565783,2.21960699,0.34702992,0.01025057,0.00139036,1.41182880,0.98561742,0.85768031
-5.30965483,2.25922779,0.34235840,0.01044409,0.00128033,1.45225093,1.00776096,0.87975856
-5.30365183,2.30303265,0.33748422,0.01065879,0.00118860,1.49624503,1.03245018,0.90408201
-5.29764882,2.35087653,0.33238763,0.01089344,0.00111428,1.54369266,1.05969330,0.93051277
-5.29164582,2.40255649,0.32705606,0.01114686,0.00105634,1.59441574,1.08947509,0.95887518
-5.28564282,2.45780392,0.32148466,0.01141798,0.00101358,1.64817123,1.12174774,0.98895588
-5.27963982,2.51627825,0.31567646,0.01170573,0.00098469,1.70464774,1.15642190,1.02050507
-5.27363682,2.57756283,0.30964211,0.01200902,0.00096828,1.76346451,1.19335860,1.05323919
-5.26763382,2.64116349,0.30339949,0.01232664,0.00096290,1.82417322,1.23236225,1.08684491
-5.26163082,2.70651027,0.29697291,0.01265719,0.00096703,1.88626261,1.27317561,1.12098471
-5.25562781,2.77296272,0.29039224,0.01299899,0.00097915,1.94916623,1.31547698,1.15530366
-5.24962481,2.83981894,0.28369193,0.01335003,0.00099769,2.01227309,1.35888016,1.18943752
-5.24362181,2.90632835,0.27690998,0.01370787,0.00102113,2.07494106,1.40293743,1.22302177
-5.23761881,2.97170795,0.27008702,0.01406968,0.00104794,2.13651259,1.44714576,1.25570132
-5.23161581,3.03516154,0.26326535,0.01443218,0.00107664,2.19633212,1.49095622,1.28714040
-5.22561281,3.09590127,0.25648822,0.01479166,0.00110581,2.25376464,1.53378636,1.31703239
-5.21960980,3.15317055,0.24979915,0.01514409,0.00113408,2.30821434,1.57503528,1.34510894
-5.21360680,3.20626719,0.24324136,0.01548516,0.00116020,2.35914272,1.61410077,1.37114795
-5.20760380,3.25456580,0.23685726,0.01581040,0.00118302,2.40608505,1.65039789,1.39498000
-5.20160080,3.29753805,0.23068807,0.01611534,0.00120150,2.44866444,1.68337809,1.41649287
-5.19559780,3.33476986,0.22477330,0.01639561,0.00121477,2.48660270,1.71254813,1.43563371
-5.18959480,3.36597443,0.21915039,0.01664715,0.00122211,2.51972747,1.73748771,1.45240886
-5.18359180,3.39100041,0.21385414,0.01686632,0.00122295,2.54797511,1.75786523,1.46688111
-5.17758879,3.40983471,0.20891621,0.01705007,0.00121693,2.57138916,1.77345058,1.47916464
-5.17158579,3.42259979,0.20436449,0.01719601,0.00120385,2.59011454,1.78412459,1.48941771
-5.16558279,3.42954545,0.20022249,0.01730257,0.00118371,2.60438777,1.78988454,1.49783358
-5.15957979,3.43103584,0.19650866,0.01736901,0.00115668,2.61452366,1.79084552,1.50463015
-5.15357679,3.42753210,0.19323584,0.01739546,0.00112309,2.62089939,1.78723748,1.51003874
-5.14757379,3.41957191,0.19041071,0.01738292,0.00108343,2.62393669,1.77939830,1.51429278
-5.14157079,3.40774688,0.18803335,0.01733323,0.00103831,2.62408319,1.76776301,1.51761687
-5.13556778,3.39267903,0.18609704,0.01724896,0.00098847,2.62179392,1.75284979,1.52021688
-5.12956478,3.37499759,0.18458821,0.01713334,0.00093471,2.61751384,1.73524338,1.52227149
-5.12356178,3.35531717,0.18348653,0.01699015,0.00087789,2.61166223,1.71557647,1.52392559
-5.11755878,3.33421819,0.18276531,0.01682355,0.00081890,2.60461953,1.69450999,1.52528582
-5.11155578,3.31223034,0.18239203,0.01663799,0.00075863,2.59671714,1.67271292,1.52641823
-5.10555278,3.28981946,0.18232904,0.01643802,0.00069795,2.58823034,1.65084234,1.52734816
-5.09954977,3.26737800,0.18253437,0.01622821,0.00063767,2.57937424,1.62952437,1.52806202
-5.09354677,3.24521907,0.18296270,0.01601296,0.00057854,2.57030265,1.60933657,1.52851078
-5.08754377,3.22357371,0.18356624,0.01579644,0.00052122,2.56110942,1.59079218,1.52861473
-5.08154077,3.20259102,0.18429570,0.01558250,0.00046630,2.55183176,1.57432659,1.52826905
-5.07553777,3.18234055,0.18510113,0.01537453,0.00041423,2.54245497,1.56028630,1.52734991
-5.06953477,3.16281643,0.18593276,0.01517545,0.00036539,2.53291801,1.54892053,1.52572044
-5.06353177,3.14394270,0.18674170,0.01498765,0.00032004,2.52311944,1.54037565,1.52323653
-5.05752876,3.12557942,0.18748053,0.01481296,0.00027834,2.51292334,1.53469243,1.51975186
-5.05152576,3.10752926,0.18810382,0.01465262,0.00024038,2.50216486,1.53180617,1.51512235
-5.04552276,3.08954442,0.18856868,0.01450728,0.00020614,2.49065538,1.53154978,1.50920967
-5.03951976,3.07133383,0.18883511,0.01437704,0.00017555,2.47818734,1.53365968,1.50188411
-5.03351676,3.05257093,0.18886651,0.01426145,0.00014848,2.46453869,1.53778452,1.49302674
-5.02751376,3.03290201,0.18863019,0.01415952,0.00012474,2.44947761,1.54349659,1.48253124
-5.02151076,3.01195569,0.18809790,0.01406983,0.00010412,2.43276746,1.55030584,1.47030552
-5.01550775,2.98935349,0.18724654,0.01399056,0.00008638,2.41417249,1.55767611,1.45627346
-5.00950475,2.96472202,0.18605893,0.01391955,0.00007127,2.39346457,1.56504345,1.44037687
-5.00350175,2.93770658,0.18452463,0.01385442,0.00005853,2.37043112,1.57183589,1.42257803
-4.99749875,2.90798628,0.18264093,0.01379266,0.00004792,2.34488427,1.57749428,1.40286261
-4.99149575,2.87529025,0.18041375,0.01373176,0.00003921,2.31667113,1.58149354,1.38124330
-4.98549275,2.83941456,0.17785862,0.01366929,0.00003216,2.28568497,1.58336346,1.35776370
-4.97948974,2.80023905,0.17500149,0.01360304,0.00002657,2.25187674,1.58270843,1.33250253
-4.97348674,2.75774317,0.17187941,0.01353115,0.00002226,2.21526633,1.57922515,1.30557762
-4.96748374,2.71202004,0.16854094,0.01345222,0.00001907,2.17595286,1.57271743,1.27714958
-4.96148074,2.66328736,0.16504630,0.01336537,0.00001686,2.13412311,1.56310748,1.24742442
-4.95547774,2.61189439,0.16146708,0.01327038,0.00001551,2.09005739,1.55044279,1.21665501
-4.94947474,2.55832390,0.15788556,0.01316765,0.00001492,2.04413186,1.53489815,1.18514073
-4.94347174,2.50318841,0.15439353,0.01305831,0.00001502,1.99681683,1.51677251,1.15322512
-4.93746873,2.44722015,0.15109073,0.01294412,0.00001572,1.94867050,1.49648036,1.12129124
-4.93146573,2.39125451,0.14808269,0.01282748,0.00001700,1.90032777,1.47453804,1.08975456
-4.92546273,2.33620723,0.14547826,0.01271127,0.00001879,1.85248431,1.45154505,1.05905356
-4.91945973,2.28304572,0.14338667,0.01259879,0.00002106,1.80587612,1.42816125,1.02963791
-4.91345673,2.23275552,0.14191442,0.01249354,0.00002379,1.76125511,1.40508074,1.00195493
-4.90745373,2.18630313,0.14116186,0.01239907,0.00002694,1.71936176,1.38300350,0.97643438
-4.90145073,2.14459670,0.14121976,0.01231876,0.00003048,1.68089585,1.36260608,0.95347264
-4.89544772,2.10844639,0.14216590,0.01225562,0.00003439,1.64648670,1.34451270,0.93341652
-4.88944472,2.07852645,0.14406188,0.01221213,0.00003862,1.61666428,1.32926803,0.91654782
-4.88344172,2.05534069,0.14695020,0.01218997,0.00004314,1.59183279,1.31731312,0.90306932
-4.87743872,2.03919349,0.15085176,0.01218996,0.00004789,1.57224816,1.30896560,0.89309287
-4.87143572,2.03016785,0.15576398,0.01221187,0.00005283,1.55800073,1.30440518,0.88663051
-4.86543272,2.02811192,0.16165943,0.01225438,0.00005790,1.54900436,1.30366518,0.88358903
-4.85942971,2.03263513,0.16848532,0.01231507,0.00006302,1.54499271,1.30663075,0.88376856
-4.85342671,2.04311422,0.17616363,0.01239043,0.00006815,1.54552323,1.31304365,0.88686534
-4.84742371,2.05870953,0.18459206,0.01247596,0.00007320,1.54998899,1.32251367,0.89247892
-4.84142071,2.07839091,0.19364578,0.01256632,0.00007812,1.55763797,1.33453612,0.90012338
-4.83541771,2.10097235,0.20317988,0.01265549,0.00008284,1.56759919,1.34851445,0.90924249
-4.82941471,2.12515390,0.21303255,0.01273705,0.00008732,1.57891463,1.36378710,0.91922801
-4.82341171,2.14956924,0.22302880,0.01280437,0.00009152,1.59057544,1.37965732,0.92944057
-4.81740870,2.17283655,0.23298476,0.01285094,0.00009545,1.60156093,1.39542435,0.93923210
-4.81140570,2.19361065,0.24271231,0.01287062,0.00009912,1.61087851,1.41041477,0.94796898
-4.80540270,2.21063407,0.25202400,0.01285790,0.00010258,1.61760269,1.42401242,0.95505477
-4.79939970,2.22278461,0.26073812,0.01280817,0.00010595,1.62091143,1.43568554,0.95995168
-4.79339670,2.22911761,0.26868370,0.01271790,0.00010939,1.62011811,1.44501013,0.96219965
-4.78739370,2.22890097,0.27570549,0.01258483,0.00011313,1.61469769,1.45168838,0.96143252
-4.78139070,2.22164169,0.28166858,0.01240812,0.00011747,1.60430604,1.45556171,0.95739030
-4.77538769,2.20710296,0.28646273,0.01218835,0.00012282,1.58879163,1.45661796,0.94992744
-4.76938469,2.18531145,0.29000616,0.01192763,0.00012969,1.56819927,1.45499270,0.93901660
-4.76338169,2.15655478,0.29224888,0.01162948,0.00013872,1.54276597,1.45096503,0.92474806
-4.75737869,2.12136996,0.29317527,0.01129881,0.00015067,1.51290951,1.44494830,0.90732490
-4.75137569,2.08052355,0.29280604,0.01094178,0.00016649,1.47921034,1.43747662,0.88705442
-4.74537269,2.03498497,0.29119944,0.01056565,0.00018728,1.44238822,1.42918808,0.86433624
-4.73936968,1.98589457,0.28845166,0.01017858,0.00021432,1.40327467,1.42080571,0.83964790
-4.73336668,1.93452805,0.28469641,0.00978947,0.00024911,1.36278298,1.41311727,0.81352862
-4.72736368,1.88225895,0.28010376,0.00940774,0.00029336,1.32187692,1.40695481,0.78656200
-4.72136068,1.83052093,0.27487802,0.00904314,0.00034900,1.28154003,1.40317499,0.75935854
-4.71535768,1.78077104,0.26925493,0.00870557,0.00041817,1.24274629,1.40264067,0.73253850
-4.70935468,1.73445539,0.26349793,0.00840485,0.00050321,1.20643357,1.40620437,0.70671579
-4.70335168,1.69297771,0.25789370,0.00815061,0.00060666,1.17348053,1.41469371,0.68248336
-4.69734867,1.65767159,0.25274688,0.00795211,0.00073122,1.14468737,1.42889864,0.66040032
-4.69134567,1.62977632,0.24837410,0.00781809,0.00087970,1.12076071,1.44956037,0.64098099
-4.68534267,1.61041610,0.24509732,0.00775664,0.00105496,1.10230247,1.47736119,0.62468589
-4.67933967,1.60058244,0.24323662,0.00777507,0.00125984,1.08980231,1.51291478,0.61191454
-4.67333667,1.60111879,0.24310243,0.00787978,0.00149707,1.08363319,1.55675605,0.60299985
-4.66733367,1.61270705,0.24498742,0.00807612,0.00176918,1.08404927,1.60933002,0.59820388
-4.66133067,1.63585509,0.24915822,0.00836826,0.00207836,1.09118553,1.67097913,0.59771459
-4.65532766,1.67088484,0.25584710,0.00875901,0.00242635,1.10505838,1.74192863,0.60164341
-4.64932466,1.71792068,0.26524375,0.00924969,0.00281431,1.12556675,1.82227004,0.61002331
-4.64332166,1.77687807,0.27748768,0.00983995,0.00324270,1.15249323,1.91194302,0.62280733
-4.63731866,1.84745269,0.29266122,0.01052763,0.00371112,1.18550506,2.01071631,0.63986745
-4.63131566,1.92911078,0.31078354,0.01130859,0.00421825,1.22415507,2.11816876,0.66099391
-4.62531266,2.02108155,0.33180608,0.01217664,0.00476170,1.26788286,2.23367187,0.68589523
-4.61930965,2.12235279,0.35560946,0.01312337,0.00533800,1.31601659,2.35637535,0.71419903
-4.61330665,2.23167102,0.38200233,0.01413820,0.00594253,1.36777613,2.48519747,0.74545421
-4.60730365,2.34754747,0.41072229,0.01520836,0.00656954,1.42227818,2.61882189,0.77913468
-4.60130065,2.46827107,0.44143899,0.01631899,0.00721221,1.47854413,2.75570245,0.81464508
-4.59529765,2.59192945,0.47375957,0.01745334,0.00786270,1.53551127,2.89407729,0.85132878
-4.58929465,2.71643847,0.50723637,0.01859300,0.00851235,1.59204784,3.03199299,0.88847827
-4.58329165,2.83958055,0.54137673,0.01971829,0.00915183,1.64697212,3.16733899,0.92534814
-4.57728864,2.95905119,0.57565473,0.02080867,0.00977135,1.69907558,3.29789202,0.96117041
-4.57128564,3.07251283,0.60952445,0.02184324,0.01036095,1.74714967,3.42136925,0.99517197
-4.56528264,3.17765437,0.64243432,0.02280132,0.01091075,1.79001555,3.53548881,1.02659375
-4.55927964,3.27225437,0.67384208,0.02366302,0.01141125,1.82655590,3.63803502,1.05471078
-4.55327664,3.35424535,0.70322969,0.02440984,0.01185365,1.85574733,3.72692594,1.07885259
-4.54727364,3.42177641,0.73011771,0.02502531,0.01223008,1.87669216,3.80027994,1.09842304
-4.54127064,3.47327146,0.75407848,0.02549548,0.01253389,1.88864801,3.85647825,1.11291859
-4.53526763,3.50748008,0.77474758,0.02580946,0.01275985,1.89105359,3.89422039,1.12194425
-4.52926463,3.52351859,0.79183315,0.02595978,0.01290435,1.88354934,3.91256971,1.12522638
-4.52326163,3.52089928,0.80512271,0.02594269,0.01296550,1.86599184,3.91098663,1.12262164
-4.51725863,3.49954616,0.81448722,0.02575833,0.01294316,1.83846090,3.88934807,1.11412168
-4.51125563,3.45979658,0.81988231,0.02541074,0.01283900,1.80125899,3.84795193,1.09985320
-4.50525263,3.40238843,0.82134684,0.02490775,0.01265638,1.75490275,3.78750665,1.08007344
-4.49924962,3.32843371,0.81899877,0.02426076,0.01240025,1.70010697,3.70910641,1.05516117
-4.49324662,3.23937974,0.81302888,0.02348433,0.01207698,1.63776167,3.61419337,1.02560377
-4.48724362,3.13695995,0.80369261,0.02259574,0.01169413,1.56890335,3.50450914,0.99198080
-4.48124062,3.02313662,0.79130050,0.02161444,0.01126020,1.49468172,3.38203775,0.95494499
-4.47523762,2.90003840,0.77620783,0.02056139,0.01078438,1.41632337,3.24894332,0.91520146
-4.46923462,2.76989519,0.75880379,0.01945847,0.01027625,1.33509414,3.10750501,0.87348603
-4.46323162,2.63497351,0.73950080,0.01832776,0.00974556,1.25226166,2.96005257,0.83054362
-4.45722861,2.49751464,0.71872428,0.01719095,0.00920188,1.16905964,2.80890476,0.78710750
-4.45122561,2.35967798,0.69690319,0.01606874,0.00865448,1.08665534,2.65631327,0.74388028
-4.44522261,2.22349145,0.67446167,0.01498029,0.00811203,1.00612125,2.50441361,0.70151706
-4.43921961,2.09081010,0.65181177,0.01394278,0.00758250,0.92841183,2.35518453,0.66061140
-4.43321661,1.96328390,0.62934736,0.01297107,0.00707298,0.85434597,2.21041632,0.62168428
-4.42721361,1.84233491,0.60743929,0.01207743,0.00658964,0.78459527,2.07168828,0.58517624
-4.42121061,1.72914354,0.58643148,0.01127139,0.00613765,0.71967810,1.94035499,0.55144261
-4.41520760,1.62464349,0.56663802,0.01055969,0.00572116,0.65995927,1.81754051,0.52075183
-4.40920460,1.52952436,0.54834095,0.00994629,0.00534332,0.60565463,1.70413939,0.49328644
-4.40320160,1.44424078,0.53178871,0.00943252,0.00500631,0.55684003,1.60082346,0.46914641
-4.39719860,1.36902696,0.51719498,0.00901727,0.00471142,0.51346382,1.50805289,0.44835465
-4.39119560,1.30391529,0.50473788,0.00869722,0.00445909,0.47536209,1.42609024,0.43086395
-4.38519260,1.24875784,0.49455948,0.00846713,0.00424898,0.44227582,1.35501653,0.41656529
-4.37918959,1.20324977,0.48676557,0.00832023,0.00408009,0.41386907,1.29474825,0.40529687
-4.37318659,1.16695353,0.48142570,0.00824847,0.00395082,0.38974762,1.24505457,0.39685369
-4.36718359,1.13932335,0.47857365,0.00824294,0.00385904,0.36947731,1.20557441,0.39099736
-4.36118059,1.11972917,0.47820826,0.00829421,0.00380216,0.35260156,1.17583296,0.38746579
-4.35517759,1.10747995,0.48029493,0.00839261,0.00377724,0.33865774,1.15525782,0.38598266
-4.34917459,1.10184576,0.48476774,0.00852860,0.00378102,0.32719183,1.14319473,0.38626649
-4.34317159,1.10207880,0.49153233,0.00869298,0.00381000,0.31777147,1.13892318,0.38803916
-4.33716858,1.10743314,0.50046973,0.00887719,0.00386046,0.30999690,1.14167230,0.39103376
-4.33116558,1.11718312,0.51144090,0.00907347,0.00392859,0.30351006,1.15063717,0.39500184
-4.32516258,1.13064063,0.52429230,0.00927506,0.00401049,0.29800152,1.16499583,0.39971975
-4.31915958,1.14717100,0.53886207,0.00947629,0.00410224,0.29321553,1.18392724,0.40499434
-4.31315658,1.16620748,0.55498694,0.00967268,0.00419998,0.28895315,1.20662986,0.41066764
-4.30715358,1.18726441,0.57250955,0.00986099,0.00429996,0.28507361,1.23234097,0.41662075
