energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.86793397,9.53396955,0.24170291,0.04801021,0.44551188,2.76334793,5.65034415,0.07401443,3.19338792
-5.86193097,9.04766891,0.23019928,0.04467369,0.43715690,2.58843274,5.38060629,0.07224589,2.98691366
-5.85592796,8.56317129,0.21846033,0.04143105,0.42755733,2.41642559,5.11060223,0.07032933,2.78516623
-5.84992496,8.08505374,0.20663428,0.03832666,0.41695561,2.24898014,4.84274250,0.06831648,2.58977851
-5.84392196,7.61789441,0.19486673,0.03540221,0.40561753,2.08760816,4.57950947,0.06626569,2.40229593
-5.83791896,7.16618951,0.18329733,0.03269647,0.39382507,1.93365958,4.32340611,0.06424086,2.22415565
-5.83191596,6.73427123,0.17205674,0.03024506,0.38186889,1.78830781,4.07690230,0.06231037,2.05666877
-5.82591296,6.32622888,0.16126397,0.02808043,0.37004039,1.65254003,3.84238057,0.06054582,1.90100595
-5.81990995,5.94583516,0.15102409,0.02623178,0.35862386,1.52715235,3.62208327,0.05902069,1.75818629
-5.81390695,5.59647953,0.14142640,0.02472516,0.34788886,1.41274918,3.41806294,0.05780898,1.62906948
-5.80790395,5.28110999,0.13254309,0.02358352,0.33808311,1.30974652,3.23213726,0.05698369,1.51435093
-5.80190095,5.00218464,0.12442842,0.02282675,0.32942616,1.21837852,3.06585005,0.05661536,1.41455963
-5.79589795,4.76163365,0.11711840,0.02247176,0.32210394,1.13870689,2.92043918,0.05677052,1.33005836
-5.78989495,4.56083219,0.11063090,0.02253248,0.31626450,1.07063268,2.79681202,0.05751017,1.26104587
-5.78389195,4.40058442,0.10496631,0.02301980,0.31201491,1.01390984,2.69552898,0.05888829,1.20756078
-5.77788894,4.28111845,0.10010852,0.02394149,0.30941948,0.96816030,2.61679486,0.06095040,1.16948675
-5.77188594,4.20209176,0.09602630,0.02530202,0.30849931,0.93289002,2.56045822,0.06373218,1.14655872
-5.76588294,4.16260674,0.09267494,0.02710227,0.30923312,0.90750577,2.52601801,0.06725831,1.13837013
-5.75987994,4.16123543,0.08999813,0.02933930,0.31155934,0.89133228,2.51263724,0.07154138,1.14438093
-5.75387694,4.19605294,0.08793003,0.03200596,0.31537927,0.88362952,2.51916282,0.07658113,1.16392641
-5.74787394,4.26467863,0.08639732,0.03509058,0.32056133,0.88360978,2.54415106,0.08236385,1.19622695
-5.74187094,4.36432439,0.08532140,0.03857657,0.32694606,0.89045454,2.58589802,0.08886222,1.24039878
-5.73586793,4.49184920,0.08462049,0.04244220,0.33435182,0.90333063,2.64247405,0.09603539,1.29546589
-5.72986493,4.64381909,0.08421167,0.04666034,0.34258098,0.92140582,2.71176188,0.10382952,1.36037329
-5.72386193,4.81657180,0.08401276,0.05119836,0.35142631,0.94386333,2.79149760,0.11217870,1.43400153
-5.71785893,5.00628508,0.08394412,0.05601820,0.36067750,0.96991537,2.87931382,0.12100628,1.51518273
-5.71185593,5.20904757,0.08393022,0.06107653,0.37012748,0.99881530,2.97278441,0.13022655,1.60271778
-5.70585293,5.42093106,0.08390102,0.06632517,0.37957847,1.02986827,3.06947009,0.13974680,1.69539461
-5.69984992,5.63806257,0.08379313,0.07171168,0.38884742,1.06244021,3.16696408,0.14946967,1.79200712
-5.69384692,5.85669480,0.08355076,0.07718006,0.39777082,1.09596484,3.26293700,0.15929563,1.89137421
-5.68784392,6.07327295,0.08312649,0.08267174,0.40620862,1.12994861,3.35518001,0.16912565,1.99235830
-5.68184092,6.28449602,0.08248176,0.08812663,0.41404718,1.16397328,3.44164530,0.17886378,2.09388261
-5.67583792,6.48737071,0.08158715,0.09348429,0.42120112,1.19769621,3.52048278,0.18841959,2.19494642
-5.66983492,6.67925599,0.08042251,0.09868518,0.42761406,1.23084804,3.59007193,0.19771044,2.29463761
-5.66383192,6.85789645,0.07897680,0.10367193,0.43325814,1.26322805,3.64904786,0.20666328,2.39214165
-5.65782891,7.02144339,0.07724779,0.10839053,0.43813239,1.29469702,3.69632054,0.21521600,2.48674672
-5.65182591,7.16846236,0.07524158,0.11279147,0.44226010,1.32516805,3.73108668,0.22331831,2.57784446
-5.64582291,7.29792701,0.07297188,0.11683069,0.44568514,1.35459547,3.75283351,0.23093196,2.66492620
-5.63981991,7.40919938,0.07045924,0.12047042,0.44846748,1.38296240,3.76133443,0.23803038,2.74757503
-5.63381691,7.50199760,0.06773007,0.12367971,0.45067816,1.41026734,3.75663664,0.24459777,2.82545387
-5.62781391,7.57635254,0.06481559,0.12643483,0.45239384,1.43651053,3.73904111,0.25062768,2.89829050
-5.62181091,7.63255567,0.06175070,0.12871930,0.45369127,1.46168060,3.70907581,0.25612113,2.96586023
-5.61580790,7.67110074,0.05857281,0.13052378,0.45464184,1.48574234,3.66746330,0.26108447,3.02796753
-5.60980490,7.69262237,0.05532063,0.13184573,0.45530670,1.50862599,3.61508403,0.26552704,3.08442766
-5.60380190,7.69783477,0.05203305,0.13268879,0.45573235,1.53021893,3.55293699,0.26945884,3.13504960
-5.59779890,7.68747371,0.04874802,0.13306212,0.45594721,1.55035998,3.48209933,0.27288830,3.17962152
-5.59179590,7.66224485,0.04550153,0.13297955,0.45595926,1.56883700,3.40368676,0.27582033,3.21789965
-5.58579290,7.62278089,0.04232673,0.13245872,0.45575473,1.58538757,3.31881623,0.27825475,3.24960159
-5.57978989,7.56960958,0.03925320,0.13152019,0.45529809,1.59970327,3.22857238,0.28018520,3.27440441
-5.57378689,7.50313388,0.03630635,0.13018657,0.45453319,1.61143702,3.13397904,0.28159860,3.29194789
-5.56778389,7.42362493,0.03350703,0.12848176,0.45338559,1.62021336,3.03597646,0.28247519,3.30184278
-5.56178089,7.33122752,0.03087129,0.12643027,0.45176580,1.62564112,2.93540505,0.28278909,3.30368361
-5.55577789,7.22597718,0.02841032,0.12405670,0.44957345,1.62732796,2.83299559,0.28250947,3.29706540
-5.54977489,7.10782727,0.02613059,0.12138533,0.44670196,1.62489596,2.72936598,0.28160212,3.28160333
-5.54377189,6.97668398,0.02403410,0.11843987,0.44304370,1.61799753,2.62502368,0.28003137,3.25695422
-5.53776888,6.83244669,0.02211877,0.11524339,0.43849511,1.60633093,2.52037355,0.27776231,3.22283848
-5.53176588,6.67505107,0.02037893,0.11181829,0.43296183,1.58965464,2.41572963,0.27476306,3.17906159
-5.52576288,6.50451209,0.01880593,0.10818645,0.42636338,1.56779981,2.31133021,0.27100715,3.12553352
-5.51975988,6.32096442,0.01738871,0.10436943,0.41863726,1.54068039,2.20735466,0.26647559,3.06228533
-5.51375688,6.12469785,0.01611451,0.10038869,0.40974232,1.50830040,2.10394115,0.26115892,2.98948190
-5.50775388,5.91618584,0.01496945,0.09626584,0.39966127,1.47075808,2.00120408,0.25505870,2.90743014
-5.50175088,5.69610569,0.01393918,0.09202293,0.38840225,1.42824679,1.89925017,0.24818876,2.81658232
-5.49574787,5.46534953,0.01300942,0.08768260,0.37599934,1.38105276,1.79819271,0.24057587,2.71753427
-5.48974487,5.22502554,0.01216651,0.08326827,0.36251220,1.32954970,1.69816310,0.23225999,2.61101860
-5.48374187,4.97644986,0.01139776,0.07880424,0.34802471,1.27419079,1.59931952,0.22329393,2.49789328
-5.47773887,4.72112944,0.01069186,0.07431564,0.33264288,1.21549822,1.50185247,0.21374265,2.37912602
-5.47173587,4.46073711,0.01003911,0.06982841,0.31649196,1.15405095,1.40598716,0.20368197,2.25577520
-5.46573287,4.19708013,0.00943160,0.06536913,0.29971310,1.09047108,1.31198306,0.19319706,2.12896824
-5.45972986,3.93206375,0.00886329,0.06096482,0.28245950,1.02540952,1.22013082,0.18238047,1.99987803
-5.45372686,3.66765143,0.00833008,0.05664264,0.26489239,0.95953127,1.13074702,0.17133001,1.86969862
-5.44772386,3.40582361,0.00782971,0.05242959,0.24717690,0.89350114,1.04416727,0.16014650,1.73962086
-5.44172086,3.14853646,0.00736168,0.04835219,0.22947804,0.82797005,0.96073811,0.14893139,1.61080894
-5.43571786,2.89768239,0.00692716,0.04443608,0.21195677,0.76356258,0.88080829,0.13778452,1.48437838
-5.42971486,2.65505343,0.00652872,0.04070574,0.19476657,0.70086585,0.80471988,0.12680186,1.36137640
-5.42371186,2.42230881,0.00617021,0.03718410,0.17805026,0.64042017,0.73279964,0.11607358,1.24276488
-5.41770885,2.20094740,0.00585648,0.03389227,0.16193740,0.58271141,0.66535102,0.10568231,1.12940640
-5.41170585,1.99228569,0.00559319,0.03084930,0.14654224,0.52816534,0.60264708,0.09570164,1.02205354
-5.40570285,1.79744147,0.00538652,0.02807187,0.13196218,0.47714373,0.54492445,0.08619504,0.92134156
-5.39969985,1.61732333,0.00524298,0.02557422,0.11827685,0.42994233,0.49237853,0.07721511,0.82778421
-5.39369685,1.45262564,0.00516911,0.02336789,0.10554769,0.38679031,0.44515990,0.06880312,0.74177276
-5.38769385,1.30382865,0.00517125,0.02146170,0.09381811,0.34785127,0.40337193,0.06098900,0.66357765
-5.38169085,1.17120302,0.00525531,0.01986161,0.08311398,0.31322532,0.36706945,0.05379154,0.59335266
-5.37568784,1.05481832,0.00542650,0.01857068,0.07344465,0.28295223,0.33625854,0.04721891,0.53114111
-5.36968484,0.95455452,0.00568913,0.01758906,0.06480416,0.25701521,0.31089704,0.04126948,0.47688356
-5.36368184,0.87011594,0.00604633,0.01691393,0.05717279,0.23534530,0.29089598,0.03593275,0.43042678
-5.35767884,0.80104705,0.00649987,0.01653955,0.05051872,0.21782600,0.27612159,0.03119046,0.39153352
-5.35167584,0.74674938,0.00704994,0.01645724,0.04479979,0.20429816,0.26639796,0.02701778,0.35989264
-5.34567284,0.70649939,0.00769501,0.01665548,0.03996531,0.19456490,0.26151028,0.02338459,0.33512960
-5.33966983,0.67946682,0.00843162,0.01711994,0.03595789,0.18839660,0.26120880,0.02025665,0.31681675
-5.33366683,0.66473348,0.00925437,0.01783365,0.03271513,0.18553589,0.26521334,0.01759689,0.30448366
-5.32766383,0.66131238,0.01015579,0.01877716,0.03017126,0.18570261,0.27321866,0.01536646,0.29762715
-5.32166083,0.66816735,0.01112642,0.01992878,0.02825873,0.18859893,0.28490068,0.01352582,0.29572105
-5.31565783,0.68423312,0.01215483,0.02126488,0.02690956,0.19391454,0.29992365,0.01203562,0.29822589
-5.30965483,0.70843606,0.01322784,0.02276035,0.02605668,0.20133203,0.31794826,0.01085754,0.30459826
-5.30365183,0.73971549,0.01433069,0.02438895,0.02563506,0.21053250,0.33864079,0.00995490,0.31430013
-5.29764882,0.77704563,0.01544740,0.02612399,0.02558280,0.22120136,0.36168315,0.00929325,0.32680792
-5.29164582,0.81945780,0.01656108,0.02793879,0.02584204,0.23303431,0.38678366,0.00884077,0.34162143
-5.28564282,0.86606264,0.01765441,0.02980745,0.02635983,0.24574342,0.41368824,0.00856854,0.35827230
-5.27963982,0.91607169,0.01871009,0.03170541,0.02708883,0.25906316,0.44219179,0.00845074,0.37633215
-5.27363682,0.96881766,0.01971136,0.03361017,0.02798798,0.27275615,0.47214910,0.00846475,0.39541981
-5.26763382,1.02377243,0.02064247,0.03550182,0.02902296,0.28661850,0.50348489,0.00859109,0.41520756
-5.26163082,1.08056190,0.02148923,0.03736364,0.03016665,0.30048439,0.53620235,0.00881338,0.43542608
-5.25562781,1.13897662,0.02223937,0.03918239,0.03139934,0.31422962,0.57038952,0.00911812,0.45586765
-5.24962481,1.19897727,0.02288300,0.04094862,0.03270884,0.32777392,0.60622295,0.00949443,0.47638736
-5.24362181,1.26069406,0.02341285,0.04265670,0.03409042,0.34108182,0.64396806,0.00993382,0.49690213
-5.23761881,1.32441944,0.02382450,0.04430467,0.03554657,0.35416175,0.68397577,0.01042975,0.51738725
-5.23161581,1.39059370,0.02411642,0.04589388,0.03708653,0.36706341,0.72667497,0.01097727,0.53787052
-5.22561281,1.45978326,0.02428997,0.04742847,0.03872561,0.37987331,0.77256084,0.01157259,0.55842389
-5.21960980,1.53265211,0.02434921,0.04891460,0.04048438,0.39270859,0.82217887,0.01221261,0.57915300
-5.21360680,1.60992683,0.02430061,0.05035957,0.04238754,0.40570924,0.87610486,0.01289448,0.60018476
-5.20760380,1.69235630,0.02415273,0.05177086,0.04446271,0.41902901,0.93492136,0.01361515,0.62165367
-5.20160080,1.78066749,0.02391570,0.05315507,0.04673902,0.43282539,0.99919107,0.01437098,0.64368733
-5.19559780,1.87551886,0.02360077,0.05451687,0.04924556,0.44724900,1.06942816,0.01515736,0.66639189
-5.18959480,1.97745324,0.02321976,0.05585813,0.05200979,0.46243296,1.14606832,0.01596840,0.68983820
-5.18359180,2.08685234,0.02278451,0.05717701,0.05505586,0.47848263,1.22943868,0.01679676,0.71404933
-5.17758879,2.20389458,0.02230640,0.05846744,0.05840302,0.49546633,1.31972879,0.01763348,0.73899027
-5.17158579,2.32851850,0.02179592,0.05971870,0.06206405,0.51340734,1.41696384,0.01846801,0.76456024
-5.16558279,2.46039333,0.02126225,0.06091537,0.06604383,0.53227773,1.52098122,0.01928824,0.79058835
-5.15957979,2.59889833,0.02071305,0.06203752,0.07033813,0.55199424,1.63141171,0.02008076,0.81683267
-5.15357679,2.74311197,0.02015425,0.06306125,0.07493263,0.57241650,1.74766608,0.02083111,0.84298303
-5.14757379,2.89181199,0.01959001,0.06395949,0.07980222,0.59334761,1.86892828,0.02152423,0.86866738
-5.14157079,3.04348648,0.01902278,0.06470302,0.08491067,0.61453722,1.99415555,0.02214483,0.89346149
-5.13556778,3.19635611,0.01845343,0.06526171,0.09021063,0.63568686,2.12208628,0.02267800,0.91690163
-5.12956478,3.34840693,0.01788146,0.06560589,0.09564402,0.65645742,2.25125552,0.02310968,0.93849947
-5.12356178,3.49743299,0.01730536,0.06570776,0.10114286,0.67647838,2.38001834,0.02342720,0.95775863
-5.11755878,3.64108732,0.01672286,0.06554275,0.10663045,0.69535855,2.50658059,0.02361982,0.97419209
-5.11155578,3.77693994,0.01613133,0.06509083,0.11202293,0.71269770,2.62903656,0.02367915,0.98733950
-5.10555278,3.90254084,0.01552812,0.06433761,0.11723117,0.72809884,2.74541248,0.02359949,0.99678380
-5.09954977,4.01548607,0.01491088,0.06327518,0.12216300,0.74118044,2.85371496,0.02337815,1.00216625
-5.09354677,4.11348465,0.01427784,0.06190273,0.12672556,0.75158841,2.95198272,0.02301556,1.00319924
-5.08754377,4.19442417,0.01362801,0.06022681,0.13082791,0.75900717,3.03834023,0.02251533,0.99967655
-5.08154077,4.25643287,0.01296137,0.05826130,0.13438364,0.76316948,3.11105129,0.02188410,0.99148036
-5.07553777,4.29793602,0.01227893,0.05602701,0.13731343,0.76386488,3.16857089,0.02113138,0.97858523
-5.06953477,4.31770487,0.01158271,0.05355106,0.13954754,0.76094616,3.20959332,0.02026923,0.96105860
-5.06353177,4.31489622,0.01087577,0.05086595,0.14102803,0.75433397,3.23309473,0.01931181,0.93905826
-5.05752876,4.28908142,0.01016198,0.04800848,0.14171065,0.74401925,3.23836855,0.01827494,0.91282683
-5.05152576,4.24026365,0.00944597,0.04501846,0.14156639,0.73006359,3.22505213,0.01717557,0.88268369
-5.04552276,4.16888286,0.00873284,0.04193746,0.14058250,0.71259743,3.19314360,0.01603123,0.84901479
-5.03951976,4.07580822,0.00802802,0.03880744,0.13876303,0.69181624,3.14300796,0.01485951,0.81226093
-5.03351676,3.96231827,0.00733699,0.03566946,0.13612881,0.66797500,3.07537229,0.01367754,0.77290483
-5.02751376,3.83006944,0.00666511,0.03256257,0.13271687,0.64138090,2.99130980,0.01250155,0.73145776
-5.02151076,3.68105415,0.00601739,0.02952279,0.12857942,0.61238492,2.89221364,0.01134646,0.68844611
-5.01550775,3.51755003,0.00539835,0.02658225,0.12378217,0.58137226,2.77976104,0.01022558,0.64439834
-5.00950475,3.34206186,0.00481187,0.02376860,0.11840246,0.54875216,2.65586950,0.00915037,0.59983280
-5.00350175,3.15725870,0.00426110,0.02110463,0.11252686,0.51494747,2.52264649,0.00813030,0.55524673
-4.99749875,2.96590801,0.00374840,0.01860806,0.10624862,0.48038424,2.38233462,0.00717278,0.51110662
-4.99149575,2.77080942,0.00327530,0.01629154,0.09966503,0.44548166,2.23725442,0.00628317,0.46784025
-4.98549275,2.57473001,0.00284256,0.01416287,0.09287470,0.41064283,2.08974669,0.00546492,0.42583042
-4.97948974,2.38034347,0.00245019,0.01222534,0.08597494,0.37624642,1.94211655,0.00471963,0.38541046
-4.97348674,2.19017468,0.00209750,0.01047814,0.07905933,0.34263969,1.79658084,0.00404733,0.34686152
-4.96748374,2.00655128,0.00178322,0.00891694,0.07221564,0.31013280,1.65522062,0.00344663,0.31041145
-4.96148074,1.83156343,0.00150558,0.00753447,0.06552396,0.27899479,1.51993980,0.00291500,0.27623538
-4.95547774,1.66703223,0.00126242,0.00632110,0.05905538,0.24945107,1.39243096,0.00244905,0.24445759
-4.94947474,1.51448731,0.00105130,0.00526549,0.05287096,0.22168255,1.27414876,0.00204472,0.21515471
-4.94347174,1.37515347,0.00086961,0.00435507,0.04702127,0.19582636,1.16629105,0.00169756,0.18835994
-4.93746873,1.24994591,0.00071464,0.00357664,0.04154625,0.17197793,1.06978771,0.00140299,0.16406815
-4.93146573,1.13947346,0.00058370,0.00291678,0.03647558,0.15019450,0.98529655,0.00115645,0.14224163
-4.92546273,1.04404904,0.00047415,0.00236225,0.03182934,0.13049970,0.91320580,0.00095364,0.12281639
-4.91945973,0.96370626,0.00038350,0.00190031,0.02761900,0.11288906,0.85364254,0.00079066,0.10570869
-4.91345673,0.89822141,0.00030946,0.00151892,0.02384876,0.09733640,0.80648598,0.00066422,0.09082186
-4.90745373,0.84713965,0.00024994,0.00120699,0.02051695,0.08380065,0.77138519,0.00057169,0.07805311
-4.90145073,0.80980478,0.00020312,0.00095445,0.01761772,0.07223313,0.74778023,0.00051132,0.06730033
-4.89544772,0.78539170,0.00016744,0.00075231,0.01514272,0.06258509,0.73492626,0.00048233,0.05846871
-4.88944472,0.77294097,0.00014163,0.00059273,0.01308288,0.05481522,0.73192001,0.00048498,0.05147723
-4.88344172,0.77139497,0.00012472,0.00046895,0.01143014,0.04889713,0.73772809,0.00052075,0.04626489
-4.87743872,0.77963521,0.00011603,0.00037533,0.01017921,0.04482670,0.75121698,0.00059244,0.04279662
-4.87143572,0.79652038,0.00011517,0.00030721,0.00932916,0.04262907,0.77118416,0.00070426,0.04106889
-4.86543272,0.82092484,0.00012207,0.00026093,0.00888497,0.04236519,0.79639021,0.00086196,0.04111493
-4.85942971,0.85177689,0.00013692,0.00023370,0.00885895,0.04413797,0.82559146,0.00107296,0.04300950
-4.85342671,0.88809652,0.00016022,0.00022359,0.00927195,0.04809765,0.85757276,0.00134642,0.04687308
-4.84742371,0.92903182,0.00019277,0.00022943,0.01015449,0.05444643,0.89117998,0.00169336,0.05287545
-4.84142071,0.97389322,0.00023564,0.00025076,0.01154754,0.06344217,0.92535138,0.00212672,0.06123839
-4.83541771,1.02218467,0.00029018,0.00028780,0.01350321,0.07540080,0.95914732,0.00266135,0.07223745
-4.82941471,1.07363048,0.00035801,0.00034138,0.01608502,0.09069743,0.99177739,0.00331406,0.08620241
-4.82341171,1.12819683,0.00044102,0.00041294,0.01936799,0.10976576,1.02262402,0.00410348,0.10351638
-4.81740870,1.18610651,0.00054131,0.00050444,0.02343825,0.13309554,1.05126166,0.00504995,0.12461314
-4.81140570,1.24784578,0.00066121,0.00061839,0.02839231,0.16122790,1.07747076,0.00617523,0.14997252
-4.80540270,1.31416215,0.00080324,0.00075778,0.03433588,0.19474816,1.10124546,0.00750222,0.18011363
-4.79939970,1.38605234,0.00097005,0.00092609,0.04138213,0.23427606,1.12279465,0.00905447,0.21558570
-4.79339670,1.46473960,0.00116439,0.00112718,0.04964955,0.28045313,1.14253572,0.01085565,0.25695636
-4.78739370,1.55164026,0.00138902,0.00136533,0.05925914,0.33392718,1.16108092,0.01292885,0.30479748
-4.78139070,1.64831962,0.00164669,0.00164512,0.07033120,0.39533405,1.17921629,0.01529583,0.35966839
-4.77538769,1.75643781,0.00194004,0.00197139,0.08298146,0.46527658,1.19787366,0.01797614,0.42209687
-4.76938469,1.87768676,0.00227151,0.00234916,0.09731692,0.54430139,1.21809636,0.02098617,0.49255812
-4.76338169,2.01371990,0.00264328,0.00278351,0.11343117,0.63287369,1.24099946,0.02433818,0.57145230
-4.75737869,2.16607663,0.00305715,0.00327950,0.13139952,0.73135105,1.26772609,0.02803927,0.65908109
-4.75137569,2.33610412,0.00351452,0.00384201,0.15127397,0.83995668,1.29940093,0.03209042,0.75562421
-4.74537269,2.52487917,0.00401621,0.00447561,0.17307827,0.95875339,1.33708275,0.03648561,0.86111683
-4.73936968,2.73313336,0.00456249,0.00518439,0.19680318,1.08761920,1.38171753,0.04121103,0.97542859
-4.73336668,2.96118453,0.00515298,0.00597181,0.22240219,1.22622576,1.43409401,0.04624452,1.09824568
-4.72736368,3.20887782,0.00578659,0.00684053,0.24978799,1.37402085,1.49480339,0.05155520,1.22905674
-4.72136068,3.47553934,0.00646153,0.00779224,0.27882975,1.53021604,1.56420468,0.05710337,1.36714379
-4.71535768,3.75994514,0.00717530,0.00882746,0.30935160,1.69378068,1.64239728,0.06284081,1.51157904
-4.70935468,4.06030783,0.00792472,0.00994543,0.34113242,1.86344310,1.72920198,0.06871129,1.66122844
-4.70335168,4.37428257,0.00870596,0.01114395,0.37390706,2.03769980,1.82415137,0.07465156,1.81476246
-4.69734867,4.69899349,0.00951461,0.01241925,0.40736925,2.21483307,1.92649020,0.08059264,1.97067450
-4.69134567,5.03108083,0.01034580,0.01376597,0.44117599,2.39293722,2.03518629,0.08646144,2.12730687
-4.68534267,5.36676841,0.01119429,0.01517705,0.47495373,2.56995310,2.14895159,0.09218272,2.28288397
-4.67933967,5.70194984,0.01205461,0.01664376,0.50830599,2.74371047,2.26627328,0.09768130,2.43555215
-4.67333667,6.03229142,0.01292120,0.01815578,0.54082237,2.91197711,2.38545398,0.10288441,2.58342506
-4.66733367,6.35334875,0.01378854,0.01970124,0.57208869,3.07251340,2.50465989,0.10772418,2.72463329
-4.66133067,6.66069316,0.01465136,0.02126697,0.60169804,3.22313058,2.62197548,0.11214014,2.85737652
-4.65532766,6.95004377,0.01550474,0.02283863,0.62926215,3.36175093,2.73546287,0.11608159,2.97997654
-4.64932466,7.21740041,0.01634428,0.02440106,0.65442296,3.48646741,2.84322393,0.11950975,3.09092903
-4.64332166,7.45917239,0.01716622,0.02593856,0.67686374,3.59560085,2.94346278,0.12239968,3.18895201
-4.63731866,7.67229798,0.01796759,0.02743529,0.69631937,3.68775198,3.03454657,0.12474173,3.27302912
-4.63131566,7.85434987,0.01874624,0.02887566,0.71258539,3.76184656,3.11506200,0.12654256,3.34244559
-4.62531266,8.00362187,0.01950099,0.03024480,0.72552530,3.81717119,3.18386549,0.12782554,3.39681545
-4.61930965,8.11919316,0.02023158,0.03152904,0.73507591,3.85339849,3.24012477,0.12863067,3.43609840
-4.61330665,8.20096674,0.02093877,0.03271632,0.74125030,3.87060002,3.28335024,0.12901377,3.46060542
-4.60730365,8.24968002,0.02162423,0.03379670,0.74413825,3.86924643,3.31341445,0.12904510,3.47099256
-4.60130065,8.26688633,0.02229054,0.03476281,0.74390413,3.85019422,3.33055880,0.12880746,3.46824269
-4.59529765,8.25490746,0.02294106,0.03561021,0.74078209,3.81465961,3.33538681,0.12839361,3.45363565
-4.58929465,8.21675835,0.02357980,0.03633777,0.73506880,3.76418019,3.32884412,0.12790333,3.42870767
-4.58329165,8.15604635,0.02421129,0.03694795,0.72711389,3.70056562,3.31218552,0.12744010,3.39520127
-4.57728864,8.07684848,0.02484035,0.03744701,0.71730853,3.62583927,3.28693031,0.12710747,3.35500751
-4.57128564,7.98357123,0.02547191,0.03784508,0.70607235,3.54217293,3.25480755,0.12700530,3.31010252
-4.56528264,7.88079793,0.02611075,0.03815626,0.69383942,3.45181711,3.21769327,0.12722610,3.26248070
-4.55927964,7.77312972,0.02676132,0.03839844,0.68104369,3.35702958,3.17754196,0.12785132,3.21408722
-4.55327664,7.66502618,0.02742747,0.03859319,0.66810441,3.26000497,3.13631537,0.12894809,3.16675223
-4.54727364,7.56065193,0.02811223,0.03876543,0.65541227,3.16280811,3.09591117,0.13056627,3.12212943
-4.54127064,7.46373522,0.02881767,0.03894304,0.64331661,3.06731374,3.05809453,0.13273604,3.08164149
-4.53526763,7.37744433,0.02954470,0.03915641,0.63211430,2.97515476,3.02443546,0.13546614,3.04643433
-4.52926463,7.30428650,0.03029297,0.03943784,0.62204073,2.88768104,2.99625440,0.13874282,3.01734226
-4.52326163,7.24603358,0.03106086,0.03982098,0.61326324,2.80593012,2.97457821,0.14252957,2.99486528
-4.51725863,7.20367730,0.03184547,0.04034012,0.60587718,2.73061079,2.96010846,0.14676763,2.97915952
-4.51125563,7.17741575,0.03264269,0.04102951,0.59990483,2.66209991,2.95320311,0.15137738,2.97004113
-4.50525263,7.16667136,0.03344740,0.04192267,0.59529721,2.60045213,2.95387222,0.15626046,2.96700348
-4.49924962,7.17013950,0.03425361,0.04305165,0.59193849,2.54542191,2.96178763,0.16130264,2.96924691
-4.49324662,7.18586498,0.03505480,0.04444638,0.58965313,2.49649644,2.97630596,0.16637729,2.97571962
