energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Li_s_up,Te_p_up,Te_d_up
-5.74787394,1.27541543,0.22136633,0.88728361,0.00322861,0.01107722,0.06254507,0.30315990,0.00000000
-5.74187094,1.21156268,0.20520626,0.85184435,0.00290893,0.01018393,0.05769431,0.28249220,0.00000000
-5.73586793,1.15153420,0.18967867,0.81980741,0.00260291,0.00931276,0.05294320,0.26217096,0.00000000
-5.72986493,1.09653150,0.17500133,0.79198391,0.00231310,0.00847423,0.04835685,0.24250205,0.00000000
-5.72386193,1.04758621,0.16136469,0.76904981,0.00204147,0.00767771,0.04399424,0.22376438,0.00000000
-5.71785893,1.00553814,0.14893005,0.75152830,0.00178940,0.00693127,0.03990760,0.20620595,0.00000000
-5.71185593,0.97101948,0.13782873,0.73977679,0.00155775,0.00624172,0.03614206,0.19004112,0.00000000
-5.70585293,0.94444536,0.12816203,0.73397880,0.00134687,0.00561464,0.03273556,0.17544899,0.00000000
-5.69984992,0.92601081,0.12000202,0.73414117,0.00115665,0.00505441,0.02971893,0.16257275,0.00000000
-5.69384692,0.91569406,0.11339280,0.74009642,0.00098663,0.00456432,0.02711616,0.15152001,0.00000000
-5.68784392,0.91326576,0.10835225,0.75151034,0.00083602,0.00414671,0.02494470,0.14236383,0.00000000
-5.68184092,0.91830371,0.10487413,0.76789462,0.00070377,0.00380304,0.02321586,0.13514431,0.00000000
-5.67583792,0.93021263,0.10293018,0.78862403,0.00058865,0.00353407,0.02193527,0.12987053,0.00000000
-5.66983492,0.94824811,0.10247237,0.81295786,0.00048933,0.00333994,0.02110320,0.12652283,0.00000000
-5.66383192,0.97154403,0.10343503,0.84006487,0.00040439,0.00322034,0.02071490,0.12505504,0.00000000
-5.65782891,0.99914260,0.10573684,0.86905098,0.00033238,0.00317463,0.02076088,0.12539681,0.00000000
-5.65182591,1.03002609,0.10928266,0.89898901,0.00027190,0.00320188,0.02122708,0.12745579,0.00000000
-5.64582291,1.06314926,0.11396517,0.92894933,0.00022159,0.00330104,0.02209497,0.13111971,0.00000000
-5.63981991,1.09747155,0.11966635,0.95803052,0.00018015,0.00347099,0.02334161,0.13625832,0.00000000
-5.63381691,1.13198808,0.12625885,0.98538902,0.00014639,0.00371060,0.02493970,0.14272520,0.00000000
-5.62781391,1.16575865,0.13360729,1.01026669,0.00011925,0.00401882,0.02685760,0.15035965,0.00000000
-5.62181091,1.19793371,0.14156957,1.03201532,0.00009775,0.00439472,0.02905945,0.15898851,0.00000000
-5.61580790,1.22777688,0.14999829,1.05011725,0.00008106,0.00483754,0.03150525,0.16842820,0.00000000
-5.60980490,1.25468311,0.15874231,1.06420128,0.00006844,0.00534674,0.03415123,0.17848697,0.00000000
-5.60380190,1.27819234,0.16764856,1.07405343,0.00005930,0.00592201,0.03695021,0.18896749,0.00000000
-5.59779890,1.29799816,0.17656413,1.07962199,0.00005314,0.00656333,0.03985220,0.19966978,0.00000000
-5.59179590,1.31395146,0.18533858,1.08101692,0.00004956,0.00727097,0.04280514,0.21039457,0.00000000
-5.58579290,1.32605913,0.19382663,1.07850350,0.00004829,0.00804549,0.04575584,0.22094704,0.00000000
-5.57978989,1.33447796,0.20189102,1.07249063,0.00004912,0.00888773,0.04865100,0.23114091,0.00000000
-5.57378689,1.33950423,0.20940549,1.06351431,0.00005197,0.00979873,0.05143845,0.24080275,0.00000000
-5.56778389,1.34155931,0.21625796,1.05221695,0.00005680,0.01077973,0.05406837,0.24977637,0.00000000
-5.56178089,1.34117206,0.22235345,1.03932340,0.00006368,0.01183201,0.05649456,0.25792717,0.00000000
-5.55577789,1.33895856,0.22761695,1.02561472,0.00007273,0.01295677,0.05867571,0.26514617,0.00000000
-5.54977489,1.33559996,0.23199580,1.01190070,0.00008417,0.01415498,0.06057651,0.27135358,0.00000000
-5.54377189,1.33181924,0.23546159,0.99899221,0.00009823,0.01542714,0.06216863,0.27650160,0.00000000
-5.53776888,1.32835752,0.23801139,0.98767446,0.00011524,0.01677311,0.06343152,0.28057634,0.00000000
-5.53176588,1.32595080,0.23966820,0.97868208,0.00013554,0.01819182,0.06435283,0.28359865,0.00000000
-5.52576288,1.32530770,0.24048049,0.97267701,0.00015953,0.01968105,0.06492867,0.28562371,0.00000000
-5.51975988,1.32708892,0.24052087,0.97022987,0.00018761,0.02123718,0.06516345,0.28673932,0.00000000
-5.51375688,1.33188890,0.23988380,0.97180533,0.00022018,0.02285497,0.06506948,0.28706290,0.00000000
-5.50775388,1.34022020,0.23868250,0.97775204,0.00025766,0.02452741,0.06466623,0.28673722,0.00000000
-5.50175088,1.35250100,0.23704501,0.98829713,0.00030042,0.02624555,0.06397929,0.28592505,0.00000000
-5.49574787,1.36904594,0.23510969,1.00354536,0.00034879,0.02799851,0.06303921,0.28480276,0.00000000
-5.48974487,1.39006044,0.23302024,1.02348283,0.00040300,0.02977346,0.06188011,0.28355335,0.00000000
-5.48374187,1.41563861,0.23092045,1.04798467,0.00046324,0.03155579,0.06053820,0.28235900,0.00000000
-5.47773887,1.44576462,0.22894902,1.07682638,0.00052954,0.03332927,0.05905031,0.28139352,0.00000000
-5.47173587,1.48031734,0.22723447,1.10969810,0.00060181,0.03507638,0.05745252,0.28081510,0.00000000
-5.46573287,1.51907795,0.22589053,1.14622101,0.00067981,0.03677867,0.05577878,0.28075956,0.00000000
-5.45972986,1.56174006,0.22501213,1.18596510,0.00076315,0.03841723,0.05405989,0.28133450,0.00000000
-5.45372686,1.60792190,0.22467216,1.22846739,0.00085122,0.03997318,0.05232254,0.28261457,0.00000000
-5.44772386,1.65717999,0.22491915,1.27324984,0.00094326,0.04142812,0.05058875,0.28463814,0.00000000
-5.44172086,1.70902366,0.22577588,1.31983608,0.00103833,0.04276474,0.04887549,0.28740537,0.00000000
-5.43571786,1.76292980,0.22723908,1.36776620,0.00113531,0.04396720,0.04719460,0.29087796,0.00000000
-5.42971486,1.81835732,0.22928005,1.41660915,0.00123292,0.04502164,0.04555303,0.29498045,0.00000000
-5.42371186,1.87476056,0.23184628,1.46597214,0.00132978,0.04591647,0.04395319,0.29960302,0.00000000
-5.41770885,1.93160142,0.23486384,1.51550680,0.00142440,0.04664268,0.04239364,0.30460577,0.00000000
-5.41170585,1.98835957,0.23824056,1.56491207,0.00151522,0.04719395,0.04086978,0.30982408,0.00000000
-5.40570285,2.04454066,0.24186971,1.61393365,0.00160069,0.04756674,0.03937473,0.31507509,0.00000000
-5.39969985,2.09968221,0.24563402,1.66236055,0.00167929,0.04776021,0.03790021,0.32016470,0.00000000
-5.39369685,2.15335730,0.24941002,1.71001881,0.00174958,0.04777607,0.03643744,0.32489510,0.00000000
-5.38769385,2.20517607,0.25307233,1.75676320,0.00181027,0.04761833,0.03497792,0.32907227,0.00000000
-5.38169085,2.25478528,0.25649782,1.80246729,0.00186026,0.04729304,0.03351417,0.33251331,0.00000000
-5.37568784,2.30186626,0.25956953,1.84701271,0.00189867,0.04680792,0.03204033,0.33505325,0.00000000
-5.36968484,2.34613171,0.26218022,1.89027832,0.00192491,0.04617200,0.03055263,0.33655112,0.00000000
-5.36368184,2.38732165,0.26423541,1.93212995,0.00193868,0.04539530,0.02904966,0.33689501,0.00000000
-5.35767884,2.42519927,0.26565585,1.97241146,0.00194003,0.04448853,0.02753254,0.33600612,0.00000000
-5.35167584,2.45954693,0.26637949,2.01093769,0.00192933,0.04346277,0.02600492,0.33384148,0.00000000
-5.34567284,2.49016294,0.26636281,2.04748977,0.00190733,0.04232930,0.02447283,0.33039553,0.00000000
-5.33966983,2.51685954,0.26558161,2.08181329,0.00187512,0.04109946,0.02294451,0.32570040,0.00000000
-5.33366683,2.53946232,0.26403124,2.11361946,0.00183412,0.03978457,0.02143006,0.31982507,0.00000000
-5.32766383,2.55781152,0.26172646,2.14258944,0.00178608,0.03839592,0.01994106,0.31287343,0.00000000
-5.32166083,2.57176520,0.25870078,2.16838170,0.00173305,0.03694483,0.01849023,0.30498145,0.00000000
-5.31565783,2.58120446,0.25500560,2.19064227,0.00167734,0.03544273,0.01709103,0.29631366,0.00000000
-5.30965483,2.58604043,0.25070903,2.20901756,0.00162153,0.03390127,0.01575731,0.28705896,0.00000000
-5.30365183,2.58622305,0.24589463,2.22316916,0.00156841,0.03233247,0.01450295,0.27742620,0.00000000
-5.29764882,2.58175104,0.24065995,2.23279009,0.00152097,0.03074883,0.01334168,0.26763948,0.00000000
-5.29164582,2.57268273,0.23511511,2.23762182,0.00148239,0.02916344,0.01228683,0.25793343,0.00000000
-5.28564282,2.55914714,0.22938140,2.23747131,0.00145605,0.02759003,0.01135129,0.24854866,0.00000000
-5.27963982,2.54135468,0.22358979,2.23222726,0.00144550,0.02604305,0.01054740,0.23972732,0.00000000
-5.27363682,2.51960666,0.21787961,2.22187477,0.00145448,0.02453761,0.00988703,0.23170910,0.00000000
-5.26763382,2.49430300,0.21239712,2.20650770,0.00148695,0.02308946,0.00938170,0.22472736,0.00000000
-5.26163082,2.46594743,0.20729416,2.18633798,0.00154713,0.02171485,0.00904268,0.21900576,0.00000000
-5.25562781,2.43514941,0.20272670,2.16170131,0.00163947,0.02043041,0.00888120,0.21475511,0.00000000
-5.24962481,2.40262237,0.19885328,2.13305869,0.00176873,0.01925296,0.00890865,0.21217045,0.00000000
-5.24362181,2.36917775,0.19583331,2.10099363,0.00193999,0.01819928,0.00913677,0.21142846,0.00000000
-5.23761881,2.33571463,0.19382515,2.06620463,0.00215865,0.01728587,0.00957782,0.21268484,0.00000000
-5.23161581,2.30320483,0.19298390,2.02949321,0.00243045,0.01652873,0.01024474,0.21607193,0.00000000
-5.22561281,2.27267371,0.19345890,1.99174744,0.00276143,0.01594304,0.01115115,0.22169627,0.00000000
-5.21960980,2.24517683,0.19539089,1.95392159,0.00315787,0.01554291,0.01231142,0.22963618,0.00000000
-5.21360680,2.22177324,0.19890884,1.91701225,0.00362625,0.01534112,0.01374048,0.23993940,0.00000000
-5.20760380,2.20349580,0.20412647,1.88203172,0.00417307,0.01534878,0.01545363,0.25262066,0.00000000
-5.20160080,2.19131983,0.21113848,1.84997945,0.00480475,0.01557512,0.01746619,0.26765949,0.00000000
-5.19559780,2.18613063,0.22001668,1.82181232,0.00552736,0.01602717,0.01979298,0.28499809,0.00000000
-5.18959480,2.18869139,0.23080596,1.79841496,0.00634643,0.01670953,0.02244777,0.30453956,0.00000000
-5.18359180,2.19961234,0.24352041,1.78057075,0.00726664,0.01762409,0.02544252,0.32614658,0.00000000
-5.17758879,2.21932256,0.25813961,1.76893472,0.00829149,0.01876979,0.02878656,0.34964072,0.00000000
-5.17158579,2.24804532,0.27460540,1.76400921,0.00942300,0.02014247,0.03248570,0.37480237,0.00000000
-5.16558279,2.28577831,0.29281922,1.76612306,0.01066135,0.02173460,0.03654127,0.40137178,0.00000000
-5.15957979,2.33227945,0.31264029,1.77541523,0.01200453,0.02353525,0.04094913,0.42905097,0.00000000
-5.15357679,2.38705932,0.33388473,1.79182346,0.01344804,0.02552992,0.04569878,0.45750682,0.00000000
-5.14757379,2.44938058,0.35632592,1.81507857,0.01498465,0.02770059,0.05077249,0.48637538,0.00000000
-5.14157079,2.51826512,0.37969611,1.84470466,0.01660417,0.03002579,0.05614459,0.51526737,0.00000000
-5.13556778,2.59250881,0.40368944,1.88002566,0.01829338,0.03248070,0.06178095,0.54377476,0.00000000
-5.12956478,2.67070396,0.42796639,1.92017808,0.02003600,0.03503745,0.06763869,0.57147847,0.00000000
-5.12356178,2.75126908,0.45215968,1.96412996,0.02181283,0.03766545,0.07366617,0.59795690,0.00000000
-5.11755878,2.83248539,0.47588150,2.01070570,0.02360197,0.04033184,0.07980327,0.62279509,0.00000000
-5.11155578,2.91253903,0.49873194,2.05861600,0.02537926,0.04300203,0.08598209,0.64559429,0.00000000
-5.10555278,2.98956800,0.52030835,2.10649255,0.02711871,0.04564032,0.09212787,0.66598155,0.00000000
-5.09954977,3.06171228,0.54021551,2.15292601,0.02879321,0.04821060,0.09816035,0.68361905,0.00000000
-5.09354677,3.12716563,0.55807600,2.19650663,0.03037522,0.05067712,0.10399541,0.69821285,0.00000000
-5.08754377,3.18422732,0.57354074,2.23586580,0.03183759,0.05300524,0.10954698,0.70952059,0.00000000
-5.08154077,3.23135190,0.58629900,2.26971727,0.03315443,0.05516222,0.11472915,0.71735805,0.00000000
-5.07553777,3.26719527,0.59608763,2.29689667,0.03430196,0.05711799,0.11945848,0.72160412,0.00000000
-5.06953477,3.29065526,0.60269921,2.31639757,0.03525936,0.05884588,0.12365628,0.72220400,0.00000000
-5.06353177,3.30090506,0.60598853,2.32740293,0.03600953,0.06032321,0.12725099,0.71917060,0.00000000
-5.05752876,3.29741826,0.60587733,2.32931045,0.03653977,0.06153186,0.13018030,0.71258389,0.00000000
-5.05152576,3.27998431,0.60235703,2.32175096,0.03684228,0.06245866,0.13239317,0.70258843,0.00000000
-5.04552276,3.24871390,0.59548924,2.30459887,0.03691454,0.06309572,0.13385151,0.68938894,0.00000000
-5.03951976,3.20403385,0.58540414,2.27797436,0.03675944,0.06344055,0.13453150,0.67324424,0.00000000
-5.03351676,3.14667188,0.57229668,2.24223721,0.03638526,0.06349608,0.13442454,0.65445979,0.00000000
-5.02751376,3.07763180,0.55642087,2.19797240,0.03580544,0.06327054,0.13353767,0.63337907,0.00000000
-5.02151076,2.99816033,0.53808237,2.14596837,0.03503812,0.06277725,0.13189359,0.61037410,0.00000000
-5.01550775,2.90970683,0.51762966,2.08718874,0.03410554,0.06203423,0.12953019,0.58583562,0.00000000
-5.00950475,2.81387800,0.49544427,2.02273891,0.03303329,0.06106388,0.12649965,0.56016315,0.00000000
-5.00350175,2.71238921,0.47193050,1.95382899,0.03184944,0.05989246,0.12286718,0.53375535,0.00000000
-4.99749875,2.60701480,0.44750491,1.88173479,0.03058358,0.05854962,0.11870937,0.50700112,0.00000000
-4.99149575,2.49953933,0.42258619,1.80775854,0.02926589,0.05706794,0.11411235,0.48027149,0.00000000
-4.98549275,2.39171175,0.39758575,1.73319104,0.02792614,0.05548247,0.10916975,0.45391284,0.00000000
-4.97948974,2.28520432,0.37289931,1.65927685,0.02659284,0.05383030,0.10398058,0.42824144,0.00000000
-4.97348674,2.18157769,0.34889977,1.58718377,0.02529243,0.05215023,0.09864707,0.40353948,0.00000000
-4.96748374,2.08225317,0.32593164,1.51797777,0.02404862,0.05048239,0.09327267,0.38005262,0.00000000
-4.96148074,1.98849300,0.30430694,1.45260404,0.02288186,0.04886800,0.08796005,0.35798907,0.00000000
-4.95547774,1.90138858,0.28430275,1.39187462,0.02180901,0.04734916,0.08280936,0.33752002,0.00000000
-4.94947474,1.82185667,0.26616016,1.33646247,0.02084319,0.04596855,0.07791670,0.31878132,0.00000000
-4.94347174,1.75064263,0.25008459,1.28690184,0.01999378,0.04476923,0.07337280,0.30187616,0.00000000
-4.93746873,1.68832991,0.23624708,1.24359407,0.01926658,0.04379434,0.06926187,0.28687855,0.00000000
-4.93146573,1.63535425,0.22478646,1.20681806,0.01866415,0.04308673,0.06566082,0.27383722,0.00000000
-4.92546273,1.59202120,0.21581190,1.17674408,0.01818624,0.04268850,0.06263846,0.26277980,0.00000000
-4.91945973,1.55852528,0.20940567,1.15344987,0.01783029,0.04264038,0.06025503,0.25371681,0.00000000
-4.91345673,1.53496907,0.20562570,1.13693748,0.01759203,0.04298106,0.05856169,0.24664546,0.00000000
-4.90745373,1.52138077,0.20450782,1.12714981,0.01746609,0.04374622,0.05760023,0.24155275,0.00000000
-4.90145073,1.51772893,0.20606726,1.12398542,0.01744652,0.04496760,0.05740268,0.23841790,0.00000000
-4.89544772,1.52393314,0.21029953,1.12731085,0.01752735,0.04667174,0.05799099,0.23721394,0.00000000
-4.88944472,1.53987009,0.21718032,1.13696961,0.01770306,0.04887885,0.05937672,0.23790833,0.00000000
-4.88344172,1.56537468,0.22666472,1.15278732,0.01796890,0.05160144,0.06156066,0.24046274,0.00000000
-4.87743872,1.60023617,0.23868567,1.17457298,0.01832110,0.05484304,0.06453251,0.24483194,0.00000000
-4.87143572,1.64418994,0.25315184,1.20211643,0.01875701,0.05859707,0.06827051,0.25096203,0.00000000
-4.86543272,1.69690573,0.26994524,1.23518246,0.01927508,0.06284572,0.07274121,0.25878814,0.00000000
-4.85942971,1.75797347,0.28891879,1.27350235,0.01987464,0.06755916,0.07789930,0.26823183,0.00000000
-4.85342671,1.82688822,0.30989414,1.31676372,0.02055571,0.07269501,0.08368761,0.27919850,0.00000000
-4.84742371,1.90303567,0.33266015,1.36459983,0.02131860,0.07819823,0.09003731,0.29157494,0.00000000
-4.84142071,1.98567991,0.35697218,1.41657940,0.02216348,0.08400134,0.09686847,0.30522747,0.00000000
-4.83541771,2.07395495,0.38255260,1.47219817,0.02308996,0.09002520,0.10409078,0.32000071,0.00000000
-4.82941471,2.16686129,0.40909271,1.53087336,0.02409652,0.09618024,0.11160476,0.33571731,0.00000000
-4.82341171,2.26326877,0.43625606,1.59194165,0.02518014,0.10236812,0.11930322,0.35217873,0.00000000
-4.81740870,2.36192622,0.46368338,1.65466173,0.02633586,0.10848387,0.12707314,0.36916714,0.00000000
-4.81140570,2.46147830,0.49099899,1.71822147,0.02755641,0.11441847,0.13479785,0.38644852,0.00000000
-4.80540270,2.56048935,0.51781854,1.78175004,0.02883207,0.12006162,0.14235945,0.40377676,0.00000000
-4.79939970,2.65747355,0.54375782,1.84433460,0.03015048,0.12530483,0.14964147,0.42089882,0.00000000
-4.79339670,2.75093043,0.56844230,1.90504103,0.03149676,0.13004451,0.15653164,0.43756059,0.00000000
-4.78739370,2.83938413,0.59151709,1.96293785,0.03285360,0.13418510,0.16292464,0.45351325,0.00000000
-4.78139070,2.92142486,0.61265678,2.01712225,0.03420163,0.13764197,0.16872479,0.46851998,0.00000000
-4.77538769,2.99575042,0.63157472,2.06674694,0.03551984,0.14034407,0.17384853,0.48236244,0.00000000
-4.76938469,3.06120591,0.64803138,2.11104652,0.03678614,0.14223613,0.17822656,0.49484702,0.00000000
-4.76338169,3.11681971,0.66184124,2.14936197,0.03797799,0.14328036,0.18180567,0.50581033,0.00000000
-4.75737869,3.16183378,0.67287800,2.18116200,0.03907311,0.14345758,0.18454993,0.51512383,0.00000000
-4.75137569,3.19572691,0.68107773,2.20606020,0.04005024,0.14276764,0.18644155,0.52269732,0.00000000
-4.74537269,3.21822981,0.68643994,2.22382703,0.04088984,0.14122931,0.18748101,0.52848111,0.00000000
-4.73936968,3.22933116,0.68902632,2.23439606,0.04157478,0.13887937,0.18768669,0.53246691,0.00000000
-4.73336668,3.22927457,0.68895743,2.23786428,0.04209104,0.13577119,0.18709398,0.53468726,0.00000000
-4.72736368,3.21854662,0.68640726,2.23448631,0.04242816,0.13197278,0.18575383,0.53521370,0.00000000
-4.72136068,3.19785668,0.68159622,2.22466307,0.04257971,0.12756437,0.18373087,0.53415374,0.00000000
-4.71535768,3.16810946,0.67478261,2.20892547,0.04254356,0.12263565,0.18110122,0.53164669,0.00000000
-4.70935468,3.13037194,0.66625318,2.18791389,0.04232199,0.11728286,0.17794995,0.52785880,0.00000000
-4.70335168,3.08583607,0.65631313,2.16235469,0.04192168,0.11160575,0.17436849,0.52297768,0.00000000
-4.69734867,3.03577906,0.64527597,2.13303475,0.04135351,0.10570467,0.17045187,0.51720637,0.00000000
-4.69134567,2.98152300,0.63345381,2.10077530,0.04063228,0.09967770,0.16629605,0.51075729,0.00000000
-4.68534267,2.92439542,0.62114820,2.06640610,0.03977619,0.09361818,0.16199538,0.50384631,0.00000000
-4.67933967,2.86569237,0.60864214,2.03074117,0.03880632,0.08761250,0.15764023,0.49668697,0.00000000
-4.67333667,2.80664503,0.59619328,1.99455666,0.03774596,0.08173835,0.15331487,0.48948526,0.00000000
-4.66733367,2.74839105,0.58402861,1.95857184,0.03661992,0.07606337,0.14909571,0.48243486,0.00000000
-4.66133067,2.69195102,0.57234066,1.92343347,0.03545377,0.07064428,0.14504985,0.47571301,0.00000000
-4.65532766,2.63821044,0.56128517,1.88970379,0.03427309,0.06552646,0.14123392,0.46947713,0.00000000
-4.64932466,2.58790721,0.55098030,1.85785228,0.03310276,0.06074394,0.13769334,0.46386200,0.00000000
-4.64332166,2.54162432,0.54150699,1.82825087,0.03196631,0.05631975,0.13446189,0.45897769,0.00000000
-4.63731866,2.49978741,0.53291060,1.80117234,0.03088525,0.05226658,0.13156160,0.45490814,0.00000000
-4.63131566,2.46266644,0.52520330,1.77679159,0.02987863,0.04858770,0.12900292,0.45171028,0.00000000
-4.62531266,2.43038093,0.51836725,1.75518914,0.02896255,0.04527811,0.12678511,0.44941378,0.00000000
-4.61930965,2.40290819,0.51235817,1.73635645,0.02814994,0.04232569,0.12489697,0.44802136,0.00000000
-4.61330665,2.38009362,0.50710924,1.72020270,0.02745027,0.03971249,0.12331765,0.44750946,0.00000000
-4.60730365,2.36166290,0.50253506,1.70656246,0.02686957,0.03741604,0.12201771,0.44782961,0.00000000
-4.60130065,2.34723540,0.49853563,1.69520404,0.02641041,0.03541053,0.12096029,0.44891011,0.00000000
-4.59529765,2.33633853,0.49500018,1.68583827,0.02607206,0.03366800,0.12010238,0.45065827,0.00000000
-4.58929465,2.32842290,0.49181087,1.67812758,0.02585075,0.03215935,0.11939629,0.45296310,0.00000000
-4.58329165,2.32287810,0.48884633,1.67169525,0.02574003,0.03085532,0.11879101,0.45569846,0.00000000
-4.57728864,2.31904899,0.48598499,1.66613491,0.02573111,0.02972726,0.11823385,0.45872672,0.00000000
-4.57128564,2.31625261,0.48310832,1.66102024,0.02581342,0.02874783,0.11767188,0.46190278,0.00000000
-4.56528264,2.31379553,0.48010396,1.65591487,0.02597508,0.02789162,0.11705351,0.46507849,0.00000000
-4.55927964,2.31099153,0.47686874,1.65038255,0.02620348,0.02713555,0.11632994,0.46810739,0.00000000
-4.55327664,2.30717963,0.47331163,1.64399748,0.02648584,0.02645931,0.11545664,0.47084970,0.00000000
-4.54727364,2.30174202,0.46935674,1.63635473,0.02680978,0.02584567,0.11439458,0.47317728,0.00000000
-4.54127064,2.29412175,0.46494609,1.62708055,0.02716391,0.02528069,0.11311141,0.47497875,0.00000000
-4.53526763,2.28383953,0.46004234,1.61584244,0.02753832,0.02475394,0.11158244,0.47616424,0.00000000
-4.52926463,2.27050955,0.45463136,1.60235858,0.02792507,0.02425859,0.10979142,0.47666984,0.00000000
-4.52326163,2.25385332,0.44872438,1.58640645,0.02831865,0.02379154,0.10773103,0.47646159,0.00000000
-4.51725863,2.23371148,0.44235991,1.56783024,0.02871626,0.02335345,0.10540319,0.47553866,0.00000000
-4.51125563,2.21005267,0.43560507,1.54654677,0.02911812,0.02294871,0.10281909,0.47393574,0.00000000
-4.50525263,2.18297930,0.42855626,1.52254966,0.02952760,0.02258540,0.09999899,0.47172440,0.00000000
-4.49924962,2.15272962,0.42133925,1.49591152,0.02995128,0.02227520,0.09697176,0.46901331,0.00000000
-4.49324662,2.11967591,0.41410825,1.46678401,0.03039881,0.02203314,0.09377423,0.46594727,0.00000000
