energy_ev,total_up,Hg_p_up,Hg_d_up,Li_s_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-3.07053527,1.22326096,0.57349012,0.14512688,0.20516978,0.01898414,0.30220601,0.53014110,0.00000000
-3.06453227,1.24903456,0.57868365,0.14971741,0.21074683,0.01946578,0.30546589,0.54394156,0.00000000
-3.05852926,1.27256957,0.58281671,0.15401189,0.21565936,0.01994238,0.30788455,0.55714545,0.00000000
-3.05252626,1.29365625,0.58595265,0.15796714,0.21982371,0.02040372,0.30944121,0.56968536,0.00000000
-3.04652326,1.31217188,0.58817134,0.16155305,0.22318291,0.02084204,0.31013556,0.58152259,0.00000000
-3.04052026,1.32807458,0.58956422,0.16475205,0.22570709,0.02125202,0.30998642,0.59264336,0.00000000
-3.03451726,1.34139354,0.59022874,0.16755802,0.22739287,0.02163070,0.30902969,0.60305369,0.00000000
-3.02851426,1.35221606,0.59026226,0.16997472,0.22826177,0.02197727,0.30731548,0.61277314,0.00000000
-3.02251126,1.36067235,0.58975577,0.17201381,0.22835776,0.02229287,0.30490483,0.62182796,0.00000000
-3.01650825,1.36691916,0.58878788,0.17369270,0.22774423,0.02258030,0.30186596,0.63024404,0.00000000
-3.01050525,1.37112313,0.58741924,0.17503220,0.22650045,0.02284371,0.29827047,0.63804027,0.00000000
-3.00450225,1.37344522,0.58568798,0.17605431,0.22471774,0.02308832,0.29418959,0.64522268,0.00000000
-2.99849925,1.37402703,0.58360631,0.17678025,0.22249572,0.02332012,0.28969071,0.65177987,0.00000000
-2.99249625,1.37298016,0.58115875,0.17722875,0.21993862,0.02354564,0.28483444,0.65768021,0.00000000
-2.98649325,1.37037917,0.57830203,0.17741483,0.21715192,0.02377175,0.27967240,0.66287091,0.00000000
-2.98049025,1.36625862,0.57496683,0.17734920,0.21423955,0.02400549,0.27424578,0.66727917,0.00000000
-2.97448724,1.36061443,0.57106150,0.17703802,0.21130152,0.02425394,0.26858479,0.67081549,0.00000000
-2.96848424,1.35340936,0.56647731,0.17648341,0.20843213,0.02452425,0.26270904,0.67337882,0.00000000
-2.96248124,1.34458212,0.56109536,0.17568427,0.20571884,0.02482349,0.25662877,0.67486333,0.00000000
-2.95647824,1.33405944,0.55479453,0.17463763,0.20324152,0.02515874,0.25034688,0.67516635,0.00000000
-2.95047524,1.32177017,0.54746020,0.17334018,0.20107211,0.02553703,0.24386149,0.67419697,0.00000000
-2.94447224,1.30766027,0.53899325,0.17178999,0.19927457,0.02596534,0.23716899,0.67188469,0.00000000
-2.93846923,1.29170753,0.52931870,0.16998819,0.19790498,0.02645057,0.23026728,0.66818749,0.00000000
-2.93246623,1.27393498,0.51839371,0.16794052,0.19701156,0.02699941,0.22315892,0.66309882,0.00000000
-2.92646323,1.25442189,0.50621429,0.16565851,0.19663465,0.02761822,0.21585418,0.65665301,0.00000000
-2.92046023,1.23331157,0.49282039,0.16316038,0.19680642,0.02831287,0.20837349,0.64892855,0.00000000
-2.91445723,1.21081533,0.47829917,0.16047140,0.19755044,0.02908844,0.20074941,0.64004926,0.00000000
-2.90845423,1.18721236,0.46278603,0.15762375,0.19888093,0.02994898,0.19302786,0.63018296,0.00000000
-2.90245123,1.16284552,0.44646364,0.15465591,0.20080181,0.03089723,0.18526850,0.61953792,0.00000000
-2.89644822,1.13811322,0.42955868,0.15161161,0.20330576,0.03193431,0.17754434,0.60835717,0.00000000
-2.89044522,1.11345802,0.41233674,0.14853840,0.20637318,0.03305945,0.16994062,0.59691106,0.00000000
-2.88444222,1.08935273,0.39509540,0.14548598,0.20997142,0.03426986,0.16255286,0.58548844,0.00000000
-2.87843922,1.06628479,0.37815599,0.14250433,0.21405432,0.03556054,0.15548444,0.57438709,0.00000000
-2.87243622,1.04473991,0.36185428,0.13964193,0.21856221,0.03692438,0.14884358,0.56390385,0.00000000
-2.86643322,1.02518602,0.34653054,0.13694405,0.22342254,0.03835220,0.14274015,0.55432492,0.00000000
-2.86043022,1.00805826,0.33251944,0.13445125,0.22855118,0.03983309,0.13728217,0.54591694,0.00000000
-2.85442721,0.99374580,0.32014002,0.13219824,0.23385447,0.04135479,0.13257245,0.53891915,0.00000000
-2.84842421,0.98258111,0.30968625,0.13021310,0.23923192,0.04290423,0.12870530,0.53353688,0.00000000
-2.84242121,0.97483185,0.30141837,0.12851690,0.24457958,0.04446812,0.12576348,0.52993668,0.00000000
-2.83641821,0.97069570,0.29555529,0.12712371,0.24979384,0.04603368,0.12381561,0.52824296,0.00000000
-2.83041521,0.97029785,0.29226821,0.12604100,0.25477550,0.04758936,0.12291395,0.52853627,0.00000000
-2.82441221,0.97369104,0.29167567,0.12527027,0.25943392,0.04912546,0.12309272,0.53085295,0.00000000
-2.81840920,0.98085770,0.29384000,0.12480790,0.26369092,0.05063485,0.12436704,0.53518592,0.00000000
-2.81240620,0.99171363,0.29876534,0.12464613,0.26748420,0.05211338,0.12673230,0.54148647,0.00000000
-2.80640320,1.00611287,0.30639704,0.12477404,0.27077008,0.05356024,0.13016419,0.54966663,0.00000000
-2.80040020,1.02385312,0.31662266,0.12517836,0.27352531,0.05497814,0.13461927,0.55960205,0.00000000
-2.79439720,1.04468129,0.32927431,0.12584422,0.27574774,0.05637313,0.14003598,0.57113494,0.00000000
-2.78839420,1.06829900,0.34413236,0.12675559,0.27745592,0.05775438,0.14633625,0.58407714,0.00000000
-2.78239120,1.09436766,0.36093037,0.12789549,0.27868744,0.05913357,0.15342736,0.59821308,0.00000000
-2.77638819,1.12251304,0.37936118,0.12924599,0.27949623,0.06052417,0.16120435,0.61330275,0.00000000
-2.77038519,1.15232959,0.39908396,0.13078784,0.27994878,0.06194057,0.16955252,0.62908452,0.00000000
-2.76438219,1.18338439,0.41973214,0.13250007,0.28011973,0.06339696,0.17835031,0.64527819,0.00000000
-2.75837919,1.21522112,0.44092192,0.13435935,0.28008684,0.06490633,0.18747219,0.66158811,0.00000000
-2.75237619,1.24736425,0.46226123,0.13633938,0.27992585,0.06647931,0.19679160,0.67770676,0.00000000
-2.74637319,1.27932374,0.48335892,0.13841030,0.27970538,0.06812318,0.20618386,0.69331879,0.00000000
-2.74037019,1.31060045,0.50383385,0.14053826,0.27948234,0.06984094,0.21552884,0.70810560,0.00000000
-2.73436718,1.34069245,0.52332365,0.14268516,0.27929794,0.07163062,0.22471349,0.72175067,0.00000000
-2.72836418,1.36910226,0.54149292,0.14480877,0.27917479,0.07348474,0.23363390,0.73394539,0.00000000
-2.72236118,1.39534512,0.55804063,0.14686299,0.27911504,0.07539014,0.24219708,0.74439559,0.00000000
-2.71635818,1.41895795,0.57270643,0.14879862,0.27909977,0.07732795,0.25032227,0.75282833,0.00000000
-2.71035518,1.43950902,0.58527572,0.15056436,0.27908966,0.07927394,0.25794176,0.75899900,0.00000000
-2.70435218,1.45660787,0.59558349,0.15210809,0.27902693,0.08119914,0.26500129,0.76269826,0.00000000
-2.69834917,1.46991518,0.60351658,0.15337842,0.27883827,0.08307061,0.27146005,0.76375872,0.00000000
-2.69234617,1.47915226,0.60901465,0.15432642,0.27843882,0.08485251,0.27729035,0.76206091,0.00000000
-2.68634317,1.48410971,0.61206975,0.15490740,0.27773667,0.08650727,0.28247693,0.75753832,0.00000000
-2.68034017,1.48465498,0.61272467,0.15508265,0.27663795,0.08799691,0.28701623,0.75018127,0.00000000
-2.67433717,1.48073848,0.61107022,0.15482119,0.27505185,0.08928433,0.29091550,0.74003942,0.00000000
-2.66833417,1.47239809,0.60724170,0.15410123,0.27289568,0.09033466,0.29419198,0.72722264,0.00000000
-2.66233117,1.45976182,0.60141471,0.15291146,0.27009935,0.09111653,0.29687220,0.71190048,0.00000000
-2.65632816,1.44304868,0.59380068,0.15125200,0.26660934,0.09160325,0.29899152,0.69429987,0.00000000
-2.65032516,1.42256763,0.58464214,0.14913503,0.26239175,0.09177380,0.30059378,0.67470146,0.00000000
-2.64432216,1.39871471,0.57420812,0.14658499,0.25743446,0.09161366,0.30173136,0.65343457,0.00000000
-2.63831916,1.37196848,0.56278973,0.14363852,0.25174828,0.09111550,0.30246526,0.63087098,0.00000000
-2.63231616,1.34288389,0.55069592,0.14034391,0.24536704,0.09027955,0.30286549,0.60741781,0.00000000
-2.62631316,1.31208458,0.53824973,0.13676035,0.23834672,0.08911382,0.30301134,0.58350977,0.00000000
-2.62031016,1.28025397,0.52578463,0.13295674,0.23076371,0.08763411,0.30299167,0.55960099,0.00000000
-2.61430715,1.24812509,0.51364120,0.12901038,0.22271222,0.08586371,0.30290491,0.53615666,0.00000000
-2.60830415,1.21646924,0.50216383,0.12500532,0.21430121,0.08383304,0.30285869,0.51364470,0.00000000
-2.60230115,1.18608376,0.49169736,0.12103066,0.20565075,0.08157893,0.30296901,0.49252776,0.00000000
-2.59629815,1.15777884,0.48258349,0.11717864,0.19688826,0.07914389,0.30335875,0.47325545,0.00000000
-2.59029515,1.13236349,0.47515683,0.11354275,0.18814454,0.07657510,0.30415557,0.45625713,0.00000000
-2.58429215,1.11063088,0.46974040,0.11021571,0.17955001,0.07392335,0.30548905,0.44193520,0.00000000
-2.57828914,1.09334324,0.46664067,0.10728758,0.17123114,0.07124183,0.30748720,0.43065893,0.00000000
-2.57228614,1.08121632,0.46614189,0.10484376,0.16330722,0.06858484,0.31027243,0.42275897,0.00000000
-2.56628314,1.07490400,0.46849993,0.10296324,0.15588767,0.06600650,0.31395704,0.41852230,0.00000000
-2.56028014,1.07498309,0.47393575,0.10171681,0.14906986,0.06355938,0.31863848,0.41818789,0.00000000
-2.55427714,1.08193890,0.48262857,0.10116547,0.14293752,0.06129319,0.32439456,0.42194293,0.00000000
-2.54827414,1.09615195,0.49470914,0.10135903,0.13755972,0.05925346,0.33127898,0.42991961,0.00000000
-2.54227114,1.11788620,0.51025323,0.10233485,0.13299050,0.05748036,0.33931720,0.44219268,0.00000000
-2.53626813,1.14727940,0.52927593,0.10411683,0.12926904,0.05600762,0.34850316,0.45877766,0.00000000
-2.53026513,1.18433593,0.55172679,0.10671467,0.12642028,0.05486156,0.35879691,0.47962982,0.00000000
-2.52426213,1.22892254,0.57748645,0.11012335,0.12445602,0.05406036,0.37012334,0.50464406,0.00000000
-2.51825913,1.28076726,0.60636482,0.11432302,0.12337632,0.05361347,0.38237226,0.53365577,0.00000000
-2.51225613,1.33946176,0.63810118,0.11927909,0.12317110,0.05352133,0.39539972,0.56644259,0.00000000
-2.50625313,1.40446721,0.67236634,0.12494271,0.12382195,0.05377526,0.40903078,0.60272727,0.00000000
-2.50025013,1.47512353,0.70876697,0.13125161,0.12530379,0.05435763,0.42306342,0.64218158,0.00000000
-2.49424712,1.55066190,0.74685203,0.13813116,0.12758663,0.05524236,0.43727374,0.68443118,0.00000000
-2.48824412,1.63022006,0.78612125,0.14549585,0.13063692,0.05639554,0.45142193,0.72906145,0.00000000
-2.48224112,1.71285994,0.82603535,0.15325094,0.13441880,0.05777640,0.46525907,0.77562405,0.00000000
-2.47623812,1.79758709,0.86602776,0.16129434,0.13889485,0.05933842,0.47853424,0.82364411,0.00000000
-2.47023512,1.88337095,0.90551740,0.16951869,0.14402655,0.06103066,0.49100182,0.87262786,0.00000000
-2.46423212,1.96916549,0.94392201,0.17781349,0.14977425,0.06279917,0.50242851,0.92207027,0.00000000
-2.45822911,2.05392932,0.98067164,0.18606730,0.15609680,0.06458854,0.51259993,0.97146276,0.00000000
-2.45222611,2.13664455,1.01522165,0.19416980,0.16295072,0.06634341,0.52132638,1.02030045,0.00000000
-2.44622311,2.21633385,1.04706486,0.20201388,0.17028920,0.06801007,0.52844769,1.06808887,0.00000000
-2.44022011,2.29207522,1.07574229,0.20949742,0.17806078,0.06953782,0.53383688,1.11435007,0.00000000
-2.43421711,2.36301406,1.10085221,0.21652495,0.18620801,0.07088035,0.53740254,1.15862775,0.00000000
-2.42821411,2.42837255,1.12205720,0.22300895,0.19466611,0.07199688,0.53908994,1.20049164,0.00000000
-2.42221111,2.48745619,1.13908900,0.22887101,0.20336189,0.07285305,0.53888089,1.23954103,0.00000000
-2.41620810,2.53965788,1.15175120,0.23404255,0.21221287,0.07342166,0.53679232,1.27540754,0.00000000
-2.41020510,2.58445981,1.15991968,0.23846537,0.22112699,0.07368306,0.53287386,1.30775734,0.00000000
-2.40420210,2.62143366,1.16354120,0.24209197,0.23000272,0.07362534,0.52720460,1.33629297,0.00000000
-2.39819910,2.65023963,1.16263010,0.24488556,0.23872993,0.07324421,0.51988907,1.36075495,0.00000000
-2.39219610,2.67062487,1.15726369,0.24682000,0.24719134,0.07254275,0.51105287,1.38092347,0.00000000
-2.38619310,2.68242177,1.14757654,0.24787960,0.25526463,0.07153077,0.50083811,1.39662012,0.00000000
-2.38019010,2.68554647,1.13375405,0.24805878,0.26282519,0.07022419,0.48939876,1.40770997,0.00000000
-2.37418709,2.67999802,1.11602568,0.24736180,0.26974934,0.06864412,0.47689625,1.41410389,0.00000000
-2.36818409,2.66585794,1.09465813,0.24580231,0.27591793,0.06681598,0.46349545,1.41576101,0.00000000
-2.36218109,2.64329040,1.06994869,0.24340309,0.28122009,0.06476849,0.44936097,1.41269124,0.00000000
-2.35617809,2.61254259,1.04221899,0.24019558,0.28555703,0.06253268,0.43465412,1.40495758,0.00000000
-2.35017509,2.57394480,1.01180913,0.23621954,0.28884557,0.06014094,0.41953027,1.39267783,0.00000000
-2.34417209,2.52790985,0.97907234,0.23152256,0.29102127,0.05762613,0.40413684,1.37602544,0.00000000
-2.33816908,2.47493119,0.94437005,0.22615954,0.29204088,0.05502077,0.38861163,1.35522915,0.00000000
-2.33216608,2.41557909,0.90806732,0.22019204,0.29188411,0.05235633,0.37308170,1.33057101,0.00000000
-2.32616308,2.35049464,0.87052851,0.21368748,0.29055439,0.04966263,0.35766243,1.30238271,0.00000000
-2.32016008,2.28038103,0.83211306,0.20671816,0.28807871,0.04696741,0.34245693,1.27103988,0.00000000
-2.31415708,2.20599217,0.79317137,0.19936015,0.28450649,0.04429592,0.32755558,1.23695462,0.00000000
-2.30815408,2.12811865,0.75404063,0.19169195,0.27990750,0.04167069,0.31303569,1.20056611,0.00000000
-2.30215108,2.04757150,0.71504067,0.18379305,0.27436895,0.03911136,0.29896130,1.16232987,0.00000000
-2.29614807,1.96516425,0.67646985,0.17574235,0.26799193,0.03663463,0.28538298,1.12270594,0.00000000
-2.29014507,1.88169405,0.63860105,0.16761657,0.26088740,0.03425421,0.27233787,1.08214658,0.00000000
-2.28414207,1.79792285,0.60167801,0.15948867,0.25317190,0.03198095,0.25984971,1.04108408,0.00000000
-2.27813907,1.71455958,0.56591209,0.15142630,0.24496321,0.02982290,0.24792914,0.99991936,0.00000000
-2.27213607,1.63224426,0.53147970,0.14349055,0.23637638,0.02778550,0.23657420,0.95901204,0.00000000
-2.26613307,1.55153502,0.49852053,0.13573481,0.22751997,0.02587178,0.22577108,0.91867241,0.00000000
-2.26013007,1.47289879,0.46713681,0.12820402,0.21849307,0.02408259,0.21549518,0.87915598,0.00000000
-2.25412706,1.39670604,0.43739361,0.12093423,0.20938297,0.02241686,0.20571251,0.84066070,0.00000000
-2.24812406,1.32323008,0.40932036,0.11395253,0.20026361,0.02087192,0.19638130,0.80332712,0.00000000
-2.24212106,1.25265068,0.38291338,0.10727735,0.19119499,0.01944378,0.18745396,0.76724152,0.00000000
-2.23611806,1.18506193,0.35813956,0.10091912,0.18222319,0.01812747,0.17887922,0.73244157,0.00000000
-2.23011506,1.12048363,0.33494087,0.09488126,0.17338135,0.01691738,0.17060434,0.69892436,0.00000000
-2.22411206,1.05887555,0.31323957,0.08916133,0.16469104,0.01580761,0.16257741,0.66665612,0.00000000
-2.21810905,1.00015360,0.29294382,0.08375248,0.15616426,0.01479226,0.15474953,0.63558304,0.00000000
-2.21210605,0.94420686,0.27395346,0.07864485,0.14780562,0.01386578,0.14707683,0.60564252,0.00000000
-2.20610305,0.89091447,0.25616566,0.07382714,0.13961473,0.01302325,0.13952217,0.57677417,0.00000000
-2.20010005,0.84016133,0.23948012,0.06928788,0.13158847,0.01226058,0.13205651,0.54892970,0.00000000
-2.19409705,0.79185172,0.22380365,0.06501680,0.12372315,0.01157476,0.12465984,0.52208147,0.00000000
-2.18809405,0.74592020,0.20905392,0.06100571,0.11601626,0.01096395,0.11732162,0.49622878,0.00000000
-2.18209105,0.70233908,0.19516218,0.05724936,0.10846796,0.01042756,0.11004079,0.47140198,0.00000000
-2.17608804,0.66112232,0.18207492,0.05374580,0.10108198,0.00996629,0.10282529,0.44766386,0.00000000
-2.17008504,0.62232573,0.16975449,0.05049654,0.09386615,0.00958200,0.09569118,0.42510851,0.00000000
-2.16408204,0.58604357,0.15817863,0.04750640,0.08683243,0.00927761,0.08866144,0.40385774,0.00000000
-2.15807904,0.55240193,0.14733909,0.04478299,0.07999658,0.00905688,0.08176446,0.38405517,0.00000000
-2.15207604,0.52154949,0.13723947,0.04233606,0.07337745,0.00892413,0.07503243,0.36585856,0.00000000
-2.14607304,0.49364614,0.12789245,0.04017659,0.06699608,0.00888395,0.06849962,0.34943079,0.00000000
-2.14007004,0.46885033,0.11931656,0.03831572,0.06087456,0.00894079,0.06220071,0.33492988,0.00000000
-2.13406703,0.44730583,0.11153282,0.03676367,0.05503489,0.00909864,0.05616925,0.32249882,0.00000000
-2.12806403,0.42912871,0.10456135,0.03552860,0.04949789,0.00936057,0.05043632,0.31225562,0.00000000
-2.12206103,0.41439528,0.09841814,0.03461552,0.04428213,0.00972838,0.04502939,0.30428408,0.00000000
-2.11605803,0.40313160,0.09311224,0.03402532,0.03940304,0.01020220,0.03997159,0.29862597,0.00000000
-2.11005503,0.39530512,0.08864338,0.03375395,0.03487234,0.01078017,0.03528119,0.29527468,0.00000000
-2.10405203,0.39081895,0.08500025,0.03379183,0.03069752,0.01145819,0.03097150,0.29417100,0.00000000
-2.09804902,0.38950901,0.08215944,0.03412345,0.02688171,0.01222966,0.02705102,0.29520108,0.00000000
-2.09204602,0.39114425,0.08008508,0.03472723,0.02342373,0.01308542,0.02352392,0.29819662,0.00000000
-2.08604302,0.39543001,0.07872918,0.03557573,0.02031837,0.01401369,0.02039079,0.30293755,0.00000000
-2.08004002,0.40201439,0.07803274,0.03663603,0.01755683,0.01500019,0.01764955,0.30915686,0.00000000
-2.07403702,0.41049742,0.07792745,0.03787044,0.01512738,0.01602827,0.01529662,0.31654760,0.00000000
-2.06803402,0.42044269,0.07833790,0.03923744,0.01301604,0.01707926,0.01332814,0.32477165,0.00000000
-2.06203102,0.43139109,0.07918439,0.04069282,0.01120746,0.01813284,0.01174128,0.33346999,0.00000000
-2.05602801,0.44287592,0.08038594,0.04219103,0.00968565,0.01916755,0.01053560,0.34227405,0.00000000
-2.05002501,0.45443907,0.08186364,0.04368661,0.00843493,0.02016131,0.00971437,0.35081769,0.00000000
-2.04402201,0.46564742,0.08354405,0.04513572,0.00744065,0.02109207,0.00928583,0.35874933,0.00000000
-2.03801901,0.47610891,0.08536252,0.04649767,0.00669002,0.02193846,0.00926439,0.36574371,0.00000000
-2.03201601,0.48548761,0.08726639,0.04773646,0.00617269,0.02268040,0.00967162,0.37151293,0.00000000
-2.02601301,0.49351722,0.08921784,0.04882209,0.00588142,0.02329980,0.01053715,0.37581611,0.00000000
-2.02001001,0.50001242,0.09119629,0.04973182,0.00581255,0.02378107,0.01189936,0.37846752,0.00000000
-2.01400700,0.50487754,0.09320028,0.05045118,0.00596637,0.02411169,0.01380577,0.37934274,0.00000000
-2.00800400,0.50811241,0.09524874,0.05097470,0.00634740,0.02428259,0.01631327,0.37838257,0.00000000
-2.00200100,0.50981484,0.09738148,0.05130635,0.00696467,0.02428847,0.01948800,0.37559473,0.00000000
-1.99599800,0.51017993,0.09965900,0.05145970,0.00783174,0.02412792,0.02340495,0.37105312,0.00000000
-1.98999500,0.50949598,0.10216154,0.05145773,0.00896678,0.02380353,0.02814726,0.36489492,0.00000000
-1.98399200,0.50813743,0.10498734,0.05133234,0.01039252,0.02332171,0.03380517,0.35731552,0.00000000
-1.97798899,0.50655491,0.10825030,0.05112359,0.01213616,0.02269253,0.04047467,0.34856165,0.00000000
-1.97198599,0.50526297,0.11207693,0.05087863,0.01422923,0.02192930,0.04825581,0.33892305,0.00000000
-1.96598299,0.50482591,0.11660280,0.05065047,0.01670743,0.02104819,0.05725077,0.32872306,0.00000000
-1.95997999,0.50584236,0.12196869,0.05049655,0.01961039,0.02006765,0.06756167,0.31830848,0.00000000
-1.95397699,0.50892913,0.12831636,0.05047726,0.02298147,0.01900787,0.07928813,0.30803934,0.00000000
-1.94797399,0.51470503,0.13578430,0.05065436,0.02686755,0.01789012,0.09252483,0.29827875,0.00000000
-1.94197099,0.52377511,0.14450354,0.05108940,0.03131867,0.01673619,0.10735879,0.28938342,0.00000000
-1.93596798,0.53671598,0.15459365,0.05184226,0.03638784,0.01556780,0.12386686,0.28169508,0.00000000
-1.92996498,0.55406248,0.16615903,0.05296978,0.04213061,0.01440599,0.14211312,0.27553310,0.00000000
-1.92396198,0.57629608,0.17928571,0.05452443,0.04860465,0.01327071,0.16214647,0.27118841,0.00000000
-1.91795898,0.60383514,0.19403868,0.05655332,0.05586924,0.01218035,0.18399841,0.26891892,0.00000000
-1.91195598,0.63702706,0.21045977,0.05909717,0.06398453,0.01115143,0.20768097,0.26894629,0.00000000
-1.90595298,0.67614235,0.22856613,0.06218959,0.07301066,0.01019834,0.23318493,0.27145409,0.00000000
-1.89994997,0.72137014,0.24834934,0.06585646,0.08300657,0.00933316,0.26047828,0.27658703,0.00000000
-1.89394697,0.77281518,0.26977495,0.07011538,0.09402856,0.00856558,0.28950486,0.28445115,0.00000000
-1.88794397,0.83049567,0.29278256,0.07497530,0.10612849,0.00790283,0.32018329,0.29511469,0.00000000
-1.88194097,0.89434173,0.31728617,0.08043614,0.11935161,0.00734977,0.35240596,0.30860919,0.00000000
-1.87593797,0.96419412,0.34317482,0.08648849,0.13373397,0.00690891,0.38603830,0.32493080,0.00000000
-1.86993497,1.03980277,0.37031328,0.09311330,0.14929961,0.00658057,0.42091807,0.34404129,0.00000000
-1.86393197,1.12082523,0.39854285,0.10028158,0.16605728,0.00636297,0.45685486,0.36586876,0.00000000
-1.85792896,1.20682464,0.42768210,0.10795411,0.18399706,0.00625243,0.49362966,0.39030774,0.00000000
-1.85192596,1.29726758,0.45752756,0.11608116,0.20308689,0.00624353,0.53099474,0.41721881,0.00000000
-1.84592296,1.39152196,0.48785433,0.12460227,0.22326910,0.00632929,0.56867376,0.44642762,0.00000000
-1.83991996,1.48885539,0.51841683,0.13344613,0.24445731,0.00650135,0.60636230,0.47772361,0.00000000
-1.83391696,1.58843460,0.54894954,0.14253059,0.26653377,0.00675018,0.64372905,0.51085847,0.00000000
-1.82791396,1.68932663,0.57916810,0.15176298,0.28934745,0.00706530,0.68041756,0.54554482,0.00000000
-1.82191096,1.79050252,0.60877089,0.16104057,0.31271309,0.00743547,0.71604912,0.58145539,0.00000000
-1.81590795,1.89084416,0.63744116,0.17025154,0.33641144,0.00784894,0.75022648,0.61822302,0.00000000
-1.80990495,1.98915508,0.66485002,0.17927624,0.36019087,0.00829370,0.78253891,0.65544198,0.00000000
-1.80390195,2.08417546,0.69066039,0.18798894,0.38377049,0.00875774,0.81256837,0.69267094,0.00000000
-1.79789895,2.17460196,0.71453197,0.19626004,0.40684485,0.00922935,0.83989703,0.72943775,0.00000000
-1.79189595,2.25911203,0.73612732,0.20395868,0.42909016,0.00969741,0.86411584,0.76524640,0.00000000
-1.78589295,2.33639272,0.75511896,0.21095577,0.45017202,0.01015167,0.88483412,0.79958611,0.00000000
-1.77988994,2.40517310,0.77119738,0.21712731,0.46975434,0.01058311,0.90168982,0.83194248,0.00000000
-1.77388694,2.46425956,0.78407968,0.22235792,0.48750936,0.01098418,0.91436014,0.86181058,0.00000000
-1.76788394,2.51257253,0.79351863,0.22654445,0.50312813,0.01134914,0.92257204,0.88870947,0.00000000
-1.76188094,2.54918336,0.79931164,0.22959950,0.51633129,0.01167423,0.92611221,0.91219775,0.00000000
-1.75587794,2.57334955,0.80130937,0.23145467,0.52687956,0.01195797,0.92483599,0.93188944,0.00000000
-1.74987494,2.58454664,0.79942333,0.23206345,0.53458334,0.01220122,0.91867473,0.94746964,0.00000000
-1.74387194,2.58249515,0.79363222,0.23140353,0.53931126,0.01240732,0.90764119,0.95870892,0.00000000
-1.73786893,2.56718106,0.78398645,0.22947838,0.54099683,0.01258206,0.89183258,0.96547601,0.00000000
-1.73186593,2.53886831,0.77061060,0.22631809,0.53964318,0.01273360,0.87143105,0.96774784,0.00000000
-1.72586293,2.49810265,0.75370346,0.22197929,0.53532530,0.01287230,0.84670139,0.96561634,0.00000000
-1.71985993,2.44570598,0.73353560,0.21654419,0.52818989,0.01301046,0.81798599,0.95929156,0.00000000
-1.71385693,2.38276127,0.71044436,0.21011871,0.51845245,0.01316194,0.78569723,0.94910061,0.00000000
-1.70785393,2.31058814,0.68482648,0.20282981,0.50639194,0.01334175,0.75030750,0.93548230,0.00000000
-1.70185093,2.23071003,0.65712845,0.19482206,0.49234299,0.01356552,0.71233734,0.91897758,0.00000000
-1.69584792,2.14481390,0.62783504,0.18625365,0.47668609,0.01384893,0.67234204,0.90021569,0.00000000
-1.68984492,2.05470418,0.59745638,0.17729186,0.45983606,0.01420709,0.63089742,0.87989682,0.00000000
-1.68384192,1.96225247,0.56651417,0.16810839,0.44222929,0.01465391,0.58858524,0.85877147,0.00000000
-1.67783892,1.86934502,0.53552745,0.15887450,0.42431027,0.01520146,0.54597891,0.83761753,0.00000000
-1.67183592,1.77782997,0.50499862,0.14975632,0.40651793,0.01585938,0.50363002,0.81721563,0.00000000
-1.66583292,1.68946624,0.47540015,0.14091039,0.38927227,0.01663430,0.46205614,0.79832402,0.00000000
-1.65982991,1.60587593,0.44716259,0.13247967,0.37296195,0.01752937,0.42173038,0.78165361,0.00000000
-1.65382691,1.52850197,0.42066419,0.12459007,0.35793303,0.01854391,0.38307292,0.76784433,0.00000000
-1.64782391,1.45857227,0.39622261,0.11734766,0.34447946,0.01967314,0.34644477,0.75744375,0.00000000
-1.64182091,1.39707165,0.37408889,0.11083664,0.33283557,0.02090809,0.31214381,0.75088865,0.00000000
-1.63581791,1.34472227,0.35444393,0.10511803,0.32317070,0.02223565,0.28040297,0.74849044,0.00000000
-1.62981491,1.30197296,0.33739743,0.10022920,0.31558615,0.02363884,0.25139070,0.75042494,0.00000000
-1.62381191,1.26899774,0.32298934,0.09618407,0.31011453,0.02509714,0.22521318,0.75672703,0.00000000
-1.61780890,1.24570317,0.31119359,0.09297416,0.30672134,0.02658709,0.20191833,0.76729035,0.00000000
-1.61180590,1.23174424,0.30192401,0.09057013,0.30530873,0.02808299,0.18150100,0.78187218,0.00000000
-1.60580290,1.22654778,0.29504203,0.08892400,0.30572124,0.02955775,0.16390937,0.80010334,0.00000000
-1.59979990,1.22934276,0.29036583,0.08797177,0.30775311,0.03098379,0.14905188,0.82150279,0.00000000
-1.59379690,1.23919593,0.28768063,0.08763644,0.31115713,0.03233401,0.13680469,0.84549637,0.00000000
-1.58779390,1.25505172,0.28674963,0.08783121,0.31565432,0.03358287,0.12701914,0.87143910,0.00000000
-1.58179090,1.27577483,0.28732517,0.08846289,0.32094442,0.03470729,0.11952911,0.89864002,0.00000000
-1.57578789,1.30019399,0.28915975,0.08943529,0.32671654,0.03568760,0.11415805,0.92638872,0.00000000
-1.56978489,1.32714527,0.29201640,0.09065250,0.33265973,0.03650828,0.11072537,0.95398245,0.00000000
-1.56378189,1.35551344,0.29567808,0.09202204,0.33847310,0.03715867,0.10905224,0.98075269,0.00000000
-1.55777889,1.38426982,0.29995577,0.09345764,0.34387510,0.03763330,0.10896656,1.00609000,0.00000000
