energy_ev,total_up,total_down,Ge_p_up,Ge_p_down,Ge_d_up,Ge_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,0.30624056,-0.30624056,0.01494328,-0.01494328,0.00000000,-0.00000000,0.10229485,-0.10229485,0.05809310,-0.05809310,0.18629260,-0.18629260,0.00000000,-0.00000000
-5.99399700,0.32013535,-0.32013535,0.01488365,-0.01488365,0.00000000,-0.00000000,0.10514298,-0.10514298,0.06252517,-0.06252517,0.19478398,-0.19478398,0.00000000,-0.00000000
-5.98799400,0.33911509,-0.33911509,0.01518300,-0.01518300,0.00000000,-0.00000000,0.10939736,-0.10939736,0.06815777,-0.06815777,0.20621532,-0.20621532,0.00000000,-0.00000000
-5.98199100,0.36312910,-0.36312910,0.01583055,-0.01583055,0.00000000,-0.00000000,0.11502970,-0.11502970,0.07499823,-0.07499823,0.22055641,-0.22055641,0.00000000,-0.00000000
-5.97598799,0.39209505,-0.39209505,0.01681408,-0.01681408,0.00000000,-0.00000000,0.12200215,-0.12200215,0.08304451,-0.08304451,0.23775799,-0.23775799,0.00000000,-0.00000000
-5.96998499,0.42589212,-0.42589212,0.01811945,-0.01811945,0.00000000,-0.00000000,0.13026643,-0.13026643,0.09228310,-0.09228310,0.25774797,-0.25774797,0.00000000,-0.00000000
-5.96398199,0.46435384,-0.46435384,0.01973013,-0.01973013,0.00000000,-0.00000000,0.13976266,-0.13976266,0.10268679,-0.10268679,0.28042762,-0.28042762,0.00000000,-0.00000000
-5.95797899,0.50726105,-0.50726105,0.02162679,-0.02162679,0.00000000,-0.00000000,0.15041820,-0.15041820,0.11421280,-0.11421280,0.30566768,-0.30566768,0.00000000,-0.00000000
-5.95197599,0.55433549,-0.55433549,0.02378679,-0.02378679,0.00000000,-0.00000000,0.16214643,-0.16214643,0.12680108,-0.12680108,0.33330490,-0.33330490,0.00000000,-0.00000000
-5.94597299,0.60523444,-0.60523444,0.02618391,-0.02618391,0.00000000,-0.00000000,0.17484569,-0.17484569,0.14037311,-0.14037311,0.36313910,-0.36313910,0.00000000,-0.00000000
-5.93996998,0.65954698,-0.65954698,0.02878805,-0.02878805,0.00000000,-0.00000000,0.18839846,-0.18839846,0.15483126,-0.15483126,0.39493122,-0.39493122,0.00000000,-0.00000000
-5.93396698,0.71679231,-0.71679231,0.03156519,-0.03156519,0.00000000,-0.00000000,0.20267100,-0.20267100,0.17005876,-0.17005876,0.42840245,-0.42840245,0.00000000,-0.00000000
