energy_ev,total_up,P_s_up,P_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.72986493,0.76329565,0.01568496,0.44736481,0.01132759,0.02705403,0.37579590,0.42418889
-5.72386193,0.77958936,0.01517081,0.46048136,0.01234259,0.02494466,0.39089143,0.43178737
-5.71785893,0.79759732,0.01465902,0.47453654,0.01340412,0.02288883,0.40634103,0.44030927
-5.71185593,0.81705097,0.01415714,0.48934373,0.01449841,0.02090298,0.42191090,0.44965950
-5.70585293,0.83759575,0.01367101,0.50466460,0.01560993,0.01900208,0.43733429,0.45969042
-5.69984992,0.85879846,0.01320474,0.52021443,0.01672174,0.01719909,0.45231836,0.47020527
-5.69384692,0.88015935,0.01276071,0.53567020,0.01781586,0.01550461,0.46655305,0.48096431
-5.68784392,0.90112846,0.01233966,0.55068123,0.01887377,0.01392667,0.47972171,0.49169346
-5.68184092,0.92112569,0.01194095,0.56488187,0.01987691,0.01247063,0.49151283,0.50209519
-5.67583792,0.93956360,0.01156272,0.57790584,0.02080722,0.01113927,0.50163256,0.51186111
-5.66983492,0.95587187,0.01120224,0.58940137,0.02164775,0.00993293,0.50981732,0.52068572
-5.66383192,0.96952247,0.01085621,0.59904667,0.02238318,0.00884980,0.51584578,0.52828062
-5.65782891,0.98005404,0.01052108,0.60656474,0.02300037,0.00788623,0.51954989,0.53438860
-5.65182591,0.98709451,0.01019335,0.61173706,0.02348887,0.00703709,0.52082404,0.53879691
-5.64582291,0.99038072,0.00986989,0.61441528,0.02384127,0.00629620,0.51963222,0.54134891
-5.63981991,0.98977411,0.00954816,0.61453041,0.02405354,0.00565668,0.51601259,0.54195375
-5.63381691,0.98527166,0.00922639,0.61209904,0.02412526,0.00511132,0.51007921,0.54059338
-5.62781391,0.97701143,0.00890377,0.60722621,0.02405965,0.00465295,0.50202092,0.53732665
-5.62181091,0.96527241,0.00858046,0.60010475,0.02386356,0.00427469,0.49209734,0.53229022
-5.61580790,0.95046874,0.00825764,0.59101109,0.02354730,0.00397022,0.48063203,0.52569608
-5.60980490,0.93313820,0.00793747,0.58029763,0.02312433,0.00373392,0.46800328,0.51782602
-5.60380190,0.91392575,0.00762292,0.56838208,0.02261085,0.00356103,0.45463275,0.50902287
-5.59779890,0.89356257,0.00731773,0.55573400,0.02202533,0.00344771,0.44097250,0.49967928
-5.59179590,0.87284172,0.00702611,0.54285936,0.02138788,0.00339106,0.42749100,0.49022416
-5.58579290,0.85259122,0.00675260,0.53028356,0.02071969,0.00338912,0.41465860,0.48110761
-5.57978989,0.83364595,0.00650183,0.51853376,0.02004232,0.00344086,0.40293314,0.47278480
-5.57378689,0.81681948,0.00627824,0.50812121,0.01937708,0.00354609,0.39274628,0.46569965
-5.56778389,0.80287705,0.00608593,0.49952438,0.01874441,0.00370547,0.38449109,0.46026900
-5.56178089,0.79251103,0.00592839,0.49317366,0.01816326,0.00392042,0.37851135,0.45686786
-5.55577789,0.78631973,0.00580837,0.48943812,0.01765069,0.00419316,0.37509322,0.45581653
-5.54977489,0.78479072,0.00572769,0.48861525,0.01722139,0.00452667,0.37445928,0.45737021
-5.54377189,0.78828933,0.00568717,0.49092368,0.01688743,0.00492482,0.37676548,0.46171137
-5.53776888,0.79705276,0.00568654,0.49649969,0.01665812,0.00539241,0.38210100,0.46894553
-5.53176588,0.81119027,0.00572446,0.50539731,0.01653994,0.00593534,0.39049102,0.47910042
-5.52576288,0.83068929,0.00579853,0.51759214,0.01653663,0.00656079,0.40190234,0.49212872
-5.51975988,0.85542717,0.00590535,0.53298875,0.01664939,0.00727747,0.41625152,0.50791424
-5.51375688,0.88518800,0.00604067,0.55143124,0.01687719,0.00809583,0.43341527,0.52628114
-5.50775388,0.91968366,0.00619955,0.57271634,0.01721712,0.00902836,0.45324248,0.54700598
-5.50175088,0.95857791,0.00637649,0.59660864,0.01766485,0.01008978,0.47556741,0.56983162
-5.49574787,1.00151223,0.00656570,0.62285671,0.01821508,0.01129730,0.50022322,0.59448267
-5.48974487,1.04813185,0.00676127,0.65120969,0.01886201,0.01267073,0.52705523,0.62068121
-5.48374187,1.09811062,0.00695740,0.68143295,0.01959978,0.01423256,0.55593305,0.64816226
-5.47773887,1.15117277,0.00714862,0.71332215,0.02042281,0.01600783,0.58676079,0.67668779
-5.47173587,1.20711052,0.00732999,0.74671463,0.02132616,0.01802397,0.61948478,0.70605859
-5.46573287,1.26579582,0.00749726,0.78149744,0.02230567,0.02031035,0.65409801,0.73612309
-5.45972986,1.32718545,0.00764698,0.81761125,0.02335804,0.02289770,0.69064093,0.76678259
-5.45372686,1.39131865,0.00777663,0.85504978,0.02448080,0.02581731,0.72919826,0.79799229
-5.44772386,1.45830707,0.00788466,0.89385454,0.02567208,0.02909998,0.76989174,0.82975812
-5.44172086,1.52831716,0.00797050,0.93410501,0.02693033,0.03277481,0.81286900,0.86212909
-5.43571786,1.60154566,0.00803448,0.97590460,0.02825390,0.03686784,0.85828893,0.89518584
-5.42971486,1.67818942,0.00807779,1.01936306,0.02964054,0.04140050,0.90630411,0.92902553
-5.42371186,1.75841104,0.00810231,1.06457645,0.03108688,0.04638795,0.95704133,0.96374431
-5.41770885,1.84230228,0.00811049,1.11160547,0.03258789,0.05183753,1.01058115,0.99941805
-5.41170585,1.92984753,0.00810514,1.16045393,0.03413633,0.05774710,1.06693762,1.03608276
-5.40570285,2.02088962,0.00808925,1.21104838,0.03572234,0.06410361,1.12603960,1.07371574
-5.39969985,2.11510032,0.00806576,1.26322053,0.03733310,0.07088189,1.18771469,1.11221903
-5.39369685,2.21195792,0.00803743,1.31669368,0.03895266,0.07804370,1.25167717,1.15140606
-5.38769385,2.31073348,0.00800660,1.37107435,0.04056192,0.08553723,1.31752080,1.19099281
-5.38169085,2.41048765,0.00797509,1.42584998,0.04213882,0.09329699,1.38471726,1.23059420
-5.37568784,2.51007867,0.00794406,1.48039324,0.04365873,0.10124427,1.45262087,1.26972630
-5.36968484,2.60818209,0.00791398,1.53397314,0.04509502,0.10928811,1.52047949,1.30781453
-5.36368184,2.70332175,0.00788455,1.58577278,0.04641983,0.11732680,1.58745161,1.34420787
-5.35767884,2.79391115,0.00785477,1.63491304,0.04760498,0.12524996,1.65262902,1.37819837
-5.35167584,2.87830332,0.00782295,1.68048136,0.04862295,0.13294106,1.71506403,1.40904538
-5.34567284,2.95484735,0.00778687,1.72156416,0.04944799,0.14028036,1.77380026,1.43600320
-5.33966983,3.02194869,0.00774383,1.75728154,0.05005718,0.14714817,1.82790544,1.45835100
-5.33366683,3.07813037,0.00769087,1.78682237,0.05043144,0.15342823,1.87650470,1.47542329
-5.32766383,3.12209238,0.00762491,1.80947829,0.05055648,0.15901123,1.91881278,1.48663973
-5.32166083,3.15276597,0.00754292,1.82467459,0.05042355,0.16379816,1.95416361,1.49153245
-5.31565783,3.16936040,0.00744209,1.83199681,0.05003001,0.16770345,1.98203572,1.48976975
-5.30965483,3.17139985,0.00732000,1.83121137,0.04937969,0.17065769,2.00207240,1.48117492
-5.30365183,3.15874864,0.00717474,1.82227963,0.04848295,0.17260989,2.01409562,1.46573922
-5.29764882,3.13162364,0.00700501,1.80536437,0.04735649,0.17352912,2.01811312,1.44362855
-5.29164582,3.09059357,0.00681023,1.78082887,0.04602300,0.17340541,2.01431849,1.41518353
-5.28564282,3.03656514,0.00659052,1.74922838,0.04451039,0.17225005,2.00308428,1.38091308
-5.27963982,2.97075708,0.00634677,1.71129475,0.04285101,0.17009500,1.98494884,1.34148190
-5.27363682,2.89466346,0.00608057,1.66791507,0.04108055,0.16699175,1.96059739,1.29769265
-5.26763382,2.81000814,0.00579417,1.62010523,0.03923690,0.16300945,1.93083871,1.25046373
-5.26163082,2.71869258,0.00549038,1.56898003,0.03735889,0.15823249,1.89657833,1.20080375
-5.25562781,2.62273952,0.00517246,1.51572087,0.03548508,0.15275771,1.85878978,1.14978391
-5.24962481,2.52423488,0.00484402,1.46154277,0.03365247,0.14669125,1.81848511,1.09850944
-5.24362181,2.42527039,0.00450888,1.40766171,0.03189540,0.14014523,1.77668589,1.04809138
-5.23761881,2.32788884,0.00417092,1.35526377,0.03024449,0.13323442,1.73439592,0.99961950
-5.23161581,2.23403414,0.00383398,1.30547684,0.02872579,0.12607302,1.69257645,0.95413742
-5.22561281,2.14550729,0.00350174,1.25934586,0.02736008,0.11877171,1.65212463,0.91262044
-5.21960980,2.06392938,0.00317761,1.21781182,0.02616239,0.11143492,1.61385559,0.87595653
-5.21360680,1.99071219,0.00286463,1.18169502,0.02514174,0.10415866,1.57848842,0.84493069
-5.20760380,1.92703647,0.00256546,1.15168248,0.02430105,0.09702873,1.54663589,0.82021272
-5.20160080,1.87383767,0.00228228,1.12831928,0.02363736,0.09011942,1.51879767,0.80234810
-5.19559780,1.83179847,0.00201680,1.11200356,0.02314210,0.08349286,1.49535676,0.79175180
-5.18959480,1.80134749,0.00177024,1.10298461,0.02280168,0.07719862,1.47657853,0.78870457
-5.18359180,1.78266309,0.00154336,1.10136368,0.02259812,0.07127403,1.46261185,0.79335125
-5.17758879,1.77568155,0.00133650,1.10709685,0.02250989,0.06574468,1.45349188,0.80570075
-5.17158579,1.78010838,0.00114956,1.11999964,0.02251277,0.06062541,1.44914409,0.82562738
-5.16558279,1.79543237,0.00098216,1.13975291,0.02258079,0.05592147,1.44938904,0.85287314
-5.15957979,1.82094141,0.00083358,1.16590985,0.02268722,0.05162995,1.45394795,0.88705103
-5.15357679,1.85573997,0.00070289,1.19790386,0.02280549,0.04774130,1.46244886,0.92764915
-5.14757379,1.89876776,0.00058901,1.23505754,0.02291015,0.04424095,1.47443352,0.97403606
-5.14157079,1.94881978,0.00049072,1.27659262,0.02297765,0.04111094,1.48936521,1.02546719
-5.13556778,2.00456776,0.00040678,1.32164134,0.02298714,0.03833157,1.50663786,1.08109312
-5.12956478,2.06458342,0.00033592,1.36925937,0.02292103,0.03588292,1.52558662,1.13996965
-5.12356178,2.12736367,0.00027692,1.41844065,0.02276553,0.03374643,1.54550040,1.20107039
-5.11755878,2.19135823,0.00022864,1.46813425,0.02251096,0.03190631,1.56563647,1.26330194
-5.11155578,2.25499977,0.00019006,1.51726357,0.02215196,0.03035094,1.58523735,1.32552195
-5.10555278,2.31673668,0.00016028,1.56474782,0.02168752,0.02907416,1.60354998,1.38656017
-5.09954977,2.37506825,0.00013858,1.60952551,0.02112092,0.02807652,1.61984691,1.44524225
-5.09354677,2.42858189,0.00012443,1.65057987,0.02045949,0.02736650,1.63344929,1.50041604
-5.08754377,2.47599169,0.00011750,1.68696536,0.01971432,0.02696158,1.64375084,1.55097977
-5.08154077,2.51617733,0.00011764,1.71783485,0.01889983,0.02688937,1.65024236,1.59591138
-5.07553777,2.54822223,0.00012495,1.74246637,0.01803331,0.02718855,1.65253563,1.63429800
-5.06953477,2.57144935,0.00013975,1.76028843,0.01713444,0.02790978,1.65038581,1.66536446
-5.06353177,2.58545338,0.00016259,1.77090303,0.01622474,0.02911636,1.64371132,1.68849974
-5.05752876,2.59012741,0.00019423,1.77410495,0.01532704,0.03088480,1.63261004,1.70327993
-5.05152576,2.58568282,0.00023570,1.76989649,0.01446505,0.03330503,1.61737091,1.70948678
-5.04552276,2.57266072,0.00028821,1.75849661,0.01366281,0.03648034,1.59848009,1.70712050
-5.03951976,2.55193389,0.00035321,1.74034365,0.01294433,0.04052685,1.57662079,1.69640616
-5.03351676,2.52469819,0.00043233,1.71609124,0.01233319,0.04557249,1.55266655,1.67779291
-5.02751376,2.49245295,0.00052738,1.68659681,0.01185220,0.05175546,1.52766740,1.65194576
-5.02151076,2.45697021,0.00064030,1.65290303,0.01152312,0.05922200,1.50282910,1.61972987
-5.01550775,2.42025310,0.00077313,1.61621224,0.01136640,0.06812347,1.47948574,1.58218759
-5.00950475,2.38448407,0.00092796,1.57785455,0.01140090,0.07861277,1.45906600,1.54050906
-5.00350175,2.35196432,0.00110687,1.53925050,0.01164365,0.09084006,1.44305421,1.49599712
-4.99749875,2.32504588,0.00131188,1.50186934,0.01210964,0.10494775,1.43294684,1.45002778
-4.99149575,2.30605845,0.00154483,1.46718437,0.01281150,0.12106498,1.43020603,1.40400765
-4.98549275,2.29723314,0.00180735,1.43662661,0.01375925,0.13930168,1.43621113,1.35932991
-4.97948974,2.30062570,0.00210073,1.41153856,0.01495996,0.15974230,1.45221011,1.31733021
-4.97348674,2.31804164,0.00242587,1.39312946,0.01641743,0.18243948,1.47927218,1.27924434
-4.96748374,2.35096615,0.00278315,1.38243373,0.01813184,0.20740800,1.51824333,1.24616891
-4.96148074,2.40050109,0.00317239,1.38027390,0.02009938,0.23461910,1.56970638,1.21902671
-4.95547774,2.46731161,0.00359274,1.38722952,0.02231195,0.26399566,1.63394698,1.19853761
-4.94947474,2.55158463,0.00404265,1.40361302,0.02475681,0.29540841,1.71092714,1.18519628
-4.94347174,2.65300079,0.00451978,1.42945350,0.02741639,0.32867350,1.80026727,1.17925721
-4.93746873,2.77072158,0.00502103,1.46448911,0.03026815,0.36355171,1.90123805,1.18072763
-4.93146573,2.90339244,0.00554250,1.50816841,0.03328448,0.39974947,2.01276255,1.18936836
-4.92546273,3.04916232,0.00607955,1.55966071,0.03643290,0.43692188,2.13342932,1.20470260
-4.91945973,3.20571966,0.00662682,1.61787533,0.03967623,0.47467770,2.26151622,1.22603219
-4.91345673,3.37034402,0.00717835,1.68148912,0.04297309,0.51258642,2.39502501,1.25246079
-4.90745373,3.53997206,0.00772765,1.74898162,0.04627845,0.55018711,2.53172562,1.28292309
-4.90145073,3.71127611,0.00826789,1.81867663,0.04954444,0.58699903,2.66920930,1.31621904
-4.89544772,3.88075289,0.00879201,1.88878908,0.05272126,0.62253345,2.80494889,1.35105196
-4.88944472,4.04481957,0.00929294,1.95747552,0.05575824,0.65630648,2.93636458,1.38606918
-4.88344172,4.19991389,0.00976374,2.02288682,0.05860504,0.68785229,3.06089276,1.41990389
-4.87743872,4.34259515,0.01019784,2.08322107,0.06121288,0.71673626,3.17605588,1.45121674
-4.87143572,4.46964212,0.01058918,2.13677509,0.06353579,0.74256754,3.27953062,1.47873599
-4.86543272,4.57814475,0.01093243,2.18199276,0.06553191,0.76501041,3.36921198,1.50129461
-4.85942971,4.66558604,0.01122313,2.21750839,0.06716460,0.78379399,3.44327091,1.51786352
-4.85342671,4.72991125,0.01145779,2.24218390,0.06840355,0.79871991,3.50020328,1.52757950
-4.84742371,4.76958188,0.01163404,2.25513824,0.06922564,0.80966750,3.53886836,1.52976738
-4.84142071,4.78361253,0.01175068,2.25576844,0.06961563,0.81659631,3.55851541,1.52395545
-4.83541771,4.77158946,0.01180767,2.24376133,0.06956660,0.81954589,3.55879751,1.50988414
-4.82941471,4.73367046,0.01180618,2.21909604,0.06908015,0.81863279,3.53977222,1.48750753
-4.82341171,4.67056631,0.01174845,2.18203709,0.06816635,0.81404498,3.50188941,1.45698807
-4.81740870,4.58350511,0.01163778,2.13311883,0.06684335,0.80603396,3.44596698,1.41868493
-4.81140570,4.47418137,0.01147834,2.07312200,0.06513685,0.79490488,3.37315591,1.37313660
-4.80540270,4.34469219,0.01127507,2.00304355,0.06307925,0.78100532,3.28489638,1.32103856
-4.79939970,4.19746373,0.01103346,1.92406125,0.06070868,0.76471302,3.18286721,1.26321734
-4.79339670,4.03517116,0.01075939,1.83749466,0.05806787,0.74642335,3.06893089,1.20060179
-4.78739370,3.86065571,0.01045893,1.74476415,0.05520286,0.72653686,2.94507690,1.13419310
-4.78139070,3.67684209,0.01013814,1.64734962,0.05216181,0.70544768,2.81336568,1.06503459
-4.77538769,3.48665985,0.00980292,1.54675077,0.04899366,0.68353296,2.67587559,0.99418261
-4.76938469,3.29297128,0.00945881,1.44445016,0.04574692,0.66114399,2.53465503,0.92267952
-4.76338169,3.09850862,0.00911089,1.34188054,0.04246861,0.63859915,2.39168126,0.85152970
-4.75737869,2.90582228,0.00876365,1.24039731,0.03920320,0.61617875,2.24882724,0.78167945
-4.75137569,2.71724129,0.00842090,1.14125695,0.03599186,0.59412217,2.10783718,0.71400116
-4.74537269,2.53484668,0.00808574,1.04560166,0.03287182,0.57262680,1.97031114,0.64928209
-4.73936968,2.36045753,0.00776053,0.95445034,0.02987588,0.55184901,1.83769828,0.58821793
-4.73336668,2.19562910,0.00744692,0.86869572,0.02703223,0.53190668,1.71129819,0.53141089
-4.72736368,2.04166175,0.00714585,0.78910688,0.02436433,0.51288307,1.59226911,0.47937204
-4.72136068,1.89961890,0.00685765,0.71633669,0.02189104,0.49483167,1.48164173,0.43252731
-4.71535768,1.77035214,0.00658211,0.65093294,0.01962681,0.47778163,1.38033698,0.39122655
-4.70935468,1.65453116,0.00631856,0.59335228,0.01758205,0.46174346,1.28918592,0.35575481
-4.70335168,1.55267625,0.00606599,0.54397572,0.01576353,0.44671456,1.20895024,0.32634507
-4.69734867,1.46519112,0.00582313,0.50312451,0.01417486,0.43268434,1.14034146,0.30319139
-4.69134567,1.39239382,0.00558858,0.47107539,0.01281693,0.41963856,1.08403745,0.28646182
-4.68534267,1.33454403,0.00536088,0.44807396,0.01168840,0.40756286,1.04069481,0.27630998
-4.67933967,1.29186491,0.00513863,0.43434557,0.01078610,0.39644513,1.01095612,0.27288478
-4.67333667,1.26455853,0.00492054,0.43010267,0.01010538,0.38627689,0.99545123,0.27633745
-4.66733367,1.25281383,0.00470549,0.43554828,0.00964043,0.37705348,0.99479215,0.28682547
-4.66133067,1.25680682,0.00449258,0.45087513,0.00938443,0.36877330,1.00956147,0.30451287
-4.65532766,1.27669310,0.00428118,0.47626042,0.00932974,0.36143616,1.04029440,0.32956686
-4.64932466,1.31259293,0.00407091,0.51185625,0.00946786,0.35504096,1.08745521,0.36215065
-4.64332166,1.36456989,0.00386166,0.55777610,0.00978948,0.34958286,1.15140868,0.40241251
-4.63731866,1.43260424,0.00365358,0.61407784,0.01028436,0.34505039,1.23238803,0.45047171
-4.63131566,1.51656246,0.00344703,0.68074422,0.01094122,0.34142239,1.33046050,0.50640155
-4.62531266,1.61616472,0.00324260,0.75766152,0.01174761,0.33866552,1.44549248,0.57021044
-4.61930965,1.73095226,0.00304101,0.84459775,0.01268980,0.33673211,1.57711582,0.64182171
-4.61330665,1.86025676,0.00284312,0.94118145,0.01375265,0.33555887,1.72469741,0.72105338
-4.60730365,2.00317362,0.00264986,1.04688242,0.01491956,0.33506647,1.88731385,0.80759885
-4.60130065,2.15854127,0.00246219,1.16099578,0.01617250,0.33516014,2.06373322,0.90100967
-4.59529765,2.32492834,0.00228110,1.28263053,0.01749204,0.33573132,2.25240558,1.00068173
-4.58929465,2.50063014,0.00210751,1.41070383,0.01885754,0.33666035,2.45146373,1.10584586
-4.58329165,2.68367579,0.00194231,1.54394197,0.02024740,0.33782004,2.65873542,1.21556379
-4.57728864,2.87184659,0.00178629,1.68088879,0.02163932,0.33908010,2.87176761,1.32873054
-4.57128564,3.06270612,0.00164016,1.81992188,0.02301074,0.34031214,3.08786303,1.44408351
-4.56528264,3.25364147,0.00150454,1.95927682,0.02433927,0.34139495,3.30412864,1.56021883
-4.55927964,3.44191505,0.00137991,2.09707901,0.02560316,0.34221986,3.51753507,1.67561471
-4.55327664,3.62472524,0.00126668,2.23138240,0.02678182,0.34269591,3.72498540,1.78866159
-4.54727364,3.79927415,0.00116515,2.36021417,0.02785628,0.34275441,3.92339120,1.89769810
-4.54127064,3.96283993,0.00107555,2.48162365,0.02880970,0.34235275,4.10975329,2.00105194
-4.53526763,4.11285094,0.00099800,2.59373399,0.02962773,0.34147713,4.28124416,2.09708408
-4.52926463,4.24695881,0.00093259,2.69479449,0.03029890,0.34014414,4.43528888,2.18423471
-4.52326163,4.36310730,0.00087932,2.78323135,0.03081483,0.33840089,4.56964133,2.26106908
-4.51725863,4.45959403,0.00083814,2.85769504,0.03117037,0.33632389,4.68245237,2.32632129
-4.51125563,4.53512248,0.00080896,2.91710192,0.03136371,0.33401645,4.77232730,2.37893415
-4.50525263,4.58884180,0.00079163,2.96066847,0.03139624,0.33160489,4.83836993,2.41809343
-4.49924962,4.62037289,0.00078595,2.98793666,0.03127242,0.32923369,4.88021152,2.44325478
-4.49324662,4.62981948,0.00079164,2.99878915,0.03099953,0.32705970,4.89802335,2.45416237
-4.48724362,4.61776394,0.00080839,2.99345391,0.03058729,0.32524595,4.89251251,2.45085825
-4.48124062,4.58524798,0.00083577,2.97249792,0.03004753,0.32395505,4.86490125,2.43368208
-4.47523762,4.53373945,0.00087331,2.93681041,0.02939368,0.32334284,4.81689100,2.40326135
-4.46923462,4.46508675,0.00092042,2.88757641,0.02864038,0.32355231,4.75061279,2.36049255
-4.46323162,4.38146291,0.00097643,2.82624187,0.02780301,0.32470834,4.66856645,2.30651426
-4.45722861,4.28530215,0.00104054,2.75447185,0.02689722,0.32691330,4.57355127,2.24267333
-4.45122561,4.17923137,0.00111190,2.67410372,0.02593860,0.33024388,4.46859100,2.17048575
-4.44522261,4.06599948,0.00118952,2.58709712,0.02494226,0.33474914,4.35685626,2.09159392
-4.43921961,3.94840725,0.00127236,2.49548276,0.02392261,0.34044986,4.24158705,2.00772193
-4.43321661,3.82924000,0.00135930,2.40131178,0.02289306,0.34733917,4.12601803,1.92063071
-4.42721361,3.71120522,0.00144917,2.30660735,0.02186585,0.35538433,4.01330848,1.83207459
-4.42121061,3.59687657,0.00154078,2.21331989,0.02085199,0.36452947,3.90647867,1.74376059
-4.41520760,3.48864538,0.00163293,2.12328693,0.01986113,0.37469906,3.80835354,1.65731167
-4.40920460,3.38868004,0.00172447,2.03819830,0.01890155,0.38580176,3.72151424,1.57423464
-4.40320160,3.29889344,0.00181428,1.95956717,0.01798017,0.39773457,3.64825751,1.49589338
-4.39719860,3.22091798,0.00190133,1.88870683,0.01710259,0.41038670,3.59056242,1.42348749
-4.39119560,3.15608761,0.00198469,1.82671322,0.01627314,0.42364312,3.55006386,1.35803635
-4.38519260,3.10542596,0.00206357,1.77445267,0.01549494,0.43738758,3.52803192,1.30036839
-4.37918959,3.06963970,0.00213731,1.73255463,0.01476996,0.45150470,3.52535627,1.25111509
-4.37318659,3.04911642,0.00220538,1.70140864,0.01409909,0.46588147,3.54253495,1.21070921
-4.36718359,3.04392605,0.00226745,1.68116510,0.01348224,0.48040774,3.57966690,1.17938672
-4.36118059,3.05382573,0.00232329,1.67173953,0.01291836,0.49497611,3.63644827,1.15719181
-4.35517759,3.07826761,0.00237288,1.67281985,0.01240556,0.50948118,3.71217243,1.14398462
-4.34917459,3.11640983,0.00241628,1.68387645,0.01194118,0.52381842,3.80573425,1.13945116
-4.34317159,3.16713085,0.00245372,1.70417513,0.01152186,0.53788299,3.91563937,1.14311517
-4.33716858,3.22904759,0.00248552,1.73279271,0.01114364,0.55156862,4.04001938,1.15435173
-4.33116558,3.30053796,0.00251212,1.76863548,0.01080210,0.56476694,4.17665375,1.17240247
-4.32516258,3.37976816,0.00253401,1.81046048,0.01049244,0.57736743,4.32299963,1.19639230
-4.31915958,3.46472515,0.00255178,1.85689979,0.01020968,0.58925808,4.47623000,1.22534773
-4.31315658,3.55325458,0.00256605,1.90648758,0.00994872,0.60032704,4.63328078,1.25821656
-4.30715358,3.64310375,0.00257750,1.95768987,0.00970458,0.61046510,4.79090660,1.29388909
