energy_ev,total_up,total_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-2.88444222,4.94277777,-4.94277775,0.00718778,-0.00718778,0.00000000,-0.00000000,0.84132687,-0.84132685,3.89192615,-3.89192613,0.00110135,-0.00110135,0.16550133,-0.16550132,1.04764370,-1.04764370,0.00000000,-0.00000000
-2.87843922,4.87320023,-4.87320019,0.00708954,-0.00708954,0.00000000,-0.00000000,0.82632574,-0.82632573,3.85154852,-3.85154850,0.00102326,-0.00102326,0.16070792,-0.16070792,1.02318304,-1.02318303,0.00000000,-0.00000000
-2.87243622,4.80086937,-4.80086933,0.00699852,-0.00699852,0.00000000,-0.00000000,0.81014560,-0.81014558,3.80763679,-3.80763676,0.00094712,-0.00094712,0.15619561,-0.15619561,0.99880289,-0.99880288,0.00000000,-0.00000000
-2.86643322,4.72532941,-4.72532937,0.00691483,-0.00691483,0.00000000,-0.00000000,0.79283378,-0.79283376,3.75956613,-3.75956609,0.00087376,-0.00087376,0.15197461,-0.15197461,0.97459624,-0.97459623,0.00000000,-0.00000000
-2.86043022,4.64613894,-4.64613889,0.00683822,-0.00683822,0.00000000,-0.00000000,0.77445647,-0.77445645,3.70677042,-3.70677038,0.00080382,-0.00080382,0.14804674,-0.14804674,0.95063730,-0.95063729,0.00000000,-0.00000000
-2.85442721,4.56289776,-4.56289771,0.00676811,-0.00676811,0.00000000,-0.00000000,0.75509945,-0.75509944,3.64876865,-3.64876861,0.00073784,-0.00073784,0.14440607,-0.14440607,0.92698315,-0.92698314,0.00000000,-0.00000000
-2.84842421,4.47526978,-4.47526971,0.00670362,-0.00670362,0.00000000,-0.00000000,0.73486757,-0.73486755,3.58518622,-3.58518617,0.00067617,-0.00067617,0.14103980,-0.14103980,0.90367531,-0.90367529,0.00000000,-0.00000000
-2.84242121,4.38300106,-4.38300099,0.00664357,-0.00664357,0.00000000,-0.00000000,0.71388296,-0.71388295,3.51577064,-3.51577058,0.00061904,-0.00061904,0.13792917,-0.13792917,0.88074136,-0.88074135,0.00000000,-0.00000000
-2.83641821,4.28593282,-4.28593274,0.00658656,-0.00658656,0.00000000,-0.00000000,0.69228220,-0.69228218,3.44040114,-3.44040107,0.00056655,-0.00056655,0.13505048,-0.13505048,0.85819641,-0.85819639,0.00000000,-0.00000000
-2.83041521,4.18400897,-4.18400888,0.00653096,-0.00653096,0.00000000,-0.00000000,0.67021241,-0.67021239,3.35909241,-3.35909233,0.00051869,-0.00051869,0.13237604,-0.13237604,0.83604430,-0.83604429,0.00000000,-0.00000000
-2.82441221,4.07727847,-4.07727838,0.00647501,-0.00647501,0.00000000,-0.00000000,0.64782679,-0.64782677,3.27199246,-3.27199238,0.00047531,-0.00047531,0.12987523,-0.12987522,0.81427870,-0.81427869,0.00000000,-0.00000000
-2.81840920,3.96589290,-3.96589280,0.00641687,-0.00641687,0.00000000,-0.00000000,0.62527958,-0.62527956,3.17937548,-3.17937539,0.00043622,-0.00043622,0.12751538,-0.12751538,0.79288390,-0.79288389,0.00000000,-0.00000000
-2.81240620,3.85009973,-3.85009962,0.00635464,-0.00635464,0.00000000,-0.00000000,0.60272089,-0.60272087,3.08163014,-3.08163004,0.00040115,-0.00040115,0.12526270,-0.12526270,0.77183553,-0.77183552,0.00000000,-0.00000000
-2.80640320,3.73023220,-3.73023209,0.00628649,-0.00628649,0.00000000,-0.00000000,0.58029176,-0.58029174,2.97924436,-2.97924426,0.00036978,-0.00036978,0.12308304,-0.12308304,0.75110117,-0.75110115,0.00000000,-0.00000000
-2.80040020,3.60669658,-3.60669646,0.00621065,-0.00621065,0.00000000,-0.00000000,0.55811958,-0.55811956,2.87278755,-2.87278744,0.00034176,-0.00034176,0.12094263,-0.12094263,0.73064093,-0.73064091,0.00000000,-0.00000000
-2.79439720,3.47995771,-3.47995758,0.00612551,-0.00612551,0.00000000,-0.00000000,0.53631414,-0.53631412,2.76289117,-2.76289105,0.00031673,-0.00031673,0.11880872,-0.11880872,0.71040818,-0.71040816,0.00000000,-0.00000000
-2.78839420,3.35052382,-3.35052369,0.00602965,-0.00602965,0.00000000,-0.00000000,0.51496473,-0.51496471,2.65022876,-2.65022865,0.00029434,-0.00029434,0.11665014,-0.11665014,0.69035037,-0.69035035,0.00000000,-0.00000000
-2.78239120,3.21893139,-3.21893126,0.00592190,-0.00592190,0.00000000,-0.00000000,0.49413807,-0.49413805,2.53549630,-2.53549618,0.00027423,-0.00027423,0.11443780,-0.11443780,0.67041010,-0.67041009,0.00000000,-0.00000000
-2.77638819,3.08573078,-3.08573064,0.00580137,-0.00580137,0.00000000,-0.00000000,0.47387752,-0.47387750,2.41939359,-2.41939347,0.00025608,-0.00025608,0.11214516,-0.11214516,0.65052652,-0.65052650,0.00000000,-0.00000000
-2.77038519,2.95147329,-2.95147316,0.00566745,-0.00566745,0.00000000,-0.00000000,0.45420336,-0.45420334,2.30260753,-2.30260741,0.00023960,-0.00023960,0.10974857,-0.10974857,0.63063690,-0.63063688,0.00000000,-0.00000000
-2.76438219,2.81670012,-2.81669999,0.00551989,-0.00551989,0.00000000,-0.00000000,0.43511415,-0.43511414,2.18579765,-2.18579753,0.00022451,-0.00022451,0.10722765,-0.10722765,0.61067865,-0.61067863,0.00000000,-0.00000000
-2.75837919,2.68193341,-2.68193327,0.00535872,-0.00535872,0.00000000,-0.00000000,0.41658914,-0.41658912,2.06958426,-2.06958414,0.00021059,-0.00021059,0.10456560,-0.10456560,0.59059143,-0.59059141,0.00000000,-0.00000000
-2.75237619,2.54766960,-2.54766947,0.00518433,-0.00518433,0.00000000,-0.00000000,0.39859142,-0.39859140,1.95453950,-1.95453938,0.00019763,-0.00019763,0.10174943,-0.10174943,0.57031954,-0.57031952,0.00000000,-0.00000000
-2.74637319,2.41437510,-2.41437497,0.00499739,-0.00499739,0.00000000,-0.00000000,0.38107179,-0.38107178,1.84118111,-1.84118100,0.00018547,-0.00018547,0.09877024,-0.09877024,0.54981436,-0.54981434,0.00000000,-0.00000000
-2.74037019,2.28248393,-2.28248380,0.00479889,-0.00479889,0.00000000,-0.00000000,0.36397300,-0.36397299,1.72996904,-1.72996893,0.00017397,-0.00017397,0.09562332,-0.09562331,0.52903677,-0.52903675,0.00000000,-0.00000000
-2.73436718,2.15239730,-2.15239718,0.00459004,-0.00459004,0.00000000,-0.00000000,0.34723414,-0.34723413,1.62130442,-1.62130431,0.00016304,-0.00016304,0.09230830,-0.09230829,0.50795946,-0.50795945,0.00000000,-0.00000000
-2.72836418,2.02448459,-2.02448447,0.00437229,-0.00437229,0.00000000,-0.00000000,0.33079497,-0.33079496,1.51553070,-1.51553060,0.00015259,-0.00015259,0.08882918,-0.08882918,0.48656890,-0.48656888,0.00000000,-0.00000000
-2.72236118,1.89908536,-1.89908524,0.00414726,-0.00414726,0.00000000,-0.00000000,0.31459997,-0.31459996,1.41293652,-1.41293642,0.00014256,-0.00014256,0.08519428,-0.08519427,0.46486699,-0.46486697,0.00000000,-0.00000000
-2.71635818,1.77651205,-1.77651194,0.00391672,-0.00391672,0.00000000,-0.00000000,0.29860186,-0.29860185,1.31375981,-1.31375971,0.00013292,-0.00013292,0.08141607,-0.08141607,0.44287218,-0.44287216,0.00000000,-0.00000000
-2.71035518,1.65705286,-1.65705275,0.00368251,-0.00368251,0.00000000,-0.00000000,0.28276450,-0.28276449,1.21819273,-1.21819264,0.00012363,-0.00012363,0.07751097,-0.07751097,0.42062004,-0.42062002,0.00000000,-0.00000000
-2.70435218,1.54097441,-1.54097430,0.00344652,-0.00344652,0.00000000,-0.00000000,0.26706500,-0.26706499,1.12638704,-1.12638696,0.00011469,-0.00011469,0.07349899,-0.07349899,0.39816316,-0.39816314,0.00000000,-0.00000000
-2.69834917,1.42852400,-1.42852390,0.00321065,-0.00321065,0.00000000,-0.00000000,0.25149496,-0.25149494,1.03845943,-1.03845935,0.00010609,-0.00010609,0.06940327,-0.06940327,0.37557040,-0.37557038,0.00000000,-0.00000000
-2.69234617,1.31993112,-1.31993102,0.00297673,-0.00297673,0.00000000,-0.00000000,0.23606086,-0.23606085,0.95449652,-0.95449644,0.00009782,-0.00009782,0.06524956,-0.06524956,0.35292548,-0.35292546,0.00000000,-0.00000000
-2.68634317,1.21540804,-1.21540795,0.00274653,-0.00274653,0.00000000,-0.00000000,0.22078369,-0.22078368,0.87455935,-0.87455928,0.00008990,-0.00008990,0.06106562,-0.06106561,0.33032501,-0.33032500,0.00000000,-0.00000000
-2.68034017,1.11514963,-1.11514954,0.00252169,-0.00252169,0.00000000,-0.00000000,0.20569766,-0.20569765,0.79868709,-0.79868703,0.00008232,-0.00008232,0.05688048,-0.05688048,0.30787590,-0.30787588,0.00000000,-0.00000000
-2.67433717,1.01933212,-1.01933204,0.00230372,-0.00230372,0.00000000,-0.00000000,0.19084843,-0.19084842,0.72689990,-0.72689984,0.00007511,-0.00007511,0.05272381,-0.05272380,0.28569240,-0.28569238,0.00000000,-0.00000000
-2.66833417,0.92811132,-0.92811124,0.00209393,-0.00209393,0.00000000,-0.00000000,0.17629069,-0.17629068,0.65920099,-0.65920093,0.00006826,-0.00006826,0.04862509,-0.04862509,0.26389285,-0.26389283,0.00000000,-0.00000000
-2.66233117,0.84162009,-0.84162001,0.00189348,-0.00189348,0.00000000,-0.00000000,0.16208551,-0.16208550,0.59557791,-0.59557786,0.00006178,-0.00006178,0.04461298,-0.04461297,0.24259624,-0.24259622,0.00000000,-0.00000000
-2.65632816,0.75996564,-0.75996557,0.00170331,-0.00170331,0.00000000,-0.00000000,0.14829738,-0.14829737,0.53600314,-0.53600309,0.00005568,-0.00005568,0.04071455,-0.04071454,0.22191877,-0.22191875,0.00000000,-0.00000000
-2.65032516,0.68322670,-0.68322663,0.00152416,-0.00152416,0.00000000,-0.00000000,0.13499130,-0.13499129,0.48043422,-0.48043418,0.00004996,-0.00004996,0.03695472,-0.03695472,0.20197058,-0.20197057,0.00000000,-0.00000000
-2.64432216,0.61145089,-0.61145083,0.00135657,-0.00135657,0.00000000,-0.00000000,0.12223000,-0.12222999,0.42881356,-0.42881351,0.00004463,-0.00004463,0.03335571,-0.03335571,0.18285274,-0.18285272,0.00000000,-0.00000000
-2.63831916,0.54465263,-0.54465258,0.00120089,-0.00120089,0.00000000,-0.00000000,0.11007137,-0.11007136,0.38106809,-0.38106805,0.00003969,-0.00003969,0.02993661,-0.02993661,0.16465459,-0.16465458,0.00000000,-0.00000000
-2.63231616,0.48281170,-0.48281165,0.00105726,-0.00105726,0.00000000,-0.00000000,0.09856630,-0.09856630,0.33710906,-0.33710902,0.00003513,-0.00003513,0.02671305,-0.02671305,0.14745171,-0.14745169,0.00000000,-0.00000000
-2.62631316,0.42587264,-0.42587260,0.00092568,-0.00092568,0.00000000,-0.00000000,0.08775699,-0.08775699,0.29683198,-0.29683195,0.00003094,-0.00003094,0.02369704,-0.02369703,0.13130427,-0.13130426,0.00000000,-0.00000000
-2.62031016,0.37374526,-0.37374521,0.00080596,-0.00080596,0.00000000,-0.00000000,0.07767569,-0.07767568,0.26011701,-0.26011698,0.00002712,-0.00002712,0.02089689,-0.02089688,0.11625615,-0.11625613,0.00000000,-0.00000000
-2.61430715,0.32630604,-0.32630601,0.00069779,-0.00069779,0.00000000,-0.00000000,0.06834400,-0.06834400,0.22682975,-0.22682973,0.00002366,-0.00002366,0.01831728,-0.01831728,0.10233456,-0.10233455,0.00000000,-0.00000000
-2.60830415,0.28340077,-0.28340073,0.00060073,-0.00060073,0.00000000,-0.00000000,0.05977276,-0.05977275,0.19682260,-0.19682258,0.00002056,-0.00002056,0.01595946,-0.01595946,0.08955032,-0.08955031,0.00000000,-0.00000000
-2.60230115,0.24484798,-0.24484795,0.00051426,-0.00051426,0.00000000,-0.00000000,0.05196224,-0.05196224,0.16993664,-0.16993662,0.00001779,-0.00001779,0.01382147,-0.01382147,0.07789862,-0.07789862,0.00000000,-0.00000000
-2.59629815,0.21044347,-0.21044345,0.00043778,-0.00043778,0.00000000,-0.00000000,0.04490297,-0.04490296,0.14600405,-0.14600403,0.00001534,-0.00001534,0.01189854,-0.01189854,0.06736032,-0.06736031,0.00000000,-0.00000000
-2.59029515,0.17996541,-0.17996539,0.00037062,-0.00037062,0.00000000,-0.00000000,0.03857672,-0.03857672,0.12485100,-0.12485098,0.00001322,-0.00001322,0.01018350,-0.01018349,0.05790358,-0.05790358,0.00000000,-0.00000000
-2.58429215,0.15318010,-0.15318008,0.00031212,-0.00031212,0.00000000,-0.00000000,0.03295799,-0.03295798,0.10630092,-0.10630091,0.00001140,-0.00001140,0.00866724,-0.00866723,0.04948586,-0.04948586,0.00000000,-0.00000000
-2.57828914,0.12984814,-0.12984812,0.00026155,-0.00026155,0.00000000,-0.00000000,0.02801547,-0.02801546,0.09017809,-0.09017808,0.00000987,-0.00000987,0.00733922,-0.00733922,0.04205608,-0.04205607,0.00000000,-0.00000000
-2.57228614,0.10973068,-0.10973067,0.00021825,-0.00021825,0.00000000,-0.00000000,0.02371383,-0.02371383,0.07631145,-0.07631144,0.00000864,-0.00000864,0.00618797,-0.00618797,0.03555688,-0.03555688,0.00000000,-0.00000000
-2.56628314,0.09259589,-0.09259587,0.00018153,-0.00018153,0.00000000,-0.00000000,0.02001548,-0.02001548,0.06453841,-0.06453840,0.00000770,-0.00000770,0.00520156,-0.00520156,0.02992699,-0.02992699,0.00000000,-0.00000000
-2.56028014,0.07822504,-0.07822503,0.00015075,-0.00015075,0.00000000,-0.00000000,0.01688228,-0.01688228,0.05470881,-0.05470881,0.00000705,-0.00000705,0.00436811,-0.00436810,0.02510343,-0.02510343,0.00000000,-0.00000000
-2.55427714,0.06641851,-0.06641850,0.00012534,-0.00012534,0.00000000,-0.00000000,0.01427729,-0.01427729,0.04668862,-0.04668861,0.00000671,-0.00000671,0.00367618,-0.00367618,0.02102367,-0.02102367,0.00000000,-0.00000000
-2.54827414,0.05700122,-0.05700122,0.00010475,-0.00010475,0.00000000,-0.00000000,0.01216632,-0.01216632,0.04036348,-0.04036347,0.00000669,-0.00000669,0.00311522,-0.00311522,0.01762759,-0.01762759,0.00000000,-0.00000000
-2.54227114,0.04982758,-0.04982758,0.00008853,-0.00008853,0.00000000,-0.00000000,0.01051940,-0.01051940,0.03564201,-0.03564201,0.00000701,-0.00000701,0.00267587,-0.00267587,0.01485923,-0.01485923,0.00000000,-0.00000000
-2.53626813,0.04478582,-0.04478581,0.00007627,-0.00007627,0.00000000,-0.00000000,0.00931204,-0.00931204,0.03245868,-0.03245867,0.00000773,-0.00000773,0.00235029,-0.00235029,0.01266830,-0.01266830,0.00000000,-0.00000000
-2.53026513,0.04180154,-0.04180154,0.00006765,-0.00006765,0.00000000,-0.00000000,0.00852632,-0.00852632,0.03077623,-0.03077623,0.00000887,-0.00000887,0.00213237,-0.00213237,0.01101143,-0.01101143,0.00000000,-0.00000000
-2.52426213,0.04084052,-0.04084053,0.00006242,-0.00006242,0.00000000,-0.00000000,0.00815178,-0.00815178,0.03058761,-0.03058761,0.00001050,-0.00001050,0.00201796,-0.00201796,0.00985314,-0.00985314,0.00000000,-0.00000000
-2.51825913,0.04191061,-0.04191061,0.00006041,-0.00006041,0.00000000,-0.00000000,0.00818604,-0.00818604,0.03191728,-0.03191728,0.00001270,-0.00001270,0.00200494,-0.00200494,0.00916656,-0.00916656,0.00000000,-0.00000000
-2.51225613,0.04506258,-0.04506258,0.00006152,-0.00006152,0.00000000,-0.00000000,0.00863532,-0.00863533,0.03482178,-0.03482178,0.00001554,-0.00001554,0.00209333,-0.00209333,0.00893386,-0.00893386,0.00000000,-0.00000000
-2.50625313,0.05038996,-0.05038997,0.00006572,-0.00006572,0.00000000,-0.00000000,0.00951457,-0.00951457,0.03938954,-0.03938954,0.00001912,-0.00001912,0.00228529,-0.00228529,0.00914646,-0.00914646,0.00000000,-0.00000000
-2.50025013,0.05802769,-0.05802770,0.00007306,-0.00007306,0.00000000,-0.00000000,0.01084743,-0.01084744,0.04573978,-0.04573979,0.00002355,-0.00002355,0.00258506,-0.00258506,0.00980490,-0.00980490,0.00000000,-0.00000000
-2.49424712,0.06814937,-0.06814938,0.00008363,-0.00008363,0.00000000,-0.00000000,0.01266596,-0.01266596,0.05402041,-0.05402042,0.00002896,-0.00002896,0.00299884,-0.00299884,0.01091849,-0.01091849,0.00000000,-0.00000000
-2.48824412,0.08096324,-0.08096326,0.00009760,-0.00009760,0.00000000,-0.00000000,0.01500998,-0.01500998,0.06440484,-0.06440486,0.00003546,-0.00003546,0.00353465,-0.00353465,0.01250473,-0.01250473,0.00000000,-0.00000000
-2.48224112,0.09670655,-0.09670657,0.00011516,-0.00011516,0.00000000,-0.00000000,0.01792625,-0.01792625,0.07708760,-0.07708762,0.00004321,-0.00004321,0.00420204,-0.00420205,0.01458842,-0.01458842,0.00000000,-0.00000000
-2.47623812,0.11563840,-0.11563842,0.00013654,-0.00013654,0.00000000,-0.00000000,0.02146724,-0.02146724,0.09227873,-0.09227874,0.00005234,-0.00005234,0.00501181,-0.00501181,0.01720052,-0.01720052,0.00000000,-0.00000000
-2.47023512,0.13803105,-0.13803108,0.00016199,-0.00016199,0.00000000,-0.00000000,0.02568965,-0.02568966,0.11019692,-0.11019694,0.00006299,-0.00006299,0.00597559,-0.00597559,0.02037678,-0.02037679,0.00000000,-0.00000000
-2.46423212,0.16415958,-0.16415961,0.00019178,-0.00019178,0.00000000,-0.00000000,0.03065261,-0.03065262,0.13106144,-0.13106147,0.00007530,-0.00007530,0.00710545,-0.00710545,0.02415614,-0.02415614,0.00000000,-0.00000000
-2.45822911,0.19429016,-0.19429020,0.00022614,-0.00022614,0.00000000,-0.00000000,0.03641558,-0.03641559,0.15508290,-0.15508293,0.00008941,-0.00008941,0.00841335,-0.00841335,0.02857883,-0.02857883,0.00000000,-0.00000000
-2.45222611,0.22866712,-0.22866716,0.00026529,-0.00026529,0.00000000,-0.00000000,0.04303599,-0.04303599,0.18245301,-0.18245304,0.00010541,-0.00010541,0.00991059,-0.00991059,0.03368435,-0.03368436,0.00000000,-0.00000000
-2.44622311,0.26749895,-0.26749899,0.00030941,-0.00030941,0.00000000,-0.00000000,0.05056662,-0.05056663,0.21333366,-0.21333369,0.00012339,-0.00012339,0.01160723,-0.01160723,0.03950928,-0.03950928,0.00000000,-0.00000000
-2.44022011,0.31094378,-0.31094383,0.00035860,-0.00035860,0.00000000,-0.00000000,0.05905294,-0.05905295,0.24784545,-0.24784549,0.00014342,-0.00014342,0.01351142,-0.01351143,0.04608491,-0.04608492,0.00000000,-0.00000000
-2.43421711,0.35909481,-0.35909486,0.00041289,-0.00041289,0.00000000,-0.00000000,0.06853017,-0.06853018,0.28605631,-0.28605635,0.00016551,-0.00016551,0.01562882,-0.01562882,0.05343492,-0.05343493,0.00000000,-0.00000000
-2.42821411,0.41196610,-0.41196616,0.00047221,-0.00047221,0.00000000,-0.00000000,0.07902052,-0.07902053,0.32797033,-0.32797037,0.00018964,-0.00018964,0.01796191,-0.01796191,0.06157301,-0.06157301,0.00000000,-0.00000000
-2.42221111,0.46947953,-0.46947959,0.00053636,-0.00053636,0.00000000,-0.00000000,0.09053043,-0.09053044,0.37351766,-0.37351771,0.00021573,-0.00021573,0.02050946,-0.02050946,0.07050065,-0.07050066,0.00000000,-0.00000000
-2.41620810,0.53145348,-0.53145354,0.00060505,-0.00060505,0.00000000,-0.00000000,0.10304810,-0.10304812,0.42254573,-0.42254578,0.00024365,-0.00024365,0.02326600,-0.02326601,0.08020511,-0.08020512,0.00000000,-0.00000000
-2.41020510,0.59759393,-0.59759400,0.00067780,-0.00067780,0.00000000,-0.00000000,0.11654132,-0.11654134,0.47481245,-0.47481250,0.00027320,-0.00027320,0.02622139,-0.02622139,0.09065766,-0.09065767,0.00000000,-0.00000000
-2.40420210,0.66748866,-0.66748873,0.00075405,-0.00075405,0.00000000,-0.00000000,0.13095579,-0.13095581,0.52998190,-0.52998196,0.00030414,-0.00030414,0.02936049,-0.02936050,0.10181229,-0.10181230,0.00000000,-0.00000000
-2.39819910,0.74060503,-0.74060510,0.00083304,-0.00083304,0.00000000,-0.00000000,0.14621400,-0.14621401,0.58762290,-0.58762296,0.00033616,-0.00033616,0.03266306,-0.03266307,0.11360478,-0.11360479,0.00000000,-0.00000000
-2.39219610,0.81629183,-0.81629191,0.00091392,-0.00091392,0.00000000,-0.00000000,0.16221474,-0.16221476,0.64721081,-0.64721088,0.00036888,-0.00036888,0.03610369,-0.03610370,0.12595245,-0.12595246,0.00000000,-0.00000000
-2.38619310,0.89378554,-0.89378562,0.00099570,-0.00099570,0.00000000,-0.00000000,0.17883344,-0.17883346,0.70813287,-0.70813293,0.00040187,-0.00040187,0.03965200,-0.03965201,0.13875438,-0.13875439,0.00000000,-0.00000000
-2.38019010,0.97222098,-0.97222106,0.00107727,-0.00107727,0.00000000,-0.00000000,0.19592315,-0.19592317,0.76969699,-0.76969705,0.00043468,-0.00043468,0.04327299,-0.04327300,0.15189239,-0.15189240,0.00000000,-0.00000000
-2.37418709,1.05064642,-1.05064650,0.00115746,-0.00115746,0.00000000,-0.00000000,0.21331639,-0.21331641,0.83114412,-0.83114419,0.00046678,-0.00046678,0.04692757,-0.04692757,0.16523253,-0.16523254,0.00000000,-0.00000000
-2.36818409,1.12804265,-1.12804272,0.00123501,-0.00123501,0.00000000,-0.00000000,0.23082778,-0.23082780,0.89166374,-0.89166380,0.00049766,-0.00049766,0.05057324,-0.05057325,0.17862730,-0.17862731,0.00000000,-0.00000000
-2.36218109,1.20334564,-1.20334571,0.00130867,-0.00130867,0.00000000,-0.00000000,0.24825728,-0.24825730,0.95041208,-0.95041214,0.00052677,-0.00052677,0.05416495,-0.05416496,0.19191835,-0.19191836,0.00000000,-0.00000000
-2.35617809,1.27547194,-1.27547201,0.00137717,-0.00137717,0.00000000,-0.00000000,0.26539413,-0.26539415,1.00653256,-1.00653262,0.00055358,-0.00055358,0.05765608,-0.05765608,0.20493972,-0.20493973,0.00000000,-0.00000000
-2.35017509,1.34334601,-1.34334608,0.00143930,-0.00143930,0.00000000,-0.00000000,0.28202121,-0.28202123,1.05917768,-1.05917773,0.00057758,-0.00057758,0.06099944,-0.06099945,0.21752139,-0.21752140,0.00000000,-0.00000000
-2.34417209,1.40592833,-1.40592839,0.00149391,-0.00149391,0.00000000,-0.00000000,0.29791981,-0.29791982,1.10753142,-1.10753147,0.00059829,-0.00059829,0.06414848,-0.06414849,0.22949316,-0.22949317,0.00000000,-0.00000000
-2.33816908,1.46224336,-1.46224342,0.00154000,-0.00154000,0.00000000,-0.00000000,0.31287450,-0.31287452,1.15083148,-1.15083152,0.00061530,-0.00061530,0.06705832,-0.06705832,0.24068862,-0.24068863,0.00000000,-0.00000000
-2.33216608,1.51140615,-1.51140620,0.00157667,-0.00157667,0.00000000,-0.00000000,0.32667810,-0.32667811,1.18839030,-1.18839034,0.00062825,-0.00062825,0.06968690,-0.06968690,0.25094906,-0.25094907,0.00000000,-0.00000000
-2.32616308,1.55264647,-1.55264650,0.00160326,-0.00160326,0.00000000,-0.00000000,0.33913641,-0.33913642,1.21961412,-1.21961415,0.00063687,-0.00063687,0.07199598,-0.07199598,0.26012729,-0.26012730,0.00000000,-0.00000000
-2.32016008,1.58532967,-1.58532970,0.00161924,-0.00161924,0.00000000,-0.00000000,0.35007269,-0.35007271,1.24401925,-1.24401928,0.00064098,-0.00064098,0.07395208,-0.07395209,0.26809109,-0.26809110,0.00000000,-0.00000000
-2.31415708,1.60897339,-1.60897341,0.00162436,-0.00162436,0.00000000,-0.00000000,0.35933167,-0.35933168,1.26124501,-1.26124502,0.00064049,-0.00064049,0.07552727,-0.07552727,0.27472635,-0.27472636,0.00000000,-0.00000000
-2.30815408,1.62325949,-1.62325950,0.00161854,-0.00161854,0.00000000,-0.00000000,0.36678295,-0.36678296,1.27106275,-1.27106275,0.00063543,-0.00063543,0.07669973,-0.07669973,0.27993958,-0.27993958,0.00000000,-0.00000000
-2.30215108,1.62804089,-1.62804089,0.00160196,-0.00160196,0.00000000,-0.00000000,0.37232376,-0.37232377,1.27338089,-1.27338088,0.00062590,-0.00062590,0.07745428,-0.07745428,0.28365996,-0.28365997,0.00000000,-0.00000000
-2.29614807,1.62334329,-1.62334328,0.00157501,-0.00157501,0.00000000,-0.00000000,0.37588103,-0.37588104,1.26824564,-1.26824563,0.00061212,-0.00061212,0.07778256,-0.07778256,0.28584071,-0.28584071,0.00000000,-0.00000000
-2.29014507,1.60936168,-1.60936166,0.00153828,-0.00153828,0.00000000,-0.00000000,0.37741263,-0.37741263,1.25583776,-1.25583775,0.00059440,-0.00059440,0.07768314,-0.07768314,0.28645981,-0.28645981,0.00000000,-0.00000000
-2.28414207,1.58645226,-1.58645223,0.00149255,-0.00149255,0.00000000,-0.00000000,0.37690787,-0.37690787,1.23646551,-1.23646549,0.00057311,-0.00057311,0.07716138,-0.07716138,0.28552013,-0.28552013,0.00000000,-0.00000000
-2.27813907,1.55512007,-1.55512003,0.00143876,-0.00143876,0.00000000,-0.00000000,0.37438732,-0.37438731,1.21055430,-1.21055427,0.00054871,-0.00054871,0.07622916,-0.07622916,0.28304893,-0.28304892,0.00000000,-0.00000000
-2.27213607,1.51600324,-1.51600319,0.00137800,-0.00137800,0.00000000,-0.00000000,0.36990181,-0.36990180,1.17863365,-1.17863361,0.00052171,-0.00052171,0.07490443,-0.07490443,0.27909679,-0.27909679,0.00000000,-0.00000000
-2.26613307,1.46985453,-1.46985448,0.00131141,-0.00131141,0.00000000,-0.00000000,0.36353093,-0.36353092,1.14132206,-1.14132202,0.00049266,-0.00049266,0.07321065,-0.07321065,0.27373612,-0.27373611,0.00000000,-0.00000000
-2.26013007,1.41752109,-1.41752103,0.00124025,-0.00124025,0.00000000,-0.00000000,0.35538087,-0.35538086,1.09931059,-1.09931054,0.00046214,-0.00046214,0.07117616,-0.07117616,0.26705914,-0.26705913,0.00000000,-0.00000000
-2.25412706,1.35992329,-1.35992323,0.00116577,-0.00116577,0.00000000,-0.00000000,0.34558183,-0.34558182,1.05334572,-1.05334567,0.00043073,-0.00043073,0.06883341,-0.06883341,0.25917562,-0.25917561,0.00000000,-0.00000000
-2.24812406,1.29803348,-1.29803342,0.00108925,-0.00108925,0.00000000,-0.00000000,0.33428504,-0.33428503,1.00421235,-1.00421230,0.00039905,-0.00039905,0.06621817,-0.06621816,0.25021032,-0.25021031,0.00000000,-0.00000000
-2.24212106,1.23285533,-1.23285526,0.00101192,-0.00101192,0.00000000,-0.00000000,0.32165944,-0.32165943,0.95271732,-0.95271727,0.00036765,-0.00036765,0.06336874,-0.06336874,0.24030025,-0.24030024,0.00000000,-0.00000000
-2.23611806,1.16540452,-1.16540444,0.00093497,-0.00093497,0.00000000,-0.00000000,0.30788819,-0.30788818,0.89967413,-0.89967407,0.00033712,-0.00033712,0.06032516,-0.06032516,0.22959187,-0.22959186,0.00000000,-0.00000000
-2.23011506,1.09669114,-1.09669107,0.00085950,-0.00085950,0.00000000,-0.00000000,0.29316506,-0.29316505,0.84588915,-0.84588909,0.00030799,-0.00030799,0.05712837,-0.05712837,0.21823818,-0.21823817,0.00000000,-0.00000000
-2.22411206,1.02770431,-1.02770423,0.00078654,-0.00078654,0.00000000,-0.00000000,0.27769071,-0.27769069,0.79214968,-0.79214963,0.00028077,-0.00028077,0.05381947,-0.05381947,0.20639597,-0.20639595,0.00000000,-0.00000000
