energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-2.84242121,1.61792290,0.00097791,0.03040347,0.14488435,0.57686589,0.00816027,0.10127124,0.74273435,0.67677505
-2.83641821,1.58506574,0.00092365,0.03032900,0.14066163,0.56777138,0.00803891,0.09816877,0.71675815,0.66606729
-2.83041521,1.55708629,0.00086816,0.03034869,0.13713608,0.56255089,0.00791593,0.09592433,0.69189732,0.65593880
-2.82441221,1.53430104,0.00081193,0.03045221,0.13432773,0.56122920,0.00778988,0.09456068,0.66830538,0.64664410
-2.81840920,1.51709953,0.00075545,0.03063106,0.13226149,0.56384374,0.00766002,0.09409923,0.64618319,0.63847695
-2.81240620,1.50593076,0.00069922,0.03087892,0.13096604,0.57044055,0.00752637,0.09455908,0.62577187,0.63176268
-2.80640320,1.50128334,0.00064372,0.03119171,0.13047210,0.58106753,0.00738970,0.09595557,0.60734295,0.62684820
-2.80040020,1.50366026,0.00058943,0.03156759,0.13081023,0.59576531,0.00725149,0.09829861,0.59118639,0.62408999
-2.79439720,1.51354925,0.00053677,0.03200668,0.13200814,0.61455633,0.00711379,0.10159069,0.57759690,0.62384047
-2.78839420,1.53139029,0.00048612,0.03251072,0.13408776,0.63743262,0.00697913,0.10582484,0.56685927,0.62643325
-2.78239120,1.55754176,0.00043782,0.03308254,0.13706217,0.66434322,0.00685036,0.11098257,0.55923335,0.63216786
-2.77638819,1.59224696,0.00039213,0.03372550,0.14093264,0.69518190,0.00673045,0.11703198,0.55493933,0.64129451
-2.77038519,1.63560281,0.00034928,0.03444276,0.14568581,0.72977603,0.00662238,0.12392615,0.55414401,0.65399977
-2.76438219,1.68753255,0.00030942,0.03523671,0.15129136,0.76787741,0.00652889,0.13160195,0.55694873,0.67039361
-2.75837919,1.74776412,0.00027264,0.03610826,0.15770016,0.80915595,0.00645235,0.13997937,0.56337943,0.69049871
-2.75237619,1.81581564,0.00023898,0.03705633,0.16484321,0.85319659,0.00639463,0.14896155,0.57337959,0.71424257
-2.74637319,1.89098936,0.00020844,0.03807738,0.17263136,0.89950015,0.00635691,0.15843548,0.58680612,0.74145297
-2.74037019,1.97237479,0.00018097,0.03916517,0.18095588,0.94748826,0.00633970,0.16827341,0.60342874,0.77185719
-2.73436718,2.05886134,0.00015646,0.04031054,0.18969004,0.99651260,0.00634269,0.17833511,0.62293285,0.80508528
-2.72836418,2.14916058,0.00013481,0.04150156,0.19869149,1.04586800,0.00636479,0.18847071,0.64492593,0.84067734
-2.72236118,2.24183720,0.00011587,0.04272365,0.20780555,1.09480928,0.00640415,0.19852421,0.66894719,0.87809482
-2.71635818,2.33534774,0.00009948,0.04396007,0.21686918,1.14257088,0.00645823,0.20833747,0.69448013,0.91673526
-2.71035518,2.42808531,0.00008547,0.04519238,0.22571549,1.18838863,0.00652389,0.21775450,0.72096761,0.95595009
-2.70435218,2.51842838,0.00007369,0.04640109,0.23417863,1.23152255,0.00659753,0.22662588,0.74782864,0.99506463
-2.69834917,2.60479124,0.00006396,0.04756642,0.24209880,1.27127948,0.00667522,0.23481310,0.77447617,1.03339934
-2.69234617,2.68567364,0.00005615,0.04866893,0.24932712,1.30703450,0.00675289,0.24219259,0.80033516,1.07029145
-2.68634317,2.75970718,0.00005012,0.04969034,0.25573017,1.33824994,0.00682646,0.24865926,0.82485998,1.10511577
-2.68034017,2.82569594,0.00004578,0.05061407,0.26119400,1.36449096,0.00689202,0.25412934,0.84755039,1.13730374
-2.67433717,2.88264950,0.00004305,0.05142585,0.26562723,1.38543692,0.00694598,0.25854242,0.86796528,1.16635969
-2.66833417,2.92980642,0.00004189,0.05211407,0.26896335,1.40088781,0.00698516,0.26186248,0.88573372,1.19187364
-2.66233117,2.96664737,0.00004230,0.05267002,0.27116193,1.41076559,0.00700695,0.26407799,0.90056260,1.21352991
-2.65632816,2.99289721,0.00004434,0.05308800,0.27220869,1.41511029,0.00700930,0.26520096,0.91224082,1.23111127
-2.65032516,3.00851636,0.00004811,0.05336517,0.27211463,1.41407122,0.00699081,0.26526510,0.92063974,1.24449854
-2.64432216,3.01368217,0.00005376,0.05350134,0.27091399,1.40789385,0.00695074,0.26432307,0.92571025,1.25366582
-2.63831916,3.00876178,0.00006152,0.05349856,0.26866154,1.39690320,0.00688893,0.26244316,0.92747653,1.25867179
-2.63231616,2.99427832,0.00007166,0.05336067,0.26542899,1.38148482,0.00680582,0.25970547,0.92602722,1.25964782
-2.62631316,2.97087275,0.00008456,0.05309277,0.26130110,1.36206439,0.00670231,0.25619777,0.92150450,1.25678369
-2.62031016,2.93926374,0.00010064,0.05270066,0.25637146,1.33908731,0.00657970,0.25201147,0.91409197,1.25031194
-2.61430715,2.90020816,0.00012041,0.05219037,0.25073827,1.31299929,0.00643961,0.24723767,0.90400186,1.24049182
-2.60830415,2.85446436,0.00014448,0.05156765,0.24450038,1.28422912,0.00628385,0.24196372,0.89146264,1.22759391
-2.60230115,2.80276041,0.00017350,0.05083769,0.23775373,1.25317434,0.00611432,0.23627028,0.87670751,1.21188632
-2.59629815,2.74576882,0.00020822,0.05000481,0.23058840,1.22019068,0.00593297,0.23022915,0.85996442,1.19362304
-2.59029515,2.68408876,0.00024945,0.04907245,0.22308638,1.18558531,0.00574167,0.22390184,0.84144818,1.17303533
-2.58429215,2.61823637,0.00029804,0.04804312,0.21532003,1.14961432,0.00554219,0.21733894,0.82135481,1.15032607
-2.57828914,2.54864293,0.00035489,0.04691865,0.20735143,1.11248399,0.00533613,0.21058032,0.79985831,1.12566749
-2.57228614,2.47566035,0.00042088,0.04570035,0.19923234,1.07435545,0.00512495,0.20365593,0.77710976,1.09920187
-2.56628314,2.39957279,0.00049692,0.04438947,0.19100494,1.03535221,0.00490992,0.19658726,0.75323855,1.07104504
-2.56028014,2.32061284,0.00058383,0.04298748,0.18270299,0.99556957,0.00469214,0.18938919,0.72835537,1.04129196
-2.55427714,2.23898079,0.00068235,0.04149658,0.17435343,0.95508516,0.00447258,0.18207206,0.70255654,1.01002389
-2.54827414,2.15486494,0.00079311,0.03992001,0.16597816,0.91396970,0.00425209,0.17464386,0.67592908,0.97731631
-2.54227114,2.06846130,0.00091654,0.03826239,0.15759592,0.87229703,0.00403144,0.16711239,0.64855615,0.94324698
-2.53626813,1.97999115,0.00105287,0.03652999,0.14922405,0.83015291,0.00381138,0.15948709,0.62052225,0.90790339
-2.53026513,1.88971510,0.00120207,0.03473088,0.14088007,0.78764172,0.00359260,0.15178059,0.59191777,0.87138903
-2.52426213,1.79794280,0.00136379,0.03287491,0.13258292,0.74489097,0.00337584,0.14400985,0.56284262,0.83382808
-2.51825913,1.70503767,0.00153736,0.03097370,0.12435387,0.70205319,0.00316184,0.13619679,0.53340861,0.79536828
-2.51225613,1.61141667,0.00172171,0.02904039,0.11621694,0.65930539,0.00295139,0.12836843,0.50374053,0.75618171
-2.50625313,1.51754527,0.00191542,0.02708937,0.10819901,0.61684617,0.00274530,0.12055662,0.47397581,0.71646365
-2.50025013,1.42392823,0.00211668,0.02513591,0.10032953,0.57489087,0.00254440,0.11279732,0.44426303,0.67642962
-2.49424712,1.33109715,0.00232327,0.02319572,0.09263986,0.53366526,0.00234954,0.10512957,0.41475929,0.63631096
-2.48824412,1.23959566,0.00253264,0.02128454,0.08516245,0.49339823,0.00216156,0.09759424,0.38562675,0.59634927
-2.48224112,1.14996357,0.00274193,0.01941762,0.07792978,0.45431410,0.00198124,0.09023264,0.35702863,0.55679011
-2.47623812,1.06272089,0.00294800,0.01760935,0.07097331,0.41662510,0.00180935,0.08308508,0.32912492,0.51787650
-2.47023512,0.97835292,0.00314757,0.01587284,0.06432240,0.38052439,0.00164653,0.07618955,0.30206821,0.47984255
-2.46423212,0.89729719,0.00333721,0.01421961,0.05800327,0.34618025,0.00149338,0.06958047,0.27599967,0.44290765
-2.45822911,0.81993302,0.00351351,0.01265936,0.05203823,0.31373160,0.00135035,0.06328774,0.25104569,0.40727147
-2.45222611,0.74657405,0.00367318,0.01119980,0.04644495,0.28328500,0.00121783,0.05733596,0.22731510,0.37311011
-2.44622311,0.67746418,0.00381309,0.00984662,0.04123607,0.25491335,0.00109606,0.05174395,0.20489724,0.34057337
-2.44022011,0.61277666,0.00393044,0.00860346,0.03641900,0.22865623,0.00098525,0.04652463,0.18386083,0.30978344
-2.43421711,0.55261647,0.00402282,0.00747207,0.03199594,0.20452164,0.00088548,0.04168500,0.16425374,0.28083475
-2.42821411,0.49702541,0.00408832,0.00645246,0.02796407,0.18248914,0.00079684,0.03722658,0.14610351,0.25379508
-2.42221111,0.44598955,0.00412557,0.00554313,0.02431605,0.16251393,0.00071938,0.03314585,0.12941860,0.22870765
-2.41620810,0.39944850,0.00413382,0.00474134,0.02104051,0.14453186,0.00065319,0.02943498,0.11419023,0.20559415
-2.41020510,0.35730593,0.00411293,0.00404344,0.01812274,0.12846473,0.00059841,0.02608264,0.10039470,0.18445837
-2.40420210,0.31944074,0.00406346,0.00344516,0.01554545,0.11422598,0.00055532,0.02307484,0.08799601,0.16529035
-2.39819910,0.28571838,0.00398655,0.00294195,0.01328951,0.10172624,0.00052432,0.02039585,0.07694867,0.14807072
-2.39219610,0.25600177,0.00388396,0.00252925,0.01133473,0.09087862,0.00050603,0.01802902,0.06720063,0.13277506
-2.38619310,0.23016152,0.00375802,0.00220284,0.00966058,0.08160355,0.00050127,0.01595764,0.05869602,0.11937818
-2.38019010,0.20808497,0.00361148,0.00195902,0.00824687,0.07383299,0.00051115,0.01416562,0.05137781,0.10785798
-2.37418709,0.18968381,0.00344751,0.00179488,0.00707432,0.06751401,0.00053703,0.01263815,0.04519019,0.09819889
-2.36818409,0.17490017,0.00326955,0.00170846,0.00612507,0.06261151,0.00058059,0.01136220,0.04008063,0.09039473
-2.36218109,0.16371087,0.00308123,0.00169886,0.00538310,0.05911013,0.00064380,0.01032691,0.03600149,0.08445079
-2.35617809,0.15612985,0.00288625,0.00176635,0.00483448,0.05701535,0.00072894,0.00952383,0.03291130,0.08038518
-2.35017509,0.15220874,0.00268829,0.00191235,0.00446757,0.05635374,0.00083854,0.00894711,0.03077549,0.07822934
-2.34417209,0.15203537,0.00249091,0.00213948,0.00427312,0.05717231,0.00097536,0.00859347,0.02956675,0.07802754
-2.33816908,0.15573049,0.00229747,0.00245140,0.00424424,0.05953710,0.00114235,0.00846212,0.02926484,0.07983557
-2.33216608,0.16344254,0.00211104,0.00285275,0.00437628,0.06353092,0.00134256,0.00855456,0.02985604,0.08371848
-2.32616308,0.17534063,0.00193436,0.00334891,0.00466665,0.06925028,0.00157904,0.00887426,0.03133207,0.08974734
-2.32016008,0.19160583,0.00176979,0.00394584,0.00511454,0.07680159,0.00185476,0.00942629,0.03368872,0.09799530
-2.31415708,0.21242099,0.00161926,0.00464974,0.00572055,0.08629663,0.00217246,0.01021679,0.03692405,0.10853277
-2.30815408,0.23795920,0.00148427,0.00546680,0.00648631,0.09784736,0.00253455,0.01125250,0.04103642,0.12142210
-2.30215108,0.26837131,0.00136590,0.00640283,0.00741398,0.11156015,0.00294292,0.01254005,0.04602220,0.13671173
-2.29614807,0.30377274,0.00126478,0.00746288,0.00850581,0.12752957,0.00339887,0.01408542,0.05187341,0.15443017
-2.29014507,0.34423015,0.00118114,0.00865093,0.00976356,0.14583185,0.00390287,0.01589318,0.05857543,0.17457996
-2.28414207,0.38974834,0.00111481,0.00996942,0.01118800,0.16651822,0.00445452,0.01796585,0.06610463,0.19713186
-2.27813907,0.44025792,0.00106527,0.01141899,0.01277840,0.18960829,0.00505237,0.02030322,0.07442635,0.22201974
-2.27213607,0.49560438,0.00103168,0.01299806,0.01453201,0.21508381,0.00569385,0.02290175,0.08349311,0.24913609
-2.26613307,0.55553913,0.00101293,0.01470261,0.01644361,0.24288298,0.00637522,0.02575395,0.09324328,0.27832891
-2.26013007,0.61971296,0.00100764,0.01652592,0.01850517,0.27289559,0.00709151,0.02884798,0.10360022,0.30939975
-2.25412706,0.68767253,0.00101428,0.01845842,0.02070550,0.30495935,0.00783654,0.03216723,0.11447206,0.34210345
-2.24812406,0.75886020,0.00103112,0.02048764,0.02303009,0.33885756,0.00860303,0.03569010,0.12575206,0.37614956
-2.24212106,0.83261758,0.00105636,0.02259820,0.02546099,0.37431845,0.00938262,0.03938992,0.13731972,0.41120551
-2.23611806,0.90819279,0.00108811,0.02477197,0.02797689,0.41101625,0.01016609,0.04323507,0.14904248,0.44690154
-2.23011506,0.98475157,0.00112447,0.02698828,0.03055328,0.44857426,0.01094351,0.04718915,0.16077806,0.48283734
-2.22411206,1.06139187,0.00116355,0.02922424,0.03316277,0.48656979,0.01170451,0.05121149,0.17237742,0.51858998
-2.21810905,1.13716168,0.00120353,0.03145514,0.03577553,0.52454112,0.01243849,0.05525768,0.18368806,0.55372319
-2.21210605,1.21107941,0.00124265,0.03365497,0.03835983,0.56199614,0.01313493,0.05928033,0.19455774,0.58779730
-2.20610305,1.28215628,0.00127932,0.03579697,0.04088279,0.59842267,0.01378365,0.06322992,0.20483831,0.62037967
-2.20010005,1.34941980,0.00131208,0.03785422,0.04331106,0.63330003,0.01437513,0.06705582,0.21438955,0.65105516
-2.19409705,1.41193758,0.00133966,0.03980025,0.04561171,0.66611151,0.01490071,0.07070729,0.22308291,0.67943610
-2.18809405,1.46884048,0.00136101,0.04160971,0.04775306,0.69635734,0.01535290,0.07413459,0.23080488,0.70517148
-2.18209105,1.51934435,0.00137527,0.04325894,0.04970560,0.72356774,0.01572550,0.07729010,0.23745993,0.72795505
-2.17608804,1.56276953,0.00138183,0.04472656,0.05144279,0.74731549,0.01601383,0.08012935,0.24297291,0.74753189
-2.17008504,1.59855736,0.00138032,0.04599396,0.05294187,0.76722760,0.01621477,0.08261205,0.24729074,0.76370342
-2.16408204,1.62628335,0.00137059,0.04704577,0.05418461,0.78299561,0.01632684,0.08470300,0.25038348,0.77633074
-2.15807904,1.64566644,0.00135270,0.04787018,0.05515786,0.79438422,0.01635021,0.08637287,0.25224458,0.78533616
-2.15207604,1.65657427,0.00132692,0.04845917,0.05585404,0.80123779,0.01628659,0.08759887,0.25289052,0.79070317
-2.14607304,1.65902444,0.00129373,0.04880871,0.05627147,0.80348454,0.01613918,0.08836519,0.25235980,0.79247496
-2.14007004,1.65318181,0.00125375,0.04891877,0.05641452,0.80113839,0.01591248,0.08866338,0.25071129,0.79075162
-2.13406703,1.63935230,0.00120772,0.04879327,0.05629358,0.79429818,0.01561217,0.08849244,0.24802224,0.78568638
-2.12806403,1.61797340,0.00115652,0.04843993,0.05592491,0.78314457,0.01524487,0.08785881,0.24438587,0.77748115
-2.12206103,1.58960198,0.00110108,0.04787000,0.05533028,0.76793461,0.01481796,0.08677618,0.23990874,0.76638151
-2.11605803,1.55489997,0.00104240,0.04709799,0.05453652,0.74899423,0.01433939,0.08526508,0.23470807,0.75267155
-2.11005503,1.51461839,0.00098147,0.04614126,0.05357487,0.72670902,0.01381744,0.08335243,0.22890895,0.73666859
-2.10405203,1.46958038,0.00091933,0.04501954,0.05248028,0.70151367,0.01326060,0.08107090,0.22264183,0.71871800
-2.09804902,1.42066368,0.00085696,0.04375452,0.05129062,0.67388037,0.01267733,0.07845813,0.21603997,0.69918824
-2.09204602,1.36878311,0.00079533,0.04236929,0.05004584,0.64430675,0.01207602,0.07555597,0.20923728,0.67846611
-2.08604302,1.31487358,0.00073538,0.04088785,0.04878707,0.61330371,0.01146478,0.07240957,0.20236638,0.65695216
-2.08004002,1.25987375,0.00067800,0.03933458,0.04755582,0.58138352,0.01085144,0.06906647,0.19555693,0.63505635
-2.07403702,1.20471100,0.00062406,0.03773378,0.04639311,0.54904876,0.01024344,0.06557571,0.18893429,0.61319380
-2.06803402,1.15028769,0.00057440,0.03610916,0.04533875,0.51678223,0.00964781,0.06198691,0.18261852,0.59178058
-2.06203102,1.09746910,0.00052988,0.03448351,0.04443069,0.48503823,0.00907116,0.05834946,0.17672352,0.57122956
-2.05602801,1.04707307,0.00049136,0.03287828,0.04370443,0.45423551,0.00851967,0.05471170,0.17135657,0.55194616
-2.05002501,0.99986152,0.00045977,0.03131335,0.04319260,0.42475182,0.00799910,0.05112026,0.16661800,0.53432407
-2.04402201,0.95653382,0.00043610,0.02980686,0.04292461,0.39692036,0.00751483,0.04761946,0.16260102,0.51874089
-2.03801901,0.91772204,0.00042147,0.02837507,0.04292647,0.37102802,0.00707184,0.04425087,0.15939179,0.50555378
-2.03201601,0.88398789,0.00041716,0.02703242,0.04322065,0.34731525,0.00667477,0.04105300,0.15706940,0.49509510
-2.02601301,0.85582140,0.00042463,0.02579158,0.04382608,0.32597761,0.00632792,0.03806105,0.15570603,0.48766814
-2.02001001,0.83364099,0.00044558,0.02466369,0.04475821,0.30716862,0.00603529,0.03530692,0.15536702,0.48354301
-2.01400700,0.81779472,0.00048198,0.02365861,0.04602908,0.29100372,0.00580054,0.03281920,0.15611082,0.48295276
-2.00800400,0.80856255,0.00053608,0.02278533,0.04764743,0.27756507,0.00562701,0.03062338,0.15798887,0.48608986
-2.00200100,0.80615921,0.00061049,0.02205231,0.04961881,0.26690681,0.00551772,0.02874206,0.16104526,0.49310294
-1.99599800,0.81073735,0.00070814,0.02146803,0.05194565,0.25906058,0.00547531,0.02719528,0.16531615,0.50409407
-1.98999500,0.82239082,0.00083231,0.02104143,0.05462726,0.25404087,0.00550203,0.02600083,0.17082893,0.51911645
-1.98399200,0.84115755,0.00098666,0.02078237,0.05765975,0.25184991,0.00559968,0.02517460,0.17760118,0.53817269
-1.97798899,0.86702209,0.00117515,0.02070211,0.06103594,0.25248209,0.00576952,0.02473085,0.18563931,0.56121356
-1.97198599,0.89991743,0.00140205,0.02081366,0.06474518,0.25592728,0.00601227,0.02468245,0.19493703,0.58813746
-1.96598299,0.93972605,0.00167187,0.02113214,0.06877305,0.26217337,0.00632797,0.02504101,0.20547371,0.61879047
-1.95997999,0.98628032,0.00198924,0.02167489,0.07310112,0.27120755,0.00671594,0.02581689,0.21721264,0.65296714
-1.95397699,1.03936217,0.00235889,0.02246157,0.07770671,0.28301658,0.00717471,0.02701912,0.23009948,0.69041208
-1.94797399,1.09870229,0.00278542,0.02351409,0.08256261,0.29758589,0.00770194,0.02865509,0.24406081,0.73082240
-1.94197099,1.16397913,0.00327321,0.02485629,0.08763695,0.31489776,0.00829438,0.03073022,0.25900318,0.77385109
-1.93596798,1.23481793,0.00382625,0.02651356,0.09289315,0.33492853,0.00894785,0.03324742,0.27481260,0.81911133
-1.92996498,1.31079014,0.00444788,0.02851220,0.09829004,0.35764520,0.00965717,0.03620646,0.29135473,0.86618196
-1.92396198,1.39141369,0.00514064,0.03087866,0.10378213,0.38300153,0.01041625,0.03960330,0.30847586,0.91461391
-1.91795898,1.47615420,0.00590603,0.03363858,0.10932011,0.41093391,0.01121808,0.04342936,0.32600480,0.96393776
-1.91195598,1.56442769,0.00674427,0.03681573,0.11485152,0.44135719,0.01205481,0.04767078,0.34375558,1.01367224
-1.90595298,1.65560488,0.00765412,0.04043082,0.12032164,0.47416078,0.01291785,0.05230778,0.36153119,1.06333369
-1.89994997,1.74901723,0.00863266,0.04450026,0.12567455,0.50920528,0.01379803,0.05731410,0.37912807,1.11244615
-1.89394697,1.84396484,0.00967514,0.04903485,0.13085433,0.54631976,0.01468571,0.06265660,0.39634139,1.16055201
-1.88794397,1.93972609,0.01077488,0.05403856,0.13580638,0.58530000,0.01557100,0.06829509,0.41297082,1.20722288
-1.88194097,2.03556901,0.01192315,0.05950736,0.14047879,0.62590783,0.01644394,0.07418240,0.42882673,1.25207029
-1.87593797,2.13076396,0.01310923,0.06542818,0.14482368,0.66787164,0.01729473,0.08026472,0.44373637,1.29475605
-1.86993497,2.22459742,0.01432045,0.07177817,0.14879851,0.71088827,0.01811391,0.08648225,0.45754998,1.33500159
-1.86393197,2.31638650,0.01554235,0.07852409,0.15236728,0.75462620,0.01889261,0.09277017,0.47014632,1.37259632
-1.85792896,2.40549357,0.01675887,0.08562220,0.15550154,0.79873013,0.01962272,0.09905985,0.48143757,1.40740416
-1.85192596,2.49134061,0.01795273,0.09301836,0.15818121,0.84282676,0.02029711,0.10528038,0.49137313,1.43936835
-1.84592296,2.57342272,0.01910574,0.10064865,0.16039512,0.88653174,0.02090974,0.11136030,0.49994232,1.46851396
-1.83991996,2.65132020,0.02019929,0.10844033,0.16214135,0.92945750,0.02145586,0.11722945,0.50717561,1.49494800
-1.83391696,2.72470866,0.02121481,0.11631329,0.16342724,0.97122172,0.02193205,0.12282093,0.51314450,1.51885702
-1.82791396,2.79336663,0.02213432,0.12418184,0.16426915,1.01145613,0.02233630,0.12807305,0.51795974,1.54050196
-1.82191096,2.85718022,0.02294097,0.13195680,0.16469192,1.04981523,0.02266806,0.13293116,0.52176819,1.56021058
-1.81590795,2.91614437,0.02361955,0.13954791,0.16472815,1.08598458,0.02292820,0.13734931,0.52474818,1.57836732
-1.80990495,2.97036039,0.02415700,0.14686639,0.16441716,1.11968812,0.02311895,0.14129163,0.52710366,1.59540089
-1.80390195,3.02002955,0.02454285,0.15382752,0.16380386,1.15069431,0.02324384,0.14473331,0.52905723,1.61177006
-1.79789895,3.06544265,0.02476956,0.16035322,0.16293734,1.17882052,0.02330756,0.14766116,0.53084240,1.62794769
-1.79189595,3.10696569,0.02483281,0.16637434,0.16186944,1.20393547,0.02331576,0.15007375,0.53269524,1.64440385
-1.78589295,3.14502178,0.02473166,0.17183275,0.16065314,1.22595955,0.02327492,0.15198100,0.53484575,1.66158820
-1.77988994,3.18006990,0.02446859,0.17668290,0.15934096,1.24486282,0.02319211,0.15340328,0.53750934,1.67991236
-1.77388694,3.21258098,0.02404941,0.18089297,0.15798334,1.26066073,0.02307471,0.15437007,0.54087851,1.69973286
-1.76788394,3.24301225,0.02348307,0.18444532,0.15662697,1.27340792,0.02293024,0.15491823,0.54511529,1.72133510
-1.76188094,3.27178081,0.02278137,0.18733644,0.15531336,1.28319012,0.02276602,0.15508990,0.55034445,1.74491907
-1.75587794,3.29923757,0.02195857,0.18957621,0.15407735,1.29011489,0.02258899,0.15493026,0.55664789,1.77058725
-1.74987494,3.32564282,0.02103085,0.19118660,0.15294597,1.29430154,0.02240539,0.15448512,0.56406041,1.79833525
-1.74387194,3.35114461,0.02001590,0.19219987,0.15193738,1.29587106,0.02222060,0.15379859,0.57256689,1.82804561
-1.73786893,3.37576130,0.01893223,0.19265633,0.15106020,1.29493647,0.02203889,0.15291090,0.58210115,1.85948508
-1.73186593,3.39936935,0.01779872,0.19260190,0.15031309,1.29159457,0.02186328,0.15185648,0.59254650,1.89230565
-1.72586293,3.42169732,0.01663399,0.19208540,0.14968469,1.28591940,0.02169545,0.15066242,0.60373795,1.92604947
-1.71985993,3.44232677,0.01545596,0.19115602,0.14915400,1.27795811,0.02153563,0.14934745,0.61546612,1.96015768
-1.71385693,3.46070058,0.01428136,0.18986077,0.14869109,1.26772946,0.02138262,0.14792141,0.62748266,1.99398297
-1.70785393,3.47613857,0.01312536,0.18824237,0.14825818,1.25522527,0.02123388,0.14638525,0.63950712,2.02680567
-1.70185093,3.48786029,0.01200130,0.18633751,0.14781116,1.24041466,0.02108559,0.14473170,0.65123496,2.05785305
-1.69584792,3.49501416,0.01092052,0.18417561,0.14730141,1.22325097,0.02093288,0.14294629,0.66234656,2.08632115
-1.68984492,3.49671206,0.00989216,0.18177813,0.14667779,1.20368096,0.02077003,0.14100900,0.67251686,2.11139870
-1.68384192,3.49206778,0.00892324,0.17915851,0.14588899,1.18165573,0.02059078,0.13889613,0.68142538,2.13229229
-1.67783892,3.48023804,0.00801866,0.17632264,0.14488579,1.15714258,0.02038860,0.13658253,0.68876623,2.14825213
-1.67183592,3.46046398,0.00718134,0.17326983,0.14362352,1.13013727,0.02015706,0.13404389,0.69425782,2.15859744
-1.66583292,3.43211155,0.00641240,0.16999433,0.14206425,1.10067560,0.01989015,0.13125903,0.69765204,2.16274072
-1.65982991,3.39470881,0.00571140,0.16648702,0.14017892,1.06884386,0.01958262,0.12821216,0.69874236,2.16021003
-1.65382691,3.34797848,0.00507655,0.16273746,0.13794915,1.03478718,0.01923026,0.12489474,0.69737100,2.15066854
-1.64782391,3.29186426,0.00450501,0.15873594,0.13536870,0.99871540,0.01883019,0.12130718,0.69343446,2.13393051
-1.64182091,3.22654978,0.00399315,0.15447557,0.13244453,0.96090602,0.01838108,0.11745994,0.68688780,2.10997335
-1.63581791,3.15246915,0.00353676,0.14995414,0.12919744,0.92170395,0.01788328,0.11337433,0.67774706,2.07894496
-1.62981491,3.07030878,0.00313133,0.14517577,0.12566221,0.88151801,0.01733893,0.10908269,0.66609014,2.04116633
-1.62381191,2.98100039,0.00277223,0.14015224,0.12188735,0.84081447,0.01675199,0.10462810,0.65205600,1.99712907
-1.61780890,2.88570537,0.00245486,0.13490385,0.11793434,0.80010775,0.01612814,0.10006373,0.63584229,1.94748794
-1.61180590,2.78579131,0.00217484,0.12945991,0.11387656,0.75994889,0.01547473,0.09545157,0.61770148,1.89304851
-1.60580290,2.68280157,0.00192807,0.12385875,0.10979786,0.72091222,0.01480053,0.09086099,0.59793573,1.83475049
-1.59979990,2.57841916,0.00171085,0.11814734,0.10579080,0.68358097,0.01411556,0.08636692,0.57689063,1.77364696
-1.59379690,2.47442622,0.00151985,0.11238045,0.10195479,0.64853240,0.01343078,0.08204783,0.55494797,1.71088035
-1.58779390,2.37266076,0.00135222,0.10661953,0.09839398,0.61632306,0.01275778,0.07798365,0.53251787,1.64765591
-1.58179090,2.27497195,0.00120554,0.10093131,0.09521511,0.58747482,0.01210848,0.07425364,0.51003032,1.58521326
-1.57578789,2.18317564,0.00107780,0.09538609,0.09252534,0.56246215,0.01149476,0.07093429,0.48792652,1.52479722
-1.56978489,2.09901125,0.00096741,0.09005603,0.09043006,0.54170095,0.01092816,0.06809734,0.46664998,1.46762845
-1.56378189,2.02410145,0.00087313,0.08501328,0.08903073,0.52553932,0.01041956,0.06580798,0.44663775,1.41487499
-1.55777889,1.95991546,0.00079407,0.08032814,0.08842280,0.51425044,0.00997886,0.06412331,0.42831183,1.36762532
-1.55177589,1.90773686,0.00072960,0.07606732,0.08869371,0.50802751,0.00961473,0.06309097,0.41207082,1.32686372
-1.54577289,1.86863653,0.00067940,0.07229219,0.08992096,0.50698077,0.00933438,0.06274806,0.39828211,1.29344849
-1.53976988,1.84345096,0.00064334,0.06905736,0.09217027,0.51113649,0.00914337,0.06312044,0.38727454,1.26809356
-1.53376688,1.83276633,0.00062151,0.06640932,0.09549382,0.52043776,0.00904545,0.06422222,0.37933159,1.25135372
-1.52776388,1.83690813,0.00061417,0.06438533,0.09992865,0.53474674,0.00904249,0.06605554,0.37468541,1.24361391
-1.52176088,1.85593645,0.00062176,0.06301258,0.10549512,0.55384839,0.00913435,0.06861075,0.37351150,1.24508247
-1.51575788,1.88964663,0.00064486,0.06230750,0.11219562,0.57745512,0.00931896,0.07186675,0.37592429,1.25578851
-1.50975488,1.93757495,0.00068417,0.06227543,0.12001337,0.60521252,0.00959227,0.07579163,0.38197368,1.27558324
-1.50375188,1.99900916,0.00074053,0.06291043,0.12891159,0.63670574,0.00994841,0.08034359,0.39164262,1.30414508
-1.49774887,2.07300351,0.00081489,0.06419538,0.13883288,0.67146653,0.01037972,0.08547207,0.40484584,1.34098843
-1.49174587,2.15839783,0.00090832,0.06610232,0.14969905,0.70898083,0.01087700,0.09111899,0.42142990,1.38547562
-1.48574287,2.25384054,0.00102193,0.06859299,0.16141137,0.74869683,0.01142966,0.09722028,0.44117454,1.43683198
-1.47973987,2.35781509,0.00115694,0.07161954,0.17385132,0.79003362,0.01202597,0.10370747,0.46379563,1.49416347
