energy_ev,total_up,As_p_up,As_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-6.00000000,2.08282835,0.21403305,0.00000000,0.72705410,1.56084301,0.00959613,0.23790748
-5.99399700,2.00217970,0.20521516,0.00000000,0.70744254,1.49599807,0.00895077,0.23120649
-5.98799400,1.91731545,0.19617865,0.00000000,0.68584516,1.42819769,0.00830909,0.22393958
-5.98199100,1.82873105,0.18692305,0.00000000,0.66225708,1.35791884,0.00767645,0.21609986
-5.97598799,1.73703802,0.17746429,0.00000000,0.63674107,1.28571235,0.00705777,0.20770066
-5.96998499,1.64294504,0.16783329,0.00000000,0.60942398,1.21218659,0.00645748,0.19877482
-5.96398199,1.54723641,0.15807409,0.00000000,0.58049106,1.13798969,0.00587945,0.18937353
-5.95797899,1.45074894,0.14824169,0.00000000,0.55017856,1.06379125,0.00532699,0.17956434
-5.95197599,1.35434811,0.13839974,0.00000000,0.51876490,0.99026418,0.00480280,0.16942886
-5.94597299,1.25890458,0.12861810,0.00000000,0.48656087,0.91806748,0.00430900,0.15906001
-5.93996998,1.16527201,0.11897041,0.00000000,0.45389933,0.84783056,0.00384714,0.14855902
-5.93396698,1.07426685,0.10953174,0.00000000,0.42112482,0.78013962,0.00341819,0.13803233
-5.92796398,0.98665100,0.10037646,0.00000000,0.38858349,0.71552657,0.00302263,0.12758855
-5.92196098,0.90311768,0.09157630,0.00000000,0.35661378,0.65446074,0.00266046,0.11733557
-5.91595798,0.82428104,0.08319872,0.00000000,0.32553815,0.59734357,0.00233124,0.10737784
-5.90995498,0.75066946,0.07530562,0.00000000,0.29565610,0.54450618,0.00203421,0.09781415
-5.90395198,0.68272263,0.06795236,0.00000000,0.26723863,0.49620981,0.00176828,0.08873572
-5.89794897,0.62079223,0.06118712,0.00000000,0.24052427,0.45264877,0.00153215,0.08022472
-5.89194597,0.56514562,0.05505055,0.00000000,0.21571665,0.41395553,0.00132433,0.07235334
-5.88594297,0.51597227,0.04957576,0.00000000,0.19298351,0.38020750,0.00114324,0.06518322
-5.87993997,0.47339205,0.04478846,0.00000000,0.17245706,0.35143506,0.00098723,0.05876530
-5.87393697,0.43746491,0.04070730,0.00000000,0.15423542,0.32763000,0.00085466,0.05314004
-5.86793397,0.40820103,0.03734433,0.00000000,0.13838493,0.30875420,0.00074396,0.04833787
-5.86193097,0.38557078,0.03470551,0.00000000,0.12494313,0.29474765,0.00065361,0.04437985
-5.85592796,0.36951393,0.03279117,0.00000000,0.11392198,0.28553557,0.00058225,0.04127846
-5.84992496,0.35994730,0.03159651,0.00000000,0.10531126,0.28103400,0.00052866,0.03903834
-5.84392196,0.35677057,0.03111190,0.00000000,0.09908172,0.28115382,0.00049176,0.03765707
-5.83791896,0.35986984,0.03132311,0.00000000,0.09518796,0.28580271,0.00047068,0.03712577
-5.83191596,0.36911876,0.03221142,0.00000000,0.09357075,0.29488515,0.00046470,0.03742959
-5.82591296,0.38437726,0.03375359,0.00000000,0.09415878,0.30830055,0.00047328,0.03854804
-5.81990995,0.40548802,0.03592167,0.00000000,0.09686973,0.32593944,0.00049601,0.04045505
-5.81390695,0.43227102,0.03868282,0.00000000,0.10161077,0.34767839,0.00053264,0.04311898
-5.80790395,0.46451656,0.04199900,0.00000000,0.10827846,0.37337370,0.00058298,0.04650238
-5.80190095,0.50197755,0.04582675,0.00000000,0.11675819,0.40285462,0.00064694,0.05056174
-5.79589795,0.54436143,0.05011697,0.00000000,0.12692337,0.43591647,0.00072444,0.05524718
-5.78989495,0.59132271,0.05481484,0.00000000,0.13863451,0.47231434,0.00081540,0.06050217
-5.78389195,0.64245679,0.05986000,0.00000000,0.15173841,0.51175791,0.00091971,0.06626339
-5.77788894,0.69729571,0.06518681,0.00000000,0.16606759,0.55390788,0.00103716,0.07246075
-5.77188594,0.75530648,0.07072504,0.00000000,0.18144035,0.59837457,0.00116743,0.07901766
-5.76588294,0.81589267,0.07640072,0.00000000,0.19766144,0.64471908,0.00131008,0.08585167
-5.75987994,0.87839933,0.08213737,0.00000000,0.21452356,0.69245708,0.00146449,0.09287536
-5.75387694,0.94212177,0.08785751,0.00000000,0.23180989,0.74106562,0.00162987,0.09999771
-5.74787394,1.00631790,0.09348447,0.00000000,0.24929751,0.78999266,0.00180526,0.10712576
-5.74187094,1.07022409,0.09894436,0.00000000,0.26676193,0.83866929,0.00198953,0.11416669
-5.73586793,1.13307406,0.10416824,0.00000000,0.28398241,0.88652411,0.00218137,0.12103017
-5.72986493,1.19412009,0.10909446,0.00000000,0.30074819,0.93299938,0.00237934,0.12763102
-5.72386193,1.25265582,0.11367084,0.00000000,0.31686517,0.97756820,0.00258191,0.13389191
-5.71785893,1.30803962,0.11785690,0.00000000,0.33216303,1.01975193,0.00278743,0.13974623
-5.71185593,1.35971745,0.12162585,0.00000000,0.34650228,1.05913713,0.00299425,0.14514079
-5.70585293,1.40724403,0.12496619,0.00000000,0.35978103,1.09539106,0.00320069,0.15003840
-5.69984992,1.45030136,0.12788308,0.00000000,0.37194107,1.12827501,0.00340512,0.15442005
-5.69384692,1.48871334,0.13039904,0.00000000,0.38297286,1.15765454,0.00360598,0.15828662
-5.68784392,1.52245571,0.13255425,0.00000000,0.39291919,1.18350620,0.00380179,0.16166003
-5.68184092,1.55166051,0.13440613,0.00000000,0.40187703,1.20592010,0.00399122,0.16458371
-5.67583792,1.57661462,0.13602832,0.00000000,0.40999754,1.22509798,0.00417305,0.16712225
-5.66983492,1.59775206,0.13750901,0.00000000,0.41748381,1.24134685,0.00434621,0.16936031
-5.66383192,1.61564026,0.13894860,0.00000000,0.42458641,1.25506821,0.00450977,0.17140060
-5.65782891,1.63096048,0.14045683,0.00000000,0.43159672,1.26674322,0.00466291,0.17336119
-5.65182591,1.64448331,0.14214939,0.00000000,0.43883807,1.27691443,0.00480494,0.17537193
-5.64582291,1.65703992,0.14414411,0.00000000,0.44665503,1.28616478,0.00493524,0.17757032
-5.63981991,1.66949043,0.14655686,0.00000000,0.45540110,1.29509489,0.00505326,0.18009684
-5.63381691,1.68269069,0.14949742,0.00000000,0.46542515,1.30429943,0.00515849,0.18308996
-5.62781391,1.69745881,0.15306522,0.00000000,0.47705735,1.31434394,0.00525046,0.18668090
-5.62181091,1.71454313,0.15734544,0.00000000,0.49059487,1.32574292,0.00532868,0.19098861
-5.61580790,1.73459293,0.16240535,0.00000000,0.50628814,1.33894026,0.00539268,0.19611481
-5.60980490,1.75813319,0.16829127,0.00000000,0.52432817,1.35429308,0.00544198,0.20213971
-5.60380190,1.78554471,0.17502611,0.00000000,0.54483564,1.37205941,0.00547609,0.20911825
-5.59779890,1.81705025,0.18260780,0.00000000,0.56785216,1.39239045,0.00549458,0.21707732
-5.59179590,1.85270752,0.19100850,0.00000000,0.59333426,1.41532771,0.00549703,0.22601383
-5.58579290,1.89240901,0.20017484,0.00000000,0.62115046,1.44080495,0.00548310,0.23589408
-5.57978989,1.93588892,0.21002902,0.00000000,0.65108162,1.46865481,0.00545254,0.24665407
-5.57378689,1.98273639,0.22047093,0.00000000,0.68282461,1.49861966,0.00540522,0.25820109
-5.56778389,2.03241456,0.23138097,0.00000000,0.71599940,1.53036599,0.00534119,0.27041639
-5.56178089,2.08428427,0.24262375,0.00000000,0.75015914,1.56350160,0.00526064,0.28315877
-5.55577789,2.13763117,0.25405222,0.00000000,0.78480298,1.59759435,0.00516397,0.29626902
-5.54977489,2.19169481,0.26551219,0.00000000,0.81939111,1.63219180,0.00505179,0.30957501
-5.54377189,2.24569818,0.27684710,0.00000000,0.85336133,1.66684026,0.00492488,0.32289706
-5.53776888,2.29887618,0.28790264,0.00000000,0.88614652,1.70110251,0.00478425,0.33605354
-5.53176588,2.35050163,0.29853108,0.00000000,0.91719220,1.73457307,0.00463106,0.34886625
-5.52576288,2.39990742,0.30859520,0.00000000,0.94597349,1.76689040,0.00446664,0.36116543
-5.51975988,2.44650402,0.31797153,0.00000000,0.97201057,1.79774520,0.00429244,0.37279417
-5.51375688,2.48979130,0.32655276,0.00000000,0.99488223,1.82688481,0.00411001,0.38361197
-5.50775388,2.52936465,0.33424935,0.00000000,1.01423678,1.85411333,0.00392096,0.39349736
-5.50175088,2.56491504,0.34099024,0.00000000,1.02979991,1.87928781,0.00372691,0.40234959
-5.49574787,2.59622369,0.34672262,0.00000000,1.04137941,1.90231092,0.00352949,0.41008914
-5.48974487,2.62315182,0.35141101,0.00000000,1.04886649,1.92312082,0.00333029,0.41665735
-5.48374187,2.64562667,0.35503564,0.00000000,1.05223393,1.94167899,0.00313085,0.42201515
-5.47773887,2.66362496,0.35759033,0.00000000,1.05153128,1.95795722,0.00293261,0.42614112
-5.47173587,2.67715523,0.35908012,0.00000000,1.04687758,1.97192462,0.00273693,0.42902893
-5.46573287,2.68624046,0.35951885,0.00000000,1.03845205,1.98353597,0.00254507,0.43068470
-5.45972986,2.69090254,0.35892678,0.00000000,1.02648347,1.99272219,0.00235817,0.43112415
-5.45372686,2.69114977,0.35732863,0.00000000,1.01123884,1.99938400,0.00217729,0.43037005
-5.44772386,2.68696844,0.35475204,0.00000000,0.99301199,2.00338931,0.00200336,0.42844999
-5.44172086,2.67831944,0.35122660,0.00000000,0.97211280,2.00457485,0.00183723,0.42539481
-5.43571786,2.66513997,0.34678354,0.00000000,0.94885747,2.00275202,0.00167967,0.42123753
-5.42971486,2.64735073,0.34145603,0.00000000,0.92356029,1.99771700,0.00153138,0.41601316
-5.42371186,2.62486786,0.33528003,0.00000000,0.89652729,1.98926444,0.00139300,0.40975903
-5.41770885,2.59761913,0.32829565,0.00000000,0.86805165,1.97720406,0.00126509,0.40251587
-5.41170585,2.56556306,0.32054874,0.00000000,0.83841112,1.96137923,0.00114822,0.39432926
-5.40570285,2.52870973,0.31209267,0.00000000,0.80786715,1.94168627,0.00104288,0.38525142
-5.39969985,2.48714176,0.30298994,0.00000000,0.77666547,1.91809325,0.00094956,0.37534311
-5.39369685,2.44103370,0.29331362,0.00000000,0.74503778,1.89065700,0.00086874,0.36467534
-5.38769385,2.39066851,0.28314826,0.00000000,0.71320413,1.85953706,0.00080087,0.35333085
-5.38169085,2.33644940,0.27259019,0.00000000,0.68137562,1.82500553,0.00074638,0.34140495
-5.37568784,2.27890613,0.26174716,0.00000000,0.64975679,1.78745179,0.00070570,0.32900578
-5.36968484,2.21869469,0.25073711,0.00000000,0.61854761,1.74738158,0.00067921,0.31625370
-5.36368184,2.15658991,0.23968624,0.00000000,0.58794456,1.70541006,0.00066727,0.30327991
-5.35767884,2.09347098,0.22872634,0.00000000,0.55814067,1.66224873,0.00067020,0.29022417
-5.35167584,2.03030020,0.21799142,0.00000000,0.52932444,1.61868678,0.00068824,0.27723187
-5.34567284,1.96809557,0.20761400,0.00000000,0.50167757,1.57556729,0.00072155,0.26445037
