energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.90395198,8.15535410,0.00389652,2.00801409,1.14005872,0.29205170,2.64858666,3.32202502,0.03509859,1.96885875
-5.89794897,8.13803260,0.00381993,2.00420326,1.15213569,0.29440298,2.65797909,3.31185026,0.03287712,1.96495030
-5.89194597,8.09242461,0.00375478,1.99035083,1.16131181,0.29594942,2.65771592,3.28524313,0.03088073,1.95823687
-5.88594297,8.01899381,0.00370499,1.96684963,1.16758431,0.29658357,2.64827140,3.24276030,0.02909759,1.94848770
-5.87993997,7.91895986,0.00367439,1.93434376,1.17100035,0.29622439,2.63040589,3.18535590,0.02751630,1.93556544
-5.87393697,7.79426190,0.00366659,1.89370713,1.17165646,0.29481995,2.60513770,3.11435230,0.02612621,1.91943315
-5.86793397,7.64749513,0.00368495,1.84601365,1.16969632,0.29234923,2.57370390,3.03139809,0.02491780,1.90015690
-5.86193097,7.48182262,0.00373245,1.79250044,1.16530654,0.28882259,2.53751173,2.93841506,0.02388278,1.87790390
-5.85592796,7.30086595,0.00381163,1.73452547,1.15871061,0.28428113,2.49808269,2.83753613,0.02301420,1.85293601
-5.84992496,7.10857893,0.00392453,1.67352146,1.15016115,0.27879489,2.45699185,2.73103683,0.02230631,1.82559889
-5.84392196,6.90910995,0.00407262,1.61094791,1.13993069,0.27245995,2.41580507,2.62126293,0.02175449,1.79630735
-5.83791896,6.70665854,0.00425681,1.54824328,1.12830136,0.26539464,2.37601717,2.51055730,0.02135497,1.76552746
-5.83191596,6.50533246,0.00447733,1.48677930,1.11555405,0.25773499,2.33899392,2.40118868,0.02110465,1.73375654
-5.82591296,6.30901145,0.00473381,1.42781917,1.10195751,0.24962965,2.30592056,2.29528528,0.02100075,1.70150178
-5.81990995,6.12122329,0.00502523,1.37248138,1.08775812,0.24123446,2.27775936,2.19477564,0.02104061,1.66925893
-5.81390695,5.94503742,0.00534995,1.32171038,1.07317071,0.23270702,2.25521799,2.10133888,0.02122138,1.63749188
-5.80790395,5.78298036,0.00570578,1.27625525,1.05837114,0.22420133,2.23873035,2.01636605,0.02153988,1.60661443
-5.80190095,5.63697611,0.00608996,1.23665678,1.04349110,0.21586288,2.22845040,1.94093375,0.02199236,1.57697503
-5.79589795,5.50831344,0.00649931,1.20324340,1.02861522,0.20782423,2.22425921,1.87579064,0.02257442,1.54884519
-5.78989495,5.39764084,0.00693024,1.17613571,1.01378099,0.20020138,2.22578463,1.82135689,0.02328095,1.52241226
-5.78389195,5.30498813,0.00737886,1.15525903,0.99898117,0.19309090,2.23243235,1.77773614,0.02410605,1.49777649
-5.77788894,5.22981312,0.00784106,1.14036317,0.98416874,0.18656803,2.24342662,1.74473882,0.02504307,1.47495266
-5.77188594,5.17106992,0.00831262,1.13104824,0.96926391,0.18068560,2.25785839,1.72191569,0.02608464,1.45387568
-5.76588294,5.12729493,0.00878927,1.12679511,0.95416279,0.17547397,2.27473819,1.70859936,0.02722268,1.43440974
-5.75987994,5.09670566,0.00926678,1.12699897,0.93874712,0.17094169,2.29305115,1.70395199,0.02844843,1.41636030
-5.75387694,5.07730716,0.00974104,1.13100432,0.92289442,0.16707697,2.31181119,1.70701669,0.02975250,1.39948798
-5.74787394,5.06700049,0.01020808,1.13813985,0.90648793,0.16384972,2.33011166,1.71677021,0.03112484,1.38352340
-5.74187094,5.06368781,0.01066418,1.14775140,0.88942569,0.16121412,2.34717003,1.73217440,0.03255467,1.36818212
-5.73586793,5.06536933,0.01110582,1.15923179,0.87162835,0.15911143,2.36236434,1.75222431,0.03403050,1.35317877
-5.72986493,5.07022734,0.01152973,1.17204604,0.85304511,0.15747305,2.37525991,1.77599062,0.03553997,1.33823962
-5.72386193,5.07669422,0.01193288,1.18575100,0.83365769,0.15622360,2.38562506,1.80265469,0.03706978,1.32311316
-5.71785893,5.08350154,0.01231249,1.20000868,0.81348216,0.15528392,2.39343547,1.83153472,0.03860560,1.30757812
-5.71185593,5.08970905,0.01266596,1.21459279,0.79256870,0.15457389,2.39886710,1.86210225,0.04013193,1.29144904
-5.70585293,5.09471312,0.01299088,1.22938845,0.77099945,0.15401497,2.40227858,1.89398822,0.04163213,1.27457934
-5.69984992,5.09823568,0.01328503,1.24438535,0.74888481,0.15353250,2.40418419,1.92697898,0.04308837,1.25686213
-5.69384692,5.10029542,0.01354632,1.25966483,0.72635864,0.15305759,2.40521923,1.96100263,0.04448171,1.23822924
-5.68784392,5.10116411,0.01377284,1.27538195,0.70357276,0.15252872,2.40609980,1.99610691,0.04579228,1.21864898
-5.68184092,5.10131165,0.01396281,1.29174357,0.68069129,0.15189297,2.40757949,2.03243008,0.04699954,1.19812307
-5.67583792,5.10134374,0.01411471,1.30898389,0.65788522,0.15110705,2.41040530,2.07016692,0.04808266,1.17668346
-5.66983492,5.10193657,0.01422722,1.32733879,0.63532768,0.15013791,2.41527540,2.10953174,0.04902092,1.15438936
-5.66383192,5.10377273,0.01429938,1.34702069,0.61319010,0.14896329,2.42280087,2.15072103,0.04979437,1.13132497
-5.65782891,5.10748219,0.01433062,1.36819527,0.59163955,0.14757191,2.43347365,2.19387781,0.05038433,1.10759807
-5.65182591,5.11359203,0.01432083,1.39096141,0.57083724,0.14596366,2.44764215,2.23906013,0.05077416,1.08333964
-5.64582291,5.12248747,0.01427051,1.41533568,0.55093806,0.14414949,2.46549586,2.28621540,0.05094988,1.05870444
-5.63981991,5.13438621,0.01418079,1.44124204,0.53209122,0.14215130,2.48705955,2.33516234,0.05090087,1.03387228
-5.63381691,5.14932717,0.01405355,1.46850755,0.51444140,0.14000163,2.51219720,2.38558147,0.05062048,1.00904978
-5.62781391,5.16717349,0.01389142,1.49686415,0.49813047,0.13774318,2.54062530,2.43701475,0.05010655,0.98447216
-5.62181091,5.18762911,0.01369785,1.52595652,0.48329908,0.13542832,2.57193450,2.48887440,0.04936180,0.96040473
-5.61580790,5.21026721,0.01347706,1.55535539,0.47008814,0.13311830,2.60561849,2.54046021,0.04839417,0.93714349
-5.60980490,5.23456825,0.01323402,1.58457570,0.45863967,0.13088238,2.64110827,2.59098440,0.04721686,0.91501475
-5.60380190,5.25996481,0.01297433,1.61309837,0.44909689,0.12879679,2.67781001,2.63960247,0.04584832,0.89437332
-5.59779890,5.28589016,0.01270417,1.64039456,0.44160349,0.12694347,2.71514454,2.68544823,0.04431200,0.87559911
-5.59179590,5.31182766,0.01243007,1.66595113,0.43630190,0.12540872,2.75258643,2.72767104,0.04263600,0.85909237
-5.58579290,5.33735784,0.01215880,1.68929578,0.43333082,0.12428173,2.78970082,2.76547316,0.04085249,0.84526738
-5.57978989,5.36220080,0.01189713,1.71002069,0.43282201,0.12365291,2.82617633,2.79814531,0.03899715,0.83454507
-5.57378689,5.38625170,0.01165169,1.72780352,0.43489664,0.12361234,2.86185266,2.82509857,0.03710837,0.82734491
-5.56778389,5.40960788,0.01142870,1.74242470,0.43966157,0.12424807,2.89674176,2.84589124,0.03522651,0.82407640
-5.56178089,5.43258655,0.01123387,1.75378037,0.44720572,0.12564454,2.93104191,2.86024947,0.03339307,0.82513073
-5.55577789,5.45573287,0.01107218,1.76189046,0.45759697,0.12788114,2.96514435,2.86808102,0.03164997,0.83087304
-5.54977489,5.47981848,0.01094779,1.76690176,0.47087978,0.13103082,2.99963217,2.86948183,0.03003872,0.84163573
-5.54377189,5.50583108,0.01086394,1.76908597,0.48707378,0.13515895,3.03527196,2.86473553,0.02859980,0.85771296
-5.53776888,5.53495601,0.01082289,1.76883309,0.50617348,0.14032244,3.07299830,2.85430631,0.02737206,0.87935682
-5.53176588,5.56855091,0.01082594,1.76664053,0.52814903,0.14656893,3.11389186,2.83882590,0.02639221,0.90677495
-5.52576288,5.60811458,0.01087344,1.76309854,0.55294806,0.15393636,3.15915161,2.81907549,0.02569442,0.94012970
-5.51975988,5.65525102,0.01096488,1.75887273,0.58049837,0.16245259,3.21006192,2.79596361,0.02531003,0.97953847
-5.51375688,5.71162985,0.01109896,1.75468413,0.61071117,0.17213528,3.26795518,2.77050103,0.02526730,1.02507493
-5.50775388,5.77894348,0.01127374,1.75128775,0.64348457,0.18299176,3.33417084,2.74377343,0.02559127,1.07677068
-5.50175088,5.85886196,0.01148673,1.74945009,0.67870700,0.19501913,3.41001149,2.71691302,0.02630360,1.13461677
-5.49574787,5.95298582,0.01173506,1.74992628,0.71626002,0.20820412,3.49669683,2.69106949,0.02742257,1.19856471
-5.48974487,6.06279718,0.01201559,1.75343737,0.75602032,0.22252315,3.59531657,2.66738110,0.02896290,1.26852635
-5.48374187,6.18960978,0.01232498,1.76064821,0.79786055,0.23794210,3.70678311,2.64694632,0.03093576,1.34437246
-5.47773887,6.33451823,0.01265986,1.77214648,0.84164873,0.25441608,3.83178531,2.63079641,0.03334858,1.42592960
-5.47173587,6.49834744,0.01301678,1.78842306,0.88724622,0.27188902,3.97074464,2.61986916,0.03620498,1.51297545
-5.46573287,6.68160312,0.01339236,1.80985442,0.93450431,0.29029321,4.12377531,2.61498433,0.03950454,1.60523250
-5.45972986,6.88442484,0.01378321,1.83668727,0.98325945,0.30954866,4.29064989,2.61682092,0.04324263,1.70236069
-5.45372686,7.10654334,0.01418596,1.86902588,1.03332765,0.32956260,4.47077237,2.62589670,0.04741018,1.80394928
-5.44772386,7.34724410,0.01459721,1.90682266,1.08449825,0.35022885,4.66316018,2.64255062,0.05199344,1.90950883
-5.44172086,7.60533932,0.01501353,1.94987224,1.13652777,0.37142745,4.86643698,2.66692836,0.05697378,2.01846388
-5.43571786,7.87915063,0.01543135,1.99780960,1.18913419,0.39302453,5.07883751,2.69897188,0.06232750,2.13014735
-5.42971486,8.16650466,0.01584698,2.05011240,1.24199244,0.41487242,5.29822558,2.73841332,0.06802574,2.24379738
-5.42371186,8.46474326,0.01625655,2.10610801,1.29473149,0.43681026,5.52212576,2.78477396,0.07403444,2.35855740
-5.41770885,8.77074984,0.01665601,2.16498504,1.34693361,0.45866507,5.74776868,2.83736861,0.08031443,2.47348011
-5.41170585,9.08099266,0.01704114,2.22580957,1.39813613,0.48025336,5.97214934,2.89531582,0.08682174,2.58753582
-5.40570285,9.39158488,0.01740754,2.28754560,1.44783593,0.50138334,6.19209691,2.95755404,0.09350791,2.69962535
-5.39969985,9.69836069,0.01775074,2.34907951,1.49549673,0.52185770,6.40435405,3.02286352,0.10032066,2.80859754
-5.39369685,9.99696582,0.01806624,2.40924756,1.54055905,0.54147687,6.60566292,3.08989377,0.10720460,2.91327093
-5.38769385,10.28295966,0.01834960,2.46686596,1.58245255,0.56004288,6.79285474,3.15719572,0.11410217,3.01245917
-5.38169085,10.55192588,0.01859655,2.52076206,1.62061035,0.57736343,6.96293936,3.22325789,0.12095475,3.10499923
-5.37568784,10.79958748,0.01880309,2.56980601,1.65448465,0.59325631,7.11319090,3.28654525,0.12770388,3.18978148
-5.36968484,11.02192184,0.01896559,2.61294125,1.68356303,0.60755387,7.24122598,3.34553962,0.13429260,3.26578020
-5.36368184,11.21527135,0.01908091,2.64921308,1.70738456,0.62010740,7.34507094,3.39878003,0.14066682,3.33208346
-5.35767884,11.37644495,0.01914649,2.67779385,1.72555510,0.63079123,7.42321522,3.44490164,0.14677671,3.38792087
-5.35167584,11.50280632,0.01916041,2.69800403,1.73776085,0.63950642,7.47464837,3.48267177,0.15257803,3.43268792
-5.34567284,11.59234518,0.01912144,2.70932827,1.74377963,0.64618376,7.49887941,3.51102162,0.15803334,3.46596572
-5.33966983,11.64372853,0.01902910,2.71142592,1.74348915,0.65078613,7.49593770,3.52907260,0.16311297,3.48753509
-5.33366683,11.65632973,0.01888365,2.70413565,1.73687209,0.65330976,7.46635574,3.53615623,0.16779581,3.49738430
-5.32766383,11.63023445,0.01868608,2.68747430,1.72401745,0.65378474,7.41113496,3.53182713,0.17206975,3.49570987
-5.32166083,11.56622329,0.01843809,2.66162995,1.70511835,0.65227423,7.33169657,3.51586849,0.17593177,3.48291024
-5.31565783,11.46573204,0.01814202,2.62695001,1.68046624,0.64887282,7.22982013,3.48829038,0.17938767,3.45957260
-5.30965483,11.33079166,0.01780079,2.58392472,1.65044195,0.64370374,7.10757297,3.44932084,0.18245141,3.42645309
-5.30365183,11.16395064,0.01741784,2.53316719,1.61550385,0.63691521,6.96723397,3.39939063,0.18514402,3.38445137
-5.29764882,10.96818334,0.01699700,2.47539081,1.57617387,0.62867587,6.81121538,3.33911230,0.18749224,3.33458046
-5.29164582,10.74678837,0.01654243,2.41138513,1.53302192,0.61916970,6.64198595,3.26925480,0.18952682,3.27793317
-5.28564282,10.50328134,0.01605850,2.34199124,1.48664944,0.60859041,6.46199879,3.19071471,0.19128061,3.21564652
-5.27963982,10.24128650,0.01554970,2.26807764,1.43767285,0.59713561,6.27362659,3.10448542,0.19278650,3.14886564
-5.27363682,9.96443162,0.01502057,2.19051751,1.38670751,0.58500103,6.07910637,3.01162563,0.19407544,3.07870875
-5.26763382,9.67625013,0.01447557,2.11016810,1.33435284,0.57237500,5.88049529,2.91322830,0.19517439,3.00623464
-5.26163082,9.38009417,0.01391899,2.02785280,1.28117916,0.55943339,5.67963836,2.81039134,0.19610467,2.93241395
-5.25562781,9.07906146,0.01335496,1.94434644,1.22771659,0.54633535,5.47814833,2.70419105,0.19688046,2.85810556
-5.24962481,8.77593818,0.01278729,1.86036387,1.17444635,0.53321976,5.27739710,2.59565902,0.19750781,2.78403873
-5.24362181,8.47315929,0.01221949,1.77655203,1.12179457,0.52020293,5.07851793,2.48576333,0.19798413,2.71080192
-5.23761881,8.17278673,0.01165472,1.69348538,1.07012867,0.50737719,4.88241689,2.37539425,0.19829820,2.63883818
-5.23161581,7.87650533,0.01109574,1.61166439,1.01975608,0.49481074,4.68979197,2.26535480,0.19843069,2.56844742
-5.22561281,7.58563524,0.01054496,1.53151686,0.97092527,0.48254853,4.50115791,2.15635594,0.19835532,2.49979482
-5.21960980,7.30115903,0.01000439,1.45340162,0.92382865,0.47061422,4.31687477,2.04901629,0.19804043,2.43292503
-5.21360680,7.02376126,0.00947573,1.37761407,0.87860704,0.45901291,4.13717854,1.94386586,0.19745099,2.36778084
-5.20760380,6.75387738,0.00896034,1.30439320,0.83535528,0.44773467,3.96221180,1.84135317,0.19655090,2.30422549
-5.20160080,6.49174918,0.00845931,1.23392946,0.79412867,0.43675849,3.79205319,1.74185516,0.19530551,2.24206717
-5.19559780,6.23748321,0.00797353,1.16637309,0.75494973,0.42605648,3.62674413,1.64568887,0.19368413,2.18108428
-5.18959480,5.99110918,0.00750370,1.10184248,0.71781504,0.41559814,3.46631211,1.55312443,0.19166250,2.12105031
-5.18359180,5.75263523,0.00705043,1.04043207,0.68270176,0.40535435,3.31078983,1.46439807,0.18922492,2.06175695
-5.17758879,5.52209750,0.00661426,0.98221961,0.64957362,0.39530101,3.16022971,1.37972482,0.18636615,2.00303439
-5.17158579,5.29960157,0.00619575,0.92727241,0.61838623,0.38542208,3.01471398,1.29930981,0.18309269,1.94476785
-5.16558279,5.08535442,0.00579548,0.87565243,0.58909149,0.37571186,2.87436035,1.22335776,0.17942360,1.88690982
-5.15957979,4.87968540,0.00541410,0.82742008,0.56164115,0.36617656,2.73932364,1.15208021,0.17539068,1.82948753
-5.15357679,4.68305605,0.00505238,0.78263666,0.53598945,0.35683495,2.60979407,1.08569988,0.17103805,1.77260553
-5.14757379,4.49605864,0.00471117,0.74136542,0.51209486,0.34771823,2.48599264,1.02445232,0.16642111,1.71644364
-5.14157079,4.31940400,0.00439146,0.70367134,0.48992105,0.33886905,2.36816439,0.96858447,0.16160493,1.66125044
-5.13556778,4.15389979,0.00409432,0.66961960,0.46943717,0.33033993,2.25657014,0.91835038,0.15666222,1.60733308
-5.12956478,4.00042053,0.00382093,0.63927304,0.45061748,0.32219097,2.15147737,0.87400436,0.15167086,1.55504392
-5.12356178,3.85987113,0.00357248,0.61268864,0.43344059,0.31448717,2.05315079,0.83579176,0.14671121,1.50476497
-5.11755878,3.73314572,0.00335021,0.58991323,0.41788818,0.30729541,1.96184299,0.80393792,0.14186322,1.45689075
-5.11155578,3.62108386,0.00315534,0.57097877,0.40394362,0.30068123,1.87778563,0.77863582,0.13720360,1.41181066
-5.10555278,3.52442599,0.00298900,0.55589720,0.39159023,0.29470554,1.80118135,0.76003304,0.13280300,1.36989145
-5.09954977,3.44377016,0.00285222,0.54465534,0.38080952,0.28942152,1.73219655,0.74821854,0.12872355,1.33146058
-5.09354677,3.37953168,0.00274589,0.53720994,0.37157939,0.28487159,1.67095516,0.74321013,0.12501653,1.29679126
-5.08754377,3.33190765,0.00267066,0.53348318,0.36387228,0.28108483,1.61753349,0.74494304,0.12172066,1.26608938
-5.08154077,3.30084744,0.00262698,0.53335889,0.35765342,0.27807471,1.57195592,0.75326037,0.11886067,1.23948313
-5.07553777,3.28603076,0.00261502,0.53667963,0.35287923,0.27583739,1.53419167,0.76790592,0.11644652,1.21701532
-5.06953477,3.28685403,0.00263463,0.54324498,0.34949589,0.27435053,1.50415248,0.78851987,0.11447311,1.19863884
-5.06353177,3.30242594,0.00268535,0.55281104,0.34743810,0.27357274,1.48169110,0.81463765,0.11292053,1.18421515
-5.05752876,3.33157249,0.00276635,0.56509144,0.34662827,0.27344369,1.46660073,0.84569245,0.11175487,1.17351603
-5.05152576,3.37285176,0.00287644,0.57975977,0.34697595,0.27388482,1.45861533,0.88102120,0.11092950,1.16622837
-5.04552276,3.42457811,0.00301407,0.59645358,0.34837777,0.27480080,1.45741080,0.91987423,0.11038679,1.16196184
-5.03951976,3.48485511,0.00317730,0.61477973,0.35071779,0.27608155,1.46260698,0.96142840,0.11006028,1.16025919
-5.03351676,3.55161653,0.00336378,0.63432116,0.35386844,0.27760488,1.47377059,1.00480316,0.10987700,1.16060897
-5.02751376,3.62267382,0.00357085,0.65464464,0.35769189,0.27923969,1.49041897,1.04907937,0.10976013,1.16246000
-5.02151076,3.69576878,0.00379543,0.67530943,0.36204198,0.28084950,1.51202450,1.09331998,0.10963172,1.16523737
-5.01550775,3.76862935,0.00403414,0.69587640,0.36676659,0.28229644,1.53801978,1.13659199,0.10941536,1.16835931
-5.00950475,3.83902682,0.00428328,0.71591730,0.37171050,0.28344525,1.56780328,1.17798886,0.10903881,1.17125432
-5.00350175,3.90483210,0.00453890,0.73502384,0.37671857,0.28416753,1.60074537,1.21665251,0.10843642,1.17337817
-4.99749875,3.96406927,0.00479681,0.75281607,0.38163915,0.28434569,1.63619466,1.25179414,0.10755119,1.17422997
-4.99149575,4.01496432,0.00505268,0.76894998,0.38632773,0.28387679,1.67348442,1.28271302,0.10633658,1.17336698
-4.98549275,4.05598751,0.00530206,0.78312367,0.39065058,0.28267592,1.71193908,1.30881264,0.10475775,1.17041758
-4.97948974,4.08588803,0.00554051,0.79508229,0.39448840,0.28067912,1.75088074,1.32961362,0.10279244,1.16509206
-4.97348674,4.10371991,0.00576364,0.80462125,0.39773983,0.27784563,1.78963576,1.34476300,0.10043127,1.15719100
-4.96748374,4.10885883,0.00596722,0.81158788,0.40032474,0.27415952,1.82754144,1.35403974,0.09767759,1.14661104
-4.96148074,4.10100979,0.00614729,0.81588152,0.40218723,0.26963059,1.86395308,1.35735634,0.09454684,1.13334803
-4.95547774,4.08020593,0.00630022,0.81745218,0.40329839,0.26429455,1.89825140,1.35475676,0.09106552,1.11749769
-4.94947474,4.04679953,0.00642282,0.81629805,0.40365854,0.25821246,1.92985078,1.34641095,0.08726973,1.09925396
-4.94347174,4.00144604,0.00651247,0.81246196,0.40329932,0.25146963,1.95820829,1.33260639,0.08320350,1.07890524
-4.93746873,3.94508267,0.00656713,0.80602727,0.40228513,0.24417379,1.98283372,1.31373723,0.07891691,1.05682894
-4.93146573,3.87890280,0.00658547,0.79711347,0.40071433,0.23645298,2.00330065,1.29029157,0.07446407,1.03348469
-4.92546273,3.80432761,0.00656689,0.78587157,0.39871986,0.22845286,2.01925844,1.26283747,0.06990113,1.00940640
-4.91945973,3.72297610,0.00651157,0.77247988,0.39646945,0.22033387,2.03044493,1.23200832,0.06528437,0.98519366
-4.91345673,3.63663459,0.00642049,0.75713997,0.39416516,0.21226815,2.03669936,1.19848797,0.06066844,0.96150248
-4.90745373,3.54722626,0.00629540,0.74007323,0.39204230,0.20443637,2.03797512,1.16299615,0.05610481,0.93903574
-4.90145073,3.45678130,0.00613883,0.72151795,0.39036766,0.19702454,2.03435140,1.12627446,0.05164050,0.91853322
-4.89544772,3.36740755,0.00595400,0.70172678,0.38943675,0.19022081,2.02604317,1.08907304,0.04731712,0.90076130
-4.88944472,3.28126170,0.00574479,0.68096465,0.38957015,0.18421242,2.01340851,1.05213821,0.04317019,0.88650221
-4.88344172,3.20052049,0.00551561,0.65950691,0.39110881,0.17918268,1.99695248,1.01620095,0.03922879,0.87654269
-4.87743872,3.12735155,0.00527134,0.63763744,0.39440809,0.17530813,1.97732678,0.98196627,0.03551547,0.87166205
-4.87143572,3.06388344,0.00501720,0.61564670,0.39983073,0.17275587,1.95532458,0.95010338,0.03204646,0.87261934
-4.86543272,3.01217456,0.00475862,0.59382933,0.40773859,0.17168109,1.93187015,0.92123656,0.02883203,0.88013982
-4.85942971,2.97418077,0.00450115,0.57248140,0.41848337,0.17222475,1.90800303,0.89593671,0.02587707,0.89490059
-4.85342671,2.95172202,0.00425034,0.55189700,0.43239635,0.17451167,1.88485704,0.87471360,0.02318182,0.91751583
-4.84742371,2.94644843,0.00401163,0.53236431,0.44977753,0.17864882,1.86363447,0.85800886,0.02074255,0.94852168
-4.84142071,2.95980670,0.00379024,0.51416108,0.47088444,0.18472416,1.84557629,0.84618982,0.01855242,0.98836157
-4.83541771,2.99300830,0.00359114,0.49754968,0.49592097,0.19280585,1.83192949,0.83954444,0.01660228,1.03737233
-4.82941471,3.04700071,0.00341895,0.48277199,0.52502689,0.20294214,1.82391270,0.83827761,0.01488138,1.09577202
-4.82341171,3.12244365,0.00327796,0.47004415,0.55826831,0.21516194,1.82268181,0.84250909,0.01337813,1.16365012
-4.81740870,3.21969213,0.00317206,0.45955165,0.59562986,0.22947612,1.82929694,0.85227337,0.01208074,1.24096109
-4.81140570,3.33878789,0.00310479,0.45144492,0.63700909,0.24587967,1.84469259,0.86752178,0.01097773,1.32752185
-4.80540270,3.47946101,0.00307939,0.44583573,0.68221336,0.26435475,1.86965224,0.88812708,0.01005845,1.42301405
-4.79939970,3.64114276,0.00309882,0.44279470,0.73096005,0.28487456,1.90478894,0.91389060,0.00931347,1.52699158
-4.79339670,3.82299026,0.00316590,0.44234997,0.78287992,0.30740801,1.95053282,0.94455201,0.00873490,1.63889354
-4.78739370,4.02392315,0.00328334,0.44448736,0.83752422,0.33192512,2.00712631,0.97980155,0.00831661,1.75806281
-4.78139070,4.24267152,0.00345390,0.44915197,0.89437521,0.35840290,2.07462739,1.01929439,0.00805445,1.88376974
-4.77538769,4.47783360,0.00368047,0.45625121,0.95286009,0.38683140,2.15292079,1.06266675,0.00794635,2.01524032
-4.76938469,4.72794112,0.00396623,0.46565922,1.01236788,0.41721985,2.24173661,1.10955306,0.00799234,2.15168791
-4.76338169,4.99152937,0.00431471,0.47722243,1.07226870,0.44960220,2.34067537,1.15960356,0.00819463,2.29234705
-4.75737869,5.26720865,0.00472990,0.49076608,1.13193469,0.48404203,2.44923827,1.21250135,0.00855743,2.43650776
-4.75137569,5.55373310,0.00521635,0.50610133,1.19076163,0.52063603,2.56686088,1.26797801,0.00908690,2.58354857
-4.74537269,5.85006285,0.00577918,0.52303270,1.24819038,0.55951592,2.69294837,1.32582706,0.00979089,2.73296622
-4.73936968,6.15541553,0.00642407,0.54136536,1.30372702,0.60084829,2.82691037,1.38591409,0.01067868,2.88440019
-4.73336668,6.46930316,0.00715726,0.56091202,1.35696059,0.64483203,2.96819318,1.44818302,0.01176056,3.03765013
-4.72736368,6.79155124,0.00798538,0.58149900,1.40757756,0.69169308,3.11630745,1.51265785,0.01304739,3.19268462
-4.72136068,7.12229745,0.00891539,0.60297117,1.45537212,0.74167651,3.27084944,1.57943926,0.01455007,3.34964006
-4.71535768,7.46196841,0.00995425,0.62519553,1.50025162,0.79503567,3.43151437,1.64869625,0.01627885,3.50880884
-4.70935468,7.81123400,0.01110876,0.64806322,1.54223670,0.85201882,3.59810066,1.72065250,0.01824270,3.67061651
-4.70335168,8.17094005,0.01238514,0.67148987,1.58145593,0.91285347,3.77050440,1.79556813,0.02044847,3.83558851
-4.69734867,8.54202153,0.01378870,0.69541422,1.61813515,0.97772882,3.94870393,1.87371730,0.02290016,4.00430711
-4.69134567,8.92539945,0.01532343,0.71979508,1.65258170,1.04677720,4.13273487,1.95536258,0.02559813,4.17736057
-4.68534267,9.32186610,0.01699157,0.74460686,1.68516450,1.12005501,4.32265650,2.04072729,0.02853829,4.35528631
-4.67933967,9.73196390,0.01879314,0.76983375,1.71629063,1.19752443,4.51851116,2.12996700,0.03171149,4.53851104
-4.67333667,10.15586412,0.02072560,0.79546298,1.74637971,1.27903649,4.72027830,2.22314161,0.03510287,4.72729064
-4.66733367,10.59325194,0.02278340,0.82147744,1.77583728,1.36431689,4.92782590,2.32018958,0.03869151,4.92165318
-4.66133067,11.04322456,0.02495774,0.84784806,1.80502854,1.45295526,5.14086156,2.42090556,0.04245011,5.12134807
-4.65532766,11.50420862,0.02723630,0.87452644,1.83425376,1.54439894,5.35888627,2.52492298,0.04634507,5.32580474
-4.64932466,11.97390261,0.02960314,0.90143806,1.86372670,1.63795190,5.58115361,2.63170257,0.05033662,5.53410329
-4.64332166,12.44924891,0.03203872,0.92847652,1.89355709,1.73277941,5.80663710,2.74052790,0.05437940,5.74495956
