energy_ev,total_up,Ca_p_up,Ca_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-2.98649325,0.76826809,0.00070550,0.00000000,0.12367074,0.68672870,0.00223271,0.02249517,0.00011051,0.10685576
-2.98049025,0.73786227,0.00070425,0.00000000,0.12333043,0.65487322,0.00219125,0.02133232,0.00009112,0.10711714
-2.97448724,0.71091363,0.00070816,0.00000000,0.12370849,0.62541401,0.00216722,0.02053834,0.00007489,0.10817799
-2.96848424,0.68709651,0.00071619,0.00000000,0.12469117,0.59819471,0.00215727,0.02007675,0.00006145,0.10991968
-2.96248124,0.66606255,0.00072732,0.00000000,0.12615834,0.57304033,0.00215810,0.01990917,0.00005051,0.11221671
-2.95647824,0.64744875,0.00074049,0.00000000,0.12798565,0.54976193,0.00216656,0.01999600,0.00004179,0.11493890
-2.95047524,0.63088632,0.00075474,0.00000000,0.13004705,0.52816217,0.00217974,0.02029706,0.00003507,0.11795383
-2.94447224,0.61601020,0.00076914,0.00000000,0.13221722,0.50804166,0.00219505,0.02077220,0.00003017,0.12112931
-2.93846923,0.60246924,0.00078286,0.00000000,0.13437430,0.48920589,0.00221030,0.02138198,0.00002697,0.12433600
-2.93246623,0.58993676,0.00079516,0.00000000,0.13640248,0.47147273,0.00222374,0.02208831,0.00002538,0.12745017
-2.92646323,0.57812129,0.00080546,0.00000000,0.13819473,0.45468024,0.00223415,0.02285504,0.00002540,0.13035640
-2.92046023,0.56677724,0.00081328,0.00000000,0.13965535,0.43869445,0.00224085,0.02364871,0.00002707,0.13295035
-2.91445723,0.55571504,0.00081831,0.00000000,0.14070236,0.42341690,0.00224371,0.02443918,0.00003050,0.13514132
-2.90845423,0.54481045,0.00082040,0.00000000,0.14126967,0.40879169,0.00224321,0.02520025,0.00003585,0.13685465
-2.90245123,0.53401274,0.00081955,0.00000000,0.14130888,0.39481159,0.00224040,0.02591036,0.00004336,0.13803391
-2.89644822,0.52335135,0.00081595,0.00000000,0.14079066,0.38152324,0.00223690,0.02655309,0.00005335,0.13864256
-2.89044522,0.51294071,0.00080992,0.00000000,0.13970566,0.36903089,0.00223486,0.02711772,0.00006620,0.13866527
-2.88444222,0.50298304,0.00080196,0.00000000,0.13806487,0.35749885,0.00223692,0.02759958,0.00008239,0.13810868
-2.87843922,0.49376897,0.00079270,0.00000000,0.13589937,0.34715222,0.00224618,0.02800034,0.00010245,0.13700157
-2.87243622,0.48567573,0.00078293,0.00000000,0.13325959,0.33827608,0.00226608,0.02832818,0.00012701,0.13539440
-2.86643322,0.47916300,0.00077352,0.00000000,0.13021388,0.33121291,0.00230037,0.02859767,0.00015677,0.13335829
-2.86043022,0.47476629,0.00076547,0.00000000,0.12684663,0.32635835,0.00235300,0.02882965,0.00019251,0.13098332
-2.85442721,0.47308795,0.00075985,0.00000000,0.12325584,0.32415521,0.00242801,0.02905079,0.00023508,0.12837626
-2.84842421,0.47478596,0.00075777,0.00000000,0.11955032,0.32508594,0.00252945,0.02929302,0.00028540,0.12565789
-2.84242121,0.48056050,0.00076039,0.00000000,0.11584653,0.32966343,0.00266128,0.02959282,0.00034443,0.12295973
-2.83641821,0.49113853,0.00076887,0.00000000,0.11226522,0.33842031,0.00282720,0.02999028,0.00041316,0.12042051
-2.83041521,0.50725667,0.00078437,0.00000000,0.10892788,0.35189681,0.00303060,0.03052806,0.00049261,0.11818241
-2.82441221,0.52964240,0.00080797,0.00000000,0.10595328,0.37062733,0.00327443,0.03125022,0.00058378,0.11638711
-2.81840920,0.55899403,0.00084072,0.00000000,0.10345394,0.39512572,0.00356106,0.03220096,0.00068765,0.11517183
-2.81240620,0.59595972,0.00088356,0.00000000,0.10153293,0.42586964,0.00389224,0.03342325,0.00080513,0.11466546
-2.80640320,0.64111578,0.00093733,0.00000000,0.10028083,0.46328398,0.00426896,0.03495752,0.00093702,0.11498486
-2.80040020,0.69494479,0.00100273,0.00000000,0.09977310,0.50772385,0.00469140,0.03684021,0.00108399,0.11623141
-2.79439720,0.75781390,0.00108029,0.00000000,0.10006781,0.55945731,0.00515890,0.03910250,0.00124656,0.11848792
-2.78839420,0.82995395,0.00117039,0.00000000,0.10120387,0.61864831,0.00566985,0.04176898,0.00142502,0.12181601
-2.78239120,0.91143986,0.00127321,0.00000000,0.10319973,0.68534041,0.00622174,0.04485651,0.00161940,0.12625384
-2.77638819,1.00217295,0.00138873,0.00000000,0.10605260,0.75944170,0.00681112,0.04837315,0.00182948,0.13181448
-2.77038519,1.10186600,0.00151671,0.00000000,0.10973823,0.84071167,0.00743365,0.05231727,0.00205470,0.13848481
-2.76438219,1.21003151,0.00165667,0.00000000,0.11421117,0.92875057,0.00808413,0.05667690,0.00229415,0.14622489
-2.75837919,1.32597411,0.00180792,0.00000000,0.11940560,1.02299207,0.00875660,0.06142921,0.00254659,0.15496811
-2.75237619,1.44878757,0.00196950,0.00000000,0.12523660,1.12269971,0.00944439,0.06654037,0.00281038,0.16462177
-2.74637319,1.57735718,0.00214022,0.00000000,0.13160192,1.22696786,0.01014025,0.07196555,0.00308351,0.17506835
-2.74037019,1.71036791,0.00231866,0.00000000,0.13838416,1.33472760,0.01083648,0.07764933,0.00336359,0.18616734
-2.73436718,1.84631871,0.00250316,0.00000000,0.14545334,1.44475797,0.01152506,0.08352636,0.00364791,0.19775766
-2.72836418,1.98354318,0.00269182,0.00000000,0.15266978,1.55570268,0.01219777,0.08952230,0.00393344,0.20966060
-2.72236118,2.12023649,0.00288258,0.00000000,0.15988725,1.66609235,0.01284638,0.09555516,0.00421687,0.22168330
-2.71635818,2.25448842,0.00307316,0.00000000,0.16695629,1.77437198,0.01346278,0.10153687,0.00449470,0.23362259
-2.71035518,2.38432180,0.00326115,0.00000000,0.17372768,1.87893323,0.01403914,0.10737508,0.00476330,0.24526938
-2.70435218,2.50773571,0.00344403,0.00000000,0.18005598,1.97815072,0.01456806,0.11297534,0.00501899,0.25641317
-2.69834917,2.62275230,0.00361921,0.00000000,0.18580291,2.07042142,0.01504270,0.11824326,0.00525811,0.26684694
-2.69234617,2.72746605,0.00378409,0.00000000,0.19084075,2.15420599,0.01545695,0.12308699,0.00547716,0.27637197
-2.68634317,2.82009378,0.00393610,0.00000000,0.19505544,2.22807070,0.01580554,0.12741961,0.00567289,0.28480281
-2.68034017,2.89902411,0.00407275,0.00000000,0.19834937,2.29072852,0.01608414,0.13116160,0.00584238,0.29197197
-2.67433717,2.96286428,0.00419174,0.00000000,0.20064385,2.34107788,0.01628953,0.13424312,0.00598314,0.29773437
-2.66833417,3.01048298,0.00429096,0.00000000,0.20188108,2.37823756,0.01641963,0.13660619,0.00609325,0.30197131
-2.66233117,3.04104721,0.00436859,0.00000000,0.20202565,2.40157646,0.01647365,0.13820654,0.00617140,0.30459395
-2.65632816,3.05405190,0.00442316,0.00000000,0.20106540,2.41073682,0.01645212,0.13901516,0.00621696,0.30554601
-2.65032516,3.04934091,0.00445357,0.00000000,0.19901180,2.40564994,0.01635694,0.13901941,0.00623004,0.30480566
-2.64432216,3.02711833,0.00445915,0.00000000,0.19589957,2.38654377,0.01619143,0.13822374,0.00621156,0.30238662
-2.63831916,2.98794957,0.00443971,0.00000000,0.19178586,2.35394166,0.01596034,0.13664980,0.00616321,0.29833812
-2.63231616,2.93275192,0.00439550,0.00000000,0.18674868,2.30865239,0.01566983,0.13433616,0.00608745,0.29274407
-2.62631316,2.86277458,0.00432731,0.00000000,0.18088490,2.25175161,0.01532740,0.13133748,0.00598752,0.28572112
-2.62031016,2.77956895,0.00423637,0.00000000,0.17430774,2.18455534,0.01494183,0.12772312,0.00586733,0.27741580
-2.61430715,2.68494984,0.00412437,0.00000000,0.16714380,2.10858622,0.01452307,0.12357548,0.00573139,0.26800090
-2.60830415,2.58094902,0.00399343,0.00000000,0.15952988,2.02553394,0.01408208,0.11898771,0.00558474,0.25767094
-2.60230115,2.46976261,0.00384601,0.00000000,0.15160948,1.93721094,0.01363063,0.11406138,0.00543280,0.24663719
-2.59629815,2.35369409,0.00368490,0.00000000,0.14352923,1.84550501,0.01318109,0.10890366,0.00528123,0.23512213
-2.59029515,2.23509473,0.00351309,0.00000000,0.13543537,1.75233041,0.01274618,0.10362459,0.00513582,0.22335369
-2.58429215,2.11630356,0.00333374,0.00000000,0.12747021,1.65957887,0.01233865,0.09833412,0.00500227,0.21155942
-2.57828914,1.99958863,0.00315006,0.00000000,0.11976890,1.56907236,0.01197101,0.09313934,0.00488611,0.19996067
-2.57228614,1.88709142,0.00296525,0.00000000,0.11245642,1.48251863,0.01165518,0.08814178,0.00479248,0.18876715
-2.56628314,1.78077612,0.00278240,0.00000000,0.10564494,1.40147114,0.01140216,0.08343491,0.00472599,0.17817185
-2.56028014,1.68238504,0.00260445,0.00000000,0.09943158,1.32729423,0.01122172,0.07910204,0.00469060,0.16834658
-2.55427714,1.59340144,0.00243407,0.00000000,0.09389670,1.26113437,0.01112205,0.07521443,0.00468948,0.15943817
-2.54827414,1.51502052,0.00227365,0.00000000,0.08910254,1.20389825,0.01110950,0.07182989,0.00472488,0.15156555
-2.54227114,1.44812919,0.00212519,0.00000000,0.08509253,1.15623789,0.01118828,0.06899177,0.00479808,0.14481753
-2.53626813,1.39329489,0.00199036,0.00000000,0.08189094,1.11854305,0.01136033,0.06672835,0.00490928,0.13925166
-2.53026513,1.35076342,0.00187039,0.00000000,0.07950315,1.09094087,0.01162509,0.06505272,0.00505763,0.13489382
-2.52426213,1.32046552,0.00176610,0.00000000,0.07791625,1.07330237,0.01197947,0.06396305,0.00524118,0.13173880
-2.51825913,1.30203164,0.00167791,0.00000000,0.07710015,1.06525558,0.01241783,0.06344322,0.00545691,0.12975163
-2.51225613,1.29481432,0.00160583,0.00000000,0.07700902,1.06620455,0.01293205,0.06346391,0.00570082,0.12886973
-2.50625313,1.29791709,0.00154953,0.00000000,0.07758305,1.07535364,0.01351168,0.06398388,0.00596800,0.12900573
-2.50025013,1.31022912,0.00150831,0.00000000,0.07875049,1.09173622,0.01414420,0.06495163,0.00625276,0.13005083
-2.49424712,1.33046419,0.00148120,0.00000000,0.08042989,1.11424700,0.01481528,0.06630719,0.00654879,0.13187866
-2.48824412,1.35720304,0.00146699,0.00000000,0.08253243,1.14167684,0.01550920,0.06798415,0.00684933,0.13434946
-2.48224112,1.38893756,0.00146425,0.00000000,0.08496439,1.17274920,0.01620926,0.06991170,0.00714736,0.13731450
-2.47623812,1.42411572,0.00147142,0.00000000,0.08762957,1.20615707,0.01689827,0.07201678,0.00743583,0.14062055
-2.47023512,1.46118587,0.00148684,0.00000000,0.09043165,1.24059938,0.01755902,0.07422616,0.00770784,0.14411426
-2.46423212,1.49863902,0.00150879,0.00000000,0.09327649,1.27481586,0.01817479,0.07646844,0.00795694,0.14764649
-2.45822911,1.53504826,0.00153556,0.00000000,0.09607416,1.30761938,0.01872987,0.07867595,0.00817726,0.15107615
-2.45222611,1.56910380,0.00156547,0.00000000,0.09874082,1.33792488,0.01920997,0.08078645,0.00836376,0.15427381
-2.44622311,1.59964321,0.00159693,0.00000000,0.10120030,1.36477408,0.01960270,0.08274453,0.00851243,0.15712468
-2.44022011,1.62567565,0.00162844,0.00000000,0.10338537,1.38735541,0.01989782,0.08450289,0.00862039,0.15953109
-2.43421711,1.64639999,0.00165864,0.00000000,0.10523870,1.40501868,0.02008760,0.08602321,0.00868610,0.16141427
-2.42821411,1.66121613,0.00168631,0.00000000,0.10671352,1.41728419,0.02016691,0.08727678,0.00870936,0.16271553
-2.42221111,1.66972982,0.00171041,0.00000000,0.10777391,1.42384623,0.02013338,0.08824476,0.00869142,0.16339673
-2.41620810,1.67175089,0.00173005,0.00000000,0.10839482,1.42457120,0.01998731,0.08891826,0.00863497,0.16344010
-2.41020510,1.66728539,0.00174455,0.00000000,0.10856180,1.41949050,0.01973165,0.08929798,0.00854408,0.16284746
-2.40420210,1.65652227,0.00175338,0.00000000,0.10827043,1.40878888,0.01937174,0.08939368,0.00842416,0.16163886
-2.39819910,1.63981530,0.00175618,0.00000000,0.10752567,1.39278881,0.01891508,0.08922340,0.00828178,0.15985076
-2.39219610,1.61766118,0.00175278,0.00000000,0.10634090,1.37193166,0.01837102,0.08881245,0.00812453,0.15753382
-2.38619310,1.59067476,0.00174314,0.00000000,0.10473695,1.34675652,0.01775038,0.08819225,0.00796086,0.15475038
-2.38019010,1.55956240,0.00172736,0.00000000,0.10274102,1.31787753,0.01706507,0.08739909,0.00779978,0.15157179
-2.37418709,1.52509452,0.00170568,0.00000000,0.10038559,1.28596055,0.01632769,0.08647271,0.00765067,0.14807560
-2.36818409,1.48807808,0.00167845,0.00000000,0.09770729,1.25170012,0.01555114,0.08545498,0.00752297,0.14434279
-2.36218109,1.44933013,0.00164610,0.00000000,0.09474589,1.21579712,0.01474826,0.08438845,0.00742595,0.14045511
-2.35617809,1.40965293,0.00160916,0.00000000,0.09154328,1.17893815,0.01393147,0.08331502,0.00736840,0.13649255
-2.35017509,1.36981132,0.00156820,0.00000000,0.08814254,1.14177683,0.01311251,0.08227464,0.00735836,0.13253109
-2.34417209,1.33051290,0.00152387,0.00000000,0.08458709,1.10491758,0.01230217,0.08130411,0.00740290,0.12864069
-2.33816908,1.29239130,0.00147682,0.00000000,0.08091995,1.06890210,0.01151012,0.08043607,0.00750785,0.12488369
-2.33216608,1.25599283,0.00142773,0.00000000,0.07718306,1.03419877,0.01074473,0.07969804,0.00767761,0.12131346
-2.32616308,1.22176665,0.00137728,0.00000000,0.07341666,1.00119498,0.01001305,0.07911169,0.00791502,0.11797347
-2.32016008,1.19005855,0.00132613,0.00000000,0.06965880,0.97019252,0.00932071,0.07869236,0.00822117,0.11489677
-2.31415708,1.16110827,0.00127491,0.00000000,0.06594489,0.94140586,0.00867197,0.07844869,0.00859543,0.11210573
-2.30815408,1.13505043,0.00122422,0.00000000,0.06230732,0.91496328,0.00806974,0.07838254,0.00903533,0.10961228
-2.30215108,1.11191882,0.00117462,0.00000000,0.05877517,0.89091074,0.00751566,0.07848913,0.00953670,0.10741834
-2.29614807,1.09165395,0.00112660,0.00000000,0.05537403,0.86921826,0.00701021,0.07875744,0.01009372,0.10551669
-2.29014507,1.07411370,0.00108059,0.00000000,0.05212584,0.84978863,0.00655283,0.07917078,0.01069912,0.10389204
-2.28414207,1.05908662,0.00103697,0.00000000,0.04904885,0.83246824,0.00614204,0.07970762,0.01134437,0.10252241
-2.27813907,1.04630772,0.00099603,0.00000000,0.04615769,0.81705976,0.00577563,0.08034265,0.01202000,0.10138062
-2.27213607,1.03547623,0.00095804,0.00000000,0.04346350,0.80333621,0.00545073,0.08104792,0.01271587,0.10043602
-2.26613307,1.02627475,0.00092319,0.00000000,0.04097418,0.79105632,0.00516406,0.08179411,0.01342154,0.09965627
-2.26013007,1.01838945,0.00089163,0.00000000,0.03869470,0.77998043,0.00491198,0.08255194,0.01412663,0.09900914
-2.25412706,1.01153036,0.00086347,0.00000000,0.03662750,0.76988675,0.00469070,0.08329349,0.01482120,0.09846424
-2.24812406,1.00545129,0.00083880,0.00000000,0.03477297,0.76058729,0.00449638,0.08399345,0.01549605,0.09799472
-2.24212106,0.99996854,0.00081772,0.00000000,0.03312994,0.75194301,0.00432524,0.08463035,0.01614307,0.09757866
-2.23611806,0.99497764,0.00080032,0.00000000,0.03169619,0.74387764,0.00417369,0.08518747,0.01675549,0.09720035
-2.23011506,0.99046750,0.00078669,0.00000000,0.03046896,0.73638955,0.00403841,0.08565356,0.01732809,0.09685112
-2.22411206,0.98653117,0.00077699,0.00000000,0.02944546,0.72956127,0.00391641,0.08602328,0.01785726,0.09652992
-2.21810905,0.98337286,0.00077138,0.00000000,0.02862331,0.72356620,0.00380510,0.08629727,0.01834112,0.09624347
-2.21210605,0.98131050,0.00077009,0.00000000,0.02800086,0.71867194,0.00370230,0.08648193,0.01877938,0.09600603
-2.20610305,0.98077387,0.00077340,0.00000000,0.02757748,0.71524023,0.00360628,0.08658887,0.01917324,0.09583873
-2.20010005,0.98229786,0.00078165,0.00000000,0.02735375,0.71372304,0.00351573,0.08663399,0.01952516,0.09576862
-2.19409705,0.98651112,0.00079520,0.00000000,0.02733146,0.71465492,0.00342975,0.08663644,0.01983856,0.09582726
-2.18809405,0.99412018,0.00081450,0.00000000,0.02751361,0.71864144,0.00334779,0.08661722,0.02011743,0.09604919
-2.18209105,1.00588942,0.00084001,0.00000000,0.02790421,0.72634415,0.00326962,0.08659783,0.02036603,0.09647010
-2.17608804,1.02261743,0.00087220,0.00000000,0.02850802,0.73846199,0.00319527,0.08659878,0.02058846,0.09712494
-2.17008504,1.04511037,0.00091157,0.00000000,0.02933023,0.75570980,0.00312493,0.08663819,0.02078824,0.09804597
-2.16408204,1.07415297,0.00095859,0.00000000,0.03037601,0.77879430,0.00305892,0.08673056,0.02096808,0.09926094
-2.15807904,1.11047821,0.00101371,0.00000000,0.03165007,0.80838806,0.00299759,0.08688571,0.02112950,0.10079132
-2.15207604,1.15473617,0.00107730,0.00000000,0.03315613,0.84510224,0.00294126,0.08710799,0.02127269,0.10265090
-2.14607304,1.20746340,0.00114967,0.00000000,0.03489639,0.88945882,0.00289018,0.08739590,0.02139640,0.10484451
-2.14007004,1.26905332,0.00123100,0.00000000,0.03687105,0.94186301,0.00284446,0.08774195,0.02149791,0.10736720
-2.13406703,1.33972887,0.00132137,0.00000000,0.03907771,1.00257690,0.00280406,0.08813290,0.02157312,0.11020376
-2.12806403,1.41951815,0.00142068,0.00000000,0.04151096,1.07169519,0.00276873,0.08855033,0.02161675,0.11332852
-2.12206103,1.50823408,0.00152867,0.00000000,0.04416190,1.14912388,0.00273805,0.08897150,0.02162261,0.11670568
-2.11605803,1.60545884,0.00164489,0.00000000,0.04701776,1.23456301,0.00271142,0.08937038,0.02158391,0.12028982
-2.11005503,1.71053395,0.00176869,0.00000000,0.05006155,1.32749422,0.00268803,0.08971885,0.02149367,0.12402684
-2.10405203,1.82255671,0.00189919,0.00000000,0.05327186,1.42717414,0.00266695,0.08998800,0.02134509,0.12785517
-2.09804902,1.94038351,0.00203531,0.00000000,0.05662268,1.53263419,0.00264715,0.09014942,0.02113200,0.13170712
-2.09204602,2.06264068,0.00217575,0.00000000,0.06008341,1.64268746,0.00262749,0.09017630,0.02084921,0.13551047
-2.08604302,2.18774281,0.00231902,0.00000000,0.06361896,1.75594313,0.00260684,0.09004458,0.02049284,0.13919021
-2.08004002,2.31391896,0.00246343,0.00000000,0.06718996,1.87082832,0.00258405,0.08973374,0.02006061,0.14267027
-2.07403702,2.43924619,0.00260714,0.00000000,0.07075326,1.98561748,0.00255807,0.08922742,0.01955203,0.14587535
-2.06803402,2.56169008,0.00274819,0.00000000,0.07426247,2.09846864,0.00252790,0.08851387,0.01896851,0.14873271
-2.06203102,2.67915137,0.00288452,0.00000000,0.07766873,2.20746582,0.00249269,0.08758605,0.01831336,0.15117386
-2.05602801,2.78951754,0.00301407,0.00000000,0.08092167,2.31066641,0.00245176,0.08644161,0.01759172,0.15313625
-2.05002501,2.89071792,0.00313478,0.00000000,0.08397058,2.40615210,0.00240460,0.08508265,0.01681043,0.15456478
-2.04402201,2.98078062,0.00324469,0.00000000,0.08676562,2.49208164,0.00235087,0.08351538,0.01597781,0.15541316
-2.03801901,3.05788941,0.00334202,0.00000000,0.08925927,2.56674367,0.00229048,0.08174964,0.01510335,0.15564516
-2.03201601,3.12043853,0.00342518,0.00000000,0.09140782,2.62860741,0.00222350,0.07979850,0.01419743,0.15523558
-2.02601301,3.16708341,0.00349290,0.00000000,0.09317292,2.67636948,0.00215022,0.07767774,0.01327098,0.15417111
-2.02001001,3.19678525,0.00354426,0.00000000,0.09452314,2.70899476,0.00207110,0.07540551,0.01233514,0.15245086
-2.01400700,3.20884780,0.00357877,0.00000000,0.09543538,2.72574969,0.00198678,0.07300198,0.01140096,0.15008670
-2.00800400,3.20294473,0.00359642,0.00000000,0.09589633,2.72622659,0.00189805,0.07048920,0.01047910,0.14710336
-2.00200100,3.17913635,0.00359773,0.00000000,0.09590353,2.71035791,0.00180585,0.06789099,0.00957960,0.14353823
-1.99599800,3.13787512,0.00358377,0.00000000,0.09546641,2.67841987,0.00171123,0.06523294,0.00871164,0.13944091
-1.98999500,3.07999948,0.00355617,0.00000000,0.09460685,2.63102529,0.00161534,0.06254257,0.00788348,0.13487254
-1.98399200,3.00671626,0.00351717,0.00000000,0.09335958,2.56910598,0.00151942,0.05984948,0.00710230,0.12990482
-1.97798899,2.91957232,0.00346957,0.00000000,0.09177205,2.49388544,0.00142478,0.05718555,0.00637420,0.12461889
-1.97198599,2.82041653,0.00341672,0.00000000,0.08990411,2.40684297,0.00133279,0.05458514,0.00570425,0.11910396
-1.96598299,2.71135342,0.00336247,0.00000000,0.08782714,2.30967086,0.00124490,0.05208522,0.00509652,0.11345582
-1.95997999,2.59469033,0.00331111,0.00000000,0.08562294,2.20422626,0.00116261,0.04972546,0.00455417,0.10777516
-1.95397699,2.47287979,0.00326733,0.00000000,0.08338217,2.09247966,0.00108747,0.04754816,0.00407965,0.10216585
-1.94797399,2.34845933,0.00323609,0.00000000,0.08120254,1.97646195,0.00102114,0.04559807,0.00367475,0.09673314
-1.94197099,2.22399034,0.00322254,0.00000000,0.07918671,1.85821196,0.00096536,0.04392203,0.00334083,0.09158183
-1.93596798,2.10199813,0.00323193,0.00000000,0.07743992,1.73972610,0.00092197,0.04256846,0.00307891,0.08681444
-1.92996498,1.98491468,0.00326948,0.00000000,0.07606753,1.62291182,0.00089297,0.04158664,0.00288984,0.08252942
-1.92396198,1.87502554,0.00334024,0.00000000,0.07517239,1.50954605,0.00088049,0.04102589,0.00277440,0.07881940
-1.91795898,1.77442212,0.00344900,0.00000000,0.07485218,1.40123956,0.00088688,0.04093455,0.00273340,0.07576950
-1.91195598,1.68496018,0.00360016,0.00000000,0.07519680,1.29940803,0.00091466,0.04135880,0.00276772,0.07345579
-1.90595298,1.60822531,0.00379756,0.00000000,0.07628585,1.20525015,0.00096658,0.04234147,0.00287836,0.07194374
-1.89994997,1.54550559,0.00404445,0.00000000,0.07818627,1.11973270,0.00104564,0.04392066,0.00306643,0.07128689
-1.89394697,1.49777191,0.00434327,0.00000000,0.08095021,1.04358275,0.00115506,0.04612847,0.00333309,0.07152561
-1.88794397,1.46566574,0.00469568,0.00000000,0.08461324,0.97728634,0.00129828,0.04898963,0.00367949,0.07268598
-1.88194097,1.44949434,0.00510235,0.00000000,0.08919291,0.92109331,0.00147894,0.05252024,0.00410667,0.07477896
-1.87593797,1.44923330,0.00556301,0.00000000,0.09468774,0.87502768,0.00170084,0.05672669,0.00461543,0.07779965
-1.86993497,1.46453597,0.00607631,0.00000000,0.10107673,0.83890277,0.00196786,0.06160464,0.00520618,0.08172688
-1.86393197,1.49474959,0.00663988,0.00000000,0.10831943,0.81234053,0.00228392,0.06713833,0.00587878,0.08652305
-1.85792896,1.53893763,0.00725029,0.00000000,0.11635649,0.79479425,0.00265283,0.07330014,0.00663240,0.09213432
-1.85192596,1.59590792,0.00790310,0.00000000,0.12511092,0.78557394,0.00307819,0.08005045,0.00746533,0.09849110
-1.84592296,1.66424607,0.00859291,0.00000000,0.13448986,0.78387379,0.00356329,0.08733789,0.00837484,0.10550903
-1.83991996,1.74235340,0.00931349,0.00000000,0.14438694,0.78880089,0.00411086,0.09509996,0.00935708,0.11309030
-1.83391696,1.82848881,0.01005781,0.00000000,0.15468520,0.79940459,0.00472303,0.10326405,0.01040694,0.12112536
-1.82791396,1.92081351,0.01081827,0.00000000,0.16526034,0.81470593,0.00540105,0.11174887,0.01151799,0.12949512
-1.82191096,2.01743779,0.01158680,0.00000000,0.17598446,0.83372626,0.00614518,0.12046622,0.01268247,0.13807351
-1.81590795,2.11646846,0.01235503,0.00000000,0.18672992,0.85551464,0.00695453,0.12932305,0.01389128,0.14673026
-1.80990495,2.21605595,0.01311449,0.00000000,0.19737333,0.87917318,0.00782690,0.13822386,0.01513407,0.15533411
-1.80390195,2.31443950,0.01385680,0.00000000,0.20779946,0.90387979,0.00875867,0.14707319,0.01639932,0.16375605
-1.79789895,2.40998928,0.01457381,0.00000000,0.21790490,0.92890773,0.00974472,0.15577824,0.01767452,0.17187268
-1.79189595,2.50124402,0.01525784,0.00000000,0.22760137,0.95364142,0.01077842,0.16425140,0.01894634,0.17956950
-1.78589295,2.58694292,0.01590178,0.00000000,0.23681840,0.97758800,0.01185159,0.17241276,0.02020088,0.18674402
-1.77988994,2.66605075,0.01649928,0.00000000,0.24550543,1.00038448,0.01295461,0.18019219,0.02142394,0.19330859
-1.77388694,2.73777539,0.01704485,0.00000000,0.25363300,1.02180006,0.01407653,0.18753124,0.02260132,0.19919271
-1.76788394,2.80157693,0.01753395,0.00000000,0.26119311,1.04173365,0.01520526,0.19438450,0.02371908,0.20434496
-1.76188094,2.85716840,0.01796309,0.00000000,0.26819871,1.06020682,0.01632776,0.20072044,0.02476390,0.20873416
-1.75587794,2.90450786,0.01832983,0.00000000,0.27468213,1.07735228,0.01743041,0.20652173,0.02572332,0.21234993
-1.74987494,2.94378243,0.01863282,0.00000000,0.28069283,1.09339847,0.01849922,0.21178496,0.02658609,0.21520256
-1.74387194,2.97538487,0.01887173,0.00000000,0.28629417,1.10865094,0.01952026,0.21651976,0.02734235,0.21732214
-1.73786893,2.99988389,0.01904726,0.00000000,0.29155969,1.12347114,0.02048000,0.22074747,0.02798392,0.21875698
-1.73186593,3.01798925,0.01916101,0.00000000,0.29656883,1.13825372,0.02136563,0.22449925,0.02850442,0.21957150
-1.72586293,3.03051344,0.01921537,0.00000000,0.30140234,1.15340303,0.02216545,0.22781395,0.02889943,0.21984354
-1.71985993,3.03833137,0.01921347,0.00000000,0.30613770,1.16931006,0.02286916,0.23073560,0.02916654,0.21966131
-1.71385693,3.04233980,0.01915894,0.00000000,0.31084460,1.18633064,0.02346814,0.23331088,0.02930543,0.21912002
-1.70785393,3.04341831,0.01905586,0.00000000,0.31558086,1.20476585,0.02395562,0.23558660,0.02931777,0.21831841
-1.70185093,3.04239319,0.01890856,0.00000000,0.32038885,1.22484534,0.02432687,0.23760723,0.02920717,0.21735530
-1.69584792,3.04000585,0.01872146,0.00000000,0.32529269,1.24671434,0.02457928,0.23941281,0.02897910,0.21632624
-1.68984492,3.03688670,0.01849900,0.00000000,0.33029632,1.27042475,0.02471231,0.24103716,0.02864065,0.21532050
-1.68384192,3.03353550,0.01824545,0.00000000,0.33538258,1.29593047,0.02472751,0.24250649,0.02820039,0.21441835
-1.67783892,3.03030874,0.01796486,0.00000000,0.34051320,1.32308723,0.02462833,0.24383861,0.02766811,0.21368887
-1.67183592,3.02741413,0.01766093,0.00000000,0.34562998,1.35165655,0.02441999,0.24504255,0.02705461,0.21318823
-1.66583292,3.02491219,0.01733701,0.00000000,0.35065678,1.38131366,0.02410924,0.24611875,0.02637143,0.21295849
-1.65982991,3.02272443,0.01699603,0.00000000,0.35550247,1.41165870,0.02370414,0.24705967,0.02563060,0.21302700
-1.65382691,3.02064745,0.01664054,0.00000000,0.36006453,1.44223075,0.02321380,0.24785088,0.02484439,0.21340627
-1.64782391,3.01837197,0.01627273,0.00000000,0.36423329,1.47252382,0.02264811,0.24847243,0.02402510,0.21409433
-1.64182091,3.01550572,0.01589447,0.00000000,0.36789643,1.50200410,0.02201751,0.24890050,0.02318481,0.21507553
-1.63581791,3.01159902,0.01550740,0.00000000,0.37094366,1.53012771,0.02133276,0.24910925,0.02233525,0.21632173
-1.62981491,3.00617175,0.01511302,0.00000000,0.37327141,1.55635828,0.02060473,0.24907271,0.02148758,0.21779374
-1.62381191,2.99874061,0.01471279,0.00000000,0.37478718,1.58018362,0.01984427,0.24876666,0.02065231,0.21944308
