energy_ev,total_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-6.00000000,11.86403255,2.20715274,7.00686498,0.17056463,4.15451912,0.92021531,0.07340614
-5.99399700,11.76607559,2.19159680,6.92936587,0.17283624,4.16622305,0.86668313,0.07285206
-5.98799400,11.69792067,2.18787750,6.86566951,0.17515168,4.18849001,0.81825716,0.07243206
-5.98199100,11.65732942,2.19523292,6.81481546,0.17746295,4.22037368,0.77473146,0.07214426
-5.97598799,11.64161130,2.21267742,6.77566952,0.17971875,4.26076821,0.73583902,0.07198352
-5.96998499,11.64770723,2.23903154,6.74696354,0.18186568,4.30843246,0.70126690,0.07194175
-5.96398199,11.67226887,2.27295432,6.72732983,0.18384950,4.36201312,0.67067048,0.07200809
-5.95797899,11.71173302,2.31297755,6.71533017,0.18561656,4.42006675,0.64368657,0.07216926
-5.95197599,11.76239105,2.35754127,6.70947974,0.18711518,4.48108118,0.61994501,0.07240984
-5.94597299,11.82045434,2.40503024,6.70826679,0.18829721,4.54349694,0.59907858,0.07271256
-5.93996998,11.88211656,2.45381084,6.71016938,0.18911946,4.60572927,0.58073129,0.07305864
-5.93396698,11.94361431,2.50226796,6.71367050,0.18954517,4.66619135,0.56456495,0.07342814
-5.92796398,12.00128711,2.54884127,6.71727293,0.18954537,4.72331914,0.55026419,0.07380028
-5.92196098,12.05163761,2.59206021,6.71951514,0.18910012,4.77559816,0.53754018,0.07415389
-5.91595798,12.09139222,2.63057711,6.71898907,0.18819949,4.82159204,0.52613297,0.07446775
-5.90995498,12.11756186,2.66319751,6.71436032,0.18684435,4.85997240,0.51581290,0.07472112
-5.90395198,12.12750174,2.68890683,6.70439078,0.18504675,4.88954944,0.50638105,0.07489412
-5.89794897,12.11896851,2.70689269,6.68796322,0.18283005,4.90930215,0.49766897,0.07496824
-5.89194597,12.09017246,2.71656193,6.66410686,0.18022847,4.91840684,0.48953773,0.07492682
-5.88594297,12.03982224,2.71755169,6.63202273,0.17728640,4.91626261,0.48187645,0.07475550
-5.87993997,11.96715920,2.70973407,6.59110700,0.17405719,4.90251220,0.47460026,0.07444262
-5.87393697,11.87197883,2.69321386,6.54097073,0.17060153,4.87705695,0.46764783,0.07397961
-5.86793397,11.75463672,2.66831949,6.48145420,0.16698555,4.84006442,0.46097847,0.07336126
-5.86193097,11.61603747,2.63558718,6.41263421,0.16327862,4.79196781,0.45456886,0.07258596
-5.85592796,11.45760534,2.59573888,6.33482329,0.15955093,4.73345653,0.44840936,0.07165578
-5.84992496,11.28123668,2.54965473,6.24855966,0.15587105,4.66545775,0.44250019,0.07057645
-5.84392196,11.08923493,2.49834105,6.15458808,0.15230350,4.58910912,0.43684741,0.06935720
-5.83791896,10.88423017,2.44289499,6.05383153,0.14890651,4.50572356,0.43145885,0.06801055
-5.83191596,10.66908600,2.38446734,5.94735481,0.14572997,4.41674715,0.42634024,0.06655185
-5.82591296,10.44679755,2.32422476,5.83632149,0.14281387,4.32371184,0.42149165,0.06499887
-5.81990995,10.22038482,2.26331303,5.72194611,0.14018713,4.22818491,0.41690434,0.06337115
-5.81390695,9.99278605,2.20282258,5.60544404,0.13786693,4.13171722,0.41255835,0.06168939
-5.80790395,9.76675613,2.14375760,5.48798145,0.13585870,4.03579258,0.40842081,0.05997477
-5.80190095,9.54477453,2.08700980,5.37062808,0.13415658,3.94178050,0.40444516,0.05824820
-5.79589795,9.32896710,2.03333753,5.25431537,0.13274448,3.85089432,0.40057137,0.05652972
-5.78989495,9.12104550,1.98335108,5.13980213,0.13159760,3.76415666,0.39672707,0.05483779
-5.78389195,8.92226677,1.93750406,5.02764977,0.13068437,3.68237372,0.39282970,0.05318877
-5.77788894,8.73341492,1.89609126,4.91820835,0.12996876,3.60611937,0.38878943,0.05159645
-5.77188594,8.55480519,1.85925245,4.81161418,0.12941271,3.53572983,0.38451283,0.05007170
-5.76588294,8.38631038,1.82698185,4.70779926,0.12897873,3.47130894,0.37990704,0.04862231
-5.75987994,8.22740775,1.79914241,4.60651175,0.12863241,3.41274358,0.37488421,0.04725284
-5.75387694,8.07724384,1.77548428,4.50734654,0.12834482,3.35972851,0.36936604,0.04596474
-5.74787394,7.93471389,1.75566638,4.40978404,0.12809462,3.31179920,0.36328812,0.04475654
-5.74187094,7.79855175,1.73928029,4.31323518,0.12786987,3.26837106,0.35660391,0.04362416
-5.73586793,7.66742587,1.72587524,4.21709007,0.12766940,3.22878315,0.34928799,0.04256134
-5.72986493,7.54003660,1.71498343,4.12076769,0.12750371,3.19234423,0.34133872,0.04156014
-5.72386193,7.41521036,1.70614469,4.02376419,0.12739543,3.15837905,0.33277983,0.04061147
-5.71785893,7.29198618,1.69892959,3.92569701,0.12737926,3.12627266,0.32366112,0.03970572
-5.71185593,7.16969080,1.69296042,3.82634285,0.12750145,3.09551080,0.31405816,0.03883332
-5.70585293,7.04799897,1.68792912,3.72566748,0.12781883,3.06571452,0.30407098,0.03798528
-5.69984992,6.92697639,1.68361191,3.62384607,0.12839744,3.03666749,0.29382182,0.03715375
-5.69384692,6.80710352,1.67988005,3.52127317,0.12931083,3.00833479,0.28345214,0.03633241
-5.68784392,6.68927939,1.67670634,3.41856181,0.13063806,2.98087245,0.27311887,0.03551686
-5.68184092,6.57480524,1.67416745,3.31653212,0.13246148,2.95462725,0.26299015,0.03470484
-5.67583792,6.46534880,1.67244172,3.21618988,0.13486429,2.93012676,0.25324071,0.03389639
-5.66983492,6.36289067,1.67180268,3.11869622,0.13792806,2.90806016,0.24404701,0.03309388
-5.66383192,6.26965499,1.67260841,3.02532980,0.14173016,2.88925050,0.23558228,0.03230194
-5.65782891,6.18802717,1.67528712,2.93744320,0.14634112,2.87461963,0.22801175,0.03152726
-5.65182591,6.12046181,1.68031940,2.85641539,0.15182214,2.86514724,0.22148803,0.03077831
-5.64582291,6.06938447,1.68821763,2.78360213,0.15822264,2.86182566,0.21614678,0.03006503
-5.63981991,6.03709095,1.69950342,2.72028650,0.16557796,2.86561246,0.21210296,0.02939836
-5.63381691,6.02564789,1.71468371,2.66763109,0.17390725,2.87738257,0.20944745,0.02878979
-5.62781391,6.03679851,1.73422657,2.62663390,0.18321171,2.89788216,0.20824438,0.02825091
-5.62181091,6.07187702,1.75853740,2.59808925,0.19347305,2.92768613,0.20852906,0.02779285
-5.61580790,6.13173479,1.78793661,2.58255506,0.20465239,2.96716097,0.21030661,0.02742585
-5.60980490,6.21668121,1.82263966,2.58032745,0.21668958,3.01643458,0.21355134,0.02715876
-5.60380190,6.32644126,1.86274008,2.59142332,0.22950305,3.07537440,0.21820678,0.02699866
-5.59779890,6.46013139,1.90819634,2.61557134,0.24299011,3.14357458,0.22418656,0.02695048
-5.59179590,6.61625464,1.95882293,2.65221131,0.25702789,3.22035294,0.23137596,0.02701673
-5.58579290,6.79271481,2.01428617,2.70050173,0.27147476,3.30475761,0.23963407,0.02719726
-5.57978989,6.98684934,2.07410458,2.75933509,0.28617235,3.39558314,0.24879669,0.02748919
-5.57378689,7.19547930,2.13765413,2.82736012,0.30094808,3.49139527,0.25867974,0.02788678
-5.56778389,7.41497473,2.20417769,2.90301016,0.31561814,3.59056333,0.26908311,0.02838154
-5.56178089,7.64133262,2.27279862,2.98453658,0.32999083,3.69129880,0.27979496,0.02896229
-5.55577789,7.87026492,2.34253761,3.07004615,0.34387029,3.79169857,0.29059616,0.02961541
-5.54977489,8.09729331,2.41233234,3.15754124,0.35706028,3.88979096,0.30126496,0.03032503
-5.54377189,8.31784766,2.48105905,3.24496165,0.36936821,3.98358295,0.31158160,0.03107345
-5.53776888,8.52736509,2.54755540,3.33022703,0.38060897,4.07110682,0.32133280,0.03184142
-5.53176588,8.72138681,2.61064390,3.41127888,0.39060875,4.15046469,0.33031605,0.03260861
