energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-6.00000000,6.67652484,0.04912713,1.01058299,1.72336380,0.54083579,2.88466991,0.00000000,3.38755654,2.12156316
-5.99399700,6.76473315,0.05133803,1.03454414,1.72034405,0.54170735,2.90566914,0.00000000,3.42537905,2.15950146
-5.98799400,6.83868815,0.05361003,1.05560847,1.71434104,0.54109002,2.92222954,0.00000000,3.45720654,2.19106632
-5.98199100,6.89884355,0.05590683,1.07378311,1.70562903,0.53906626,2.93471637,0.00000000,3.48347365,2.21627429
-5.97598799,6.94580833,0.05818988,1.08913409,1.69448970,0.53573122,2.94349791,0.00000000,3.50465360,2.23524856
-5.96998499,6.98033099,0.06041948,1.10178353,1.68120766,0.53119095,2.94893712,0.00000000,3.52124334,2.24821713
-5.96398199,7.00328123,0.06255595,1.11190492,1.66606627,0.52556054,2.95138470,0.00000000,3.53374880,2.25550816
-5.95797899,7.01562922,0.06456070,1.11971663,1.64934347,0.51896224,2.95117351,0.00000000,3.54267068,2.25754259
-5.95197599,7.01842263,0.06639738,1.12547372,1.63130769,0.51152351,2.94861421,0.00000000,3.54849115,2.25482404
-5.94597299,7.01276203,0.06803287,1.12945832,1.61221402,0.50337509,2.94399218,0.00000000,3.55166191,2.24792596
-5.93996998,6.99977489,0.06943819,1.13196902,1.59230041,0.49464907,2.93756562,0.00000000,3.55259393,2.23747649
-5.93396698,6.98058925,0.07058928,1.13330950,1.57178432,0.48547693,2.92956454,0.00000000,3.55164925,2.22414141
-5.92796398,6.95630764,0.07146760,1.13377695,1.55085978,0.47598770,2.92019088,0.00000000,3.54913512,2.20860556
-5.92196098,6.92798232,0.07206056,1.13365077,1.52969516,0.46630616,2.90961939,0.00000000,3.54530077,2.19155365
-5.91595798,6.89659271,0.07236181,1.13318203,1.50843169,0.45655114,2.89799940,0.00000000,3.54033696,2.17365080
-5.90995498,6.86302607,0.07237123,1.13258409,1.48718296,0.44683407,2.88545727,0.00000000,3.53437832,2.15552401
-5.90395198,6.82806208,0.07209486,1.13202502,1.46603549,0.43725758,2.87209957,0.00000000,3.52750849,2.13774492
-5.89794897,6.79236197,0.07154455,1.13162196,1.44505043,0.42791447,2.85801668,0.00000000,3.51976771,2.12081481
-5.89194597,6.75646262,0.07073750,1.13143783,1.42426623,0.41888675,2.84328678,0.00000000,3.51116248,2.10515231
-5.88594297,6.72077556,0.06969565,1.13148055,1.40370237,0.41024499,2.82797987,0.00000000,3.50167683,2.09108438
-5.87993997,6.68559059,0.06844493,1.13170470,1.38336374,0.40204786,2.81216168,0.00000000,3.49128430,2.07884077
-5.87393697,6.65108350,0.06701446,1.13201561,1.36324557,0.39434189,2.79589705,0.00000000,3.47995994,2.06855212
-5.86793397,6.61732685,0.06543561,1.13227562,1.34333845,0.38716132,2.77925253,0.00000000,3.46769141,2.06025156
-5.86193097,6.58430293,0.06374111,1.13231204,1.32363327,0.38052818,2.76229790,0.00000000,3.45448825,2.05387962
-5.85592796,6.55191754,0.06196414,1.13192662,1.30412563,0.37445245,2.74510632,0.00000000,3.44038861,2.04929182
