energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,1.44651433,-1.64217269,0.01832508,-0.01130704,0.16688212,-0.34848366,0.00865760,-0.00570974,0.00000000,-0.00000000,0.49218769,-0.65081670,0.72477130,-1.04459527,0.62263797,-0.46932227,0.00000000,-0.00000000
-5.99399700,1.50267586,-1.65513398,0.01996098,-0.01272139,0.16202942,-0.33675861,0.00931540,-0.00615694,0.00000000,-0.00000000,0.50205776,-0.65545109,0.73392467,-1.02384751,0.66578386,-0.49808101,0.00000000,-0.00000000
-5.98799400,1.56683913,-1.66942081,0.02159966,-0.01421992,0.15926118,-0.32414250,0.01000073,-0.00663538,0.00000000,-0.00000000,0.51422310,-0.65951929,0.74900363,-1.00231616,0.71064365,-0.52910474,0.00000000,-0.00000000
-5.98199100,1.63853622,-1.68551798,0.02321886,-0.01579105,0.15859970,-0.31090664,0.01070950,-0.00714388,0.00000000,-0.00000000,0.52851083,-0.66326362,0.77000679,-0.98057367,0.75685294,-0.56226678,0.00000000,-0.00000000
-5.97598799,1.71712032,-1.70390093,0.02479501,-0.01742047,0.16003178,-0.29734077,0.01143673,-0.00768073,0.00000000,-0.00000000,0.54468596,-0.66691563,0.79682867,-0.95923808,0.80398836,-0.59739801,0.00000000,-0.00000000
-5.96998499,1.80177631,-1.72500866,0.02630377,-0.01909123,0.16351069,-0.28374414,0.01217667,-0.00824363,0.00000000,-0.00000000,0.56245902,-0.67068218,0.82926087,-0.93895259,0.85157257,-0.63428355,0.00000000,-0.00000000
-5.96398199,1.89153569,-1.74921873,0.02772062,-0.02078391,0.16895866,-0.27041642,0.01292277,-0.00882962,0.00000000,-0.00000000,0.58149526,-0.67473301,0.86699505,-0.92036478,0.89908151,-0.67266111,0.00000000,-0.00000000
-5.95797899,1.98529545,-1.77682558,0.02902152,-0.02247694,0.17626953,-0.25764902,0.01366781,-0.00943514,0.00000000,-0.00000000,0.60142508,-0.67919075,0.90962744,-0.90410603,0.94595348,-0.71222120,0.00000000,-0.00000000
-5.95197599,2.08184012,-1.80802314,0.03018361,-0.02414697,0.18531180,-0.24571700,0.01440402,-0.01005600,0.00000000,-0.00000000,0.62185527,-0.68412351,0.95666490,-0.89077227,0.99160005,-0.75260949,0.00000000,-0.00000000
-5.94597299,2.17986644,-1.84289242,0.03118580,-0.02576934,0.19593174,-0.23487189,0.01512316,-0.01068747,0.00000000,-0.00000000,0.64238081,-0.68954072,1.00753229,-0.88090636,1.03541821,-0.79343117,0.00000000,-0.00000000
-5.93996998,2.27800998,-1.88139447,0.03200947,-0.02731870,0.20795659,-0.22533558,0.01581673,-0.01132434,0.00000000,-0.00000000,0.66259655,-0.69539202,1.06158106,-0.87498272,1.07680353,-0.83425745,0.00000000,-0.00000000
-5.93396698,2.37487278,-1.92336867,0.03263901,-0.02876961,0.22119784,-0.21729541,0.01647609,-0.01196101,0.00000000,-0.00000000,0.68210865,-0.70156954,1.11809903,-0.87339444,1.11516377,-0.87463378,0.00000000,-0.00000000
