energy_ev,total_up,Al_p_up,Al_d_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up
-6.00000000,2.25588678,0.08143502,0.00000000,1.86256584,0.86539453,0.93656167,0.00000000
-5.99399700,2.32181694,0.08697523,0.00000000,1.90980023,0.88811700,0.97548770,0.00000000
-5.98799400,2.38858183,0.09367763,0.00000000,1.95355458,0.91156304,1.01474058,0.00000000
-5.98199100,2.45553179,0.10157288,0.00000000,1.99319911,0.93560818,1.05380570,0.00000000
-5.97598799,2.52203877,0.11068586,0.00000000,2.02816781,0.96012854,1.09217987,0.00000000
-5.96998499,2.58751088,0.12103369,0.00000000,2.05797587,0.98500365,1.12938475,0.00000000
-5.96398199,2.65140913,0.13262365,0.00000000,2.08223733,1.01012100,1.16498084,0.00000000
-5.95797899,2.71326517,0.14545122,0.00000000,2.10068213,1.03538187,1.19858125,0.00000000
-5.95197599,2.77269898,0.15949820,0.00000000,2.11317099,1.06070803,1.22986471,0.00000000
-5.94597299,2.82943495,0.17473113,0.00000000,2.11970694,1.08604849,1.25858703,0.00000000
-5.93996998,2.88331532,0.19110011,0.00000000,2.12044255,1.11138585,1.28459038,0.00000000
-5.93396698,2.93430938,0.20853805,0.00000000,2.11568174,1.13674146,1.30780980,0.00000000
-5.92796398,2.98251766,0.22696045,0.00000000,2.10587567,1.16217875,1.32827645,0.00000000
-5.92196098,3.02817014,0.24626576,0.00000000,2.09161245,1.18780431,1.34611714,0.00000000
-5.91595798,3.07161802,0.26633622,0.00000000,2.07360054,1.21376623,1.36155008,0.00000000
-5.90995498,3.11331899,0.28703935,0.00000000,2.05264656,1.24024941,1.37487672,0.00000000
-5.90395198,3.15381619,0.30822982,0.00000000,2.02962794,1.26746801,1.38646989,0.00000000
-5.89794897,3.19371148,0.32975170,0.00000000,2.00546181,1.29565490,1.39675851,0.00000000
-5.89194597,3.23363404,0.35144108,0.00000000,1.98107108,1.32504866,1.40620948,0.00000000
-5.88594297,3.27420551,0.37312875,0.00000000,1.95734942,1.35587842,1.41530731,0.00000000
-5.87993997,3.31600321,0.39464295,0.00000000,1.93512663,1.38834747,1.42453223,0.00000000
-5.87393697,3.35952299,0.41581208,0.00000000,1.91513578,1.42261608,1.43433778,0.00000000
-5.86793397,3.40514353,0.43646709,0.00000000,1.89798379,1.45878467,1.44512855,0.00000000
-5.86193097,3.45309382,0.45644375,0.00000000,1.88412664,1.49687804,1.45723930,0.00000000
-5.85592796,3.50342544,0.47558448,0.00000000,1.87385032,1.53683160,1.47091605,0.00000000
-5.84992496,3.55599111,0.49373986,0.00000000,1.86725836,1.57848049,1.48630020,0.00000000
-5.84392196,3.61043094,0.51076981,0.00000000,1.86426652,1.62155225,1.50341648,0.00000000
-5.83791896,3.66616727,0.52654450,0.00000000,1.86460492,1.66566376,1.52216513,0.00000000
-5.83191596,3.72240889,0.54094508,0.00000000,1.86782744,1.71032278,1.54231912,0.00000000
-5.82591296,3.77816491,0.55386428,0.00000000,1.87332817,1.75493453,1.56352650,0.00000000
-5.81990995,3.83226832,0.56520712,0.00000000,1.88036418,1.79881328,1.58531810,0.00000000
-5.81390695,3.88340864,0.57489166,0.00000000,1.88808379,1.84119874,1.60712052,0.00000000
-5.80790395,3.93017304,0.58285014,0.00000000,1.89555926,1.88127704,1.62827391,0.00000000
-5.80190095,3.97109437,0.58903034,0.00000000,1.90182257,1.91820550,1.64805433,0.00000000
-5.79589795,4.00470474,0.59339741,0.00000000,1.90590302,1.95114056,1.66569952,0.00000000
-5.78989495,4.02959261,0.59593595,0.00000000,1.90686513,1.97926773,1.68043754,0.00000000
-5.78389195,4.04446117,0.59665256,0.00000000,1.90384547,2.00183257,1.69151685,0.00000000
-5.77788894,4.04818574,0.59557843,0.00000000,1.89608694,2.01817135,1.69823683,0.00000000
-5.77188594,4.03986775,0.59277205,0.00000000,1.88296926,2.02774016,1.69997731,0.00000000
-5.76588294,4.01888280,0.58832173,0.00000000,1.86403441,2.03014123,1.69622592,0.00000000
-5.75987994,3.98492069,0.58234772,0.00000000,1.83900627,2.02514510,1.68660197,0.00000000
-5.75387694,3.93801542,0.57500361,0.00000000,1.80780345,2.01270773,1.67087579,0.00000000
-5.74787394,3.87856334,0.56647690,0.00000000,1.77054513,1.99298151,1.64898255,0.00000000
-5.74187094,3.80732850,0.55698835,0.00000000,1.72754956,1.96631951,1.62102992,0.00000000
-5.73586793,3.72543450,0.54679008,0.00000000,1.67932547,1.93327266,1.58729916,0.00000000
-5.72986493,3.63434269,0.53616210,0.00000000,1.62655674,1.89457959,1.54823945,0.00000000
-5.72386193,3.53581731,0.52540744,0.00000000,1.57008110,1.85114950,1.50445575,0.00000000
-5.71785893,3.43187885,0.51484571,0.00000000,1.51086377,1.80403853,1.45669065,0.00000000
-5.71185593,3.32474711,0.50480532,0.00000000,1.44996723,1.75442044,1.40580099,0.00000000
-5.70585293,3.21677634,0.49561456,0.00000000,1.38851838,1.70355274,1.35273032,0.00000000
-5.69984992,3.11038491,0.48759178,0.00000000,1.32767448,1.65273954,1.29847843,0.00000000
-5.69384692,3.00798249,0.48103513,0.00000000,1.26858937,1.60329272,1.24406915,0.00000000
-5.68784392,2.91189752,0.47621223,0.00000000,1.21238113,1.55649271,1.19051808,0.00000000
-5.68184092,2.82430824,0.47335024,0.00000000,1.16010269,1.51355085,1.13880136,0.00000000
-5.67583792,2.74717975,0.47262689,0.00000000,1.11271630,1.47557440,1.08982700,0.00000000
-5.66983492,2.68220986,0.47416279,0.00000000,1.07107279,1.44353598,1.04440971,0.00000000
-5.66383192,2.63078576,0.47801563,0.00000000,1.03589630,1.41824829,1.00325035,0.00000000
-5.65782891,2.59395306,0.48417651,0.00000000,1.00777477,1.40034529,0.96692059,0.00000000
-5.65182591,2.57239823,0.49256865,0.00000000,0.98715634,1.39027025,0.93585317,0.00000000
-5.64582291,2.56644489,0.50304880,0.00000000,0.97435142,1.38827111,0.91033803,0.00000000
-5.63981991,2.57606355,0.51541118,0.00000000,0.96953987,1.39440311,0.89052401,0.00000000
-5.63381691,2.60089408,0.52939402,0.00000000,0.97278284,1.40853834,0.87642591,0.00000000
-5.62781391,2.64027941,0.54468841,0.00000000,0.98403810,1.43038150,0.86793606,0.00000000
-5.62181091,2.69330872,0.56094911,0.00000000,1.00317807,1.45949118,0.86483984,0.00000000
-5.61580790,2.75886768,0.57780699,0.00000000,1.03000921,1.49530544,0.86683404,0.00000000
-5.60980490,2.83569356,0.59488236,0.00000000,1.06429184,1.53717049,0.87354706,0.00000000
-5.60380190,2.92243235,0.61179890,0.00000000,1.10575913,1.58437126,0.88456006,0.00000000
-5.59779890,3.01769559,0.62819730,0.00000000,1.15413421,1.63616250,0.89942783,0.00000000
-5.59179590,3.12011425,0.64374826,0.00000000,1.20914459,1.69179907,0.91769863,0.00000000
-5.58579290,3.22838772,0.65816413,0.00000000,1.27053311,1.75056443,0.93893201,0.00000000
-5.57978989,3.34132583,0.67120873,0.00000000,1.33806479,1.81179613,0.96271416,0.00000000
-5.57378689,3.45788254,0.68270503,0.00000000,1.41152948,1.87490738,0.98867005,0.00000000
-5.56778389,3.57718027,0.69254031,0.00000000,1.49073997,1.93940419,1.01647222,0.00000000
-5.56178089,3.69852416,0.70066858,0.00000000,1.57552593,2.00489736,1.04584591,0.00000000
-5.55577789,3.82140612,0.70711043,0.00000000,1.66572398,2.07110907,1.07657078,0.00000000
-5.54977489,3.94549888,0.71195002,0.00000000,1.76116430,2.13787392,1.10847916,0.00000000
-5.54377189,4.07064062,0.71532975,0.00000000,1.86165483,2.20513440,1.14145131,0.00000000
-5.53776888,4.19681106,0.71744266,0.00000000,1.96696354,2.27293103,1.17540805,0.00000000
-5.53176588,4.32410012,0.71852297,0.00000000,2.07680002,2.34138750,1.21030123,0.00000000
-5.52576288,4.45267062,0.71883529,0.00000000,2.19079717,2.41069121,1.24610275,0.00000000
-5.51975988,4.58271655,0.71866282,0.00000000,2.30849410,2.48107003,1.28279241,0.00000000
-5.51375688,4.71441852,0.71829511,0.00000000,2.42932121,2.55276593,1.32034559,0.00000000
-5.50775388,4.84789840,0.71801590,0.00000000,2.55258826,2.62600643,1.35872091,0.00000000
-5.50175088,4.98317477,0.71809145,0.00000000,2.67747640,2.70097505,1.39784879,0.00000000
-5.49574787,5.12012141,0.71875990,0.00000000,2.80303465,2.77778186,1.43762122,0.00000000
-5.48974487,5.25843047,0.72022196,0.00000000,2.92818168,2.85643547,1.47788326,0.00000000
-5.48374187,5.39758240,0.72263347,0.00000000,3.05171292,2.93681788,1.51842668,0.00000000
-5.47773887,5.53682437,0.72609994,0.00000000,3.17231349,3.01866355,1.55898623,0.00000000
-5.47173587,5.67515872,0.73067341,0.00000000,3.28857691,3.10154407,1.59923854,0.00000000
-5.46573287,5.81134285,0.73635178,0.00000000,3.39902922,3.18485962,1.63880412,0.00000000
-5.45972986,5.94390143,0.74308065,0.00000000,3.50215836,3.26783838,1.67725247,0.00000000
-5.45372686,6.07115158,0.75075766,0.00000000,3.59644794,3.34954439,1.71411017,0.00000000
-5.44772386,6.19124077,0.75923920,0.00000000,3.68041481,3.42889458,1.74887208,0.00000000
-5.44172086,6.30219710,0.76834928,0.00000000,3.75264904,3.50468453,1.78101509,0.00000000
-5.43571786,6.40199036,0.77789023,0.00000000,3.81185544,3.57562278,1.81001425,0.00000000
-5.42971486,6.48860213,0.78765482,0.00000000,3.85689489,3.64037231,1.83536068,0.00000000
-5.42371186,6.56010224,0.79743930,0.00000000,3.88682415,3.69759796,1.85658054,0.00000000
-5.41770885,6.61472845,0.80705677,0.00000000,3.90093260,3.74601754,1.87325432,0.00000000
-5.41170585,6.65096568,0.81635025,0.00000000,3.89877410,3.78445459,1.88503569,0.00000000
