energy_ev,total_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-6.00000000,4.84104903,0.00386987,1.09700652,1.69335608,2.85048431,0.55795024,0.00000000
-5.99399700,4.87328609,0.00406152,1.10020942,1.72822325,2.86355178,0.55986451,0.00000000
-5.98799400,4.89231779,0.00427132,1.09939879,1.75693393,2.86915700,0.56148454,0.00000000
-5.98199100,4.89712046,0.00449696,1.09439279,1.77888334,2.86674477,0.56274616,0.00000000
-5.97598799,4.88684229,0.00473541,1.08507350,1.79356520,2.85585070,0.56357659,0.00000000
-5.96998499,4.86083590,0.00498304,1.07139263,1.80058429,2.83612161,0.56389604,0.00000000
-5.96398199,4.81868838,0.00523559,1.05337571,1.79966760,2.80733454,0.56362018,0.00000000
-5.95797899,4.76024749,0.00548843,1.03112477,1.79067357,2.76941355,0.56266328,0.00000000
-5.95197599,4.68564291,0.00573657,1.00481902,1.77359909,2.72244327,0.56094220,0.00000000
-5.94597299,4.59530130,0.00597490,0.97471369,1.74858369,2.66667888,0.55838083,0.00000000
-5.93996998,4.48995438,0.00619833,0.94113669,1.71591075,2.60255163,0.55491503,0.00000000
-5.93396698,4.37063928,0.00640196,0.90448337,1.67600535,2.53066968,0.55049772,0.00000000
-5.92796398,4.23869077,0.00658128,0.86520929,1.62942859,2.45181399,0.54510393,0.00000000
-5.92196098,4.09572535,0.00673230,0.82382133,1.57686842,2.36692924,0.53873549,0.00000000
-5.91595798,3.94361718,0.00685169,0.78086735,1.51912704,2.27710979,0.53142515,0.00000000
-5.90995498,3.78446654,0.00693697,0.73692466,1.45710511,2.18358129,0.52323974,0.00000000
-5.90395198,3.62056137,0.00698652,0.69258782,1.39178313,2.08767807,0.51428218,0.00000000
-5.89794897,3.45433293,0.00699971,0.64845602,1.32420057,1.99081713,0.50469209,0.00000000
-5.89194597,3.28830663,0.00697687,0.60512049,1.25543319,1.89446935,0.49464485,0.00000000
-5.88594297,3.12504943,0.00691934,0.56315233,1.18656936,1.80012872,0.48434897,0.00000000
-5.87993997,2.96711508,0.00682935,0.52309111,1.11868600,1.70928033,0.47404175,0.00000000
-5.87393697,2.81698858,0.00671000,0.48543449,1.05282484,1.62336805,0.46398331,0.00000000
-5.86793397,2.67703142,0.00656509,0.45062916,0.98996970,1.54376267,0.45444918,0.00000000
-5.86193097,2.54942884,0.00639900,0.41906327,0.93102548,1.47173120,0.44572153,0.00000000
-5.85592796,2.43614056,0.00621654,0.39106040,0.87679930,1.40840830,0.43807955,0.00000000
-5.84992496,2.33885607,0.00602274,0.36687524,0.82798442,1.35477025,0.43178926,0.00000000
-5.84392196,2.25895574,0.00582271,0.34669080,0.78514713,1.31161232,0.42709315,0.00000000
-5.83791896,2.19747857,0.00562143,0.33061733,0.74871707,1.27952987,0.42420011,0.00000000
-5.83191596,2.15509753,0.00542363,0.31869255,0.71898098,1.25890390,0.42327624,0.00000000
-5.82591296,2.13210312,0.00523360,0.31088340,0.69608001,1.24989109,0.42443679,0.00000000
-5.81990995,2.12839553,0.00505509,0.30708887,0.68001057,1.25241890,0.42773971,0.00000000
-5.81390695,2.14348582,0.00489126,0.30714396,0.67062852,1.26618577,0.43318118,0.00000000
-5.80790395,2.17650609,0.00474457,0.31082461,0.66765654,1.29066647,0.44069328,0.00000000
-5.80190095,2.22622856,0.00461677,0.31785332,0.67069441,1.32512267,0.45014406,0.00000000
-5.79589795,2.29109315,0.00450893,0.32790546,0.67923181,1.36861835,0.46133995,0.00000000
-5.78989495,2.36924301,0.00442147,0.34061617,0.69266333,1.42004004,0.47403046,0.00000000
-5.78389195,2.45856708,0.00435423,0.35558760,0.71030516,1.47812118,0.48791506,0.00000000
-5.77788894,2.55674881,0.00430653,0.37239650,0.73141314,1.54147025,0.50265195,0.00000000
-5.77188594,2.66131967,0.00427732,0.39060203,0.75520152,1.60860194,0.51786824,0.00000000
-5.76588294,2.76971605,0.00426522,0.40975362,0.78086209,1.67797059,0.53317135,0.00000000
-5.75987994,2.87933819,0.00426871,0.42939890,0.80758306,1.74800504,0.54816094,0.00000000
-5.75387694,2.98760937,0.00428615,0.44909140,0.83456730,1.81714406,0.56244100,0.00000000
-5.74787394,3.09203375,0.00431592,0.46839811,0.86104942,1.88387123,0.57563157,0.00000000
-5.74187094,3.19025143,0.00435651,0.48690656,0.88631127,1.94674863,0.58737975,0.00000000
-5.73586793,3.28008901,0.00440650,0.50423152,0.90969559,2.00444807,0.59736939,0.00000000
-5.72986493,3.35960441,0.00446469,0.52002093,0.93061740,2.05577929,0.60532931,0.00000000
-5.72386193,3.42712477,0.00453004,0.53396124,0.94857289,2.09971423,0.61103976,0.00000000
-5.71785893,3.48127643,0.00460167,0.54578172,0.96314589,2.13540676,0.61433681,0.00000000
-5.71185593,3.52100642,0.00467887,0.55525800,0.97401159,2.16220736,0.61511491,0.00000000
-5.70585293,3.54559500,0.00476100,0.56221445,0.98093780,2.17967244,0.61332728,0.00000000
-5.69984992,3.55465917,0.00484748,0.56652561,0.98378370,2.18756810,0.60898454,0.00000000
-5.69384692,3.54814739,0.00493773,0.56811647,0.98249647,2.18586833,0.60215156,0.00000000
-5.68784392,3.52632603,0.00503106,0.56696171,0.97710591,2.17474782,0.59294295,0.00000000
-5.68184092,3.48975807,0.00512669,0.56308395,0.96771754,2.15456974,0.58151727,0.00000000
-5.67583792,3.43927533,0.00522363,0.55655106,0.95450434,2.12586898,0.56807050,0.00000000
-5.66983492,3.37594500,0.00532071,0.54747258,0.93769778,2.08933141,0.55282888,0.00000000
-5.66383192,3.30103196,0.00541656,0.53599545,0.91757828,2.04576996,0.53604161,0.00000000
-5.65782891,3.21595816,0.00550956,0.52229919,0.89446550,1.99609834,0.51797364,0.00000000
-5.65182591,3.12226034,0.00559792,0.50659059,0.86870893,1.94130319,0.49889874,0.00000000
-5.64582291,3.02154759,0.00567973,0.48909818,0.84067886,1.88241571,0.47909321,0.00000000
-5.63981991,2.91545996,0.00575293,0.47006652,0.81075810,1.82048358,0.45883034,0.00000000
-5.63381691,2.80562938,0.00581547,0.44975064,0.77933448,1.75654403,0.43837572,0.00000000
-5.62781391,2.69364395,0.00586534,0.42841053,0.74679443,1.69159900,0.41798356,0.00000000
-5.62181091,2.58101648,0.00590065,0.40630601,0.71351744,1.62659298,0.39789395,0.00000000
-5.61580790,2.46915805,0.00591971,0.38369203,0.67987166,1.56239423,0.37833109,0.00000000
-5.60980490,2.35935707,0.00592111,0.36081442,0.64621037,1.49977976,0.35950244,0.00000000
-5.60380190,2.25276404,0.00590376,0.33790625,0.61286937,1.43942448,0.34159867,0.00000000
-5.59779890,2.15038211,0.00586698,0.31518482,0.58016514,1.38189452,0.32479420,0.00000000
-5.59179590,2.05306317,0.00581049,0.29284920,0.54839361,1.32764482,0.30924832,0.00000000
-5.58579290,1.96150908,0.00573446,0.27107852,0.51782941,1.27702059,0.29510653,0.00000000
-5.57978989,1.87627735,0.00563952,0.25003073,0.48872541,1.23026241,0.28250210,0.00000000
-5.57378689,1.79779041,0.00552672,0.22984206,0.46131250,1.18751433,0.27155738,0.00000000
-5.56778389,1.72634774,0.00539753,0.21062690,0.43579928,1.14883432,0.26238506,0.00000000
-5.56178089,1.66213956,0.00525379,0.19247813,0.41237174,1.11420643,0.25508876,0.00000000
-5.55577789,1.60526125,0.00509763,0.17546792,0.39119270,1.08355372,0.24976321,0.00000000
-5.54977489,1.55572746,0.00493146,0.15964867,0.37240094,1.05675135,0.24649361,0.00000000
