energy_ev,total_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up
-6.00000000,0.31137149,0.07411310,0.08538563,0.08567785,0.10684539,0.01759502,0.00001161
-5.99399700,0.32603614,0.07832242,0.09144158,0.08737444,0.11816303,0.01663961,0.00001226
-5.98799400,0.34244475,0.08296560,0.09788677,0.08913029,0.13011295,0.01578354,0.00001302
-5.98199100,0.36046423,0.08800302,0.10466838,0.09097991,0.14260870,0.01503905,0.00001385
-5.97598799,0.37994083,0.09339204,0.11172781,0.09295246,0.15555389,0.01441676,0.00001475
-5.96998499,0.40070147,0.09908709,0.11900131,0.09507003,0.16884362,0.01392583,0.00001569
-5.96398199,0.42255551,0.10503993,0.12642085,0.09734630,0.18236618,0.01357400,0.00001664
-5.95797899,0.44529725,0.11119997,0.13391517,0.09978559,0.19600500,0.01336781,0.00001760
-5.95197599,0.46870870,0.11751466,0.14141098,0.10238222,0.20964083,0.01331264,0.00001853
-5.94597299,0.49256274,0.12392988,0.14883428,0.10512041,0.22315380,0.01341281,0.00001942
-5.93996998,0.51662620,0.13039036,0.15611167,0.10797452,0.23642549,0.01367159,0.00002025
-5.93396698,0.54066299,0.13684007,0.16317157,0.11090983,0.24934074,0.01409115,0.00002101
-5.92796398,0.56443686,0.14322247,0.16994543,0.11388351,0.26178913,0.01467253,0.00002169
-5.92196098,0.58771383,0.14948078,0.17636860,0.11684607,0.27366610,0.01541541,0.00002227
-5.91595798,0.61026416,0.15555811,0.18238107,0.11974295,0.28487376,0.01631800,0.00002274
-5.90995498,0.63186383,0.16139758,0.18792802,0.12251629,0.29532114,0.01737677,0.00002310
-5.90395198,0.65229568,0.16694235,0.19295994,0.12510680,0.30492429,0.01858625,0.00002334
-5.89794897,0.67135013,0.17213577,0.19743278,0.12745559,0.31360596,0.01993877,0.00002347
-5.89194597,0.68882596,0.17692145,0.20130769,0.12950601,0.32129525,0.02142433,0.00002348
-5.88594297,0.70453095,0.18124361,0.20455083,0.13120532,0.32792715,0.02303046,0.00002338
-5.87993997,0.71828297,0.18504749,0.20713303,0.13250616,0.33344220,0.02474217,0.00002318
-5.87393697,0.72991151,0.18828002,0.20902951,0.13336793,0.33778639,0.02654213,0.00002287
-5.86793397,0.73925978,0.19089073,0.21021971,0.13375782,0.34091129,0.02841086,0.00002248
-5.86193097,0.74618777,0.19283290,0.21068725,0.13365174,0.34277470,0.03032718,0.00002200
-5.85592796,0.75057593,0.19406493,0.21042013,0.13303496,0.34334154,0.03226875,0.00002146
-5.84992496,0.75232981,0.19455193,0.20941110,0.13190252,0.34258526,0.03421287,0.00002087
-5.84392196,0.75138522,0.19426745,0.20765823,0.13025954,0.34048955,0.03613731,0.00002024
-5.83791896,0.74771387,0.19319516,0.20516572,0.12812121,0.33705026,0.03802143,0.00001958
-5.83191596,0.74132916,0.19133057,0.20194475,0.12551278,0.33227746,0.03984721,0.00001890
-5.82591296,0.73229169,0.18868257,0.19801445,0.12246924,0.32619741,0.04160048,0.00001824
-5.81990995,0.72071418,0.18527462,0.19340276,0.11903494,0.31885431,0.04327206,0.00001759
-5.81390695,0.70676536,0.18114562,0.18814721,0.11526306,0.31031167,0.04485880,0.00001698
-5.80790395,0.69067235,0.17635028,0.18229547,0.11121497,0.30065313,0.04636462,0.00001643
-5.80190095,0.67272138,0.17095894,0.17590558,0.10695935,0.28998258,0.04780113,0.00001595
-5.79589795,0.65325640,0.16505685,0.16904584,0.10257129,0.27842356,0.04918819,0.00001556
-5.78989495,0.63267534,0.15874276,0.16179422,0.09813116,0.26611782,0.05055401,0.00001529
-5.78389195,0.61142425,0.15212702,0.15423746,0.09372335,0.25322309,0.05193489,0.00001514
-5.77788894,0.58998890,0.14532908,0.14646962,0.08943491,0.23991016,0.05337463,0.00001515
-5.77188594,0.56888433,0.13847460,0.13859033,0.08535397,0.22635924,0.05492337,0.00001533
-5.76588294,0.54864245,0.13169213,0.13070264,0.08156807,0.21275586,0.05663619,0.00001569
-5.75987994,0.52979803,0.12510964,0.12291066,0.07816236,0.19928638,0.05857113,0.00001627
-5.75387694,0.51287353,0.11885085,0.11531704,0.07521773,0.18613341,0.06078699,0.00001707
-5.74787394,0.49836327,0.11303168,0.10802029,0.07280886,0.17347111,0.06334080,0.00001811
-5.74187094,0.48671746,0.10775679,0.10111230,0.07100226,0.16146087,0.06628506,0.00001939
-5.73586793,0.47832669,0.10311643,0.09467583,0.06985431,0.15024717,0.06966490,0.00002093
-5.72986493,0.47350739,0.09918372,0.08878235,0.06940942,0.13995404,0.07351536,0.00002273
-5.72386193,0.47248894,0.09601240,0.08349014,0.06969832,0.13068217,0.07785866,0.00002478
-5.71785893,0.47540276,0.09363512,0.07884280,0.07073652,0.12250664,0.08270185,0.00002707
-5.71185593,0.48227413,0.09206244,0.07486815,0.07252309,0.11547551,0.08803490,0.00002959
-5.70585293,0.49301684,0.09128247,0.07157767,0.07503972,0.10960911,0.09382926,0.00003232
-5.69984992,0.50743128,0.09126117,0.06896634,0.07825024,0.10490020,0.10003708,0.00003523
-5.69384692,0.52520596,0.09194336,0.06701302,0.08210052,0.10131487,0.10659114,0.00003828
-5.68784392,0.54592274,0.09325436,0.06568127,0.08651897,0.09879408,0.11340559,0.00004142
-5.68184092,0.56906565,0.09510224,0.06492064,0.09141744,0.09725596,0.12037742,0.00004462
-5.67583792,0.59403321,0.09738059,0.06466827,0.09669280,0.09659860,0.12738879,0.00004782
-5.66983492,0.62015385,0.09997176,0.06485095,0.10222896,0.09670333,0.13430998,0.00005096
-5.66383192,0.64670424,0.10275042,0.06538731,0.10789945,0.09743837,0.14100306,0.00005399
-5.65782891,0.67292964,0.10558734,0.06619036,0.11357045,0.09866275,0.14732599,0.00005684
-5.65182591,0.69806595,0.10835332,0.06717005,0.11910416,0.10023040,0.15313717,0.00005947
-5.64582291,0.72136243,0.11092306,0.06823590,0.12436251,0.10199425,0.15830001,0.00006180
-5.63981991,0.74210442,0.11317885,0.06929967,0.12921096,0.10381025,0.16268759,0.00006380
-5.63381691,0.75963517,0.11501410,0.07027777,0.13352234,0.10554130,0.16618709,0.00006542
-5.62781391,0.77337595,0.11633632,0.07109365,0.13718054,0.10706074,0.16870371,0.00006662
-5.62181091,0.78284361,0.11706971,0.07167984,0.14008397,0.10825557,0.17016413,0.00006738
-5.61580790,0.78766502,0.11715710,0.07197963,0.14214852,0.10902913,0.17051912,0.00006767
-5.60980490,0.78758768,0.11656134,0.07194854,0.14331003,0.10930328,0.16974536,0.00006748
-5.60380190,0.78248629,0.11526590,0.07155525,0.14352610,0.10901989,0.16784637,0.00006683
-5.59779890,0.77236489,0.11327489,0.07078215,0.14277712,0.10814182,0.16485239,0.00006571
-5.59179590,0.75735473,0.11061238,0.06962558,0.14106659,0.10665313,0.16081949,0.00006416
-5.58579290,0.73770795,0.10732114,0.06809550,0.13842060,0.10455875,0.15582770,0.00006221
-5.57978989,0.71378751,0.10346090,0.06621495,0.13488658,0.10188354,0.14997845,0.00005989
-5.57378689,0.68605393,0.09910610,0.06401912,0.13053135,0.09867082,0.14339147,0.00005725
-5.56778389,0.65504948,0.09434349,0.06155416,0.12543858,0.09498043,0.13620115,0.00005435
-5.56178089,0.62138062,0.08926940,0.05887582,0.11970576,0.09088654,0.12855271,0.00005124
-5.55577789,0.58569950,0.08398705,0.05604796,0.11344088,0.08647512,0.12059830,0.00004798
-5.54977489,0.54868529,0.07860395,0.05314099,0.10675884,0.08184135,0.11249315,0.00004462
-5.54377189,0.51102626,0.07322937,0.05023032,0.09977794,0.07708701,0.10439208,0.00004122
-5.53776888,0.47340302,0.06797216,0.04739491,0.09261643,0.07231788,0.09644622,0.00003784
-5.53176588,0.43647377,0.06293886,0.04471585,0.08538925,0.06764143,0.08880040,0.00003452
-5.52576288,0.40086172,0.05823216,0.04227516,0.07820531,0.06316463,0.08159088,0.00003131
-5.51975988,0.36714509,0.05394978,0.04015467,0.07116501,0.05899209,0.07494379,0.00002826
-5.51375688,0.33584967,0.05018366,0.03843510,0.06435841,0.05522446,0.06897397,0.00002539
-5.50775388,0.30744395,0.04701947,0.03719524,0.05786390,0.05195722,0.06378439,0.00002273
-5.50175088,0.28233656,0.04453648,0.03651125,0.05174737,0.04927963,0.05946587,0.00002032
-5.49574787,0.26087571,0.04280751,0.03645603,0.04606195,0.04727403,0.05609716,0.00001815
-5.48974487,0.24335029,0.04189911,0.03709866,0.04084818,0.04601529,0.05374522,0.00001626
-5.48374187,0.22999217,0.04187172,0.03850379,0.03613460,0.04557044,0.05246555,0.00001463
-5.47773887,0.22097919,0.04277984,0.04073102,0.03193862,0.04599838,0.05230247,0.00001328
-5.47173587,0.21643863,0.04467207,0.04383426,0.02826772,0.04734969,0.05328938,0.00001221
-5.46573287,0.21645054,0.04759104,0.04786102,0.02512069,0.04966640,0.05544875,0.00001141
-5.45972986,0.22105088,0.05157315,0.05285158,0.02248908,0.05298181,0.05879191,0.00001087
