energy_ev,total_up,Al_p_up,Al_d_up,Cd_p_up,Cd_d_up,Te_p_up,Te_d_up
-6.00000000,0.96188902,0.26693447,0.00000000,1.00025778,0.10735712,0.20741969,0.00000000
-5.99399700,0.99186902,0.27308973,0.00000000,1.03362756,0.11083915,0.21402817,0.00000000
-5.98799400,1.01878726,0.27880494,0.00000000,1.06451426,0.11393438,0.22030043,0.00000000
-5.98199100,1.04209197,0.28394653,0.00000000,1.09237624,0.11657906,0.22613232,0.00000000
-5.97598799,1.06129599,0.28839026,0.00000000,1.11672469,0.11871760,0.23142700,0.00000000
-5.96998499,1.07599356,0.29202567,0.00000000,1.13713907,0.12030449,0.23609786,0.00000000
-5.96398199,1.08587347,0.29475977,0.00000000,1.15327926,0.12130580,0.24007087,0.00000000
-5.95797899,1.09072812,0.29651976,0.00000000,1.16489375,0.12170021,0.24328619,0.00000000
-5.95197599,1.09045819,0.29725462,0.00000000,1.17182380,0.12147947,0.24569902,0.00000000
-5.94597299,1.08507266,0.29693571,0.00000000,1.17400336,0.12064840,0.24727975,0.00000000
-5.93996998,1.07468453,0.29555629,0.00000000,1.17145526,0.11922434,0.24801336,0.00000000
-5.93396698,1.05950262,0.29313016,0.00000000,1.16428388,0.11723611,0.24789831,0.00000000
-5.92796398,1.03982009,0.28968950,0.00000000,1.15266521,0.11472263,0.24694489,0.00000000
-5.92196098,1.01600047,0.28528225,0.00000000,1.13683496,0.11173123,0.24517342,0.00000000
-5.91595798,0.98846205,0.27996904,0.00000000,1.11707555,0.10831571,0.24261215,0.00000000
-5.90995498,0.95766174,0.27382013,0.00000000,1.09370306,0.10453441,0.23929536,0.00000000
-5.90395198,0.92407897,0.26691239,0.00000000,1.06705463,0.10044817,0.23526153,0.00000000
-5.89794897,0.88820082,0.25932661,0.00000000,1.03747730,0.09611854,0.23055185,0.00000000
-5.89194597,0.85050877,0.25114520,0.00000000,1.00531854,0.09160605,0.22520909,0.00000000
