energy_ev,total_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.59779890,6.80409753,0.04926314,0.85917176,2.27014519,2.99779645,0.04224604,2.93432759,0.43498750,0.14620904
-5.59179590,6.71439211,0.04888503,0.84595369,2.22622420,2.94697927,0.04203159,2.89862505,0.43778082,0.14448664
-5.58579290,6.61108590,0.04841113,0.83131746,2.17953720,2.88724645,0.04174609,2.85754284,0.44327225,0.14300733
-5.57978989,6.49707806,0.04785983,0.81561291,2.13132793,2.82010275,0.04140755,2.81225712,0.45132765,0.14175837
-5.57378689,6.37568147,0.04725512,0.79923837,2.08295308,2.74724317,0.04103688,2.76412632,0.46182892,0.14073911
-5.56778389,6.25047164,0.04662544,0.78262321,2.03582314,2.67048598,0.04065679,2.71462540,0.47466555,0.13995884
-5.56178089,6.12512860,0.04600235,0.76620953,1.99134210,2.59170342,0.04029075,2.66527679,0.48972531,0.13943424
-5.55577789,6.00327911,0.04541900,0.75043389,1.95084875,2.51275335,0.03996188,2.61758150,0.50688471,0.13918650
-5.54977489,5.88834695,0.04490850,0.73570997,1.91556234,2.43541490,0.03969185,2.57295363,0.52599983,0.13923832
-5.54377189,5.78341783,0.04450236,0.72241268,1.88653496,2.36133083,0.03949987,2.53266149,0.54689822,0.13961092
-5.53776888,5.69112490,0.04422884,0.71086464,1.86461255,2.29195901,0.03940183,2.49777799,0.56937224,0.14032127
-5.53176588,5.61355948,0.04411161,0.70132534,1.85040623,2.22853480,0.03940948,2.46914216,0.59317442,0.14137969
-5.52576288,5.55221033,0.04416843,0.69398334,1.84427509,2.17204538,0.03952996,2.44733371,0.61801511,0.14278774
-5.51975988,5.50793332,0.04441023,0.68895183,1.84632070,2.12321684,0.03976540,2.43266101,0.64356262,0.14453679
-5.51375688,5.48095176,0.04484033,0.68626760,1.85639367,2.08251375,0.04011283,2.42516294,0.66944596,0.14660713
-5.50775388,5.47088638,0.04545417,0.68589315,1.87411150,2.05015059,0.04056422,2.42462396,0.69526014,0.14896764
-5.50175088,5.47681248,0.04623918,0.68772196,1.89888673,2.02611397,0.04110687,2.43060123,0.72057388,0.15157618
-5.49574787,5.49734066,0.04717518,0.69158637,1.92996403,2.01019388,0.04172383,2.44246224,0.74493943,0.15438057
-5.48974487,5.53071655,0.04823498,0.69726778,1.96646422,2.00202197,0.04239471,2.45943074,0.76790414,0.15732013
-5.48374187,5.57493436,0.04938537,0.70450855,2.00743331,2.00111473,0.04309643,2.48063852,0.78902343,0.16032773
-5.47773887,5.62785849,0.05058834,0.71302503,2.05189408,2.00691914,0.04380423,2.50518056,0.80787447,0.16333228
-5.47173587,5.68734718,0.05180249,0.72252125,2.09889805,2.01885836,0.04449270,2.53217065,0.82407021,0.16626154
-5.46573287,5.75137260,0.05298469,0.73270252,2.14757520,2.03637525,0.04513684,2.56079490,0.83727315,0.16904515
-5.45972986,5.81813155,0.05409173,0.74328849,2.19717943,2.05897154,0.04571310,2.59036062,0.84720825,0.17161772
-5.45372686,5.88614212,0.05508200,0.75402507,2.24712765,2.08624084,0.04620038,2.62033817,0.85367459,0.17392191
-5.44772386,5.95432169,0.05591721,0.76469481,2.29703067,2.11789391,0.04658094,2.65039409,0.85655517,0.17591130
-5.44172086,6.02204318,0.05656385,0.77512527,2.34671461,2.15377515,0.04684110,2.68041372,0.85582459,0.17755298
-5.43571786,6.08916714,0.05699457,0.78519517,2.39623187,2.19386967,0.04697191,2.71051261,0.85155427,0.17882973
-5.42971486,6.15604838,0.05718923,0.79483804,2.44586101,2.23830049,0.04696947,2.74103589,0.84391483,0.17974163
-5.42371186,6.22351713,0.05713571,0.80404334,2.49609579,2.28731647,0.04683514,2.77254599,0.83317574,0.18030705
-5.41770885,6.29283573,0.05683040,0.81285492,2.54762349,2.34127126,0.04657550,2.80579898,0.81970201,0.18056302
-5.41170585,6.36563298,0.05627832,0.82136715,2.60129381,2.40059477,0.04620210,2.84171085,0.80394804,0.18056477
-5.40570285,6.44381919,0.05549288,0.82971870,2.65807929,2.46575820,0.04573101,2.88131497,0.78644879,0.18038463
-5.39969985,6.52948596,0.05449539,0.83808436,2.71902931,2.53723477,0.04518213,2.92571292,0.76780834,0.18011012
-5.39369685,6.62479511,0.05331413,0.84666528,2.78521930,2.61545780,0.04457845,2.97602059,0.74868638,0.17984146
-5.38769385,6.73186176,0.05198333,0.85567801,2.85769764,2.70077845,0.04394506,3.03331206,0.72978269,0.17968838
-5.38169085,6.85263691,0.05054173,0.86534289,2.93743213,2.79342502,0.04330817,3.09856359,0.71182011,0.17976653
-5.37568784,6.98879438,0.04903120,0.87587210,3.02525855,2.89346598,0.04269404,3.17260015,0.69552642,0.18019345
-5.36968484,7.14162727,0.04749506,0.88745809,3.12183319,3.00077853,0.04212793,3.25604670,0.68161552,0.18108440
-5.36368184,7.31195813,0.04597657,0.90026269,3.22759137,3.11502417,0.04163311,3.34928605,0.67076833,0.18254803
-5.35767884,7.50006650,0.04451729,0.91440740,3.34271337,3.23563260,0.04122989,3.45242522,0.66361393,0.18468222
-5.35167584,7.70563686,0.04315566,0.92996523,3.46709925,3.36179478,0.04093488,3.56527129,0.66071127,0.18757013
-5.34567284,7.92772860,0.04192570,0.94695440,3.60035309,3.49246540,0.04076032,3.68731756,0.66253204,0.19127668
-5.33966983,8.16476919,0.04085586,0.96533405,3.74177742,3.62637491,0.04071360,3.81774059,0.66944504,0.19584554
-5.33366683,8.41457017,0.03996822,0.98500221,3.89037751,3.76205039,0.04079700,3.95540776,0.68170251,0.20129679
-5.32766383,8.67436517,0.03927784,1.00579599,4.04487544,3.89784459,0.04100760,4.09889505,0.69942891,0.20762531
-5.32166083,8.94086783,0.03879247,1.02749392,4.20373309,4.03197166,0.04133738,4.24651404,0.72261244,0.21480001
-5.31565783,9.21034719,0.03851247,1.04982042,4.36518300,4.16254843,0.04177357,4.39634716,0.75109976,0.22276382
-5.30965483,9.47871728,0.03843106,1.07245207,4.52726605,4.28763916,0.04229902,4.54628966,0.78459418,0.23143461
-5.30365183,9.74163744,0.03853477,1.09502548,4.68787442,4.40530236,0.04289292,4.69409688,0.82265765,0.24070682
-5.29764882,9.99461969,0.03880409,1.11714642,4.84479840,4.51363786,0.04353142,4.83743526,0.86471665,0.25045390
-5.29164582,10.23313936,0.03921439,1.13839994,4.99577562,4.61083228,0.04418852,4.97393547,0.91007209,0.26053134
-5.28564282,10.45274550,0.03973690,1.15836102,5.13854122,4.69520181,0.04483692,5.10124618,0.95791325,0.27078030
-5.27963982,10.64916769,0.04033979,1.17660543,5.27087751,4.76523063,0.04544890,5.21708703,1.00733539,0.28103160
-5.27363682,10.81841643,0.04098933,1.19272056,5.39066207,4.81960434,0.04599722,5.31929954,1.05736097,0.29111002
-5.26763382,10.95687445,0.04165109,1.20631570,5.49591298,4.85723743,0.04645596,5.40589478,1.10696371,0.30083867
-5.26163082,11.06137722,0.04229099,1.21703170,5.58483032,4.87729444,0.04680134,5.47509673,1.15509503,0.31004337
-5.25562781,11.12928076,0.04287643,1.22454963,5.65583324,4.87920468,0.04701236,5.52538070,1.20071211,0.31855688
-5.24962481,11.15851601,0.04337716,1.22859827,5.70759178,4.86267042,0.04707149,5.55550581,1.24280650,0.32622278
-5.24362181,11.14762896,0.04376615,1.22896038,5.73905315,4.82766901,0.04696505,5.56454122,1.28043252,0.33289896
-5.23761881,11.09580626,0.04402020,1.22547743,5.74946198,4.77444908,0.04668366,5.55188547,1.31273432,0.33846059
-5.23161581,11.00288663,0.04412044,1.21805304,5.73837444,4.70352148,0.04622241,5.51727879,1.33897061,0.34280260
-5.22561281,10.86935813,0.04405264,1.20665479,5.70566616,4.61564548,0.04558096,5.46080806,1.35853614,0.34584138
-5.21960980,10.69634224,0.04380739,1.19131470,5.65153380,4.51181086,0.04476351,5.38290447,1.37097908,0.34751605
-5.21360680,10.48556537,0.04337999,1.17212820,5.57649063,4.39321637,0.04377864,5.28433395,1.37601364,0.34778893
-5.20760380,10.23931897,0.04277035,1.14925190,5.48135622,4.26124527,0.04263898,5.16618061,1.37352737,0.34664554
-5.20160080,9.96040929,0.04198267,1.12290001,5.36724047,4.11743846,0.04136092,5.02982354,1.36358295,0.34409398
-5.19559780,9.65209814,0.04102499,1.09333982,5.23552258,3.96346569,0.03996403,4.87690764,1.34641439,0.34016390
-5.18959480,9.31803601,0.03990874,1.06088602,5.08782519,3.80109530,0.03847058,4.70930906,1.32241780,0.33490499
-5.18359180,8.96218901,0.03864815,1.02589438,4.92598443,3.63216315,0.03690490,4.52909617,1.29213727,0.32838518
-5.17758879,8.58876118,0.03725967,0.98875458,4.75201623,3.45854086,0.03529276,4.33848695,1.25624628,0.32068862
-5.17158579,8.20211365,0.03576140,0.94988261,4.56807975,3.28210420,0.03366063,4.13980387,1.21552568,0.31191339
-5.16558279,7.80668242,0.03417244,0.90971270,4.37643836,3.10470176,0.03203508,3.93542748,1.17083895,0.30216916
-5.15957979,7.40689616,0.03251242,0.86868904,4.17941914,2.92812451,0.03044203,3.72774958,1.12310579,0.29157482
-5.15357679,7.00709570,0.03080094,0.82725737,3.97937133,2.75407675,0.02890617,3.51912744,1.07327509,0.28025602
-5.14757379,6.61145682,0.02905715,0.78585662,3.77862469,2.58414888,0.02745030,3.31183989,1.02229813,0.26834283
-5.14157079,6.22391766,0.02729936,0.74491078,3.57944847,2.41979245,0.02609479,3.10804639,0.97110315,0.25596738
-5.13556778,5.84811235,0.02554472,0.70482109,3.38401165,2.26229817,0.02485712,2.90975004,0.92057179,0.24326169
-5.12956478,5.48731201,0.02380899,0.66595875,3.19434542,2.11277706,0.02375143,2.71876515,0.87151838,0.23035556
-5.12356178,5.14437439,0.02210636,0.62865835,3.01230850,1.97214548,0.02278823,2.53669017,0.82467237,0.21737459
-5.11755878,4.82170322,0.02044930,0.59321202,2.83955608,1.84111429,0.02197419,2.36488637,0.78066443,0.20443842
-5.11155578,4.52121811,0.01884856,0.55986473,2.67751320,1.72018250,0.02131197,2.20446258,0.74001628,0.19165915
-5.10555278,4.24433565,0.01731307,0.52881056,2.52735311,1.60963562,0.02080023,2.05626619,0.70313442,0.17913997
-5.09954977,3.99196233,0.01585005,0.50019034,2.38998127,1.50954896,0.02043377,1.92088039,0.67030765,0.16697402
-5.09354677,3.76449936,0.01446500,0.47409060,2.26602556,1.41979581,0.02020365,1.79862760,0.64170813,0.15524365
-5.08754377,3.56185939,0.01316184,0.45054398,2.15583296,1.34006041,0.02009757,1.68957860,0.61739568,0.14401983
-5.08154077,3.38349485,0.01194298,0.42953108,2.05947305,1.26985544,0.02010022,1.59356729,0.59732505,0.13336208
-5.07553777,3.22843713,0.01080947,0.41098386,1.97674830,1.20854364,0.02019382,1.51021027,0.58135562,0.12331860
-5.06953477,3.09534587,0.00976113,0.39479034,1.90721119,1.15536304,0.02035868,1.43893080,0.56926303,0.11392688
-5.06353177,2.98256680,0.00879671,0.38080067,1.85018759,1.10945499,0.02057380,1.37898643,0.56075245,0.10521464
-5.05752876,2.88819688,0.00791404,0.36883436,1.80480617,1.06989440,0.02081759,1.32949952,0.55547279,0.09720104
-5.05152576,2.81015474,0.00711020,0.35868834,1.77003287,1.03572104,0.02106855,1.28948983,0.55303154,0.08989833
-5.04552276,2.74625450,0.00638167,0.35014582,1.74470958,1.00597115,0.02130597,1.25790844,0.55300970,0.08331360
-5.03951976,2.69428088,0.00572450,0.34298544,1.72759608,0.97970834,0.02151062,1.23367193,0.55497654,0.07745083
-5.03351676,2.65206330,0.00513449,0.33699055,1.71741385,0.95605268,0.02166537,1.21569629,0.55850358,0.07231298
-5.02751376,2.61754687,0.00460730,0.33195820,1.71289056,0.93420731,0.02175578,1.20292947,0.56317772,0.06790409
-5.02151076,2.58885813,0.00413864,0.32770760,1.71280389,0.91348156,0.02177060,1.19438183,0.56861310,0.06423133
-5.01550775,2.56436351,0.00372436,0.32408760,1.71602331,0.89330995,0.02170214,1.18915399,0.57446147,0.06130684
-5.00950475,2.54271899,0.00336062,0.32098311,1.72154853,0.87326661,0.02154657,1.18646111,0.58042090,0.05914926
-5.00350175,2.52290933,0.00304394,0.31831997,1.72854343,0.85307462,0.02130411,1.18565331,0.58624269,0.05778492
-4.99749875,2.50427582,0.00277136,0.31606828,1.73636440,0.83261026,0.02097902,1.18623156,0.59173634,0.05724849
-4.99149575,2.48653193,0.00254044,0.31424394,1.74458207,0.81190200,0.02057958,1.18785890,0.59677249,0.05758320
-4.98549275,2.46976619,0.00234935,0.31290828,1.75299588,0.79112452,0.02011785,1.19036646,0.60128394,0.05884027
-4.97948974,2.45443264,0.00219689,0.31216596,1.76164080,0.77058806,0.01960941,1.19375440,0.60526449,0.06107792
-4.97348674,2.44132887,0.00208249,0.31216085,1.77078597,0.75072357,0.01907294,1.19818753,0.60876590,0.06435955
-4.96748374,2.43156251,0.00200623,0.31307041,1.78092524,0.73206421,0.01852972,1.20398580,0.61189296,0.06875135
-4.96148074,2.42650704,0.00196877,0.31509834,1.79275964,0.71522389,0.01800313,1.21160980,0.61479666,0.07431933
-4.95547774,2.42774826,0.00197131,0.31846603,1.80717239,0.70087347,0.01751800,1.22164152,0.61766589,0.08112580
-4.94947474,2.43702273,0.00201552,0.32340294,1.82519685,0.68971543,0.01710001,1.23476098,0.62071758,0.08922540
-4.94347174,2.45615014,0.00210344,0.33013620,1.84797842,0.68245770,0.01677499,1.25171899,0.62418586,0.09866088
-4.93746873,2.48696114,0.00223738,0.33887994,1.87673135,0.67978727,0.01656831,1.27330690,0.62831028,0.10945871
-4.93146573,2.53122293,0.00241978,0.34982442,1.91269173,0.68234434,0.01650415,1.30032407,0.63332365,0.12162477
-4.92546273,2.59056460,0.00265307,0.36312575,1.95706794,0.69069770,0.01660490,1.33354383,0.63943976,0.13514024
-4.91945973,2.66640430,0.00293951,0.37889619,2.01099016,0.70532175,0.01689051,1.37367905,0.64684158,0.14995799
-4.91345673,2.75988070,0.00328107,0.39719561,2.07546045,0.72657586,0.01737793,1.42134819,0.65567027,0.16599960
-4.90745373,2.87179071,0.00367920,0.41802449,2.15130499,0.75468662,0.01808056,1.47704310,0.66601549,0.18315328
-4.90145073,3.00253568,0.00413471,0.44131859,2.23913016,0.78973333,0.01900777,1.54109946,0.67790751,0.20127280
-4.89544772,3.15207796,0.00464760,0.46694571,2.33928386,0.83163720,0.02016450,1.61367113,0.69131148,0.22017771
-4.88944472,3.31990966,0.00521692,0.49470467,2.45182359,0.88015464,0.02155088,1.69470924,0.70612414,0.23965477
-4.88344172,3.50503492,0.00584063,0.52432664,2.57649252,0.93487502,0.02316205,1.78394704,0.72217335,0.25946084
-4.87743872,3.70596685,0.00651548,0.55547879,2.71270444,0.99522293,0.02498795,1.88089112,0.73922040,0.27932710
-4.87143572,3.92073975,0.00723700,0.58777036,2.85953847,1.06046518,0.02701333,1.98481961,0.75696526,0.29896461
-4.86543272,4.14693666,0.00799940,0.62076083,3.01574392,1.12972256,0.02921783,2.09478765,0.77505459,0.31807098
-4.85942971,4.38173201,0.00879561,0.65397008,3.17975533,1.20198615,0.03157616,2.20964008,0.79309222,0.33633812
-4.85342671,4.62194823,0.00961734,0.68689019,3.34971757,1.27613788,0.03405850,2.32803124,0.81065180,0.35346057
-4.84742371,4.86412505,0.01045518,0.71899844,3.52352032,1.35097497,0.03663095,2.44845136,0.82729112,0.36914441
-4.84142071,5.10459940,0.01129873,0.74977120,3.69884108,1.42523767,0.03925617,2.56925868,0.84256746,0.38311609
-4.83541771,5.33959354,0.01213685,0.77869807,3.87319560,1.49763940,0.04189410,2.68871660,0.85605349,0.39513108
-4.82941471,5.56530883,0.01295786,0.80529596,4.04399415,1.56689869,0.04450281,2.80503442,0.86735296,0.40498190
-4.82341171,5.77802198,0.01374982,0.82912251,4.20860216,1.63177175,0.04703945,2.91641065,0.87611559,0.41250510
-4.81740870,5.97418101,0.01450088,0.84978837,4.36440341,1.69108476,0.04946123,3.02107744,0.88205053,0.41758707
-4.81140570,6.15049769,0.01519958,0.86696816,4.50886400,1.74376492,0.05172646,3.11734477,0.88493802,0.42016829
-4.80540270,6.30403369,0.01583519,0.88040944,4.63959520,1.78886904,0.05379561,3.20364307,0.88463862,0.42024595
-4.79939970,6.43227792,0.01639804,0.88993980,4.75441356,1.82560911,0.05563227,3.27856307,0.88109985,0.41787474
-4.79339670,6.53321263,0.01687988,0.89547156,4.85139640,1.85337359,0.05720415,3.34089178,0.87436004,0.41316589
-4.78739370,6.60536666,0.01727411,0.89700431,4.92893129,1.87174421,0.05848390,3.38964347,0.86454929,0.40628442
-4.78139070,6.64785444,0.01757607,0.89462505,4.98575820,1.88050743,0.05944982,3.42408510,0.85188765,0.39744484
-4.77538769,6.66039986,0.01778326,0.88850616,5.02100309,1.87966049,0.06008645,3.44375547,0.83668061,0.38690534
-4.76938469,6.64334472,0.01789544,0.87890131,5.03420209,1.86941180,0.06038497,3.44847766,0.81931227,0.37496093
-4.76338169,6.59764196,0.01791474,0.86613945,5.02531566,1.85017592,0.06034342,3.43836467,0.80023638,0.36193551
-4.75737869,6.52483406,0.01784568,0.85061732,4.99473235,1.82256325,0.05996671,3.41381809,0.77996571,0.34817353
-4.75137569,6.42701770,0.01769510,0.83279047,4.94326200,1.78736491,0.05926646,3.37551999,0.75906002,0.33403119
-4.74537269,6.30679575,0.01747203,0.81316331,4.87211862,1.74553344,0.05826067,3.32441836,0.73811313,0.31986772
-4.73936968,6.16721821,0.01718751,0.79227832,4.78289332,1.69815985,0.05697318,3.26170633,0.71773937,0.30603687
-4.73336668,6.01171360,0.01685432,0.77070484,4.67751813,1.64644785,0.05543303,3.18879590,0.69855982,0.29287889
-4.72736368,5.84401276,0.01648668,0.74902752,4.55822143,1.59168597,0.05367364,3.10728670,0.68118860,0.28071321
-4.72136068,5.66806675,0.01609988,0.72783485,4.42747652,1.53521827,0.05173196,3.01893052,0.66621956,0.26983191
-4.71535768,5.48796100,0.01570985,0.70770785,4.28794446,1.47841455,0.04964751,2.92559256,0.65421359,0.26049418
-4.70935468,5.30782752,0.01533278,0.68920925,4.14241295,1.42264057,0.04746137,2.82921011,0.64568686,0.25292178
-4.70335168,5.13175721,0.01498464,0.67287329,3.99373293,1.36922911,0.04521522,2.73174991,0.64110015,0.24729551
-4.69734867,4.96371422,0.01468073,0.65919631,3.84475468,1.31945233,0.04295036,2.63516501,0.64084951,0.24375287
-4.69134567,4.80745419,0.01443522,0.64862828,3.69826528,1.27449609,0.04070678,2.54135231,0.64525845,0.24238665
-4.68534267,4.66644824,0.01426077,0.64156546,3.55692920,1.23543657,0.03852235,2.45211185,0.65457181,0.24324468
-4.67933967,4.54381426,0.01416809,0.63834421,3.42323362,1.20321972,0.03643205,2.36910890,0.66895149,0.24633048
-4.67333667,4.44225708,0.01416560,0.63923612,3.29943990,1.17864375,0.03446732,2.29383973,0.68847412,0.25160490
-4.66733367,4.36401873,0.01425915,0.64444440,3.18754240,1.16234496,0.03265555,2.22760214,0.71313071,0.25898861
-4.66133067,4.31083964,0.01445181,0.65410164,3.08923552,1.15478721,0.03101967,2.17147120,0.74282835,0.26836535
-4.65532766,4.28393170,0.01474368,0.66826883,3.00588926,1.15625489,0.02957791,2.12628099,0.77739376,0.27958592
-4.64932466,4.28396319,0.01513186,0.68693557,2.93853371,1.16684975,0.02834359,2.09261260,0.81657871,0.29247271
-4.64332166,4.31105573,0.01561046,0.71002138,2.88785197,1.18649134,0.02732514,2.07078836,0.86006689,0.30682461
