energy_ev,total_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up,Zr_p_up,Zr_d_up
-6.00000000,5.59685565,0.05652121,3.28947143,0.14133271,0.00000000,3.15166005,1.61630374
-5.99399700,5.56926315,0.05646880,3.27483981,0.14147382,0.00000000,3.13776897,1.60923629
-5.98799400,5.53281005,0.05633604,3.25601938,0.14144661,0.00000000,3.11772110,1.60012917
-5.98199100,5.48721084,0.05611340,3.23285772,0.14121846,0.00000000,3.09153328,1.58887933
-5.97598799,5.43231731,0.05579241,3.20526483,0.14075805,0.00000000,3.05931781,1.57541734
-5.96998499,5.36814212,0.05536602,3.17322679,0.14003685,0.00000000,3.02128680,1.55971516
-5.96398199,5.29487778,0.05482902,3.13681760,0.13903052,0.00000000,2.97775395,1.54179291
-5.95797899,5.21291007,0.05417841,3.09620832,0.13772023,0.00000000,2.92913347,1.52172409
-5.95197599,5.12282454,0.05341371,3.05167285,0.13609377,0.00000000,2.87593618,1.49963887
-5.94597299,5.02540541,0.05253713,3.00358958,0.13414638,0.00000000,2.81876260,1.47572506
-5.93996998,4.92162634,0.05155377,2.95243857,0.13188136,0.00000000,2.75829309,1.45022649
-5.93396698,4.81263275,0.05047152,2.89879388,0.12931022,0.00000000,2.69527513,1.42343871
-5.92796398,4.69971623,0.04930104,2.84331111,0.12645260,0.00000000,2.63050794,1.39570200
-5.92196098,4.58428130,0.04805544,2.78671026,0.12333571,0.00000000,2.56482480,1.36739177
-5.91595798,4.46780585,0.04674999,2.72975446,0.11999360,0.00000000,2.49907324,1.33890685
-5.90995498,4.35179642,0.04540161,2.67322525,0.11646592,0.00000000,2.43409385,1.31065582
-5.90395198,4.23774022,0.04402835,2.61789537,0.11279663,0.00000000,2.37069805,1.28304229
-5.89794897,4.12705568,0.04264880,2.56450025,0.10903237,0.00000000,2.30964557,1.25644950
-5.89194597,4.02104383,0.04128140,2.51370945,0.10522083,0.00000000,2.25162255,1.23122520
-5.88594297,3.92084271,0.03994383,2.46609946,0.10140903,0.00000000,2.19722076,1.20766743
-5.87993997,3.82738696,0.03865240,2.42212942,0.09764168,0.00000000,2.14691916,1.18601213
-5.87393697,3.74137476,0.03742144,2.38212091,0.09395966,0.00000000,2.10106845,1.16642314
-5.86793397,3.66324392,0.03626290,2.34624327,0.09039872,0.00000000,2.05987953,1.14898533
-5.86193097,3.59315861,0.03518591,2.31450529,0.08698840,0.00000000,2.02341652,1.13370122
-5.85592796,3.53100763,0.03419655,2.28675415,0.08375138,0.00000000,1.99159511,1.12049158
-5.84992496,3.47641490,0.03329782,2.26268199,0.08070301,0.00000000,1.96418641,1.10919993
-5.84392196,3.42876179,0.03248958,2.24184000,0.07785135,0.00000000,1.94082662,1.09960107
-5.83791896,3.38722085,0.03176884,2.22365982,0.07519747,0.00000000,1.92103233,1.09141313
-5.83191596,3.35079924,0.03113000,2.20748132,0.07273609,0.00000000,1.90422098,1.08431281
-5.82591296,3.31839036,0.03056532,2.19258562,0.07045655,0.00000000,1.88973587,1.07795300
-5.81990995,3.28883106,0.03006544,2.17823194,0.06834393,0.00000000,1.87687455,1.07198205
-5.81390695,3.26096173,0.02961995,2.16369636,0.06638041,0.00000000,1.86491956,1.06606370
-5.80790395,3.23368655,0.02921803,2.14831076,0.06454667,0.00000000,1.85316989,1.05989666
-5.80190095,3.20603065,0.02884903,2.13149985,0.06282331,0.00000000,1.84097181,1.05323287
-5.79589795,3.17719155,0.02850308,2.11281444,0.06119223,0.00000000,1.82774737,1.04589346
-5.78989495,3.14658205,0.02817160,2.09195921,0.05963786,0.00000000,1.81301935,1.03778164
-5.78389195,3.11386256,0.02784768,2.06881344,0.05814822,0.00000000,1.79643106,1.02889172
-5.77788894,3.07896115,0.02752643,2.04344361,0.05671571,0.00000000,1.77776030,1.01931377
-5.77188594,3.04208026,0.02720515,2.01610710,0.05533765,0.00000000,1.75692645,1.00923372
-5.76588294,3.00368983,0.02688334,1.98724680,0.05401657,0.00000000,1.73399060,0.99892868
-5.75987994,2.96450710,0.02656269,1.95747662,0.05276013,0.00000000,1.70914860,0.98875779
-5.75387694,2.92546424,0.02624675,1.92755880,0.05158083,0.00000000,1.68271761,0.97914886
-5.74787394,2.88766531,0.02594073,1.89837378,0.05049542,0.00000000,1.65511682,0.97058142
-5.74187094,2.85233483,0.02565098,1.87088420,0.04952413,0.00000000,1.62684347,0.96356696
-5.73586793,2.82076027,0.02538455,1.84609464,0.04868967,0.00000000,1.59844569,0.95862718
-5.72986493,2.79423144,0.02514870,1.82500885,0.04801615,0.00000000,1.57049335,0.95627118
-5.72386193,2.77397937,0.02495029,1.80858644,0.04752793,0.00000000,1.54354872,0.95697264
-5.71785893,2.76111756,0.02479538,1.79770091,0.04724836,0.00000000,1.51813835,0.96114789
-5.71185593,2.75658819,0.02468868,1.79310074,0.04719868,0.00000000,1.49472754,0.96913580
-5.70585293,2.76111538,0.02463323,1.79537522,0.04739688,0.00000000,1.47369866,0.98118040
-5.69984992,2.77516752,0.02463005,1.80492627,0.04785669,0.00000000,1.45533407,0.99741680
-5.69384692,2.79892991,0.02467801,1.82194745,0.04858678,0.00000000,1.43980454,1.01786110
-5.68784392,2.83228875,0.02477373,1.84641076,0.04959002,0.00000000,1.42716323,1.04240454
-5.68184092,2.87482674,0.02491161,1.87806171,0.05086303,0.00000000,1.41734530,1.07081234
-5.67583792,2.92583024,0.02508399,1.91642277,0.05239584,0.00000000,1.41017303,1.10272705
-5.66983492,2.98430754,0.02528141,1.96080483,0.05417186,0.00000000,1.40536560,1.13767645
-5.66383192,3.04901719,0.02549295,2.01032641,0.05616798,0.00000000,1.40255317,1.17508566
-5.65782891,3.11850525,0.02570660,2.06393951,0.05835493,0.00000000,1.40129410,1.21429305
-5.65182591,3.19114989,0.02590975,2.12046135,0.06069779,0.00000000,1.40109451,1.25456938
-5.64582291,3.26521161,0.02608965,2.17861076,0.06315677,0.00000000,1.40142921,1.29513950
-5.63981991,3.33888734,0.02623389,2.23704788,0.06568815,0.00000000,1.40176301,1.33520585
-5.63381691,3.41036635,0.02633087,2.29441569,0.06824528,0.00000000,1.40157157,1.37397287
-5.62781391,3.47788623,0.02637018,2.34938218,0.07077990,0.00000000,1.40036095,1.41067152
-5.62181091,3.53978689,0.02634303,2.40068136,0.07324340,0.00000000,1.39768530,1.44458304
-5.61580790,3.59456091,0.02624246,2.44715197,0.07558826,0.00000000,1.39316206,1.47506090
-5.60980490,3.64089861,0.02606363,2.48777247,0.07776947,0.00000000,1.38648438,1.50155046
-5.60380190,3.67772629,0.02580391,2.52169103,0.07974599,0.00000000,1.37743037,1.52360529
-5.59779890,3.70423654,0.02546291,2.54824971,0.08148209,0.00000000,1.36586912,1.54089978
-5.59179590,3.71990965,0.02504250,2.56700184,0.08294870,0.00000000,1.35176349,1.55323751
-5.58579290,3.72452548,0.02454663,2.57772216,0.08412450,0.00000000,1.33516962,1.56055509
-5.57978989,3.71816556,0.02398116,2.58040943,0.08499688,0.00000000,1.31623346,1.56292143
-5.57378689,3.70120548,0.02335366,2.57528158,0.08556266,0.00000000,1.29518445,1.56053246
-5.56778389,3.67429803,0.02267308,2.56276361,0.08582857,0.00000000,1.27232672,1.55370173
-5.56178089,3.63834789,0.02194950,2.54346903,0.08581133,0.00000000,1.24802818,1.54284722
-5.55577789,3.59447896,0.02119376,2.51817564,0.08553758,0.00000000,1.22270794,1.52847512
-5.54977489,3.54399579,0.02041714,2.48779666,0.08504333,0.00000000,1.19682243,1.51116126
-5.54377189,3.48834070,0.01963114,2.45334875,0.08437322,0.00000000,1.17085086,1.49153108
-5.53776888,3.42904832,0.01884710,2.41591798,0.08357937,0.00000000,1.14528043,1.47023904
-5.53176588,3.36769939,0.01807603,2.37662552,0.08272012,0.00000000,1.12059182,1.44794827
-5.52576288,3.30587550,0.01732840,2.33659407,0.08185836,0.00000000,1.09724546,1.42531140
-5.51975988,3.24511657,0.01661397,2.29691664,0.08105981,0.00000000,1.07566906,1.40295318
-5.51375688,3.18688234,0.01594167,2.25862852,0.08039113,0.00000000,1.05624666,1.38145556
-5.50775388,3.13251901,0.01531955,2.22268342,0.07991798,0.00000000,1.03930972,1.36134560
-5.50175088,3.08323203,0.01475475,2.18993441,0.07970305,0.00000000,1.02513025,1.34308637
-5.49574787,3.04006527,0.01425347,2.16111978,0.07980419,0.00000000,1.01391634,1.32707107
-5.48974487,3.00388684,0.01382101,2.13685407,0.08027262,0.00000000,1.00580981,1.31362002
-5.48374187,2.97538129,0.01346180,2.11762388,0.08115137,0.00000000,1.00088623,1.30298037
-5.47773887,2.95504762,0.01317941,2.10378793,0.08247392,0.00000000,0.99915684,1.29532806
-5.47173587,2.94320242,0.01297664,2.09558094,0.08426310,0.00000000,1.00057233,1.29077152
-5.46573287,2.93998725,0.01285550,2.09312017,0.08653035,0.00000000,1.00502796,1.28935662
-5.45972986,2.94537920,0.01281727,2.09641425,0.08927529,0.00000000,1.01236990,1.29107220
-5.45372686,2.95920373,0.01286247,2.10537304,0.09248566,0.00000000,1.02240215,1.29585591
-5.44772386,2.98114888,0.01299088,2.11981809,0.09613764,0.00000000,1.03489397,1.30359968
-5.44172086,3.01078005,0.01320150,2.13949298,0.10019652,0.00000000,1.04958720,1.31415471
-5.43571786,3.04755484,0.01349254,2.16407300,0.10461770,0.00000000,1.06620348,1.32733574
-5.42971486,3.09083746,0.01386137,2.19317408,0.10934811,0.00000000,1.08445093,1.34292452
-5.42371186,3.13991261,0.01430449,2.22636060,0.11432776,0.00000000,1.10403029,1.36067256
-5.41770885,3.19399874,0.01481755,2.26315249,0.11949168,0.00000000,1.12464040,1.38030335
-5.41170585,3.25226084,0.01539530,2.30303147,0.12477196,0.00000000,1.14598299,1.40151430
-5.40570285,3.31382302,0.01603164,2.34544694,0.13009988,0.00000000,1.16776684,1.42397870
-5.39969985,3.37778103,0.01671967,2.38982186,0.13540808,0.00000000,1.18971143,1.44734794
-5.39369685,3.44321514,0.01745177,2.43555885,0.14063275,0.00000000,1.21155009,1.47125444
-5.38769385,3.50920346,0.01821969,2.48204697,0.14571552,0.00000000,1.23303286,1.49531537
-5.38169085,3.57483579,0.01901471,2.52866930,0.15060533,0.00000000,1.25392901,1.51913737
-5.37568784,3.63922815,0.01982778,2.57481158,0.15525982,0.00000000,1.27402950,1.54232243
-5.36968484,3.70153766,0.02064972,2.61987176,0.15964648,0.00000000,1.29314918,1.56447478
-5.36368184,3.76097772,0.02147142,2.66327057,0.16374334,0.00000000,1.31112895,1.58520877
-5.35767884,3.81683298,0.02228398,2.70446272,0.16753927,0.00000000,1.32783775,1.60415749
-5.35167584,3.86847380,0.02307898,2.74294856,0.17103375,0.00000000,1.34317434,1.62098178
-5.34567284,3.91536977,0.02384860,2.77828570,0.17423627,0.00000000,1.35706883,1.63537958
-5.33966983,3.95710177,0.02458582,2.81010041,0.17716530,0.00000000,1.36948396,1.64709486
-5.33366683,3.99337231,0.02528450,2.83809815,0.17984695,0.00000000,1.38041594,1.65592625
-5.32766383,4.02401375,0.02593955,2.86207313,0.18231327,0.00000000,1.38989484,1.66173467
-5.32166083,4.04899427,0.02654694,2.88191629,0.18460047,0.00000000,1.39798463,1.66444994
-5.31565783,4.06842135,0.02710379,2.89762181,0.18674701,0.00000000,1.40478269,1.66407608
-5.30965483,4.08254293,0.02760831,2.90929156,0.18879169,0.00000000,1.41041881,1.66069508
-5.30365183,4.09174605,0.02805986,2.91713778,0.19077188,0.00000000,1.41505393,1.65446910
-5.29764882,4.09655324,0.02845880,2.92148351,0.19272201,0.00000000,1.41887830,1.64564111
-5.29164582,4.09761675,0.02880652,2.92276115,0.19467224,0.00000000,1.42210943,1.63453376
-5.28564282,4.09571055,0.02910524,2.92150873,0.19664759,0.00000000,1.42498965,1.62154668
-5.27963982,4.09172041,0.02935799,2.91836425,0.19866739,0.00000000,1.42778335,1.60715215
-5.27363682,4.08663182,0.02956844,2.91405772,0.20074512,0.00000000,1.43077393,1.59188910
-5.26763382,4.08151580,0.02974078,2.90940111,0.20288865,0.00000000,1.43426034,1.57635558
-5.26163082,4.07751240,0.02987962,2.90527593,0.20510080,0.00000000,1.43855316,1.56119955
-5.25562781,4.07581193,0.02998983,2.90261856,0.20738020,0.00000000,1.44397025,1.54710808
-5.24962481,4.07763341,0.03007643,2.90240309,0.20972227,0.00000000,1.45083176,1.53479498
