energy_ev,total_up,Ge_p_up,Ge_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-6.00000000,1.63112640,0.33526242,0.00000000,0.30471470,0.50534960,0.03006774,0.65890323
-5.99399700,1.61073244,0.33289185,0.00000000,0.30425673,0.50143913,0.02821274,0.65157582
-5.98799400,1.59330060,0.32965696,0.00000000,0.30383079,0.49747600,0.02658326,0.64808885
-5.98199100,1.57925976,0.32562801,0.00000000,0.30350015,0.49358854,0.02518740,0.64866439
-5.97598799,1.56904132,0.32088297,0.00000000,0.30332442,0.48991805,0.02402788,0.65352076
-5.96998499,1.56306347,0.31550502,0.00000000,0.30335609,0.48661454,0.02310224,0.66286319
-5.96398199,1.56171282,0.30958001,0.00000000,0.30363718,0.48383160,0.02240313,0.67687201
-5.95797899,1.56532431,0.30319411,0.00000000,0.30419647,0.48172046,0.02191863,0.69568911
-5.95197599,1.57416052,0.29643174,0.00000000,0.30504732,0.48042361,0.02163272,0.71940314
-5.94597299,1.58839146,0.28937392,0.00000000,0.30618613,0.48006838,0.02152572,0.74803441
-5.93996998,1.60807605,0.28209698,0.00000000,0.30759172,0.48076062,0.02157490,0.78152027
-5.93396698,1.63314639,0.27467185,0.00000000,0.30922546,0.48257907,0.02175502,0.81970194
-5.92796398,1.66339586,0.26716374,0.00000000,0.31103226,0.48557050,0.02203904,0.86231369
-5.92196098,1.69847193,0.25963225,0.00000000,0.31294233,0.48974605,0.02239874,0.90897505
-5.91595798,1.73787430,0.25213190,0.00000000,0.31487357,0.49507901,0.02280547,0.95918696
-5.90995498,1.78095885,0.24471290,0.00000000,0.31673463,0.50150401,0.02323084,1.01233227
-5.90395198,1.82694761,0.23742209,0.00000000,0.31842827,0.50891796,0.02364744,1.06768100
-5.89794897,1.87494451,0.23030404,0.00000000,0.31985508,0.51718259,0.02402950,1.12440053
-5.89194597,1.92395676,0.22340208,0.00000000,0.32091723,0.52612863,0.02435358,1.18157060
-5.88594297,1.97292112,0.21675923,0.00000000,0.32152225,0.53556142,0.02459908,1.23820282
-5.87993997,2.02073429,0.21041909,0.00000000,0.32158656,0.54526786,0.02474881,1.29326416
-5.87393697,2.06628627,0.20442639,0.00000000,0.32103872,0.55502428,0.02478937,1.34570364
-5.86793397,2.10849565,0.19882740,0.00000000,0.31982222,0.56460521,0.02471143,1.39448129
-5.86193097,2.14634545,0.19367016,0.00000000,0.31789787,0.57379234,0.02450995,1.43859829
-5.85592796,2.17891820,0.18900438,0.00000000,0.31524549,0.58238370,0.02418421,1.47712713
-5.84992496,2.20542885,0.18488132,0.00000000,0.31186515,0.59020242,0.02373774,1.50924063
-5.84392196,2.22525438,0.18135344,0.00000000,0.30777772,0.59710489,0.02317812,1.53423855
-5.83791896,2.23795887,0.17847403,0.00000000,0.30302495,0.60298791,0.02251669,1.55157070
-5.83191596,2.24331303,0.17629683,0.00000000,0.29766889,0.60779466,0.02176814,1.56085577
-5.82591296,2.24130763,0.17487561,0.00000000,0.29179093,0.61151913,0.02094999,1.56189481
-5.81990995,2.23216010,0.17426390,0.00000000,0.28549034,0.61420899,0.02008207,1.55467906
-5.81390695,2.21631421,0.17451477,0.00000000,0.27888245,0.61596668,0.01918589,1.53939172
-5.80790395,2.19443288,0.17568068,0.00000000,0.27209657,0.61694882,0.01828403,1.51640363
-5.80190095,2.16738439,0.17781351,0.00000000,0.26527366,0.61736386,0.01739947,1.48626313
-5.79589795,2.13622256,0.18096458,0.00000000,0.25856383,0.61746813,0.01655504,1.44968052
-5.78989495,2.10216175,0.18518483,0.00000000,0.25212380,0.61756050,0.01577279,1.40750790
-5.78389195,2.06654750,0.19052491,0.00000000,0.24611433,0.61797574,0.01507347,1.36071511
-5.77788894,2.03082407,0.19703533,0.00000000,0.24069759,0.61907696,0.01447603,1.31036294
-5.77188594,1.99649983,0.20476652,0.00000000,0.23603476,0.62124724,0.01399727,1.25757452
-5.76588294,1.96511181,0.21376872,0.00000000,0.23228356,0.62488087,0.01365143,1.20350607
-5.75987994,1.93819043,0.22409174,0.00000000,0.22959606,0.63037436,0.01344998,1.14931802
-5.75387694,1.91722540,0.23578455,0.00000000,0.22811653,0.63811749,0.01340136,1.09614751
-5.74787394,1.90363380,0.24889453,0.00000000,0.22797955,0.64848467,0.01351095,1.04508299
-5.74187094,1.89873091,0.26346655,0.00000000,0.22930814,0.66182668,0.01378092,0.99714181
-5.73586793,1.90370445,0.27954173,0.00000000,0.23221223,0.67846308,0.01421033,0.95325106
-5.72986493,1.91959241,0.29715588,0.00000000,0.23678706,0.69867523,0.01479514,0.91423220
-5.72386193,1.94726489,0.31633771,0.00000000,0.24311191,0.72270014,0.01552839,0.88078945
-5.71785893,1.98740963,0.33710679,0.00000000,0.25124882,0.75072497,0.01640037,0.85350202
-5.71185593,2.04052133,0.35947120,0.00000000,0.26124146,0.78288242,0.01739890,0.83281988
-5.70585293,2.10689438,0.38342510,0.00000000,0.27311410,0.81924675,0.01850956,0.81906291
-5.69984992,2.18661873,0.40894613,0.00000000,0.28687073,0.85983054,0.01971610,0.81242274
-5.69384692,2.27957848,0.43599278,0.00000000,0.30249418,0.90458209,0.02100080,0.81296718
-5.68784392,2.38545307,0.46450185,0.00000000,0.31994550,0.95338358,0.02234486,0.82064634
-5.68184092,2.50372048,0.49438610,0.00000000,0.33916345,1.00604981,0.02372887,0.83530025
-5.67583792,2.63366267,0.52553218,0.00000000,0.36006417,1.06232774,0.02513326,0.85666732
-5.66983492,2.77437278,0.55779916,0.00000000,0.38254120,1.12189692,0.02653878,0.88439333
-5.66383192,2.92476446,0.59101752,0.00000000,0.40646573,1.18437082,0.02792694,0.91804055
-5.65782891,3.08358332,0.62498915,0.00000000,0.43168732,1.24929936,0.02928052,0.95709679
-5.65182591,3.24942070,0.65948808,0.00000000,0.45803502,1.31617275,0.03058391,1.00098423
-5.64582291,3.42073013,0.69426251,0.00000000,0.48531907,1.38442684,0.03182356,1.04906788
-5.63981991,3.59584664,0.72903782,0.00000000,0.51333308,1.45345003,0.03298827,1.10066380
-5.63381691,3.77300925,0.76352088,0.00000000,0.54185689,1.52259202,0.03406945,1.15504714
-5.62781391,3.95038654,0.79740560,0.00000000,0.57065991,1.59117421,0.03506128,1.21146007
-5.62181091,4.12610543,0.83037949,0.00000000,0.59950506,1.65850187,0.03596083,1.26911987
-5.61580790,4.29828282,0.86213123,0.00000000,0.62815315,1.72387770,0.03676804,1.32722723
-5.60980490,4.46505953,0.89235894,0.00000000,0.65636764,1.78661666,0.03748560,1.38497506
-5.60380190,4.62463582,0.92077885,0.00000000,0.68391957,1.84606149,0.03811878,1.44155782
-5.59779890,4.77530757,0.94713401,0.00000000,0.71059253,1.90159856,0.03867511,1.49618142
-5.59179590,4.91550191,0.97120266,0.00000000,0.73618747,1.95267323,0.03916403,1.54807373
-5.58579290,5.04381095,0.99280574,0.00000000,0.76052710,1.99880433,0.03959644,1.59649558
