energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,0.91058365,0.06535104,0.00905246,0.25376873,0.00000000,0.28248444,0.25491759
-5.99399700,0.92038518,0.06097110,0.00891007,0.25734453,0.00000000,0.27707052,0.25857146
-5.98799400,0.94012883,0.05680831,0.00886948,0.26379127,0.00000000,0.27411029,0.26512829
-5.98199100,0.97060623,0.05292582,0.00893538,0.27335272,0.00000000,0.27386356,0.27478325
-5.97598799,1.01242863,0.04937668,0.00911164,0.28622202,0.00000000,0.27654422,0.28768168
-5.96998499,1.06598684,0.04620275,0.00940091,0.30253008,0.00000000,0.28230985,0.30390741
-5.96398199,1.13141650,0.04343402,0.00980424,0.32233541,0.00000000,0.29125291,0.32347264
-5.95797899,1.20856975,0.04108833,0.01032076,0.34561567,0.00000000,0.30339371,0.34630976
-5.95197599,1.29699478,0.03917149,0.01094743,0.37226130,0.00000000,0.31867543,0.37226538
-5.94597299,1.39592413,0.03767765,0.01167892,0.40207153,0.00000000,0.33696137,0.40109712
-5.93996998,1.50427286,0.03659014,0.01250749,0.43475322,0.00000000,0.35803457,0.43247309
-5.93396698,1.62064733,0.03588241,0.01342306,0.46992266,0.00000000,0.38159994,0.46597467
-5.92796398,1.74336495,0.03551928,0.01441327,0.50711052,0.00000000,0.40728894,0.50110231
-5.92196098,1.87048509,0.03545838,0.01546374,0.54577005,0.00000000,0.43466684,0.53728472
-5.91595798,1.99985070,0.03565162,0.01655832,0.58528852,0.00000000,0.46324248,0.57389102
-5.90995498,2.12913997,0.03604686,0.01767950,0.62500165,0.00000000,0.49248026,0.61024575
-5.90395198,2.25592670,0.03658954,0.01880879,0.66421073,0.00000000,0.52181432,0.64564641
-5.89794897,2.37774760,0.03722433,0.01992731,0.70220201,0.00000000,0.55066423,0.67938276
-5.89194597,2.49217436,0.03789670,0.02101627,0.73826765,0.00000000,0.57845203,0.71075749
-5.88594297,2.59688791,0.03855448,0.02205757,0.77172763,0.00000000,0.60461986,0.73910731
-5.87993997,2.68975208,0.03914918,0.02303438,0.80195174,0.00000000,0.62864762,0.76382372
-5.87393697,2.76888369,0.03963727,0.02393171,0.82838068,0.00000000,0.65007006,0.78437265
-5.86793397,2.83271611,0.03998116,0.02473691,0.85054560,0.00000000,0.66849256,0.80031204
-5.86193097,2.88005350,0.04015003,0.02544021,0.86808503,0.00000000,0.68360489,0.81130663
-5.85592796,2.91011343,0.04012038,0.02603506,0.88075849,0.00000000,0.69519249,0.81713936
-5.84992496,2.92255564,0.03987642,0.02651849,0.88845618,0.00000000,0.70314464,0.81771871
-5.84392196,2.91749581,0.03941003,0.02689132,0.89120414,0.00000000,0.70745910,0.81308183
-5.83791896,2.89550338,0.03872068,0.02715829,0.88916472,0.00000000,0.70824311,0.80339308
-5.83191596,2.85758359,0.03781496,0.02732803,0.88263211,0.00000000,0.70571039,0.78893825
-5.82591296,2.80514430,0.03670597,0.02741298,0.87202315,0.00000000,0.70017447,0.77011458
-5.81990995,2.73994893,0.03541250,0.02742917,0.85786381,0.00000000,0.69203840,0.74741709
-5.81390695,2.66405762,0.03395808,0.02739588,0.84077161,0.00000000,0.68178122,0.72142183
-5.80790395,2.57975894,0.03236992,0.02733528,0.82143500,0.00000000,0.66994175,0.69276669
-5.80190095,2.48949497,0.03067776,0.02727187,0.80059023,0.00000000,0.65710036,0.66213079
-5.79589795,2.39578266,0.02891276,0.02723193,0.77899680,0.00000000,0.64385918,0.63021304
-5.78989495,2.30113470,0.02710640,0.02724293,0.75741226,0.00000000,0.63082185,0.59771090
