energy_ev,total_up,In_p_up,In_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.56178089,2.70703667,0.16068157,0.00324836,0.00218457,1.81243267,1.85181271,0.97898843
-5.55577789,2.58645260,0.14942981,0.00296108,0.00204741,1.75800805,1.78380282,0.95000818
-5.54977489,2.47697850,0.13950689,0.00270296,0.00192176,1.70776248,1.72190100,0.92300181
-5.54377189,2.37746759,0.13085292,0.00247360,0.00180646,1.66099187,1.66532471,0.89739704
-5.53776888,2.28672056,0.12339097,0.00227224,0.00170024,1.61700256,1.61327505,0.87265286
-5.53176588,2.20354378,0.11703118,0.00209779,0.00160180,1.57514385,1.56497583,0.84828207
-5.52576288,2.12679880,0.11167453,0.00194890,0.00150989,1.53483475,1.51970654,0.82386958
-5.51975988,2.05544196,0.10721631,0.00182406,0.00142333,1.49558415,1.47682858,0.79908590
-5.51375688,1.98855377,0.10354904,0.00172158,0.00134107,1.45700443,1.43580451,0.77369592
-5.50775388,1.92535841,0.10056511,0.00163970,0.00126222,1.41881873,1.39621038,0.74756285
-5.50175088,1.86523386,0.09815890,0.00157658,0.00118607,1.38086247,1.35774182,0.72064795
-5.49574787,1.80771420,0.09622863,0.00153033,0.00111209,1.34307989,1.32021459,0.69300641
-5.48974487,1.75248523,0.09467779,0.00149907,0.00103992,1.30551679,1.28356069,0.66478008
-5.48374187,1.69937531,0.09341638,0.00148091,0.00096940,1.26831053,1.24782109,0.63618787
-5.47773887,1.64834299,0.09236191,0.00147401,0.00090050,1.23167844,1.21313629,0.60751446
-5.47173587,1.59946306,0.09144023,0.00147654,0.00083333,1.19590576,1.17973570,0.57909815
-5.46573287,1.55291231,0.09058623,0.00148677,0.00076814,1.16133400,1.14792682,0.55131853
-5.45972986,1.50895631,0.08974450,0.00150302,0.00070525,1.12835040,1.11808490,0.52458451
-5.45372686,1.46793768,0.08886981,0.00152376,0.00064504,1.09737908,1.09064344,0.49932313
-5.44772386,1.43026642,0.08792759,0.00154755,0.00058797,1.06887390,1.06608592,0.47596948
-5.44172086,1.39641231,0.08689424,0.00157315,0.00053450,1.04331315,1.04493844,0.45495786
-5.43571786,1.36689889,0.08575733,0.00159950,0.00048514,1.02119560,1.02776316,0.43671421
-5.42971486,1.34229861,0.08451567,0.00162575,0.00044038,1.00303751,1.01515194,0.42164960
-5.42371186,1.32322825,0.08317914,0.00165131,0.00040073,0.98936993,1.00771970,0.41015470
-5.41770885,1.31034377,0.08176835,0.00167584,0.00036669,0.98073560,1.00609671,0.40259487
-5.41170585,1.30433360,0.08031401,0.00169928,0.00033878,0.97768472,1.01091935,0.39930560
-5.40570285,1.30590969,0.07885612,0.00172188,0.00031750,0.98076901,1.02281871,0.40058797
-5.39969985,1.31579557,0.07744281,0.00174415,0.00030338,0.99053355,1.04240689,0.40670404
-5.39369685,1.33471108,0.07612896,0.00176690,0.00029696,1.00750615,1.07026060,0.41787178
-5.38769385,1.36335377,0.07497468,0.00179118,0.00029879,1.03218418,1.10690266,0.43425976
-5.38169085,1.40237700,0.07404343,0.00181828,0.00030945,1.06501909,1.15278137,0.45598133
-5.37568784,1.45236567,0.07340013,0.00184966,0.00032952,1.10639912,1.20824890,0.48308880
-5.36968484,1.51381009,0.07310914,0.00188693,0.00035962,1.15663089,1.27353940,0.51556761
-5.36368184,1.58707941,0.07323219,0.00193176,0.00040035,1.21592073,1.34874808,0.55333097
-5.35767884,1.67239587,0.07382634,0.00198584,0.00045231,1.28435685,1.43381246,0.59621547
-5.35167584,1.76981120,0.07494209,0.00205082,0.00051604,1.36189347,1.52849729,0.64397789
-5.34567284,1.87918684,0.07662164,0.00212820,0.00059205,1.44833792,1.63238408,0.69629393
-5.33966983,2.00017898,0.07889732,0.00221932,0.00068075,1.54334182,1.74486659,0.75275903
-5.33366683,2.13222998,0.08179042,0.00232526,0.00078242,1.64639713,1.86515304,0.81289166
-5.32766383,2.27456667,0.08531022,0.00244680,0.00089718,1.75683766,1.99227545,0.87613938
-5.32166083,2.42620634,0.08945343,0.00258437,0.00102495,1.87384644,2.12510646,0.94188756
-5.31565783,2.58597027,0.09420402,0.00273801,0.00116542,1.99646885,2.26238320,1.00947069
-5.30965483,2.75250486,0.09953336,0.00290738,0.00131802,2.12363128,2.40273749,1.07818612
-5.30365183,2.92430925,0.10540074,0.00309172,0.00148189,2.25416456,2.54473144,1.14730959
-5.29764882,3.09976876,0.11175424,0.00328984,0.00165582,2.38683130,2.68689670,1.21611215
-5.29164582,3.27719239,0.11853186,0.00350020,0.00183833,2.52035587,2.82777591,1.28387771
-5.28564282,3.45485294,0.12566291,0.00372089,0.00202758,2.65345570,2.96596416,1.34992042
-5.27963982,3.63102798,0.13306955,0.00394970,0.00222144,2.78487247,3.10014863,1.41360118
-5.27363682,3.80403964,0.14066853,0.00418416,0.00241749,2.91340162,3.22914438,1.47434242
-5.26763382,3.97229175,0.14837286,0.00442164,0.00261306,3.03791904,3.35192448,1.53164057
-5.26163082,4.13430246,0.15609364,0.00465936,0.00280530,3.15740351,3.46764313,1.58507543
-5.25562781,4.28873132,0.16374166,0.00489451,0.00299124,3.27095418,3.57565050,1.63431631
-5.24962481,4.43439970,0.17122900,0.00512432,0.00316784,3.37780236,3.67549884,1.67912439
-5.24362181,4.57030404,0.17847044,0.00534610,0.00333210,3.47731739,3.76693953,1.71935147
-5.23761881,4.69562187,0.18538468,0.00555734,0.00348113,3.56900673,3.84991164,1.75493510
-5.23161581,4.80971087,0.19189536,0.00575576,0.00361223,3.65251057,3.92452276,1.78589059
-5.22561281,4.91210170,0.19793191,0.00593935,0.00372299,3.72759194,3.99102337,1.81230026
-5.21960980,5.00248558,0.20343018,0.00610642,0.00381135,3.79412307,4.04977658,1.83430073
-5.21360680,5.08069797,0.20833291,0.00625567,0.00387565,3.85206930,4.10122481,1.85206884
-5.20760380,5.14669974,0.21259011,0.00638612,0.00391473,3.90147180,4.14585577,1.86580720
-5.20160080,5.20055726,0.21615925,0.00649724,0.00392791,3.94243030,4.18416932,1.87572993
-5.19559780,5.24242289,0.21900545,0.00658884,0.00391504,3.97508698,4.21664733,1.88204958
-5.18959480,5.27251712,0.22110164,0.00666114,0.00387651,3.99961255,4.24372788,1.88496570
-5.18359180,5.29111313,0.22242866,0.00671472,0.00381319,4.01619515,4.26578508,1.88465568
-5.17758879,5.29852483,0.22297544,0.00675047,0.00372644,4.02503261,4.28311530,1.88126823
-5.17158579,5.29509825,0.22273912,0.00676962,0.00361806,4.02632821,4.29592997,1.87491960
-5.16558279,5.28120661,0.22172526,0.00677364,0.00349020,4.02028961,4.30435498,1.86569274
-5.15957979,5.25724848,0.21994798,0.00676421,0.00334531,4.00713071,4.30843597,1.85363903
-5.15357679,5.22364842,0.21743006,0.00674318,0.00318603,3.98707562,4.30814865,1.83878248
-5.14757379,5.18085923,0.21420304,0.00671253,0.00301519,3.96036389,4.30341285,1.82112577
-5.14157079,5.12936484,0.21030705,0.00667428,0.00283562,3.92725620,4.29410899,1.80065782
-5.13556778,5.06968273,0.20579066,0.00663043,0.00265016,3.88803934,4.28009552,1.77736208
-5.12956478,5.00236499,0.20071034,0.00658293,0.00246155,3.84302995,4.26122593,1.75122519
-5.12356178,4.92799721,0.19512983,0.00653362,0.00227237,3.79257607,4.23736399,1.72224525
-5.11755878,4.84719467,0.18911916,0.00648412,0.00208501,3.73705612,4.20839649,1.69043929
-5.11155578,4.76059558,0.18275343,0.00643583,0.00190160,3.67687520,4.17424245,1.65584954
-5.10555278,4.66885137,0.17611140,0.00638988,0.00172398,3.61245860,4.13485876,1.61854806
-5.09954977,4.57261460,0.16927379,0.00634703,0.00155373,3.54424305,4.09024201,1.57863973
-5.09354677,4.47252497,0.16232149,0.00630770,0.00139210,3.47266613,4.04042702,1.53626334
-5.08754377,4.36919448,0.15533362,0.00627194,0.00124005,3.39815474,3.98548247,1.49159098
-5.08154077,4.26319277,0.14838564,0.00623939,0.00109828,3.32111342,3.92550461,1.44482576
-5.07553777,4.15503380,0.14154748,0.00620931,0.00096720,3.24191355,3.86060990,1.39619824
-5.06953477,4.04516492,0.13488185,0.00618061,0.00084698,3.16088431,3.79092751,1.34596168
-5.06353177,3.93395934,0.12844275,0.00615187,0.00073760,3.07830613,3.71659275,1.29438671
-5.05752876,3.82171278,0.12227437,0.00612143,0.00063885,2.99440741,3.63774204,1.24175546
-5.05152576,3.70864471,0.11641025,0.00608740,0.00055037,2.90936476,3.55451018,1.18835585
-5.04552276,3.59490443,0.11087296,0.00604779,0.00047168,2.82330689,3.46703029,1.13447595
-5.03951976,3.48058168,0.10567407,0.00600056,0.00040223,2.73632216,3.37543635,1.08039905
-5.03351676,3.36572136,0.10081463,0.00594374,0.00034141,2.64846920,3.27986847,1.02639935
-5.02751376,3.25034156,0.09628602,0.00587550,0.00028858,2.55979001,3.18048029,0.97273856
-5.02151076,3.13445372,0.09207112,0.00579424,0.00024308,2.47032481,3.07744794,0.91966332
-5.01550775,3.01808384,0.08814577,0.00569869,0.00020427,2.38012748,2.97098000,0.86740366
-5.00950475,2.90129344,0.08448044,0.00558795,0.00017154,2.28928078,2.86132736,0.81617218
-5.00350175,2.78419883,0.08104203,0.00546155,0.00014433,2.19791021,2.74879235,0.76616401
-4.99749875,2.66698779,0.07779568,0.00531951,0.00012209,2.10619567,2.63373631,0.71755733
-4.99149575,2.54993232,0.07470653,0.00516233,0.00010438,2.01438009,2.51658483,0.67051438
-4.98549275,2.43339706,0.07174142,0.00499100,0.00009079,1.92277447,2.39783024,0.62518268
-4.97948974,2.31784246,0.06887029,0.00480700,0.00008100,1.83175900,2.27803088,0.58169635
-4.97348674,2.20382289,0.06606744,0.00461225,0.00007472,1.74178004,2.15780718,0.54017748
-4.96748374,2.09197953,0.06331244,0.00440903,0.00007177,1.65334326,2.03783451,0.50073730
-4.96148074,1.98302849,0.06059079,0.00419997,0.00007200,1.56700299,1.91883303,0.46347710
-4.95547774,1.87774484,0.05789422,0.00398795,0.00007534,1.48334869,1.80155513,0.42848891
-4.94947474,1.77694324,0.05522074,0.00377601,0.00008178,1.40298890,1.68677087,0.39585588
-4.94347174,1.68145623,0.05257442,0.00356728,0.00009134,1.32653362,1.57525220,0.36565227
-4.93746873,1.59211118,0.04996493,0.00336491,0.00010409,1.25457602,1.46775659,0.33794324
-4.93146573,1.50970690,0.04740686,0.00317197,0.00012014,1.18767424,1.36501080,0.31278436
-4.92546273,1.43499103,0.04491896,0.00299137,0.00013962,1.12633420,1.26769547,0.29022087
-4.91945973,1.36863899,0.04252325,0.00282584,0.00016268,1.07099405,1.17643118,0.27028695
-4.91345673,1.31123539,0.04024407,0.00267780,0.00018947,1.02201106,1.09176629,0.25300477
-4.90745373,1.26325853,0.03810717,0.00254938,0.00022015,0.97965126,1.01416718,0.23838364
-4.90145073,1.22506834,0.03613879,0.00244237,0.00025483,0.94408232,0.94401087,0.22641919
-4.89544772,1.19689818,0.03436484,0.00235818,0.00029362,0.91536969,0.88158035,0.21709261
-4.88944472,1.17885036,0.03281013,0.00229782,0.00033660,0.89347611,0.82706242,0.21037008
-4.88344172,1.17089559,0.03149773,0.00226194,0.00038377,0.87826431,0.78054797,0.20620233
-4.87743872,1.17287571,0.03044836,0.00225078,0.00043511,0.86950259,0.74203454,0.20452440
-4.87143572,1.18450975,0.02968000,0.00226424,0.00049051,0.86687287,0.71143060,0.20525559
-4.86543272,1.20540239,0.02920744,0.00230187,0.00054980,0.86998083,0.68856155,0.20829958
-4.85942971,1.23505463,0.02904204,0.00236289,0.00061275,0.87836740,0.67317666,0.21354472
-4.85342671,1.27287573,0.02919145,0.00244624,0.00067904,0.89152127,0.66495683,0.22086450
-4.84742371,1.31819616,0.02965948,0.00255062,0.00074829,0.90889161,0.66352272,0.23011816
-4.84142071,1.37028052,0.03044590,0.00267449,0.00082004,0.92990067,0.66844277,0.24115142
-4.83541771,1.42834040,0.03154638,0.00281614,0.00089377,0.95395566,0.67924102,0.25379729
-4.82941471,1.49154620,0.03295239,0.00297371,0.00096891,0.98045956,0.69540433,0.26787697
-4.82341171,1.55903800,0.03465111,0.00314522,0.00104482,1.00882055,0.71638901,0.28320085
-4.81740870,1.62993491,0.03662544,0.00332860,0.00112085,1.03845982,0.74162654,0.29956956
-4.81140570,1.70334292,0.03885398,0.00352169,0.00119630,1.06881778,0.77052864,0.31677501
-4.80540270,1.77836123,0.04131109,0.00372232,0.00127045,1.09935855,0.80249152,0.33460165
-4.79939970,1.85408720,0.04396697,0.00392827,0.00134259,1.12957292,0.83689954,0.35282761
-4.79339670,1.92962013,0.04678785,0.00413730,0.00141202,1.15897993,0.87312850,0.37122611
-4.78739370,2.00406421,0.04973623,0.00434715,0.00147804,1.18712751,0.91054858,0.38956690
-4.78139070,2.07653113,0.05277126,0.00455557,0.00153997,1.21359212,0.94852735,0.40761785
-4.77538769,2.14614265,0.05584914,0.00476030,0.00159720,1.23797821,0.98643302,0.42514677
-4.76938469,2.21203375,0.05892375,0.00495908,0.00164912,1.25991736,1.02363808,0.44192342
-4.76338169,2.27335677,0.06194724,0.00514966,0.00169521,1.27906783,1.05952359,0.45772169
-4.75737869,2.32928677,0.06487085,0.00532980,0.00173497,1.29511442,1.09348427,0.47232210
-4.75137569,2.37902863,0.06764573,0.00549731,0.00176798,1.30776916,1.12493443,0.48551454
-4.74537269,2.42182591,0.07022391,0.00565001,0.00179388,1.31677274,1.15331476,0.49710116
-4.73936968,2.45697151,0.07255922,0.00578583,0.00181238,1.32189686,1.17809995,0.50689953
-4.73336668,2.48381998,0.07460833,0.00590276,0.00182325,1.32294732,1.19880701,0.51474589
-4.72736368,2.50180133,0.07633172,0.00599894,0.00182636,1.31976798,1.21500395,0.52049849
-4.72136068,2.51043566,0.07769465,0.00607270,0.00182161,1.31224505,1.22631873,0.52404082
-4.71535768,2.50934817,0.07866801,0.00612257,0.00180903,1.30031180,1.23244796,0.52528473
-4.70935468,2.49828385,0.07922911,0.00614736,0.00178870,1.28395308,1.23316508,0.52417327
-4.70335168,2.47712108,0.07936232,0.00614618,0.00176079,1.26320960,1.22832754,0.52068305
-4.69734867,2.44588325,0.07905951,0.00611850,0.00172556,1.23818136,1.21788266,0.51482612
-4.69134567,2.40474778,0.07832034,0.00606420,0.00168334,1.20903013,1.20187172,0.50665110
-4.68534267,2.35405179,0.07715234,0.00598356,0.00163456,1.17598061,1.18043195,0.49624351
-4.67933967,2.29429380,0.07557077,0.00587734,0.00157971,1.13931999,1.15379635,0.48372535
-4.67333667,2.22613107,0.07359829,0.00574673,0.00151936,1.09939593,1.12229088,0.46925360
-4.66733367,2.15037242,0.07126439,0.00559338,0.00145416,1.05661261,1.08632928,0.45301787
-4.66133067,2.06796643,0.06860466,0.00541937,0.00138480,1.01142518,1.04640535,0.43523717
-4.65532766,1.97998520,0.06565993,0.00522719,0.00131202,0.96433243,1.00308299,0.41615575
-4.64932466,1.88760421,0.06247522,0.00501968,0.00123661,0.91586806,0.95698426,0.39603833
-4.64332166,1.79207875,0.05909865,0.00479995,0.00115934,0.86659067,0.90877579,0.37516463
-4.63731866,1.69471771,0.05558026,0.00457138,0.00108104,0.81707285,0.85915404,0.35382358
-4.63131566,1.59685568,0.05197087,0.00433747,0.00100248,0.76788971,0.80882990,0.33230723
-4.62531266,1.49982419,0.04832096,0.00410179,0.00092444,0.71960721,0.75851318,0.31090472
-4.61930965,1.40492315,0.04467960,0.00386792,0.00084763,0.67277065,0.70889743,0.28989634
-4.61330665,1.31339347,0.04109357,0.00363930,0.00077273,0.62789380,0.66064583,0.26954807
-4.60730365,1.22639160,0.03760653,0.00341923,0.00070034,0.58544890,0.61437829,0.25010659
-4.60130065,1.14496704,0.03425846,0.00321073,0.00063100,0.54585788,0.57066046,0.23179501
-4.59529765,1.07004323,0.03108523,0.00301653,0.00056516,0.50948510,0.52999480,0.21480946
-4.58929465,1.00240249,0.02811839,0.00283896,0.00050318,0.47663180,0.49281399,0.19931654
-4.58329165,0.94267540,0.02538514,0.00267996,0.00044534,0.44753243,0.45947683,0.18545175
-4.57728864,0.89133473,0.02290852,0.00254102,0.00039183,0.42235287,0.43026664,0.17331889
-4.57128564,0.84869412,0.02070771,0.00242316,0.00034278,0.40119078,0.40539211,0.16299042
-4.56528264,0.81491132,0.01879854,0.00232695,0.00029820,0.38407786,0.38499057,0.15450867
-4.55927964,0.78999586,0.01719405,0.00225248,0.00025809,0.37098400,0.36913330,0.14788797
-4.55327664,0.77382082,0.01590518,0.00219943,0.00022234,0.36182340,0.35783279,0.14311739
-4.54727364,0.76613825,0.01494142,0.00216708,0.00019081,0.35646209,0.35105150,0.14016422
-4.54127064,0.76659772,0.01431155,0.00215432,0.00016334,0.35472708,0.34871181,0.13897776
-4.53526763,0.77476742,0.01402424,0.00215977,0.00013971,0.35641648,0.35070678,0.13949362
-4.52926463,0.79015710,0.01408868,0.00218178,0.00011971,0.36131050,0.35691129,0.14163808
-4.52326163,0.81224208,0.01451492,0.00221851,0.00010308,0.36918293,0.36719304,0.14533250
-4.51725863,0.84048758,0.01531427,0.00226801,0.00008961,0.37981257,0.38142313,0.15049764
-4.51125563,0.87437246,0.01649934,0.00232826,0.00007905,0.39299433,0.39948560,0.15705768
-4.50525263,0.91341153,0.01808403,0.00239729,0.00007118,0.40854948,0.42128574,0.16494378
-4.49924962,0.95717555,0.02008317,0.00247316,0.00006578,0.42633456,0.44675652,0.17409707
-4.49324662,1.00530813,0.02251215,0.00255409,0.00006267,0.44624852,0.47586309,0.18447102
-4.48724362,1.05753876,0.02538615,0.00263848,0.00006166,0.46823778,0.50860485,0.19603290
-4.48124062,1.11369123,0.02871937,0.00272493,0.00006259,0.49229870,0.54501503,0.20876445
-4.47523762,1.17368712,0.03252399,0.00281232,0.00006530,0.51847736,0.58515768,0.22266154
-4.46923462,1.23754378,0.03680911,0.00289980,0.00006966,0.54686629,0.62912196,0.23773290
-4.46323162,1.30536694,0.04157958,0.00298677,0.00007554,0.57759840,0.67701406,0.25399794
-4.45722861,1.37733785,0.04683483,0.00307294,0.00008282,0.61083787,0.72894672,0.27148366
-4.45122561,1.45369539,0.05256773,0.00315825,0.00009138,0.64676852,0.78502693,0.29022077
-4.44522261,1.53471375,0.05876360,0.00324286,0.00010109,0.68557988,0.84534216,0.31023917
-4.43921961,1.62067648,0.06539932,0.00332715,0.00011186,0.72745152,0.90994554,0.33156299
-4.43321661,1.71184793,0.07244268,0.00341163,0.00012353,0.77253627,0.97884092,0.35420531
-4.42721361,1.80844326,0.07985200,0.00349688,0.00013599,0.82094300,1.05196808,0.37816281
-4.42121061,1.91059838,0.08757595,0.00358355,0.00014909,0.87271984,1.12918905,0.40341072
-4.41520760,2.01834110,0.09555385,0.00367226,0.00016269,0.92783853,1.21027608,0.42989806
-4.40920460,2.13156493,0.10371609,0.00376356,0.00017662,0.98618077,1.29490189,0.45754365
-4.40320160,2.25000676,0.11198503,0.00385788,0.00019071,1.04752722,1.38263277,0.48623293
-4.39719860,2.37322960,0.12027610,0.00395549,0.00020480,1.11154993,1.47292497,0.51581593
-4.39119560,2.50061141,0.12849924,0.00405646,0.00021872,1.17780859,1.56512479,0.54610636
-4.38519260,2.63134065,0.13656050,0.00416064,0.00023227,1.24575099,1.65847245,0.57688212
-4.37918959,2.76441914,0.14436385,0.00426761,0.00024528,1.31471800,1.75210993,0.60788710
-4.37318659,2.89867231,0.15181313,0.00437674,0.00025758,1.38395288,1.84509269,0.63883447
-4.36718359,3.03276670,0.15881398,0.00448712,0.00026900,1.45261488,1.93640495,0.66941114
-4.36118059,3.16523427,0.16527583,0.00459765,0.00027939,1.51979670,2.02497823,0.69928350
-4.35517759,3.29450272,0.17111380,0.00470699,0.00028859,1.58454516,2.10971270,0.72810423
-4.34917459,3.41893086,0.17625046,0.00481364,0.00029649,1.64588455,2.18950059,0.75551974
-4.34317159,3.53684766,0.18061745,0.00491597,0.00030297,1.70284165,2.26325105,0.78117836
-4.33716858,3.64659358,0.18415685,0.00501227,0.00030793,1.75447155,2.32991566,0.80473866
-4.33116558,3.74656273,0.18682233,0.00510078,0.00031132,1.79988340,2.38851371,0.82587772
-4.32516258,3.83524418,0.18858003,0.00517975,0.00031309,1.83826495,2.43815645,0.84429918
-4.31915958,3.91126084,0.18940914,0.00524750,0.00031322,1.86890506,2.47806946,0.85974046
-4.31315658,3.97340459,0.18930224,0.00530248,0.00031170,1.89121335,2.50761239,0.87197924
-4.30715358,4.02066626,0.18826526,0.00534325,0.00030856,1.90473619,2.52629528,0.88083866
