energy_ev,total_up,total_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.92196098,1.30313240,-1.30313239,0.00450706,-0.00450706,0.32717147,-0.32717146,0.45377317,-0.45377316,0.72279491,-0.72279490,0.36451366,-0.36451367,0.00000000,-0.00000000,0.17090958,-0.17090959,0.05130352,-0.05130352
-5.91595798,1.30691161,-1.30691159,0.00497307,-0.00497307,0.31881223,-0.31881222,0.45234751,-0.45234750,0.71461810,-0.71461808,0.37965962,-0.37965962,0.00000000,-0.00000000,0.17864365,-0.17864365,0.05513003,-0.05513003
-5.90995498,1.31557395,-1.31557394,0.00545052,-0.00545052,0.31160640,-0.31160639,0.45074267,-0.45074266,0.71021069,-0.71021068,0.39585076,-0.39585076,0.00000000,-0.00000000,0.18659504,-0.18659504,0.05925634,-0.05925634
-5.90395198,1.32945673,-1.32945672,0.00593426,-0.00593426,0.30570857,-0.30570856,0.44897458,-0.44897457,0.70990308,-0.70990307,0.41306197,-0.41306197,0.00000000,-0.00000000,0.19475240,-0.19475240,0.06368133,-0.06368133
-5.89794897,1.34880775,-1.34880775,0.00641873,-0.00641873,0.30124226,-0.30124225,0.44709162,-0.44709161,0.71392049,-0.71392048,0.43126906,-0.43126906,0.00000000,-0.00000000,0.20311213,-0.20311213,0.06840274,-0.06840274
-5.89194597,1.37377565,-1.37377565,0.00689813,-0.00689813,0.29829798,-0.29829798,0.44517000,-0.44517000,0.72237781,-0.72237780,0.45044519,-0.45044520,0.00000000,-0.00000000,0.21167654,-0.21167654,0.07341673,-0.07341673
-5.88594297,1.40440516,-1.40440516,0.00736662,-0.00736662,0.29693304,-0.29693304,0.44330875,-0.44330875,0.73527911,-0.73527911,0.47055758,-0.47055758,0.00000000,-0.00000000,0.22045176,-0.22045176,0.07871760,-0.07871761
-5.87993997,1.44063748,-1.44063748,0.00781849,-0.00781849,0.29717290,-0.29717290,0.44162440,-0.44162440,0.75252181,-0.75252181,0.49156468,-0.49156469,0.00000000,-0.00000000,0.22944569,-0.22944569,0.08429756,-0.08429756
-5.87393697,1.48231567,-1.48231567,0.00824839,-0.00824839,0.29901407,-0.29901407,0.44024585,-0.44024584,0.77390522,-0.77390522,0.51341411,-0.51341412,0.00000000,-0.00000000,0.23866600,-0.23866600,0.09014665,-0.09014665
-5.86793397,1.52919464,-1.52919465,0.00865149,-0.00865149,0.30242825,-0.30242825,0.43930934,-0.43930933,0.79914290,-0.79914291,0.53604137,-0.53604138,0.00000000,-0.00000000,0.24811844,-0.24811844,0.09625275,-0.09625275
-5.86193097,1.58095511,-1.58095513,0.00902372,-0.00902372,0.30736742,-0.30736742,0.43895388,-0.43895387,0.82787825,-0.82787826,0.55936954,-0.55936955,0.00000000,-0.00000000,0.25780537,-0.25780538,0.10260177,-0.10260177
-5.85592796,1.63722061,-1.63722063,0.00936192,-0.00936192,0.31376949,-0.31376949,0.43931715,-0.43931714,0.85970242,-0.85970243,0.58330994,-0.58330995,0.00000000,-0.00000000,0.26772472,-0.26772473,0.10917787,-0.10917788
-5.84992496,1.69757645,-1.69757647,0.00966391,-0.00966391,0.32156422,-0.32156422,0.44053193,-0.44053193,0.89417360,-0.89417361,0.60776367,-0.60776368,0.00000000,-0.00000000,0.27786933,-0.27786933,0.11596384,-0.11596384
-5.84392196,1.76158953,-1.76158955,0.00992868,-0.00992868,0.33067890,-0.33067890,0.44272313,-0.44272313,0.93083666,-0.93083667,0.63262398,-0.63262399,0.00000000,-0.00000000,0.28822673,-0.28822673,0.12294145,-0.12294145
-5.83791896,1.82882760,-1.82882762,0.01015634,-0.01015634,0.34104352,-0.34104353,0.44600525,-0.44600525,0.96924222,-0.96924224,0.65777925,-0.65777925,0.00000000,-0.00000000,0.29877928,-0.29877928,0.13009196,-0.13009196
-5.83191596,1.89887676,-1.89887679,0.01034816,-0.01034816,0.35259497,-0.35259498,0.45048033,-0.45048033,1.00896394,-1.00896395,0.68311628,-0.68311628,0.00000000,-0.00000000,0.30950465,-0.30950465,0.13739650,-0.13739651
-5.82591296,1.97135604,-1.97135607,0.01050649,-0.01050649,0.36528003,-0.36528004,0.45623616,-0.45623617,1.04961324,-1.04961325,0.70852381,-0.70852382,0.00000000,-0.00000000,0.32037653,-0.32037653,0.14483650,-0.14483650
-5.81990995,2.04592799,-2.04592802,0.01063465,-0.01063465,0.37905687,-0.37905688,0.46334465,-0.46334465,1.09085073,-1.09085075,0.73389584,-0.73389585,0.00000000,-0.00000000,0.33136544,-0.33136545,0.15239396,-0.15239396
-5.81390695,2.12230447,-2.12230450,0.01073676,-0.01073676,0.39389496,-0.39389497,0.47186019,-0.47186019,1.13239361,-1.13239363,0.75913447,-0.75913448,0.00000000,-0.00000000,0.34243967,-0.34243968,0.16005169,-0.16005169
-5.80790395,2.20024728,-2.20024732,0.01081759,-0.01081759,0.40977337,-0.40977338,0.48181801,-0.48181802,1.17401877,-1.17401879,0.78415219,-0.78415220,0.00000000,-0.00000000,0.35356603,-0.35356604,0.16779339,-0.16779339
-5.80190095,2.27956331,-2.27956334,0.01088227,-0.01088227,0.42667731,-0.42667732,0.49323229,-0.49323229,1.21556144,-1.21556146,0.80887326,-0.80887326,0.00000000,-0.00000000,0.36471056,-0.36471056,0.17560355,-0.17560355
-5.79589795,2.36009445,-2.36009449,0.01093609,-0.01093609,0.44459345,-0.44459346,0.50609403,-0.50609403,1.25690949,-1.25690951,0.83323412,-0.83323413,0.00000000,-0.00000000,0.37583889,-0.37583889,0.18346728,-0.18346728
-5.78989495,2.44170290,-2.44170294,0.01098427,-0.01098427,0.46350389,-0.46350390,0.52036881,-0.52036882,1.29799384,-1.29799387,0.85718281,-0.85718282,0.00000000,-0.00000000,0.38691644,-0.38691644,0.19136990,-0.19136990
-5.78389195,2.52425266,-2.52425271,0.01103171,-0.01103171,0.48337940,-0.48337942,0.53599442,-0.53599442,1.33877556,-1.33877559,0.88067732,-0.88067733,0.00000000,-0.00000000,0.39790822,-0.39790823,0.19929648,-0.19929649
-5.77788894,2.60758840,-2.60758844,0.01108280,-0.01108280,0.50417228,-0.50417229,0.55287841,-0.55287842,1.37923045,-1.37923047,0.90368305,-0.90368306,0.00000000,-0.00000000,0.40877840,-0.40877840,0.20723123,-0.20723123
-5.77188594,2.69151314,-2.69151318,0.01114121,-0.01114121,0.52580925,-0.52580927,0.57089605,-0.57089606,1.41933221,-1.41933224,0.92616951,-0.92616951,0.00000000,-0.00000000,0.41948955,-0.41948955,0.21515678,-0.21515678
-5.76588294,2.77576622,-2.77576627,0.01120980,-0.01120980,0.54818504,-0.54818506,0.58988852,-0.58988853,1.45903525,-1.45903527,0.94810637,-0.94810638,0.00000000,-0.00000000,0.43000177,-0.43000177,0.22305351,-0.22305351
-5.75987994,2.86000317,-2.86000322,0.01129050,-0.01129050,0.57115693,-0.57115695,0.60966197,-0.60966199,1.49825815,-1.49825818,0.96945933,-0.96945933,0.00000000,-0.00000000,0.44027164,-0.44027164,0.23089876,-0.23089876
-5.75387694,2.94377890,-2.94377894,0.01138429,-0.01138429,0.59454097,-0.59454099,0.62998743,-0.62998745,1.53686917,-1.53686920,0.99018576,-0.99018576,0.00000000,-0.00000000,0.45025113,-0.45025113,0.23866616,-0.23866616
-5.74787394,3.02653557,-3.02653562,0.01149118,-0.01149118,0.61811000,-0.61811001,0.65060192,-0.65060193,1.57467450,-1.57467453,1.01023068,-1.01023069,0.00000000,-0.00000000,0.45988659,-0.45988659,0.24632499,-0.24632499
-5.74187094,3.10759639,-3.10759644,0.01161031,-0.01161031,0.64159396,-0.64159397,0.67121089,-0.67121090,1.61141031,-1.61141034,1.02952314,-1.02952315,0.00000000,-0.00000000,0.46911791,-0.46911792,0.25383964,-0.25383964
-5.73586793,3.18616586,-3.18616590,0.01173999,-0.01173999,0.66468258,-0.66468260,0.69149223,-0.69149224,1.64673919,-1.64673921,1.04797324,-1.04797325,0.00000000,-0.00000000,0.47787790,-0.47787791,0.26116923,-0.26116923
-5.72986493,3.26133704,-3.26133708,0.01187784,-0.01187784,0.68703052,-0.68703054,0.71110168,-0.71110170,1.68025136,-1.68025139,1.06547011,-1.06547011,0.00000000,-0.00000000,0.48609198,-0.48609198,0.26826738,-0.26826738
-5.72386193,3.33210590,-3.33210594,0.01202092,-0.01202092,0.70826480,-0.70826482,0.72967987,-0.72967988,1.71147079,-1.71147081,1.08188077,-1.08188077,0.00000000,-0.00000000,0.49367826,-0.49367826,0.27508220,-0.27508220
-5.71785893,3.39739223,-3.39739227,0.01216591,-0.01216591,0.72799441,-0.72799443,0.74686053,-0.74686054,1.73986601,-1.73986603,1.09705021,-1.09705022,0.00000000,-0.00000000,0.50054802,-0.50054803,0.28155642,-0.28155642
-5.71185593,3.45606651,-3.45606655,0.01230922,-0.01230922,0.74582169,-0.74582171,0.76227999,-0.76228000,1.76486533,-1.76486535,1.11080254,-1.11080254,0.00000000,-0.00000000,0.50660668,-0.50660668,0.28762782,-0.28762782
-5.70585293,3.50698157,-3.50698160,0.01244714,-0.01244714,0.76135496,-0.76135498,0.77558738,-0.77558739,1.78587554,-1.78587555,1.12294325,-1.12294325,0.00000000,-0.00000000,0.51175509,-0.51175509,0.29322984,-0.29322985
-5.69984992,3.54900778,-3.54900780,0.01257598,-0.01257598,0.77422197,-0.77422198,0.78645528,-0.78645529,1.80230348,-1.80230349,1.13326265,-1.13326265,0.00000000,-0.00000000,0.51589136,-0.51589136,0.29829247,-0.29829247
-5.69384692,3.58107024,-3.58107026,0.01269216,-0.01269216,0.78408343,-0.78408343,0.79459037,-0.79459038,1.81357925,-1.81357926,1.14154025,-1.14154025,0.00000000,-0.00000000,0.51891300,-0.51891301,0.30274330,-0.30274330
-5.68784392,3.60218639,-3.60218640,0.01279228,-0.01279228,0.79064610,-0.79064610,0.79974362,-0.79974363,1.81918001,-1.81918002,1.14755011,-1.14755011,0.00000000,-0.00000000,0.52071942,-0.52071942,0.30650887,-0.30650887
-5.68184092,3.61150230,-3.61150230,0.01287317,-0.01287317,0.79367480,-0.79367480,0.80171961,-0.80171961,1.81865320,-1.81865320,1.15106690,-1.15106690,0.00000000,-0.00000000,0.52121464,-0.52121464,0.30951622,-0.30951622
-5.67583792,3.60832626,-3.60832626,0.01293196,-0.01293196,0.79300267,-0.79300267,0.80038444,-0.80038444,1.81163799,-1.81163799,1.15187264,-1.15187264,0.00000000,-0.00000000,0.52031031,-0.52031031,0.31169460,-0.31169460
-5.66983492,3.59215816,-3.59215815,0.01296604,-0.01296604,0.78853933,-0.78853933,0.79567204,-0.79567204,1.79788410,-1.79788409,1.14976383,-1.14976383,0.00000000,-0.00000000,0.51792868,-0.51792868,0.31297734,-0.31297734
-5.66383192,3.56271341,-3.56271339,0.01297308,-0.01297308,0.78027637,-0.78027637,0.78758838,-0.78758837,1.77726683,-1.77726681,1.14455889,-1.14455889,0.00000000,-0.00000000,0.51400567,-0.51400567,0.31330390,-0.31330389
-5.65782891,3.51994052,-3.51994049,0.01295105,-0.01295105,0.76829010,-0.76829010,0.77621352,-0.77621352,1.74979784,-1.74979782,1.13610555,-1.13610554,0.00000000,-0.00000000,0.50849381,-0.50849381,0.31262185,-0.31262185
-5.65182591,3.46403171,-3.46403168,0.01289814,-0.01289814,0.75274118,-0.75274117,0.76170130,-0.76170130,1.71563104,-1.71563102,1.12428813,-1.12428813,0.00000000,-0.00000000,0.50136497,-0.50136496,0.31088903,-0.31088903
-5.64582291,3.39542601,-3.39542597,0.01281283,-0.01281283,0.73387128,-0.73387127,0.74427664,-0.74427663,1.67506341,-1.67506338,1.10903438,-1.10903438,0.00000000,-0.00000000,0.49261277,-0.49261277,0.30807546,-0.30807546
-5.63981991,3.31480492,-3.31480487,0.01269383,-0.01269383,0.71199688,-0.71199687,0.72423062,-0.72423061,1.62853065,-1.62853062,1.09032163,-1.09032162,0.00000000,-0.00000000,0.48225461,-0.48225460,0.30416519,-0.30416519
-5.63381691,3.22308080,-3.22308075,0.01254013,-0.01254013,0.68750039,-0.68750037,0.70191343,-0.70191342,1.57659797,-1.57659794,1.06818202,-1.06818201,0.00000000,-0.00000000,0.47033309,-0.47033309,0.29915795,-0.29915795
-5.62781391,3.12137845,-3.12137840,0.01235102,-0.01235102,0.66081902,-0.66081900,0.67772551,-0.67772550,1.51994634,-1.51994631,1.04270671,-1.04270670,0.00000000,-0.00000000,0.45691696,-0.45691696,0.29307037,-0.29307037
-5.62181091,3.01101060,-3.01101054,0.01212611,-0.01212611,0.63243187,-0.63243185,0.65210721,-0.65210719,1.45935486,-1.45935483,1.01404855,-1.01404854,0.00000000,-0.00000000,0.44210129,-0.44210129,0.28593692,-0.28593692
-5.61580790,2.89344813,-2.89344807,0.01186538,-0.01186538,0.60284571,-0.60284569,0.62552730,-0.62552728,1.39567996,-1.39567993,0.98242342,-0.98242340,0.00000000,-0.00000000,0.42600700,-0.42600699,0.27781035,-0.27781035
-5.60980490,2.77028625,-2.77028619,0.01156925,-0.01156925,0.57258004,-0.57258003,0.59847082,-0.59847081,1.32983233,-1.32983229,0.94810970,-0.94810969,0.00000000,-0.00000000,0.40877959,-0.40877958,0.26876161,-0.26876161
-5.60380190,2.64320756,-2.64320750,0.01123863,-0.01123863,0.54215202,-0.54215200,0.57142665,-0.57142664,1.26275237,-1.26275234,0.91144617,-0.91144616,0.00000000,-0.00000000,0.39058723,-0.39058722,0.25887926,-0.25887926
-5.59779890,2.51394334,-2.51394328,0.01087494,-0.01087494,0.51206179,-0.51206177,0.54487522,-0.54487520,1.19538530,-1.19538526,0.87282794,-0.87282792,0.00000000,-0.00000000,0.37161808,-0.37161807,0.24826831,-0.24826831
-5.59179590,2.38423422,-2.38423416,0.01048018,-0.01048018,0.48277877,-0.48277875,0.51927672,-0.51927671,1.12865655,-1.12865651,0.83270069,-0.83270068,0.00000000,-0.00000000,0.35207701,-0.35207700,0.23704853,-0.23704853
-5.58579290,2.25579148,-2.25579143,0.01005694,-0.01005694,0.45472936,-0.45472934,0.49506035,-0.49506033,1.06344857,-1.06344854,0.79155329,-0.79155327,0.00000000,-0.00000000,0.33218180,-0.33218180,0.22535228,-0.22535227
-5.57978989,2.13026002,-2.13025996,0.00960843,-0.00960843,0.42828643,-0.42828642,0.47261453,-0.47261452,1.00057964,-1.00057961,0.74990877,-0.74990876,0.00000000,-0.00000000,0.31215892,-0.31215891,0.21332185,-0.21332185
-5.57378689,2.00918403,-2.00918398,0.00913843,-0.00913843,0.40376096,-0.40376095,0.45227883,-0.45227882,0.94078534,-0.94078531,0.70831415,-0.70831414,0.00000000,-0.00000000,0.29223895,-0.29223894,0.20110651,-0.20110651
-5.56778389,1.89397638,-1.89397633,0.00865128,-0.00865128,0.38139597,-0.38139595,0.43433730,-0.43433729,0.88470324,-0.88470321,0.66732915,-0.66732913,0.00000000,-0.00000000,0.27265198,-0.27265198,0.18885922,-0.18885922
-5.56178089,1.78589219,-1.78589215,0.00815183,-0.00815183,0.36136293,-0.36136292,0.41901367,-0.41901366,0.83286118,-0.83286115,0.62751420,-0.62751419,0.00000000,-0.00000000,0.25362290,-0.25362289,0.17673324,-0.17673323
-5.55577789,1.68600746,-1.68600742,0.00764533,-0.00764533,0.34376067,-0.34376067,0.40646836,-0.40646835,0.78566928,-0.78566926,0.58941815,-0.58941814,0.00000000,-0.00000000,0.23536686,-0.23536685,0.16487864,-0.16487863
-5.54977489,1.59520286,-1.59520283,0.00713740,-0.00713740,0.32861664,-0.32861663,0.39679722,-0.39679722,0.74341579,-0.74341577,0.55356586,-0.55356585,0.00000000,-0.00000000,0.21808506,-0.21808506,0.15343895,-0.15343894
-5.54377189,1.51415309,-1.51415306,0.00663391,-0.00663391,0.31589045,-0.31589044,0.39003209,-0.39003209,0.70626670,-0.70626668,0.52044614,-0.52044613,0.00000000,-0.00000000,0.20196091,-0.20196090,0.14254791,-0.14254790
-5.53776888,1.44332170,-1.44332168,0.00614086,-0.00614086,0.30547945,-0.30547945,0.38614289,-0.38614290,0.67426890,-0.67426889,0.49050046,-0.49050045,0.00000000,-0.00000000,0.18715665,-0.18715664,0.13232655,-0.13232654
-5.53176588,1.38296130,-1.38296128,0.00566430,-0.00566430,0.29722606,-0.29722606,0.38504132,-0.38504133,0.64735656,-0.64735655,0.46411248,-0.46411248,0.00000000,-0.00000000,0.17381066,-0.17381065,0.12288061,-0.12288061
-5.52576288,1.33311876,-1.33311875,0.00521023,-0.00521023,0.29092644,-0.29092644,0.38658572,-0.38658572,0.62536030,-0.62536030,0.44159907,-0.44159907,0.00000000,-0.00000000,0.16203533,-0.16203532,0.11429842,-0.11429842
-5.51975988,1.29364519,-1.29364518,0.00478453,-0.00478453,0.28634025,-0.28634025,0.39058710,-0.39058711,0.60801878,-0.60801878,0.42320270,-0.42320269,0.00000000,-0.00000000,0.15191564,-0.15191564,0.10664923,-0.10664923
-5.51375688,1.26420991,-1.26420991,0.00439287,-0.00439287,0.28320103,-0.28320103,0.39681606,-0.39681607,0.59499200,-0.59499200,0.40908574,-0.40908574,0.00000000,-0.00000000,0.14350848,-0.14350848,0.09998213,-0.09998213
-5.50775388,1.24431806,-1.24431806,0.00404064,-0.00404064,0.28122680,-0.28122680,0.40501027,-0.40501028,0.58587596,-0.58587596,0.39932672,-0.39932672,0.00000000,-0.00000000,0.13684255,-0.13684255,0.09432544,-0.09432544
-5.50175088,1.23333101,-1.23333102,0.00373293,-0.00373293,0.28013051,-0.28013051,0.41488245,-0.41488245,0.58021804,-0.58021804,0.39391860,-0.39391860,0.00000000,-0.00000000,0.13191905,-0.13191905,0.08968676,-0.08968676
-5.49574787,1.23048910,-1.23048910,0.00347446,-0.00347446,0.27962996,-0.27962996,0.42612849,-0.42612849,0.57753259,-0.57753259,0.39276942,-0.39276942,0.00000000,-0.00000000,0.12871291,-0.12871291,0.08605345,-0.08605345
-5.48974487,1.23493585,-1.23493586,0.00326956,-0.00326956,0.27945691,-0.27945692,0.43843561,-0.43843562,0.57731626,-0.57731626,0.39570502,-0.39570502,0.00000000,-0.00000000,0.12717462,-0.12717462,0.08339369,-0.08339369
-5.48374187,1.24574325,-1.24574326,0.00312217,-0.00312217,0.27936501,-0.27936502,0.45149031,-0.45149031,0.57906270,-0.57906270,0.40247418,-0.40247418,0.00000000,-0.00000000,0.12723260,-0.12723260,0.08165805,-0.08165805
-5.47773887,1.26193724,-1.26193724,0.00303577,-0.00303577,0.27913638,-0.27913638,0.46498592,-0.46498593,0.58227612,-0.58227612,0.41275582,-0.41275582,0.00000000,-0.00000000,0.12879595,-0.12879595,0.08078138,-0.08078138
-5.47173587,1.28252304,-1.28252305,0.00301338,-0.00301338,0.27858665,-0.27858665,0.47862972,-0.47862972,0.58648365,-0.58648365,0.42616829,-0.42616829,0.00000000,-0.00000000,0.13175759,-0.13175760,0.08068520,-0.08068521
-5.46573287,1.30650975,-1.30650975,0.00305750,-0.00305750,0.27756846,-0.27756845,0.49214930,-0.49214930,0.59124605,-0.59124604,0.44228051,-0.44228051,0.00000000,-0.00000000,0.13599773,-0.13599773,0.08128036,-0.08128036
-5.45972986,1.33293363,-1.33293364,0.00317009,-0.00317009,0.27597316,-0.27597316,0.50529830,-0.50529830,0.59616674,-0.59616674,0.46062467,-0.46062467,0.00000000,-0.00000000,0.14138738,-0.14138738,0.08246985,-0.08246985
-5.45372686,1.36087983,-1.36087983,0.00335244,-0.00335244,0.27373109,-0.27373108,0.51786117,-0.51786118,0.60089910,-0.60089909,0.48071013,-0.48071013,0.00000000,-0.00000000,0.14779208,-0.14779208,0.08415193,-0.08415193
-5.44772386,1.38950192,-1.38950193,0.00360519,-0.00360519,0.27081018,-0.27081018,0.52965714,-0.52965715,0.60515185,-0.60515184,0.50203814,-0.50203814,0.00000000,-0.00000000,0.15507552,-0.15507552,0.08622319,-0.08622320
-5.44172086,1.41803913,-1.41803913,0.00392814,-0.00392814,0.26721339,-0.26721338,0.54054307,-0.54054307,0.60869273,-0.60869273,0.52411689,-0.52411689,0.00000000,-0.00000000,0.16310303,-0.16310303,0.08858170,-0.08858170
-5.43571786,1.44583067,-1.44583067,0.00432020,-0.00432020,0.26297482,-0.26297482,0.55041533,-0.55041533,0.61135042,-0.61135042,0.54647634,-0.54647634,0.00000000,-0.00000000,0.17174488,-0.17174488,0.09112993,-0.09112993
-5.42971486,1.47232712,-1.47232712,0.00477932,-0.00477932,0.25815517,-0.25815517,0.55921064,-0.55921064,0.61301476,-0.61301476,0.56868234,-0.56868235,0.00000000,-0.00000000,0.18087915,-0.18087915,0.09377764,-0.09377764
-5.42371186,1.49709845,-1.49709845,0.00530231,-0.00530231,0.25283634,-0.25283634,0.56690569,-0.56690569,0.61363555,-0.61363554,0.59034943,-0.59034944,0.00000000,-0.00000000,0.19039420,-0.19039421,0.09644429,-0.09644430
-5.41770885,1.51983854,-1.51983854,0.00588483,-0.00588483,0.24711589,-0.24711588,0.57351582,-0.57351581,0.61321984,-0.61321983,0.61115185,-0.61115185,0.00000000,-0.00000000,0.20019063,-0.20019063,0.09906130,-0.09906130
-5.41170585,1.54036616,-1.54036616,0.00652130,-0.00652130,0.24110125,-0.24110124,0.57909245,-0.57909244,0.61182808,-0.61182807,0.63083218,-0.63083218,0.00000000,-0.00000000,0.21018257,-0.21018257,0.10157367,-0.10157367
-5.40570285,1.55862223,-1.55862223,0.00720487,-0.00720487,0.23490427,-0.23490426,0.58371959,-0.58371959,0.60956910,-0.60956909,0.64920741,-0.64920742,0.00000000,-0.00000000,0.22029840,-0.22029840,0.10394124,-0.10394124
-5.39969985,1.57466355,-1.57466354,0.00792745,-0.00792745,0.22863605,-0.22863605,0.58750934,-0.58750934,0.60659419,-0.60659418,0.66617194,-0.66617195,0.00000000,-0.00000000,0.23048077,-0.23048077,0.10613941,-0.10613941
-5.39369685,1.58865317,-1.58865316,0.00867973,-0.00867974,0.22240245,-0.22240244,0.59059648,-0.59059648,0.60309041,-0.60309040,0.68169745,-0.68169745,0.00000000,-0.00000000,0.24068599,-0.24068599,0.10815923,-0.10815923
-5.38769385,1.60084764,-1.60084764,0.00945136,-0.00945136,0.21630023,-0.21630023,0.59313238,-0.59313238,0.59927328,-0.59927327,0.69582965,-0.69582966,0.00000000,-0.00000000,0.25088279,-0.25088279,0.11000708,-0.11000708
-5.38169085,1.61158165,-1.61158165,0.01023106,-0.01023106,0.21041421,-0.21041420,0.59527837,-0.59527837,0.59537910,-0.59537909,0.70868203,-0.70868204,0.00000000,-0.00000000,0.26105058,-0.26105059,0.11170371,-0.11170371
-5.37568784,1.62125050,-1.62125050,0.01100689,-0.01100689,0.20481512,-0.20481511,0.59719870,-0.59719870,0.59165702,-0.59165701,0.72042680,-0.72042681,0.00000000,-0.00000000,0.27117727,-0.27117727,0.11328289,-0.11328290
-5.36968484,1.63029111,-1.63029111,0.01176651,-0.01176651,0.19955850,-0.19955849,0.59905345,-0.59905345,0.58836106,-0.58836105,0.73128360,-0.73128360,0.00000000,-0.00000000,0.28125675,-0.28125675,0.11478965,-0.11478965
-5.36368184,1.63916225,-1.63916224,0.01249755,-0.01249755,0.19468437,-0.19468437,0.60099156,-0.60099156,0.58574228,-0.58574228,0.74150637,-0.74150637,0.00000000,-0.00000000,0.29128627,-0.29128627,0.11627814,-0.11627814
-5.35767884,1.64832468,-1.64832468,0.01318793,-0.01318793,0.19021773,-0.19021772,0.60314428,-0.60314428,0.58404134,-0.58404133,0.75136916,-0.75136917,0.00000000,-0.00000000,0.30126374,-0.30126374,0.11780937,-0.11780937
-5.35167584,1.65822213,-1.65822212,0.01382630,-0.01382630,0.18616964,-0.18616963,0.60561931,-0.60561930,0.58348146,-0.58348146,0.76115140,-0.76115140,0.00000000,-0.00000000,0.31118522,-0.31118522,0.11944877,-0.11944877
-5.34567284,1.66926351,-1.66926351,0.01440242,-0.01440242,0.18253896,-0.18253896,0.60849585,-0.60849585,0.58426221,-0.58426221,0.77112343,-0.77112343,0.00000000,-0.00000000,0.32104269,-0.32104269,0.12126373,-0.12126373
