energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.78989495,1.49122776,0.37162821,0.00000000,0.00326566,0.26626122,1.49260140,0.65249291,0.00722014,0.33808019
-5.78389195,1.52009793,0.37869608,0.00000000,0.00340416,0.27088018,1.52123432,0.66894350,0.00698433,0.34004450
-5.77788894,1.54928581,0.38628067,0.00000000,0.00353934,0.27469706,1.54393561,0.68662490,0.00677402,0.34261784
-5.77188594,1.57847348,0.39429616,0.00000000,0.00366859,0.27767527,1.56031770,0.70545819,0.00658550,0.34566485
-5.76588294,1.60741358,0.40267629,0.00000000,0.00378979,0.27979398,1.57014830,0.72537215,0.00641509,0.34907340
-5.75987994,1.63593033,0.41137271,0.00000000,0.00390133,0.28104890,1.57335677,0.74630198,0.00625937,0.35275549
-5.75387694,1.66391742,0.42035272,0.00000000,0.00400213,0.28145256,1.57003541,0.76818721,0.00611521,0.35664738
-5.74787394,1.69133299,0.42959637,0.00000000,0.00409169,0.28103410,1.56043569,0.79096872,0.00597999,0.36070880
-5.74187094,1.71819225,0.43909329,0.00000000,0.00417004,0.27983859,1.54495959,0.81458552,0.00585158,0.36492150
-5.73586793,1.74455839,0.44883922,0.00000000,0.00423776,0.27792596,1.52414652,0.83897129,0.00572838,0.36928723
-5.72986493,1.77053240,0.45883271,0.00000000,0.00429593,0.27536963,1.49865647,0.86405133,0.00560937,0.37382525
-5.72386193,1.79624294,0.46907207,0.00000000,0.00434609,0.27225489,1.46925020,0.88974021,0.00549407,0.37856970
-5.71785893,1.82183678,0.47955276,0.00000000,0.00439016,0.26867721,1.43676743,0.91594050,0.00538244,0.38356691
-5.71185593,1.84747094,0.49026567,0.00000000,0.00443041,0.26474053,1.40210400,0.94254295,0.00527491,0.38887295
-5.70585293,1.87330705,0.50119617,0.00000000,0.00446930,0.26055568,1.36618902,0.96942837,0.00517222,0.39455146
-5.69984992,1.89950849,0.51232426,0.00000000,0.00450948,0.25623897,1.32996293,0.99647127,0.00507539,0.40067211
-5.69384692,1.92624078,0.52362589,0.00000000,0.00455362,0.25191104,1.29435733,1.02354547,0.00498563,0.40730953
-5.68784392,1.95367505,0.53507527,0.00000000,0.00460438,0.24769600,1.26027727,1.05053130,0.00490426,0.41454304
-5.68184092,1.98199461,0.54664828,0.00000000,0.00466428,0.24372084,1.22858641,1.07732430,0.00483267,0.42245695
-5.67583792,2.01140395,0.55832668,0.00000000,0.00473567,0.24011506,1.20009538,1.10384499,0.00477222,0.43114149
-5.66983492,2.04213960,0.57010290,0.00000000,0.00482063,0.23701053,1.17555334,1.13004910,0.00472425,0.44069410
-5.66383192,2.07448176,0.58198508,0.00000000,0.00492094,0.23454135,1.15564256,1.15593774,0.00469002,0.45122115
-5.65782891,2.10876567,0.59400197,0.00000000,0.00503806,0.23284371,1.14097568,1.18156669,0.00467069,0.46283953
-5.65182591,2.14539144,0.60620740,0.00000000,0.00517309,0.23205552,1.13209508,1.20705426,0.00466735,0.47567816
-5.64582291,2.18483124,0.61868364,0.00000000,0.00532678,0.23231572,1.12947369,1.23258690,0.00468098,0.48987895
-5.63981991,2.22763252,0.63154360,0.00000000,0.00549958,0.23376312,1.13351664,1.25842201,0.00471247,0.50559708
-5.63381691,2.27441641,0.64493126,0.00000000,0.00569164,0.23653468,1.14456289,1.28488730,0.00476262,0.52300025
-5.62781391,2.32587047,0.65902016,0.00000000,0.00590286,0.24076312,1.16288632,1.31237657,0.00483219,0.54226684
-5.62181091,2.38273519,0.67400985,0.00000000,0.00613301,0.24657379,1.18869560,1.34134138,0.00492182,0.56358272
-5.61580790,2.44578434,0.69012015,0.00000000,0.00638168,0.25408092,1.22213251,1.37227885,0.00503209,0.58713666
-5.60980490,2.51579912,0.70758327,0.00000000,0.00664845,0.26338318,1.26326849,1.40571570,0.00516351,0.61311444
-5.60380190,2.59353695,0.72663411,0.00000000,0.00693288,0.27455877,1.31209929,1.44218891,0.00531646,0.64169165
-5.59779890,2.67969583,0.74749907,0.00000000,0.00723461,0.28766015,1.36853811,1.48222367,0.00549119,0.67302544
-5.59179590,2.77487555,0.77038365,0.00000000,0.00755335,0.30270868,1.43240746,1.52630941,0.00568780,0.70724544
-5.58579290,2.87953755,0.79545961,0.00000000,0.00788893,0.31968941,1.50343048,1.57487487,0.00590616,0.74444425
-5.57978989,2.99396525,0.82285226,0.00000000,0.00824126,0.33854637,1.58122241,1.62826322,0.00614595,0.78466787
-5.57378689,3.11822681,0.85262844,0.00000000,0.00861037,0.35917856,1.66528316,1.68670849,0.00640655,0.82790658
-5.56778389,3.25214255,0.88478603,0.00000000,0.00899628,0.38143712,1.75499188,1.75031431,0.00668706,0.87408671
-5.56178089,3.39525889,0.91924561,0.00000000,0.00939902,0.40512385,1.84960441,1.81903622,0.00698625,0.92306379
-5.55577789,3.54683075,0.95584469,0.00000000,0.00981844,0.42999131,1.94825463,1.89266841,0.00730257,0.97461765
-5.54977489,3.70581378,0.99433530,0.00000000,0.01025419,0.45574484,2.04996020,1.97083583,0.00763416,1.02844975
-5.54377189,3.87086783,1.03438499,0.00000000,0.01070554,0.48204641,2.15363337,2.05299237,0.00797882,1.08418311
-5.53776888,4.04037205,1.07558159,0.00000000,0.01117132,0.50852058,2.25809702,2.13842538,0.00833413,1.14136520
-5.53176588,4.21245194,1.11744167,0.00000000,0.01164974,0.53476217,2.36210579,2.22626673,0.00869741,1.19947368
-5.52576288,4.38501790,1.15942254,0.00000000,0.01213836,0.56034580,2.46437203,2.31551034,0.00906585,1.25792521
-5.51975988,4.55581419,1.20093736,0.00000000,0.01263395,0.58483676,2.56359577,2.40503554,0.00943654,1.31608696
-5.51375688,4.72247681,1.24137289,0.00000000,0.01313248,0.60780294,2.65849762,2.49363570,0.00980656,1.37329068
-5.50775388,4.88259825,1.28010905,0.00000000,0.01362912,0.62882744,2.74785342,2.58005108,0.01017310,1.42884872
-5.50175088,5.03379664,1.31653960,0.00000000,0.01411822,0.64752116,2.83052905,2.66300462,0.01053347,1.48207161
-5.49574787,5.17378653,1.35009295,0.00000000,0.01459345,0.66353500,2.90551370,2.74123950,0.01088525,1.53228642
-5.48974487,5.30044856,1.38025217,0.00000000,0.01504788,0.67657103,2.97195024,2.81355687,0.01122633,1.57885529
-5.48374187,5.41189495,1.40657341,0.00000000,0.01547415,0.68639217,3.02916072,2.87885237,0.01155492,1.62119324
-5.47773887,5.50652825,1.42870167,0.00000000,0.01586469,0.69282985,3.07666608,2.93615000,0.01186967,1.65878481
-5.47173587,5.58309086,1.44638347,0.00000000,0.01621195,0.69578934,3.11419857,2.98463201,0.01216964,1.69119855
-5.46573287,5.64070329,1.45947571,0.00000000,0.01650864,0.69525245,3.14170648,3.02366383,0.01245430,1.71809903
-5.45972986,5.67888981,1.46795036,0.00000000,0.01674803,0.69127751,3.15935064,3.05281298,0.01272356,1.73925583
-5.45372686,5.69759047,1.47189490,0.00000000,0.01692419,0.68399651,3.16749303,3.07186142,0.01297769,1.75454912
-5.44772386,5.69715938,1.47150857,0.00000000,0.01703223,0.67360973,3.16667790,3.08081106,0.01321733,1.76397184
-5.44172086,5.67834957,1.46709459,0.00000000,0.01706860,0.66037794,3.15760653,3.07988225,0.01344341,1.76762832
-5.43571786,5.64228542,1.45904900,0.00000000,0.01703120,0.64461270,3.14110697,3.06950563,0.01365710,1.76572963
-5.42971486,5.59042413,1.44784649,0.00000000,0.01691960,0.62666506,3.11810024,3.05030772,0.01385978,1.75858591
-5.42371186,5.52450817,1.43402417,0.00000000,0.01673511,0.60691347,3.08956503,3.02309095,0.01405295,1.74659601
-5.41770885,5.44651075,1.41816388,0.00000000,0.01648086,0.58575111,3.05650237,2.98880914,0.01423821,1.73023513
-5.41170585,5.35857674,1.40087389,0.00000000,0.01616179,0.56357354,3.01990226,2.94853916,0.01441718,1.71004084
-5.40570285,5.26296141,1.38277078,0.00000000,0.01578460,0.54076696,2.98071364,2.90345016,0.01459147,1.68659813
-5.39969985,5.16196895,1.36446211,0.00000000,0.01535763,0.51769769,2.93981903,2.85477108,0.01476265,1.66052406
-5.39369685,5.05789324,1.34653045,0.00000000,0.01489078,0.49470312,2.89801459,2.80375777,0.01493218,1.63245246
-5.38769385,4.95296211,1.32951924,0.00000000,0.01439526,0.47208454,2.85599623,2.75166053,0.01510137,1.60301923
-5.38169085,4.84928688,1.31392070,0.00000000,0.01388343,0.45010194,2.81435169,2.69969299,0.01527136,1.57284847
-5.37568784,4.74881799,1.30016595,0.00000000,0.01336855,0.42897073,2.77355834,2.64900314,0.01544303,1.54253986
-5.36968484,4.65330738,1.28861729,0.00000000,0.01286452,0.40886059,2.73398596,2.60064698,0.01561699,1.51265733
-5.36368184,4.56427803,1.27956267,0.00000000,0.01238563,0.38989593,2.69590356,2.55556553,0.01579349,1.48371926
-5.35767884,4.48300053,1.27321190,0.00000000,0.01194629,0.37215809,2.65948916,2.51456529,0.01597235,1.45619009
-5.35167584,4.41047656,1.26969465,0.00000000,0.01156074,0.35568866,2.62484123,2.47830265,0.01615292,1.43047340
-5.34567284,4.34742882,1.26905972,0.00000000,0.01124279,0.34049389,2.59199064,2.44727215,0.01633400,1.40690635
-5.33966983,4.29429682,1.27127556,0.00000000,0.01100552,0.32654959,2.56091212,2.42179885,0.01651380,1.38575542
-5.33366683,4.25123810,1.27623171,0.00000000,0.01086102,0.31380644,2.53153420,2.40203455,0.01668989,1.36721327
-5.32766383,4.21813425,1.28374107,0.00000000,0.01082010,0.30219525,2.50374713,2.38795792,0.01685921,1.35139679
-5.32166083,4.19460111,1.29354303,0.00000000,0.01089198,0.29163198,2.47740845,2.37937827,0.01701803,1.33834609
-5.31565783,4.18000291,1.30530733,0.00000000,0.01108408,0.28202233,2.45234607,2.37594275,0.01716206,1.32802463
-5.30965483,4.17346991,1.31863887,0.00000000,0.01140169,0.27326582,2.42835923,2.37714683,0.01728646,1.32032029
-5.30365183,4.17391917,1.33308359,0.00000000,0.01184777,0.26525913,2.40521768,2.38234766,0.01738596,1.31504764
-5.29764882,4.18007844,1.34813545,0.00000000,0.01242266,0.25789889,2.38265993,2.39078012,0.01745504,1.31195123
-5.29164582,4.19051291,1.36324480,0.00000000,0.01312398,0.25108378,2.36039114,2.40157514,0.01748805,1.31071026
-5.28564282,4.20365472,1.37782818,0.00000000,0.01394638,0.24471605,2.33808162,2.41378014,0.01747944,1.31094444
-5.27963982,4.21783504,1.39127950,0.00000000,0.01488150,0.23870267,2.31536658,2.42638101,0.01742396,1.31222128
-5.27363682,4.23131856,1.40298277,0.00000000,0.01591796,0.23295598,2.29184796,2.43832546,0.01731684,1.31406473
-5.26763382,4.24234000,1.41232590,0.00000000,0.01704137,0.22739418,2.26709856,2.44854727,0.01715406,1.31596521
-5.26163082,4.24914232,1.41871560,0.00000000,0.01823450,0.22194166,2.24066907,2.45599098,0.01693252,1.31739086
-5.25562781,4.25001596,1.42159280,0.00000000,0.01947754,0.21652919,2.21209770,2.45963667,0.01665017,1.31779993
-5.24962481,4.24333844,1.42044817,0.00000000,0.02074840,0.21109424,2.18092251,2.45852423,0.01630620,1.31665404
-5.24362181,4.22761346,1.41483723,0.00000000,0.02202321,0.20558120,2.14669580,2.45177680,0.01590111,1.31343195
-5.23761881,4.20150860,1.40439434,0.00000000,0.02327678,0.19994180,2.10900004,2.43862257,0.01543676,1.30764365
-5.23161581,4.16389044,1.38884513,0.00000000,0.02448327,0.19413550,2.06746451,2.41841475,0.01491634,1.29884411
-5.22561281,4.11385604,1.36801666,0.00000000,0.02561684,0.18812997,2.02178186,2.39064882,0.01434433,1.28664647
-5.21960980,4.05075982,1.34184484,0.00000000,0.02665236,0.18190153,1.97172363,2.35497679,0.01372643,1.27073402
-5.21360680,3.97423455,1.31037877,0.00000000,0.02756614,0.17543558,1.91715385,2.31121795,0.01306936,1.25087066
-5.20760380,3.88420580,1.27378167,0.00000000,0.02833662,0.16872693,1.85804004,2.25936551,0.01238072,1.22690928
-5.20160080,3.78089897,1.23232831,0.00000000,0.02894509,0.16177994,1.79446083,2.19958915,0.01166878,1.19879790
-5.19559780,3.66483854,1.18639894,0.00000000,0.02937621,0.15460854,1.72660982,2.13223301,0.01094229,1.16658300
-5.18959480,3.53683918,1.13647003,0.00000000,0.02961854,0.14723596,1.65479553,2.05780913,0.01021020,1.13041020
-5.18359180,3.39798903,1.08310205,0.00000000,0.02966494,0.13969424,1.57943708,1.97698655,0.00948150,1.09052189
-5.17758879,3.24962541,1.02692491,0.00000000,0.02951272,0.13202355,1.50105621,1.89057617,0.00876502,1.04725216
-5.17158579,3.09330373,0.96862151,0.00000000,0.02916379,0.12427125,1.42026568,1.79951194,0.00806919,1.00101897
-5.16558279,2.93076066,0.90891021,0.00000000,0.02862456,0.11649070,1.33775470,1.70482874,0.00740196,0.95231401
-5.15957979,2.76387281,0.84852678,0.00000000,0.02790568,0.10874006,1.25427222,1.60763791,0.00677061,0.90169048
-5.15357679,2.59461213,0.78820664,0.00000000,0.02702172,0.10108081,1.17060858,1.50910099,0.00618171,0.84974947
-5.14757379,2.42499994,0.72866783,0.00000000,0.02599065,0.09357634,1.08757655,1.41040259,0.00564100,0.79712515
-5.14157079,2.25706067,0.67059559,0.00000000,0.02483327,0.08629056,1.00599241,1.31272338,0.00515339,0.74446967
-5.13556778,2.09277717,0.61462860,0.00000000,0.02357251,0.07928644,0.92665790,1.21721378,0.00472292,0.69243792
-5.12956478,1.93404879,0.56134760,0.00000000,0.02223275,0.07262478,0.85034353,1.12496947,0.00435278,0.64167303
-5.12356178,1.78265330,0.51126632,0.00000000,0.02083908,0.06636307,0.77777388,1.03700912,0.00404533,0.59279271
-5.11755878,1.64021381,0.46482498,0.00000000,0.01941664,0.06055448,0.70961524,0.95425503,0.00380210,0.54637704
-5.11155578,1.50817116,0.42238615,0.00000000,0.01798987,0.05524712,0.64646556,0.87751718,0.00362386,0.50295786
-5.10555278,1.38776222,0.38423297,0.00000000,0.01658199,0.05048333,0.58884710,0.80748072,0.00351063,0.46301000
-5.09954977,1.28000421,0.35056936,0.00000000,0.01521444,0.04629930,0.53720128,0.74469724,0.00346171,0.42694427
-5.09354677,1.18568488,0.32152208,0.00000000,0.01390645,0.04272465,0.49188579,0.68957963,0.00347569,0.39510245
-5.08754377,1.10535815,0.29714405,0.00000000,0.01267476,0.03978229,0.45317354,0.64240044,0.00355050,0.36775389
-5.08154077,1.03934478,0.27741889,0.00000000,0.01153334,0.03748825,0.42125291,0.60329341,0.00368341,0.34509379
-5.07553777,0.98773734,0.26226608,0.00000000,0.01049331,0.03585161,0.39622928,0.57225786,0.00387102,0.32724275
-5.06953477,0.95040888,0.25154666,0.00000000,0.00956292,0.03487446,0.37812701,0.54916552,0.00410930,0.31424759
-5.06353177,0.92702456,0.24506905,0.00000000,0.00874754,0.03455183,0.36689199,0.53376945,0.00439356,0.30608300
-5.05752876,0.91705576,0.24259494,0.00000000,0.00804985,0.03487167,0.36239417,0.52571452,0.00471853,0.30265404
-5.05152576,0.91979599,0.24384512,0.00000000,0.00746996,0.03581479,0.36443018,0.52454920,0.00507830,0.30379913
-5.04552276,0.93437826,0.24850505,0.00000000,0.00700566,0.03735483,0.37272583,0.52973827,0.00546644,0.30929364
-5.03951976,0.95979367,0.25623042,0.00000000,0.00665264,0.03945826,0.38693879,0.54067610,0.00587599,0.31885391
-5.03351676,0.99491086,0.26665254,0.00000000,0.00640475,0.04208440,0.40666133,0.55670038,0.00629959,0.33214165
-5.02751376,1.03849640,0.27938374,0.00000000,0.00625426,0.04518563,0.43142367,0.57710592,0.00672954,0.34876897
-5.02151076,1.08923597,0.29402282,0.00000000,0.00619215,0.04870760,0.46069803,0.60115855,0.00715791,0.36830395
-5.01550775,1.14575631,0.31016067,0.00000000,0.00620834,0.05258976,0.49390377,0.62810877,0.00757668,0.39027689
-5.00950475,1.20664800,0.32738611,0.00000000,0.00629196,0.05676593,0.53041391,0.65720519,0.00797789,0.41418733
-5.00350175,1.27048877,0.34529191,0.00000000,0.00643159,0.06116524,0.56956313,0.68770750,0.00835380,0.43951189
-4.99749875,1.33586745,0.36348110,0.00000000,0.00661549,0.06571321,0.61065755,0.71889880,0.00869704,0.46571297
-4.99149575,1.40140797,0.38157333,0.00000000,0.00683182,0.07033305,0.65298606,0.75009729,0.00900076,0.49224817
-4.98549275,1.46579332,0.39921129,0.00000000,0.00706888,0.07494721,0.69583324,0.78066691,0.00925886,0.51858039
-4.97948974,1.52778863,0.41606688,0.00000000,0.00731529,0.07947902,0.73849339,0.81002689,0.00946604,0.54418832
-4.97348674,1.58626306,0.43184707,0.00000000,0.00756020,0.08385447,0.78028535,0.83765992,0.00961800,0.56857713
-4.96748374,1.64020957,0.44629900,0.00000000,0.00779345,0.08800398,0.82056743,0.86311881,0.00971152,0.59128892
-4.96148074,1.68876208,0.45921425,0.00000000,0.00800578,0.09186414,0.85875196,0.88603138,0.00974455,0.61191266
-4.95547774,1.73120913,0.47043194,0.00000000,0.00818897,0.09537928,0.89431849,0.90610348,0.00971621,0.63009306
-4.94947474,1.76700358,0.47984040,0.00000000,0.00833594,0.09850280,0.92682519,0.92312008,0.00962688,0.64553811
-4.94347174,1.79576778,0.48737742,0.00000000,0.00844092,0.10119826,0.95591767,0.93694428,0.00947811,0.65802487
-4.93746873,1.81729400,0.49302877,0.00000000,0.00849946,0.10344003,0.98133476,0.94751452,0.00927259,0.66740317
-4.93146573,1.83153989,0.49682516,0.00000000,0.00850852,0.10521355,1.00291075,0.95483987,0.00901404,0.67359702
-4.92546273,1.83861925,0.49883759,0.00000000,0.00846649,0.10651520,1.02057404,0.95899383,0.00870710,0.67660367
-4.91945973,1.83878842,0.49917138,0.00000000,0.00837310,0.10735170,1.03434219,0.96010684,0.00835721,0.67649029
-4.91345673,1.83242895,0.49795896,0.00000000,0.00822944,0.10773909,1.04431349,0.95835785,0.00797039,0.67338838
-4.90745373,1.82002732,0.49535200,0.00000000,0.00803777,0.10770145,1.05065580,0.95396546,0.00755312,0.66748629
-4.90145073,1.80215283,0.49151298,0.00000000,0.00780148,0.10726924,1.05359294,0.94717896,0.00711212,0.65902000
-4.89544772,1.77943452,0.48660688,0.00000000,0.00752486,0.10647754,1.05338978,0.93826971,0.00665421,0.64826290
-4.88944472,1.75253850,0.48079322,0.00000000,0.00721296,0.10536418,1.05033666,0.92752335,0.00618608,0.63551481
-4.88344172,1.72214642,0.47421897,0.00000000,0.00687139,0.10396793,1.04473417,0.91523294,0.00571420,0.62109094
-4.87743872,1.68893634,0.46701269,0.00000000,0.00650611,0.10232671,1.03687914,0.90169350,0.00524463,0.60531128
-4.87143572,1.65356648,0.45928008,0.00000000,0.00612324,0.10047621,1.02705262,0.88719784,0.00478291,0.58849080
-4.86543272,1.61666248,0.45110128,0.00000000,0.00572888,0.09844856,1.01551040,0.87203388,0.00433399,0.57093099
-4.85942971,1.57880837,0.44252993,0.00000000,0.00532890,0.09627160,1.00247660,0.85648314,0.00390212,0.55291298
-4.85342671,1.54054122,0.43359399,0.00000000,0.00492885,0.09396829,0.98814038,0.84082027,0.00349088,0.53469237
-4.84742371,1.50234907,0.42429818,0.00000000,0.00453378,0.09155669,0.97265579,0.82531322,0.00310306,0.51649592
-4.84142071,1.46467166,0.41462792,0.00000000,0.00414818,0.08905013,0.95614452,0.81022370,0.00274075,0.49851991
-4.83541771,1.42790312,0.40455423,0.00000000,0.00377589,0.08645784,0.93870092,0.79580739,0.00240537,0.48093017
-4.82941471,1.39239590,0.39403951,0.00000000,0.00342005,0.08378568,0.92039878,0.78231359,0.00209764,0.46386330
-4.82341171,1.35846480,0.38304359,0.00000000,0.00308314,0.08103718,0.90129912,0.76998376,0.00181772,0.44742892
-4.81740870,1.32639053,0.37152971,0.00000000,0.00276697,0.07821451,0.88145811,0.75904883,0.00156524,0.43171253
-4.81140570,1.29642183,0.35947006,0.00000000,0.00247269,0.07531961,0.86093447,0.74972497,0.00133939,0.41677859
-4.80540270,1.26877572,0.34685052,0.00000000,0.00220088,0.07235514,0.83979569,0.74220787,0.00113900,0.40267351
-4.79939970,1.24363558,0.33367427,0.00000000,0.00195162,0.06932528,0.81812237,0.73666562,0.00096262,0.38942831
-4.79339670,1.22114701,0.31996424,0.00000000,0.00172455,0.06623641,0.79601057,0.73323047,0.00080858,0.37706066
-4.78739370,1.20141167,0.30576407,0.00000000,0.00151894,0.06309747,0.77357182,0.73199007,0.00067509,0.36557630
-4.78139070,1.18447978,0.29113780,0.00000000,0.00133379,0.05992016,0.75093096,0.73297848,0.00056028,0.35496969
-4.77538769,1.17034172,0.27616823,0.00000000,0.00116790,0.05671879,0.72822197,0.73616793,0.00046227,0.34522406
-4.76938469,1.15891986,0.26095418,0.00000000,0.00101994,0.05351002,0.70558221,0.74146180,0.00037922,0.33631096
-4.76338169,1.15006149,0.24560682,0.00000000,0.00088850,0.05031231,0.68314570,0.74868959,0.00030934,0.32818952
-4.75737869,1.14353373,0.23024546,0.00000000,0.00077213,0.04714533,0.66103588,0.75760455,0.00025096,0.32080558
-4.75137569,1.13902137,0.21499289,0.00000000,0.00066944,0.04402918,0.63935870,0.76788436,0.00020252,0.31409113
-4.74537269,1.13612836,0.19997082,0.00000000,0.00057906,0.04098367,0.61819644,0.77913527,0.00016260,0.30796406
-4.73936968,1.13438324,0.18529542,0.00000000,0.00049970,0.03802755,0.59760291,0.79089990,0.00012991,0.30232857
-4.73336668,1.13324897,0.17107345,0.00000000,0.00043018,0.03517786,0.57760044,0.80266842,0.00010332,0.29707635
-4.72736368,1.13213675,0.15739894,0.00000000,0.00036938,0.03244936,0.55817886,0.81389300,0.00008183,0.29208852
-4.72136068,1.13042359,0.14435080,0.00000000,0.00031633,0.02985412,0.53929661,0.82400492,0.00006455,0.28723850
-4.71535768,1.12747291,0.13199115,0.00000000,0.00027013,0.02740121,0.52088395,0.83243358,0.00005076,0.28239550
-4.70935468,1.12265706,0.12036465,0.00000000,0.00022997,0.02509662,0.50284791,0.83862670,0.00003983,0.27742868
-4.70335168,1.11538089,0.10949856,0.00000000,0.00019516,0.02294330,0.48507888,0.84207050,0.00003122,0.27221167
-4.69734867,1.10510491,0.09940370,0.00000000,0.00016506,0.02094130,0.46745801,0.84230914,0.00002450,0.26662724
-4.69134567,1.09136699,0.09007582,0.00000000,0.00013911,0.01908811,0.44986536,0.83896227,0.00001933,0.26057180
-4.68534267,1.07380128,0.08149770,0.00000000,0.00011685,0.01737900,0.43218786,0.83173987,0.00001542,0.25395958
-4.67933967,1.05215356,0.07364135,0.00000000,0.00009783,0.01580746,0.41432680,0.82045365,0.00001258,0.24672612
-4.67333667,1.02629196,0.06647053,0.00000000,0.00008169,0.01436567,0.39620434,0.80502449,0.00001064,0.23883090
-4.66733367,0.99621280,0.05994327,0.00000000,0.00006811,0.01304497,0.37776868,0.78548547,0.00000952,0.23025906
-4.66133067,0.96204106,0.05401419,0.00000000,0.00005682,0.01183630,0.35899753,0.76198064,0.00000918,0.22102196
-4.65532766,0.92402583,0.04863677,0.00000000,0.00004758,0.01073055,0.33989992,0.73475948,0.00000964,0.21115667
-4.64932466,0.88253084,0.04376523,0.00000000,0.00004023,0.00971897,0.32051619,0.70416747,0.00001095,0.20072445
-4.64332166,0.83802098,0.03935616,0.00000000,0.00003461,0.00879337,0.30091626,0.67063350,0.00001326,0.18980820
