energy_ev,total_up,Cr_p_up,Cr_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.52076038,1.56123789,0.85121852,0.64275824,0.07948081,0.62245329,0.00266150,0.02837631,0.00572626,0.07442995
-3.51475738,1.54422969,0.84532121,0.63433275,0.08029260,0.61726675,0.00269157,0.02729067,0.00561712,0.07441506
-3.50875438,1.53399174,0.84299695,0.62740007,0.08168921,0.61597919,0.00272423,0.02637540,0.00551406,0.07498007
-3.50275138,1.53043243,0.84431884,0.62206508,0.08362315,0.61844008,0.00275903,0.02560800,0.00541599,0.07607817
-3.49674837,1.53338799,0.84930531,0.61841247,0.08604301,0.62445471,0.00279537,0.02497026,0.00532198,0.07766443
-3.49074537,1.54262091,0.85792756,0.61650665,0.08889402,0.63378140,0.00283254,0.02444780,0.00523124,0.07969500
-3.48474237,1.55782008,0.87011895,0.61639210,0.09211880,0.64612959,0.00286969,0.02402962,0.00514315,0.08212633
-3.47873937,1.57860288,0.88578573,0.61809399,0.09565841,0.66115922,0.00290582,0.02370750,0.00505722,0.08491446
-3.47273637,1.60451946,0.90481842,0.62161922,0.09945364,0.67848184,0.00293985,0.02347545,0.00497311,0.08801455
-3.46673337,1.63505935,0.92710308,0.62695754,0.10344642,0.69766359,0.00297059,0.02332924,0.00489060,0.09138056
-3.46073037,1.66966018,0.95253189,0.63408298,0.10758136,0.71823028,0.00299677,0.02326589,0.00480957,0.09496526
-3.45472736,1.70771839,0.98101206,0.64295523,0.11180723,0.73967467,0.00301714,0.02328322,0.00473002,0.09872049
-3.44872436,1.74860156,1.01247274,0.65352096,0.11607835,0.76146564,0.00303041,0.02337956,0.00465205,0.10259774
-3.44272136,1.79166179,1.04686925,0.66571508,0.12035582,0.78305927,0.00303540,0.02355342,0.00457586,0.10654898
-3.43671836,1.83624970,1.08418431,0.67946158,0.12460845,0.80391121,0.00303099,0.02380332,0.00450170,0.11052765
-3.43071536,1.88172829,1.12442626,0.69467429,0.12881335,0.82349005,0.00301624,0.02412762,0.00442993,0.11448991
-3.42471236,1.92748616,1.16762414,0.71125710,0.13295617,0.84129105,0.00299040,0.02452445,0.00436097,0.11839580
-3.41870935,1.97294937,1.21382002,0.72910396,0.13703093,0.85684959,0.00295293,0.02499170,0.00429529,0.12221053
-3.41270635,2.01759159,1.26305901,0.74809856,0.14103940,0.86975377,0.00290356,0.02552698,0.00423341,0.12590556
-3.40670335,2.06094193,1.31537754,0.76811386,0.14499010,0.87965562,0.00284228,0.02612761,0.00417589,0.12945949
-3.40070035,2.10259039,1.37079060,0.78901139,0.14889706,0.88628028,0.00276937,0.02679069,0.00412331,0.13285871
-3.39469735,2.14219051,1.42927885,0.81064076,0.15277810,0.88943271,0.00268541,0.02751306,0.00407625,0.13609763
-3.38869435,2.17945959,1.49077626,0.83283921,0.15665310,0.88900177,0.00259121,0.02829127,0.00403528,0.13917856
-3.38269135,2.21417626,1.55515914,0.85543149,0.16054202,0.88496133,0.00248784,0.02912155,0.00400095,0.14211118
-3.37668834,2.24617590,1.62223718,0.87823027,0.16446298,0.87736840,0.00237661,0.02999972,0.00397372,0.14491154
-3.37068534,2.27534422,1.69174701,0.90103687,0.16843036,0.86635855,0.00225898,0.03092108,0.00395403,0.14760073
-3.36468234,2.30160934,1.76334865,0.92364270,0.17245307,0.85213862,0.00213653,0.03188030,0.00394219,0.15020315
-3.35867934,2.32493293,1.83662497,0.94583114,0.17653310,0.83497734,0.00201097,0.03287123,0.00393843,0.15274459
-3.35267634,2.34530080,1.91108413,0.96737996,0.18066429,0.81519410,0.00188401,0.03388675,0.00394286,0.15525005
-3.34667334,2.36271353,1.98616481,0.98806414,0.18483154,0.79314663,0.00175735,0.03491867,0.00395548,0.15774156
-3.34067034,2.37717730,2.06124388,1.00765891,0.18901032,0.76921791,0.00163266,0.03595754,0.00397613,0.16023604
-3.33466733,2.38869559,2.13564594,1.02594302,0.19316668,0.74380307,0.00151150,0.03699262,0.00400454,0.16274334
-3.32866433,2.39726187,2.20865442,1.04270193,0.19725749,0.71729672,0.00139527,0.03801179,0.00404029,0.16526450
-3.32266133,2.40285355,2.27952353,1.05773080,0.20123126,0.69008120,0.00128526,0.03900162,0.00408284,0.16779049
-3.31665833,2.40542747,2.34749059,1.07083733,0.20502914,0.66251615,0.00118253,0.03994744,0.00413149,0.17030138
-3.31065533,2.40491700,2.41178854,1.08184407,0.20858631,0.63492978,0.00108796,0.04083353,0.00418543,0.17276600
-3.30465233,2.40123090,2.47165793,1.09059050,0.21183360,0.60761201,0.00100222,0.04164336,0.00424370,0.17514227
-3.29864932,2.39425395,2.52635860,1.09693454,0.21469933,0.58080957,0.00092575,0.04235995,0.00430525,0.17737807
-3.29264632,2.38384935,2.57518062,1.10075380,0.21711129,0.55472318,0.00085879,0.04296622,0.00436888,0.17941261
-3.28664332,2.36986287,2.61745469,1.10194650,0.21899876,0.52950667,0.00080138,0.04344551,0.00443329,0.18117844
-3.28064032,2.35212870,2.65256193,1.10043220,0.22029466,0.50526794,0.00075336,0.04378201,0.00449711,0.18260381
-3.27463732,2.33047670,2.67994332,1.09615243,0.22093752,0.48207151,0.00071439,0.04396134,0.00455884,0.18361537
-3.26863432,2.30474099,2.69910865,1.08907131,0.22087349,0.45994251,0.00068399,0.04397100,0.00461695,0.18414113
-3.26263132,2.27476951,2.70964527,1.07917629,0.22005809,0.43887166,0.00066152,0.04380092,0.00466984,0.18411346
-3.25662831,2.24043428,2.71122640,1.06647897,0.21845780,0.41882116,0.00064623,0.04344388,0.00471587,0.18347205
-3.25062531,2.20164182,2.70361914,1.05101599,0.21605135,0.39973101,0.00063727,0.04289589,0.00475343,0.18216664
-3.24462231,2.15834353,2.68669175,1.03285013,0.21283073,0.38152555,0.00063373,0.04215645,0.00478093,0.18015950
-3.23861931,2.11054528,2.66042007,1.01207123,0.20880185,0.36411993,0.00063463,0.04122879,0.00479683,0.17742737
-3.23261631,2.05831594,2.62489264,0.98879705,0.20398479,0.34742637,0.00063898,0.04011988,0.00479971,0.17396296
-3.22661331,2.00179428,2.58031421,0.96317383,0.19841369,0.33135980,0.00064578,0.03884042,0.00478829,0.16977580
-3.22061031,1.94119391,2.52700707,0.93537636,0.19213623,0.31584299,0.00065406,0.03740465,0.00476147,0.16489248
-3.21460730,1.87680585,2.46541003,0.90560745,0.18521273,0.30081086,0.00066285,0.03583006,0.00471837,0.15935629
-3.20860430,1.80899857,2.39607447,0.87409667,0.17771490,0.28621389,0.00067130,0.03413700,0.00465836,0.15322621
-3.20260130,1.73821524,2.31965760,0.84109821,0.16972424,0.27202080,0.00067858,0.03234825,0.00458110,0.14657540
-3.19659830,1.66496846,2.23691254,0.80688788,0.16133019,0.25822020,0.00068398,0.03048841,0.00448653,0.13948921
-3.19059530,1.58983226,2.14867550,0.77175920,0.15262812,0.24482152,0.00068689,0.02858341,0.00437493,0.13206287
-3.18459230,1.51343201,2.05585025,0.73601872,0.14371713,0.23185505,0.00068681,0.02665983,0.00424689,0.12439887
-3.17858929,1.43643223,1.95939035,0.69998060,0.13469785,0.21937131,0.00068337,0.02474438,0.00410332,0.11660427
-3.17258629,1.35952320,1.86027957,0.66396075,0.12567021,0.20743975,0.00067632,0.02286330,0.00394542,0.10878796
-3.16658329,1.28340642,1.75951131,0.62827066,0.11673143,0.19614688,0.00066554,0.02104189,0.00377468,0.10105803
-3.16058029,1.20877996,1.65806765,0.59321124,0.10797401,0.18559399,0.00065102,0.01930400,0.00359282,0.09351935
-3.15457729,1.13632383,1.55689887,0.55906685,0.09948412,0.17589442,0.00063286,0.01767176,0.00340175,0.08627135
-3.14857429,1.06668629,1.45690415,0.52609991,0.09134016,0.16717051,0.00061129,0.01616517,0.00320356,0.07940616
-3.14257129,1.00047121,1.35891426,0.49454615,0.08361165,0.15955044,0.00058661,0.01480199,0.00300042,0.07300703
-3.13656828,0.93822712,1.26367667,0.46461089,0.07635848,0.15316468,0.00055918,0.01359756,0.00279453,0.06714724
-3.13056528,0.88043817,1.17184389,0.43646629,0.06963038,0.14814254,0.00052945,0.01256476,0.00258811,0.06188913
-3.12456228,0.82751711,1.08396498,0.41024990,0.06346681,0.14460847,0.00049789,0.01171398,0.00238331,0.05728367
-3.11855928,0.77980040,1.00048082,0.38606424,0.05789707,0.14267843,0.00046500,0.01105319,0.00218217,0.05337013
-3.11255628,0.73754548,0.92172286,0.36397767,0.05294058,0.14245626,0.00043129,0.01058803,0.00198660,0.05017611
-3.10655328,0.70093000,0.84791529,0.34402624,0.04860752,0.14403012,0.00039726,0.01032186,0.00179832,0.04771763
-3.10055028,0.67005287,0.77918044,0.32621641,0.04489945,0.14746911,0.00036338,0.01025592,0.00161883,0.04599950
-3.09454727,0.64493679,0.71554681,0.31052853,0.04181011,0.15282011,0.00033009,0.01038944,0.00144945,0.04501567
-3.08854427,0.62553216,0.65695927,0.29692074,0.03932629,0.16010494,0.00029780,0.01071969,0.00129124,0.04474971
-3.08254127,0.61172195,0.60329094,0.28533315,0.03742864,0.16931795,0.00026684,0.01124216,0.00114506,0.04517538
-3.07653827,0.60332727,0.55435595,0.27569193,0.03609254,0.18042420,0.00023752,0.01195059,0.00101155,0.04625713
-3.07053527,0.60011354,0.50992264,0.26791330,0.03528886,0.19335819,0.00021007,0.01283708,0.00089116,0.04795080
-3.06453227,0.60179689,0.46972652,0.26190700,0.03498470,0.20802349,0.00018470,0.01389219,0.00078419,0.05020426
-3.05852926,0.60805077,0.43348251,0.25757928,0.03514398,0.22429316,0.00016155,0.01510503,0.00069077,0.05295820
-3.05252626,0.61851260,0.40089601,0.25483518,0.03572808,0.24201111,0.00014073,0.01646336,0.00061095,0.05614696
-3.04652326,0.63279055,0.37167261,0.25358017,0.03669623,0.26099452,0.00012232,0.01795374,0.00054473,0.05969953
-3.04052026,0.65047021,0.34552602,0.25372108,0.03800604,0.28103719,0.00010639,0.01956168,0.00049203,0.06354061
-3.03451726,0.67112144,0.32218430,0.25516644,0.03961376,0.30191387,0.00009299,0.02127187,0.00045284,0.06759187
-3.02851426,0.69430518,0.30139435,0.25782633,0.04147474,0.32338557,0.00008219,0.02306837,0.00042714,0.07177329
-3.02251126,0.71958052,0.28292475,0.26161193,0.04354366,0.34520549,0.00007409,0.02493491,0.00041502,0.07600459
-3.01650825,0.74651186,0.26656718,0.26643491,0.04577492,0.36712562,0.00006880,0.02685517,0.00041666,0.08020683
-3.01050525,0.77467620,0.25213658,0.27220685,0.04812295,0.38890370,0.00006653,0.02881307,0.00043237,0.08430395
-3.00450225,0.80367067,0.23947050,0.27883899,0.05054261,0.41031023,0.00006751,0.03079315,0.00046262,0.08822435
-2.99849925,0.83312004,0.22842770,0.28624234,0.05298959,0.43113542,0.00007210,0.03278086,0.00050804,0.09190245
-2.99249625,0.86268422,0.21888653,0.29432835,0.05542087,0.45119563,0.00008074,0.03476289,0.00056945,0.09528007
-2.98649325,0.89206565,0.21074312,0.30301028,0.05779520,0.47033919,0.00009400,0.03672745,0.00064787,0.09830768
-2.98049025,0.92101616,0.20390981,0.31220527,0.06007360,0.48845120,0.00011256,0.03866451,0.00074450,0.10094544
-2.97448724,0.94934342,0.19831376,0.32183703,0.06221998,0.50545726,0.00013726,0.04056607,0.00086071,0.10316391
-2.96848424,0.97691638,0.19389601,0.33183921,0.06420159,0.52132585,0.00016910,0.04242618,0.00099807,0.10494460
-2.96248124,1.00366977,0.19061092,0.34215908,0.06598966,0.53606934,0.00020921,0.04424115,0.00115833,0.10628003
-2.95647824,1.02960713,0.18842596,0.35276150,0.06755982,0.54974350,0.00025890,0.04600943,0.00134333,0.10717367
-2.95047524,1.05480239,0.18732185,0.36363283,0.06889265,0.56244561,0.00031962,0.04773162,0.00155507,0.10763941
-2.94447224,1.07939952,0.18729276,0.37478447,0.06997397,0.57431120,0.00039298,0.04941031,0.00179560,0.10770085
-2.93846923,1.10361031,0.18834656,0.38625575,0.07079520,0.58550960,0.00048070,0.05104983,0.00206702,0.10739038
-2.93246623,1.12771005,0.19050489,0.39811585,0.07135345,0.59623835,0.00058461,0.05265606,0.00237140,0.10674798
-2.92646323,1.15203107,0.19380285,0.41046453,0.07165165,0.60671692,0.00070661,0.05423603,0.00271077,0.10581994
-2.92046023,1.17695424,0.19828812,0.42343132,0.07169836,0.61717973,0.00084862,0.05579759,0.00308699,0.10465756
-2.91445723,1.20289838,0.20401958,0.43717314,0.07150754,0.62786892,0.00101256,0.05734905,0.00350175,0.10331577
-2.90845423,1.23030809,0.21106510,0.45187024,0.07109816,0.63902695,0.00120025,0.05889873,0.00395646,0.10185180
-2.90245123,1.25963996,0.21949863,0.46772049,0.07049363,0.65088958,0.00141340,0.06045460,0.00445218,0.10032395
-2.89644822,1.29134786,0.22939663,0.48493210,0.06972116,0.66367905,0.00165352,0.06202388,0.00498956,0.09879055
-2.89044522,1.32586761,0.24083385,0.50371515,0.06881097,0.67759813,0.00192183,0.06361268,0.00556876,0.09730894
-2.88444222,1.36360171,0.25387878,0.52427215,0.06779546,0.69282493,0.00221925,0.06522568,0.00618938,0.09593472
-2.87843922,1.40490459,0.26858872,0.54678808,0.06670833,0.70950873,0.00254629,0.06686591,0.00685043,0.09472117
-2.87243622,1.45006926,0.28500503,0.57142046,0.06558370,0.72776701,0.00290302,0.06853456,0.00755026,0.09371876
-2.86643322,1.49931567,0.30314854,0.59828986,0.06445527,0.74768375,0.00328901,0.07023083,0.00828656,0.09297484
-2.86043022,1.55278166,0.32301559,0.62747144,0.06335553,0.76930897,0.00370332,0.07195201,0.00905634,0.09253344
-2.85442721,1.61051671,0.34457484,0.65898798,0.06231510,0.79265967,0.00414443,0.07369351,0.00985598,0.09243515
-2.84842421,1.67247906,0.36776507,0.69280484,0.06136219,0.81772193,0.00461030,0.07544906,0.01068121,0.09271699
-2.84242121,1.73853634,0.39249428,0.72882703,0.06052217,0.84445422,0.00509835,0.07721102,0.01152726,0.09341236
-2.83641821,1.80846968,0.41863989,0.76689887,0.05981738,0.87279170,0.00560549,0.07897072,0.01238889,0.09455085
-2.83041521,1.88198115,0.44605047,0.80680598,0.05926697,0.90265132,0.00612818,0.08071894,0.01326052,0.09615805
-2.82441221,1.95870421,0.47454849,0.84827973,0.05888704,0.93393731,0.00666246,0.08244643,0.01413639,0.09825527
-2.81840920,2.03821649,0.50393438,0.89100391,0.05869073,0.96654699,0.00720407,0.08414439,0.01501065,0.10085909
-2.81240620,2.12005420,0.53399131,0.93462314,0.05868855,1.00037633,0.00774851,0.08580510,0.01587755,0.10398088
-2.80640320,2.20372728,0.56449074,0.97875270,0.05888866,1.03532497,0.00829109,0.08742233,0.01673155,0.10762610
-2.80040020,2.28873437,0.59519815,1.02298924,0.05929722,1.07130032,0.00882709,0.08899187,0.01756747,0.11179364
-2.79439720,2.37457659,0.62587883,1.06692164,0.05991869,1.10822040,0.00935177,0.09051181,0.01838060,0.11647502
-2.78839420,2.46076926,0.65630327,1.11014170,0.06075608,1.14601511,0.00986050,0.09198274,0.01916678,0.12165359
-2.78239120,2.54685077,0.68625187,1.15225396,0.06181108,1.18462566,0.01034879,0.09340784,0.01992245,0.12730379
-2.77638819,2.63238799,0.71551878,1.19288421,0.06308409,1.22400216,0.01081236,0.09479266,0.02064466,0.13339045
-2.77038519,2.71697798,0.74391454,1.23168640,0.06457405,1.26409924,0.01124722,0.09614482,0.02133109,0.13986829
-2.76438219,2.80024581,0.77126761,1.26834772,0.06627823,1.30486994,0.01164963,0.09747346,0.02197992,0.14668164
-2.75837919,2.88183881,0.79742452,1.30259167,0.06819182,1.34625805,0.01201617,0.09878851,0.02258978,0.15376434
-2.75237619,2.96141784,0.82224906,1.33417938,0.07030737,1.38818946,0.01234377,0.10009988,0.02315962,0.16104010
-2.74637319,3.03864626,0.84562028,1.36290904,0.07261428,1.43056300,0.01262965,0.10141640,0.02368855,0.16842308
-2.74037019,3.11317786,0.86742984,1.38861417,0.07509816,1.47324135,0.01287139,0.10274489,0.02417569,0.17581895
-2.73436718,3.18464471,0.88757888,1.41116063,0.07774023,1.51604285,0.01306689,0.10408906,0.02462003,0.18312632
-2.72836418,3.25264639,0.90597476,1.43044326,0.08051688,1.55873496,0.01321440,0.10544862,0.02502026,0.19023851
-2.72236118,3.31674176,0.92252797,1.44638221,0.08339924,1.60102993,0.01331251,0.10681843,0.02537469,0.19704574
-2.71635818,3.37644445,0.93714960,1.45891967,0.08635308,1.64258345,0.01336019,0.10818792,0.02568111,0.20343754
-2.71035518,3.43122300,0.94974963,1.46801728,0.08933883,1.68299670,0.01335676,0.10954071,0.02593681,0.20930549
-2.70435218,3.48050629,0.96023627,1.47365449,0.09231194,1.72182211,0.01330196,0.11085458,0.02613856,0.21454605
-2.69834917,3.52369459,0.96851649,1.47582813,0.09522348,1.75857297,0.01319599,0.11210176,0.02628268,0.21906338
-2.69234617,3.56017612,0.97449782,1.47455335,0.09802108,1.79273666,0.01303949,0.11324949,0.02636514,0.22277226
-2.68634317,3.58934873,0.97809144,1.46986579,0.10065007,1.82379116,0.01283361,0.11426101,0.02638174,0.22560066
-2.68034017,3.61064566,0.97921637,1.46182494,0.10305495,1.85122418,0.01258000,0.11509675,0.02632829,0.22749217
-2.67433717,3.62356438,0.97780462,1.45051847,0.10518093,1.87455406,0.01228086,0.11571583,0.02620088,0.22840801
-2.66833417,3.62769682,0.97380698,1.43606715,0.10697570,1.89335130,0.01193893,0.11607767,0.02599610,0.22832850
-2.66233117,3.62275943,0.96719915,1.41863006,0.10839122,1.90725977,0.01155746,0.11614375,0.02571131,0.22725413
-2.65632816,3.60862116,0.95798789,1.39840963,0.10938543,1.91601621,0.01114023,0.11587938,0.02534489,0.22520590
-2.65032516,3.58532767,0.94621666,1.37565606,0.10992390,1.91946682,0.01069146,0.11525531,0.02489646,0.22222515
-2.64432216,3.55311997,0.93197053,1.35067068,0.10998129,1.91758006,0.01021578,0.11424927,0.02436710,0.21837267
-2.63831916,3.51244623,0.91537991,1.32380790,0.10954250,1.91045451,0.00971814,0.11284720,0.02375945,0.21372728
-2.63231616,3.46396537,0.89662285,1.29547538,0.10860349,1.89832122,0.00920374,0.11104416,0.02307786,0.20838381
-2.62631316,3.40854199,0.87592561,1.26613211,0.10717182,1.88154011,0.00867793,0.10884488,0.02232836,0.20245058
-2.62031016,3.34723212,0.85356137,1.23628422,0.10526664,1.86059045,0.00814611,0.10626396,0.02151866,0.19604650
-2.61430715,3.28126012,0.82984709,1.20647852,0.10291839,1.83605555,0.00761363,0.10332553,0.02065803,0.18929782
-2.60830415,3.21198732,0.80513836,1.17729370,0.10016803,1.80860224,0.00708565,0.10006270,0.01975716,0.18233470
-2.60230115,3.14087367,0.77982258,1.14932934,0.09706597,1.77895625,0.00656712,0.09651647,0.01882792,0.17528772
-2.59629815,3.06943368,0.75431046,1.12319310,0.09367056,1.74787428,0.00606264,0.09273442,0.01788310,0.16828433
-2.59029515,2.99918875,0.72902639,1.09948632,0.09004646,1.71611446,0.00557637,0.08876918,0.01693611,0.16144560
-2.58429215,2.93161778,0.70439778,1.07878857,0.08626272,1.68440633,0.00511202,0.08467669,0.01600066,0.15488303
-2.57828914,2.86810831,0.68084400,1.06164171,0.08239081,1.65342205,0.00467278,0.08051437,0.01509043,0.14869592
-2.57228614,2.80991038,0.65876531,1.04853402,0.07850260,1.62375012,0.00426128,0.07633933,0.01421867,0.14296897
-2.56628314,2.75809517,0.63853214,1.03988512,0.07466836,1.59587292,0.00387960,0.07220669,0.01339797,0.13777054
-2.56028014,2.71352030,0.62047531,1.03603227,0.07095499,1.57014924,0.00352925,0.06816796,0.01263985,0.13315132
-2.55427714,2.67680331,0.60487760,1.03721874,0.06742432,1.54680249,0.00321122,0.06426978,0.01195456,0.12914368
-2.54827414,2.64830447,0.59196684,1.04358483,0.06413174,1.52591517,0.00292596,0.06055280,0.01135079,0.12576149
-2.54227114,2.62811972,0.58191110,1.05516193,0.06112504,1.50742977,0.00267346,0.05705093,0.01083554,0.12300056
-2.53626813,2.61608380,0.57481584,1.07187012,0.05844365,1.49115594,0.00245330,0.05379090,0.01041391,0.12083962
-2.53026513,2.61178352,0.57072336,1.09351952,0.05611807,1.47678343,0.00226466,0.05079208,0.01008907,0.11924171
-2.52426213,2.61458034,0.56961441,1.11981527,0.05416974,1.46390018,0.00210644,0.04806665,0.00986218,0.11815607
-2.51825913,2.62364115,0.57141185,1.15036633,0.05261106,1.45201438,0.00197726,0.04561996,0.00973244,0.11752034
-2.51225613,2.63797577,0.57598611,1.18469752,0.05144581,1.44057959,0.00187555,0.04345116,0.00969713,0.11726300
-2.50625313,2.65647940,0.58316219,1.22226448,0.05066971,1.42902142,0.00179962,0.04155399,0.00975173,0.11730605
-2.50025013,2.67797811,0.59272779,1.26247090,0.05027121,1.41676474,0.00174765,0.03991764,0.00989005,0.11756773
-2.49424712,2.70127522,0.60444210,1.30468731,0.05023235,1.40326001,0.00171784,0.03852771,0.01010441,0.11796521
-2.48824412,2.72519664,0.61804486,1.34827050,0.05052987,1.38800760,0.00170833,0.03736719,0.01038586,0.11841732
-2.48224112,2.74863322,0.63326520,1.39258278,0.05113618,1.37057919,0.00171736,0.03641738,0.01072443,0.11884693
-2.47623812,2.77057831,0.64982987,1.43701016,0.05202051,1.35063527,0.00174322,0.03565874,0.01110929,0.11918320
-2.47023512,2.79015918,0.66747043,1.48097867,0.05314995,1.32793835,0.00178430,0.03507162,0.01152908,0.11936352
-2.46423212,2.80666103,0.68592918,1.52396795,0.05449046,1.30236138,0.00183913,0.03463695,0.01197214,0.11933503
-2.45822911,2.81954303,0.70496358,1.56552173,0.05600775,1.27389123,0.00190637,0.03433667,0.01242672,0.11905575
-2.45222611,2.82844582,0.72434901,1.60525462,0.05766817,1.24262747,0.00198486,0.03415410,0.01288127,0.11849535
-2.44622311,2.83319069,0.74388000,1.64285500,0.05943931,1.20877663,0.00207358,0.03407419,0.01332463,0.11763539
-2.44022011,2.83377079,0.76336988,1.67808422,0.06129063,1.17264249,0.00217170,0.03408355,0.01374627,0.11646919
-2.43421711,2.83033523,0.78264911,1.71077203,0.06319384,1.13461295,0.00227858,0.03417049,0.01413643,0.11500127
-2.42821411,2.82316714,0.80156261,1.74080894,0.06512317,1.09514434,0.00239376,0.03432484,0.01448634,0.11324642
-2.42221111,2.81265707,0.81996632,1.76813599,0.06705554,1.05474382,0.00251696,0.03453788,0.01478833,0.11122846
-2.41620810,2.79927332,0.83772351,1.79273273,0.06897054,1.01395077,0.00264810,0.03480199,0.01503592,0.10897867
-2.41020510,2.78353073,0.85470100,1.81460429,0.07085033,0.97331803,0.00278727,0.03511051,0.01522396,0.10653411
-2.40420210,2.76595972,0.87076603,1.83376843,0.07267945,0.93339363,0.00293477,0.03545743,0.01534864,0.10393577
-2.39819910,2.74707711,0.88578372,1.85024348,0.07444455,0.89470385,0.00309107,0.03583720,0.01540755,0.10122669
-2.39219610,2.72736016,0.89961576,1.86403810,0.07613402,0.85773812,0.00325678,0.03624450,0.01539962,0.09845011
-2.38619310,2.70722523,0.91212033,1.87514346,0.07773767,0.82293629,0.00343270,0.03667408,0.01532518,0.09564778
-2.38019010,2.68701181,0.92315348,1.88352853,0.07924635,0.79067861,0.00361977,0.03712067,0.01518582,0.09285842
-2.37418709,2.66697287,0.93257203,1.88913881,0.08065164,0.76127875,0.00381902,0.03757894,0.01498436,0.09011642
-2.36818409,2.64727165,0.94023779,1.89189867,0.08194558,0.73497981,0.00403158,0.03804349,0.01472471,0.08745095
-2.36218109,2.62798507,0.94602317,1.89171726,0.08312046,0.71195339,0.00425865,0.03850891,0.01441177,0.08488526
-2.35617809,2.60911324,0.94981773,1.88849765,0.08416874,0.69230155,0.00450142,0.03896990,0.01405128,0.08243642
-2.35017509,2.59059451,0.95153538,1.88214867,0.08508307,0.67606136,0.00476103,0.03942146,0.01364966,0.08011543
-2.34417209,2.57232500,0.95112197,1.87259887,0.08585641,0.66321173,0.00503856,0.03985900,0.01321384,0.07792763
-2.33816908,2.55418148,0.94856272,1.85981156,0.08648232,0.65368198,0.00533493,0.04027864,0.01275108,0.07587340
-2.33216608,2.53604608,0.94388901,1.84380016,0.08695527,0.64736177,0.00565084,0.04067735,0.01226882,0.07394914
-2.32616308,2.51783146,0.93718426,1.82464269,0.08727114,0.64411175,0.00598671,0.04105316,0.01177449,0.07214849
-2.32016008,2.49950485,0.92858820,1.80249461,0.08742772,0.64377449,0.00634266,0.04140538,0.01127535,0.07046357
-2.31415708,2.48110944,0.91829945,1.77759881,0.08742522,0.64618505,0.00671841,0.04173470,0.01077834,0.06888632
-2.30815408,2.46278186,0.90657581,1.75029221,0.08726687,0.65118084,0.00711325,0.04204326,0.01028994,0.06740988
-2.30215108,2.44476456,0.89373224,1.72100808,0.08695936,0.65861017,0.00752603,0.04233475,0.00981606,0.06602972
-2.29614807,2.42741212,0.88013626,1.69027377,0.08651331,0.66833931,0.00795512,0.04261426,0.00936197,0.06474475
-2.29014507,2.41119105,0.86620083,1.65870353,0.08594349,0.68025774,0.00839842,0.04288828,0.00893217,0.06355814
-2.28414207,2.39667270,0.85237474,1.62698658,0.08526901,0.69428133,0.00885341,0.04316441,0.00853042,0.06247787
-2.27813907,2.38451956,0.83913078,1.59587044,0.08451323,0.71035357,0.00931716,0.04345119,0.00815966,0.06151701
-2.27213607,2.37546518,0.82695198,1.56614040,0.08370356,0.72844480,0.00978644,0.04375773,0.00782205,0.06069372
-2.26613307,2.37028884,0.81631636,1.53859550,0.08287098,0.74854956,0.01025777,0.04409338,0.00751902,0.06003090
-2.26013007,2.36978575,0.80768083,1.51402229,0.08204939,0.77068236,0.01072757,0.04446735,0.00725126,0.05955559
-2.25412706,2.37473445,0.80146466,1.49316727,0.08127484,0.79487218,0.01119224,0.04488828,0.00701884,0.05929813
-2.24812406,2.38586267,0.79803343,1.47670921,0.08058451,0.82115589,0.01164834,0.04536389,0.00682129,0.05929108
-2.24212106,2.40381349,0.79768399,1.46523281,0.08001564,0.84957126,0.01209267,0.04590061,0.00665767,0.05956799
-2.23611806,2.42911331,0.80063123,1.45920468,0.07960438,0.88014960,0.01252240,0.04650324,0.00652669,0.06016210
-2.23011506,2.46214336,0.80699720,1.45895298,0.07938460,0.91290871,0.01293521,0.04717477,0.00642682,0.06110494
-2.22411206,2.50311607,0.81680333,1.46465175,0.07938676,0.94784632,0.01332933,0.04791619,0.00635636,0.06242494
-2.21810905,2.55205750,0.82996609,1.47631075,0.07963682,0.98493434,0.01370363,0.04872644,0.00631356,0.06414616
-2.21210605,2.60879696,0.84629652,1.49377139,0.08015528,1.02411418,0.01405759,0.04960247,0.00629674,0.06628708
-2.20610305,2.67296413,0.86550372,1.51670926,0.08095643,1.06529330,0.01439132,0.05053938,0.00630427,0.06885950
-2.20010005,2.74399414,0.88720246,1.54464308,0.08204770,1.10834315,0.01470545,0.05153065,0.00633475,0.07186773
-2.19409705,2.82114025,0.91092447,1.57695007,0.08342932,1.15309839,0.01500109,0.05256851,0.00638695,0.07530791
-2.18809405,2.90349383,0.93613338,1.61288693,0.08509414,1.19935752,0.01527962,0.05364430,0.00645990,0.07916757
-2.18209105,2.99001050,0.96224240,1.65161578,0.08702772,1.24688469,0.01554258,0.05474896,0.00655287,0.08342548
-2.17608804,3.07954149,0.98863438,1.69223388,0.08920864,1.29541267,0.01579146,0.05587349,0.00666537,0.08805168
-2.17008504,3.17086871,1.01468310,1.73380587,0.09160897,1.34464674,0.01602751,0.05700942,0.00679711,0.09300785
-2.16408204,3.26274201,1.03977527,1.77539711,0.09419502,1.39426938,0.01625155,0.05814927,0.00694798,0.09824781
-2.15807904,3.35391703,1.06333189,1.81610673,0.09692818,1.44394549,0.01646382,0.05928696,0.00711796,0.10371834
