energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up
-5.57978989,14.72962431,2.94468470,8.64747752,0.05960344,0.44069917,1.63298885,1.53920673,0.05697197,3.02204036
-5.57378689,15.03606863,3.02650858,8.81134075,0.06138305,0.45577115,1.68378986,1.58137216,0.05830428,3.08236098
-5.56778389,15.34580320,3.11174690,8.97603377,0.06319014,0.47123658,1.73466321,1.62325453,0.05965866,3.14379357
-5.56178089,15.65358588,3.19895643,9.13880705,0.06498895,0.48678527,1.78473384,1.66425729,0.06100681,3.20524943
-5.55577789,15.95372255,3.28656072,9.29666930,0.06674160,0.50209388,1.83308966,1.70374780,0.06232085,3.26552880
-5.54977489,16.24027927,3.37289661,9.44650464,0.06840963,0.51683284,1.87881048,1.74108291,0.06357408,3.32336710
-5.54377189,16.50732349,3.45626707,9.58520708,0.06995561,0.53067419,1.92099908,1.77563733,0.06474178,3.37748720
-5.53776888,16.74918255,3.53499817,9.70982554,0.07134482,0.54330005,1.95881324,1.80683332,0.06580191,3.42665513
-5.53176588,16.96070640,3.60749758,9.81771182,0.07254688,0.55441130,1.99149724,1.83417026,0.06673576,3.46973651
-5.52576288,17.13752049,3.67231177,9.90666354,0.07353717,0.56373627,2.01841149,1.85725229,0.06752842,3.50575075
-5.51975988,17.27625513,3.72817919,9.97505382,0.07429814,0.57103887,2.03905880,1.87581274,0.06816920,3.53392010
-5.51375688,17.37473864,3.77407686,10.02194035,0.07482027,0.57612584,2.05310619,1.88973371,0.06865178,3.55371103
-5.50775388,17.43214309,3.80925809,10.04714722,0.07510272,0.57885284,2.06040103,1.89905974,0.06897428,3.56486566
-5.50175088,17.44907428,3.83327958,10.05131443,0.07515358,0.57912898,2.06098086,1.90400460,0.06913909,3.56742150
-5.49574787,17.42760014,3.84601666,10.03591176,0.07498978,0.57691964,2.05507641,1.90495069,0.06915254,3.56171853
-5.48974487,17.37121550,3.84766612,10.00321534,0.07463660,0.57224737,2.04310764,1.90244090,0.06902446,3.54839306
-5.48374187,17.28474408,3.83873671,9.95624774,0.07412675,0.56519087,2.02567307,1.89716308,0.06876755,3.52835879
-5.47773887,17.17418230,3.82002790,9.89868380,0.07349922,0.55588219,2.00353287,1.88992787,0.06839670,3.50277596
-5.47173587,17.04649214,3.79259828,9.83472672,0.07279780,0.54450205,1.97758657,1.88164074,0.06792821,3.47301016
-5.46573287,16.90935313,3.75772533,9.76896009,0.07206938,0.53127381,1.94884632,1.87326949,0.06737907,3.44058276
-5.45972986,16.77088508,3.71685841,9.70618287,0.07136218,0.51645607,1.91840696,1.86580879,0.06676614,3.40711550
-5.45372686,16.63935455,3.67156755,9.65123501,0.07072385,0.50033452,1.88741409,1.86024325,0.06610548,3.37427166
-5.44772386,16.52287848,3.62349008,9.60882166,0.07019968,0.48321316,1.85703131,1.85751068,0.06541177,3.34369660
-5.44172086,16.42913777,3.57427753,9.58334372,0.06983081,0.46540541,1.82840800,1.85846723,0.06469777,3.31696011
-5.43571786,16.36511290,3.52554472,9.57874202,0.06965273,0.44722535,1.80264849,1.86385579,0.06397398,3.29550314
-5.42971486,16.33685184,3.47882293,9.59836123,0.06969394,0.42897947,1.78078364,1.87427908,0.06324843,3.28059056
-5.42371186,16.34927837,3.43551834,9.64483850,0.06997487,0.41095916,1.76374547,1.89017826,0.06252661,3.27327195
-5.41770885,16.40604684,3.39687708,9.72002047,0.07050719,0.39343412,1.75234541,1.91181813,0.06181151,3.27435130
-5.41170585,16.50944653,3.36395716,9.82491051,0.07129334,0.37664689,1.74725642,1.93927899,0.06110383,3.28436634
-5.40570285,16.66035652,3.33760779,9.95964677,0.07232652,0.36080854,1.74899913,1.97245560,0.06040225,3.30357775
-5.39969985,16.85824971,3.31845594,10.12350999,0.07359090,0.34609560,1.75793212,2.01106287,0.05970382,3.33196803
-5.39369685,17.10124235,3.30689985,10.31495896,0.07506222,0.33264805,1.77424600,2.05464788,0.05900434,3.36924924
-5.38769385,17.38618396,3.30310891,10.53169018,0.07670859,0.32056859,1.79796135,2.10260740,0.05829884,3.41487901
-5.38169085,17.70878144,3.30702941,10.77071786,0.07849157,0.30992284,1.82893015,2.15421015,0.05758198,3.46808332
-5.37568784,18.06374994,3.31839534,11.02846961,0.08036749,0.30074039,1.86684045,2.20862264,0.05684847,3.52788504
-5.36968484,18.44498321,3.33674356,11.30089325,0.08228880,0.29301677,1.91122410,2.26493728,0.05609344,3.59313664
-5.36368184,18.84573577,3.36143260,11.58356984,0.08420561,0.28671597,1.96146723,2.32220187,0.05531275,3.66255587
-5.35767884,19.25881003,3.39166442,11.87182890,0.08606724,0.28177352,2.01682324,2.37944891,0.05450320,3.73476282
-5.35167584,19.67674168,3.42650853,12.16086172,0.08782373,0.27809999,2.07642810,2.43572379,0.05366271,3.80831731
-5.34567284,20.09197809,3.46492768,12.44582957,0.08942729,0.27558472,2.13931758,2.49011087,0.05279041,3.88175528
-5.33966983,20.49704481,3.50580466,12.72196428,0.09083369,0.27409984,2.20444625,2.54175630,0.05188661,3.95362329
-5.33366683,20.88469692,3.54796957,12.98465930,0.09200338,0.27350428,2.27070778,2.58988718,0.05095279,4.02251014
-5.32766383,21.24805242,3.59022690,13.22954999,0.09290258,0.27364781,2.33695633,2.63382626,0.04999142,4.08707508
-5.32166083,21.58070630,3.63138190,13.45258267,0.09350396,0.27437502,2.40202837,2.67300205,0.04900587,4.14607186
-5.31565783,21.87682447,3.67026555,13.65007224,0.09378728,0.27552907,2.46476472,2.70695416,0.04800014,4.19836852
-5.30965483,22.13121763,3.70575771,13.81874882,0.09373961,0.27695522,2.52403214,2.73533401,0.04697867,4.24296248
-5.30365183,22.33939579,3.73680768,13.95579392,0.09335538,0.27850405,2.57874401,2.75790123,0.04594607,4.27899114
-5.29764882,22.49760455,3.76245203,14.05886701,0.09263622,0.28003427,2.62787970,2.77451629,0.04490692,4.30573795
-5.29164582,22.60284478,3.78182907,14.12612324,0.09159048,0.28141515,2.67050205,2.78512996,0.04386551,4.32263438
-5.28564282,22.65287744,3.79418994,14.15622325,0.09023260,0.28252840,2.70577271,2.78977051,0.04282563,4.32925810
-5.27963982,22.64621557,3.79890615,14.14833577,0.08858236,0.28326970,2.73296495,2.78852937,0.04179041,4.32532798
-5.27363682,22.58210539,3.79547371,14.10213359,0.08666390,0.28354961,2.75147380,2.78154629,0.04076214,4.31069658
-5.26763382,22.46049851,3.78351414,14.01778357,0.08450473,0.28329412,2.76082341,2.76899483,0.03974221,4.28534066
-5.26163082,22.28201723,3.76277263,13.89593096,0.08213467,0.28244468,2.76067163,2.75106905,0.03873105,4.24935059
-5.25562781,22.04791443,3.73311399,13.73767833,0.07958484,0.28095796,2.75081187,2.72797202,0.03772811,4.20291921
-5.24962481,21.76002975,3.69451685,13.54455945,0.07688661,0.27880516,2.73117256,2.69990692,0.03673195,4.14633086
-5.24362181,21.42074303,3.64706672,13.31850814,0.07407075,0.27597120,2.70181423,2.66707096,0.03574030,4.07995103
-5.23761881,21.03292608,3.59094852,13.06182241,0.07116660,0.27245364,2.66292470,2.62965238,0.03475022,4.00421713
-5.23161581,20.59989324,3.52643893,12.77712399,0.06820146,0.26826153,2.61481250,2.58783049,0.03375831,3.91963050
-5.22561281,20.12535095,3.45389909,12.46731365,0.06520009,0.26341423,2.55789881,2.54177860,0.03276093,3.82674993
-5.21960980,19.61334636,3.37376770,12.13552244,0.06218444,0.25794024,2.49270824,2.49166933,0.03175440,3.72618642
-5.21360680,19.06821461,3.28655465,11.78505954,0.05917345,0.25187602,2.41985855,2.43768171,0.03073530,3.61859913
-5.20760380,18.49452436,3.19283514,11.41935704,0.05618312,0.24526494,2.34004950,2.38000949,0.02970068,3.50469207
-5.20160080,17.89702109,3.09324393,11.04191241,0.05322665,0.23815630,2.25405101,2.31886976,0.02864837,3.38521115
-5.19559780,17.28056770,2.98846959,10.65622953,0.05031465,0.23060436,2.16269058,2.25451123,0.02757709,3.26094102
-5.18959480,16.65008210,2.87924819,10.26575899,0.04745557,0.22266749,2.06684026,2.18722127,0.02648675,3.13270139
-5.18359180,16.01047195,2.76635623,9.87383897,0.04465605,0.21440728,1.96740301,2.11733120,0.02537850,3.00134222
-5.17758879,15.36656671,2.65060236,9.48363765,0.04192134,0.20588773,1.86529882,2.04521935,0.02425485,2.86773756
-5.17158579,14.72304821,2.53281778,9.09809876,0.03925579,0.19717429,1.76145047,1.97131144,0.02311974,2.73277782
-5.16558279,14.08438083,2.41384526,8.71989129,0.03666315,0.18833303,1.65676936,1.89607828,0.02197848,2.59736041
-5.15957979,13.45474330,2.29452675,8.35136526,0.03414698,0.17942960,1.55214147,1.82003086,0.02083775,2.46237897
-5.15357679,12.83796429,2.17568998,7.99451466,0.03171089,0.17052823,1.44841381,1.74371309,0.01970543,2.32871133
-5.14757379,12.23746440,2.05813441,7.65094924,0.02935878,0.16169073,1.34638165,1.66769263,0.01859050,2.19720680
-5.14157079,11.65620709,1.94261706,7.32187623,0.02709493,0.15297542,1.24677694,1.59255048,0.01750286,2.06867324
-5.13556778,11.09666122,1.82983892,7.00809318,0.02492407,0.14443617,1.15025815,1.51886985,0.01645314,1.94386463
-5.12956478,10.56077736,1.72043258,6.70999252,0.02285135,0.13612153,1.05740193,1.44722509,0.01545246,1.82346961
-5.12356178,10.04997976,1.61495173,6.42757818,0.02088227,0.12807389,0.96869680,1.37817123,0.01451227,1.70810179
-5.11755878,9.56517477,1.51386317,6.16049405,0.01902257,0.12032899,0.88453921,1.31223480,0.01364409,1.59829215
-5.11155578,9.10677617,1.41754172,5.90806366,0.01727807,0.11291550,0.80523190,1.24990617,0.01285935,1.49448406
-5.10555278,8.67474637,1.32626836,5.66933965,0.01565448,0.10585489,0.73098470,1.19163372,0.01216915,1.39703096
-5.09954977,8.26865195,1.24023174,5.44316132,0.01415726,0.09916157,0.66191769,1.13781992,0.01158410,1.30619691
-5.09354677,7.88773065,1.15953288,5.22821801,0.01279142,0.09284325,0.59806656,1.08881910,0.01111414,1.22215962
-5.08754377,7.53096650,1.08419272,5.02311558,0.01156140,0.08690153,0.53938974,1.04493668,0.01076838,1.14501586
-5.08154077,7.19716909,1.01416223,4.82644307,0.01047088,0.08133272,0.48577721,1.00642929,0.01055490,1.07478853
-5.07553777,6.88505242,0.94933423,4.63683678,0.00952270,0.07612876,0.43706040,0.97350543,0.01048060,1.01143499
-5.06953477,6.59330916,0.88955634,4.45303850,0.00871874,0.07127829,0.39302277,0.94632596,0.01055103,0.95485582
-5.06353177,6.32067620,0.83464426,4.27394568,0.00805986,0.06676775,0.35341070,0.92500393,0.01077020,0.90490361
-5.05752876,6.06598780,0.78439468,4.09865103,0.00754582,0.06258246,0.31794423,0.90960343,0.01114037,0.86139086
-5.05152576,5.82821391,0.73859714,3.92647011,0.00717522,0.05870767,0.28632727,0.90013691,0.01166192,0.82409676
-5.04552276,5.60648182,0.69704417,3.75695586,0.00694548,0.05512942,0.25825689,0.89656118,0.01233307,0.79277242
-5.03951976,5.40008068,0.65953947,3.58990000,0.00685277,0.05183535,0.23343159,0.89877188,0.01314978,0.76714434
-5.03351676,5.20844976,0.62590375,3.42532165,0.00689198,0.04881524,0.21155818,0.90659690,0.01410552,0.74691607
-5.02751376,5.03115196,0.59597818,3.26344472,0.00705671,0.04606146,0.19235737,0.91978924,0.01519119,0.73176839
-5.02151076,4.86783576,0.56962549,3.10466557,0.00733923,0.04356907,0.17556789,0.93801993,0.01639501,0.72135820
-5.01550775,4.71818896,0.54672897,2.94951374,0.00773047,0.04133593,0.16094927,0.96087179,0.01770250,0.71531664
-5.00950475,4.58188853,0.52718973,2.79860809,0.00822002,0.03936244,0.14828336,0.98783496,0.01909652,0.71324701
-5.00350175,4.45855081,0.51092254,2.65261138,0.00879619,0.03765130,0.13737480,1.01830499,0.02055744,0.71472306
-4.99749875,4.34768636,0.49785075,2.51218613,0.00944608,0.03620698,0.12805047,1.05158428,0.02206336,0.71928817
-4.99149575,4.24866325,0.48790078,2.37795427,0.01015565,0.03503525,0.12015830,1.08688737,0.02359040,0.72645601
-4.98549275,4.16068202,0.48099648,2.25046287,0.01090993,0.03414254,0.11356546,1.12335072,0.02511320,0.73571305
-4.97948974,4.08276443,0.47705387,2.13015763,0.01169322,0.03353526,0.10815622,1.16004682,0.02660538,0.74652312
-4.97348674,4.01375739,0.47597644,2.01736539,0.01248931,0.03321915,0.10382958,1.19600273,0.02804017,0.75833418
-4.96748374,3.95235196,0.47765120,1.91228606,0.01328185,0.03319859,0.10049683,1.23022244,0.02939105,0.77058706
-4.96148074,3.89711671,0.48194568,1.81499396,0.01405466,0.03347593,0.09807910,1.26171244,0.03063246,0.78272613
-4.95547774,3.84654316,0.48870583,1.72544774,0.01479213,0.03405088,0.09650511,1.28950945,0.03174047,0.79421117
-4.94947474,3.79910079,0.49775478,1.64350790,0.01547965,0.03491988,0.09570895,1.31270910,0.03269351,0.80453010
-4.94347174,3.75329792,0.50889244,1.56896008,0.01610396,0.03607562,0.09562820,1.33049437,0.03347299,0.81321192
-4.93746873,3.70774488,0.52189583,1.50154230,0.01665363,0.03750653,0.09620220,1.34216240,0.03406384,0.81983894
-4.93146573,3.66121536,0.53651997,1.44097417,0.01711935,0.03919648,0.09737056,1.34714821,0.03445498,0.82405800
-4.92546273,3.61270240,0.55249925,1.38698602,0.01749429,0.04112447,0.09907196,1.34504442,0.03463967,0.82558968
-4.91945973,3.56146549,0.56954939,1.33934590,0.01777431,0.04326457,0.10124322,1.33561564,0.03461568,0.82423529
-4.91345673,3.50706621,0.58736968,1.29788291,0.01795816,0.04558587,0.10381860,1.31880709,0.03438536,0.81988106
-4.90745373,3.44939023,0.60564572,1.26250542,0.01804750,0.04805277,0.10672941,1.29474673,0.03395550,0.81249942
-4.90145073,3.38865475,0.62405265,1.23321313,0.01804689,0.05062531,0.10990391,1.26374103,0.03333710,0.80214726
-4.89544772,3.32540097,0.64225891,1.21010241,0.01796365,0.05325977,0.11326755,1.22626445,0.03254498,0.78896127
-4.88944472,3.26047228,0.65993050,1.19336482,0.01780758,0.05590947,0.11674343,1.18294322,0.03159729,0.77315075
-4.88344172,3.19497946,0.67673601,1.18327885,0.01759064,0.05852576,0.12025316,1.13453421,0.03051494,0.75498814
-4.87743872,3.13025506,0.69235210,1.18019572,0.01732653,0.06105920,0.12371794,1.08189997,0.02932090,0.73479786
-4.87143572,3.06779935,0.70646968,1.18451986,0.01703017,0.06346086,0.12705989,1.02598119,0.02803960,0.71294409
-4.86543272,3.00922074,0.71880043,1.19668551,0.01671715,0.06568379,0.13020363,0.96776767,0.02669618,0.68981797
-4.85942971,2.95617359,0.72908368,1.21713047,0.01640319,0.06768453,0.13307795,0.90826934,0.02531589,0.66582491
-4.85342671,2.91029647,0.73709323,1.24626863,0.01610356,0.06942458,0.13561761,0.84848835,0.02392342,0.64137249
-4.84742371,2.87315339,0.74264395,1.28446249,0.01583249,0.07087190,0.13776504,0.78939346,0.02254245,0.61685943
-4.84142071,2.84618064,0.74559778,1.33199729,0.01560268,0.07200218,0.13947202,0.73189752,0.02119512,0.59266600
-4.83541771,2.83064095,0.74586873,1.38905775,0.01542486,0.07279999,0.14070111,0.67683881,0.01990172,0.56914613
-4.82941471,2.82758675,0.74342667,1.45570869,0.01530738,0.07325966,0.14142684,0.62496660,0.01868039,0.54662130
-4.82341171,2.83783309,0.73829949,1.53188036,0.01525592,0.07338574,0.14163653,0.57693111,0.01754701,0.52537629
-4.81740870,2.86194104,0.73057348,1.61735916,0.01527335,0.07319328,0.14133070,0.53327782,0.01651509,0.50565670
-4.81140570,2.90021118,0.72039179,1.71178415,0.01535959,0.07270759,0.14052307,0.49444588,0.01559578,0.48766794
-4.80540270,2.95268675,0.70795085,1.81464950,0.01551169,0.07196361,0.13924008,0.46077001,0.01479793,0.47157573
-4.79939970,3.01916568,0.69349489,1.92531276,0.01572391,0.07100500,0.13752001,0.43248548,0.01412821,0.45750753
-4.79339670,3.09921996,0.67730870,2.04300858,0.01598796,0.06988278,0.13541170,0.40973525,0.01359126,0.44555481
-4.78739370,3.19222133,0.65970891,2.16686734,0.01629334,0.06865365,0.13297287,0.39257878,0.01318983,0.43577577
-4.78139070,3.29737134,0.64103410,2.29593779,0.01662767,0.06737813,0.13026826,0.38100164,0.01292497,0.42819835
-4.77538769,3.41373443,0.62163420,2.42921286,0.01697719,0.06611848,0.12736752,0.37492529,0.01279613,0.42282313
-4.76938469,3.54027229,0.60185968,2.56565738,0.01732722,0.06493647,0.12434306,0.37421651,0.01280129,0.41962608
-4.76338169,3.67587805,0.58205084,2.70423676,0.01766265,0.06389124,0.12126789,0.37869600,0.01293708,0.41856106
-4.75737869,3.81940897,0.56252781,2.84394520,0.01796849,0.06303710,0.11821354,0.38814595,0.01319878,0.41956182
-4.75137569,3.96971641,0.54358155,2.98383243,0.01823035,0.06242162,0.11524818,0.40231617,0.01358040,0.42254366
-4.74537269,4.12567222,0.52546627,3.12302785,0.01843491,0.06208380,0.11243495,0.42092913,0.01407463,0.42740476
-4.73936968,4.28619096,0.50839341,3.26076109,0.01857037,0.06205270,0.10983064,0.44368361,0.01467282,0.43402715
-4.73336668,4.45024747,0.49252752,3.39637828,0.01862677,0.06234626,0.10748463,0.47025753,0.01536499,0.44227755
-4.72736368,4.61688975,0.47798395,3.52935350,0.01859633,0.06297067,0.10543826,0.50030995,0.01613974,0.45200815
-4.72136068,4.78524739,0.46482846,3.65929508,0.01847364,0.06392003,0.10372449,0.53348278,0.01698427,0.46305748
-4.71535768,4.95453590,0.45307857,3.78594678,0.01825581,0.06517655,0.10236799,0.56940242,0.01788441,0.47525151
-4.70935468,5.12405759,0.44270657,3.90918403,0.01794250,0.06671108,0.10138545,0.60768176,0.01882465,0.48840506
-4.70335168,5.29319981,0.43364391,4.02900584,0.01753588,0.06848418,0.10078634,0.64792269,0.01978825,0.50232371
-4.69734867,5.46143136,0.42578673,4.14552292,0.01704054,0.07044741,0.10057379,0.68971950,0.02075747,0.51680617
-4.69134567,5.62829810,0.41900228,4.25894296,0.01646328,0.07254508,0.10074585,0.73266323,0.02171376,0.53164724
-4.68534267,5.79341848,0.41313591,4.36955410,0.01581286,0.07471618,0.10129682,0.77634695,0.02263808,0.54664124
-4.67933967,5.95647995,0.40801836,4.47770746,0.01509972,0.07689653,0.10221876,0.82037212,0.02351129,0.56158600
-4.67333667,6.11723675,0.40347305,4.58379989,0.01433564,0.07902104,0.10350313,0.86435561,0.02431454,0.57628723
-4.66733367,6.27550960,0.39932325,4.68825776,0.01353340,0.08102599,0.10514241,0.90793736,0.02502978,0.59056313
-4.66133067,6.43118750,0.39539871,4.79152265,0.01270643,0.08285129,0.10713176,0.95078836,0.02564020,0.60424917
-4.65532766,6.58423158,0.39154177,4.89403949,0.01186845,0.08444255,0.10947053,0.99261848,0.02613075,0.61720278
-4.64932466,6.73468074,0.38761270,4.99624755,0.01103318,0.08575293,0.11216374,1.03318391,0.02648859,0.62930782
-4.64332166,6.88265863,0.38349417,5.09857451,0.01021405,0.08674478,0.11522327,1.07229384,0.02670353,0.64047859
