energy_ev,total_up,Ag_p_up,Ag_d_up,B_p_up,B_d_up,Se_s_up,Se_p_up
-6.00000000,6.48342764,0.72252068,5.34691816,0.46571719,0.00000000,0.04002369,0.45674604
-5.99399700,6.47885332,0.71912227,5.34700724,0.46778191,0.00000000,0.03973772,0.45731054
-5.98799400,6.47707038,0.71812669,5.34794944,0.47001633,0.00000000,0.03948394,0.45832275
-5.98199100,6.47805508,0.71972314,5.34955052,0.47237530,0.00000000,0.03927887,0.45989589
-5.97598799,6.48166456,0.72406342,5.35152986,0.47480436,0.00000000,0.03913781,0.46213522
-5.96998499,6.48764008,0.73125532,5.35352994,0.47724024,0.00000000,0.03907423,0.46513425
-5.96398199,6.49561289,0.74135649,5.35512779,0.47961176,0.00000000,0.03909915,0.46897109
-5.95797899,6.50511264,0.75436947,5.35584821,0.48184089,0.00000000,0.03922058,0.47370498
-5.95197599,6.51557854,0.77023794,5.35517861,0.48384422,0.00000000,0.03944314,0.47937333
-5.94597299,6.52637295,0.78884447,5.35258485,0.48553456,0.00000000,0.03976768,0.48598933
-5.93996998,6.53679737,0.81000995,5.34752795,0.48682286,0.00000000,0.04019111,0.49354021
-5.93396698,6.54611058,0.83349488,5.33948108,0.48762017,0.00000000,0.04070640,0.50198646
-5.92796398,6.55354832,0.85900252,5.32794631,0.48783978,0.00000000,0.04130265,0.51126190
-5.92196098,6.55834432,0.88618395,5.31247074,0.48739940,0.00000000,0.04196535,0.52127478
-5.91595798,6.55975190,0.91464487,5.29266147,0.48622329,0.00000000,0.04267681,0.53190982
-5.90995498,6.55706560,0.94395416,5.26819890,0.48424431,0.00000000,0.04341663,0.54303121
-5.90395198,6.54964223,0.97365381,5.23884800,0.48140587,0.00000000,0.04416235,0.55448649
-5.89794897,6.53692051,1.00326999,5.20446718,0.47766368,0.00000000,0.04489015,0.56611100
-5.89194597,6.51843877,1.03232491,5.16501443,0.47298723,0.00000000,0.04557559,0.57773298
-5.88594297,6.49384990,1.06034908,5.12055052,0.46736095,0.00000000,0.04619437,0.58917886
-5.87993997,6.46293303,1.08689350,5.07123919,0.46078514,0.00000000,0.04672314,0.60027863
-5.87393697,6.42560140,1.11154133,5.01734418,0.45327638,0.00000000,0.04714021,0.61087102
-5.86793397,6.38190594,1.13391856,4.95922325,0.44486761,0.00000000,0.04742622,0.62080824
-5.86193097,6.33203436,1.15370332,4.89731938,0.43560775,0.00000000,0.04756472,0.62995998
-5.85592796,6.27630565,1.17063333,4.83214919,0.42556086,0.00000000,0.04754267,0.63821670
-5.84992496,6.21515988,1.18451121,4.76428919,0.41480488,0.00000000,0.04735075,0.64549176
-5.84392196,6.14914376,1.19520751,4.69436007,0.40342984,0.00000000,0.04698364,0.65172258
-5.83791896,6.07889235,1.20266110,4.62300960,0.39153576,0.00000000,0.04644005,0.65687065
-5.83191596,6.00510741,1.20687716,4.55089466,0.37923017,0.00000000,0.04572268,0.66092051
-5.82591296,5.92853341,1.20792272,4.47866298,0.36662524,0.00000000,0.04483803,0.66387771
-5.81990995,5.84993200,1.20592002,4.40693531,0.35383488,0.00000000,0.04379613,0.66576606
-5.81390695,5.77005609,1.20103804,4.33628839,0.34097155,0.00000000,0.04261008,0.66662419
-5.80790395,5.68962455,1.19348271,4.26723965,0.32814324,0.00000000,0.04129561,0.66650184
-5.80190095,5.60929864,1.18348613,4.20023387,0.31545048,0.00000000,0.03987052,0.66545597
-5.79589795,5.52966136,1.17129563,4.13563252,0.30298370,0.00000000,0.03835410,0.66354704
-5.78989495,5.45120044,1.15716297,4.07370609,0.29082086,0.00000000,0.03676652,0.66083565
-5.78389195,5.37429581,1.14133436,4.01462962,0.27902569,0.00000000,0.03512831,0.65737966
-5.77788894,5.29921211,1.12404185,3.95848175,0.26764644,0.00000000,0.03345976,0.65323212
-5.77188594,5.22609646,1.10549624,3.90524712,0.25671525,0.00000000,0.03178047,0.64843980
-5.76588294,5.15498150,1.08588205,3.85482218,0.24624824,0.00000000,0.03010887,0.64304265
-5.75987994,5.08579347,1.06535456,3.80702393,0.23624620,0.00000000,0.02846195,0.63707387
-5.75387694,5.01836474,1.04403893,3.76160138,0.22669598,0.00000000,0.02685490,0.63056075
-5.74787394,4.95245008,1.02203131,3.71824911,0.21757235,0.00000000,0.02530099,0.62352590
-5.74187094,4.88774571,0.99940175,3.67662240,0.20884035,0.00000000,0.02381143,0.61598891
-5.73586793,4.82391012,0.97619843,3.63635311,0.20045799,0.00000000,0.02239533,0.60796808
-5.72986493,4.76058541,0.95245296,3.59706593,0.19237907,0.00000000,0.02105973,0.59948219
-5.72386193,4.69741827,0.92818626,3.55839392,0.18455608,0.00000000,0.01980972,0.59055203
-5.71785893,4.63407941,0.90341444,3.51999313,0.17694297,0.00000000,0.01864850,0.58120162
-5.71185593,4.57028053,0.87815452,3.48155536,0.16949765,0.00000000,0.01757761,0.57145900
-5.70585293,4.50578834,0.85242937,3.44281887,0.16218416,0.00000000,0.01659706,0.56135655
-5.69984992,4.44043489,0.82627172,3.40357660,0.15497434,0.00000000,0.01570554,0.55093087
-5.69384692,4.37412413,0.79972710,3.36368163,0.14784894,0.00000000,0.01490063,0.54022221
-5.68784392,4.30683467,0.77285542,3.32304998,0.14079829,0.00000000,0.01417893,0.52927363
-5.68184092,4.23861888,0.74573145,3.28166068,0.13382225,0.00000000,0.01353631,0.51812989
-5.67583792,4.16959874,0.71844409,3.23955334,0.12692978,0.00000000,0.01296802,0.50683634
-5.66983492,4.09995906,0.69109470,3.19682363,0.12013796,0.00000000,0.01246887,0.49543778
-5.66383192,4.02993866,0.66379477,3.15361686,0.11347070,0.00000000,0.01203333,0.48397758
-5.65782891,3.95982015,0.63666295,3.11012027,0.10695713,0.00000000,0.01165569,0.47249700
-5.65182591,3.88991910,0.60982204,3.06655447,0.10062984,0.00000000,0.01133012,0.46103494
-5.64582291,3.82057314,0.58339586,3.02316436,0.09452307,0.00000000,0.01105083,0.44962795
-5.63981991,3.75213159,0.55750644,2.98021020,0.08867097,0.00000000,0.01081205,0.43831066
-5.63381691,3.68494603,0.53227153,2.93795891,0.08310595,0.00000000,0.01060823,0.42711644
-5.62781391,3.61936210,0.50780269,2.89667622,0.07785728,0.00000000,0.01043401,0.41607837
-5.62181091,3.55571268,0.48420392,2.85661966,0.07295000,0.00000000,0.01028434,0.40523016
-5.61580790,3.49431246,0.46157078,2.81803263,0.06840404,0.00000000,0.01015452,0.39460717
-5.60980490,3.43545388,0.43999012,2.78113962,0.06423375,0.00000000,0.01004029,0.38424719
-5.60380190,3.37940418,0.41954015,2.74614250,0.06044772,0.00000000,0.00993785,0.37419104
-5.59779890,3.32640331,0.40029082,2.71321791,0.05704887,0.00000000,0.00984394,0.36448271
-5.59179590,3.27666261,0.38230446,2.68251548,0.05403478,0.00000000,0.00975585,0.35516919
-5.58579290,3.23036379,0.36563629,2.65415694,0.05139829,0.00000000,0.00967154,0.34629980
-5.57978989,3.18765822,0.35033506,2.62823572,0.04912812,0.00000000,0.00958958,0.33792508
-5.57378689,3.14866616,0.33644335,2.60481724,0.04720968,0.00000000,0.00950927,0.33009536
-5.56778389,3.11347617,0.32399775,2.58393945,0.04562588,0.00000000,0.00943062,0.32285895
-5.56178089,3.08214439,0.31302864,2.56561389,0.04435783,0.00000000,0.00935437,0.31626022
-5.55577789,3.05469407,0.30355981,2.54982700,0.04338555,0.00000000,0.00928204,0.31033762
-5.54977489,3.03111546,0.29560768,2.53654194,0.04268857,0.00000000,0.00921591,0.30512176
-5.54377189,3.01136615,0.28918039,2.52570084,0.04224632,0.00000000,0.00915903,0.30063375
-5.53776888,2.99537245,0.28427667,2.51722771,0.04203842,0.00000000,0.00911524,0.29688394
-5.53176588,2.98303170,0.28088471,2.51103200,0.04204486,0.00000000,0.00908913,0.29387106
-5.52576288,2.97421608,0.27898102,2.50701302,0.04224595,0.00000000,0.00908608,0.29158204
-5.51975988,2.96877784,0.27852944,2.50506524,0.04262220,0.00000000,0.00911226,0.28999234
-5.51375688,2.96655619,0.27948037,2.50508444,0.04315415,0.00000000,0.00917455,0.28906701
-5.50775388,2.96738559,0.28177031,2.50697461,0.04382206,0.00000000,0.00928063,0.28876224
-5.50175088,2.97110550,0.28532181,2.51065560,0.04460563,0.00000000,0.00943887,0.28902755
