energy_ev,total_up,Re_p_up,Re_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-6.00000000,1.36499127,0.32133708,0.66664395,0.19076129,0.00020477,0.72741145,0.00000000
-5.99399700,1.39814684,0.33543986,0.67813646,0.19665533,0.00020869,0.74684512,0.00000000
-5.98799400,1.42674027,0.34860598,0.68731324,0.20167268,0.00021262,0.76355756,0.00000000
-5.98199100,1.45062406,0.36078125,0.69419452,0.20578940,0.00021657,0.77743498,0.00000000
-5.97598799,1.46983077,0.37195818,0.69888770,0.20900970,0.00022057,0.78845745,0.00000000
-5.96998499,1.48457797,0.38217934,0.70158635,0.21136751,0.00022465,0.79670233,0.00000000
-5.96398199,1.49526582,0.39153866,0.70256581,0.21292693,0.00022892,0.80234379,0.00000000
-5.95797899,1.50246722,0.40018065,0.70217549,0.21378173,0.00023346,0.80564858,0.00000000
-5.95197599,1.50691063,0.40829733,0.70082801,0.21405367,0.00023841,0.80696795,0.00000000
-5.94597299,1.50945621,0.41612292,0.69898561,0.21388969,0.00024390,0.80672605,0.00000000
-5.93996998,1.51106603,0.42392640,0.69714437,0.21345803,0.00025009,0.80540531,0.00000000
-5.93396698,1.51276961,0.43200221,0.69581679,0.21294340,0.00025713,0.80352924,0.00000000
-5.92796398,1.51562599,0.44065939,0.69551341,0.21254132,0.00026518,0.80164356,0.00000000
-5.92196098,1.52068421,0.45020965,0.69672432,0.21245183,0.00027437,0.80029629,0.00000000
-5.91595798,1.52894346,0.46095473,0.69990116,0.21287276,0.00028483,0.80001787,0.00000000
-5.90995498,1.54131503,0.47317376,0.70544049,0.21399281,0.00029666,0.80130197,0.00000000
-5.90395198,1.55858728,0.48711112,0.71366910,0.21598473,0.00030995,0.80458804,0.00000000
-5.89794897,1.58139542,0.50296518,0.72483201,0.21899883,0.00032474,0.81024612,0.00000000
-5.89194597,1.61019714,0.52087873,0.73908344,0.22315703,0.00034103,0.81856473,0.00000000
-5.88594297,1.64525519,0.54093129,0.75648131,0.22854775,0.00035880,0.82974217,0.00000000
-5.87993997,1.68662744,0.56313364,0.77698520,0.23522188,0.00037798,0.84388148,0.00000000
-5.87393697,1.73416463,0.58742503,0.80045806,0.24318987,0.00039848,0.86098923,0.00000000
