energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,5.18559902,0.04799381,0.61999301,2.06499679,1.72951766,2.33896732,0.00000000,1.12647123,0.36838373
-5.99399700,5.30526343,0.05012828,0.62486488,2.10543358,1.75564165,2.40097296,0.00000000,1.16158895,0.37706809
-5.98799400,5.41627734,0.05223671,0.62914148,2.14317431,1.77919288,2.45829761,0.00000000,1.19407888,0.38519002
-5.98199100,5.51677404,0.05428458,0.63273816,2.17770085,1.79975226,2.50998239,0.00000000,1.22345703,0.39256444
-5.97598799,5.60500697,0.05623739,0.63557701,2.20850703,1.81694091,2.55513007,0.00000000,1.24927490,0.39901520
-5.96998499,5.67940342,0.05806146,0.63759111,2.23511896,1.83043471,2.59293083,0.00000000,1.27113135,0.40438005
-5.96398199,5.73861563,0.05972493,0.63872882,2.25711610,1.83997794,2.62268646,0.00000000,1.28868369,0.40851551
-5.95797899,5.78156711,0.06119862,0.63895788,2.27415172,1.84539542,2.64383199,0.00000000,1.30165741,0.41130114
-5.95197599,5.80749200,0.06245690,0.63826913,2.28597188,1.84660234,2.65595404,0.00000000,1.30985406,0.41264335
-5.94597299,5.81596566,0.06347853,0.63667948,2.29243187,1.84361146,2.65880485,0.00000000,1.31315706,0.41247829
-5.93996998,5.80692482,0.06424728,0.63423410,2.29350897,1.83653688,2.65231142,0.00000000,1.31153511,0.41077408
-5.93396698,5.78067621,0.06475255,0.63100742,2.28931094,1.82559431,2.63657942,0.00000000,1.30504303,0.40753192
-5.92796398,5.73789291,0.06498972,0.62710308,2.28007956,1.81109750,2.61189140,0.00000000,1.29381995,0.40278629
-5.92196098,5.67959850,0.06496039,0.62265250,2.26618886,1.79345085,2.57869968,0.00000000,1.27808504,0.39660416
-5.91595798,5.60713921,0.06467240,0.61781225,2.24813802,1.77313846,2.53761381,0.00000000,1.25813080,0.38908324
-5.90995498,5.52214541,0.06413967,0.61276021,2.22653919,1.75070991,2.48938346,0.00000000,1.23431437,0.38034925
-5.90395198,5.42648375,0.06338183,0.60769064,2.20210056,1.72676328,2.43487731,0.00000000,1.20704715,0.37055252
-5.89794897,5.32220205,0.06242363,0.60280837,2.17560554,1.70192626,2.37505883,0.00000000,1.17678325,0.35986385
-5.89194597,5.21146927,0.06129430,0.59832236,2.14788894,1.67683598,2.31096009,0.00000000,1.14400729,0.34846993
-5.88594297,5.09651300,0.06002663,0.59443881,2.11981110,1.65211848,2.24365459,0.00000000,1.10922198,0.33656836
-5.87993997,4.97955710,0.05865606,0.59135433,2.09223125,1.62836880,2.17423018,0.00000000,1.07293608,0.32436262
-5.87393697,4.86276189,0.05721957,0.58924918,2.06598116,1.60613242,2.10376321,0.00000000,1.03565313,0.31205699
-5.86793397,4.74816925,0.05575467,0.58828114,2.04184014,1.58588892,2.03329455,0.00000000,0.99786137,0.29985168
-5.86193097,4.63765445,0.05429831,0.58858014,2.02051254,1.56803860,1.96380852,0.00000000,0.96002500,0.28793833
-5.85592796,4.53288619,0.05288582,0.59024385,2.00260844,1.55289237,1.89621486,0.00000000,0.92257713,0.27649588
-5.84992496,4.43529595,0.05154999,0.59333457,1.98862819,1.54066556,1.83133446,0.00000000,0.88591432,0.26568708
-5.84392196,4.34605696,0.05032023,0.59787725,1.97895135,1.53147545,1.76988860,0.00000000,0.85039285,0.25565549
-5.83791896,4.26607291,0.04922180,0.60385900,1.97383013,1.52534276,1.71249177,0.00000000,0.81632636,0.24652326
-5.83191596,4.19597581,0.04827535,0.61122986,1.97338724,1.52219671,1.65964785,0.00000000,0.78398492,0.23838939
-5.82591296,4.13613227,0.04749645,0.61990476,1.97761817,1.52188320,1.61174907,0.00000000,0.75359511,0.23132876
-5.81990995,4.08665677,0.04689542,0.62976664,1.98639723,1.52417579,1.56907758,0.00000000,0.72534096,0.22539166
-5.81390695,4.04743091,0.04647729,0.64067047,1.99948699,1.52878847,1.53180883,0.00000000,0.69936541,0.22060392
-5.80790395,4.01812687,0.04624192,0.65244793,2.01655043,1.53538988,1.50001652,0.00000000,0.67577209,0.21696750
-5.80190095,3.99823378,0.04618429,0.66491259,2.03716510,1.54361798,1.47367856,0.00000000,0.65462731,0.21446154
-5.79589795,3.98708569,0.04629491,0.67786528,2.06083849,1.55309466,1.45268379,0.00000000,0.63596196,0.21304380
-5.78989495,3.98388977,0.04656036,0.69109942,2.08702410,1.56343952,1.43683909,0.00000000,0.61977335,0.21265244
-5.78389195,3.98775405,0.04696391,0.70440623,2.11513738,1.57428233,1.42587681,0.00000000,0.60602696,0.21320803
-5.77788894,3.99771364,0.04748615,0.71757935,2.14457107,1.58527376,1.41946239,0.00000000,0.59465809,0.21461593
-5.77188594,4.01275521,0.04810579,0.73041909,2.17470936,1.59609408,1.41720229,0.00000000,0.58557348,0.21676873
-5.76588294,4.03183928,0.04880029,0.74273591,2.20494071,1.60645965,1.41865214,0.00000000,0.57865303,0.21954898
-5.75987994,4.05392041,0.04954663,0.75435323,2.23466881,1.61612723,1.42332524,0.00000000,0.57375172,0.22283198
-5.75387694,4.07796523,0.05032191,0.76510956,2.26332178,1.62489615,1.43070160,0.00000000,0.57070178,0.22648874
-5.74787394,4.10296858,0.05110400,0.77485989,2.29035944,1.63260868,1.44023742,0.00000000,0.56931528,0.23038883
-5.74187094,4.12796804,0.05187202,0.78347656,2.31527886,1.63914880,1.45137512,0.00000000,0.56938719,0.23440342
-5.73586793,4.15205712,0.05260686,0.79084955,2.33761817,1.64443973,1.46355385,0.00000000,0.57069884,0.23840808
-5.72986493,4.17439731,0.05329142,0.79688642,2.35695913,1.64844075,1.47622029,0.00000000,0.57302193,0.24228557
-5.72386193,4.19422921,0.05391097,0.80151198,2.37292846,1.65114354,1.48883968,0.00000000,0.57612295,0.24592830
-5.71785893,4.21088296,0.05445328,0.80466784,2.38519850,1.65256850,1.50090669,0.00000000,0.57976789,0.24924070
-5.71185593,4.22378781,0.05490869,0.80631187,2.39348738,1.65276140,1.51195600,0.00000000,0.58372723,0.25214104
-5.70585293,4.23248086,0.05527012,0.80641786,2.39755897,1.65179049,1.52157203,0.00000000,0.58778095,0.25456309
-5.69984992,4.23661487,0.05553305,0.80497517,2.39722304,1.64974438,1.52939780,0.00000000,0.59172351,0.25645715
-5.69384692,4.23596464,0.05569534,0.80198862,2.39233559,1.64673056,1.53514226,0.00000000,0.59536852,0.25779071
-5.68784392,4.23043183,0.05575714,0.79747859,2.38279972,1.64287469,1.53858608,0.00000000,0.59855303,0.25854862
-5.68184092,4.22004779,0.05572064,0.79148113,2.36856683,1.63832043,1.53958544,0.00000000,0.60114119,0.25873267
-5.67583792,4.20497380,0.05558991,0.78404824,2.34963826,1.63322954,1.53807381,0.00000000,0.60302719,0.25836083
-5.66983492,4.18549858,0.05537065,0.77524804,2.32606708,1.62778203,1.53406136,0.00000000,0.60413727,0.25746589
-5.66383192,4.16203237,0.05506996,0.76516484,2.29795993,1.62217596,1.52763227,0.00000000,0.60443086,0.25609376
-5.65782891,4.13509755,0.05469611,0.75389889,2.26547840,1.61662653,1.51893964,0.00000000,0.60390053,0.25430143
-5.65182591,4.10531540,0.05425828,0.74156576,2.22883977,1.61136415,1.50819837,0.00000000,0.60257091,0.25215460
-5.64582291,4.07338895,0.05376636,0.72829521,2.18831669,1.60663115,1.49567603,0.00000000,0.60049655,0.24972507
-5.63981991,4.04008225,0.05323066,0.71422942,2.14423541,1.60267698,1.48168216,0.00000000,0.59775867,0.24708813
-5.63381691,4.00619605,0.05266167,0.69952070,2.09697236,1.59975175,1.46655611,0.00000000,0.59446096,0.24431976
-5.62781391,3.97254083,0.05206981,0.68432842,2.04694884,1.59809815,1.45065401,0.00000000,0.59072457,0.24149395
-5.62181091,3.93990760,0.05146512,0.66881547,1.99462371,1.59794205,1.43433528,0.00000000,0.58668244,0.23868016
-5.61580790,3.90903784,0.05085701,0.65314420,1.94048425,1.59948200,1.41794906,0.00000000,0.58247320,0.23594093
-5.60980490,3.88059349,0.05025400,0.63747194,1.88503527,1.60287814,1.40182118,0.00000000,0.57823484,0.23332986
-5.60380190,3.85512852,0.04966339,0.62194652,1.82878698,1.60824121,1.38624220,0.00000000,0.57409856,0.23088987
-5.59779890,3.83306341,0.04909106,0.60670173,1.77224192,1.61562230,1.37145683,0.00000000,0.57018291,0.22865192
-5.59179590,3.81466408,0.04854121,0.59185316,1.71588173,1.62500402,1.35765548,0.00000000,0.56658860,0.22663416
-5.58579290,3.80002641,0.04801619,0.57749467,1.66015429,1.63629400,1.34496807,0.00000000,0.56339431,0.22484160
-5.57978989,3.78906773,0.04751639,0.56369552,1.60546197,1.64932109,1.33346051,0.00000000,0.56065358,0.22326630
-5.57378689,3.78152597,0.04704017,0.55049865,1.55215174,1.66383514,1.32313410,0.00000000,0.55839309,0.22188799
-5.56778389,3.77696704,0.04658389,0.53792002,1.50050749,1.67951043,1.31392785,0.00000000,0.55661237,0.22067530
-5.56178089,3.77480056,0.04614202,0.52594930,1.45074535,1.69595310,1.30572362,0.00000000,0.55528510,0.21958734
-5.55577789,3.77430352,0.04570737,0.51455173,1.40301208,1.71271239,1.29835399,0.00000000,0.55436177,0.21857570
-5.54977489,3.77465101,0.04527138,0.50367129,1.35738679,1.72929540,1.29161244,0.00000000,0.55377374,0.21758684
-5.54377189,3.77495284,0.04482448,0.49323496,1.31388583,1.74518476,1.28526530,0.00000000,0.55343847,0.21656456
-5.53776888,3.77429425,0.04435653,0.48315780,1.27247072,1.75985846,1.27906508,0.00000000,0.55326554,0.21545276
-5.53176588,3.77177884,0.04385734,0.47334875,1.23305851,1.77281085,1.27276432,0.00000000,0.55316321,0.21419812
-5.52576288,3.76657157,0.04331713,0.46371674,1.19553403,1.78357374,1.26612946,0.00000000,0.55304514,0.21275269
-5.51975988,3.75793959,0.04272709,0.45417678,1.15976333,1.79173645,1.25895385,0.00000000,0.55283683,0.21107633
-5.51375688,3.74528882,0.04207983,0.44465571,1.12560745,1.79696379,1.25106939,0.00000000,0.55248144,0.20913882
-5.50775388,3.72819440,0.04136983,0.43509740,1.09293576,1.79901094,1.24235624,0.00000000,0.55194459,0.20692157
-5.50175088,3.70642339,0.04059377,0.42546690,1.06163807,1.79773442,1.23274996,0.00000000,0.55121790,0.20441896
-5.49574787,3.67994870,0.03975082,0.41575351,1.03163479,1.79309857,1.22224598,0.00000000,0.55032096,0.20163908
-5.48974487,3.64895354,0.03884279,0.40597256,1.00288476,1.78517722,1.21090105,0.00000000,0.54930176,0.19860405
-5.48374187,3.61382629,0.03787415,0.39616576,0.97539005,1.77415047,1.19883176,0.00000000,0.54823526,0.19534977
-5.47773887,3.57514629,0.03685202,0.38640022,0.94919792,1.76029688,1.18621023,0.00000000,0.54722051,0.19192520
-5.47173587,3.53366142,0.03578594,0.37676608,0.92439953,1.74398153,1.17325725,0.00000000,0.54637618,0.18839119
-5.46573287,3.49025867,0.03468763,0.36737310,0.90112591,1.72564059,1.16023329,0.00000000,0.54583487,0.18481888
-5.45972986,3.44592958,0.03357061,0.35834615,0.87954132,1.70576342,1.14742782,0.00000000,0.54573657,0.18128783
-5.45372686,3.40173205,0.03244986,0.34982011,0.85983446,1.68487309,1.13514762,0.00000000,0.54622141,0.17788383
-5.44772386,3.35875062,0.03134125,0.34193430,0.84220828,1.66350637,1.12370437,0.00000000,0.54742239,0.17469654
-5.44172086,3.31805704,0.03026119,0.33482668,0.82686875,1.64219411,1.11340245,0.00000000,0.54945812,0.17181707
-5.43571786,3.28067264,0.02922607,0.32862830,0.81401345,1.62144301,1.10452707,0.00000000,0.55242627,0.16933541
-5.42971486,3.24753426,0.02825185,0.32345797,0.80382046,1.60171950,1.09733350,0.00000000,0.55639779,0.16733797
-5.42371186,3.21946465,0.02735360,0.31941767,0.79643812,1.58343628,1.09203756,0.00000000,0.56141234,0.16590513
-5.41770885,3.19714836,0.02654517,0.31658854,0.79197620,1.56694196,1.08880776,0.00000000,0.56747507,0.16510893
-5.41170585,3.18111354,0.02583882,0.31502795,0.79049876,1.55251397,1.08775923,0.00000000,0.57455485,0.16501095
-5.40570285,3.17171999,0.02524497,0.31476731,0.79201904,1.54035482,1.08894963,0.00000000,0.58258410,0.16566033
-5.39969985,3.16915329,0.02477195,0.31581107,0.79649643,1.53059148,1.09237690,0.00000000,0.59146013,0.16709209
-5.39369685,3.17342474,0.02442590,0.31813655,0.80383567,1.52327765,1.09797905,0.00000000,0.60104785,0.16932574
-5.38769385,3.18437683,0.02421062,0.32169480,0.81388817,1.51839850,1.10563572,0.00000000,0.61118383,0.17236415
-5.38169085,3.20169345,0.02412751,0.32641221,0.82645530,1.51587753,1.11517151,0.00000000,0.62168147,0.17619294
-5.37568784,3.22491439,0.02417557,0.33219305,0.84129345,1.51558499,1.12636084,0.00000000,0.63233698,0.18078011
-5.36968484,3.25345349,0.02435145,0.33892246,0.85812067,1.51734741,1.13893434,0.00000000,0.64293596,0.18607632
-5.36368184,3.28661973,0.02464948,0.34647016,0.87662461,1.52095798,1.15258635,0.00000000,0.65326042,0.19201552
-5.35767884,3.32364068,0.02506181,0.35469449,0.89647133,1.52618703,1.16698362,0.00000000,0.66309574,0.19851620
-5.35167584,3.36368786,0.02557852,0.36344673,0.91731492,1.53279274,1.18177484,0.00000000,0.67223761,0.20548314
-5.34567284,3.40590317,0.02618786,0.37257567,0.93880746,1.54053131,1.19660075,0.00000000,0.68049843,0.21280970
