energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.93396698,2.29110259,-2.29110260,0.00991758,-0.00991758,0.40235312,-0.40235312,0.01340019,-0.01340019,0.00000000,-0.00000000,1.56833161,-1.56833161,0.68726416,-0.68726417,1.05904611,-1.05904611,0.00000000,-0.00000000
-5.92796398,2.28128745,-2.28128747,0.01015316,-0.01015316,0.38930717,-0.38930717,0.01369823,-0.01369822,0.00000000,-0.00000000,1.59289056,-1.59289056,0.65933095,-0.65933095,1.07552884,-1.07552884,0.00000000,-0.00000000
-5.92196098,2.26490844,-2.26490845,0.01032489,-0.01032489,0.37585143,-0.37585143,0.01392979,-0.01392979,0.00000000,-0.00000000,1.61076571,-1.61076571,0.63120760,-0.63120760,1.08751659,-1.08751659,0.00000000,-0.00000000
-5.91595798,2.24153960,-2.24153961,0.01042996,-0.01042996,0.36206918,-0.36206919,0.01408820,-0.01408820,0.00000000,-0.00000000,1.62128259,-1.62128259,0.60307387,-0.60307388,1.09454593,-1.09454593,0.00000000,-0.00000000
-5.90995498,2.21088501,-2.21088502,0.01046703,-0.01046703,0.34803485,-0.34803486,0.01416840,-0.01416840,0.00000000,-0.00000000,1.62391227,-1.62391227,0.57509154,-0.57509154,1.09626685,-1.09626685,0.00000000,-0.00000000
-5.90395198,2.17280342,-2.17280343,0.01043636,-0.01043636,0.33381688,-0.33381688,0.01416721,-0.01416721,0.00000000,-0.00000000,1.61829291,-1.61829291,0.54740870,-0.54740870,1.09245684,-1.09245684,0.00000000,-0.00000000
-5.89794897,2.12732855,-2.12732856,0.01033985,-0.01033985,0.31948093,-0.31948093,0.01408336,-0.01408336,0.00000000,-0.00000000,1.60424585,-1.60424585,0.52016489,-0.52016489,1.08303083,-1.08303083,0.00000000,-0.00000000
-5.89194597,2.07468370,-2.07468371,0.01018105,-0.01018105,0.30509338,-0.30509338,0.01391758,-0.01391758,0.00000000,-0.00000000,1.58178553,-1.58178553,0.49349656,-0.49349657,1.06804660,-1.06804661,0.00000000,-0.00000000
-5.88594297,2.01528983,-2.01528983,0.00996509,-0.00996509,0.29072463,-0.29072463,0.01367257,-0.01367257,0.00000000,-0.00000000,1.55112286,-1.55112286,0.46754244,-0.46754245,1.04770558,-1.04770558,0.00000000,-0.00000000
-5.87993997,1.94976660,-1.94976661,0.00969861,-0.00969861,0.27645208,-0.27645209,0.01335290,-0.01335290,0.00000000,-0.00000000,1.51266166,-1.51266166,0.44244840,-0.44244840,1.02234872,-1.02234872,0.00000000,-0.00000000
-5.87393697,1.87892620,-1.87892621,0.00938966,-0.00938966,0.26236256,-0.26236256,0.01296489,-0.01296489,0.00000000,-0.00000000,1.46698866,-1.46698866,0.41837141,-0.41837141,0.99244804,-0.99244804,0.00000000,-0.00000000
-5.86793397,1.80376000,-1.80376000,0.00904752,-0.00904752,0.24855394,-0.24855394,0.01251638,-0.01251638,0.00000000,-0.00000000,1.41485726,-1.41485726,0.39548245,-0.39548245,0.95859384,-0.95859384,0.00000000,-0.00000000
-5.86193097,1.72541864,-1.72541865,0.00868257,-0.00868257,0.23513603,-0.23513603,0.01201652,-0.01201652,0.00000000,-0.00000000,1.35716599,-1.35716599,0.37396788,-0.37396788,0.92147844,-0.92147844,0.00000000,-0.00000000
-5.85592796,1.64518637,-1.64518637,0.00830605,-0.00830605,0.22223041,-0.22223041,0.01147549,-0.01147549,0.00000000,-0.00000000,1.29493250,-1.29493250,0.35402946,-0.35402946,0.88187701,-0.88187701,0.00000000,-0.00000000
-5.84992496,1.56445050,-1.56445051,0.00792993,-0.00792993,0.20996939,-0.20996939,0.01090419,-0.01090419,0.00000000,-0.00000000,1.22926439,-1.22926439,0.33588273,-0.33588273,0.84062632,-0.84062632,0.00000000,-0.00000000
-5.84392196,1.48466738,-1.48466738,0.00756667,-0.00756667,0.19849407,-0.19849407,0.01031395,-0.01031395,0.00000000,-0.00000000,1.16132796,-1.16132796,0.31975390,-0.31975390,0.79860223,-0.79860223,0.00000000,-0.00000000
-5.83791896,1.40732594,-1.40732594,0.00722902,-0.00722902,0.18795156,-0.18795156,0.00971620,-0.00971620,0.00000000,-0.00000000,1.09231621,-1.09231621,0.30587533,-0.30587533,0.75669678,-0.75669678,0.00000000,-0.00000000
-5.83191596,1.33391032,-1.33391032,0.00692989,-0.00692989,0.17849147,-0.17849147,0.00912223,-0.00912223,0.00000000,-0.00000000,1.02341736,-1.02341736,0.29447977,-0.29447977,0.71579572,-0.71579572,0.00000000,-0.00000000
-5.82591296,1.26586268,-1.26586268,0.00668210,-0.00668210,0.17026182,-0.17026182,0.00854287,-0.00854287,0.00000000,-0.00000000,0.95578491,-0.95578491,0.28579354,-0.28579354,0.67675704,-0.67675704,0.00000000,-0.00000000
-5.81990995,1.20454739,-1.20454738,0.00649824,-0.00649824,0.16340457,-0.16340457,0.00798830,-0.00798830,0.00000000,-0.00000000,0.89051032,-0.89051032,0.28002889,-0.28002889,0.64039140,-0.64039140,0.00000000,-0.00000000
-5.81390695,1.15121760,-1.15121759,0.00639048,-0.00639048,0.15805078,-0.15805078,0.00746783,-0.00746783,0.00000000,-0.00000000,0.82859896,-0.82859896,0.27737591,-0.27737591,0.60744462,-0.60744462,0.00000000,-0.00000000
-5.80790395,1.10698504,-1.10698503,0.00637044,-0.00637044,0.15431576,-0.15431576,0.00698972,-0.00698972,0.00000000,-0.00000000,0.77095008,-0.77095008,0.27799413,-0.27799413,0.57858286,-0.57858286,0.00000000,-0.00000000
-5.80190095,1.07279367,-1.07279367,0.00644900,-0.00644900,0.15229425,-0.15229424,0.00656112,-0.00656112,0.00000000,-0.00000000,0.71834095,-0.71834095,0.28200423,-0.28200423,0.55438051,-0.55438051,0.00000000,-0.00000000
-5.79589795,1.04939769,-1.04939768,0.00663611,-0.00663611,0.15205582,-0.15205581,0.00618794,-0.00618794,0.00000000,-0.00000000,0.67141546,-0.67141546,0.28948016,-0.28948016,0.53531097,-0.53531097,0.00000000,-0.00000000
-5.78989495,1.03734417,-1.03734417,0.00694067,-0.00694067,0.15364074,-0.15364074,0.00587486,-0.00587486,0.00000000,-0.00000000,0.63067698,-0.63067697,0.30044193,-0.30044193,0.52174027,-0.52174027,0.00000000,-0.00000000
-5.78389195,1.03696057,-1.03696057,0.00737030,-0.00737030,0.15705634,-0.15705634,0.00562530,-0.00562530,0.00000000,-0.00000000,0.59648537,-0.59648537,0.31484941,-0.31484940,0.51392333,-0.51392333,0.00000000,-0.00000000
-5.77788894,1.04834709,-1.04834708,0.00793120,-0.00793120,0.16227414,-0.16227414,0.00544146,-0.00544146,0.00000000,-0.00000000,0.56905774,-0.56905774,0.33259742,-0.33259742,0.51200275,-0.51200274,0.00000000,-0.00000000
-5.77188594,1.07137385,-1.07137384,0.00862790,-0.00862790,0.16922774,-0.16922774,0.00532438,-0.00532438,0.00000000,-0.00000000,0.54847237,-0.54847237,0.35351247,-0.35351246,0.51600976,-0.51600976,0.00000000,-0.00000000
-5.76588294,1.10568289,-1.10568288,0.00946313,-0.00946313,0.17781183,-0.17781183,0.00527400,-0.00527400,0.00000000,-0.00000000,0.53467545,-0.53467545,0.37735115,-0.37735114,0.52586721,-0.52586720,0.00000000,-0.00000000
-5.75987994,1.15069466,-1.15069465,0.01043755,-0.01043755,0.18788213,-0.18788213,0.00528929,-0.00528929,0.00000000,-0.00000000,0.52749001,-0.52749001,0.40380073,-0.40380072,0.54139407,-0.54139407,0.00000000,-0.00000000
-5.75387694,1.20561891,-1.20561890,0.01154964,-0.01154964,0.19925662,-0.19925662,0.00536825,-0.00536825,0.00000000,-0.00000000,0.52662653,-0.52662652,0.43248173,-0.43248172,0.56231145,-0.56231144,0.00000000,-0.00000000
-5.74787394,1.26946972,-1.26946971,0.01279549,-0.01279549,0.21171788,-0.21171788,0.00550811,-0.00550811,0.00000000,-0.00000000,0.53169464,-0.53169464,0.46295281,-0.46295281,0.58824956,-0.58824956,0.00000000,-0.00000000
-5.74187094,1.34108433,-1.34108432,0.01416864,-0.01416864,0.22501671,-0.22501671,0.00570533,-0.00570533,0.00000000,-0.00000000,0.54221574,-0.54221574,0.49471788,-0.49471787,0.61875579,-0.61875579,0.00000000,-0.00000000
-5.73586793,1.41914552,-1.41914551,0.01566007,-0.01566007,0.23887691,-0.23887691,0.00595572,-0.00595572,0.00000000,-0.00000000,0.55763584,-0.55763584,0.52723522,-0.52723522,0.65330331,-0.65330331,0.00000000,-0.00000000
-5.72986493,1.50220710,-1.50220709,0.01725802,-0.01725802,0.25300118,-0.25300118,0.00625453,-0.00625453,0.00000000,-0.00000000,0.57733862,-0.57733862,0.55992869,-0.55992868,0.69130041,-0.69130041,0.00000000,-0.00000000
-5.72386193,1.58872201,-1.58872200,0.01894813,-0.01894813,0.26707794,-0.26707794,0.00659647,-0.00659647,0.00000000,-0.00000000,0.60065832,-0.60065832,0.59220039,-0.59220038,0.73210026,-0.73210026,0.00000000,-0.00000000
-5.71785893,1.67707265,-1.67707264,0.02071341,-0.02071341,0.28078897,-0.28078896,0.00697581,-0.00697581,0.00000000,-0.00000000,0.62689245,-0.62689245,0.62344477,-0.62344476,0.77501111,-0.77501111,0.00000000,-0.00000000
-5.71185593,1.76560260,-1.76560259,0.02253448,-0.02253448,0.29381758,-0.29381757,0.00738637,-0.00738637,0.00000000,-0.00000000,0.65531406,-0.65531406,0.65306340,-0.65306340,0.81930684,-0.81930684,0.00000000,-0.00000000
-5.70585293,1.85264936,-1.85264935,0.02438971,-0.02438971,0.30585704,-0.30585703,0.00782165,-0.00782165,0.00000000,-0.00000000,0.68518370,-0.68518370,0.68048012,-0.68048012,0.86423781,-0.86423781,0.00000000,-0.00000000
-5.69984992,1.93657712,-1.93657711,0.02625560,-0.02625560,0.31661899,-0.31661898,0.00827480,-0.00827480,0.00000000,-0.00000000,0.71576094,-0.71576093,0.70515591,-0.70515591,0.90904203,-0.90904203,0.00000000,-0.00000000
-5.69384692,2.01580897,-2.01580897,0.02810715,-0.02810715,0.32584148,-0.32584147,0.00873870,-0.00873870,0.00000000,-0.00000000,0.74631547,-0.74631547,0.72660292,-0.72660292,0.95295651,-0.95295651,0.00000000,-0.00000000
-5.68784392,2.08885778,-2.08885777,0.02991828,-0.02991828,0.33329636,-0.33329636,0.00920601,-0.00920601,0.00000000,-0.00000000,0.77613782,-0.77613781,0.74439720,-0.74439720,0.99522876,-0.99522876,0.00000000,-0.00000000
-5.68184092,2.15435481,-2.15435481,0.03166236,-0.03166236,0.33879571,-0.33879571,0.00966922,-0.00966922,0.00000000,-0.00000000,0.80454953,-0.80454953,0.75818949,-0.75818949,1.03512840,-1.03512840,0.00000000,-0.00000000
-5.67583792,2.21107573,-2.21107573,0.03331278,-0.03331278,0.34219701,-0.34219701,0.01012073,-0.01012073,0.00000000,-0.00000000,0.83091299,-0.83091299,0.76771381,-0.76771380,1.07195863,-1.07195863,0.00000000,-0.00000000
-5.66983492,2.25796296,-2.25796297,0.03484354,-0.03484354,0.34340693,-0.34340693,0.01055295,-0.01055295,0.00000000,-0.00000000,0.85464063,-0.85464062,0.77279339,-0.77279339,1.10506757,-1.10506757,0.00000000,-0.00000000
-5.66383192,2.29414427,-2.29414428,0.03622981,-0.03622981,0.34238347,-0.34238347,0.01095838,-0.01095838,0.00000000,-0.00000000,0.87520352,-0.87520352,0.77334388,-0.77334388,1.13385918,-1.13385918,0.00000000,-0.00000000
-5.65782891,2.31894686,-2.31894687,0.03744856,-0.03744856,0.33913648,-0.33913648,0.01132974,-0.01132974,0.00000000,-0.00000000,0.89213929,-0.89213929,0.76937363,-0.76937363,1.15780355,-1.15780356,0.00000000,-0.00000000
-5.65182591,2.33190697,-2.33190698,0.03847914,-0.03847914,0.33372653,-0.33372653,0.01166010,-0.01166010,0.00000000,-0.00000000,0.90505904,-0.90505904,0.76098125,-0.76098125,1.17644646,-1.17644646,0.00000000,-0.00000000
-5.64582291,2.33277470,-2.33277471,0.03930374,-0.03930374,0.32626221,-0.32626221,0.01194301,-0.01194301,0.00000000,-0.00000000,0.91365340,-0.91365340,0.74835048,-0.74835049,1.18941776,-1.18941776,0.00000000,-0.00000000
-5.63981991,2.32151426,-2.32151427,0.03990792,-0.03990792,0.31689601,-0.31689601,0.01217263,-0.01217263,0.00000000,-0.00000000,0.91769730,-0.91769730,0.73174289,-0.73174290,1.19643858,-1.19643858,0.00000000,-0.00000000
-5.63381691,2.29829965,-2.29829966,0.04028093,-0.04028093,0.30581901,-0.30581902,0.01234391,-0.01234391,0.00000000,-0.00000000,0.91705344,-0.91705344,0.71148860,-0.71148860,1.19732685,-1.19732685,0.00000000,-0.00000000
-5.62781391,2.26350624,-2.26350625,0.04041599,-0.04041599,0.29325473,-0.29325473,0.01245266,-0.01245266,0.00000000,-0.00000000,0.91167435,-0.91167435,0.68797563,-0.68797564,1.19200117,-1.19200117,0.00000000,-0.00000000
-5.62181091,2.21769859,-2.21769860,0.04031052,-0.04031052,0.27945224,-0.27945225,0.01249575,-0.01249575,0.00000000,-0.00000000,0.90160277,-0.90160277,0.66163842,-0.66163842,1.18048260,-1.18048261,0.00000000,-0.00000000
-5.61580790,2.16161491,-2.16161492,0.03996612,-0.03996612,0.26467914,-0.26467914,0.01247115,-0.01247115,0.00000000,-0.00000000,0.88697051,-0.88697051,0.63294583,-0.63294583,1.16289448,-1.16289448,0.00000000,-0.00000000
-5.60980490,2.09614897,-2.09614898,0.03938860,-0.03938860,0.24921448,-0.24921448,0.01237802,-0.01237802,0.00000000,-0.00000000,0.86799553,-0.86799552,0.60238946,-0.60238947,1.13945990,-1.13945990,0.00000000,-0.00000000
-5.60380190,2.02232970,-2.02232971,0.03858774,-0.03858774,0.23334203,-0.23334203,0.01221678,-0.01221678,0.00000000,-0.00000000,0.84497735,-0.84497735,0.57047242,-0.57047243,1.11049712,-1.11049713,0.00000000,-0.00000000
-5.59779890,1.94129942,-1.94129943,0.03757707,-0.03757707,0.21734421,-0.21734421,0.01198911,-0.01198911,0.00000000,-0.00000000,0.81829099,-0.81829099,0.53769913,-0.53769913,1.07641274,-1.07641274,0.00000000,-0.00000000
-5.59179590,1.85429109,-1.85429110,0.03637346,-0.03637346,0.20149672,-0.20149673,0.01169790,-0.01169790,0.00000000,-0.00000000,0.78837928,-0.78837928,0.50456636,-0.50456636,1.03769285,-1.03769285,0.00000000,-0.00000000
-5.58579290,1.76260517,-1.76260518,0.03499669,-0.03499669,0.18606421,-0.18606421,0.01134725,-0.01134725,0.00000000,-0.00000000,0.75574396,-0.75574395,0.47155582,-0.47155583,0.99489249,-0.99489249,0.00000000,-0.00000000
-5.57978989,1.66758673,-1.66758673,0.03346893,-0.03346893,0.17129688,-0.17129688,0.01094232,-0.01094232,0.00000000,-0.00000000,0.72093571,-0.72093571,0.43912825,-0.43912825,0.94862351,-0.94862352,0.00000000,-0.00000000
-5.57378689,1.57060314,-1.57060315,0.03181410,-0.03181410,0.15742821,-0.15742822,0.01048923,-0.01048923,0.00000000,-0.00000000,0.68454334,-0.68454334,0.40771905,-0.40771906,0.89954138,-0.89954138,0.00000000,-0.00000000
-5.56778389,1.47302296,-1.47302297,0.03005734,-0.03005734,0.14467364,-0.14467364,0.00999490,-0.00999490,0.00000000,-0.00000000,0.64718245,-0.64718245,0.37773557,-0.37773557,0.84833118,-0.84833118,0.00000000,-0.00000000
-5.56178089,1.37619614,-1.37619614,0.02822437,-0.02822437,0.13323006,-0.13323006,0.00946689,-0.00946689,0.00000000,-0.00000000,0.60948380,-0.60948380,0.34955550,-0.34955550,0.79569347,-0.79569347,0.00000000,-0.00000000
-5.55577789,1.28143595,-1.28143596,0.02634083,-0.02634083,0.12327612,-0.12327613,0.00891320,-0.00891320,0.00000000,-0.00000000,0.57208172,-0.57208172,0.32352654,-0.32352655,0.74233017,-0.74233017,0.00000000,-0.00000000
-5.54977489,1.19000292,-1.19000292,0.02443179,-0.02443179,0.11497298,-0.11497298,0.00834207,-0.00834207,0.00000000,-0.00000000,0.53560285,-0.53560285,0.29996684,-0.29996684,0.68893126,-0.68893127,0.00000000,-0.00000000
-5.54377189,1.10309062,-1.10309062,0.02252114,-0.02252114,0.10846540,-0.10846541,0.00776181,-0.00776181,0.00000000,-0.00000000,0.50065537,-0.50065537,0.27916595,-0.27916595,0.63616239,-0.63616240,0.00000000,-0.00000000
-5.53776888,1.02181367,-1.02181368,0.02063118,-0.02063118,0.10388293,-0.10388293,0.00718058,-0.00718058,0.00000000,-0.00000000,0.46781889,-0.46781889,0.26138610,-0.26138610,0.58465400,-0.58465400,0.00000000,-0.00000000
-5.53176588,0.94719768,-0.94719769,0.01878218,-0.01878218,0.10134091,-0.10134091,0.00660629,-0.00660629,0.00000000,-0.00000000,0.43763535,-0.43763535,0.24686339,-0.24686339,0.53499211,-0.53499211,0.00000000,-0.00000000
-5.52576288,0.88017116,-0.88017116,0.01699213,-0.01699213,0.10094130,-0.10094130,0.00604638,-0.00604638,0.00000000,-0.00000000,0.41060078,-0.41060078,0.23580879,-0.23580879,0.48771110,-0.48771110,0.00000000,-0.00000000
-5.51975988,0.82155917,-0.82155917,0.01527645,-0.01527645,0.10277286,-0.10277286,0.00550776,-0.00550776,0.00000000,-0.00000000,0.38715817,-0.38715817,0.22840854,-0.22840854,0.44328843,-0.44328843,0.00000000,-0.00000000
-5.51375688,0.77207860,-0.77207860,0.01364792,-0.01364792,0.10691091,-0.10691091,0.00499669,-0.00499669,0.00000000,-0.00000000,0.36769139,-0.36769139,0.22482410,-0.22482410,0.40214150,-0.40214150,0.00000000,-0.00000000
-5.50775388,0.73233474,-0.73233474,0.01211659,-0.01211659,0.11341640,-0.11341640,0.00451873,-0.00451873,0.00000000,-0.00000000,0.35252022,-0.35252022,0.22519117,-0.22519117,0.36462640,-0.36462640,0.00000000,-0.00000000
-5.50175088,0.70281900,-0.70281900,0.01068983,-0.01068983,0.12233430,-0.12233430,0.00407872,-0.00407872,0.00000000,-0.00000000,0.34189640,-0.34189640,0.22961819,-0.22961819,0.33103851,-0.33103851,0.00000000,-0.00000000
-5.49574787,0.68390749,-0.68390749,0.00937246,-0.00937246,0.13369150,-0.13369150,0.00368075,-0.00368075,0.00000000,-0.00000000,0.33600073,-0.33600073,0.23818392,-0.23818392,0.30161454,-0.30161454,0.00000000,-0.00000000
-5.48974487,0.67586024,-0.67586023,0.00816689,-0.00816689,0.14749416,-0.14749415,0.00332821,-0.00332821,0.00000000,-0.00000000,0.33494115,-0.33494115,0.25093459,-0.25093459,0.27653587,-0.27653587,0.00000000,-0.00000000
-5.48374187,0.67882093,-0.67882093,0.00707334,-0.00707334,0.16372474,-0.16372474,0.00302381,-0.00302381,0.00000000,-0.00000000,0.33875184,-0.33875183,0.26788043,-0.26788043,0.25593270,-0.25593270,0.00000000,-0.00000000
-5.47773887,0.69281697,-0.69281696,0.00609012,-0.00609012,0.18233897,-0.18233896,0.00276964,-0.00276964,0.00000000,-0.00000000,0.34739325,-0.34739325,0.28899205,-0.28899205,0.23988869,-0.23988869,0.00000000,-0.00000000
-5.47173587,0.71775981,-0.71775981,0.00521391,-0.00521391,0.20326278,-0.20326278,0.00256722,-0.00256722,0.00000000,-0.00000000,0.36075320,-0.36075320,0.31419674,-0.31419674,0.22844569,-0.22844569,0.00000000,-0.00000000
-5.46573287,0.75344559,-0.75344558,0.00444001,-0.00444001,0.22638967,-0.22638966,0.00241757,-0.00241757,0.00000000,-0.00000000,0.37864888,-0.37864887,0.34337494,-0.34337494,0.22160826,-0.22160826,0.00000000,-0.00000000
-5.45972986,0.79955597,-0.79955596,0.00376268,-0.00376268,0.25157850,-0.25157849,0.00232126,-0.00232126,0.00000000,-0.00000000,0.40082998,-0.40082998,0.37635726,-0.37635725,0.21934762,-0.21934762,0.00000000,-0.00000000
-5.45372686,0.85565947,-0.85565946,0.00317538,-0.00317538,0.27865214,-0.27865214,0.00227846,-0.00227846,0.00000000,-0.00000000,0.42698289,-0.42698289,0.41292212,-0.41292211,0.22160476,-0.22160476,0.00000000,-0.00000000
-5.44772386,0.92121318,-0.92121317,0.00267107,-0.00267107,0.30739698,-0.30739698,0.00228899,-0.00228899,0.00000000,-0.00000000,0.45673590,-0.45673589,0.45279440,-0.45279440,0.22829269,-0.22829269,0.00000000,-0.00000000
-5.44172086,0.99556524,-0.99556523,0.00224240,-0.00224240,0.33756355,-0.33756354,0.00235232,-0.00235232,0.00000000,-0.00000000,0.48966550,-0.48966549,0.49564518,-0.49564517,0.23929751,-0.23929751,0.00000000,-0.00000000
-5.43571786,1.07795810,-1.07795808,0.00188195,-0.00188195,0.36886825,-0.36886824,0.00246759,-0.00246759,0.00000000,-0.00000000,0.52530372,-0.52530371,0.54109271,-0.54109270,0.25447845,-0.25447845,0.00000000,-0.00000000
-5.42971486,1.16753273,-1.16753272,0.00158240,-0.00158240,0.40099634,-0.40099634,0.00263360,-0.00263360,0.00000000,-0.00000000,0.56314627,-0.56314627,0.58870476,-0.58870475,0.27366697,-0.27366697,0.00000000,-0.00000000
-5.42371186,1.26333411,-1.26333409,0.00133665,-0.00133665,0.43360602,-0.43360602,0.00284880,-0.00284880,0.00000000,-0.00000000,0.60266153,-0.60266152,0.63800235,-0.63800234,0.29666492,-0.29666491,0.00000000,-0.00000000
-5.41770885,1.36431784,-1.36431783,0.00113793,-0.00113793,0.46633356,-0.46633356,0.00311124,-0.00311124,0.00000000,-0.00000000,0.64329994,-0.64329994,0.68846479,-0.68846479,0.32324212,-0.32324212,0.00000000,-0.00000000
-5.41170585,1.46935831,-1.46935829,0.00097991,-0.00097991,0.49879936,-0.49879936,0.00341853,-0.00341853,0.00000000,-0.00000000,0.68450381,-0.68450381,0.73953598,-0.73953598,0.35313369,-0.35313368,0.00000000,-0.00000000
-5.40570285,1.57725820,-1.57725818,0.00085672,-0.00085672,0.53061466,-0.53061466,0.00376779,-0.00376779,0.00000000,-0.00000000,0.72571703,-0.72571703,0.79063183,-0.79063183,0.38603722,-0.38603721,0.00000000,-0.00000000
-5.39969985,1.68675958,-1.68675956,0.00076297,-0.00076297,0.56138880,-0.56138879,0.00415562,-0.00415562,0.00000000,-0.00000000,0.76639449,-0.76639449,0.84114862,-0.84114862,0.42161041,-0.42161040,0.00000000,-0.00000000
-5.39369685,1.79655646,-1.79655645,0.00069380,-0.00069380,0.59073657,-0.59073657,0.00457807,-0.00457807,0.00000000,-0.00000000,0.80601094,-0.80601093,0.89047209,-0.89047208,0.45946934,-0.45946933,0.00000000,-0.00000000
-5.38769385,1.90530884,-1.90530882,0.00064482,-0.00064482,0.61828568,-0.61828568,0.00503058,-0.00503058,0.00000000,-0.00000000,0.84406887,-0.84406886,0.93798702,-0.93798701,0.49918776,-0.49918776,0.00000000,-0.00000000
-5.38169085,2.01165810,-2.01165808,0.00061214,-0.00061214,0.64368379,-0.64368378,0.00550798,-0.00550798,0.00000000,-0.00000000,0.88010536,-0.88010536,0.98308716,-0.98308715,0.54029777,-0.54029776,0.00000000,-0.00000000
-5.37568784,2.11424377,-2.11424376,0.00059232,-0.00059232,0.66660513,-0.66660513,0.00600455,-0.00600454,0.00000000,-0.00000000,0.91369755,-0.91369755,1.02518513,-1.02518513,0.58229198,-0.58229198,0.00000000,-0.00000000
-5.36968484,2.21172138,-2.21172137,0.00058234,-0.00058234,0.68675642,-0.68675642,0.00651395,-0.00651395,0.00000000,-0.00000000,0.94446669,-0.94446668,1.06372226,-1.06372225,0.62462752,-0.62462751,0.00000000,-0.00000000
-5.36368184,2.30278124,-2.30278123,0.00057958,-0.00057958,0.70388194,-0.70388193,0.00702938,-0.00702938,0.00000000,-0.00000000,0.97208081,-0.97208080,1.09817797,-1.09817796,0.66673178,-0.66673177,0.00000000,-0.00000000
-5.35767884,2.38616801,-2.38616800,0.00058178,-0.00058178,0.71776761,-0.71776761,0.00754360,-0.00754360,0.00000000,-0.00000000,0.99625596,-0.99625596,1.12807875,-1.12807875,0.70801006,-0.70801006,0.00000000,-0.00000000
-5.35167584,2.46070068,-2.46070067,0.00058702,-0.00058702,0.72824422,-0.72824422,0.00804908,-0.00804908,0.00000000,-0.00000000,1.01675629,-1.01675629,1.15300641,-1.15300641,0.74785494,-0.74785493,0.00000000,-0.00000000
-5.34567284,2.52529255,-2.52529255,0.00059366,-0.00059366,0.73518955,-0.73518955,0.00853809,-0.00853809,0.00000000,-0.00000000,1.03339298,-1.03339298,1.17260546,-1.17260545,0.78565706,-0.78565706,0.00000000,-0.00000000
