energy_ev,total_up,As_p_up,As_d_up,Hf_p_up,Hf_d_up,Te_p_up,Te_d_up
-6.00000000,1.35758128,0.64947524,0.00000000,0.64090268,0.59200733,0.32114429,0.00000000
-5.99399700,1.36127909,0.66582004,0.00000000,0.64563051,0.60632226,0.30848317,0.00000000
-5.98799400,1.36276172,0.68012053,0.00000000,0.64938184,0.61909286,0.29606763,0.00000000
-5.98199100,1.36254078,0.69233619,0.00000000,0.65254961,0.63030050,0.28429663,0.00000000
-5.97598799,1.36126213,0.70250789,0.00000000,0.65561830,0.64000549,0.27358879,0.00000000
-5.96998499,1.35969546,0.71076035,0.00000000,0.65915569,0.64834897,0.26437305,0.00000000
-5.96398199,1.35872111,0.71730277,0.00000000,0.66380180,0.65555296,0.25707921,0.00000000
-5.95797899,1.35931394,0.72242738,0.00000000,0.67025532,0.66191843,0.25212811,0.00000000
-5.95197599,1.36252426,0.72650591,0.00000000,0.67925732,0.66782097,0.24992193,0.00000000
-5.94597299,1.36945572,0.72998377,0.00000000,0.69157275,0.67370442,0.25083429,0.00000000
-5.93996998,1.38124024,0.73337197,0.00000000,0.70796979,0.68007193,0.25520055,0.00000000
-5.93396698,1.39901013,0.73723683,0.00000000,0.72919754,0.68747502,0.26330815,0.00000000
-5.92796398,1.42386767,0.74218756,0.00000000,0.75596257,0.69650032,0.27538716,0.00000000
-5.92196098,1.45685274,0.74886201,0.00000000,0.78890479,0.70775462,0.29160120,0.00000000
-5.91595798,1.49890909,0.75791079,0.00000000,0.82857352,0.72184820,0.31203884,0.00000000
-5.90995498,1.55085022,0.76998020,0.00000000,0.87540435,0.73937720,0.33670580,0.00000000
-5.90395198,1.61332593,0.78569442,0.00000000,0.92969775,0.76090522,0.36551825,0.00000000
-5.89794897,1.68679086,0.80563742,0.00000000,0.99160032,0.78694495,0.39829747,0.00000000
-5.89194597,1.77147622,0.83033522,0.00000000,1.06108940,0.81794022,0.43476639,0.00000000
-5.88594297,1.86736630,0.86023895,0.00000000,1.13796203,0.85424932,0.47454837,0.00000000
-5.87993997,1.97418088,0.89570933,0.00000000,1.22182878,0.89612998,0.51716854,0.00000000
-5.87393697,2.09136487,0.93700312,0.00000000,1.31211326,0.94372668,0.56205809,0.00000000
-5.86793397,2.21808608,0.98426181,0.00000000,1.40805734,0.99706085,0.60856183,0.00000000
-5.86193097,2.35324173,1.03750320,0.00000000,1.50873255,1.05602420,0.65594896,0.00000000
-5.85592796,2.49547413,1.09661583,0.00000000,1.61305727,1.12037561,0.70342718,0.00000000
-5.84992496,2.64319514,1.16135666,0.00000000,1.71981940,1.18974159,0.75015992,0.00000000
-5.84392196,2.79461905,1.23135186,0.00000000,1.82770394,1.26362046,0.79528623,0.00000000
-5.83791896,2.94780270,1.30610081,0.00000000,1.93532427,1.34138995,0.83794294,0.00000000
-5.83191596,3.10069166,1.38498298,0.00000000,2.04125639,1.42231809,0.87728820,0.00000000
-5.82591296,3.25117046,1.46726753,0.00000000,2.14407449,1.50557686,0.91252572,0.00000000
-5.81990995,3.39711522,1.55212530,0.00000000,2.24238670,1.59025827,0.94292865,0.00000000
-5.81390695,3.53644660,1.63864278,0.00000000,2.33486967,1.67539227,0.96786216,0.00000000
-5.80790395,3.66718084,1.72583781,0.00000000,2.42030054,1.75996587,0.98680386,0.00000000
-5.80190095,3.78747731,1.81267650,0.00000000,2.49758529,1.84294306,0.99936086,0.00000000
-5.79589795,3.89568066,1.89809108,0.00000000,2.56578253,1.92328482,1.00528307,0.00000000
-5.78989495,3.99035633,1.98099847,0.00000000,2.62412200,1.99996895,1.00447176,0.00000000
-5.78389195,4.07031849,2.06031901,0.00000000,2.67201743,2.07200908,0.99698322,0.00000000
-5.77788894,4.13464978,2.13499547,0.00000000,2.70907360,2.13847272,0.98302719,0.00000000
-5.77188594,4.18271283,2.20401176,0.00000000,2.73508793,2.19849794,0.96296027,0.00000000
-5.76588294,4.21415372,2.26641133,0.00000000,2.75004683,2.25130854,0.93727435,0.00000000
-5.75987994,4.22889803,2.32131497,0.00000000,2.75411758,2.29622751,0.90658090,0.00000000
-5.75387694,4.22714031,2.36793773,0.00000000,2.74763642,2.33268864,0.87159158,0.00000000
-5.74787394,4.20932804,2.40560471,0.00000000,2.73109366,2.36024629,0.83309610,0.00000000
-5.74187094,4.17614097,2.43376533,0.00000000,2.70511674,2.37858293,0.79193820,0.00000000
-5.73586793,4.12846726,2.45200587,0.00000000,2.67045179,2.38751467,0.74899088,0.00000000
-5.72986493,4.06737705,2.46005966,0.00000000,2.62794460,2.38699441,0.70513154,0.00000000
-5.72386193,3.99409461,2.45781475,0.00000000,2.57852136,2.37711253,0.66121826,0.00000000
-5.71785893,3.90996963,2.44531844,0.00000000,2.52316954,2.35809509,0.61806768,0.00000000
-5.71185593,3.81644825,2.42277856,0.00000000,2.46291928,2.33029932,0.57643533,0.00000000
-5.70585293,3.71504414,2.39056102,0.00000000,2.39882528,2.29420638,0.53699890,0.00000000
-5.69984992,3.60731003,2.34918356,0.00000000,2.33194924,2.25041141,0.50034464,0.00000000
-5.69384692,3.49480969,2.29930562,0.00000000,2.26334282,2.19961088,0.46695726,0.00000000
-5.68784392,3.37909071,2.24171448,0.00000000,2.19403113,2.14258755,0.43721323,0.00000000
-5.68184092,3.26165804,2.17730783,0.00000000,2.12499664,2.08019319,0.41137753,0.00000000
-5.67583792,3.14394877,2.10707335,0.00000000,2.05716367,2.01332957,0.38960356,0.00000000
-5.66983492,3.02730827,2.03206570,0.00000000,1.99138350,1.94292817,0.37193603,0.00000000
-5.66383192,2.91296822,1.95338181,0.00000000,1.92842048,1.86992920,0.35831649,0.00000000
-5.65782891,2.80202694,1.87213509,0.00000000,1.86893929,1.79526065,0.34859129,0.00000000
-5.65182591,2.69543276,1.78942950,0.00000000,1.81349388,1.71981803,0.34252141,0.00000000
-5.64582291,2.59397081,1.70633449,0.00000000,1.76251849,1.64444539,0.33979407,0.00000000
-5.63981991,2.49825393,1.62386128,0.00000000,1.71632119,1.56991853,0.34003555,0.00000000
-5.63381691,2.40871815,1.54294177,0.00000000,1.67508032,1.49693063,0.34282511,0.00000000
-5.62781391,2.32562311,1.46441027,0.00000000,1.63884422,1.42608109,0.34770944,0.00000000
-5.62181091,2.24905743,1.38898886,0.00000000,1.60753432,1.35786767,0.35421749,0.00000000
-5.61580790,2.17894925,1.31727674,0.00000000,1.58095191,1.29268227,0.36187526,0.00000000
-5.60980490,2.11508140,1.24974363,0.00000000,1.55878812,1.23081026,0.37022021,0.00000000
-5.60380190,2.05711078,1.18672733,0.00000000,1.54063717,1.17243334,0.37881491,0.00000000
-5.59779890,2.00459120,1.12843537,0.00000000,1.52601233,1.11763550,0.38725960,0.00000000
-5.59179590,1.95699873,1.07495027,0.00000000,1.51436388,1.06641181,0.39520343,0.00000000
-5.58579290,1.91375854,1.02623822,0.00000000,1.50509868,1.01867943,0.40235373,0.00000000
-5.57978989,1.87427196,0.98216047,0.00000000,1.49760031,0.97429025,0.40848346,0.00000000
-5.57378689,1.83794282,0.94248693,0.00000000,1.49124919,0.93304464,0.41343621,0.00000000
-5.56778389,1.80420170,0.90691137,0.00000000,1.48544179,0.89470552,0.41712880,0.00000000
-5.56178089,1.77252744,0.87506749,0.00000000,1.47960833,0.85901230,0.41955141,0.00000000
-5.55577789,1.74246476,0.84654535,0.00000000,1.47322823,0.82569398,0.42076507,0.00000000
-5.54977489,1.71363775,0.82090749,0.00000000,1.46584304,0.79448115,0.42089679,0.00000000
-5.54377189,1.68575853,0.79770429,0.00000000,1.45706620,0.76511627,0.42013248,0.00000000
-5.53776888,1.65863129,0.77648812,0.00000000,1.44658979,0.73736212,0.41870794,0.00000000
-5.53176588,1.63215168,0.75682585,0.00000000,1.43418801,0.71100832,0.41689835,0.00000000
-5.52576288,1.60630193,0.73830968,0.00000000,1.41971759,0.68587559,0.41500664,0.00000000
-5.51975988,1.58114230,0.72056582,0.00000000,1.40311549,0.66181813,0.41335130,0.00000000
-5.51375688,1.55679953,0.70326125,0.00000000,1.38439398,0.63872404,0.41225406,0.00000000
-5.50775388,1.53345311,0.68610842,0.00000000,1.36363394,0.61651403,0.41202803,0.00000000
-5.50175088,1.51132016,0.66886790,0.00000000,1.34097642,0.59513875,0.41296657,0.00000000
-5.49574787,1.49063974,0.65134939,0.00000000,1.31661332,0.57457495,0.41533353,0.00000000
-5.48974487,1.47165738,0.63341098,0.00000000,1.29077739,0.55482080,0.41935492,0.00000000
-5.48374187,1.45461061,0.61495715,0.00000000,1.26373220,0.53589076,0.42521238,0.00000000
-5.47773887,1.43971570,0.59593559,0.00000000,1.23576226,0.51781025,0.43303854,0.00000000
-5.47173587,1.42715646,0.57633316,0.00000000,1.20716371,0.50061028,0.44291424,0.00000000
-5.46573287,1.41707499,0.55617125,0.00000000,1.17823573,0.48432256,0.45486753,0.00000000
-5.45972986,1.40956466,0.53550077,0.00000000,1.14927279,0.46897495,0.46887431,0.00000000
-5.45372686,1.40466521,0.51439697,0.00000000,1.12055781,0.45458767,0.48486042,0.00000000
-5.44772386,1.40235991,0.49295426,0.00000000,1.09235617,0.44117022,0.50270477,0.00000000
-5.44172086,1.40257445,0.47128120,0.00000000,1.06491059,0.42871907,0.52224336,0.00000000
-5.43571786,1.40517735,0.44949578,0.00000000,1.03843663,0.41721621,0.54327378,0.00000000
-5.42971486,1.40998161,0.42772106,0.00000000,1.01311890,0.40662846,0.56556002,0.00000000
-5.42371186,1.41674724,0.40608118,0.00000000,0.98910772,0.39690749,0.58883723,0.00000000
-5.41770885,1.42518446,0.38469788,0.00000000,0.96651631,0.38799050,0.61281643,0.00000000
-5.41170585,1.43495751,0.36368740,0.00000000,0.94541831,0.37980144,0.63718887,0.00000000
-5.40570285,1.44568871,0.34315788,0.00000000,0.92584594,0.37225271,0.66163018,0.00000000
-5.39969985,1.45696307,0.32320720,0.00000000,0.90778854,0.36524709,0.68580419,0.00000000
-5.39369685,1.46833318,0.30392120,0.00000000,0.89119188,0.35868011,0.70936662,0.00000000
-5.38769385,1.47932474,0.28537240,0.00000000,0.87595828,0.35244236,0.73196870,0.00000000
-5.38169085,1.48944271,0.26761908,0.00000000,0.86194766,0.34642201,0.75326087,0.00000000
-5.37568784,1.49817832,0.25070476,0.00000000,0.84897985,0.34050733,0.77289678,0.00000000
-5.36968484,1.50501703,0.23465812,0.00000000,0.83683809,0.33458909,0.79053761,0.00000000
-5.36368184,1.50944756,0.21949323,0.00000000,0.82527390,0.32856297,0.80585697,0.00000000
-5.35767884,1.51097194,0.20521028,0.00000000,0.81401338,0.32233175,0.81854623,0.00000000
-5.35167584,1.50911655,0.19179654,0.00000000,0.80276476,0.31580745,0.82832044,0.00000000
-5.34567284,1.50344393,0.17922773,0.00000000,0.79122715,0.30891324,0.83492464,0.00000000
