energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.66383192,1.93500066,0.01066002,0.01357899,0.48639485,0.34200033,0.09182162,0.02394627,1.18242965
-5.65782891,1.94101622,0.01072173,0.01378145,0.49619559,0.34537079,0.09196061,0.02347294,1.18647855
-5.65182591,1.94138171,0.01074117,0.01406105,0.50557272,0.34772989,0.09181645,0.02293264,1.18684080
-5.64582291,1.93583116,0.01071538,0.01441681,0.51439369,0.34900640,0.09137754,0.02232632,1.18334086
-5.63981991,1.92417180,0.01064208,0.01484519,0.52251771,0.34914206,0.09063621,0.02165568,1.17585422
-5.63381691,1.90629613,0.01051978,0.01534004,0.52979927,0.34809417,0.08958930,0.02092334,1.16431530
-5.62781391,1.88219078,0.01034795,0.01589272,0.53609167,0.34583755,0.08823853,0.02013299,1.14872309
-5.62181091,1.85194149,0.01012704,0.01649227,0.54125060,0.34236585,0.08659075,0.01928947,1.12914430
-5.61580790,1.81573418,0.00985854,0.01712569,0.54513766,0.33769221,0.08465790,0.01839875,1.10571374
-5.60980490,1.77385218,0.00954498,0.01777826,0.54762371,0.33184908,0.08245684,0.01746790,1.07863221
-5.60380190,1.72666993,0.00918986,0.01843399,0.54859213,0.32488755,0.08000898,0.01650502,1.04816191
-5.59779890,1.67464373,0.00879760,0.01907608,0.54794186,0.31687596,0.07733978,0.01551901,1.01461996
-5.59179590,1.61830037,0.00837337,0.01968745,0.54559030,0.30789816,0.07447812,0.01451943,0.97837023
-5.58579290,1.55822419,0.00792302,0.02025133,0.54147600,0.29805143,0.07145558,0.01351627,0.93981427
-5.57978989,1.49504360,0.00745284,0.02075181,0.53556116,0.28744414,0.06830577,0.01251969,0.89938168
-5.57378689,1.42941772,0.00696945,0.02117439,0.52783388,0.27619344,0.06506360,0.01153978,0.85752060
-5.56778389,1.36202381,0.00647960,0.02150657,0.51831001,0.26442295,0.06176461,0.01058634,0.81468860
-5.56178089,1.29354595,0.00598997,0.02173827,0.50703472,0.25226062,0.05844439,0.00966870,0.77134456
-5.55577789,1.22466547,0.00550709,0.02186230,0.49408349,0.23983676,0.05513809,0.00879551,0.72794157
-5.54977489,1.15605298,0.00503709,0.02187463,0.47956249,0.22728237,0.05188000,0.00797465,0.68492115
-5.54377189,1.08836230,0.00458571,0.02177466,0.46360837,0.21472768,0.04870328,0.00721311,0.64270873
-5.53776888,1.02222584,0.00415811,0.02156527,0.44638709,0.20230092,0.04563972,0.00651696,0.60171032
-5.53176588,0.95825126,0.00375885,0.02125281,0.42809209,0.19012728,0.04271961,0.00589135,0.56231021
-5.52576288,0.89701897,0.00339185,0.02084700,0.40894138,0.17832803,0.03997164,0.00534053,0.52486941
-5.51975988,0.83907998,0.00306036,0.02036057,0.38917395,0.16701968,0.03742284,0.00486788,0.48972458
-5.51375688,0.78495375,0.00276698,0.01980895,0.36904519,0.15631314,0.03509849,0.00447600,0.45718716
-5.50775388,0.73512557,0.00251367,0.01920978,0.34882169,0.14631284,0.03302205,0.00416677,0.42754239
-5.50175088,0.69004316,0.00230178,0.01858232,0.32877538,0.13711581,0.03121500,0.00394139,0.40104799
-5.49574787,0.65011235,0.00213212,0.01794685,0.30917732,0.12881051,0.02969665,0.00380048,0.37793238
-5.48974487,0.61569163,0.00200497,0.01732402,0.29029121,0.12147569,0.02848390,0.00374413,0.35839225
-5.48374187,0.58708578,0.00192011,0.01673414,0.27236698,0.11517902,0.02759087,0.00377183,0.34258956
-5.47773887,0.56453863,0.00187691,0.01619655,0.25563462,0.10997569,0.02702854,0.00388258,0.33064791
-5.47173587,0.54822536,0.00187431,0.01572898,0.24029839,0.10590697,0.02680435,0.00407479,0.32264866
-5.46573287,0.53824472,0.00191087,0.01534696,0.22653191,0.10299885,0.02692174,0.00434627,0.31862676
-5.45972986,0.53461171,0.00198480,0.01506334,0.21447396,0.10126076,0.02737971,0.00469415,0.31856685
-5.45372686,0.53725126,0.00209395,0.01488786,0.20422545,0.10068457,0.02817248,0.00511486,0.32239981
-5.44772386,0.54599363,0.00223583,0.01482688,0.19584753,0.10124391,0.02928915,0.00560403,0.33000017
-5.44172086,0.56057189,0.00240765,0.01488313,0.18936100,0.10289388,0.03071358,0.00615650,0.34118479
-5.43571786,0.58062228,0.00260631,0.01505573,0.18474697,0.10557130,0.03242431,0.00676626,0.35571314
-5.42971486,0.60568764,0.00282841,0.01534017,0.18194891,0.10919551,0.03439473,0.00742649,0.37328945
-5.42371186,0.63522446,0.00307035,0.01572856,0.18087589,0.11366980,0.03659347,0.00812961,0.39356692
-5.41770885,0.66861348,0.00332830,0.01620988,0.18140696,0.11888348,0.03898492,0.00886739,0.41615428
-5.41170585,0.70517395,0.00359833,0.01677042,0.18339662,0.12471454,0.04153010,0.00963109,0.44062440
-5.40570285,0.74418124,0.00387644,0.01739428,0.18668102,0.13103297,0.04418754,0.01041170,0.46652511
-5.39969985,0.78488731,0.00415868,0.01806393,0.19108475,0.13770443,0.04691456,0.01120012,0.49339178
-5.39369685,0.82654339,0.00444123,0.01876088,0.19642807,0.14459443,0.04966853,0.01198748,0.52076122
-5.38769385,0.86842400,0.00472053,0.01946632,0.20253403,0.15157258,0.05240824,0.01276543,0.54818658
-5.38169085,0.90985114,0.00499337,0.02016181,0.20923547,0.15851699,0.05509539,0.01352643,0.57525223
-5.37568784,0.95021771,0.00525703,0.02082992,0.21638135,0.16531837,0.05769588,0.01426409,0.60158827
-5.36968484,0.98900869,0.00550934,0.02145486,0.22384235,0.17188384,0.06018115,0.01497337,0.62688362
-5.36368184,1.02581907,0.00574880,0.02202298,0.23151516,0.17814007,0.06252917,0.01565086,0.65089705
-5.35767884,1.06036731,0.00597459,0.02252324,0.23932559,0.18403566,0.06472525,0.01629493,0.67346541
-5.35167584,1.09250332,0.00618668,0.02294748,0.24722994,0.18954254,0.06676255,0.01690576,0.69450843
-5.34567284,1.12221040,0.00638574,0.02329067,0.25521483,0.19465632,0.06864214,0.01748541,0.71402968
-5.33966983,1.14960057,0.00657317,0.02355091,0.26329521,0.19939540,0.07037271,0.01803763,0.73211327
-5.33366683,1.17490329,0.00675102,0.02372933,0.27151073,0.20379902,0.07196989,0.01856772,0.74891648
-5.32766383,1.19844780,0.00692184,0.02382992,0.27992057,0.20792415,0.07345519,0.01908220,0.76465828
-5.32166083,1.22063992,0.00708860,0.02385909,0.28859695,0.21184132,0.07485451,0.01958844,0.77960430
-5.31565783,1.24193417,0.00725452,0.02382527,0.29761766,0.21562977,0.07619653,0.02009424,0.79404887
-5.30965483,1.26280274,0.00742289,0.02373835,0.30705796,0.21937196,0.07751072,0.02060732,0.80829514
-5.30365183,1.28370290,0.00759688,0.02360909,0.31698231,0.22314779,0.07882543,0.02113485,0.82263403
-5.29764882,1.30504460,0.00777939,0.02344851,0.32743647,0.22702890,0.08016586,0.02168296,0.83732360
-5.29164582,1.32716021,0.00797289,0.02326729,0.33844036,0.23107332,0.08155223,0.02225630,0.85256957
-5.28564282,1.35027810,0.00817928,0.02307524,0.34998221,0.23532080,0.08299817,0.02285772,0.86850854
-5.27963982,1.37450190,0.00839981,0.02288081,0.36201435,0.23978916,0.08450946,0.02348794,0.88519470
-5.27363682,1.39979654,0.00863503,0.02269073,0.37445114,0.24447174,0.08608318,0.02414546,0.90259113
-5.26763382,1.42598238,0.00888479,0.02250978,0.38716904,0.24933645,0.08770738,0.02482653,0.92056612
-5.26163082,1.45273770,0.00914831,0.02234064,0.40000913,0.25432610,0.08936123,0.02552526,0.93889506
-5.25562781,1.47960988,0.00942427,0.02218395,0.41278201,0.25936046,0.09101574,0.02623388,0.95726791
-5.24962481,1.50603471,0.00971099,0.02203845,0.42527484,0.26433963,0.09263498,0.02694313,0.97530182
-5.24362181,1.53136289,0.01000664,0.02190124,0.43726040,0.26914871,0.09417773,0.02764273,0.99255855
-5.23761881,1.55489246,0.01030945,0.02176820,0.44850760,0.27366366,0.09559951,0.02832195,1.00856566
-5.23161581,1.57590534,0.01061799,0.02163437,0.45879302,0.27775770,0.09685486,0.02897017,1.02284033
-5.22561281,1.59370606,0.01093142,0.02149454,0.46791287,0.28130833,0.09789980,0.02957753,1.03491467
-5.21960980,1.60766048,0.01124976,0.02134367,0.47569482,0.28420418,0.09869423,0.03013548,1.04436097
-5.21360680,1.61723248,0.01157410,0.02117747,0.48200893,0.28635164,0.09920427,0.03063726,1.05081567
-5.20760380,1.62201637,0.01190679,0.02099284,0.48677722,0.28768072,0.09940431,0.03107835,1.05400055
-5.20160080,1.62176352,0.01225158,0.02078821,0.48998128,0.28814983,0.09927874,0.03145670,1.05374015
-5.19559780,1.61640147,0.01261368,0.02056390,0.49166751,0.28774932,0.09882318,0.03177288,1.04997436
-5.18959480,1.60604474,0.01299974,0.02032230,0.49194966,0.28650345,0.09804522,0.03203005,1.04276559
-5.18359180,1.59099660,0.01341779,0.02006791,0.49100845,0.28447078,0.09696464,0.03223375,1.03230009
-5.17758879,1.57174191,0.01387706,0.01980736,0.48908836,0.28174296,0.09561302,0.03239157,1.01888348
-5.17158579,1.54893137,0.01438770,0.01954921,0.48649145,0.27844188,0.09403283,0.03251269,1.00293065
-5.16558279,1.52335816,0.01496051,0.01930373,0.48356873,0.27471551,0.09227606,0.03260732,0.98495079
-5.15957979,1.49592817,0.01560654,0.01908255,0.48070913,0.27073243,0.09040243,0.03268606,0.96552813
-5.15357679,1.46762542,0.01633663,0.01889825,0.47832680,0.26667558,0.08847726,0.03275926,0.94529969
-5.14757379,1.43947443,0.01716100,0.01876393,0.47684703,0.26273524,0.08656919,0.03283633,0.92493096
-5.14157079,1.41250142,0.01808875,0.01869271,0.47669144,0.25910188,0.08474769,0.03292521,0.90509074
-5.13556778,1.38769601,0.01912739,0.01869727,0.47826295,0.25595892,0.08308072,0.03303182,0.88642646
-5.12956478,1.36597525,0.02028237,0.01878936,0.48193122,0.25347597,0.08163235,0.03315970,0.86954084
-5.12356178,1.34815136,0.02155671,0.01897940,0.48801889,0.25180258,0.08046069,0.03330975,0.85497108
-5.11755878,1.33490442,0.02295061,0.01927610,0.49678919,0.25106295,0.07961604,0.03348013,0.84317113
-5.11155578,1.32676084,0.02446120,0.01968610,0.50843537,0.25135165,0.07913933,0.03366633,0.83449783
-5.10555278,1.32407820,0.02608234,0.02021374,0.52307210,0.25273045,0.07906101,0.03386137,0.82920106
-5.09954977,1.32703669,0.02780454,0.02086085,0.54072932,0.25522649,0.07940027,0.03405615,0.82741827
-5.09354677,1.33563696,0.02961495,0.02162665,0.56134847,0.25883165,0.08016460,0.03423987,0.82917307
-5.08754377,1.34970422,0.03149749,0.02250765,0.58478142,0.26350304,0.08134984,0.03440061,0.83437785
-5.08154077,1.36889776,0.03343309,0.02349771,0.61079185,0.26916477,0.08294043,0.03452584,0.84283999
-5.07553777,1.39272536,0.03540000,0.02458805,0.63905928,0.27571062,0.08491007,0.03460308,0.85427110
-5.06953477,1.42056170,0.03737421,0.02576739,0.66918545,0.28300760,0.08722259,0.03462041,0.86829878
-5.06353177,1.45166979,0.03932997,0.02702213,0.70070294,0.29090025,0.08983310,0.03456703,0.88448041
-5.05752876,1.48522454,0.04124035,0.02833653,0.73308581,0.29921544,0.09268918,0.03443369,0.90231819
-5.05152576,1.52033775,0.04307787,0.02969295,0.76576190,0.30776755,0.09573242,0.03421302,0.92127494
-5.04552276,1.55608339,0.04481514,0.03107219,0.79812657,0.31636386,0.09889978,0.03389982,0.94079019
-5.03951976,1.59152279,0.04642552,0.03245376,0.82955738,0.32480990,0.10212527,0.03349111,0.96029594
-5.03351676,1.62572874,0.04788377,0.03381624,0.85942946,0.33291473,0.10534143,0.03298624,0.97923180
-5.02751376,1.65780823,0.04916666,0.03513769,0.88713099,0.34049586,0.10848088,0.03238672,0.99705902
-5.02151076,1.68692312,0.05025351,0.03639601,0.91207851,0.34738385,0.11147785,0.03169611,1.01327324
-5.01550775,1.71230849,0.05112669,0.03756942,0.93373147,0.35342625,0.11426955,0.03091972,1.02741560
-5.00950475,1.73328836,0.05177198,0.03863684,0.95160569,0.35849101,0.11679750,0.03006435,1.03908214
-5.00350175,1.74928840,0.05217891,0.03957842,0.96528540,0.36246910,0.11900872,0.02913796,1.04793123
-4.99749875,1.75984573,0.05234088,0.04037590,0.97443328,0.36527643,0.12085672,0.02814931,1.05368914
-4.99149575,1.76461543,0.05225530,0.04101310,0.97879843,0.36685493,0.12230239,0.02710767,1.05615347
-4.98549275,1.76337397,0.05192349,0.04147630,0.97822199,0.36717292,0.12331465,0.02602248,1.05519470
-4.97948974,1.75601956,0.05135062,0.04175464,0.97264015,0.36622462,0.12387093,0.02490311,1.05075581
-4.97348674,1.74256955,0.05054539,0.04184039,0.96208462,0.36402904,0.12395739,0.02375865,1.04285007
-4.96748374,1.72315503,0.04951980,0.04172927,0.94668061,0.36062825,0.12356901,0.02259773,1.03155726
-4.96148074,1.69801307,0.04828873,0.04142056,0.92664226,0.35608504,0.12270935,0.02142837,1.01701841
-4.95547774,1.66747683,0.04686952,0.04091727,0.90226595,0.35048034,0.12139025,0.02025799,0.99942939
-4.94947474,1.63196400,0.04528155,0.04022610,0.87392161,0.34391019,0.11963120,0.01909331,0.97903359
-4.94347174,1.59196393,0.04354571,0.03935734,0.84204237,0.33648273,0.11745865,0.01794037,0.95611401
-4.93746873,1.54802403,0.04168399,0.03832475,0.80711310,0.32831504,0.11490517,0.01680460,0.93098497
-4.93146573,1.50073581,0.03971896,0.03714522,0.76965792,0.31953021,0.11200844,0.01569083,0.90398383
-4.92546273,1.45072098,0.03767341,0.03583845,0.73022742,0.31025448,0.10881025,0.01460337,0.87546289
-4.91945973,1.39861809,0.03556987,0.03442648,0.68938578,0.30061479,0.10535543,0.01354606,0.84578180
-4.91345673,1.34506997,0.03343032,0.03293321,0.64769824,0.29073659,0.10169079,0.01252237,0.81530059
-4.90745373,1.29071219,0.03127584,0.03138384,0.60571922,0.28074198,0.09786409,0.01153539,0.78437342
-4.90145073,1.23616285,0.02912633,0.02980428,0.56398144,0.27074828,0.09392309,0.01058793,0.75334329
-4.89544772,1.18201368,0.02700033,0.02822055,0.52298618,0.26086685,0.08991465,0.00968252,0.72253752
-4.88944472,1.12882252,0.02491482,0.02665816,0.48319503,0.25120226,0.08588399,0.00882145,0.69226417
-4.88344172,1.07710721,0.02288509,0.02514156,0.44502297,0.24185164,0.08187401,0.00800682,0.66280920
-4.87743872,1.02734061,0.02092467,0.02369359,0.40883317,0.23290422,0.07792475,0.00724050,0.63443435
-4.87143572,0.97994697,0.01904527,0.02233496,0.37493331,0.22444097,0.07407300,0.00652419,0.60737567
-4.86543272,0.93529913,0.01725681,0.02108383,0.34357345,0.21653434,0.07035200,0.00585944,0.58184246
-4.85942971,0.89371686,0.01556738,0.01995548,0.31494543,0.20924796,0.06679121,0.00524766,0.55801675
-4.85342671,0.85546597,0.01398337,0.01896203,0.28918370,0.20263639,0.06341630,0.00469018,0.53605309
-4.84742371,0.82075832,0.01250951,0.01811227,0.26636742,0.19674496,0.06024911,0.00418829,0.51607863
-4.84142071,0.78975263,0.01114902,0.01741156,0.24652380,0.19160953,0.05730776,0.00374329,0.49819373
-4.83541771,0.76255631,0.00990374,0.01686194,0.22963245,0.18725649,0.05460684,0.00335660,0.48247277
-4.82941471,0.73922826,0.00877426,0.01646217,0.21563069,0.18370280,0.05215766,0.00302981,0.46896562
-4.82341171,0.71978271,0.00776015,0.01620802,0.20441957,0.18095637,0.04996857,0.00276475,0.45769956
-4.81740870,0.70419440,0.00686008,0.01609257,0.19587055,0.17901663,0.04804537,0.00256364,0.44868187
-4.81140570,0.69240489,0.00607206,0.01610665,0.18983259,0.17787549,0.04639172,0.00242911,0.44190321
-4.80540270,0.68433018,0.00539359,0.01623930,0.18613953,0.17751866,0.04500969,0.00236433,0.43734160
-4.79939970,0.67986943,0.00482186,0.01647832,0.18461750,0.17792735,0.04390031,0.00237303,0.43496718
-4.79339670,0.67891471,0.00435394,0.01681091,0.18509225,0.17908026,0.04306409,0.00245953,0.43474753
-4.78739370,0.68136129,0.00398685,0.01722425,0.18739617,0.18095588,0.04250170,0.00262879,0.43665341
-4.78139070,0.68711820,0.00371776,0.01770615,0.19137470,0.18353492,0.04221448,0.00288634,0.44066465
-4.77538769,0.69611846,0.00354404,0.01824566,0.19689197,0.18680280,0.04220501,0.00323819,0.44677587
-4.76938469,0.70832839,0.00346332,0.01883365,0.20383550,0.19075195,0.04247758,0.00369077,0.45500159
-4.76338169,0.72375530,0.00347352,0.01946331,0.21211965,0.19538381,0.04303852,0.00425071,0.46538050
-4.75737869,0.74245296,0.00357279,0.02013059,0.22168769,0.20071032,0.04389643,0.00492466,0.47797816
-4.75137569,0.76452419,0.00375946,0.02083443,0.23251235,0.20675470,0.04506222,0.00571897,0.49288806
-4.74537269,0.79011995,0.00403197,0.02157703,0.24459468,0.21355150,0.04654895,0.00663947,0.51023043
-4.73936968,0.81943475,0.00438864,0.02236378,0.25796131,0.22114556,0.04837139,0.00769106,0.53014876
-4.73336668,0.85269790,0.00482761,0.02320315,0.27266001,0.22959005,0.05054544,0.00887736,0.55280368
-4.72736368,0.89016080,0.00534656,0.02410641,0.28875365,0.23894351,0.05308725,0.01020036,0.57836445
-4.72136068,0.93208037,0.00594256,0.02508713,0.30631286,0.24926590,0.05601212,0.01166001,0.60699798
-4.71535768,0.97869928,0.00661184,0.02616053,0.32540753,0.26061382,0.05933329,0.01325389,0.63885590
-4.70935468,1.03022347,0.00734962,0.02734280,0.34609753,0.27303513,0.06306047,0.01497686,0.67406006
-4.70335168,1.08679817,0.00814993,0.02865015,0.36842302,0.28656314,0.06719837,0.01682084,0.71268706
-4.69734867,1.14848333,0.00900546,0.03009789,0.39239486,0.30121068,0.07174521,0.01877456,0.75475273
-4.69134567,1.21522989,0.00990752,0.03169944,0.41798543,0.31696444,0.07669127,0.02082350,0.80019704
-4.68534267,1.28685805,0.01084599,0.03346530,0.44512061,0.33377981,0.08201756,0.02294988,0.84887072
-4.67933967,1.36303899,0.01180933,0.03540209,0.47367303,0.35157655,0.08769476,0.02513273,0.90052405
-4.67333667,1.44328115,0.01278472,0.03751167,0.50345739,0.37023572,0.09368242,0.02734817,0.95479887
-4.66733367,1.52692231,0.01375824,0.03979042,0.53422786,0.38959794,0.09992858,0.02956970,1.01122439
-4.66133067,1.61312811,0.01471505,0.04222857,0.56567807,0.40946335,0.10636972,0.03176871,1.06921736
-4.65532766,1.70089778,0.01563977,0.04480989,0.59744379,0.42959327,0.11293130,0.03391500,1.12808690
-4.64932466,1.78907727,0.01651678,0.04751152,0.62910826,0.44971365,0.11952862,0.03597747,1.18704427
-4.64332166,1.87637970,0.01733064,0.05030406,0.66021021,0.46952035,0.12606830,0.03792480,1.24521731
-4.63731866,1.96141271,0.01806650,0.05315195,0.69025431,0.48868595,0.13245012,0.03972627,1.30166936
-4.63131566,2.04271191,0.01871052,0.05601415,0.71872374,0.50686803,0.13856929,0.04135250,1.35542205
-4.62531266,2.11877941,0.01925026,0.05884496,0.74509437,0.52371862,0.14431910,0.04277630,1.40548125
-4.61930965,2.18812591,0.01967512,0.06159522,0.76885017,0.53889437,0.14959368,0.04397333,1.45086520
-4.61330665,2.24931497,0.01997662,0.06421363,0.78949908,0.55206717,0.15429110,0.04492284,1.49063375
-4.60730365,2.30100761,0.02014866,0.06664820,0.80658891,0.56293480,0.15831633,0.04560823,1.52391773
-4.60130065,2.34200550,0.02018777,0.06884788,0.81972235,0.57123107,0.16158421,0.04601755,1.54994698
-4.59529765,2.37129104,0.02009317,0.07076417,0.82857077,0.57673520,0.16402223,0.04614378,1.56807623
-4.58929465,2.38806264,0.01986681,0.07235275,0.83288602,0.57927998,0.16557295,0.04598508,1.57780759
-4.58329165,2.39176385,0.01951329,0.07357502,0.83250981,0.57875838,0.16619602,0.04554481,1.57880868
-4.57728864,2.38210501,0.01903970,0.07439944,0.82738032,0.57512843,0.16586977,0.04483139,1.57092584
-4.57128564,2.35907667,0.01845541,0.07480277,0.81753574,0.56841606,0.16459219,0.04385807,1.55419177
-4.56528264,2.32295432,0.01777170,0.07477094,0.80311459,0.55871594,0.16238131,0.04264251,1.52882734
-4.55927964,2.27429402,0.01700149,0.07429971,0.78435286,0.54619019,0.15927500,0.04120627,1.49523750
-4.55327664,2.21391950,0.01615887,0.07339497,0.76157813,0.53106514,0.15533019,0.03957420,1.45400156
-4.54727364,2.14290102,0.01525873,0.07207272,0.73520091,0.51362610,0.15062144,0.03777372,1.40585820
-4.54127064,2.06252704,0.01431629,0.07035868,0.70570353,0.49421064,0.14523908,0.03583409,1.35168592
-4.53526763,1.97426990,0.01334677,0.06828765,0.67362716,0.47320028,0.13928686,0.03378567,1.29247963
-4.52926463,1.87974666,0.01236493,0.06590250,0.63955742,0.45101127,0.13287930,0.03165913,1.22932442
-4.52326163,1.78067683,0.01138479,0.06325297,0.60410904,0.42808449,0.12613873,0.02948473,1.16336738
-4.51725863,1.67883837,0.01041929,0.06039423,0.56791033,0.40487492,0.11919221,0.02729166,1.09578857
-4.51125563,1.57602351,0.00948011,0.05738534,0.53158777,0.38184106,0.11216844,0.02510743,1.02777210
-4.50525263,1.47399588,0.00857745,0.05428755,0.49575144,0.35943450,0.10519466,0.02295738,0.96047822
-4.49924962,1.37445015,0.00771994,0.05116269,0.46098147,0.33808994,0.09839376,0.02086424,0.89501727
-4.49324662,1.27897525,0.00691459,0.04807146,0.42781603,0.31821595,0.09188159,0.01884784,0.83242612
