energy_ev,total_up,Al_p_up,Al_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.68784392,0.55401547,0.03712190,0.00000000,0.01292920,0.33499209,0.12447314,0.18181253
-5.68184092,0.55524420,0.03716857,0.00000000,0.01298299,0.33572722,0.12688765,0.18264811
-5.67583792,0.55683570,0.03719476,0.00000000,0.01301647,0.33658744,0.12958473,0.18361039
-5.66983492,0.55923070,0.03723154,0.00000000,0.01303866,0.33783417,0.13272607,0.18483341
-5.66383192,0.56293553,0.03731434,0.00000000,0.01305968,0.33976720,0.13649136,0.18646934
-5.65782891,0.56850500,0.03748193,0.00000000,0.01309038,0.34271451,0.14107406,0.18868258
-5.65182591,0.57652238,0.03777497,0.00000000,0.01314181,0.34702044,0.14667640,0.19164320
-5.64582291,0.58757706,0.03823453,0.00000000,0.01322478,0.35303258,0.15350374,0.19551967
-5.63981991,0.60224089,0.03890050,0.00000000,0.01334931,0.36108801,0.16175862,0.20047145
-5.63381691,0.62104426,0.03980989,0.00000000,0.01352419,0.37149942,0.17163451,0.20664160
-5.62781391,0.64445283,0.04099524,0.00000000,0.01375651,0.38454178,0.18330975,0.21414989
-5.62181091,0.67284600,0.04248304,0.00000000,0.01405130,0.40044020,0.19694170,0.22308675
-5.61580790,0.70649827,0.04429240,0.00000000,0.01441120,0.41935949,0.21266159,0.23350823
-5.60980490,0.74556423,0.04643384,0.00000000,0.01483630,0.44139606,0.23057007,0.24543258
-5.60380190,0.79006816,0.04890846,0.00000000,0.01532401,0.46657256,0.25073395,0.25883824
-5.59779890,0.83989880,0.05170739,0.00000000,0.01586912,0.49483562,0.27318404,0.27366388
-5.59179590,0.89480982,0.05481159,0.00000000,0.01646391,0.52605687,0.29791443,0.28981013
-5.58579290,0.95442611,0.05819208,0.00000000,0.01709846,0.56003739,0.32488314,0.30714331
-5.57978989,1.01825584,0.06181054,0.00000000,0.01776096,0.59651544,0.35401425,0.32550087
-5.57378689,1.08570802,0.06562032,0.00000000,0.01843821,0.63517720,0.38520124,0.34469841
-5.56778389,1.15611490,0.06956780,0.00000000,0.01911612,0.67567012,0.41831161,0.36453792
-5.56178089,1.22875819,0.07359409,0.00000000,0.01978030,0.71761836,0.45319232,0.38481703
-5.55577789,1.30289812,0.07763694,0.00000000,0.02041665,0.76063943,0.48967586,0.40533848
-5.54977489,1.37780391,0.08163288,0.00000000,0.02101192,0.80436138,0.52758655,0.42591977
-5.54377189,1.45278412,0.08551942,0.00000000,0.02155431,0.84843965,0.56674669,0.44640206
-5.53776888,1.52721537,0.08923727,0.00000000,0.02203389,0.89257248,0.60698206,0.46665805
-5.53176588,1.60056783,0.09273244,0.00000000,0.02244304,0.93651424,0.64812656,0.48659836
-5.52576288,1.67242611,0.09595811,0.00000000,0.02277667,0.98008572,0.69002546,0.50617582
-5.51975988,1.74250420,0.09887621,0.00000000,0.02303246,1.02318077,0.73253712,0.52538755
-5.51375688,1.81065353,0.10145870,0.00000000,0.02321080,1.06576877,0.77553295,0.54427457
-5.50775388,1.87686353,0.10368823,0.00000000,0.02331471,1.10789274,0.81889561,0.56291879
-5.50175088,1.94125445,0.10555849,0.00000000,0.02334963,1.14966286,0.86251547,0.58143752
-5.49574787,2.00406263,0.10707400,0.00000000,0.02332300,1.19124588,0.90628566,0.59997575
-5.48974487,2.06561883,0.10824931,0.00000000,0.02324388,1.23285072,0.95009586,0.61869648
-5.48374187,2.12632076,0.10910793,0.00000000,0.02312236,1.27471091,0.99382549,0.63776964
-5.47773887,2.18660107,0.10968069,0.00000000,0.02296907,1.31706504,1.03733667,0.65736008
-5.47173587,2.24689270,0.11000392,0.00000000,0.02279452,1.36013594,1.08046753,0.67761542
-5.46573287,2.30759312,0.11011730,0.00000000,0.02260863,1.40410992,1.12302655,0.69865423
-5.45972986,2.36902986,0.11006172,0.00000000,0.02242017,1.44911716,1.16478834,0.72055542
-5.45372686,2.43142876,0.10987710,0.00000000,0.02223634,1.49521433,1.20549130,0.74334916
-5.44772386,2.49488702,0.10960029,0.00000000,0.02206247,1.54237045,1.24483764,0.76701015
-5.44172086,2.55935243,0.10926333,0.00000000,0.02190175,1.59045671,1.28249582,0.79145332
-5.43571786,2.62460981,0.10889187,0.00000000,0.02175518,1.63924095,1.31810541,0.81653249
-5.42971486,2.69027551,0.10850412,0.00000000,0.02162157,1.68838698,1.35128443,0.84204184
-5.42371186,2.75580020,0.10811015,0.00000000,0.02149767,1.73745886,1.38163859,0.86772028
-5.41770885,2.82047976,0.10771168,0.00000000,0.02137848,1.78592997,1.40877228,0.89325841
-5.41170585,2.88347360,0.10730229,0.00000000,0.02125752,1.83319619,1.43230052,0.91830773
-5.40570285,2.94382952,0.10686810,0.00000000,0.02112729,1.87859285,1.45186136,0.94249159
-5.39969985,3.00051379,0.10638879,0.00000000,0.02097967,1.92141424,1.46712807,0.96541731
-5.39369685,3.05244483,0.10583887,0.00000000,0.02080642,1.96093496,1.47782042,0.98668897
-5.38769385,3.09852900,0.10518929,0.00000000,0.02059962,1.99643214,1.48371457,1.00592002
-5.38169085,3.13769674,0.10440909,0.00000000,0.02035208,2.02720727,1.48465087,1.02274536
-5.37568784,3.16893750,0.10346709,0.00000000,0.02005772,2.05260712,1.48053949,1.03683228
-5.36968484,3.19133208,0.10233358,0.00000000,0.01971182,2.07204259,1.47136341,1.04788971
-5.36368184,3.20408109,0.10098188,0.00000000,0.01931130,2.08500508,1.45717883,1.05567565
-5.35767884,3.20652869,0.09938965,0.00000000,0.01885476,2.09107973,1.43811308,1.06000246
-5.35167584,3.19818082,0.09754004,0.00000000,0.01834256,2.08995538,1.41436019,1.06073998
-5.34567284,3.17871782,0.09542251,0.00000000,0.01777676,2.08143104,1.38617454,1.05781647
-5.33966983,3.14800105,0.09303334,0.00000000,0.01716098,2.06541893,1.35386300,1.05121766
-5.33366683,3.10607408,0.09037589,0.00000000,0.01650021,2.04194426,1.31777593,1.04098401
-5.32766383,3.05315860,0.08746051,0.00000000,0.01580058,2.01114219,1.27829776,1.02720661
-5.32166083,2.98964572,0.08430425,0.00000000,0.01506907,1.97325209,1.23583741,1.01002195
-5.31565783,2.91608349,0.08093030,0.00000000,0.01431323,1.92860984,1.19081910,0.98960610
-5.30965483,2.83316118,0.07736723,0.00000000,0.01354093,1.87763842,1.14367396,0.96616846
-5.30365183,2.74169136,0.07364815,0.00000000,0.01276004,1.82083727,1.09483260,0.93994555
-5.29764882,2.64259040,0.06980978,0.00000000,0.01197819,1.75877094,1.04471893,0.91119500
-5.29164582,2.53685812,0.06589138,0.00000000,0.01120262,1.69205728,0.99374531,0.88019007
-5.28564282,2.42555732,0.06193385,0.00000000,0.01043994,1.62135553,0.94230895,0.84721470
-5.27963982,2.30979358,0.05797877,0.00000000,0.00969607,1.54735465,0.89078959,0.81255925
-5.27363682,2.19069596,0.05406749,0.00000000,0.00897613,1.47076197,0.83954821,0.77651689
-5.26763382,2.06939869,0.05024046,0.00000000,0.00828442,1.39229231,0.78892661,0.73938067
-5.26163082,1.94702440,0.04653653,0.00000000,0.00762442,1.31265790,0.73924766,0.70144102
-5.25562781,1.82466867,0.04299245,0.00000000,0.00699885,1.23255878,0.69081589,0.66298377
-5.24962481,1.70338637,0.03964246,0.00000000,0.00640968,1.15267413,0.64391821,0.62428837
-5.24362181,1.58417941,0.03651804,0.00000000,0.00585825,1.07365425,0.59882462,0.58562631
-5.23761881,1.46798622,0.03364768,0.00000000,0.00534536,0.99611335,0.55578857,0.54725957
-5.23161581,1.35567268,0.03105678,0.00000000,0.00487134,0.92062313,0.51504692,0.50943906
-5.22561281,1.24802440,0.02876755,0.00000000,0.00443613,0.84770715,0.47681939,0.47240285
-5.21960980,1.14574047,0.02679900,0.00000000,0.00403939,0.77783603,0.44130735,0.43637445
-5.21360680,1.04942831,0.02516688,0.00000000,0.00368053,0.71142341,0.40869209,0.40156082
-5.20760380,0.95959976,0.02388362,0.00000000,0.00335881,0.64882280,0.37913242,0.36815046
-5.20160080,0.87666818,0.02295823,0.00000000,0.00307333,0.59032523,0.35276189,0.33631140
-5.19559780,0.80094665,0.02239615,0.00000000,0.00282309,0.53615778,0.32968549,0.30618936
-5.18959480,0.73264716,0.02219907,0.00000000,0.00260697,0.48648301,0.30997627,0.27790617
-5.18359180,0.67188073,0.02236469,0.00000000,0.00242376,0.44139920,0.29367181,0.25155841
-5.17758879,0.61865871,0.02288643,0.00000000,0.00227214,0.40094156,0.28077084,0.22721652
-5.17158579,0.57289502,0.02375319,0.00000000,0.00215065,0.36508428,0.27123029,0.20492446
-5.16558279,0.53440964,0.02494902,0.00000000,0.00205768,0.33374345,0.26496284,0.18469989
-5.15957979,0.50293328,0.02645294,0.00000000,0.00199144,0.30678087,0.26183530,0.16653497
-5.15357679,0.47811333,0.02823875,0.00000000,0.00195000,0.28400870,0.26166794,0.15039787
-5.14757379,0.45952128,0.03027501,0.00000000,0.00193117,0.26519486,0.26423508,0.13623482
-5.14157079,0.44666143,0.03252512,0.00000000,0.00193263,0.25006922,0.26926685,0.12397278
-5.13556778,0.43898114,0.03494758,0.00000000,0.00195182,0.23833045,0.27645251,0.11352269
-5.12956478,0.43588243,0.03749649,0.00000000,0.00198602,0.22965346,0.28544511,0.10478314
-5.12356178,0.43673488,0.04012216,0.00000000,0.00203238,0.22369731,0.29586766,0.09764431
-5.11755878,0.44088967,0.04277201,0.00000000,0.00208792,0.22011349,0.30732063,0.09199228
-5.11155578,0.44769449,0.04539159,0.00000000,0.00214962,0.21855435,0.31939061,0.08771328
-5.10555278,0.45650897,0.04792584,0.00000000,0.00221444,0.21868154,0.33165999,0.08469804
-5.09954977,0.46672034,0.05032042,0.00000000,0.00227941,0.22017424,0.34371724,0.08284581
-5.09354677,0.47775864,0.05252315,0.00000000,0.00234168,0.22273689,0.35516749,0.08206812
-5.08754377,0.48911119,0.05448543,0.00000000,0.00239859,0.22610634,0.36564311,0.08229206
-5.08154077,0.50033552,0.05616373,0.00000000,0.00244773,0.23005790,0.37481364,0.08346285
-5.07553777,0.51107051,0.05752085,0.00000000,0.00248699,0.23441030,0.38239491,0.08554580
-5.06953477,0.52104487,0.05852712,0.00000000,0.00251466,0.23902921,0.38815671,0.08852722
-5.06353177,0.53008278,0.05916129,0.00000000,0.00252938,0.24382915,0.39192886,0.09241460
-5.05752876,0.53810615,0.05941124,0.00000000,0.00253027,0.24877363,0.39360524,0.09723556
-5.05152576,0.54513334,0.05927429,0.00000000,0.00251685,0.25387345,0.39314562,0.10303594
-5.04552276,0.55127419,0.05875726,0.00000000,0.00248913,0.25918317,0.39057523,0.10987681
-5.03951976,0.55672142,0.05787615,0.00000000,0.00244750,0.26479580,0.38598205,0.11783045
-5.03351676,0.56173869,0.05665550,0.00000000,0.00239280,0.27083581,0.37951186,0.12697561
-5.02751376,0.56664568,0.05512749,0.00000000,0.00232619,0.27745081,0.37136144,0.13739192
-5.02151076,0.57180085,0.05333071,0.00000000,0.00224915,0.28480212,0.36177013,0.14915395
-5.01550775,0.57758241,0.05130884,0.00000000,0.00216341,0.29305471,0.35101015,0.16232488
-5.00950475,0.58436870,0.04910908,0.00000000,0.00207087,0.30236687,0.33937630,0.17695026
-5.00350175,0.59251845,0.04678063,0.00000000,0.00197355,0.31288016,0.32717528,0.19305209
-4.99749875,0.60235223,0.04437308,0.00000000,0.00187353,0.32471013,0.31471549,0.21062351
-4.99149575,0.61413587,0.04193496,0.00000000,0.00177285,0.33793835,0.30229739,0.22962450
-4.98549275,0.62806669,0.03951235,0.00000000,0.00167349,0.35260603,0.29020528,0.24997876
-4.97948974,0.64426335,0.03714780,0.00000000,0.00157733,0.36870993,0.27870053,0.27157215
-4.97348674,0.66275993,0.03487934,0.00000000,0.00148607,0.38620048,0.26801674,0.29425278
-4.96748374,0.68350451,0.03273991,0.00000000,0.00140127,0.40498270,0.25835690,0.31783300
-4.96148074,0.70636262,0.03075696,0.00000000,0.00132429,0.42491959,0.24989269,0.34209316
-4.95547774,0.73112531,0.02895242,0.00000000,0.00125631,0.44583833,0.24276578,0.36678724
-4.94947474,0.75752161,0.02734282,0.00000000,0.00119838,0.46753866,0.23709111,0.39165016
-4.94347174,0.78523485,0.02593977,0.00000000,0.00115139,0.48980348,0.23296163,0.41640645
-4.93746873,0.81392206,0.02475060,0.00000000,0.00111616,0.51241091,0.23045451,0.44078004
-4.93146573,0.84323552,0.02377906,0.00000000,0.00109344,0.53514745,0.22963804,0.46450472
-4.92546273,0.87284534,0.02302628,0.00000000,0.00108400,0.55782147,0.23057905,0.48733483
-4.91945973,0.90246210,0.02249163,0.00000000,0.00108866,0.58027644,0.23335018,0.50905570
-4.91345673,0.93185815,0.02217362,0.00000000,0.00110832,0.60240314,0.23803659,0.52949330
-4.90745373,0.96088665,0.02207070,0.00000000,0.00114405,0.62415028,0.24474167,0.54852270
-4.90145073,0.98949720,0.02218201,0.00000000,0.00119708,0.64553281,0.25359131,0.56607494
-4.89544772,1.01774723,0.02250785,0.00000000,0.00126885,0.66663761,0.26473635,0.58214189
-4.88944472,1.04580850,0.02305000,0.00000000,0.00136101,0.68762594,0.27835303,0.59677893
-4.88344172,1.07396817,0.02381188,0.00000000,0.00147545,0.70873265,0.29464116,0.61010529
-4.87743872,1.10262430,0.02479838,0.00000000,0.00161421,0.73026190,0.31382001,0.62230196
-4.87143572,1.13227584,0.02601553,0.00000000,0.00177956,0.75257952,0.33612200,0.63360736
-4.86543272,1.16350730,0.02746993,0.00000000,0.00197381,0.77610226,0.36178424,0.64431075
-4.85942971,1.19696878,0.02916798,0.00000000,0.00219939,0.80128413,0.39103821,0.65474388
-4.85342671,1.23335191,0.03111501,0.00000000,0.00245863,0.82860051,0.42409795,0.66527091
-4.84742371,1.27336277,0.03331430,0.00000000,0.00275378,0.85853034,0.46114727,0.67627713
-4.84142071,1.31769260,0.03576602,0.00000000,0.00308682,0.89153724,0.50232625,0.68815684
-4.83541771,1.36698751,0.03846625,0.00000000,0.00345943,0.92804993,0.54771792,0.70130066
-4.82941471,1.42181822,0.04140600,0.00000000,0.00387280,0.96844295,0.59733538,0.71608266
-4.82341171,1.48265095,0.04457051,0.00000000,0.00432757,1.01301791,0.65111022,0.73284775
-4.81740870,1.54982046,0.04793857,0.00000000,0.00482371,1.06198629,0.70888259,0.75189943
-4.81140570,1.62350624,0.05148221,0.00000000,0.00536042,1.11545404,0.77039364,0.77348834
-4.80540270,1.70371267,0.05516666,0.00000000,0.00593607,1.17340867,0.83528068,0.79780174
-4.79939970,1.79025388,0.05895053,0.00000000,0.00654812,1.23570918,0.90307543,0.82495418
-4.79339670,1.88274396,0.06278642,0.00000000,0.00719311,1.30207924,0.97320576,0.85497968
-4.78739370,1.98059294,0.06662173,0.00000000,0.00786662,1.37210400,1.04500091,0.88782537
-4.78139070,2.08300889,0.07039985,0.00000000,0.00856333,1.44523064,1.11770034,0.92334716
-4.77538769,2.18900632,0.07406148,0.00000000,0.00927703,1.52077295,1.19046605,0.96130744
-4.76938469,2.29742088,0.07754625,0.00000000,0.01000077,1.59792000,1.26239814,1.00137505
-4.76338169,2.40693032,0.08079443,0.00000000,0.01072691,1.67574886,1.33255329,1.04312791
-4.75737869,2.51608124,0.08374866,0.00000000,0.01144730,1.75324142,1.39996553,1.08605838
-4.75137569,2.62332138,0.08635576,0.00000000,0.01215345,1.82930493,1.46366895,1.12958148
-4.74537269,2.72703658,0.08856835,0.00000000,0.01283673,1.90279617,1.52272150,1.17304618
-4.73936968,2.82559179,0.09034639,0.00000000,0.01348859,1.97254863,1.57622919,1.21574964
-4.73336668,2.91737491,0.09165844,0.00000000,0.01410076,2.03740219,1.62337002,1.25695423
-4.72736368,3.00084242,0.09248273,0.00000000,0.01466554,2.09623466,1.66341680,1.29590719
-4.72136068,3.07456548,0.09280784,0.00000000,0.01517596,2.14799420,1.69575817,1.33186226
-4.71535768,3.13727487,0.09263307,0.00000000,0.01562605,2.19173179,1.71991711,1.36410293
-4.70935468,3.18790349,0.09196845,0.00000000,0.01601101,2.22663266,1.73556631,1.39196637
-4.70335168,3.22562469,0.09083450,0.00000000,0.01632741,2.25204550,1.74253997,1.41486731
-4.69734867,3.24988505,0.08926151,0.00000000,0.01657330,2.26750853,1.74084143,1.43232090
-4.69134567,3.26043006,0.08728868,0.00000000,0.01674835,2.27277109,1.73064668,1.44396352
-4.68534267,3.25732179,0.08496290,0.00000000,0.01685386,2.26781004,1.71230318,1.44957065
-4.67933967,3.24094720,0.08233742,0.00000000,0.01689277,2.25283988,1.68632445,1.44907089
-4.67333667,3.21201676,0.07947034,0.00000000,0.01686964,2.22831613,1.65338014,1.44255526
-4.66733367,3.17155291,0.07642296,0.00000000,0.01679052,2.19493138,1.61428218,1.43028131
-4.66133067,3.12086845,0.07325819,0.00000000,0.01666278,2.15360395,1.56996721,1.41267149
-4.65532766,3.06153535,0.07003890,0.00000000,0.01649493,2.10545922,1.52147579,1.39030572
-4.64932466,2.99534481,0.06682637,0.00000000,0.01629637,2.05180404,1.46992909,1.36390811
-4.64332166,2.92425977,0.06367882,0.00000000,0.01607707,1.99409489,1.41650351,1.33432837
-4.63731866,2.85036127,0.06065011,0.00000000,0.01584730,1.93390060,1.36240394,1.30251815
-4.63131566,2.77579054,0.05778856,0.00000000,0.01561728,1.87286096,1.30883647,1.26950349
-4.62531266,2.70268851,0.05513601,0.00000000,0.01539685,1.81264219,1.25698101,1.23635392
-4.61930965,2.63313487,0.05272704,0.00000000,0.01519515,1.75489099,1.20796460,1.20414965
-4.61330665,2.56908849,0.05058843,0.00000000,0.01502029,1.70118837,1.16283595,1.17394775
-4.60730365,2.51233125,0.04873877,0.00000000,0.01487910,1.65300475,1.12254180,1.14674866
-4.60130065,2.46441686,0.04718838,0.00000000,0.01477689,1.61165786,1.08790556,1.12346420
-4.59529765,2.42662630,0.04593938,0.00000000,0.01471724,1.57827457,1.05960871,1.10488801
-4.58929465,2.39993126,0.04498591,0.00000000,0.01470191,1.55375795,1.03817538,1.09166975
-4.58329165,2.38496644,0.04431464,0.00000000,0.01473075,1.53876053,1.02396029,1.08429358
-4.57728864,2.38201163,0.04390537,0.00000000,0.01480170,1.53366448,1.01714057,1.08306192
-4.57128564,2.39098395,0.04373182,0.00000000,0.01491089,1.53856956,1.01771146,1.08808476
-4.56528264,2.41144043,0.04376251,0.00000000,0.01505276,1.55328901,1.02548627,1.09927513
-4.55927964,2.44259088,0.04396180,0.00000000,0.01522024,1.57735366,1.04010046,1.11635064
-4.55327664,2.48332049,0.04429097,0.00000000,0.01540500,1.61002426,1.06102015,1.13884121
-4.54727364,2.53222178,0.04470933,0.00000000,0.01559777,1.65031157,1.08755478,1.16610261
-4.54127064,2.58763474,0.04517547,0.00000000,0.01578865,1.69700389,1.11887384,1.19733556
-4.53526763,2.64769418,0.04564829,0.00000000,0.01596743,1.74870112,1.15402746,1.23160952
-4.52926463,2.71038289,0.04608824,0.00000000,0.01612397,1.80385447,1.19197030,1.26789074
-4.52326163,2.77358918,0.04645825,0.00000000,0.01624855,1.86081063,1.23158835,1.30507334
-4.51725863,2.83516690,0.04672476,0.00000000,0.01633219,1.91785904,1.27172790,1.34201264
-4.51125563,2.89299637,0.04685847,0.00000000,0.01636696,1.97328077,1.31122584,1.37755945
-4.50525263,2.94504419,0.04683508,0.00000000,0.01634620,2.02539758,1.34894052,1.41059433
-4.49924962,2.98942012,0.04663575,0.00000000,0.01626481,2.07261923,1.38378205,1.44006051
-4.49324662,3.02442923,0.04624748,0.00000000,0.01611936,2.11348789,1.41474119,1.46499439
-4.48724362,3.04861758,0.04566324,0.00000000,0.01590816,2.14671779,1.44091576,1.48455268
-4.48124062,3.06081004,0.04488204,0.00000000,0.01563138,2.17122903,1.46153375,1.49803510
-4.47523762,3.06013910,0.04390867,0.00000000,0.01529099,2.18617435,1.47597224,1.50490205
-4.46923462,3.04606377,0.04275348,0.00000000,0.01489066,2.19095821,1.48377162,1.50478670
-4.46323162,3.01837829,0.04143191,0.00000000,0.01443571,2.18524750,1.48464471,1.49750126
-4.45722861,2.97721060,0.03996393,0.00000000,0.01393292,2.16897408,1.47848050,1.48303738
-4.45122561,2.92301100,0.03837349,0.00000000,0.01339032,2.14232918,1.46534266,1.46156094
-4.44522261,2.85653202,0.03668784,0.00000000,0.01281704,2.10575044,1.44546321,1.43340185
-4.43921961,2.77880052,0.03493687,0.00000000,0.01222305,2.05990244,1.41923163,1.39903927
-4.43321661,2.69108376,0.03315245,0.00000000,0.01161893,2.00565191,1.38718040,1.35908352
-4.42721361,2.59485096,0.03136787,0.00000000,0.01101574,1.94403907,1.34996763,1.31425528
-4.42121061,2.49173223,0.02961723,0.00000000,0.01042470,1.87624630,1.30835766,1.26536332
-4.41520760,2.38347669,0.02793498,0.00000000,0.00985715,1.80356584,1.26320064,1.21328179
-4.40920460,2.27191127,0.02635550,0.00000000,0.00932425,1.72736761,1.21541191,1.15892782
-4.40320160,2.15890169,0.02491278,0.00000000,0.00883698,1.64906843,1.16595183,1.10324043
-4.39719860,2.04631671,0.02364010,0.00000000,0.00840591,1.57010343,1.11580671,1.04716132
-4.39119560,1.93599630,0.02256985,0.00000000,0.00804117,1.49190036,1.06597131,0.99161783
-4.38519260,1.82972411,0.02173332,0.00000000,0.00775230,1.41585709,1.01743293,0.93750856
-4.37918959,1.72920426,0.02116050,0.00000000,0.00754820,1.34332218,0.97115720,0.88569138
-4.37318659,1.63604195,0.02087990,0.00000000,0.00743699,1.27557854,0.92807546,0.83697379
-4.36718359,1.55172739,0.02091827,0.00000000,0.00742595,1.21382931,0.88907322,0.79210525
-4.36118059,1.47762208,0.02130034,0.00000000,0.00752133,1.15918577,0.85497951,0.75177101
-4.35517759,1.41494663,0.02204840,0.00000000,0.00772825,1.11265619,0.82655654,0.71658698
-4.34917459,1.36476914,0.02318186,0.00000000,0.00805051,1.07513522,0.80448936,0.68709507
-4.34317159,1.32799343,0.02471663,0.00000000,0.00849041,1.04739304,0.78937508,0.66375853
-4.33716858,1.30534644,0.02666457,0.00000000,0.00904855,1.03006398,0.78171157,0.64695703
-4.33116558,1.29736462,0.02903267,0.00000000,0.00972363,1.02363430,0.78188557,0.63698114
-4.32516258,1.30437934,0.03182240,0.00000000,0.01051227,1.02842927,0.79016030,0.63402622
-4.31915958,1.32650162,0.03502893,0.00000000,0.01140880,1.04459979,0.80666316,0.63818582
-4.31315658,1.36360703,0.03864039,0.00000000,0.01240515,1.07210929,0.83137378,0.64944499
-4.30715358,1.41532179,0.04263734,0.00000000,0.01349077,1.11072164,0.86411346,0.66767376
