energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.80790395,7.21579016,2.67271107,0.81301568,0.00779487,1.65356729,0.10307644,2.90058551,3.30755178,1.63084047
-5.80190095,7.32682202,2.63216566,0.82176258,0.00780782,1.71613365,0.10361538,2.90294248,3.37424647,1.68625709
-5.79589795,7.43509498,2.59082072,0.83011973,0.00785151,1.78071062,0.10401155,2.90119100,3.43889480,1.74318841
-5.78989495,7.53926998,2.54860549,0.83790857,0.00792191,1.84677876,0.10424493,2.89504670,3.50113863,1.80112165
-5.78389195,7.63791009,2.50540394,0.84493906,0.00801448,1.91371139,0.10429773,2.88428096,3.56056452,1.85945218
-5.77788894,7.72950106,2.46107045,0.85101506,0.00812424,1.98078031,0.10415495,2.86872818,3.61669973,1.91748861
-5.77188594,7.81247899,2.41544651,0.85594016,0.00824595,2.04716707,0.10380496,2.84829138,3.66901350,1.97446251
-5.76588294,7.88526513,2.36837729,0.85952377,0.00837421,2.11198007,0.10323999,2.82294616,3.71692469,2.02954296
-5.75987994,7.94630775,2.31972760,0.86158732,0.00850357,2.17427739,0.10245649,2.79274283,3.75981593,2.08185583
-5.75387694,7.99413015,2.26939609,0.86197025,0.00862868,2.23309467,0.10145542,2.75780706,3.79705449,2.13050739
-5.74787394,8.02738356,2.21732743,0.86053569,0.00874446,2.28747731,0.10024245,2.71833886,3.82801913,2.17461174
-5.74187094,8.04490309,2.16352171,0.85717561,0.00884615,2.33651581,0.09882799,2.67461015,3.85213206,2.21332096
-5.73586793,8.04576437,2.10804083,0.85181508,0.00892948,2.37938266,0.09722712,2.62696095,3.86889461,2.24585680
-5.72986493,8.02933824,2.05101175,0.84441571,0.00899077,2.41536927,0.09545935,2.57579431,3.87792457,2.27154259
-5.72386193,7.99534050,1.99262635,0.83497793,0.00902699,2.44392100,0.09354835,2.52156999,3.87899334,2.28983376
-5.71785893,7.94387373,1.93313835,0.82354209,0.00903586,2.46466853,0.09152140,2.46479707,3.87206032,2.30034538
-5.71185593,7.87545847,1.87285728,0.81018827,0.00901586,2.47745376,0.08940890,2.40602545,3.85730244,2.30287526
-5.70585293,7.79105107,1.81214003,0.79503487,0.00896629,2.48234864,0.08724364,2.34583648,3.83513649,2.29742120
-5.69984992,7.69204646,1.75138045,0.77823589,0.00888726,2.47966572,0.08506006,2.28483280,3.80623248,2.28419123
-5.69384692,7.58026440,1.69099757,0.75997720,0.00877966,2.46995934,0.08289348,2.22362757,3.77151645,2.26360608
-5.68784392,7.45791881,1.63142304,0.74047173,0.00864513,2.45401702,0.08077917,2.16283342,3.73216168,2.23629337
-5.68184092,7.32757056,1.57308840,0.71995397,0.00848600,2.43284104,0.07875154,2.10305124,3.68956822,2.20307353
-5.67583792,7.19206503,1.51641283,0.69867394,0.00830520,2.40762060,0.07684325,2.04485932,3.64533060,2.16493781
-5.66983492,7.05445635,1.46179186,0.67689085,0.00810618,2.37969555,0.07508437,1.98880312,3.60119502,2.12301913
-5.66383192,6.91792133,1.40958756,0.65486678,0.00789282,2.35051288,0.07350165,1.93538585,3.55900720,2.07855700
-5.65782891,6.78566622,1.36012057,0.63286062,0.00766933,2.32157794,0.07211779,1.88506050,3.52065315,2.03285778
-5.65182591,6.66083016,1.31366417,0.61112247,0.00744013,2.29440208,0.07095092,1.83822325,3.48799510,1.98725211
-5.64582291,6.54638905,1.27044066,0.58988871,0.00720977,2.27044907,0.07001405,1.79520868,3.46280543,1.94305122
-5.63981991,6.44506387,1.23061977,0.56937791,0.00698283,2.25108248,0.06931483,1.75628681,3.44670130,1.90150385
-5.63381691,6.35923691,1.19431930,0.54978760,0.00676384,2.23751609,0.06885531,1.72166199,3.44108301,1.86375563
-5.62781391,6.29087904,1.16160752,0.53129201,0.00655722,2.23076947,0.06863199,1.69147350,3.44707852,1.83081254
-5.62181091,6.24149088,1.13250708,0.51404068,0.00636720,2.23163049,0.06863587,1.66579776,3.46549660,1.80350965
-5.61580790,6.21205956,1.10700003,0.49815789,0.00619779,2.24062618,0.06885279,1.64465176,3.49679070,1.78248650
-5.60980490,6.20303241,1.08503355,0.48374283,0.00605272,2.25800304,0.06926387,1.62799749,3.54103481,1.76816970
-5.60380190,6.21430807,1.06652595,0.47087023,0.00593543,2.28371751,0.06984602,1.61574687,3.59791239,1.76076327
-5.59779890,6.24524465,1.05137242,0.45959143,0.00584902,2.31743669,0.07057267,1.60776688,3.66671873,1.76024680
-5.59179590,6.29468416,1.03945032,0.44993561,0.00579625,2.35854928,0.07141451,1.60388446,3.74637642,1.76638128
-5.58579290,6.36099145,1.03062352,0.44191113,0.00577950,2.40618595,0.07234030,1.60389093,3.83546336,1.77872190
-5.57978989,6.44210594,1.02474568,0.43550668,0.00580073,2.45924828,0.07331778,1.60754565,3.93225188,1.79663729
-5.57378689,6.53560349,1.02166224,0.43069231,0.00586148,2.51644487,0.07431452,1.61457867,4.03475738,1.81933394
-5.56778389,6.63876615,1.02121120,0.42742022,0.00596282,2.57633316,0.07529877,1.62469257,4.14079456,1.84588494
-5.56178089,6.74865684,1.02322252,0.42562525,0.00610529,2.63736516,0.07624024,1.63756334,4.24803891,1.87526158
-5.55577789,6.86219659,1.02751658,0.42522524,0.00628891,2.69793538,0.07711086,1.65284059,4.35409124,1.90636669
-5.54977489,6.97624177,1.03390166,0.42612117,0.00651306,2.75642917,0.07788535,1.67014733,4.45654284,1.93806852
-5.54377189,7.08765917,1.04217098,0.42819736,0.00677648,2.81126963,0.07854173,1.68907974,4.55303908,1.96923388
-5.53776888,7.19339700,1.05209954,0.43132177,0.00707723,2.86096166,0.07906171,1.70920730,4.64133940,1.99875963
-5.53176588,7.29055055,1.06344114,0.43534660,0.00741266,2.90413178,0.07943089,1.73007376,4.71937195,2.02560155
-5.52576288,7.37642106,1.07592620,0.44010933,0.00777937,2.93956247,0.07963887,1.75119938,4.78528141,2.04879996
-5.51975988,7.44856757,1.08926050,0.44543430,0.00817325,2.96622047,0.07967925,1.77208479,4.83746896,2.06750156
-5.51375688,7.50485103,1.10312546,0.45113512,0.00858948,2.98327825,0.07954949,1.79221693,4.87462374,2.08097707
-5.50775388,7.54347095,1.11718016,0.45701764,0.00902264,2.99012874,0.07925077,1.81107710,4.89574550,2.08863473
-5.50175088,7.56299471,1.13106525,0.46288394,0.00946674,2.98639318,0.07878768,1.82815129,4.90015858,2.09002950
-5.49574787,7.56237989,1.14440903,0.46853687,0.00991540,2.97192252,0.07816798,1.84294271,4.88751750,2.08486820
-5.48974487,7.54099019,1.15683546,0.47378538,0.01036198,2.94679297,0.07740232,1.85498618,4.85780493,2.07301100
-5.48374187,7.49860518,1.16797420,0.47845028,0.01079978,2.91129633,0.07650397,1.86386401,4.81132271,2.05446940
-5.47773887,7.43542447,1.17747201,0.48237028,0.01122223,2.86592591,0.07548859,1.86922276,4.74867701,2.02940132
-5.47173587,7.35206618,1.18500548,0.48540807,0.01162314,2.81135897,0.07437406,1.87079002,4.67075839,1.99810358
-5.46573287,7.24955994,1.19029415,0.48745609,0.01199695,2.74843638,0.07318032,1.86839056,4.57871785,1.96100226
-5.45972986,7.12933408,1.19311361,0.48844171,0.01233890,2.67814042,0.07192925,1.86196068,4.47393962,1.91864127
-5.45372686,6.99319666,1.19330770,0.48833152,0.01264532,2.60157128,0.07064459,1.85156006,4.35801135,1.87166946
-5.44772386,6.84330986,1.19079915,0.48713441,0.01291377,2.51992297,0.06935182,1.83737991,4.23269240,1.82082649
-5.44172086,6.68215717,1.18559781,0.48490316,0.01314322,2.43445892,0.06807806,1.81974695,4.09988055,1.76692765
-5.43571786,6.51250295,1.17780595,0.48173438,0.01333413,2.34648773,0.06685186,1.79912219,3.96157756,1.71084781
-5.42971486,6.33734399,1.16761991,0.47776672,0.01348854,2.25733932,0.06570296,1.77609436,3.81985364,1.65350457
-5.42371186,6.15985297,1.15532794,0.47317717,0.01360999,2.16834143,0.06466190,1.75136763,3.67681123,1.59584068
-5.41770885,5.98331431,1.14130373,0.46817565,0.01370349,2.08079687,0.06375953,1.72574368,3.53454814,1.53880591
-5.41170585,5.81105284,1.12599589,0.46299793,0.01377537,1.99596133,0.06302641,1.70009850,3.39512031,1.48333839
-5.40570285,5.64635683,1.10991359,0.45789713,0.01383302,1.91502206,0.06249205,1.67535465,3.26050455,1.43034572
-5.39969985,5.49239675,1.09360868,0.45313415,0.01388465,1.83907741,0.06218407,1.65244974,3.13256177,1.38068605
-5.39369685,5.35214223,1.07765515,0.44896741,0.01393897,1.76911762,0.06212721,1.63230246,3.01300116,1.33514945
-5.38769385,5.22827950,1.06262677,0.44564221,0.01400483,1.70600690,0.06234239,1.61577740,2.90334618,1.29443999
-5.38169085,5.12313237,1.04907375,0.44338039,0.01409084,1.65046742,0.06284564,1.60365023,2.80490314,1.25915898
-5.37568784,5.03858975,1.03749980,0.44237048,0.01420501,1.60306538,0.06364716,1.59657474,2.71873339,1.22978992
-5.36968484,4.97604263,1.02834040,0.44275908,0.01435433,1.56419979,0.06475042,1.59505327,2.64563001,1.20668566
-5.36368184,4.93633365,1.02194356,0.44464355,0.01454450,1.53409427,0.06615141,1.59941197,2.58610002,1.19005829
-5.35767884,4.91972162,1.01855404,0.44806675,0.01477958,1.51279240,0.06783809,1.60978221,2.54035300,1.17997234
-5.35167584,4.92586335,1.01830177,0.45301365,0.01506178,1.50015696,0.06979010,1.62608904,2.50829686,1.17634162
-5.34567284,4.95381403,1.02119516,0.45941042,0.01539131,1.49587333,0.07197867,1.64804759,2.48954125,1.17893004
-5.33966983,5.00204719,1.02711974,0.46712573,0.01576625,1.49945722,0.07436694,1.67516759,2.48340895,1.18735662
-5.33366683,5.06849404,1.03584217,0.47597444,0.01618260,1.51026663,0.07691046,1.70676632,2.48895514,1.20110477
-5.32766383,5.15060133,1.04701957,0.48572351,0.01663433,1.52751811,0.07955811,1.74198931,2.50499437,1.21953555
-5.32166083,5.24540620,1.06021373,0.49609982,0.01711357,1.55030664,0.08225325,1.77983838,2.53013431,1.24190477
-5.31565783,5.34962533,1.07490954,0.50679963,0.01761088,1.57762899,0.08493513,1.81920573,2.56281556,1.26738337
-5.30965483,5.45975539,1.09053689,0.51749940,0.01811551,1.60840953,0.08754055,1.85891291,2.60135623,1.29508044
-5.30365183,5.57218112,1.10649488,0.52786733,0.01861585,1.64152806,0.09000561,1.89775299,2.64399961,1.32406816
-5.29764882,5.68328694,1.12217736,0.53757528,0.01909981,1.67584843,0.09226763,1.93453431,2.68896367,1.35340778
-5.29164582,5.78956788,1.13699857,0.54631063,0.01955525,1.71024729,0.09426703,1.96812382,2.73449036,1.38217575
-5.28564282,5.88773568,1.15041768,0.55378741,0.01997047,1.74364184,0.09594920,1.99748854,2.77889320,1.40948897
-5.27963982,5.97481598,1.16196128,0.55975655,0.02033464,1.77501577,0.09726623,2.02173305,2.82060132,1.43452846
-5.27363682,6.04823317,1.17124269,0.56401458,0.02063818,1.80344246,0.09817843,2.04013185,2.85819875,1.45656033
-5.26763382,6.10587961,1.17797741,0.56641072,0.02087319,1.82810474,0.09865562,2.05215502,2.89045733,1.47495357
-5.26163082,6.14616728,1.18199409,0.56685190,0.02103367,1.84831067,0.09867812,2.05748644,2.91636247,1.48919400
-5.25562781,6.16805993,1.18324062,0.56530575,0.02111584,1.86350490,0.09823737,2.05603376,2.93513100,1.49889383
-5.24962481,6.17108540,1.18178525,0.56180142,0.02111822,1.87327534,0.09733620,2.04792996,2.94622077,1.50379687
-5.24362181,6.15532816,1.17781282,0.55642830,0.02104174,1.87735520,0.09598874,2.03352655,2.94933187,1.50377910
-5.23761881,6.12140302,1.17161645,0.54933274,0.02088965,1.87562053,0.09421994,2.01337899,2.94439998,1.49884493
-5.23161581,6.07041203,1.16358517,0.54071302,0.02066750,1.86808352,0.09206477,1.98822494,2.93158239,1.48911939
-5.22561281,6.00388670,1.15418816,0.53081283,0.02038282,1.85488219,0.08956711,1.95895664,2.91123754,1.47483682
-5.21960980,5.92371870,1.14395645,0.51991354,0.02004496,1.83626692,0.08677838,1.92658858,2.88389928,1.45632662
-5.21360680,5.83208217,1.13346287,0.50832561,0.01966469,1.81258467,0.08375601,1.89222188,2.85024714,1.43399680
-5.20760380,5.73135114,1.12330122,0.49637959,0.01925382,1.78426153,0.08056174,1.85700708,2.81107384,1.40831614
-5.20160080,5.62401551,1.11406542,0.48441690,0.01882481,1.75178439,0.07725987,1.82210662,2.76725162,1.37979570
-5.19559780,5.51259872,1.10632960,0.47278083,0.01839034,1.71568249,0.07391555,1.78865865,2.71969855,1.34897037
-5.18959480,5.39958038,1.10062971,0.46180803,0.01796287,1.67650960,0.07059309,1.75774341,2.66934623,1.31638139
-5.18359180,5.28732606,1.09744735,0.45182068,0.01755423,1.63482724,0.06735444,1.73035318,2.61710990,1.28256016
-5.17758879,5.17802658,1.09719624,0.44311961,0.01717527,1.59118971,0.06425779,1.70736694,2.56386186,1.24801411
-5.17158579,5.07364813,1.10021165,0.43597838,0.01683549,1.54613102,0.06135642,1.68953010,2.51040900,1.21321481
-5.16558279,4.97589409,1.10674287,0.43063853,0.01654281,1.50015430,0.05869776,1.67743981,2.45747485,1.17858869
-5.15957979,4.88617900,1.11694893,0.42730593,0.01630331,1.45372346,0.05632266,1.67153600,2.40568636,1.14451040
-5.15357679,4.80561435,1.13089719,0.42614821,0.01612116,1.40725747,0.05426492,1.67209787,2.35556564,1.11129878
-5.14757379,4.73500556,1.14856482,0.42729326,0.01599849,1.36112682,0.05255108,1.67924564,2.30752614,1.07921544
-5.14157079,4.67485909,1.16984263,0.43082863,0.01593543,1.31565225,0.05120032,1.69294691,2.26187338,1.04846552
-5.13556778,4.62539835,1.19454110,0.43680180,0.01593020,1.27110535,0.05022464,1.71302722,2.21880929,1.01920042
-5.12956478,4.58658683,1.22239802,0.44522121,0.01597922,1.22771067,0.04962913,1.73918375,2.17843993,0.99152223
-5.12356178,4.55815681,1.25308740,0.45605781,0.01607733,1.18564912,0.04941238,1.77100179,2.14078570,0.96548930
-5.11755878,4.53964213,1.28622933,0.46924722,0.01621804,1.14506226,0.04956700,1.80797295,2.10579355,0.94112266
-5.11155578,4.53041321,1.32140024,0.48469225,0.01639380,1.10605711,0.05008014,1.84951438,2.07335026,0.91841290
-5.10555278,4.52971312,1.35814342,0.50226580,0.01659636,1.06871120,0.05093414,1.89498859,2.04329637,0.89732717
-5.09954977,4.53669315,1.39597944,0.52181396,0.01681706,1.03307751,0.05210715,1.94372290,2.01544003,0.87781593
-5.09354677,4.55044698,1.43441630,0.54315940,0.01704717,0.99918924,0.05357374,1.99502821,1.98957018,0.85981920
-5.08754377,4.57004229,1.47295902,0.56610486,0.01727824,0.96706399,0.05530556,2.04821668,1.96546877,0.84327219
-5.08154077,4.59454929,1.51111881,0.59043679,0.01750240,0.93670738,0.05727190,2.10261765,1.94292138,0.82810998
-5.07553777,4.62306535,1.54842140,0.61592896,0.01771264,0.90811595,0.05944035,2.15759188,1.92172622,0.81427130
-5.06953477,4.65473543,1.58441474,0.64234610,0.01790302,0.88127934,0.06177732,2.21254349,1.90170114,0.80170120
-5.06353177,4.68876810,1.61867585,0.66944747,0.01806889,0.85618163,0.06424860,2.26692970,1.88268849,0.79035272
-5.05752876,4.72444671,1.65081684,0.69699017,0.01820700,0.83280208,0.06681984,2.32026803,1.86455796,0.78018748
-5.05152576,4.76113593,1.68049004,0.72473230,0.01831558,0.81111510,0.06945706,2.37214089,1.84720729,0.77117529
-5.04552276,4.79828365,1.70739210,0.75243565,0.01839434,0.79108971,0.07212703,2.42219768,1.83056094,0.76329287
-5.03951976,4.83541833,1.73126719,0.77986813,0.01844439,0.77268850,0.07479766,2.47015419,1.81456710,0.75652175
-5.03351676,4.87214226,1.75190906,0.80680553,0.01846814,0.75586626,0.07743831,2.51578954,1.79919296,0.75084550
-5.02751376,4.90812115,1.76916205,0.83303294,0.01846913,0.74056844,0.08002003,2.55894078,1.78441888,0.74624654
-5.02151076,4.94307060,1.78292095,0.85834548,0.01845176,0.72672946,0.08251576,2.59949544,1.77023150,0.74270253
-5.01550775,4.97674026,1.79312980,0.88254866,0.01842105,0.71427128,0.08490041,2.63738231,1.75661644,0.74018273
-5.00950475,5.00889653,1.79977974,0.90545814,0.01838234,0.70310209,0.08715092,2.67256091,1.74355084,0.73864440
-5.00350175,5.03930482,1.80290581,0.92689925,0.01834096,0.69311546,0.08924623,2.70501022,1.73099624,0.73802953
-4.99749875,5.06771232,1.80258313,0.94670620,0.01830191,0.68419001,0.09116720,2.73471708,1.71889222,0.73826205
-4.99149575,5.09383251,1.79892243,0.96472125,0.01826959,0.67618972,0.09289649,2.76166510,1.70715122,0.73924574
-4.98549275,5.11733233,1.79206526,0.98079394,0.01824751,0.66896497,0.09441842,2.78582448,1.69565489,0.74086297
-4.97948974,5.13782302,1.78217914,0.99478052,0.01823803,0.66235435,0.09571878,2.80714347,1.68425222,0.74297450
-4.97348674,5.15485542,1.76945274,1.00654386,0.01824221,0.65618719,0.09678474,2.82554192,1.67275975,0.74542024
-4.96748374,5.16792030,1.75409153,1.01595386,0.01825968,0.65028685,0.09760469,2.84090748,1.66096383,0.74802127
-4.96148074,5.17645398,1.73631387,1.02288840,0.01828861,0.64447465,0.09816819,2.85309453,1.64862505,0.75058277
-4.95547774,5.17984931,1.71634773,1.02723506,0.01832567,0.63857430,0.09846598,2.86192622,1.63548457,0.75289810
-4.94947474,5.17747157,1.69442819,1.02889345,0.01836620,0.63241656,0.09848998,2.86719941,1.62127220,0.75475369
-4.94347174,5.16867877,1.67079547,1.02777809,0.01840431,0.62584419,0.09823349,2.86869234,1.60571587,0.75593462
-4.93746873,5.15284527,1.64569368,1.02382186,0.01843314,0.61871662,0.09769133,2.86617476,1.58855187,0.75623065
-4.93146573,5.12938762,1.61936982,1.01697964,0.01844509,0.61091438,0.09686013,2.85941975,1.56953567,0.75544249
-4.92546273,5.09779125,1.59207303,1.00723213,0.01843218,0.60234297,0.09573859,2.84821672,1.54845242,0.75338791
-4.91945973,5.05763648,1.56405378,0.99458954,0.01838635,0.59293589,0.09432781,2.83238485,1.52512680,0.74990758
-4.91345673,5.00862254,1.53556267,0.97909488,0.01829983,0.58265683,0.09263161,2.81178606,1.49943166,0.74487024
-4.90745373,4.95058802,1.50684872,0.96082671,0.01816545,0.57150075,0.09065681,2.78633687,1.47129501,0.73817700
-4.90145073,4.88352688,1.47815680,0.93990102,0.01797696,0.55949387,0.08841345,2.75601832,1.44070488,0.72976469
-4.89544772,4.80759880,1.44972435,0.91647224,0.01772933,0.54669259,0.08591500,2.72088347,1.40771199,0.71960792
-4.88944472,4.72313355,1.42177701,0.89073307,0.01741894,0.53318137,0.08317838,2.68106200,1.37243009,0.70772007
-4.88344172,4.63062906,1.39452359,0.86291320,0.01704377,0.51906967,0.08022397,2.63676162,1.33503385,0.69415284
-4.87743872,4.53074333,1.36815027,0.83327688,0.01660351,0.50448828,0.07707545,2.58826632,1.29575470,0.67899480
-4.87143572,4.42428094,1.34281463,0.80211941,0.01609955,0.48958512,0.07375953,2.53593155,1.25487480,0.66236878
-4.86543272,4.31217478,1.31863952,0.76976262,0.01553500,0.47452089,0.07030562,2.48017671,1.21271957,0.64442841
-4.85942971,4.19546452,1.29570757,0.73654960,0.01491454,0.45946474,0.06674535,2.42147551,1.16964924,0.62535404
-4.85342671,4.07527282,1.27405658,0.70283881,0.01424428,0.44459041,0.06311202,2.36034474,1.12605011,0.60534815
-4.84742371,3.95278120,1.25367631,0.66899788,0.01353156,0.43007291,0.05944006,2.29733236,1.08232590,0.58463065
-4.84142071,3.82920661,1.23450719,0.63539729,0.01278468,0.41608606,0.05576435,2.23300549,1.03888973,0.56343431
-4.83541771,3.70578052,1.21644117,0.60240422,0.01201267,0.40280107,0.05211968,2.16793924,0.99615731,0.54200042
-4.82941471,3.58373129,1.19932504,0.57037682,0.01122495,0.39038615,0.04854005,2.10270686,0.95454165,0.52057500
-4.82341171,3.46427113,1.18296626,0.53965906,0.01043110,0.37900732,0.04505823,2.03787199,0.91444940,0.49940574
-4.81740870,3.34858773,1.16714126,0.51057632,0.00964057,0.36883013,0.04170518,1.97398312,0.87627918,0.47873958
-4.81140570,3.23784111,1.15160607,0.48343192,0.00886243,0.36002238,0.03850970,1.91157065,0.84042154,0.45882117
-4.80540270,3.13316503,1.13610868,0.45850453,0.00810516,0.35275744,0.03549811,1.85114646,0.80726067,0.43989209
-4.79939970,3.03567242,1.12040282,0.43604653,0.00737652,0.34721785,0.03269399,1.79320571,0.77717720,0.42219066
-4.79339670,2.94646376,1.10426241,0.41628330,0.00668334,0.34359903,0.03011810,1.73823045,0.75055189,0.40595232
-4.78739370,2.86663680,1.08749591,0.39941325,0.00603150,0.34211240,0.02778829,1.68669451,0.72776938,0.39141025
-4.78139070,2.79729626,1.06995983,0.38560852,0.00542585,0.34298782,0.02571953,1.63906883,0.70922164,0.37879614
-4.77538769,2.73956156,1.05157068,0.37501613,0.00487022,0.34647462,0.02392401,1.59582654,0.69531022,0.36834058
-4.76938469,2.69457097,1.03231448,0.36775945,0.00436743,0.35284114,0.02241119,1.55744688,0.68644689,0.36027315
-4.76338169,2.66348064,1.01225344,0.36393970,0.00391938,0.36237226,0.02118797,1.52441732,0.68305190,0.35482168
-4.75737869,2.64745707,0.99152912,0.36363735,0.00352707,0.37536476,0.02025877,1.49723309,0.68554960,0.35221054
-4.75137569,2.64766220,0.97036189,0.36691325,0.00319075,0.39212046,0.01962565,1.47639370,0.69436109,0.35265793
-4.74537269,2.66523055,0.94904659,0.37380925,0.00290997,0.41293709,0.01928837,1.46239609,0.70989367,0.35637182
-4.73936968,2.70123861,0.92794439,0.38434832,0.00268372,0.43809699,0.01924440,1.45572447,0.73252739,0.36354475
-4.73336668,2.75666687,0.90747133,0.39853409,0.00251048,0.46785409,0.01948893,1.45683677,0.76259883,0.37434745
-4.72736368,2.83235596,0.88808377,0.41634967,0.00238835,0.50241949,0.02001477,1.46614839,0.80038286,0.38892145
-4.72136068,2.92895827,0.87026171,0.43775598,0.00231506,0.54194624,0.02081227,1.48401368,0.84607288,0.40737103
-4.71535768,3.04688762,0.85449046,0.46268955,0.00228810,0.58651396,0.02186921,1.51070611,0.89976063,0.42975460
-4.70935468,3.18626906,0.84124173,0.49106000,0.00230471,0.63611421,0.02317068,1.54639802,0.96141658,0.45607631
-4.70335168,3.34689191,0.83095485,0.52274732,0.00236193,0.69063718,0.02469893,1.59114118,1.03087188,0.48627788
-4.69734867,3.52816862,0.82401910,0.55759923,0.00245660,0.74986069,0.02643334,1.64484903,1.10780318,0.52023158
-4.69134567,3.72910221,0.82075783,0.59542882,0.00258539,0.81344212,0.02835036,1.70728198,1.19172128,0.55773444
-4.68534267,3.94826480,0.82141517,0.63601261,0.00274480,0.88091402,0.03042356,1.77803649,1.28196457,0.59850445
-4.67933967,4.18378926,0.82614575,0.67908946,0.00293114,0.95168392,0.03262381,1.85653899,1.37769802,0.64217898
-4.67333667,4.43337539,0.83500783,0.72436026,0.00314054,1.02503858,0.03491944,1.94204511,1.47791834,0.68831570
-4.66733367,4.69431161,0.84796012,0.77148883,0.00336898,1.10015301,0.03727665,2.03364471,1.58146547,0.73639640
-4.66133067,4.96351228,0.86486221,0.82010391,0.00361224,1.17610401,0.03965993,2.13027273,1.68704033,0.78583357
-4.65532766,5.23756990,0.88547845,0.86980249,0.00386600,1.25188805,0.04203259,2.23072592,1.79322855,0.83597979
-4.64932466,5.51282097,0.90948503,0.92015431,0.00412579,1.32644292,0.04435747,2.33368476,1.89852945,0.88613978
-4.64332166,5.78542341,0.93647983,0.97070765,0.00438713,1.39867236,0.04659759,2.43774004,2.00138932,0.93558470
