energy_ev,total_up,C_s_up,C_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.54977489,5.68227674,0.07408054,1.10962073,1.74378417,2.03073772,0.03507128,1.92912620,0.59261797,0.39820788
-5.54377189,5.84556730,0.07620121,1.15241195,1.80468305,2.07865936,0.03599394,1.97469364,0.60128880,0.40660913
-5.53776888,6.00329965,0.07826606,1.19405767,1.86404938,2.12524941,0.03689702,2.01872343,0.60884060,0.41470726
-5.53176588,6.15443174,0.08025671,1.23417720,1.92137141,2.17031562,0.03778162,2.06105852,0.61518660,0.42255301
-5.52576288,6.29796271,0.08215338,1.27240028,1.97614108,2.21366499,0.03864989,2.10156038,0.62026541,0.43020834
-5.51975988,6.43293571,0.08393513,1.30837317,2.02786018,2.25510144,0.03950484,2.14010264,0.62403983,0.43774257
-5.51375688,6.55844477,0.08558021,1.34176546,2.07604838,2.29442544,0.04034997,2.17656591,0.62649557,0.44522844
-5.50775388,6.67364559,0.08706654,1.37227738,2.12025263,2.33143555,0.04118895,2.21083398,0.62763996,0.45273844
-5.50175088,6.77776961,0.08837228,1.39964718,2.16005777,2.36593154,0.04202537,2.24279157,0.62750060,0.46034137
-5.49574787,6.87014072,0.08947652,1.42365839,2.19509772,2.39771908,0.04286245,2.27232365,0.62612399,0.46809945
-5.48974487,6.95019357,0.09035989,1.44414646,2.22506677,2.42661536,0.04370276,2.29931643,0.62357412,0.47606599
-5.48374187,7.01749214,0.09100530,1.46100439,2.24973027,2.45245553,0.04454802,2.32365965,0.61993106,0.48428361
-5.47773887,7.07174762,0.09139857,1.47418708,2.26893415,2.47509925,0.04539897,2.34525024,0.61528935,0.49278331
-5.47173587,7.11283411,0.09152900,1.48371408,2.28261264,2.49443711,0.04625523,2.36399686,0.60975645,0.50158410
-5.46573287,7.14080124,0.09138987,1.48967041,2.29079358,2.51039649,0.04711524,2.37982514,0.60345098,0.51069342
-5.45972986,7.15588266,0.09097876,1.49220541,2.29360097,2.52294642,0.04797631,2.39268322,0.59650090,0.52010815
-5.45372686,7.15849969,0.09029782,1.49152952,2.29125444,2.53210136,0.04883462,2.40254734,0.58904156,0.52981623
-5.44772386,7.14925972,0.08935376,1.48790895,2.28406544,2.53792351,0.04968540,2.40942704,0.58121368,0.53979874
-5.44172086,7.12894911,0.08815780,1.48165850,2.27243009,2.54052358,0.05052307,2.41336975,0.57316118,0.55003234
-5.43571786,7.09852056,0.08672539,1.47313262,2.25681909,2.54006009,0.05134149,2.41446443,0.56502903,0.56049197
-5.42971486,7.05907538,0.08507584,1.46271505,2.23776469,2.53673695,0.05213420,2.41284406,0.55696103,0.57115353
-5.42371186,7.01184106,0.08323177,1.45080746,2.21584547,2.53079965,0.05289469,2.40868676,0.54909757,0.58199663
-5.41770885,6.95814474,0.08121859,1.43781729,2.19166932,2.52252995,0.05361675,2.40221540,0.54157352,0.59300689
-5.41170585,6.89938354,0.07906372,1.42414549,2.16585535,2.51223931,0.05429469,2.39369560,0.53451607,0.60417806
-5.40570285,6.83699240,0.07679598,1.41017435,2.13901550,2.50026127,0.05492365,2.38343207,0.52804283,0.61551337
-5.39969985,6.77241062,0.07444480,1.39625604,2.11173650,2.48694284,0.05549984,2.37176333,0.52225992,0.62702636
-5.39369685,6.70704785,0.07203957,1.38270217,2.08456301,2.47263527,0.05602068,2.35905488,0.51726037,0.63874083
-5.38769385,6.64225062,0.06960894,1.36977476,2.05798245,2.45768445,0.05648496,2.34569094,0.51312265,0.65069001
-5.38169085,6.57927036,0.06718024,1.35767903,2.03241233,2.44242106,0.05689287,2.33206502,0.50990938,0.66291478
-5.37568784,6.51923373,0.06477895,1.34655811,2.00819044,2.42715101,0.05724595,2.31856951,0.50766642,0.67546115
-5.36968484,6.46311623,0.06242832,1.33649011,1.98556819,2.41214633,0.05754697,2.30558466,0.50642203,0.68837684
-5.36368184,6.41171973,0.06014896,1.32748741,1.96470750,2.39763687,0.05779978,2.29346727,0.50618647,0.70170732
-5.35767884,6.36565478,0.05795867,1.31949835,1.94568110,2.38380324,0.05800898,2.28253955,0.50695178,0.71549131
-5.35167584,6.32532799,0.05587229,1.31241125,1.92847626,2.37077117,0.05817965,2.27307846,0.50869184,0.72975603
-5.34567284,6.29093511,0.05390163,1.30606058,1.91300167,2.35860764,0.05831698,2.26530598,0.51136283,0.74451236
-5.33966983,6.26246000,0.05205556,1.30023500,1.89909701,2.34731899,0.05842588,2.25938071,0.51490381,0.75975034
-5.33366683,6.23967933,0.05034006,1.29468707,1.88654481,2.33685121,0.05851063,2.25539120,0.51923776,0.77543500
-5.32766383,6.22217322,0.04875845,1.28914416,1.87508390,2.32709233,0.05857452,2.25335111,0.52427276,0.79150305
-5.32166083,6.20934111,0.04731155,1.28332013,1.86442385,2.31787704,0.05861955,2.25319664,0.52990351,0.80786048
-5.31565783,6.20042254,0.04599795,1.27692734,1.85425970,2.30899325,0.05864622,2.25478625,0.53601302,0.82438128
-5.30965483,6.19452203,0.04481425,1.26968847,1.84428627,2.30019051,0.05865333,2.25790275,0.54247454,0.84090754
-5.30365183,6.19063716,0.04375536,1.26134772,1.83421152,2.29118976,0.05863797,2.26225761,0.54915363,0.85725079
-5.29764882,6.18768897,0.04281470,1.25168091,1.82376826,2.28169419,0.05859549,2.26749763,0.55591035,0.87319483
-5.29164582,6.18455351,0.04198446,1.24050407,1.81272392,2.27140060,0.05851970,2.27321344,0.56260157,0.88849986
-5.28564282,6.18009368,0.04125583,1.22768028,1.80088800,2.26001091,0.05840305,2.27894979,0.56908323,0.90290777
-5.27963982,6.17319022,0.04061917,1.21312445,1.78811699,2.24724325,0.05823692,2.28421723,0.57521270,0.91614861
-5.27363682,6.16277103,0.04006419,1.19680602,1.77431685,2.23284226,0.05801202,2.28850482,0.58085102,0.92794768
-5.26763382,6.14783804,0.03958007,1.17874944,1.75944306,2.21658806,0.05771875,2.29129355,0.58586509,0.93803339
-5.26163082,6.12749100,0.03915557,1.15903261,1.74349849,2.19830389,0.05734770,2.29207007,0.59012975,0.94614523
-5.25562781,6.10094785,0.03877917,1.13778342,1.72652951,2.17786181,0.05689003,2.29034033,0.59352975,0.95204174
-5.24962481,6.06756123,0.03843914,1.11517459,1.70862068,2.15518664,0.05633796,2.28564289,0.59596151,0.95550817
-5.24362181,6.02683113,0.03812363,1.09141727,1.68988838,2.13025801,0.05568511,2.27756141,0.59733478,0.95636346
-5.23761881,5.97841368,0.03782082,1.06675353,1.67047406,2.10311056,0.05492686,2.26573620,0.59757405,0.95446633
-5.23161581,5.92212614,0.03751901,1.04144832,1.65053731,2.07383243,0.05406062,2.24987439,0.59661974,0.94972021
-5.22561281,5.85794835,0.03720679,1.01578114,1.63024920,2.04256228,0.05308605,2.22975856,0.59442926,0.94207690
-5.21960980,5.78602081,0.03687322,0.99003776,1.60978623,2.00948509,0.05200511,2.20525359,0.59097774,0.93153872
-5.21360680,5.70663962,0.03650802,0.96450232,1.58932504,1.97482691,0.05082213,2.17631149,0.58625848,0.91815919
-5.20760380,5.62024868,0.03610178,0.93945008,1.56903799,1.93884889,0.04954373,2.14297410,0.58028323,0.90204215
-5.20160080,5.52742920,0.03564624,0.91514088,1.54908970,1.90184089,0.04817866,2.10537355,0.57308206,0.88333939
-5.19559780,5.42888692,0.03513448,0.89181364,1.52963444,1.86411477,0.04673757,2.06373032,0.56470300,0.86224686
-5.18959480,5.32543731,0.03456120,0.86968184,1.51081438,1.82599775,0.04523276,2.01834911,0.55521134,0.83899977
-5.18359180,5.21798895,0.03392289,0.84892998,1.49275842,1.78782581,0.04367780,1.96961227,0.54468861,0.81386652
-5.17758879,5.10752557,0.03321805,0.82971123,1.47558162,1.74993758,0.04208720,1.91797131,0.53323136,0.78714198
-5.17158579,4.99508696,0.03244729,0.81214596,1.45938496,1.71266846,0.04047598,1.86393647,0.52094955,0.75914021
-5.16558279,4.88174946,0.03161345,0.79632131,1.44425546,1.67634551,0.03885934,1.80806473,0.50796486,0.73018691
-5.15957979,4.76860627,0.03072155,0.78229168,1.43026641,1.64128284,0.03725226,1.75094677,0.49440872,0.70061203
-5.15357679,4.65674838,0.02977878,0.77008001,1.41747791,1.60777780,0.03566915,1.69319320,0.48042031,0.67074264
-5.14757379,4.54724645,0.02879433,0.75967985,1.40593746,1.57610791,0.03412359,1.63542069,0.46614450,0.64089636
-5.14157079,4.44113449,0.02777922,0.75105812,1.39568090,1.54652864,0.03262805,1.57823848,0.45172973,0.61137564
-5.13556778,4.33939560,0.02674597,0.74415846,1.38673350,1.51927196,0.03119372,1.52223578,0.43732614,0.58246293
-5.12956478,4.24295027,0.02570832,0.73890511,1.37911147,1.49454577,0.02983040,1.46797057,0.42308361,0.55441687
-5.12356178,4.15264759,0.02468082,0.73520714,1.37282374,1.47253404,0.02854643,1.41596026,0.40915017,0.52746967
-5.11755878,4.06925938,0.02367845,0.73296298,1.36787408,1.45339765,0.02734871,1.36667429,0.39567045,0.50182547
-5.11155578,3.99347712,0.02271621,0.73206503,1.36426358,1.43727576,0.02624272,1.32052918,0.38278438,0.47765974
-5.10555278,3.92591164,0.02180868,0.73240429,1.36199318,1.42428764,0.02523267,1.27788577,0.37062607,0.45511960
-5.09954977,3.86709476,0.02096964,0.73387471,1.36106634,1.41453461,0.02432156,1.23904869,0.35932280,0.43432480
-5.09354677,3.81748257,0.02021171,0.73637709,1.36149143,1.40810204,0.02351140,1.20426782,0.34899414,0.41536934
-5.08754377,3.77745939,0.01954602,0.73982250,1.36328376,1.40506110,0.02280334,1.17374121,0.33975109,0.39832329
-5.08154077,3.74734182,0.01898195,0.74413486,1.36646689,1.40547003,0.02219780,1.14761929,0.33169522,0.38323487
-5.07553777,3.72738192,0.01852694,0.74925260,1.37107309,1.40937481,0.02169461,1.12600951,0.32491779,0.37013237
-5.06953477,3.71776894,0.01818630,0.75512941,1.37714262,1.41680897,0.02129312,1.10898118,0.31949870,0.35902595
-5.06353177,3.71862900,0.01796319,0.76173386,1.38472185,1.42779254,0.02099225,1.09656972,0.31550535,0.34990899
-5.05752876,3.73002238,0.01785856,0.76904798,1.39386004,1.44232997,0.02079055,1.08878019,0.31299141,0.34275912
-5.05152576,3.75193825,0.01787122,0.77706487,1.40460481,1.46040720,0.02068616,1.08558937,0.31199541,0.33753877
-5.04552276,3.78428707,0.01799793,0.78578542,1.41699661,1.48198789,0.02067675,1.08694660,0.31253935,0.33419526
-5.03951976,3.82689101,0.01823354,0.79521435,1.43106219,1.50700903,0.02075951,1.09277295,0.31462719,0.33266066
-5.03351676,3.87947301,0.01857122,0.80535576,1.44680756,1.53537620,0.02093102,1.10295908,0.31824355,0.33285131
-5.02751376,3.94164542,0.01900262,0.81620850,1.46421090,1.56695871,0.02118716,1.11736187,0.32335247,0.33466736
-5.02151076,4.01289914,0.01951821,0.82776151,1.48321561,1.60158508,0.02152303,1.13580032,0.32989657,0.33799230
-5.01550775,4.09259425,0.02010746,0.83998958,1.50372434,1.63903905,0.02193289,1.15805105,0.33779647,0.34269283
-5.00950475,4.17995341,0.02075924,0.85284956,1.52559408,1.67905660,0.02241013,1.18384410,0.34695078,0.34861909
-5.00350175,4.27405866,0.02146199,0.86627752,1.54863306,1.72132414,0.02294726,1.21285946,0.35723657,0.35560544
-4.99749875,4.37385268,0.02220413,0.88018672,1.57259948,1.76547825,0.02353600,1.24472494,0.36851047,0.36347192
-4.99149575,4.47814497,0.02297424,0.89446677,1.59720257,1.81110702,0.02416735,1.27901579,0.38061041,0.37202639
-4.98549275,4.58562318,0.02376141,0.90898392,1.62210587,1.85775314,0.02483179,1.31525648,0.39335791,0.38106735
-4.97948974,4.69486971,0.02455540,0.92358249,1.64693281,1.90491876,0.02551945,1.35292485,0.40656097,0.39038753
-4.97348674,4.80438318,0.02534690,0.93808741,1.67127441,1.95207194,0.02622041,1.39145863,0.42001748,0.39977794
-4.96748374,4.91260427,0.02612767,0.95230769,1.69469885,1.99865467,0.02692489,1.43026440,0.43351900,0.40903244
-4.96148074,5.01794491,0.02689067,0.96604079,1.71676242,2.04409207,0.02762361,1.46872855,0.44685475,0.41795253
-4.95547774,5.11882013,0.02763010,0.97907758,1.73702157,2.08780260,0.02830800,1.50622999,0.45981587,0.42635227
-4.94947474,5.21368101,0.02834147,0.99120776,1.75504530,2.12920886,0.02897047,1.54215408,0.47219955,0.43406305
-4.94347174,5.30104786,0.02902148,1.00222547,1.77042762,2.16774870,0.02960462,1.57590714,0.48381306,0.44093798
-4.93746873,5.37954221,0.02966801,1.01193499,1.78279933,2.20288625,0.03020534,1.60693099,0.49447755,0.44685580
-4.93146573,5.44791666,0.03027990,1.02015617,1.79183875,2.23412258,0.03076896,1.63471686,0.50403139,0.45172413
-4.92546273,5.50508140,0.03085681,1.02672964,1.79728096,2.26100561,0.03129318,1.65881805,0.51233310,0.45548183
-4.91945973,5.55012685,0.03139899,1.03152141,1.79892522,2.28313908,0.03177702,1.67886090,0.51926369,0.45810049
-4.91345673,5.58234160,0.03190702,1.03442692,1.79664028,2.30019040,0.03222070,1.69455352,0.52472844,0.45958497
-4.90745373,5.60122537,0.03238156,1.03537436,1.79036754,2.31189705,0.03262536,1.70569213,0.52865808,0.45997296
-4.90145073,5.60649682,0.03282309,1.03432722,1.78012195,2.31807158,0.03299284,1.71216467,0.53100937,0.45933363
-4.89544772,5.59809627,0.03323171,1.03128594,1.76599080,2.31860515,0.03332539,1.71395177,0.53176515,0.45776542
-4.88944472,5.57618342,0.03360692,1.02628874,1.74813047,2.31346934,0.03362529,1.71112503,0.53093381,0.45539310
-4.88344172,5.54113047,0.03394745,1.01941153,1.72676144,2.30271661,0.03389461,1.70384288,0.52854834,0.45236420
-4.87743872,5.49351120,0.03425122,1.01076689,1.70216177,2.28647906,0.03413490,1.69234421,0.52466494,0.44884489
-4.87143572,5.43408617,0.03451526,1.00050216,1.67465947,2.26496591,0.03434698,1.67694020,0.51936128,0.44501554
-4.86543272,5.36378494,0.03473579,0.98879663,1.64462391,2.23845942,0.03453074,1.65800455,0.51273446,0.44106603
-4.85942971,5.28368553,0.03490831,0.97585785,1.61245672,2.20730967,0.03468511,1.63596267,0.50489871,0.43719089
-4.85342671,5.19499172,0.03502781,0.96191719,1.57858248,2.17192798,0.03480800,1.61128010,0.49598290,0.43358446
-4.84742371,5.09900875,0.03508894,0.94722462,1.54343937,2.13277940,0.03489644,1.58445054,0.48612787,0.43043608
-4.84142071,4.99711757,0.03508635,0.93204287,1.50747006,2.09037406,0.03494669,1.55598378,0.47548367,0.42792545
-4.83541771,4.89074838,0.03501498,0.91664109,1.47111311,2.04525778,0.03495450,1.52639391,0.46420665,0.42621820
-4.82941471,4.78135358,0.03487037,0.90128815,1.43479487,1.99800193,0.03491539,1.49618792,0.45245662,0.42546173
-4.82341171,4.67038058,0.03464895,0.88624575,1.39892216,1.94919276,0.03482492,1.46585494,0.44039386,0.42578144
-4.81740870,4.55924497,0.03434838,0.87176157,1.36387573,1.89942039,0.03467909,1.43585636,0.42817628,0.42727728
-4.81140570,4.44930432,0.03396774,0.85806266,1.33000447,1.84926760,0.03447457,1.40661680,0.41595663,0.43002090
-4.80540270,4.34183312,0.03350772,0.84534925,1.29762061,1.79929877,0.03420901,1.37851629,0.40387981,0.43405332
-4.79939970,4.23799943,0.03297076,0.83378928,1.26699574,1.75004910,0.03388128,1.35188352,0.39208046,0.43938318
-4.79339670,4.13884367,0.03236105,0.82351383,1.23835772,1.70201441,0.03349159,1.32699048,0.38068076,0.44598584
-4.78739370,4.04526012,0.03168451,0.81461355,1.21188848,1.65564185,0.03304162,1.30404848,0.36978854,0.45380325
-4.78139070,3.95798178,0.03094865,0.80713643,1.18772275,1.61132168,0.03253449,1.28320572,0.35949581,0.46274467
-4.77538769,3.87756904,0.03016243,0.80108686,1.16594759,1.56938048,0.03197469,1.26454647,0.34987772,0.47268845
-4.76938469,3.80440266,0.02933593,0.79642609,1.14660289,1.53007600,0.03136795,1.24809189,0.34099198,0.48348471
-4.76338169,3.73868153,0.02848013,0.79307415,1.12968261,1.49359378,0.03072105,1.23380274,0.33287880,0.49495906
-4.75737869,3.68042542,0.02760657,0.79091310,1.11513694,1.46004581,0.03004153,1.22158372,0.32556141,0.50691727
-4.75137569,3.62948289,0.02672701,0.78979160,1.10287522,1.42947129,0.02933743,1.21128962,0.31904704,0.51915090
-4.74537269,3.58554439,0.02585317,0.78953052,1.09276966,1.40183944,0.02861703,1.20273312,0.31332852,0.53144363
-4.73936968,3.54816020,0.02499636,0.78992954,1.08465969,1.37705442,0.02788855,1.19569408,0.30838631,0.54357826
-4.73336668,3.51676288,0.02416733,0.79077437,1.07835704,1.35496219,0.02715987,1.18993010,0.30419102,0.55534417
-4.72736368,3.49069367,0.02337600,0.79184431,1.07365123,1.33535904,0.02643838,1.18518810,0.30070630,0.56654501
-4.72136068,3.46923185,0.02263138,0.79292005,1.07031560,1.31800160,0.02573071,1.18121654,0.29789202,0.57700631
-4.71535768,3.45162635,0.02194149,0.79379115,1.06811353,1.30261798,0.02504270,1.17777797,0.29570774,0.58658288
-4.70935468,3.43712830,0.02131332,0.79426316,1.06680493,1.28891948,0.02437929,1.17466136,0.29411617,0.59516564
-4.70335168,3.42502359,0.02075293,0.79416395,1.06615257,1.27661265,0.02374451,1.17169392,0.29308671,0.60268769
-4.69734867,3.41466397,0.02026550,0.79334917,1.06592845,1.26541105,0.02314149,1.16875186,0.29259883,0.60912936
-4.69134567,3.40549582,0.01985545,0.79170651,1.06591965,1.25504637,0.02257259,1.16576971,0.29264518,0.61452208
-4.68534267,3.39708517,0.01952660,0.78915871,1.06593382,1.24527843,0.02203945,1.16274781,0.29323429,0.61895084
-4.67933967,3.38913815,0.01928228,0.78566529,1.06580402,1.23590362,0.02154314,1.15975766,0.29439283,0.62255515
-4.67333667,3.38151590,0.01912550,0.78122281,1.06539270,1.22676158,0.02108426,1.15694479,0.29616718,0.62552848
-4.66733367,3.37424342,0.01905899,0.77586381,1.06459485,1.21773975,0.02066311,1.15452901,0.29862423,0.62811599
-4.66133067,3.36751163,0.01908533,0.76965453,1.06334011,1.20877567,0.02027977,1.15280192,0.30185146,0.63061066
-4.65532766,3.36167277,0.01920691,0.76269137,1.06159376,1.19985701,0.01993425,1.15212156,0.30595599,0.63334787
-4.64932466,3.35722892,0.01942595,0.75509647,1.05935659,1.19101935,0.01962651,1.15290438,0.31106275,0.63669842
-4.64332166,3.35481398,0.01974437,0.74701246,1.05666355,1.18234182,0.01935655,1.15561460,0.31731167,0.64106019
