energy_ev,total_up,Ga_p_up,Ga_d_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-6.00000000,2.13177317,0.03813386,0.00000000,0.62944194,0.81675697,0.02690790,1.18370412
-5.99399700,2.02857956,0.03563004,0.00000000,0.58893572,0.77844198,0.02581313,1.12153207
-5.98799400,1.92891804,0.03323562,0.00000000,0.55135695,0.74156333,0.02468151,1.06129065
-5.98199100,1.83346559,0.03095513,0.00000000,0.51693981,0.70646176,0.02351530,1.00342688
-5.97598799,1.74289631,0.02879232,0.00000000,0.48588064,0.67347617,0.02231801,0.94837776
-5.96998499,1.65787827,0.02675060,0.00000000,0.45834050,0.64293970,0.02109446,0.89656844
-5.96398199,1.57906612,0.02483339,0.00000000,0.43444695,0.61517444,0.01985078,0.84840840
-5.95797899,1.50708966,0.02304439,0.00000000,0.41429504,0.59048477,0.01859434,0.80428566
-5.95197599,1.44253883,0.02138778,0.00000000,0.39794738,0.56914962,0.01733354,0.76455928
-5.94597299,1.38594608,0.01986824,0.00000000,0.38543341,0.55141392,0.01607762,0.72955036
-5.93996998,1.33776706,0.01849095,0.00000000,0.37674796,0.53747973,0.01483641,0.69953229
-5.93396698,1.29836092,0.01726147,0.00000000,0.37184939,0.52749755,0.01362005,0.67472059
-5.92796398,1.26797151,0.01618562,0.00000000,0.37065763,0.52155817,0.01243872,0.65526319
-5.92196098,1.24671069,0.01526921,0.00000000,0.37305226,0.51968577,0.01130238,0.64123177
-5.91595798,1.23454509,0.01451781,0.00000000,0.37887120,0.52183268,0.01022056,0.63261467
-5.90995498,1.23128704,0.01393654,0.00000000,0.38791004,0.52787614,0.00920218,0.62931212
-5.90395198,1.23659075,0.01352975,0.00000000,0.39992247,0.53761744,0.00825545,0.63113406
-5.89794897,1.24995395,0.01330082,0.00000000,0.41462188,0.55078377,0.00738780,0.63780098
-5.89194597,1.27072545,0.01325194,0.00000000,0.43168429,0.56703258,0.00660590,0.64894785
-5.88594297,1.29811820,0.01338388,0.00000000,0.45075268,0.58595866,0.00591566,0.66413117
-5.87993997,1.33122777,0.01369586,0.00000000,0.47144258,0.60710370,0.00532238,0.68283896
-5.87393697,1.36905525,0.01418541,0.00000000,0.49334898,0.62996781,0.00483087,0.70450327
-5.86793397,1.41053385,0.01484832,0.00000000,0.51605414,0.65402293,0.00444555,0.72851493
-5.86193097,1.45455804,0.01567852,0.00000000,0.53913614,0.67872725,0.00417066,0.75423972
-5.85592796,1.50001394,0.01666818,0.00000000,0.56217797,0.70354026,0.00401036,0.78103541
-5.84992496,1.54580979,0.01780764,0.00000000,0.58477653,0.72793778,0.00396884,0.80826899
-5.84392196,1.59090506,0.01908557,0.00000000,0.60655145,0.75142621,0.00405038,0.83533323
-5.83791896,1.63433717,0.02048902,0.00000000,0.62715322,0.77355561,0.00425940,0.86166200
-5.83191596,1.67524462,0.02200361,0.00000000,0.64627030,0.79393083,0.00460034,0.88674363
-5.82591296,1.71288566,0.02361372,0.00000000,0.66363496,0.81222042,0.00507760,0.91013181
-5.81990995,1.74665186,0.02530267,0.00000000,0.67902764,0.82816286,0.00569533,0.93145365
-5.81390695,1.77607622,0.02705302,0.00000000,0.69227958,0.84157006,0.00645716,0.95041459
-5.80790395,1.80083562,0.02884682,0.00000000,0.70327371,0.85232782,0.00736591,0.96680016
-5.80190095,1.82074774,0.03066587,0.00000000,0.71194377,0.86039362,0.00842318,0.98047447
-5.79589795,1.83576300,0.03249209,0.00000000,0.71827182,0.86579174,0.00962902,0.99137595
-5.78989495,1.84595196,0.03430775,0.00000000,0.72228417,0.86860616,0.01098144,0.99951044
-5.78389195,1.85148920,0.03609581,0.00000000,0.72404616,0.86897169,0.01247607,1.00494220
-5.77788894,1.85263449,0.03784018,0.00000000,0.72365589,0.86706375,0.01410580,1.00778350
-5.77188594,1.84971242,0.03952597,0.00000000,0.72123733,0.86308751,0.01586040,1.00818328
-5.76588294,1.84309148,0.04113972,0.00000000,0.71693324,0.85726685,0.01772641,1.00631556
-5.75987994,1.83316370,0.04266958,0.00000000,0.71089801,0.84983365,0.01968693,1.00236821
-5.75387694,1.82032563,0.04410543,0.00000000,0.70329099,0.84101803,0.02172171,0.99653261
-5.74787394,1.80496168,0.04543897,0.00000000,0.69427050,0.83103984,0.02380728,0.98899468
-5.74187094,1.78743021,0.04666376,0.00000000,0.68398866,0.82010165,0.02591723,0.97992759
-5.73586793,1.76805287,0.04777517,0.00000000,0.67258741,0.80838362,0.02802272,0.96948637
-5.72986493,1.74710731,0.04877034,0.00000000,0.66019566,0.79604006,0.03009304,0.95780454
-5.72386193,1.72482336,0.04964806,0.00000000,0.64692757,0.78319790,0.03209631,0.94499265
-5.71785893,1.70138216,0.05040856,0.00000000,0.63288211,0.76995669,0.03400036,0.93113869
-5.71185593,1.67691820,0.05105335,0.00000000,0.61814355,0.75639002,0.03577356,0.91630992
-5.70585293,1.65152342,0.05158499,0.00000000,0.60278285,0.74254813,0.03738573,0.90055599
-5.69984992,1.62525300,0.05200677,0.00000000,0.58685978,0.72846121,0.03880910,0.88391284
-5.69384692,1.59813208,0.05232251,0.00000000,0.57042533,0.71414317,0.04001911,0.86640703
-5.68784392,1.57016281,0.05253624,0.00000000,0.55352452,0.69959556,0.04099520,0.84806011
-5.68184092,1.54133129,0.05265194,0.00000000,0.53619904,0.68481136,0.04172144,0.82889275
-5.67583792,1.51161379,0.05267327,0.00000000,0.51848976,0.66977829,0.04218699,0.80892822
-5.66983492,1.48098213,0.05260336,0.00000000,0.50043885,0.65448169,0.04238641,0.78819520
-5.66383192,1.44940785,0.05244460,0.00000000,0.48209141,0.63890671,0.04231977,0.76672965
-5.65782891,1.41686533,0.05219854,0.00000000,0.46349655,0.62303991,0.04199252,0.74457580
-5.65182591,1.38333372,0.05186575,0.00000000,0.44470792,0.60687019,0.04141523,0.72178630
-5.64582291,1.34879822,0.05144585,0.00000000,0.42578370,0.59038937,0.04060309,0.69842162
-5.63981991,1.31325058,0.05093756,0.00000000,0.40678614,0.57359228,0.03957536,0.67454894
-5.63381691,1.27668949,0.05033883,0.00000000,0.38778073,0.55647681,0.03835459,0.65024067
-5.62781391,1.23912101,0.04964704,0.00000000,0.36883515,0.53904386,0.03696584,0.62557290
-5.62181091,1.20055933,0.04885925,0.00000000,0.35001819,0.52129746,0.03543583,0.60062388
-5.61580790,1.16102817,0.04797259,0.00000000,0.33139859,0.50324512,0.03379215,0.57547286
-5.60980490,1.12056285,0.04698458,0.00000000,0.31304417,0.48489851,0.03206238,0.55019931
-5.60380190,1.07921318,0.04589352,0.00000000,0.29502112,0.46627454,0.03027345,0.52488265
-5.59779890,1.03704707,0.04469896,0.00000000,0.27739365,0.44739668,0.02845096,0.49960255
-5.59179590,0.99415470,0.04340201,0.00000000,0.26022404,0.42829664,0.02661871,0.47443981
-5.58579290,0.95065308,0.04200578,0.00000000,0.24357299,0.40901619,0.02479828,0.44947763
-5.57978989,0.90669063,0.04051564,0.00000000,0.22750040,0.38960904,0.02300881,0.42480328
-5.57378689,0.86245157,0.03893950,0.00000000,0.21206645,0.37014258,0.02126687,0.40051001
-5.56778389,0.81815983,0.03728792,0.00000000,0.19733288,0.35069946,0.01958648,0.37669900
-5.56178089,0.77408210,0.03557424,0.00000000,0.18336453,0.33137882,0.01797919,0.35348130
-5.55577789,0.73052989,0.03381453,0.00000000,0.17023088,0.31229696,0.01645424,0.33097945
-5.54977489,0.68786040,0.03202748,0.00000000,0.15800770,0.29358760,0.01501886,0.30932890
-5.54377189,0.64647603,0.03023421,0.00000000,0.14677848,0.27540146,0.01367854,0.28867886
-5.53776888,0.60682269,0.02845800,0.00000000,0.13663584,0.25790535,0.01243733,0.26919277
-5.53176588,0.56938663,0.02672393,0.00000000,0.12768253,0.24128053,0.01129814,0.25104813
-5.52576288,0.53469009,0.02505853,0.00000000,0.12003221,0.22572071,0.01026310,0.23443580
-5.51975988,0.50328577,0.02348933,0.00000000,0.11380973,0.21142944,0.00933376,0.21955874
-5.51375688,0.47575014,0.02204445,0.00000000,0.10915097,0.19861708,0.00851139,0.20663012
-5.50775388,0.45267577,0.02075212,0.00000000,0.10620206,0.18749751,0.00779715,0.19587094
-5.50175088,0.43466262,0.01964024,0.00000000,0.10511803,0.17828442,0.00719223,0.18750701
-5.49574787,0.42230845,0.01873593,0.00000000,0.10606063,0.17118740,0.00669800,0.18176542
-5.48974487,0.41619819,0.01806512,0.00000000,0.10919553,0.16640784,0.00631601,0.17887039
-5.48374187,0.41689246,0.01765203,0.00000000,0.11468856,0.16413455,0.00604806,0.17903866
-5.47773887,0.42491496,0.01751881,0.00000000,0.12270125,0.16453933,0.00589616,0.18247421
-5.47173587,0.44073904,0.01768507,0.00000000,0.13338542,0.16777229,0.00586245,0.18936248
-5.46573287,0.46477331,0.01816742,0.00000000,0.14687714,0.17395721,0.00594915,0.19986415
-5.45972986,0.49734651,0.01897899,0.00000000,0.16328988,0.18318672,0.00615841,0.21410840
-5.45372686,0.53869190,0.02012901,0.00000000,0.18270721,0.19551764,0.00649221,0.23218597
-5.44772386,0.58893152,0.02162229,0.00000000,0.20517524,0.21096644,0.00695219,0.25414210
-5.44172086,0.64806070,0.02345875,0.00000000,0.23069486,0.22950500,0.00753948,0.27996951
-5.43571786,0.71593369,0.02563298,0.00000000,0.25921445,0.25105689,0.00825458,0.30960180
-5.42971486,0.79225074,0.02813380,0.00000000,0.29062305,0.27549428,0.00909713,0.34290759
-5.42371186,0.87654773,0.03094396,0.00000000,0.32474471,0.30263584,0.01006581,0.37968566
-5.41770885,0.96818900,0.03403981,0.00000000,0.36133422,0.33224562,0.01115813,0.41966148
-5.41170585,1.06636415,0.03739123,0.00000000,0.40007461,0.36403341,0.01237035,0.46248552
-5.40570285,1.17008963,0.04096163,0.00000000,0.44057700,0.39765644,0.01369731,0.50773364
-5.39969985,1.27821560,0.04470813,0.00000000,0.48238275,0.43272279,0.01513236,0.55490977
-5.39369685,1.38943850,0.04858196,0.00000000,0.52496842,0.46879640,0.01666728,0.60345112
-5.38769385,1.50231947,0.05252909,0.00000000,0.56775349,0.50540379,0.01829222,0.65273589
-5.38169085,1.61530855,0.05649107,0.00000000,0.61011074,0.54204233,0.01999570,0.70209361
-5.37568784,1.72677414,0.06040602,0.00000000,0.65137926,0.57818983,0.02176464,0.75081772
-5.36968484,1.83503719,0.06420994,0.00000000,0.69087971,0.61331532,0.02358438,0.79818026
-5.36368184,1.93840888,0.06783805,0.00000000,0.72793132,0.64689060,0.02543879,0.84344814
-5.35767884,2.03523089,0.07122637,0.00000000,0.76187005,0.67840215,0.02731041,0.88590050
-5.35167584,2.12391651,0.07431330,0.00000000,0.79206739,0.70736310,0.02918056,0.92484656
-5.34567284,2.20299131,0.07704128,0.00000000,0.81794880,0.73332465,0.03102958,0.95964328
-5.33966983,2.27113167,0.07935832,0.00000000,0.83901127,0.75588668,0.03283706,0.98971215
-5.33366683,2.32719976,0.08121951,0.00000000,0.85483901,0.77470706,0.03458210,1.01455441
-5.32766383,2.37027338,0.08258830,0.00000000,0.86511676,0.78950937,0.03624361,1.03376423
-5.32166083,2.39966979,0.08343762,0.00000000,0.86964004,0.80008872,0.03780067,1.04703920
-5.31565783,2.41496232,0.08375062,0.00000000,0.86832185,0.80631562,0.03923288,1.05418775
-5.30965483,2.41598938,0.08352121,0.00000000,0.86119550,0.80813760,0.04052079,1.05513331
-5.30365183,2.40285560,0.08275422,0.00000000,0.84841357,0.80557891,0.04164628,1.04991512
-5.29764882,2.37592514,0.08146516,0.00000000,0.83024287,0.79873807,0.04259301,1.03868559
-5.29164582,2.33580779,0.07967979,0.00000000,0.80705578,0.78778372,0.04334686,1.02170459
-5.28564282,2.28333842,0.07743325,0.00000000,0.77931832,0.77294890,0.04389634,0.99933084
-5.27963982,2.21955104,0.07476895,0.00000000,0.74757560,0.75452404,0.04423298,0.97201095
-5.27363682,2.14564844,0.07173729,0.00000000,0.71243511,0.73284904,0.04435174,0.94026653
-5.26763382,2.06296889,0.06839415,0.00000000,0.67454884,0.70830472,0.04425124,0.90467998
-5.26163082,1.97295112,0.06479929,0.00000000,0.63459479,0.68130398,0.04393406,0.86587952
-5.25562781,1.87709895,0.06101472,0.00000000,0.59325871,0.65228294,0.04340686,0.82452404
-5.24962481,1.77694675,0.05710309,0.00000000,0.55121682,0.62169223,0.04268043,0.78128817
-5.24362181,1.67402678,0.05312616,0.00000000,0.50911988,0.58998877,0.04176963,0.73684818
-5.23761881,1.56983919,0.04914338,0.00000000,0.46757942,0.55762806,0.04069323,0.69186895
-5.23161581,1.46582541,0.04521066,0.00000000,0.42715624,0.52505707,0.03947358,0.64699231
-5.22561281,1.36334526,0.04137934,0.00000000,0.38835147,0.49270788,0.03813623,0.60282689
-5.21960980,1.26365792,0.03769539,0.00000000,0.35160021,0.46099187,0.03670938,0.55993965
-5.21360680,1.16790687,0.03419881,0.00000000,0.31726787,0.43029473,0.03522326,0.51884889
-5.20760380,1.07710848,0.03092326,0.00000000,0.28564867,0.40097191,0.03370940,0.48001891
-5.20160080,0.99214406,0.02789592,0.00000000,0.25696645,0.37334478,0.03219990,0.44385595
-5.19559780,0.91375490,0.02513752,0.00000000,0.23137708,0.34769714,0.03072658,0.41070542
-5.18959480,0.84253988,0.02266253,0.00000000,0.20897234,0.32427230,0.02932013,0.38085016
-5.18359180,0.77895526,0.02047945,0.00000000,0.18978477,0.30327061,0.02800933,0.35450954
-5.17758879,0.72331622,0.01859128,0.00000000,0.17379313,0.28484732,0.02682026,0.33183931
-5.17158579,0.67579977,0.01699598,0.00000000,0.16092820,0.26911100,0.02577554,0.31293198
-5.16558279,0.63644887,0.01568699,0.00000000,0.15107853,0.25612243,0.02489374,0.29781780
-5.15957979,0.60517749,0.01465380,0.00000000,0.14409608,0.24589402,0.02418886,0.28646606
-5.15357679,0.58177658,0.01388244,0.00000000,0.13980141,0.23838991,0.02366991,0.27878698
-5.14757379,0.56592101,0.01335610,0.00000000,0.13798856,0.23352678,0.02334068,0.27463397
