energy_ev,total_up,As_p_up,As_d_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-6.00000000,2.75172209,0.29183697,0.00000000,1.05978993,1.65481787,0.91232826,0.00000000
-5.99399700,2.72462158,0.28725909,0.00000000,1.06953614,1.63035324,0.90314525,0.00000000
-5.98799400,2.69644369,0.28313646,0.00000000,1.07802339,1.60553291,0.89314206,0.00000000
-5.98199100,2.66721976,0.27948324,0.00000000,1.08525032,1.58041450,0.88230740,0.00000000
-5.97598799,2.63700262,0.27630775,0.00000000,1.09123552,1.55506445,0.87063851,0.00000000
-5.96998499,2.60586817,0.27361251,0.00000000,1.09601486,1.52955954,0.85814268,0.00000000
-5.96398199,2.57391509,0.27139404,0.00000000,1.09963799,1.50398724,0.84483825,0.00000000
-5.95797899,2.54126280,0.26964253,0.00000000,1.10216401,1.47844515,0.83075530,0.00000000
-5.95197599,2.50804801,0.26834134,0.00000000,1.10365677,1.45303933,0.81593594,0.00000000
-5.94597299,2.47441989,0.26746650,0.00000000,1.10417977,1.42788192,0.80043424,0.00000000
-5.93996998,2.44053441,0.26698606,0.00000000,1.10379110,1.40308799,0.78431594,0.00000000
-5.93396698,2.40654821,0.26685961,0.00000000,1.10253869,1.37877206,0.76765792,0.00000000
-5.92796398,2.37261251,0.26703791,0.00000000,1.10045607,1.35504448,0.75054754,0.00000000
-5.92196098,2.33886735,0.26746269,0.00000000,1.09755894,1.33200786,0.73308185,0.00000000
-5.91595798,2.30543671,0.26806686,0.00000000,1.09384284,1.30975393,0.71536676,0.00000000
-5.90995498,2.27242481,0.26877502,0.00000000,1.08928199,1.28836095,0.69751615,0.00000000
-5.90395198,2.23991391,0.26950444,0.00000000,1.08382949,1.26789201,0.67965099,0.00000000
-5.89794897,2.20796375,0.27016644,0.00000000,1.07741891,1.24839415,0.66189836,0.00000000
-5.89194597,2.17661283,0.27066828,0.00000000,1.06996732,1.22989869,0.64439042,0.00000000
-5.88594297,2.14588150,0.27091539,0.00000000,1.06137965,1.21242255,0.62726333,0.00000000
-5.87993997,2.11577675,0.27081406,0.00000000,1.05155418,1.19597072,0.61065597,0.00000000
-5.87393697,2.08629867,0.27027431,0.00000000,1.04038911,1.18053973,0.59470863,0.00000000
-5.86793397,2.05744810,0.26921298,0.00000000,1.02778983,1.16612202,0.57956135,0.00000000
-5.86193097,2.02923530,0.26755692,0.00000000,1.01367661,1.15271102,0.56535224,0.00000000
-5.85592796,2.00168912,0.26524600,0.00000000,0.99799245,1.14030667,0.55221545,0.00000000
-5.84992496,1.97486634,0.26223604,0.00000000,0.98071061,1.12892121,0.54027902,0.00000000
-5.84392196,1.94886048,0.25850125,0.00000000,0.96184161,1.11858482,0.52966258,0.00000000
-5.83791896,1.92380979,0.25403635,0.00000000,0.94143916,1.10935093,0.52047483,0.00000000
-5.83191596,1.89990374,0.24885798,0.00000000,0.91960491,1.10130074,0.51281111,0.00000000
-5.82591296,1.87738771,0.24300552,0.00000000,0.89649154,1.09454681,0.50675082,0.00000000
-5.81990995,1.85656536,0.23654113,0.00000000,0.87230410,1.08923527,0.50235511,0.00000000
-5.81390695,1.83779842,0.22954907,0.00000000,0.84729939,1.08554664,0.49966465,0.00000000
-5.80790395,1.82150360,0.22213418,0.00000000,0.82178321,1.08369481,0.49869778,0.00000000
-5.80190095,1.80814667,0.21441963,0.00000000,0.79610567,1.08392435,0.49944912,0.00000000
-5.79589795,1.79823345,0.20654401,0.00000000,0.77065440,1.08650581,0.50188854,0.00000000
-5.78989495,1.79229804,0.19865773,0.00000000,0.74584605,1.09172934,0.50596085,0.00000000
-5.78389195,1.79088840,0.19091896,0.00000000,0.72211604,1.09989644,0.51158608,0.00000000
-5.77788894,1.79454971,0.18348913,0.00000000,0.69990712,1.11131023,0.51866034,0.00000000
-5.77188594,1.80380585,0.17652824,0.00000000,0.67965688,1.12626440,0.52705747,0.00000000
-5.76588294,1.81913959,0.17019000,0.00000000,0.66178474,1.14503116,0.53663112,0.00000000
-5.75987994,1.84097210,0.16461704,0.00000000,0.64667868,1.16784851,0.54721752,0.00000000
-5.75387694,1.86964238,0.15993640,0.00000000,0.63468228,1.19490731,0.55863855,0.00000000
-5.74787394,1.90538733,0.15625522,0.00000000,0.62608244,1.22633857,0.57070525,0.00000000
-5.74187094,1.94832320,0.15365707,0.00000000,0.62109813,1.26220140,0.58322137,0.00000000
-5.73586793,1.99842902,0.15219884,0.00000000,0.61987070,1.30247211,0.59598705,0.00000000
-5.72986493,2.05553288,0.15190832,0.00000000,0.62245602,1.34703492,0.60880237,0.00000000
-5.72386193,2.11930154,0.15278269,0.00000000,0.62881872,1.39567471,0.62147067,0.00000000
-5.71785893,2.18923404,0.15478782,0.00000000,0.63882896,1.44807231,0.63380158,0.00000000
-5.71185593,2.26465987,0.15785853,0.00000000,0.65226175,1.50380255,0.64561365,0.00000000
-5.70585293,2.34474195,0.16189977,0.00000000,0.66879908,1.56233542,0.65673654,0.00000000
-5.69984992,2.42848481,0.16678877,0.00000000,0.68803487,1.62304054,0.66701285,0.00000000
-5.69384692,2.51474800,0.17237794,0.00000000,0.70948266,1.68519499,0.67629947,0.00000000
-5.68784392,2.60226464,0.17849874,0.00000000,0.73258599,1.74799452,0.68446863,0.00000000
-5.68184092,2.68966488,0.18496610,0.00000000,0.75673124,1.81056780,0.69140857,0.00000000
-5.67583792,2.77550364,0.19158346,0.00000000,0.78126251,1.87199368,0.69702406,0.00000000
-5.66983492,2.85829213,0.19814815,0.00000000,0.80549830,1.93132074,0.70123665,0.00000000
-5.66383192,2.93653207,0.20445710,0.00000000,0.82874931,1.98758878,0.70398489,0.00000000
-5.65782891,3.00875169,0.21031246,0.00000000,0.85033696,2.03985139,0.70522431,0.00000000
-5.65182591,3.07354224,0.21552712,0.00000000,0.86961191,2.08719908,0.70492747,0.00000000
-5.64582291,3.12959380,0.21992991,0.00000000,0.88597200,2.12878199,0.70308381,0.00000000
-5.63981991,3.17572914,0.22337019,0.00000000,0.89887891,2.16383140,0.69969940,0.00000000
-5.63381691,3.21093430,0.22572181,0.00000000,0.90787306,2.19167938,0.69479659,0.00000000
-5.62781391,3.23438481,0.22688623,0.00000000,0.91258596,2.21177571,0.68841342,0.00000000
-5.62181091,3.24546662,0.22679470,0.00000000,0.91274985,2.22370160,0.68060281,0.00000000
-5.61580790,3.24379085,0.22540945,0.00000000,0.90820400,2.22717956,0.67143150,0.00000000
-5.60980490,3.22920196,0.22272390,0.00000000,0.89889764,2.22207931,0.66097868,0.00000000
-5.60380190,3.20177904,0.21876180,0.00000000,0.88488932,2.20841930,0.64933441,0.00000000
-5.59779890,3.16183035,0.21357555,0.00000000,0.86634282,2.18636420,0.63659777,0.00000000
-5.59179590,3.10988125,0.20724357,0.00000000,0.84351984,2.15621819,0.62287482,0.00000000
-5.58579290,3.04665639,0.19986707,0.00000000,0.81676976,2.11841463,0.60827647,0.00000000
-5.57978989,2.97305665,0.19156614,0.00000000,0.78651693,2.07350255,0.59291629,0.00000000
-5.57378689,2.89013210,0.18247557,0.00000000,0.75324616,2.02213043,0.57690842,0.00000000
-5.56778389,2.79905184,0.17274041,0.00000000,0.71748678,1.96502802,0.56036561,0.00000000
-5.56178089,2.70107207,0.16251151,0.00000000,0.67979623,1.90298689,0.54339745,0.00000000
-5.55577789,2.59750336,0.15194116,0.00000000,0.64074354,1.83684035,0.52610896,0.00000000
-5.54977489,2.48967851,0.14117905,0.00000000,0.60089342,1.76744344,0.50859940,0.00000000
-5.54377189,2.37892173,0.13036865,0.00000000,0.56079161,1.69565361,0.49096155,0.00000000
-5.53776888,2.26652035,0.11964406,0.00000000,0.52095174,1.62231274,0.47328116,0.00000000
-5.53176588,2.15369953,0.10912747,0.00000000,0.48184429,1.54823081,0.45563686,0.00000000
-5.52576288,2.04160082,0.09892723,0.00000000,0.44388778,1.47417168,0.43810016,0.00000000
-5.51975988,1.93126484,0.08913657,0.00000000,0.40744239,1.40084141,0.42073576,0.00000000
-5.51375688,1.82361827,0.07983293,0.00000000,0.37280602,1.32887897,0.40360193,0.00000000
-5.50775388,1.71946542,0.07107785,0.00000000,0.34021278,1.25884986,0.38675098,0.00000000
-5.50175088,1.61948409,0.06291743,0.00000000,0.30983371,1.19124225,0.37022970,0.00000000
-5.49574787,1.52422560,0.05538320,0.00000000,0.28177947,1.12646584,0.35407989,0.00000000
-5.48974487,1.43411860,0.04849336,0.00000000,0.25610483,1.06485309,0.33833870,0.00000000
-5.48374187,1.34947628,0.04225432,0.00000000,0.23281440,1.00666273,0.32303910,0.00000000
-5.47773887,1.27050627,0.03666240,0.00000000,0.21186949,0.95208512,0.30821012,0.00000000
-5.47173587,1.19732285,0.03170569,0.00000000,0.19319556,0.90124919,0.29387726,0.00000000
-5.46573287,1.12996057,0.02736582,0.00000000,0.17668990,0.85423054,0.28006271,0.00000000
-5.45972986,1.06838878,0.02361985,0.00000000,0.16222939,0.81106025,0.26678579,0.00000000
-5.45372686,1.01252631,0.02044186,0.00000000,0.14967770,0.77173391,0.25406324,0.00000000
-5.44772386,0.96225557,0.01780455,0.00000000,0.13889207,0.73622053,0.24190965,0.00000000
-5.44172086,0.91743558,0.01568050,0.00000000,0.12972911,0.70447077,0.23033793,0.00000000
-5.43571786,0.87791325,0.01404328,0.00000000,0.12204969,0.67642412,0.21935972,0.00000000
-5.42971486,0.84353249,0.01286825,0.00000000,0.11572273,0.65201472,0.20898585,0.00000000
-5.42371186,0.81414086,0.01213313,0.00000000,0.11062784,0.63117552,0.19922666,0.00000000
-5.41770885,0.78959341,0.01181831,0.00000000,0.10665688,0.61384064,0.19009227,0.00000000
-5.41170585,0.76975382,0.01190682,0.00000000,0.10371441,0.59994576,0.18159263,0.00000000
-5.40570285,0.75449281,0.01238418,0.00000000,0.10171724,0.58942678,0.17373741,0.00000000
