energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.51975988,2.48576650,0.00891967,0.30339083,0.96554057,0.92382831,1.23399190,0.00000000,0.88446210,0.32108538
-5.51375688,2.37187170,0.00816137,0.28634842,0.92981015,0.87593319,1.18164003,0.00000000,0.85042190,0.30901222
-5.50775388,2.25587832,0.00743038,0.26916696,0.89218677,0.82760986,1.12778596,0.00000000,0.81543170,0.29652866
-5.50175088,2.13854652,0.00673199,0.25198776,0.85297960,0.77918000,1.07280377,0.00000000,0.77969852,0.28370553
-5.49574787,2.02061277,0.00607033,0.23494476,0.81250402,0.73095295,1.01706097,0.00000000,0.74341874,0.27061335
-5.48974487,1.90278362,0.00544841,0.21816267,0.77107707,0.68322234,0.96091528,0.00000000,0.70677830,0.25732213
-5.48374187,1.78573020,0.00486821,0.20175527,0.72901319,0.63626304,0.90471183,0.00000000,0.66995336,0.24390119
-5.47773887,1.67008352,0.00433075,0.18582408,0.68662019,0.59032851,0.84878063,0.00000000,0.63311127,0.23041889
-5.47173587,1.55643051,0.00383622,0.17045739,0.64419559,0.54564855,0.79343430,0.00000000,0.59641156,0.21694254
-5.46573287,1.44531081,0.00338407,0.15572967,0.60202338,0.50242751,0.73896611,0.00000000,0.56000701,0.20353806
-5.45972986,1.33721422,0.00297319,0.14170131,0.56037115,0.46084309,0.68564817,0.00000000,0.52404447,0.19026976
-5.45372686,1.23257887,0.00260194,0.12841877,0.51948764,0.42104553,0.63372995,0.00000000,0.48866538,0.17719994
-5.44772386,1.13178985,0.00226834,0.11591505,0.47960070,0.38315742,0.58343694,0.00000000,0.45400602,0.16438850
-5.44172086,1.03517858,0.00197014,0.10421038,0.44091568,0.34727398,0.53496955,0.00000000,0.42019724,0.15189239
-5.43571786,0.94302252,0.00170489,0.09331329,0.40361420,0.31346370,0.48850221,0.00000000,0.38736390,0.13976514
-5.42971486,0.85554547,0.00147008,0.08322164,0.36785328,0.28176953,0.44418275,0.00000000,0.35562382,0.12805624
-5.42371186,0.77291825,0.00126315,0.07392401,0.33376480,0.25221026,0.40213196,0.00000000,0.32508657,0.11681053
-5.41770885,0.69525986,0.00108159,0.06540094,0.30145541,0.22478228,0.36244348,0.00000000,0.29585192,0.10606770
-5.41170585,0.62263901,0.00092295,0.05762629,0.27100665,0.19946151,0.32518395,0.00000000,0.26800827,0.09586168
-5.40570285,0.55507619,0.00078489,0.05056855,0.24247544,0.17620551,0.29039348,0.00000000,0.24163112,0.08622026
-5.39969985,0.49254605,0.00066521,0.04419208,0.21589491,0.15495567,0.25808646,0.00000000,0.21678157,0.07716474
-5.39369685,0.43498026,0.00056186,0.03845821,0.19127549,0.13563945,0.22825270,0.00000000,0.19350518,0.06870966
-5.38769385,0.38227087,0.00047293,0.03332626,0.16860626,0.11817266,0.20085887,0.00000000,0.17183111,0.06086278
-5.38169085,0.33427392,0.00039670,0.02875448,0.14785665,0.10246166,0.17585029,0.00000000,0.15177164,0.05362513
-5.37568784,0.29081353,0.00033158,0.02470075,0.12897822,0.08840553,0.15315302,0.00000000,0.13332222,0.04699126
-5.36968484,0.25168628,0.00027616,0.02112330,0.11190679,0.07589811,0.13267615,0.00000000,0.11646186,0.04094959
-5.36368184,0.21666576,0.00022917,0.01798119,0.09656461,0.06482993,0.11431429,0.00000000,0.10115405,0.03548293
-5.35767884,0.18550735,0.00018945,0.01523475,0.08286269,0.05509003,0.09795025,0.00000000,0.08734804,0.03056912
-5.35167584,0.15795301,0.00015602,0.01284595,0.07070312,0.04656758,0.08345772,0.00000000,0.07498050,0.02618175
-5.34567284,0.13373600,0.00012799,0.01077861,0.05998150,0.03915336,0.07070398,0.00000000,0.06397738,0.02229090
-5.33966983,0.11258550,0.00010456,0.00899862,0.05058914,0.03274106,0.05955255,0.00000000,0.05425606,0.01886402
-5.33366683,0.09423088,0.00008507,0.00747404,0.04241529,0.02722837,0.04986565,0.00000000,0.04572744,0.01586667
-5.32766383,0.07840572,0.00006891,0.00617521,0.03534915,0.02251792,0.04150653,0.00000000,0.03829823,0.01326338
-5.32166083,0.06485132,0.00005558,0.00507477,0.02928167,0.01851803,0.03434154,0.00000000,0.03187297,0.01101838
-5.31565783,0.05331979,0.00004462,0.00414762,0.02410713,0.01514326,0.02824195,0.00000000,0.02635604,0.00909628
-5.30965483,0.04357658,0.00003566,0.00337096,0.01972449,0.01231483,0.02308540,0.00000000,0.02165344,0.00746266
-5.30365183,0.03540250,0.00002836,0.00272416,0.01603844,0.00996088,0.01875712,0.00000000,0.01767428,0.00608462
-5.29764882,0.02859522,0.00002244,0.00218874,0.01296025,0.00801656,0.01515089,0.00000000,0.01433208,0.00493117
-5.29164582,0.02297029,0.00001767,0.00174822,0.01040827,0.00642406,0.01216957,0.00000000,0.01154574,0.00397356
-5.28564282,0.01836169,0.00001384,0.00138802,0.00830833,0.00513250,0.00972553,0.00000000,0.00924026,0.00318553
-5.27963982,0.01462198,0.00001078,0.00109537,0.00659382,0.00409782,0.00774079,0.00000000,0.00734718,0.00254346
-5.27363682,0.01162219,0.00000836,0.00085913,0.00520563,0.00328253,0.00614696,0.00000000,0.00580484,0.00202644
-5.26763382,0.00925142,0.00000644,0.00066968,0.00409198,0.00265551,0.00488502,0.00000000,0.00455838,0.00161631
-5.26163082,0.00741622,0.00000494,0.00051876,0.00320807,0.00219183,0.00390512,0.00000000,0.00355959,0.00129766
-5.25562781,0.00604000,0.00000376,0.00039935,0.00251572,0.00187250,0.00316613,0.00000000,0.00276663,0.00105775
-5.24962481,0.00506229,0.00000285,0.00030554,0.00198285,0.00168435,0.00263530,0.00000000,0.00214364,0.00088644
-5.24362181,0.00443802,0.00000215,0.00023236,0.00158310,0.00161994,0.00228786,0.00000000,0.00166031,0.00077616
-5.23761881,0.00413697,0.00000161,0.00017571,0.00129524,0.00167749,0.00210669,0.00000000,0.00129138,0.00072179
-5.23161581,0.00414321,0.00000120,0.00013220,0.00110280,0.00186093,0.00208199,0.00000000,0.00101613,0.00072065
-5.22561281,0.00445464,0.00000089,0.00009907,0.00099355,0.00217994,0.00221101,0.00000000,0.00081787,0.00077237
-5.21960980,0.00508279,0.00000066,0.00007410,0.00095914,0.00265015,0.00249785,0.00000000,0.00068351,0.00087893
-5.21360680,0.00605247,0.00000050,0.00005552,0.00099470,0.00329325,0.00295334,0.00000000,0.00060306,0.00104460
-5.20760380,0.00740173,0.00000038,0.00004190,0.00109855,0.00413718,0.00359487,0.00000000,0.00056928,0.00127594
-5.20160080,0.00918165,0.00000030,0.00003215,0.00127185,0.00521633,0.00444629,0.00000000,0.00057726,0.00158174
-5.19559780,0.01145616,0.00000025,0.00002542,0.00151834,0.00657154,0.00553779,0.00000000,0.00062411,0.00197306
-5.18959480,0.01430169,0.00000024,0.00002107,0.00184413,0.00825023,0.00690569,0.00000000,0.00070869,0.00246313
-5.18359180,0.01780672,0.00000025,0.00001862,0.00225735,0.01030611,0.00859216,0.00000000,0.00083133,0.00306731
-5.17758879,0.02207088,0.00000030,0.00001773,0.00276796,0.01279898,0.01064478,0.00000000,0.00099357,0.00380292
-5.17158579,0.02720381,0.00000039,0.00001816,0.00338742,0.01579402,0.01311598,0.00000000,0.00119798,0.00468908
-5.16558279,0.03332350,0.00000052,0.00001979,0.00412835,0.01936103,0.01606214,0.00000000,0.00144792,0.00574643
-5.15957979,0.04055414,0.00000073,0.00002253,0.00500419,0.02357316,0.01954259,0.00000000,0.00174736,0.00699677
-5.15357679,0.04902341,0.00000101,0.00002639,0.00602873,0.02850542,0.02361823,0.00000000,0.00210063,0.00846263
-5.14757379,0.05885914,0.00000141,0.00003143,0.00721565,0.03423279,0.02834987,0.00000000,0.00251226,0.01016671
-5.14157079,0.07018545,0.00000197,0.00003773,0.00857795,0.04082792,0.03379639,0.00000000,0.00298671,0.01213122
-5.13556778,0.08311840,0.00000272,0.00004548,0.01012741,0.04835864,0.04001252,0.00000000,0.00352818,0.01437720
-5.12956478,0.09776109,0.00000374,0.00005487,0.01187390,0.05688510,0.04704649,0.00000000,0.00414035,0.01692368
-5.12356178,0.11419866,0.00000511,0.00006619,0.01382479,0.06645674,0.05493751,0.00000000,0.00482620,0.01978685
-5.11755878,0.13249298,0.00000694,0.00007977,0.01598427,0.07710921,0.06371320,0.00000000,0.00558771,0.02297920
-5.11155578,0.15267766,0.00000934,0.00009604,0.01835280,0.08886132,0.07338706,0.00000000,0.00642572,0.02650869
-5.10555278,0.17475322,0.00001250,0.00011550,0.02092653,0.10171220,0.08395615,0.00000000,0.00733971,0.03037793
-5.09954977,0.19868308,0.00001659,0.00013878,0.02369688,0.11563874,0.09539901,0.00000000,0.00832770,0.03458357
-5.09354677,0.22439033,0.00002187,0.00016663,0.02665030,0.13059364,0.10767404,0.00000000,0.00938608,0.03911572
-5.08754377,0.25175575,0.00002862,0.00019994,0.02976806,0.14650410,0.12071851,0.00000000,0.01050968,0.04395767
-5.08154077,0.28061723,0.00003719,0.00023976,0.03302641,0.16327131,0.13444818,0.00000000,0.01169169,0.04908580
-5.07553777,0.31077079,0.00004798,0.00028733,0.03639681,0.18077089,0.14875772,0.00000000,0.01292384,0.05446972
-5.06953477,0.34197339,0.00006145,0.00034409,0.03984647,0.19885440,0.16352205,0.00000000,0.01419659,0.06007281
-5.06353177,0.37394748,0.00007813,0.00041171,0.04333914,0.21735186,0.17859844,0.00000000,0.01549931,0.06585289
-5.05752876,0.40638729,0.00009863,0.00049208,0.04683599,0.23607536,0.19382964,0.00000000,0.01682069,0.07176329
-5.05152576,0.43896682,0.00012362,0.00058730,0.05029684,0.25482367,0.20904764,0.00000000,0.01814909,0.07775410
-5.04552276,0.47134908,0.00015383,0.00069974,0.05368140,0.27338771,0.22407826,0.00000000,0.01947298,0.08377367
-5.03951976,0.50319639,0.00019004,0.00083197,0.05695072,0.29155664,0.23874625,0.00000000,0.02078141,0.08977017
-5.03351676,0.53418134,0.00023310,0.00098672,0.06006858,0.30912456,0.25288066,0.00000000,0.02206448,0.09569326
-5.02751376,0.56399780,0.00028385,0.00116693,0.06300291,0.32589721,0.26632043,0.00000000,0.02331377,0.10149575
-5.02151076,0.59237159,0.00034317,0.00137558,0.06572713,0.34169869,0.27891982,0.00000000,0.02452275,0.10713509
-5.01550775,0.61907018,0.00041191,0.00161573,0.06822124,0.35637774,0.29055341,0.00000000,0.02568717,0.11257466
-5.00950475,0.64391102,0.00049087,0.00189038,0.07047276,0.36981329,0.30112054,0.00000000,0.02680524,0.11778484
-5.00350175,0.66676796,0.00058076,0.00220240,0.07247737,0.38191903,0.31054885,0.00000000,0.02787782,0.12274362
-4.99749875,0.68757542,0.00068218,0.00255443,0.07423919,0.39264674,0.31879686,0.00000000,0.02890842,0.12743687
-4.99149575,0.70633015,0.00079556,0.00294880,0.07577077,0.40198831,0.32585525,0.00000000,0.02990315,0.13185816
-4.98549275,0.72309027,0.00092112,0.00338742,0.07709269,0.40997613,0.33174704,0.00000000,0.03087044,0.13600810
-4.97948974,0.73797177,0.00105883,0.00387168,0.07823286,0.41668205,0.33652639,0.00000000,0.03182074,0.13989335
-4.97348674,0.75114259,0.00120840,0.00440241,0.07922551,0.42221471,0.34027623,0.00000000,0.03276608,0.14352520
-4.96748374,0.76281451,0.00136919,0.00497985,0.08010990,0.42671559,0.34310480,0.00000000,0.03371953,0.14691791
-4.96148074,0.77323330,0.00154023,0.00560358,0.08092895,0.43035379,0.34514120,0.00000000,0.03469465,0.15008690
-4.95547774,0.78266769,0.00172019,0.00627261,0.08172759,0.43331981,0.34653025,0.00000000,0.03570490,0.15304683
-4.94947474,0.79139760,0.00190739,0.00698539,0.08255128,0.43581868,0.34742690,0.00000000,0.03676303,0.15580978
-4.94347174,0.79970231,0.00209978,0.00774000,0.08344442,0.43806266,0.34799033,0.00000000,0.03788055,0.15838363
-4.93746873,0.80784910,0.00229497,0.00853425,0.08444896,0.44026383,0.34837818,0.00000000,0.03906723,0.16077075
-4.93146573,0.81608299,0.00249030,0.00936594,0.08560318,0.44262696,0.34874103,0.00000000,0.04033072,0.16296701
-4.92546273,0.82461780,0.00268285,0.01023307,0.08694070,0.44534284,0.34921741,0.00000000,0.04167624,0.16496141
-4.91945973,0.83362921,0.00286954,0.01113417,0.08848976,0.44858229,0.34992952,0.00000000,0.04310645,0.16673608
-4.91345673,0.84324974,0.00304719,0.01206855,0.09027280,0.45249118,0.35097978,0.00000000,0.04462132,0.16826688
-4.90745373,0.85356602,0.00321261,0.01303663,0.09230627,0.45718647,0.35244831,0.00000000,0.04621827,0.16952451
-4.90145073,0.86461809,0.00336271,0.01404022,0.09460078,0.46275337,0.35439136,0.00000000,0.04789229,0.17047597
-4.89544772,0.87640082,0.00349458,0.01508275,0.09716137,0.46924373,0.35684076,0.00000000,0.04963621,0.17108646
-4.88944472,0.88886707,0.00360559,0.01616948,0.09998807,0.47667553,0.35980416,0.00000000,0.05144103,0.17132147
-4.88344172,0.90193228,0.00369346,0.01730759,0.10307647,0.48503351,0.36326615,0.00000000,0.05329623,0.17114899
-4.87743872,0.91548032,0.00375639,0.01850620,0.10641848,0.49427079,0.36719004,0.00000000,0.05519021,0.17054165
-4.87143572,0.92936994,0.00379306,0.01977628,0.11000298,0.50431136,0.37152023,0.00000000,0.05711067,0.16947877
-4.86543272,0.94344172,0.00380275,0.02113044,0.11381656,0.51505335,0.37618491,0.00000000,0.05904489,0.16794807
-4.85942971,0.95752503,0.00378531,0.02258254,0.11784410,0.52637295,0.38109915,0.00000000,0.06098015,0.16594703
-4.85342671,0.97144479,0.00374117,0.02414732,0.12206927,0.53812881,0.38616809,0.00000000,0.06290391,0.16348374
-4.84742371,0.98502772,0.00367139,0.02583977,0.12647500,0.55016679,0.39129019,0.00000000,0.06480410,0.16057731
-4.84142071,0.99810812,0.00357757,0.02767448,0.13104371,0.56232498,0.39636047,0.00000000,0.06666929,0.15725771
-4.83541771,1.01053285,0.00346181,0.02966498,0.13575758,0.57443891,0.40127366,0.00000000,0.06848879,0.15356514
-4.82941471,1.02216568,0.00332666,0.03182293,0.14059867,0.58634670,0.40592713,0.00000000,0.07025283,0.14954892
-4.82341171,1.03289099,0.00317505,0.03415737,0.14554899,0.59789418,0.41022374,0.00000000,0.07195266,0.14526603
-4.81740870,1.04261676,0.00301016,0.03667407,0.15059069,0.60893990,0.41407441,0.00000000,0.07358064,0.14077940
-4.81140570,1.05127720,0.00283538,0.03937481,0.15570611,0.61935982,0.41740053,0.00000000,0.07513044,0.13615595
-4.80540270,1.05883478,0.00265419,0.04225692,0.16087809,0.62905157,0.42013607,0.00000000,0.07659722,0.13146463
-4.79939970,1.06528201,0.00247006,0.04531288,0.16609020,0.63793840,0.42222959,0.00000000,0.07797790,0.12677451
-4.79339670,1.07064284,0.00228642,0.04853007,0.17132728,0.64597235,0.42364584,0.00000000,0.07927144,0.12215299
-4.78739370,1.07497380,0.00210651,0.05189084,0.17657597,0.65313692,0.42436724,0.00000000,0.08047924,0.11766425
-4.78139070,1.07836484,0.00193339,0.05537262,0.18182544,0.65944883,0.42439505,0.00000000,0.08160557,0.11336799
-4.77538769,1.08093979,0.00176985,0.05894834,0.18706827,0.66495896,0.42375016,0.00000000,0.08265807,0.10931853
-4.76938469,1.08285640,0.00161838,0.06258702,0.19230136,0.66975230,0.42247371,0.00000000,0.08364824,0.10556418
-4.76338169,1.08430597,0.00148116,0.06625456,0.19752697,0.67394699,0.42062724,0.00000000,0.08459196,0.10214706
-4.75737869,1.08551226,0.00136002,0.06991467,0.20275381,0.67769223,0.41829257,0.00000000,0.08551007,0.09910313
-4.75137569,1.08672977,0.00125649,0.07352996,0.20799801,0.68116525,0.41557118,0.00000000,0.08642879,0.09646256
-4.74537269,1.08824132,0.00117172,0.07706310,0.21328416,0.68456727,0.41258338,0.00000000,0.08738019,0.09425030
-4.73936968,1.09035482,0.00110660,0.08047810,0.21864613,0.68811857,0.40946695,0.00000000,0.08840255,0.09248679
-4.73336668,1.09339914,0.00106166,0.08374157,0.22412780,0.69205280,0.40637544,0.00000000,0.08954061,0.09118875
-4.72736368,1.09771946,0.00103719,0.08682402,0.22978358,0.69661067,0.40347619,0.00000000,0.09084573,0.09037005
-4.72136068,1.10367170,0.00103318,0.08970107,0.23567860,0.70203320,0.40094794,0.00000000,0.09237594,0.09004251
-4.71535768,1.11161661,0.00104937,0.09235461,0.24188877,0.70855475,0.39897823,0.00000000,0.09419586,0.09021664
-4.70935468,1.12191338,0.00108526,0.09477389,0.24850042,0.71639606,0.39776052,0.00000000,0.09637647,0.09090224
-4.70335168,1.13491312,0.00114013,0.09695642,0.25560968,0.72575758,0.39749116,0.00000000,0.09899485,0.09210893
-4.69734867,1.15095235,0.00121300,0.09890873,0.26332152,0.73681327,0.39836628,0.00000000,0.10213368,0.09384645
-4.69134567,1.17034675,0.00130270,0.10064702,0.27174841,0.74970513,0.40057853,0.00000000,0.10588077,0.09612491
-4.68534267,1.19338544,0.00140782,0.10219751,0.28100877,0.76453875,0.40431393,0.00000000,0.11032838,0.09895484
-4.67933967,1.22032579,0.00152676,0.10359665,0.29122494,0.78137983,0.40974872,0.00000000,0.11557252,0.10234713
-4.67333667,1.25138921,0.00165770,0.10489111,0.30252103,0.80025217,0.41704628,0.00000000,0.12171210,0.10631288
-4.66733367,1.28675772,0.00179862,0.10613748,0.31502035,0.82113677,0.42635434,0.00000000,0.12884801,0.11086321
-4.66133067,1.32657160,0.00194732,0.10740175,0.32884269,0.84397254,0.43780224,0.00000000,0.13708203,0.11600898
-4.65532766,1.37092797,0.00210143,0.10875855,0.34410143,0.86865813,0.45149856,0.00000000,0.14651565,0.12176051
-4.64932466,1.41988027,0.00225847,0.11029005,0.36090042,0.89505515,0.46752893,0.00000000,0.15724867,0.12812729
-4.64332166,1.47343862,0.00241580,0.11208468,0.37933091,0.92299245,0.48595416,0.00000000,0.16937763,0.13511772
