energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,1.89264751,0.01876809,0.20206375,0.44315533,0.74248137,0.77580737,0.00000000,0.49106112,0.39313903
-5.99399700,1.85565156,0.01713351,0.19931889,0.42521419,0.73216472,0.76007883,0.00000000,0.48535052,0.38304915
-5.98799400,1.83303628,0.01564437,0.19769248,0.41001991,0.72860813,0.75067070,0.00000000,0.48370353,0.37481394
-5.98199100,1.82386637,0.01430274,0.19718622,0.39729411,0.73140207,0.74712771,0.00000000,0.48577877,0.36830580
-5.97598799,1.82706268,0.01310805,0.19779032,0.38674716,0.74007602,0.74892601,0.00000000,0.49118475,0.36336759
-5.96998499,1.84142377,0.01205710,0.19948246,0.37808561,0.75410545,0.75548492,0.00000000,0.49948884,0.35981868
-5.96398199,1.86564706,0.01114425,0.20222667,0.37101920,0.77291827,0.76617877,0.00000000,0.51022667,0.35746107
-5.95797899,1.89834975,0.01036171,0.20597223,0.36526730,0.79590092,0.78034875,0.00000000,0.52291161,0.35608562
-5.95197599,1.93808938,0.00969977,0.21065283,0.36056469,0.82240438,0.79731469,0.00000000,0.53704455,0.35547810
-5.94597299,1.98338452,0.00914719,0.21618593,0.35666667,0.85175031,0.81638672,0.00000000,0.55212363,0.35542494
-5.93996998,2.03273542,0.00869161,0.22247263,0.35335348,0.88323776,0.83687684,0.00000000,0.56765407,0.35571847
-5.93396698,2.08464510,0.00831988,0.22939800,0.35043389,0.91615050,0.85811031,0.00000000,0.58315776,0.35616174
-5.92796398,2.13764079,0.00801854,0.23683204,0.34774799,0.94976537,0.87943679,0.00000000,0.59818261,0.35657260
-5.92196098,2.19029591,0.00777412,0.24463124,0.34516918,0.98336170,0.90024123,0.00000000,0.61231142,0.35678722
-5.91595798,2.24125227,0.00757361,0.25264083,0.34260524,1.01623180,0.91995425,0.00000000,0.62517017,0.35666285
-5.90995498,2.28924251,0.00740468,0.26069760,0.33999855,1.04769251,0.93806204,0.00000000,0.63643539,0.35607997
-5.90395198,2.33311223,0.00725603,0.26863339,0.33732547,1.07709759,0.95411536,0.00000000,0.64584056,0.35494371
-5.89794897,2.37184138,0.00711762,0.27627897,0.33459487,1.10385059,0.96773768,0.00000000,0.65318126,0.35318472
-5.89194597,2.40456429,0.00698083,0.28346839,0.33184587,1.12741790,0.97863199,0.00000000,0.65831884,0.35075932
-5.88594297,2.43058764,0.00683861,0.29004349,0.32914486,1.14734134,0.98658618,0.00000000,0.66118265,0.34764926
-5.87993997,2.44940562,0.00668551,0.29585850,0.32658189,1.16324992,0.99147672,0.00000000,0.66177041,0.34386078
-5.87393697,2.46071155,0.00651775,0.30078458,0.32426656,1.17487011,0.99327037,0.00000000,0.66014705,0.33942337
-5.86793397,2.46440533,0.00633314,0.30471399,0.32232343,1.18203407,0.99202387,0.00000000,0.65644158,0.33438796
-5.86193097,2.46059601,0.00613104,0.30756394,0.32088730,1.18468543,0.98788141,0.00000000,0.65084249,0.32882480
-5.85592796,2.44959925,0.00591223,0.30927974,0.32009825,1.18288218,0.98106987,0.00000000,0.64359142,0.32282097
-5.84992496,2.43192932,0.00567876,0.30983727,0.32009687,1.17679628,0.97189200,0.00000000,0.63497562,0.31647765
-5.84392196,2.40828561,0.00543382,0.30924451,0.32101954,1.16671005,0.96071756,0.00000000,0.62531916,0.30990705
-5.83791896,2.37953413,0.00518153,0.30754228,0.32299427,1.15300911,0.94797274,0.00000000,0.61497343,0.30322928
-5.83191596,2.34668411,0.00492675,0.30480383,0.32613698,1.13617215,0.93412815,0.00000000,0.60430712,0.29656908
-5.82591296,2.31086072,0.00467495,0.30113357,0.33054835,1.11675785,0.91968591,0.00000000,0.59369611,0.29005259
-5.81990995,2.27327466,0.00443199,0.29666476,0.33631162,1.09538927,0.90516605,0.00000000,0.58351353,0.28380411
-5.81390695,2.23518961,0.00420395,0.29155631,0.34349103,1.07273636,0.89109297,0.00000000,0.57412050,0.27794315
-5.80790395,2.19788872,0.00399703,0.28598875,0.35213121,1.04949711,0.87798218,0.00000000,0.56585762,0.27258166
-5.80190095,2.16264125,0.00381735,0.28015953,0.36225743,1.02637820,0.86632793,0.00000000,0.55903775,0.26782162
-5.79589795,2.13067042,0.00367089,0.27427777,0.37387659,1.00407560,0.85659204,0.00000000,0.55393996,0.26375307
-5.78989495,2.10312348,0.00356337,0.26855852,0.38697892,0.98325595,0.84919422,0.00000000,0.55080501,0.26045250
-5.78389195,2.08104493,0.00350013,0.26321697,0.40154026,0.96453926,0.84450416,0.00000000,0.54983228,0.25798183
-5.77788894,2.06535340,0.00348611,0.25846248,0.41752471,0.94848347,0.84283541,0.00000000,0.55117811,0.25638780
-5.77188594,2.05682277,0.00352571,0.25449277,0.43488746,0.93557129,0.84444113,0.00000000,0.55495543,0.25570180
-5.76588294,2.05606781,0.00362277,0.25148848,0.45357757,0.92619960,0.84951159,0.00000000,0.56123457,0.25594015
-5.75987994,2.06353422,0.00378050,0.24960814,0.47354059,0.92067168,0.85817326,0.00000000,0.57004491,0.25710470
-5.75387694,2.07949321,0.00400136,0.24898377,0.49472066,0.91919222,0.87048925,0.00000000,0.58137721,0.25918370
-5.74787394,2.10404010,0.00428703,0.24971722,0.51706207,0.92186518,0.88646088,0.00000000,0.59518629,0.26215284
-5.74187094,2.13709666,0.00463831,0.25187738,0.54051007,0.92869433,0.90603000,0.00000000,0.61139388,0.26597643
-5.73586793,2.17841686,0.00505503,0.25549826,0.56501084,0.93958629,0.92908200,0.00000000,0.62989136,0.27060851
-5.72986493,2.22759530,0.00553599,0.26057809,0.59051072,0.95435574,0.95544901,0.00000000,0.65054226,0.27599401
-5.72386193,2.28407813,0.00607884,0.26707938,0.61695454,0.97273258,0.98491337,0.00000000,0.67318439,0.28206974
-5.71785893,2.34717586,0.00668004,0.27492994,0.64428335,0.99437075,1.01721109,0.00000000,0.69763157,0.28876529
-5.71185593,2.41607772,0.00733480,0.28402485,0.67243156,1.01885817,1.05203539,0.00000000,0.72367506,0.29600382
-5.70585293,2.48986738,0.00803706,0.29422929,0.70132375,1.04572778,1.08904022,0.00000000,0.75108457,0.30370272
-5.69984992,2.56753949,0.00877948,0.30538205,0.73087136,1.07446904,1.12784384,0.00000000,0.77960927,0.31177414
-5.69384692,2.64801719,0.00955346,0.31729976,0.76096954,1.10453988,1.16803272,0.00000000,0.80897876,0.32012558
-5.68784392,2.73017005,0.01034925,0.32978148,0.79149424,1.13537851,1.20916565,0.00000000,0.83890429,0.32866043
-5.68184092,2.81283246,0.01115608,0.34261367,0.82230007,1.16641515,1.25077830,0.00000000,0.86908040,0.33727859
-5.67583792,2.89482227,0.01196229,0.35557528,0.85321871,1.19708314,1.29238841,0.00000000,0.89918715,0.34587719
-5.66983492,2.97495930,0.01275560,0.36844277,0.88405842,1.22682943,1.33350146,0.00000000,0.92889304,0.35435151
-5.66383192,3.05208371,0.01352331,0.38099500,0.91460446,1.25512409,1.37361693,0.00000000,0.95785873,0.36259596
-5.65782891,3.12507369,0.01425265,0.39301773,0.94462055,1.28146885,1.41223519,0.00000000,0.98574152,0.37050538
-5.65182591,3.19286242,0.01493105,0.40430770,0.97385141,1.30540442,1.44886471,0.00000000,1.01220057,0.37797629
-5.64582291,3.25445369,0.01554649,0.41467619,1.00202621,1.32651651,1.48302957,0.00000000,1.03690268,0.38490846
-5.63981991,3.30893614,0.01608783,0.42395190,1.02886282,1.34444056,1.51427698,0.00000000,1.05952840,0.39120639
-5.63381691,3.35549561,0.01654512,0.43198327,1.05407282,1.35886517,1.54218462,0.00000000,1.07977840,0.39678089
-5.62781391,3.39342544,0.01690987,0.43864016,1.07736691,1.36953415,1.56636759,0.00000000,1.09737963,0.40155052
-5.62181091,3.42213451,0.01717534,0.44381494,1.09846066,1.37624750,1.58648458,0.00000000,1.11209104,0.40544297
-5.61580790,3.44115286,0.01733671,0.44742300,1.11708036,1.37886113,1.60224324,0.00000000,1.12370873,0.40839624
-5.60980490,3.45013490,0.01739120,0.44940289,1.13296873,1.37728570,1.61340447,0.00000000,1.13207007,0.41035955
-5.60380190,3.44886026,0.01733817,0.44971595,1.14589041,1.37148465,1.61978546,0.00000000,1.13705672,0.41129401
-5.59779890,3.43723228,0.01717910,0.44834574,1.15563692,1.36147155,1.62126158,0.00000000,1.13859643,0.41117297
-5.59179590,3.41527450,0.01691753,0.44529716,1.16203115,1.34730699,1.61776691,0.00000000,1.13666344,0.40998208
-5.58579290,3.38312529,0.01655890,0.44059546,1.16493107,1.32909511,1.60929360,0.00000000,1.13127757,0.40771903
-5.57978989,3.34103085,0.01611036,0.43428505,1.16423277,1.30697994,1.59589005,0.00000000,1.12250201,0.40439307
-5.57378689,3.28933699,0.01558056,0.42642829,1.15987257,1.28114164,1.57765816,0.00000000,1.11043997,0.40002424
-5.56778389,3.22847991,0.01497930,0.41710409,1.15182838,1.25179272,1.55474960,0.00000000,1.09523042,0.39464243
-5.56178089,3.15897620,0.01431727,0.40640654,1.14012017,1.21917425,1.52736154,0.00000000,1.07704295,0.38828638
-5.55577789,3.08141250,0.01360573,0.39444336,1.12480953,1.18355212,1.49573179,0.00000000,1.05607232,0.38100243
-5.54977489,2.99643476,0.01285614,0.38133425,1.10599852,1.14521335,1.46013361,0.00000000,1.03253269,0.37284343
-5.54377189,2.90473762,0.01207991,0.36720908,1.08382770,1.10446240,1.42087042,0.00000000,1.00665188,0.36386753
-5.53776888,2.80705381,0.01128811,0.35220601,1.05847347,1.06161746,1.37827035,0.00000000,0.97866594,0.35413710
-5.53176588,2.70414378,0.01049120,0.33646941,1.03014486,1.01700673,1.33268101,0.00000000,0.94881421,0.34371774
-5.52576288,2.59678582,0.00969882,0.32014765,0.99907972,0.97096470,1.28446437,0.00000000,0.91733502,0.33267735
