energy_ev,total_up,total_down,Ge_p_up,Ge_p_down,Ge_d_up,Ge_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,1.53426793,-1.53426793,0.09042984,-0.09042984,0.00000000,-0.00000000,0.43825606,-0.43825605,0.37575900,-0.37575900,0.91322868,-0.91322868,0.00000000,-0.00000000
-5.99399700,1.54407106,-1.54407105,0.10158442,-0.10158442,0.00000000,-0.00000000,0.44976412,-0.44976412,0.37148351,-0.37148351,0.90759889,-0.90759888,0.00000000,-0.00000000
-5.98799400,1.56610984,-1.56610984,0.11469455,-0.11469455,0.00000000,-0.00000000,0.46434435,-0.46434435,0.37058223,-0.37058223,0.90781319,-0.90781319,0.00000000,-0.00000000
-5.98199100,1.60005621,-1.60005621,0.12983318,-0.12983318,0.00000000,-0.00000000,0.48187394,-0.48187394,0.37302291,-0.37302291,0.91356344,-0.91356344,0.00000000,-0.00000000
-5.97598799,1.64541984,-1.64541984,0.14704548,-0.14704548,0.00000000,-0.00000000,0.50217533,-0.50217533,0.37873265,-0.37873265,0.92446408,-0.92446408,0.00000000,-0.00000000
-5.96998499,1.70156770,-1.70156770,0.16634370,-0.16634370,0.00000000,-0.00000000,0.52502062,-0.52502062,0.38760229,-0.38760229,0.94007092,-0.94007092,0.00000000,-0.00000000
-5.96398199,1.76774381,-1.76774381,0.18770224,-0.18770224,0.00000000,-0.00000000,0.55013660,-0.55013660,0.39949049,-0.39949049,0.95989997,-0.95989997,0.00000000,-0.00000000
-5.95797899,1.84308833,-1.84308833,0.21105319,-0.21105319,0.00000000,-0.00000000,0.57721039,-0.57721039,0.41422738,-0.41422738,0.98344539,-0.98344539,0.00000000,-0.00000000
-5.95197599,1.92665510,-1.92665510,0.23628261,-0.23628261,0.00000000,-0.00000000,0.60589523,-0.60589523,0.43161759,-0.43161759,1.01019568,-1.01019568,0.00000000,-0.00000000
-5.94597299,2.01742716,-2.01742717,0.26322778,-0.26322778,0.00000000,-0.00000000,0.63581664,-0.63581664,0.45144241,-0.45144241,1.03964764,-1.03964764,0.00000000,-0.00000000
-5.93996998,2.11433000,-2.11433000,0.29167577,-0.29167577,0.00000000,-0.00000000,0.66657860,-0.66657860,0.47346138,-0.47346138,1.07131736,-1.07131736,0.00000000,-0.00000000
-5.93396698,2.21624243,-2.21624243,0.32136354,-0.32136354,0.00000000,-0.00000000,0.69776973,-0.69776973,0.49741305,-0.49741305,1.10474812,-1.10474812,0.00000000,-0.00000000
-5.92796398,2.32200534,-2.32200534,0.35197968,-0.35197968,0.00000000,-0.00000000,0.72896960,-0.72896960,0.52301533,-0.52301533,1.13951502,-1.13951502,0.00000000,-0.00000000
-5.92196098,2.43042882,-2.43042882,0.38316798,-0.38316798,0.00000000,-0.00000000,0.75975499,-0.75975499,0.54996546,-0.54996547,1.17522642,-1.17522642,0.00000000,-0.00000000
-5.91595798,2.54029799,-2.54029799,0.41453285,-0.41453285,0.00000000,-0.00000000,0.78970610,-0.78970610,0.57794002,-0.57794002,1.21152262,-1.21152263,0.00000000,-0.00000000
-5.90995498,2.65037857,-2.65037858,0.44564652,-0.44564652,0.00000000,-0.00000000,0.81841287,-0.81841287,0.60659508,-0.60659508,1.24807205,-1.24807205,0.00000000,-0.00000000
-5.90395198,2.75942255,-2.75942255,0.47605791,-0.47605791,0.00000000,-0.00000000,0.84548117,-0.84548117,0.63556703,-0.63556703,1.28456570,-1.28456570,0.00000000,-0.00000000
-5.89794897,2.86617483,-2.86617483,0.50530288,-0.50530288,0.00000000,-0.00000000,0.87053896,-0.87053896,0.66447411,-0.66447411,1.32071036,-1.32071036,0.00000000,-0.00000000
-5.89194597,2.96938141,-2.96938141,0.53291559,-0.53291559,0.00000000,-0.00000000,0.89324229,-0.89324229,0.69291909,-0.69291909,1.35622144,-1.35622144,0.00000000,-0.00000000
-5.88594297,3.06779938,-3.06779938,0.55844058,-0.55844058,0.00000000,-0.00000000,0.91328095,-0.91328095,0.72049304,-0.72049304,1.39081598,-1.39081598,0.00000000,-0.00000000
-5.87993997,3.16020905,-3.16020905,0.58144503,-0.58144503,0.00000000,-0.00000000,0.93038373,-0.93038373,0.74678051,-0.74678051,1.42420645,-1.42420645,0.00000000,-0.00000000
-5.87393697,3.24542822,-3.24542822,0.60153085,-0.60153085,0.00000000,-0.00000000,0.94432309,-0.94432309,0.77136581,-0.77136581,1.45609601,-1.45609601,0.00000000,-0.00000000
-5.86793397,3.32232820,-3.32232820,0.61834606,-0.61834606,0.00000000,-0.00000000,0.95491896,-0.95491896,0.79384055,-0.79384055,1.48617537,-1.48617537,0.00000000,-0.00000000
-5.86193097,3.38985128,-3.38985128,0.63159489,-0.63159489,0.00000000,-0.00000000,0.96204159,-0.96204159,0.81381200,-0.81381200,1.51412178,-1.51412178,0.00000000,-0.00000000
-5.85592796,3.44702896,-3.44702896,0.64104638,-0.64104638,0.00000000,-0.00000000,0.96561326,-0.96561326,0.83091206,-0.83091206,1.53960001,-1.53960001,0.00000000,-0.00000000
-5.84992496,3.49300016,-3.49300016,0.64654098,-0.64654098,0.00000000,-0.00000000,0.96560867,-0.96560867,0.84480652,-0.84480652,1.56226544,-1.56226544,0.00000000,-0.00000000
-5.84392196,3.52702862,-3.52702862,0.64799487,-0.64799487,0.00000000,-0.00000000,0.96205408,-0.96205408,0.85520404,-0.85520404,1.58176896,-1.58176896,0.00000000,-0.00000000
-5.83791896,3.54851866,-3.54851866,0.64540199,-0.64540199,0.00000000,-0.00000000,0.95502495,-0.95502495,0.86186453,-0.86186453,1.59776349,-1.59776349,0.00000000,-0.00000000
-5.83191596,3.55702854,-3.55702854,0.63883355,-0.63883355,0.00000000,-0.00000000,0.94464247,-0.94464247,0.86460656,-0.86460656,1.60991170,-1.60991170,0.00000000,-0.00000000
-5.82591296,3.55228081,-3.55228081,0.62843523,-0.62843523,0.00000000,-0.00000000,0.93106881,-0.93106881,0.86331325,-0.86331325,1.61789450,-1.61789450,0.00000000,-0.00000000
-5.81990995,3.53416906,-3.53416906,0.61442211,-0.61442211,0.00000000,-0.00000000,0.91450150,-0.91450150,0.85793649,-0.85793649,1.62141998,-1.62141998,0.00000000,-0.00000000
-5.81390695,3.50276095,-3.50276095,0.59707174,-0.59707174,0.00000000,-0.00000000,0.89516717,-0.89516717,0.84849917,-0.84849917,1.62023221,-1.62023221,0.00000000,-0.00000000
-5.80790395,3.45829738,-3.45829738,0.57671559,-0.57671559,0.00000000,-0.00000000,0.87331484,-0.87331484,0.83509541,-0.83509541,1.61411969,-1.61411969,0.00000000,-0.00000000
-5.80190095,3.40118783,-3.40118783,0.55372928,-0.55372928,0.00000000,-0.00000000,0.84920927,-0.84920927,0.81788860,-0.81788860,1.60292293,-1.60292293,0.00000000,-0.00000000
-5.79589795,3.33200241,-3.33200241,0.52852216,-0.52852216,0.00000000,-0.00000000,0.82312455,-0.82312455,0.79710757,-0.79710757,1.58654111,-1.58654111,0.00000000,-0.00000000
-5.78989495,3.25146083,-3.25146083,0.50152652,-0.50152652,0.00000000,-0.00000000,0.79533828,-0.79533828,0.77304087,-0.77304087,1.56493737,-1.56493736,0.00000000,-0.00000000
-5.78389195,3.16041911,-3.16041911,0.47318705,-0.47318705,0.00000000,-0.00000000,0.76612655,-0.76612655,0.74602963,-0.74602963,1.53814274,-1.53814274,0.00000000,-0.00000000
-5.77788894,3.05985448,-3.05985448,0.44395080,-0.44395080,0.00000000,-0.00000000,0.73576005,-0.73576005,0.71645922,-0.71645922,1.50625857,-1.50625857,0.00000000,-0.00000000
-5.77188594,2.95084917,-2.95084917,0.41425813,-0.41425813,0.00000000,-0.00000000,0.70450115,-0.70450115,0.68475019,-0.68475019,1.46945742,-1.46945742,0.00000000,-0.00000000
-5.76588294,2.83457373,-2.83457373,0.38453481,-0.38453481,0.00000000,-0.00000000,0.67260229,-0.67260229,0.65134883,-0.65134883,1.42798236,-1.42798236,0.00000000,-0.00000000
-5.75987994,2.71227037,-2.71227037,0.35518566,-0.35518566,0.00000000,-0.00000000,0.64030541,-0.64030541,0.61671778,-0.61671778,1.38214480,-1.38214480,0.00000000,-0.00000000
-5.75387694,2.58523678,-2.58523677,0.32658962,-0.32658962,0.00000000,-0.00000000,0.60784238,-0.60784238,0.58132711,-0.58132711,1.33232088,-1.33232088,0.00000000,-0.00000000
-5.74787394,2.45481067,-2.45481067,0.29909656,-0.29909656,0.00000000,-0.00000000,0.57543627,-0.57543627,0.54564600,-0.54564600,1.27894640,-1.27894640,0.00000000,-0.00000000
-5.74187094,2.32235539,-2.32235538,0.27302553,-0.27302553,0.00000000,-0.00000000,0.54330317,-0.54330317,0.51013555,-0.51013555,1.22251055,-1.22251055,0.00000000,-0.00000000
-5.73586793,2.18924640,-2.18924639,0.24866455,-0.24866455,0.00000000,-0.00000000,0.51165438,-0.51165438,0.47524256,-0.47524256,1.16354846,-1.16354846,0.00000000,-0.00000000
-5.72986493,2.05685892,-2.05685891,0.22627159,-0.22627159,0.00000000,-0.00000000,0.48069862,-0.48069862,0.44139465,-0.44139465,1.10263273,-1.10263273,0.00000000,-0.00000000
-5.72386193,1.92655631,-1.92655631,0.20607666,-0.20607666,0.00000000,-0.00000000,0.45064411,-0.45064411,0.40899644,-0.40899644,1.04036410,-1.04036410,0.00000000,-0.00000000
-5.71785893,1.79967920,-1.79967920,0.18828450,-0.18828450,0.00000000,-0.00000000,0.42170024,-0.42170024,0.37842699,-0.37842698,0.97736148,-0.97736148,0.00000000,-0.00000000
-5.71185593,1.67753504,-1.67753504,0.17307788,-0.17307788,0.00000000,-0.00000000,0.39407863,-0.39407863,0.35003804,-0.35003804,0.91425157,-0.91425156,0.00000000,-0.00000000
-5.70585293,1.56138786,-1.56138786,0.16062089,-0.16062089,0.00000000,-0.00000000,0.36799349,-0.36799349,0.32415320,-0.32415320,0.85165817,-0.85165817,0.00000000,-0.00000000
-5.69984992,1.45244807,-1.45244807,0.15106208,-0.15106208,0.00000000,-0.00000000,0.34366117,-0.34366117,0.30106745,-0.30106745,0.79019169,-0.79019169,0.00000000,-0.00000000
-5.69384692,1.35186201,-1.35186201,0.14453712,-0.14453712,0.00000000,-0.00000000,0.32129893,-0.32129893,0.28104709,-0.28104709,0.73043880,-0.73043880,0.00000000,-0.00000000
-5.68784392,1.26070122,-1.26070122,0.14117071,-0.14117071,0.00000000,-0.00000000,0.30112283,-0.30112283,0.26432961,-0.26432961,0.67295276,-0.67295276,0.00000000,-0.00000000
-5.68184092,1.17995122,-1.17995122,0.14107754,-0.14107754,0.00000000,-0.00000000,0.28334498,-0.28334498,0.25112342,-0.25112342,0.61824447,-0.61824447,0.00000000,-0.00000000
-5.67583792,1.11050005,-1.11050004,0.14436215,-0.14436215,0.00000000,-0.00000000,0.26817009,-0.26817009,0.24160712,-0.24160712,0.56677465,-0.56677464,0.00000000,-0.00000000
-5.66983492,1.05312631,-1.05312631,0.15111770,-0.15111770,0.00000000,-0.00000000,0.25579158,-0.25579158,0.23592835,-0.23592835,0.51894708,-0.51894708,0.00000000,-0.00000000
-5.66383192,1.00848732,-1.00848732,0.16142340,-0.16142341,0.00000000,-0.00000000,0.24638732,-0.24638732,0.23420199,-0.23420199,0.47510341,-0.47510341,0.00000000,-0.00000000
-5.65782891,0.97710728,-0.97710728,0.17534111,-0.17534111,0.00000000,-0.00000000,0.24011533,-0.24011533,0.23650786,-0.23650786,0.43551931,-0.43551931,0.00000000,-0.00000000
-5.65182591,0.95936617,-0.95936617,0.19291079,-0.19291079,0.00000000,-0.00000000,0.23710935,-0.23710935,0.24288789,-0.24288789,0.40040222,-0.40040222,0.00000000,-0.00000000
