energy_ev,total_up,B_p_up,B_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-6.00000000,1.66737647,0.15408806,0.00000000,1.02745332,0.83012028,0.00268167,0.47447128
-5.99399700,1.73818098,0.16257830,0.00000000,1.08046091,0.86800829,0.00271760,0.49367323
-5.98799400,1.81032474,0.17104363,0.00000000,1.13545401,0.90597816,0.00276682,0.51370719
-5.98199100,1.88306683,0.17937844,0.00000000,1.19194415,0.94365112,0.00282658,0.53439870
-5.97598799,1.95560367,0.18747749,0.00000000,1.24935361,0.98063170,0.00289432,0.55554011
-5.96998499,2.02707552,0.19523717,0.00000000,1.30701836,1.01651268,0.00296759,0.57689158
-5.96398199,2.09657742,0.20255695,0.00000000,1.36419585,1.05088136,0.00304406,0.59818388
-5.95797899,2.16317449,0.20934095,0.00000000,1.42007749,1.08332747,0.00312145,0.61912310
-5.95197599,2.22592167,0.21549965,0.00000000,1.47380599,1.11345246,0.00319757,0.63939728
-5.94597299,2.28388728,0.22095176,0.00000000,1.52449691,1.14087991,0.00327033,0.65868466
-5.93996998,2.33617973,0.22562603,0.00000000,1.57126389,1.16526681,0.00333772,0.67666336
-5.93396698,2.38197621,0.22946318,0.00000000,1.61324648,1.18631515,0.00339791,0.69302207
-5.92796398,2.42055210,0.23241768,0.00000000,1.64963947,1.20378336,0.00344927,0.70747115
-5.92196098,2.45130972,0.23445935,0.00000000,1.67972239,1.21749693,0.00349044,0.71975385
-5.91595798,2.47380471,0.23557472,0.00000000,1.70288767,1.22735768,0.00352041,0.72965675
-5.90995498,2.48776870,0.23576805,0.00000000,1.71866621,1.23335098,0.00353860,0.73701911
-5.90395198,2.49312680,0.23506182,0.00000000,1.72674899,1.23555048,0.00354497,0.74174053
-5.89794897,2.49000876,0.23349683,0.00000000,1.72700352,1.23411996,0.00354003,0.74378642
-5.89194597,2.47875304,0.23113168,0.00000000,1.71948442,1.22931187,0.00352500,0.74319110
