energy_ev,total_up,Au_p_up,Au_d_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.86193097,2.83550135,0.60362095,1.34369198,0.02645169,0.00000000,0.08688533,0.02329005,1.05960072,0.00000000
-5.85592796,2.88967383,0.60730137,1.38202463,0.02700774,0.00000000,0.08626919,0.02328672,1.06913940,0.00000000
-5.84992496,2.95004579,0.61173499,1.42625996,0.02755599,0.00000000,0.08569924,0.02328844,1.07867603,0.00000000
-5.84392196,3.01634372,0.61691073,1.47607278,0.02809106,0.00000000,0.08523218,0.02329660,1.08826336,0.00000000
-5.83791896,3.08822400,0.62280875,1.53107828,0.02860770,0.00000000,0.08492000,0.02331314,1.09794818,0.00000000
-5.83191596,3.16528104,0.62940203,1.59083981,0.02910092,0.00000000,0.08480819,0.02334052,1.10777102,0.00000000
-5.82591296,3.24705434,0.63665739,1.65487606,0.02956621,0.00000000,0.08493426,0.02338173,1.11776555,0.00000000
-5.81990995,3.33303376,0.64453608,1.72266724,0.02999959,0.00000000,0.08532640,0.02344016,1.12795742,0.00000000
-5.81390695,3.42266251,0.65299362,1.79365988,0.03039772,0.00000000,0.08600253,0.02351943,1.13836269,0.00000000
-5.80790395,3.51533803,0.66197906,1.86727038,0.03075794,0.00000000,0.08696958,0.02362321,1.14898559,0.00000000
-5.80190095,3.61041049,0.67143375,1.94288705,0.03107828,0.00000000,0.08822309,0.02375496,1.15981591,0.00000000
-5.79589795,3.70717990,0.68128958,2.01987124,0.03135742,0.00000000,0.08974724,0.02391761,1.17082610,0.00000000
-5.78989495,3.80489207,0.69146730,2.09755765,0.03159461,0.00000000,0.09151511,0.02411330,1.18196837,0.00000000
-5.78389195,3.90273489,0.70187478,2.17525455,0.03178956,0.00000000,0.09348936,0.02434311,1.19317202,0.00000000
-5.77788894,3.99983571,0.71240587,2.25224443,0.03194236,0.00000000,0.09562323,0.02460680,1.20434155,0.00000000
-5.77188594,4.09526124,0.72293995,2.32778580,0.03205331,0.00000000,0.09786183,0.02490261,1.21535569,0.00000000
-5.76588294,4.18802103,0.73334251,2.40111667,0.03212281,0.00000000,0.10014372,0.02522722,1.22606785,0.00000000
-5.75987994,4.27707551,0.74346705,2.47146049,0.03215126,0.00000000,0.10240278,0.02557563,1.23630811,0.00000000
-5.75387694,4.36134943,0.75315829,2.53803468,0.03213894,0.00000000,0.10457018,0.02594133,1.24588711,0.00000000
-5.74787394,4.43975083,0.76225688,2.60006222,0.03208601,0.00000000,0.10657663,0.02631642,1.25460165,0.00000000
-5.74187094,4.51119581,0.77060539,2.65678626,0.03199245,0.00000000,0.10835458,0.02669193,1.26224216,0.00000000
-5.73586793,4.57463825,0.77805556,2.70748735,0.03185807,0.00000000,0.10984050,0.02705818,1.26860164,0.00000000
-5.72986493,4.62910380,0.78447629,2.75150308,0.03168264,0.00000000,0.11097708,0.02740523,1.27348579,0.00000000
-5.72386193,4.67372654,0.78976225,2.78824912,0.03146591,0.00000000,0.11171521,0.02772335,1.27672378,0.00000000
-5.71785893,4.70778668,0.79384232,2.81724086,0.03120778,0.00000000,0.11201582,0.02800359,1.27817919,0.00000000
-5.71185593,4.73074725,0.79668769,2.83811458,0.03090845,0.00000000,0.11185133,0.02823826,1.27776038,0.00000000
-5.70585293,4.74228766,0.79831881,2.85064685,0.03056854,0.00000000,0.11120680,0.02842146,1.27542966,0.00000000
-5.69984992,4.74233197,0.79881079,2.85477102,0.03018924,0.00000000,0.11008052,0.02854947,1.27121069,0.00000000
-5.69384692,4.73106987,0.79829690,2.85058957,0.02977246,0.00000000,0.10848431,0.02862111,1.26519351,0.00000000
-5.68784392,4.70896869,0.79696955,2.83838146,0.02932092,0.00000000,0.10644320,0.02863799,1.25753675,0.00000000
-5.68184092,4.67677503,0.79507873,2.81860343,0.02883819,0.00000000,0.10399471,0.02860464,1.24846675,0.00000000
-5.67583792,4.63550524,0.79292760,2.79188489,0.02832875,0.00000000,0.10118764,0.02852843,1.23827337,0.00000000
-5.66983492,4.58642440,0.79086530,2.75901605,0.02779792,0.00000000,0.09808050,0.02841948,1.22730265,0.00000000
-5.66383192,4.53101411,0.78927706,2.72092937,0.02725178,0.00000000,0.09473957,0.02829033,1.21594637,0.00000000
-5.65782891,4.47092999,0.78857198,2.67867490,0.02669706,0.00000000,0.09123674,0.02815556,1.20462895,0.00000000
-5.65182591,4.40795025,0.78916872,2.63338998,0.02614094,0.00000000,0.08764722,0.02803121,1.19379223,0.00000000
-5.64582291,4.34391736,0.79147978,2.58626465,0.02559083,0.00000000,0.08404707,0.02793421,1.18387873,0.00000000
-5.63981991,4.28067492,0.79589481,2.53850391,0.02505416,0.00000000,0.08051099,0.02788165,1.17531400,0.00000000
-5.63381691,4.22000255,0.80276371,2.49128824,0.02453809,0.00000000,0.07711002,0.02789009,1.16848906,0.00000000
-5.62781391,4.16355120,0.81238021,2.44573421,0.02404928,0.00000000,0.07390965,0.02797483,1.16374342,0.00000000
-5.62181091,4.11278203,0.82496654,2.40285653,0.02359359,0.00000000,0.07096816,0.02814914,1.16134969,0.00000000
-5.61580790,4.06891104,0.84065996,2.36353336,0.02317590,0.00000000,0.06833526,0.02842367,1.16150023,0.00000000
-5.60980490,4.03286232,0.85950181,2.32847628,0.02279987,0.00000000,0.06605124,0.02880580,1.16429668,0.00000000
-5.60380190,4.00523157,0.88142944,2.29820614,0.02246780,0.00000000,0.06414641,0.02929914,1.16974258,0.00000000
-5.59779890,3.98626188,0.90627174,2.27303597,0.02218050,0.00000000,0.06264104,0.02990325,1.17773974,0.00000000
-5.59179590,3.97583259,0.93374835,2.25306165,0.02193727,0.00000000,0.06154554,0.03061332,1.18808829,0.00000000
-5.58579290,3.97346212,0.96347296,2.23816072,0.02173585,0.00000000,0.06086113,0.03142015,1.20049061,0.00000000
-5.57978989,3.97832444,0.99496046,2.22799948,0.02157249,0.00000000,0.06058062,0.03231025,1.21455909,0.00000000
-5.57378689,3.98927879,1.02763809,2.22204803,0.02144211,0.00000000,0.06068953,0.03326609,1.22982720,0.00000000
-5.56778389,4.00491145,1.06086015,2.21960272,0.02133839,0.00000000,0.06116727,0.03426651,1.24576382,0.00000000
-5.56178089,4.02358777,1.09392573,2.21981493,0.02125404,0.00000000,0.06198838,0.03528732,1.26178996,0.00000000
-5.55577789,4.04351247,1.12609908,2.22172506,0.02118101,0.00000000,0.06312387,0.03630197,1.27729754,0.00000000
-5.54977489,4.06279565,1.15663170,2.22430034,0.02111079,0.00000000,0.06454236,0.03728240,1.29166919,0.00000000
-5.54377189,4.07952178,1.18478542,2.22647467,0.02103468,0.00000000,0.06621117,0.03819992,1.30429861,0.00000000
-5.53776888,4.09181892,1.20985556,2.22718908,0.02094409,0.00000000,0.06809730,0.03902618,1.31461041,0.00000000
-5.53176588,4.09792521,1.23119323,2.22543092,0.02083085,0.00000000,0.07016816,0.03973410,1.32207888,0.00000000
-5.52576288,4.09625007,1.24822595,2.22027033,0.02068747,0.00000000,0.07239211,0.04029885,1.32624482,0.00000000
-5.51975988,4.08542770,1.26047568,2.21089245,0.02050736,0.00000000,0.07473884,0.04069873,1.32672975,0.00000000
-5.51375688,4.06436069,1.26757360,2.19662428,0.02028509,0.00000000,0.07717952,0.04091596,1.32324719,0.00000000
-5.50775388,4.03225247,1.26927103,2.17695503,0.02001653,0.00000000,0.07968684,0.04093739,1.31561026,0.00000000
-5.50175088,3.98862734,1.26544608,2.15154958,0.01969895,0.00000000,0.08223482,0.04075501,1.30373578,0.00000000
-5.49574787,3.93333784,1.25610588,2.12025453,0.01933111,0.00000000,0.08479862,0.04036634,1.28764441,0.00000000
-5.48974487,3.86655962,1.24138435,2.08309704,0.01891327,0.00000000,0.08735421,0.03977463,1.26745726,0.00000000
-5.48374187,3.78877444,1.22153569,2.04027678,0.01844716,0.00000000,0.08987803,0.03898891,1.24338905,0.00000000
-5.47773887,3.70074279,1.19692418,1.99215162,0.01793587,0.00000000,0.09234666,0.03802387,1.21573830,0.00000000
-5.47173587,3.60346768,1.16801056,1.93921812,0.01738374,0.00000000,0.09473657,0.03689960,1.18487515,0.00000000
-5.46573287,3.49815160,1.13533610,1.88208782,0.01679622,0.00000000,0.09702382,0.03564118,1.15122735,0.00000000
-5.45972986,3.38614916,1.09950481,1.82146067,0.01617964,0.00000000,0.09918402,0.03427823,1.11526519,0.00000000
-5.45372686,3.26891742,1.06116497,1.75809693,0.01554105,0.00000000,0.10119223,0.03284441,1.07748602,0.00000000
-5.44772386,3.14796642,1.02099063,1.69278880,0.01488798,0.00000000,0.10302309,0.03137681,1.03839914,0.00000000
-5.44172086,3.02481212,0.97966402,1.62633311,0.01422823,0.00000000,0.10465100,0.02991551,0.99851156,0.00000000
-5.43571786,2.90093335,0.93785960,1.55950614,0.01356970,0.00000000,0.10605041,0.02850303,0.95831534,0.00000000
-5.42971486,2.77773477,0.89623029,1.49304150,0.01292014,0.00000000,0.10719628,0.02718396,0.91827679,0.00000000
-5.42371186,2.65651655,0.85539636,1.42761185,0.01228705,0.00000000,0.10806447,0.02600465,0.87882795,0.00000000
-5.41770885,2.53845183,0.81593731,1.36381489,0.01167751,0.00000000,0.10863236,0.02501297,0.84036047,0.00000000
-5.41170585,2.42457210,0.77838667,1.30216392,0.01109807,0.00000000,0.10887939,0.02425820,0.80322195,0.00000000
-5.40570285,2.31576033,0.74322977,1.24308294,0.01055467,0.00000000,0.10878768,0.02379097,0.76771460,0.00000000
-5.39969985,2.21275130,0.71090403,1.18690602,0.01005260,0.00000000,0.10834258,0.02366327,0.73409602,0.00000000
-5.39369685,2.11613831,0.68180146,1.13388066,0.00959648,0.00000000,0.10753325,0.02392843,0.70258178,0.00000000
-5.38769385,2.02638491,0.65627275,1.08417435,0.00919023,0.00000000,0.10635316,0.02464109,0.67334941,0.00000000
-5.38169085,1.94384044,0.63463225,1.03788377,0.00883713,0.00000000,0.10480045,0.02585706,0.64654329,0.00000000
-5.37568784,1.86875771,0.61716314,0.99504574,0.00853984,0.00000000,0.10287830,0.02763302,0.62227991,0.00000000
-5.36968484,1.80131132,0.60412220,0.95564917,0.00830046,0.00000000,0.10059511,0.03002602,0.60065325,0.00000000
-5.36368184,1.74161518,0.59574323,0.91964698,0.00812052,0.00000000,0.09796456,0.03309266,0.58173943,0.00000000
-5.35767884,1.68973772,0.59223883,0.88696751,0.00800108,0.00000000,0.09500557,0.03688806,0.56560060,0.00000000
-5.35167584,1.64571380,0.59379989,0.85752444,0.00794274,0.00000000,0.09174203,0.04146434,0.55228745,0.00000000
-5.34567284,1.60955230,0.60059241,0.83122488,0.00794563,0.00000000,0.08820254,0.04686895,0.54184028,0.00000000
-5.33966983,1.58123888,0.61275181,0.80797505,0.00800945,0.00000000,0.08441983,0.05314244,0.53428839,0.00000000
-5.33366683,1.56073372,0.63037444,0.78768348,0.00813339,0.00000000,0.08043022,0.06031616,0.52964781,0.00000000
-5.32766383,1.54796438,0.65350692,0.77026152,0.00831613,0.00000000,0.07627287,0.06840958,0.52791751,0.00000000
-5.32166083,1.54281433,0.68213361,0.75562142,0.00855578,0.00000000,0.07198897,0.07742761,0.52907425,0.00000000
-5.31565783,1.54510802,0.71616297,0.74367218,0.00884975,0.00000000,0.06762088,0.08735781,0.53306650,0.00000000
-5.30965483,1.55459374,0.75541374,0.73431372,0.00919475,0.00000000,0.06321123,0.09816787,0.53980773,0.00000000
-5.30365183,1.57092556,0.79960182,0.72742985,0.00958661,0.00000000,0.05880199,0.10980334,0.54916981,0.00000000
-5.29764882,1.59364609,0.84832905,0.72288077,0.01002030,0.00000000,0.05443363,0.12218585,0.56097678,0.00000000
-5.29164582,1.62217156,0.90107480,0.72049583,0.01048979,0.00000000,0.05014425,0.13521200,0.57499987,0.00000000
-5.28564282,1.65578082,0.95719149,0.72006719,0.01098810,0.00000000,0.04596888,0.14875304,0.59095401,0.00000000
-5.27963982,1.69360977,1.01590482,0.72134507,0.01150723,0.00000000,0.04193882,0.16265552,0.60849660,0.00000000
-5.27363682,1.73465227,1.07631944,0.72403517,0.01203826,0.00000000,0.03808115,0.17674287,0.62722875,0.00000000
-5.26763382,1.77776837,1.13743038,0.72779871,0.01257143,0.00000000,0.03441839,0.19081819,0.64669925,0.00000000
-5.26163082,1.82170036,1.19814038,0.73225527,0.01309629,0.00000000,0.03096825,0.20466792,0.66641151,0.00000000
-5.25562781,1.86509636,1.25728288,0.73698860,0.01360188,0.00000000,0.02774362,0.21806668,0.68583330,0.00000000
-5.24962481,1.90654104,1.31364999,0.74155524,0.01407701,0.00000000,0.02475260,0.23078283,0.70440901,0.00000000
-5.24362181,1.94459236,1.36602461,0.74549567,0.01451049,0.00000000,0.02199880,0.24258477,0.72157422,0.00000000
-5.23761881,1.97782284,1.41321543,0.74834740,0.01489148,0.00000000,0.01948157,0.25324768,0.73677172,0.00000000
-5.23161581,2.00486358,1.45409330,0.74965953,0.01520979,0.00000000,0.01719653,0.26256046,0.74946863,0.00000000
-5.22561281,2.02444887,1.48762750,0.74900792,0.01545618,0.00000000,0.01513601,0.27033243,0.75917346,0.00000000
-5.21960980,2.03545935,1.51292000,0.74601017,0.01562272,0.00000000,0.01328965,0.27639974,0.76545270,0.00000000
-5.21360680,2.03696132,1.52923630,0.74033966,0.01570304,0.00000000,0.01164493,0.28063095,0.76794573,0.00000000
-5.20760380,2.02824037,1.53603112,0.73173787,0.01569253,0.00000000,0.01018777,0.28293165,0.76637761,0.00000000
-5.20160080,2.00882744,1.53296781,0.72002423,0.01558857,0.00000000,0.00890308,0.28324781,0.76056890,0.00000000
-5.19559780,1.97851596,1.51993033,0.70510306,0.01539059,0.00000000,0.00777526,0.28156776,0.75044203,0.00000000
-5.18959480,1.93736926,1.49702741,0.68696718,0.01510014,0.00000000,0.00678866,0.27792268,0.73602399,0.00000000
-5.18359180,1.88571766,1.46458837,0.66569804,0.01472079,0.00000000,0.00592798,0.27238548,0.71744510,0.00000000
-5.17758879,1.82414572,1.42315115,0.64146226,0.01425809,0.00000000,0.00517858,0.26506834,0.69493394,0.00000000
-5.17158579,1.75347001,1.37344286,0.61450502,0.01371932,0.00000000,0.00452675,0.25611873,0.66880872,0.00000000
-5.16558279,1.67470887,1.31635400,0.58514045,0.01311326,0.00000000,0.00395985,0.24571443,0.63946563,0.00000000
-5.15957979,1.58904545,1.25290764,0.55373965,0.01244991,0.00000000,0.00346645,0.23405748,0.60736455,0.00000000
-5.15357679,1.49778608,1.18422489,0.52071699,0.01174015,0.00000000,0.00303635,0.22136761,0.57301305,0.00000000
-5.14757379,1.40231594,1.11148841,0.48651529,0.01099538,0.00000000,0.00266062,0.20787527,0.53694927,0.00000000
-5.14157079,1.30405399,1.03590555,0.45159075,0.01022722,0.00000000,0.00233151,0.19381466,0.49972466,0.00000000
-5.13556778,1.20440925,0.95867273,0.41639814,0.00944709,0.00000000,0.00204241,0.17941699,0.46188704,0.00000000
-5.12956478,1.10474024,0.88094242,0.38137701,0.00866597,0.00000000,0.00178771,0.16490430,0.42396505,0.00000000
-5.12356178,1.00631901,0.80379397,0.34693947,0.00789409,0.00000000,0.00156273,0.15048405,0.38645422,0.00000000
-5.11755878,0.91030107,0.72820928,0.31345982,0.00714072,0.00000000,0.00136358,0.13634454,0.34980536,0.00000000
-5.11155578,0.81770187,0.65505375,0.28126649,0.00641398,0.00000000,0.00118701,0.12265146,0.31441545,0.00000000
-5.10555278,0.72938044,0.58506306,0.25063631,0.00572070,0.00000000,0.00103035,0.10954546,0.28062126,0.00000000
-5.09954977,0.64602996,0.51883566,0.22179125,0.00506642,0.00000000,0.00089137,0.09714086,0.24869564,0.00000000
-5.09354677,0.56817521,0.45683068,0.19489737,0.00445529,0.00000000,0.00076820,0.08552531,0.21884646,0.00000000
-5.08754377,0.49617608,0.39937085,0.17006593,0.00389017,0.00000000,0.00065926,0.07476045,0.19121789,0.00000000
-5.08154077,0.43023640,0.34664972,0.14735627,0.00337267,0.00000000,0.00056316,0.06488331,0.16589369,0.00000000
-5.07553777,0.37041707,0.29874235,0.12678024,0.00290327,0.00000000,0.00047869,0.05590847,0.14290224,0.00000000
-5.06953477,0.31665244,0.25561864,0.10830760,0.00248146,0.00000000,0.00040475,0.04783053,0.12222279,0.00000000
-5.06353177,0.26876879,0.21715840,0.09187230,0.00210585,0.00000000,0.00034034,0.04062705,0.10379249,0.00000000
-5.05752876,0.22650387,0.18316727,0.07737901,0.00177438,0.00000000,0.00028453,0.03426161,0.08751399,0.00000000
-5.05152576,0.18952670,0.15339289,0.06470983,0.00148445,0.00000000,0.00023646,0.02868681,0.07326293,0.00000000
-5.04552276,0.15745653,0.12754040,0.05373062,0.00123304,0.00000000,0.00019530,0.02384725,0.06089537,0.00000000
-5.03951976,0.12988063,0.10528701,0.04429704,0.00101690,0.00000000,0.00016029,0.01968231,0.05025458,0.00000000
-5.03351676,0.10637016,0.08629501,0.03625985,0.00083267,0.00000000,0.00013071,0.01612854,0.04117720,0.00000000
-5.02751376,0.08649388,0.07022309,0.02946954,0.00067696,0.00000000,0.00010590,0.01312186,0.03349860,0.00000000
-5.02151076,0.06982969,0.05673582,0.02378018,0.00054643,0.00000000,0.00008522,0.01059930,0.02705727,0.00000000
-5.01550775,0.05597358,0.04551116,0.01905240,0.00043792,0.00000000,0.00006812,0.00850042,0.02169842,0.00000000
-5.00950475,0.04454657,0.03624617,0.01515573,0.00034845,0.00000000,0.00005409,0.00676840,0.01727663,0.00000000
-5.00350175,0.03519933,0.02866102,0.01197008,0.00027528,0.00000000,0.00004265,0.00535076,0.01365768,0.00000000
-4.99749875,0.02761504,0.02250139,0.00938671,0.00021593,0.00000000,0.00003340,0.00419982,0.01071974,0.00000000
-4.99149575,0.02151067,0.01753971,0.00730858,0.00016816,0.00000000,0.00002597,0.00327295,0.00835381,0.00000000
-4.98549275,0.01663682,0.01357513,0.00565028,0.00013002,0.00000000,0.00002006,0.00253251,0.00646380,0.00000000
-4.97948974,0.01277668,0.01043278,0.00433764,0.00009982,0.00000000,0.00001538,0.00194576,0.00496607,0.00000000
-4.97348674,0.00974412,0.00796239,0.00330707,0.00007610,0.00000000,0.00001171,0.00148456,0.00378876,0.00000000
-4.96748374,0.00738132,0.00603637,0.00250467,0.00005761,0.00000000,0.00000886,0.00112503,0.00287087,0.00000000
-4.96148074,0.00555606,0.00454775,0.00188538,0.00004331,0.00000000,0.00000665,0.00084715,0.00216127,0.00000000
-4.95547774,0.00415893,0.00340796,0.00141195,0.00003235,0.00000000,0.00000496,0.00063433,0.00161757,0.00000000
-4.94947474,0.00310056,0.00254463,0.00105399,0.00002403,0.00000000,0.00000367,0.00047301,0.00120513,0.00000000
-4.94347174,0.00230891,0.00189947,0.00078709,0.00001776,0.00000000,0.00000270,0.00035227,0.00089595,0.00000000
-4.93746873,0.00172686,0.00142631,0.00059195,0.00001310,0.00000000,0.00000197,0.00026342,0.00066778,0.00000000
-4.93146573,0.00131003,0.00108945,0.00045366,0.00000969,0.00000000,0.00000143,0.00019972,0.00050329,0.00000000
-4.92546273,0.00102486,0.00086209,0.00036109,0.00000725,0.00000000,0.00000103,0.00015607,0.00038925,0.00000000
-4.91945973,0.00084708,0.00072519,0.00030629,0.00000556,0.00000000,0.00000073,0.00012878,0.00031603,0.00000000
-4.91345673,0.00076044,0.00066644,0.00028416,0.00000448,0.00000000,0.00000052,0.00011539,0.00027702,0.00000000
-4.90745373,0.00075572,0.00067965,0.00029208,0.00000390,0.00000000,0.00000037,0.00011452,0.00026830,0.00000000
-4.90145073,0.00083017,0.00076425,0.00032975,0.00000374,0.00000000,0.00000026,0.00012577,0.00028835,0.00000000
-4.89544772,0.00098704,0.00092511,0.00039903,0.00000399,0.00000000,0.00000018,0.00014967,0.00033792,0.00000000
-4.88944472,0.00123555,0.00117264,0.00050397,0.00000464,0.00000000,0.00000013,0.00018769,0.00041997,0.00000000
-4.88344172,0.00159096,0.00152296,0.00065085,0.00000572,0.00000000,0.00000009,0.00024226,0.00053971,0.00000000
-4.87743872,0.00207495,0.00199845,0.00084831,0.00000730,0.00000000,0.00000007,0.00031680,0.00070474,0.00000000
-4.87143572,0.00271616,0.00262834,0.00110755,0.00000946,0.00000000,0.00000005,0.00041585,0.00092524,0.00000000
-4.86543272,0.00355088,0.00344953,0.00144257,0.00001233,0.00000000,0.00000004,0.00054517,0.00121425,0.00000000
-4.85942971,0.00462389,0.00450752,0.00187045,0.00001606,0.00000000,0.00000004,0.00071191,0.00158804,0.00000000
-4.85342671,0.00598941,0.00585744,0.00241167,0.00002086,0.00000000,0.00000005,0.00092471,0.00206645,0.00000000
-4.84742371,0.00771213,0.00756515,0.00309045,0.00002695,0.00000000,0.00000007,0.00119393,0.00267334,0.00000000
-4.84142071,0.00986820,0.00970831,0.00393502,0.00003464,0.00000000,0.00000009,0.00153182,0.00343700,0.00000000
-4.83541771,0.01254626,0.01237745,0.00497794,0.00004425,0.00000000,0.00000012,0.00195262,0.00439061,0.00000000
-4.82941471,0.01584838,0.01567695,0.00625640,0.00005618,0.00000000,0.00000017,0.00247279,0.00557264,0.00000000
-4.82341171,0.01989084,0.01972575,0.00781235,0.00007089,0.00000000,0.00000023,0.00311110,0.00702723,0.00000000
-4.81740870,0.02480478,0.02465792,0.00969272,0.00008891,0.00000000,0.00000033,0.00388872,0.00880446,0.00000000
-4.81140570,0.03073653,0.03062288,0.01194941,0.00011082,0.00000000,0.00000045,0.00482927,0.01096058,0.00000000
-4.80540270,0.03784779,0.03778518,0.01463931,0.00013730,0.00000000,0.00000062,0.00595880,0.01355810,0.00000000
-4.79939970,0.04631533,0.04632391,0.01782417,0.00016910,0.00000000,0.00000084,0.00730573,0.01666568,0.00000000
-4.79339670,0.05633045,0.05643154,0.02157035,0.00020706,0.00000000,0.00000113,0.00890064,0.02035795,0.00000000
-4.78739370,0.06809805,0.06831219,0.02594856,0.00025207,0.00000000,0.00000152,0.01077606,0.02471507,0.00000000
-4.78139070,0.08183524,0.08217943,0.03103347,0.00030514,0.00000000,0.00000203,0.01296617,0.02982211,0.00000000
-4.77538769,0.09776969,0.09825338,0.03690325,0.00036733,0.00000000,0.00000268,0.01550632,0.03576824,0.00000000
-4.76938469,0.11613756,0.11675733,0.04363913,0.00043981,0.00000000,0.00000353,0.01843257,0.04264573,0.00000000
-4.76338169,0.13718112,0.13791387,0.05132484,0.00052378,0.00000000,0.00000460,0.02178114,0.05054868,0.00000000
-4.75737869,0.16114611,0.16194054,0.06004613,0.00062055,0.00000000,0.00000596,0.02558770,0.05957165,0.00000000
-4.75137569,0.18827880,0.18904517,0.06989021,0.00073146,0.00000000,0.00000766,0.02988676,0.06980811,0.00000000
-4.74537269,0.21882288,0.21942095,0.08094527,0.00085791,0.00000000,0.00000977,0.03471086,0.08134863,0.00000000
-4.73936968,0.25301607,0.25324141,0.09329986,0.00100132,0.00000000,0.00001239,0.04008986,0.09427915,0.00000000
-4.73336668,0.29108657,0.29065538,0.10704231,0.00116317,0.00000000,0.00001558,0.04605011,0.10867896,0.00000000
-4.72736368,0.33324916,0.33178202,0.12226002,0.00134488,0.00000000,0.00001947,0.05261376,0.12461869,0.00000000
-4.72136068,0.37970105,0.37670606,0.13903853,0.00154790,0.00000000,0.00002414,0.05979792,0.14215828,0.00000000
-4.71535768,0.43061728,0.42547331,0.15746040,0.00177360,0.00000000,0.00002973,0.06761397,0.16134475,0.00000000
-4.70935468,0.48614562,0.47808645,0.17760364,0.00202327,0.00000000,0.00003634,0.07606684,0.18221015,0.00000000
-4.70335168,0.54640078,0.53450117,0.19953983,0.00229807,0.00000000,0.00004410,0.08515427,0.20476923,0.00000000
-4.69734867,0.61145799,0.59462270,0.22333156,0.00259900,0.00000000,0.00005314,0.09486623,0.22901732,0.00000000
-4.69134567,0.68134569,0.65830265,0.24902934,0.00292683,0.00000000,0.00006357,0.10518420,0.25492801,0.00000000
-4.68534267,0.75603743,0.72533622,0.27666789,0.00328206,0.00000000,0.00007550,0.11608060,0.28245091,0.00000000
-4.67933967,0.83544309,0.79545971,0.30626176,0.00366483,0.00000000,0.00008903,0.12751816,0.31150948,0.00000000
-4.67333667,0.91939944,0.86834858,0.33780036,0.00407489,0.00000000,0.00010423,0.13944944,0.34199891,0.00000000
-4.66733367,1.00766042,0.94361577,0.37124266,0.00451150,0.00000000,0.00012114,0.15181625,0.37378414,0.00000000
-4.66133067,1.09988761,1.02081080,0.40651156,0.00497339,0.00000000,0.00013979,0.16454932,0.40669820,0.00000000
-4.65532766,1.19564126,1.09941951,0.44348836,0.00545870,0.00000000,0.00016016,0.17756798,0.44054096,0.00000000
-4.64932466,1.29437268,1.17886487,0.48200762,0.00596491,0.00000000,0.00018217,0.19078007,0.47507841,0.00000000
-4.64332166,1.39541865,1.25850902,0.52185272,0.00648882,0.00000000,0.00020572,0.20408208,0.51004262,0.00000000
