energy_ev,total_up,As_p_up,As_d_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-6.00000000,2.53535874,1.00261033,0.00000000,0.63838750,0.00000000,1.97198570,1.00075048
-5.99399700,2.48740481,0.98695822,0.00000000,0.61213187,0.00000000,1.93845454,0.98386919
-5.98799400,2.43815201,0.97070796,0.00000000,0.58656543,0.00000000,1.90256241,0.96678231
-5.98199100,2.38764694,0.95386531,0.00000000,0.56179606,0.00000000,1.86414395,0.94951179
-5.97598799,2.33611150,0.93651043,0.00000000,0.53795772,0.00000000,1.82320651,0.93213745
-5.96998499,2.28393711,0.91879372,0.00000000,0.51520844,0.00000000,1.77992499,0.91479628
-5.96398199,2.23167208,0.90092878,0.00000000,0.49372697,0.00000000,1.73463112,0.89767929
-5.95797899,2.18000280,0.88318303,0.00000000,0.47370826,0.00000000,1.68779750,0.88102592
-5.95197599,2.12972964,0.86586648,0.00000000,0.45535786,0.00000000,1.64001739,0.86511637
-5.94597299,2.08173826,0.84931893,0.00000000,0.43888560,0.00000000,1.59198102,0.85026192
-5.93996998,2.03696772,0.83389628,0.00000000,0.42449863,0.00000000,1.54444908,0.83679391
-5.93396698,1.99637606,0.81995641,0.00000000,0.41239417,0.00000000,1.49822459,0.82505143
-5.92796398,1.96090490,0.80784494,0.00000000,0.40275221,0.00000000,1.45412371,0.81536841
-5.92196098,1.93144385,0.79788149,0.00000000,0.39572839,0.00000000,1.41294648,0.80806034
-5.91595798,1.90879589,0.79034676,0.00000000,0.39144722,0.00000000,1.37544830,0.80341125
-5.90995498,1.89364478,0.78547063,0.00000000,0.38999599,0.00000000,1.34231285,0.80166110
-5.90395198,1.88652536,0.78342192,0.00000000,0.39141935,0.00000000,1.31412727,0.80299423
-5.89794897,1.88779770,0.78429973,0.00000000,0.39571481,0.00000000,1.29136014,0.80752907
-5.89194597,1.89762577,0.78812679,0.00000000,0.40282936,0.00000000,1.27434304,0.81530962
-5.88594297,1.91596144,0.79484504,0.00000000,0.41265720,0.00000000,1.26325613,0.82629879
-5.87993997,1.94253440,0.80431343,0.00000000,0.42503873,0.00000000,1.25811824,0.84037414
-5.87393697,1.97684853,0.81630822,0.00000000,0.43976100,0.00000000,1.25878199,0.85732604
-5.86793397,2.01818513,0.83052583,0.00000000,0.45655953,0.00000000,1.26493403,0.87685863
-5.86193097,2.06561324,0.84658815,0.00000000,0.47512175,0.00000000,1.27610073,0.89859356
-5.85592796,2.11800730,0.86405043,0.00000000,0.49509200,0.00000000,1.29165928,0.92207672
-5.84992496,2.17407183,0.88241158,0.00000000,0.51607815,0.00000000,1.31085404,0.94678782
-5.84392196,2.23237306,0.90112669,0.00000000,0.53765981,0.00000000,1.33281787,0.97215286
-5.83791896,2.29137668,0.91962147,0.00000000,0.55939799,0.00000000,1.35659787,0.99755913
-5.83191596,2.34949111,0.93730840,0.00000000,0.58084615,0.00000000,1.38118478,1.02237255
-5.82591296,2.40511487,0.95360400,0.00000000,0.60156226,0.00000000,1.40554532,1.04595674
-5.81990995,2.45668684,0.96794671,0.00000000,0.62112165,0.00000000,1.42865614,1.06769344
-5.81390695,2.50273758,0.97981493,0.00000000,0.63913020,0.00000000,1.44953840,1.08700339
-5.80790395,2.54193987,0.98874432,0.00000000,0.65523736,0.00000000,1.46729152,1.10336709
-5.80190095,2.57315648,0.99434396,0.00000000,0.66914855,0.00000000,1.48112485,1.11634443
-5.79589795,2.59548302,0.99631043,0.00000000,0.68063623,0.00000000,1.49038586,1.12559241
-5.78989495,2.60828392,0.99443937,0.00000000,0.68954919,0.00000000,1.49458361,1.13088012
-5.78389195,2.61121964,0.98863387,0.00000000,0.69581950,0.00000000,1.49340642,1.13210006
-5.77788894,2.60426356,0.97890915,0.00000000,0.69946655,0.00000000,1.48673282,1.12927519
-5.77188594,2.58770729,0.96539339,0.00000000,0.70059790,0.00000000,1.47463519,1.12256124
-5.76588294,2.56215381,0.94832427,0.00000000,0.69940670,0.00000000,1.45737569,1.11224368
-5.75987994,2.52849807,0.92804152,0.00000000,0.69616545,0.00000000,1.43539460,1.09872962
-5.75387694,2.48789559,0.90497546,0.00000000,0.69121634,0.00000000,1.40929144,1.08253432
-5.74787394,2.44171998,0.87963197,0.00000000,0.68495838,0.00000000,1.37979948,1.06426313
