energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.85592796,2.08049131,0.58192999,0.61333340,0.00080497,0.38703699,0.99231023,0.00000000,0.59784551,0.31796722
-5.84992496,2.18324578,0.61060007,0.64335520,0.00084927,0.40984847,1.04255752,0.00000000,0.63281105,0.33505788
-5.84392196,2.28755069,0.64191471,0.67353782,0.00089737,0.43275379,1.09362839,0.00000000,0.66831612,0.35246045
-5.83791896,2.39167932,0.67547824,0.70334488,0.00094832,0.45542847,1.14469242,0.00000000,0.70389356,0.36991474
-5.83191596,2.49391898,0.71088178,0.73224534,0.00100122,0.47755063,1.19492287,0.00000000,0.73907079,0.38716760
-5.82591296,2.59261874,0.74771030,0.75972818,0.00105525,0.49880958,1.24351887,0.00000000,0.77338085,0.40398133
-5.81990995,2.68623528,0.78554941,0.78531677,0.00110974,0.51891397,1.28972681,0.00000000,0.80637356,0.42014180
-5.81390695,2.77337530,0.82399144,0.80858213,0.00116412,0.53759949,1.33286025,0.00000000,0.83762618,0.43546582
-5.80790395,2.85283277,0.86264071,0.82915482,0.00121801,0.55463545,1.37231751,0.00000000,0.86675335,0.44980748
-5.80190095,2.92361937,0.90111794,0.84673479,0.00127123,0.56983026,1.40759629,0.00000000,0.89341586,0.46306315
-5.79589795,2.98498726,0.93906359,0.86109895,0.00132381,0.58303535,1.43830493,0.00000000,0.91732806,0.47517482
-5.78989495,3.03644293,0.97614038,0.87210612,0.00137599,0.59414755,1.46416971,0.00000000,0.93826354,0.48613160
-5.78389195,3.07775189,1.01203484,0.87969908,0.00142827,0.60310970,1.48503820,0.00000000,0.95605902,0.49596929
-5.77788894,3.10893406,1.04645813,0.88390380,0.00148135,0.60990965,1.50087842,0.00000000,0.97061629,0.50476783
-5.77188594,3.13024999,1.07914637,0.88482576,0.00153618,0.61457757,1.51177400,0.00000000,0.98190219,0.51264685
-5.76588294,3.14217897,1.10986053,0.88264360,0.00159386,0.61718188,1.51791573,0.00000000,0.98994666,0.51975935
-5.75987994,3.14538977,1.13838616,0.87760032,0.00165569,0.61782397,1.51958975,0.00000000,0.99483908,0.52628376
-5.75387694,3.14070571,1.16453325,0.86999254,0.00172307,0.61663203,1.51716314,0.00000000,0.99672300,0.53241471
-5.74787394,3.12906561,1.18813617,0.86015817,0.00179748,0.61375430,1.51106754,0.00000000,0.99578963,0.53835291
-5.74187094,3.11148242,1.20905418,0.84846305,0.00188042,0.60935216,1.50178151,0.00000000,0.99227037,0.54429457
-5.73586793,3.08900164,1.22717225,0.83528722,0.00197335,0.60359340,1.48981256,0.00000000,0.98642867,0.55042084
-5.72986493,3.06266125,1.24240251,0.82101135,0.00207766,0.59664594,1.47567950,0.00000000,0.97855174,0.55688790
-5.72386193,3.03345509,1.25468623,0.80600392,0.00219459,0.58867243,1.45989596,0.00000000,0.96894235,0.56381800
-5.71785893,3.00230123,1.26399626,0.79060968,0.00232522,0.57982590,1.44295574,0.00000000,0.95791101,0.57129204
-5.71185593,2.97001651,1.27033981,0.77513984,0.00247039,0.57024663,1.42532051,0.00000000,0.94576906,0.57934406
-5.70585293,2.93729847,1.27376138,0.75986440,0.00263073,0.56006031,1.40741030,0.00000000,0.93282254,0.58795794
-5.69984992,2.90471481,1.27434573,0.74500680,0.00280658,0.54937761,1.38959696,0.00000000,0.91936737,0.59706656
-5.69384692,2.87270078,1.27222037,0.73074110,0.00299808,0.53829495,1.37220079,0.00000000,0.90568561,0.60655332
-5.68784392,2.84156393,1.26755768,0.71719159,0.00320511,0.52689635,1.35548997,0.00000000,0.89204299,0.61625631
-5.68184092,2.81149563,1.26057594,0.70443477,0.00342733,0.51525622,1.33968284,0.00000000,0.87868746,0.62597459
-5.67583792,2.78258799,1.25153939,0.69250345,0.00366427,0.50344267,1.32495222,0.00000000,0.86584868,0.63547653
-5.66983492,2.75485504,1.24075679,0.68139255,0.00391530,0.49152122,1.31143151,0.00000000,0.85373823,0.64450969
-5.66383192,2.72825625,1.22857839,0.67106622,0.00417970,0.47955843,1.29922172,0.00000000,0.84255016,0.65281181
-5.65782891,2.70272093,1.21539118,0.66146579,0.00445676,0.46762525,1.28839886,0.00000000,0.83246163,0.66012229
-5.65182591,2.67817154,1.20161230,0.65251807,0.00474573,0.45579974,1.27902093,0.00000000,0.82363344,0.66619360
-5.64582291,2.65454452,1.18768067,0.64414335,0.00504593,0.44416905,1.27113394,0.00000000,0.81620995,0.67080212
-5.63981991,2.63180716,1.17404689,0.63626288,0.00535670,0.43283029,1.26477640,0.00000000,0.81031850,0.67375769
-5.63381691,2.60996935,1.16116173,0.62880522,0.00567748,0.42189044,1.25998194,0.00000000,0.80606792,0.67491159
-5.62781391,2.58908980,1.14946342,0.62171124,0.00600772,0.41146504,1.25677972,0.00000000,0.80354622,0.67416249
-5.62181091,2.56927613,1.13936430,0.61493761,0.00634689,0.40167589,1.25519285,0.00000000,0.80281755,0.67146005
-5.61580790,2.55067922,1.13123718,0.60845854,0.00669444,0.39264774,1.25523464,0.00000000,0.80391849,0.66680619
-5.60980490,2.53348232,1.12540211,0.60226600,0.00704968,0.38450427,1.25690340,0.00000000,0.80685400,0.66025393
-5.60380190,2.51788587,1.12211418,0.59636837,0.00741175,0.37736352,1.26017592,0.00000000,0.81159333,0.65190401
-5.59779890,2.50408937,1.12155285,0.59078785,0.00777954,0.37133309,1.26500056,0.00000000,0.81806631,0.64189951
-5.59179590,2.49227162,1.12381359,0.58555693,0.00815156,0.36650529,1.27129046,0.00000000,0.82616029,0.63041888
-5.58579290,2.48257104,1.12890222,0.58071418,0.00852590,0.36295268,1.27891761,0.00000000,0.83571838,0.61766785
-5.57978989,2.47506758,1.13673255,0.57629984,0.00890018,0.36072414,1.28770852,0.00000000,0.84653898,0.60387056
-5.57378689,2.46976763,1.14712740,0.57235155,0.00927147,0.35984169,1.29744198,0.00000000,0.85837727,0.58926067
-5.56778389,2.46659311,1.15982339,0.56890046,0.00963629,0.36029833,1.30784942,0.00000000,0.87094848,0.57407259
-5.56178089,2.46537571,1.17447924,0.56596815,0.00999064,0.36205697,1.31861811,0.00000000,0.88393320,0.55853360
-5.55577789,2.46585667,1.19068745,0.56356442,0.01033003,0.36505047,1.32939722,0.00000000,0.89698462,0.54285689
-5.54977489,2.46769234,1.20798882,0.56168612,0.01064956,0.36918285,1.33980663,0.00000000,0.90973735,0.52723605
-5.54377189,2.47046504,1.22588934,0.56031710,0.01094403,0.37433157,1.34944812,0.00000000,0.92181765,0.51184097
-5.53776888,2.47369872,1.24387842,0.55942914,0.01120811,0.38035071,1.35791835,0.00000000,0.93285450,0.49681525
-5.53176588,2.47687827,1.26144785,0.55898375,0.01143649,0.38707499,1.36482301,0.00000000,0.94249101,0.48227520
-5.52576288,2.47947136,1.27811036,0.55893467,0.01162402,0.39432433,1.36979131,0.00000000,0.95039570,0.46831001
-5.51975988,2.48095126,1.29341690,0.55923080,0.01176600,0.40190873,1.37249000,0.00000000,0.95627294,0.45498325
-5.51375688,2.48081945,1.30697180,0.55981935,0.01185824,0.40963329,1.37263616,0.00000000,0.95987209,0.44233512
-5.50775388,2.47862643,1.31844499,0.56064891,0.01189736,0.41730318,1.37000792,0.00000000,0.96099502,0.43038537
-5.50175088,2.47398968,1.32758072,0.56167217,0.01188085,0.42472826,1.36445267,0.00000000,0.95950141,0.41913658
-5.49574787,2.46660783,1.33420244,0.56284826,0.01180725,0.43172732,1.35589227,0.00000000,0.95531183,0.40857748
-5.48974487,2.45627028,1.33821367,0.56414433,0.01167619,0.43813167,1.34432497,0.00000000,0.94840846,0.39868619
-5.48374187,2.44286202,1.33959501,0.56553650,0.01148851,0.44378820,1.32982416,0.00000000,0.93883349,0.38943311
-5.47773887,2.42636375,1.33839757,0.56701004,0.01124620,0.44856168,1.31253394,0.00000000,0.92668545,0.38078347
-5.47173587,2.40684740,1.33473350,0.56855885,0.01095239,0.45233648,1.29266208,0.00000000,0.91211374,0.37269926
-5.46573287,2.38446796,1.32876431,0.57018433,0.01061126,0.45501761,1.27047073,0.00000000,0.89531188,0.36514091
-5.45972986,2.35945212,1.32068780,0.57189374,0.01022793,0.45653128,1.24626550,0.00000000,0.87650971,0.35806827
-5.45372686,2.33208497,1.31072458,0.57369831,0.00980829,0.45682499,1.22038373,0.00000000,0.85596532,0.35144146
-5.44772386,2.30269547,1.29910507,0.57561107,0.00935886,0.45586729,1.19318243,0.00000000,0.83395692,0.34522127
-5.44172086,2.27164194,1.28605777,0.57764478,0.00888655,0.45364724,1.16502669,0.00000000,0.81077516,0.33936952
-5.43571786,2.23929817,1.27179952,0.57980993,0.00839849,0.45017379,1.13627909,0.00000000,0.78671631,0.33384925
-5.42971486,2.20604116,1.25652829,0.58211306,0.00790184,0.44547498,1.10729045,0.00000000,0.76207636,0.32862504
-5.42371186,2.17224071,1.24041868,0.58455541,0.00740356,0.43959712,1.07839240,0.00000000,0.73714635,0.32366324
-5.41770885,2.13825145,1.22362040,0.58713194,0.00691026,0.43260393,1.04989180,0.00000000,0.71220881,0.31893246
-5.41170585,2.10440708,1.20625929,0.58983080,0.00642807,0.42457559,1.02206707,0.00000000,0.68753532,0.31440406
-5.40570285,2.07101697,1.18844082,0.59263315,0.00596247,0.41560778,0.99516627,0.00000000,0.66338496,0.31005278
-5.39969985,2.03836456,1.17025517,0.59551335,0.00551823,0.40581052,0.96940673,0.00000000,0.64000350,0.30585729
-5.39369685,2.00670722,1.15178362,0.59843937,0.00509932,0.39530690,0.94497586,0.00000000,0.61762287,0.30180085
-5.38769385,1.97627697,1.13310517,0.60137340,0.00470891,0.38423145,0.92203273,0.00000000,0.59646086,0.29787167
-5.38169085,1.94728151,1.11430278,0.60427250,0.00434935,0.37272836,0.90071012,0.00000000,0.57672057,0.29406324
-5.37568784,1.91990501,1.09546864,0.60708929,0.00402215,0.36094922,0.88111649,0.00000000,0.55858951,0.29037428
-5.36968484,1.89430815,1.07670764,0.60977254,0.00372811,0.34905047,0.86333771,0.00000000,0.54223804,0.28680843
-5.36368184,1.87062705,1.05813887,0.61226761,0.00346730,0.33719048,0.84743807,0.00000000,0.52781718,0.28337355
-5.35767884,1.84897097,1.03989470,0.61451683,0.00323917,0.32552623,0.83346062,0.00000000,0.51545575,0.28008074
-5.35167584,1.82941859,1.02211748,0.61645961,0.00304263,0.31420980,0.82142653,0.00000000,0.50525676,0.27694298
-5.34567284,1.81201319,1.00495400,0.61803250,0.00287612,0.30338461,0.81133377,0.00000000,0.49729347,0.27397357
-5.33966983,1.79675684,0.98854807,0.61916918,0.00273771,0.29318163,0.80315492,0.00000000,0.49160512,0.27118427
-5.33366683,1.78360416,0.97303169,0.61980036,0.00262517,0.28371560,0.79683463,0.00000000,0.48819274,0.26858353
-5.32766383,1.77245615,0.95851556,0.61985387,0.00253604,0.27508159,0.79228689,0.00000000,0.48701528,0.26617457
-5.32166083,1.76315473,0.94507945,0.61925477,0.00246773,0.26735178,0.78939236,0.00000000,0.48798650,0.26395371
-5.31565783,1.75547856,0.93276340,0.61792575,0.00241754,0.26057291,0.78799633,0.00000000,0.49097285,0.26190893
-5.30965483,1.74914087,0.92156035,0.61578787,0.00238272,0.25476440,0.78790756,0.00000000,0.49579266,0.26001882
-5.30365183,1.74378966,0.91141086,0.61276157,0.00236056,0.24991725,0.78889825,0.00000000,0.50221697,0.25825198
-5.29764882,1.73901089,0.90220044,0.60876810,0.00234836,0.24599394,0.79070558,0.00000000,0.50997199,0.25656690
-5.29164582,1.73433479,0.89375990,0.60373134,0.00234351,0.24292924,0.79303489,0.00000000,0.51874345,0.25491256
-5.28564282,1.72924548,0.88586887,0.59757997,0.00234352,0.24063218,0.79556465,0.00000000,0.52818274,0.25322942
-5.27963982,1.72319378,0.87826246,0.59024993,0.00234601,0.23898887,0.79795320,0.00000000,0.53791477,0.25145114
-5.27363682,1.71561288,0.87064095,0.58168720,0.00234877,0.23786639,0.79984717,0.00000000,0.54754734,0.24950671
-5.26763382,1.70593655,0.86268196,0.57185055,0.00234978,0.23711746,0.80089134,0.00000000,0.55668168,0.24732305
-5.26163082,1.69361911,0.85405475,0.56071448,0.00234722,0.23658580,0.80073964,0.00000000,0.56492398,0.24482792
-5.25562781,1.67815655,0.84443580,0.54827192,0.00233948,0.23611201,0.79906687,0.00000000,0.57189721,0.24195310
-5.24962481,1.65910784,0.83352512,0.53453677,0.00232521,0.23553968,0.79558078,0.00000000,0.57725309,0.23863751
-5.24362181,1.63611562,0.82106231,0.51954601,0.00230330,0.23472160,0.79003387,0.00000000,0.58068351,0.23483040
-5.23761881,1.60892533,0.80684172,0.50336138,0.00227294,0.23352577,0.78223454,0.00000000,0.58193103,0.23049425
-5.23161581,1.57740201,0.79072599,0.48607047,0.00223357,0.23184094,0.77205705,0.00000000,0.58079807,0.22560738
-5.22561281,1.54154391,0.77265724,0.46778718,0.00218493,0.22958156,0.75944986,0.00000000,0.57715436,0.22016607
-5.21960980,1.50149234,0.75266550,0.44865149,0.00212704,0.22669185,0.74444188,0.00000000,0.57094233,0.21418618
-5.21360680,1.45753726,0.73087397,0.42882851,0.00206019,0.22314884,0.72714652,0.00000000,0.56218037,0.20770415
-5.20760380,1.41011834,0.70750084,0.40850689,0.00198491,0.21896437,0.70776305,0.00000000,0.55096353,0.20077734
-5.20160080,1.35982128,0.68285768,0.38789651,0.00190198,0.21418578,0.68657544,0.00000000,0.53746199,0.19348366
-5.19559780,1.30736951,0.65734439,0.36722560,0.00181237,0.20889545,0.66394836,0.00000000,0.52191705,0.18592062
-5.18959480,1.25361138,0.63144103,0.34673736,0.00171722,0.20320905,0.64032073,0.00000000,0.50463500,0.17820363
-5.18359180,1.19950330,0.60569664,0.32668609,0.00161782,0.19727275,0.61619671,0.00000000,0.48597895,0.17046384
-5.17758879,1.14608921,0.58071570,0.30733304,0.00151551,0.19125919,0.59213445,0.00000000,0.46635898,0.16284528
-5.17158579,1.09447698,0.55714235,0.28894188,0.00141173,0.18536266,0.56873305,0.00000000,0.44622093,0.15550174
-5.16558279,1.04581226,0.53564319,0.27177417,0.00130789,0.17979340,0.54661779,0.00000000,0.42603417,0.14859317
-5.15957979,1.00125065,0.51688878,0.25608464,0.00120540,0.17477132,0.52642420,0.00000000,0.40627877,0.14228181
-5.15357679,0.96192858,0.50153467,0.24211650,0.00110560,0.17051919,0.50878131,0.00000000,0.38743236,0.13672820
-5.14757379,0.92893385,0.49020205,0.23009681,0.00100974,0.16725564,0.49429449,0.00000000,0.36995712,0.13208706
-5.14157079,0.90327629,0.48345875,0.22023210,0.00091897,0.16518799,0.48352826,0.00000000,0.35428727,0.12850319
-5.13556778,0.88585937,0.48180093,0.21270405,0.00083432,0.16450524,0.47698947,0.00000000,0.34081720,0.12610745
-5.12956478,0.87745327,0.48563566,0.20766557,0.00075666,0.16537128,0.47511141,0.00000000,0.32989070,0.12501297
-5.12356178,0.87867024,0.49526522,0.20523720,0.00068673,0.16791854,0.47823901,0.00000000,0.32179146,0.12531159
-5.11755878,0.88994274,0.51087303,0.20550397,0.00062516,0.17224231,0.48661581,0.00000000,0.31673502,0.12707071
-5.11155578,0.91150509,0.53251211,0.20851271,0.00057240,0.17839582,0.50037296,0.00000000,0.31486243,0.13033056
-5.10555278,0.94337933,0.56009604,0.21427007,0.00052883,0.18638627,0.51952070,0.00000000,0.31623565,0.13510211
-5.09954977,0.98536580,0.59339324,0.22274114,0.00049468,0.19617202,0.54394270,0.00000000,0.32083504,0.14136554
-5.09354677,1.03703905,0.63202465,0.23384897,0.00047013,0.20766103,0.57339368,0.00000000,0.32855873,0.14906947
-5.08754377,1.09774972,0.67546539,0.24747487,0.00045526,0.22071068,0.60750048,0.00000000,0.33922425,0.15813100
-5.08154077,1.16663248,0.72305059,0.26345975,0.00045010,0.23512910,0.64576698,0.00000000,0.35257222,0.16843665
-5.07553777,1.24262060,0.77398555,0.28160646,0.00045465,0.25067803,0.68758288,0.00000000,0.36827222,0.17984414
-5.06953477,1.32446691,0.82736041,0.30168313,0.00046886,0.26707731,0.73223636,0.00000000,0.38593071,0.19218512
-5.06353177,1.41077110,0.88216912,0.32342759,0.00049267,0.28401083,0.77893054,0.00000000,0.40510089,0.20526885
-5.05752876,1.50001282,0.93733241,0.34655272,0.00052601,0.30113394,0.82680336,0.00000000,0.42529431,0.21888660
-5.05152576,1.59058992,0.99172439,0.37075270,0.00056879,0.31808217,0.87495046,0.00000000,0.44599391,0.23281696
-5.04552276,1.68086064,1.04420189,0.39571002,0.00062091,0.33448087,0.92245035,0.00000000,0.46666826,0.24683160
-5.03951976,1.76918867,1.09363589,0.42110294,0.00068225,0.34995574,0.96839121,0.00000000,0.48678645,0.26070159
-5.03351676,1.85398943,1.13894371,0.44661337,0.00075266,0.36414355,1.01189817,0.00000000,0.50583327,0.27420392
-5.02751376,1.93377600,1.17912106,0.47193476,0.00083196,0.37670306,1.05216027,0.00000000,0.52332411,0.28712797
-5.02151076,2.00720283,1.21327251,0.49677982,0.00091989,0.38732532,1.08845594,0.00000000,0.53881905,0.29928187
-5.01550775,2.07310578,1.24063927,0.52088774,0.00101614,0.39574330,1.12017592,0.00000000,0.55193572,0.31049820
-5.00950475,2.13053646,1.26062299,0.54403072,0.00112029,0.40174014,1.14684272,0.00000000,0.56236022,0.32063915
-5.00350175,2.17878984,1.27280463,0.56601951,0.00123183,0.40515586,1.16812571,0.00000000,0.56985595,0.32960061
-4.99749875,2.21742366,1.27695748,0.58670786,0.00135010,0.40589220,1.18385124,0.00000000,0.57426969,0.33731526
-4.99149575,2.24626902,1.27305381,0.60599560,0.00147434,0.40391529,1.19400722,0.00000000,0.57553502,0.34375428
-4.98549275,2.26543162,1.26126473,0.62383042,0.00160362,0.39925611,1.19874208,0.00000000,0.57367265,0.34892791
-4.97948974,2.27528373,1.24195335,0.64020817,0.00173685,0.39200870,1.19835808,0.00000000,0.56878790,0.35288448
-4.97348674,2.27644723,1.21566151,0.65517177,0.00187282,0.38232625,1.19329939,0.00000000,0.56106536,0.35570832
-4.96748374,2.26976860,1.18309063,0.66880884,0.00201017,0.37041511,1.18413531,0.00000000,0.55076104,0.35751629
-4.96148074,2.25628700,1.14507764,0.68124803,0.00214740,0.35652726,1.17153971,0.00000000,0.53819239,0.35845333
-4.95547774,2.23719677,1.10256694,0.69265433,0.00228293,0.34095130,1.15626724,0.00000000,0.52372658,0.35868712
-4.94947474,2.21380610,1.05657970,0.70322345,0.00241508,0.32400258,1.13912767,0.00000000,0.50776776,0.35840202
-4.94347174,2.18749342,1.00818169,0.71317554,0.00254215,0.30601284,1.12095922,0.00000000,0.49074352,0.35779260
-4.93746873,2.15966326,0.95845100,0.72274825,0.00266243,0.28731977,1.10260204,0.00000000,0.47309148,0.35705706
-4.93146573,2.13170329,0.90844686,0.73218963,0.00277425,0.26825696,1.08487279,0.00000000,0.45524622,0.35639054
-4.92546273,2.10494380,0.85918064,0.74175072,0.00287604,0.24914455,1.06854122,0.00000000,0.43762713,0.35597891
-4.91945973,2.08062110,0.81159006,0.75167831,0.00296633,0.23028108,1.05430942,0.00000000,0.42062766,0.35599291
-4.91345673,2.05984562,0.76651724,0.76220776,0.00304384,0.21193655,1.04279437,0.00000000,0.40460597,0.35658305
-4.90745373,2.04357571,0.72469123,0.77355633,0.00310748,0.19434707,1.03451404,0.00000000,0.38987756,0.35787529
-4.90145073,2.03259733,0.68671522,0.78591688,0.00315640,0.17771111,1.02987740,0.00000000,0.37670960,0.35996775
-4.89544772,2.02751006,0.65305858,0.79945237,0.00319003,0.16218737,1.02917811,0.00000000,0.36531726,0.36292825
-4.88944472,2.02871929,0.62405353,0.81429103,0.00320803,0.14789412,1.03259198,0.00000000,0.35586173,0.36679311
-4.88344172,2.03643443,0.59989628,0.83052258,0.00321039,0.13491015,1.04017784,0.00000000,0.34845004,0.37156683
-4.87743872,2.05067272,0.58065203,0.84819537,0.00319735,0.12327677,1.05188153,0.00000000,0.34313619,0.37722290
-4.87143572,2.07126811,0.56626344,0.86731474,0.00316939,0.11300096,1.06754257,0.00000000,0.33992369,0.38370544
-4.86543272,2.09788466,0.55656191,0.88784256,0.00312728,0.10405931,1.08690306,0.00000000,0.33876907,0.39093181
-4.85942971,2.13003370,0.55128108,0.90969794,0.00307195,0.09640241,1.10961852,0.00000000,0.33958617,0.39879589
-4.85342671,2.16709402,0.55007177,0.93275926,0.00300456,0.08995969,1.13527000,0.00000000,0.34225112,0.40717197
-4.84742371,2.20833445,0.55251798,0.95686729,0.00292636,0.08464416,1.16337722,0.00000000,0.34660761,0.41591906
-4.84142071,2.25293792,0.55815316,0.98182945,0.00283872,0.08035722,1.19341230,0.00000000,0.35247251,0.42488555
-4.83541771,2.30002631,0.56647632,1.00742492,0.00274309,0.07699299,1.22481368,0.00000000,0.35964145,0.43391392
-4.82941471,2.34868531,0.57696760,1.03341061,0.00264089,0.07444236,1.25699986,0.00000000,0.36789448,0.44284534
-4.82341171,2.39798872,0.58910265,1.05952747,0.00253356,0.07259641,1.28938286,0.00000000,0.37700152,0.45152416
-4.81740870,2.44702124,0.60236588,1.08550722,0.00242249,0.07134932,1.32138076,0.00000000,0.38672763,0.45980194
-4.81140570,2.49489945,0.61626195,1.11107898,0.00230898,0.07060065,1.35242948,0.00000000,0.39683789,0.46754093
-4.80540270,2.54079026,0.63032566,1.13597563,0.00219425,0.07025696,1.38199317,0.00000000,0.40710205,0.47461705
-4.79939970,2.58392647,0.64412981,1.15993969,0.00207942,0.07023296,1.40957345,0.00000000,0.41729861,0.48092207
-4.79339670,2.62361906,0.65729133,1.18272841,0.00196548,0.07045204,1.43471690,0.00000000,0.42721852,0.48636509
-4.78739370,2.65926619,0.66947535,1.20411798,0.00185331,0.07084642,1.45702115,0.00000000,0.43666826,0.49087329
-4.78139070,2.69035858,0.68039755,1.22390673,0.00174368,0.07135685,1.47613912,0.00000000,0.44547243,0.49439192
-4.77538769,2.71648163,0.68982479,1.24191714,0.00163724,0.07193213,1.49178173,0.00000000,0.45347567,0.49688370
-4.76938469,2.73731430,0.69757421,1.25799690,0.00153454,0.07252829,1.50371892,0.00000000,0.46054399,0.49832756
-4.76338169,2.75262514,0.70351096,1.27201885,0.00143606,0.07310778,1.51177920,0.00000000,0.46656553,0.49871706
-4.75737869,2.76226605,0.70754490,1.28387998,0.00134216,0.07363850,1.51584785,0.00000000,0.47145063,0.49805832
-4.75137569,2.76616402,0.70962640,1.29349981,0.00125314,0.07409293,1.51586401,0.00000000,0.47513152,0.49636790
-4.74537269,2.76431172,0.70974156,1.30081809,0.00116923,0.07444732,1.51181683,0.00000000,0.47756134,0.49367055
-4.73936968,2.75675738,0.70790712,1.30579220,0.00109060,0.07468095,1.50374098,0.00000000,0.47871292,0.48999706
-4.73336668,2.74359457,0.70416523,1.30839452,0.00101735,0.07477564,1.49171179,0.00000000,0.47857724,0.48538228
-4.72736368,2.72495259,0.69857839,1.30860985,0.00094955,0.07471531,1.47584021,0.00000000,0.47716161,0.47986345
-4.72136068,2.70098779,0.69122465,1.30643321,0.00088719,0.07448577,1.45626792,0.00000000,0.47448790,0.47347884
-4.71535768,2.67187635,0.68219337,1.30186825,0.00083023,0.07407470,1.43316268,0.00000000,0.47059073,0.46626681
-4.70935468,2.63780893,0.67158152,1.29492624,0.00077855,0.07347169,1.40671410,0.00000000,0.46551584,0.45826531
-4.70335168,2.59898716,0.65949064,1.28562607,0.00073199,0.07266844,1.37713010,0.00000000,0.45931860,0.44951170
-4.69734867,2.55562241,0.64602457,1.27399500,0.00069035,0.07165907,1.34463385,0.00000000,0.45206293,0.44004302
-4.69134567,2.50793645,0.63128782,1.26007048,0.00065337,0.07044039,1.30946147,0.00000000,0.44382045,0.42989657
-4.68534267,2.45616424,0.61538472,1.24390285,0.00062073,0.06901229,1.27186032,0.00000000,0.43466998,0.41911075
-4.67933967,2.40055827,0.59841900,1.22555881,0.00059208,0.06737796,1.23208783,0.00000000,0.42469739,0.40772607
-4.67333667,2.34139437,0.58049407,1.20512571,0.00056705,0.06554419,1.19041083,0.00000000,0.41399572,0.39578635
-4.66733367,2.27897837,0.56171359,1.18271617,0.00054521,0.06352149,1.14710524,0.00000000,0.40266552,0.38333986
-4.66133067,2.21365331,0.54218235,1.15847309,0.00052615,0.06132414,1.10245591,0.00000000,0.39081526,0.37044050
-4.65532766,2.14580648,0.52200730,1.13257445,0.00050941,0.05897010,1.05675658,0.00000000,0.37856182,0.35714881
-4.64932466,2.07587581,0.50129859,1.10523784,0.00049457,0.05648080,1.01030976,0.00000000,0.36603088,0.34353285
-4.64332166,2.00435507,0.48017054,1.07672408,0.00048123,0.05388078,0.96342638,0.00000000,0.35335701,0.32966879
