energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.67583792,2.73366667,0.91224529,0.94269164,0.00093126,0.04565520,0.00566554,1.89699073,0.27284955,0.23915546
-5.66983492,2.69781429,0.89984251,0.93490795,0.00081629,0.04458492,0.00524443,1.87224673,0.27112057,0.23503384
-5.66383192,2.65597839,0.88591746,0.92455380,0.00071049,0.04351167,0.00481996,1.84332291,0.26894512,0.23046064
-5.65782891,2.60864970,0.87057147,0.91181201,0.00061404,0.04244884,0.00439820,1.81056628,0.26631224,0.22546946
-5.65182591,2.55637842,0.85391899,0.89689674,0.00052693,0.04140961,0.00398467,1.77436480,0.26322007,0.22009652
-5.64582291,2.49975884,0.83608526,0.88004658,0.00044899,0.04040658,0.00358420,1.73513648,0.25967601,0.21437983
-5.63981991,2.43941362,0.81720379,0.86151708,0.00037986,0.03945152,0.00320093,1.69331842,0.25569670,0.20835854
-5.63381691,2.37597836,0.79741406,0.84157318,0.00031910,0.03855523,0.00283819,1.64935591,0.25130791,0.20207214
-5.62781391,2.31008690,0.77685906,0.82048177,0.00026615,0.03772735,0.00249855,1.60369218,0.24654423,0.19555989
-5.62181091,2.24235801,0.75568309,0.79850485,0.00022041,0.03697630,0.00218382,1.55675909,0.24144859,0.18886018
-5.61580790,2.17338378,0.73402967,0.77589342,0.00018124,0.03630924,0.00189507,1.50896908,0.23607139,0.18201010
-5.60980490,2.10372020,0.71203971,0.75288250,0.00014796,0.03573204,0.00163274,1.46070865,0.23046956,0.17504509
-5.60380190,2.03388018,0.68984997,0.72968725,0.00011994,0.03524924,0.00139666,1.41233364,0.22470523,0.16799867
-5.59779890,1.96432906,0.66759190,0.70650056,0.00009653,0.03486406,0.00118616,1.36416628,0.21884424,0.16090237
-5.59179590,1.89548273,0.64539080,0.68349178,0.00007714,0.03457841,0.00100018,1.31649405,0.21295456,0.15378572
-5.58579290,1.82770819,0.62336548,0.66080688,0.00006121,0.03439289,0.00083733,1.26957029,0.20710454,0.14667646
-5.57978989,1.76132624,0.60162822,0.63856959,0.00004822,0.03430676,0.00069599,1.22361642,0.20136121,0.13960073
-5.57378689,1.69661604,0.58028517,0.61688355,0.00003771,0.03431802,0.00057437,1.17882534,0.19578867,0.13258342
-5.56778389,1.63382097,0.55943704,0.59583516,0.00002929,0.03442342,0.00047061,1.13536587,0.19044662,0.12564856
-5.56178089,1.57315551,0.53918005,0.57549680,0.00002259,0.03461849,0.00038285,1.09338777,0.18538910,0.11881972
-5.55577789,1.51481232,0.51960707,0.55593026,0.00001729,0.03489768,0.00030923,1.05302705,0.18066362,0.11212034
-5.54977489,1.45896939,0.50080879,0.53719013,0.00001314,0.03525444,0.00024798,1.01441117,0.17631049,0.10557410
-5.54377189,1.40579654,0.48287498,0.51932683,0.00000992,0.03568139,0.00019745,0.97766378,0.17236263,0.09920517
-5.53776888,1.35546097,0.46589547,0.50238920,0.00000743,0.03617055,0.00015609,0.94290879,0.16884571,0.09303833
-5.53176588,1.30813172,0.44996114,0.48642655,0.00000553,0.03671354,0.00012252,0.91027354,0.16577857,0.08709897
-5.52576288,1.26398262,0.43516440,0.47149000,0.00000409,0.03730190,0.00009549,0.87989093,0.16317402,0.08141306
-5.51975988,1.22319378,0.42159951,0.45763313,0.00000300,0.03792737,0.00007389,0.85190032,0.16103985,0.07600681
-5.51375688,1.18595161,0.40936237,0.44491207,0.00000218,0.03858219,0.00005677,0.82644748,0.15937995,0.07090639
-5.50775388,1.15244735,0.39854998,0.43338494,0.00000158,0.03925949,0.00004331,0.80368321,0.15819560,0.06613742
-5.50175088,1.12287442,0.38925931,0.42311084,0.00000113,0.03995349,0.00003281,0.78376124,0.15748662,0.06172445
-5.49574787,1.09742453,0.38158587,0.41414849,0.00000081,0.04065988,0.00002468,0.76683497,0.15725252,0.05769036
-5.48974487,1.07628295,0.37562179,0.40655456,0.00000057,0.04137596,0.00001843,0.75305375,0.15749336,0.05405571
-5.48374187,1.05962306,0.37145344,0.40038191,0.00000040,0.04210079,0.00001367,0.74255839,0.15821037,0.05083816
-5.47773887,1.04760031,0.36915884,0.39567765,0.00000028,0.04283528,0.00001007,0.73547635,0.15940629,0.04805186
-5.47173587,1.04034589,0.36880464,0.39248135,0.00000019,0.04358214,0.00000736,0.73191661,0.16108520,0.04570695
-5.46573287,1.03796019,0.37044305,0.39082310,0.00000013,0.04434569,0.00000535,0.73196439,0.16325213,0.04380907
-5.45972986,1.04050620,0.37410852,0.39072179,0.00000009,0.04513165,0.00000386,0.73567587,0.16591212,0.04235907
-5.45372686,1.04800295,0.37981448,0.39218333,0.00000006,0.04594676,0.00000276,0.74307294,0.16906911,0.04135277
-5.44772386,1.06041918,0.38755014,0.39519903,0.00000004,0.04679830,0.00000197,0.75413818,0.17272437,0.04078079
-5.44172086,1.07766738,0.39727754,0.39974401,0.00000003,0.04769360,0.00000139,0.76881014,0.17687483,0.04062858
-5.43571786,1.09959823,0.40892887,0.40577564,0.00000002,0.04863939,0.00000097,0.78697911,0.18151128,0.04087653
-5.42971486,1.12599581,0.42240434,0.41323216,0.00000001,0.04964123,0.00000068,0.80848341,0.18661647,0.04150014
-5.42371186,1.15657369,0.43757059,0.42203138,0.00000001,0.05070284,0.00000047,0.83310649,0.19216345,0.04247035
-5.41770885,1.19097210,0.45425983,0.43206959,0.00000001,0.05182557,0.00000032,0.86057504,0.19811400,0.04375392
-5.41170585,1.22875669,0.47226988,0.44322077,0.00000000,0.05300781,0.00000022,0.89055813,0.20441747,0.04531390
-5.40570285,1.26941884,0.49136510,0.45533621,0.00000000,0.05424462,0.00000015,0.92266783,0.21101002,0.04711016
-5.39969985,1.31237808,0.51127840,0.46824462,0.00000000,0.05552745,0.00000010,0.95646132,0.21781441,0.04909998
-5.39369685,1.35698677,0.53171429,0.48175292,0.00000000,0.05684393,0.00000007,0.99144476,0.22474027,0.05123869
-5.38769385,1.40253723,0.55235312,0.49564768,0.00000000,0.05817799,0.00000005,1.02707902,0.23168510,0.05348040
-5.38169085,1.44827140,0.57285632,0.50969756,0.00000000,0.05950999,0.00000003,1.06278734,0.23853582,0.05577867
-5.37568784,1.49339322,0.59287273,0.52365646,0.00000001,0.06081717,0.00000002,1.09796487,0.24517098,0.05808735
-5.36968484,1.53708337,0.61204580,0.53726773,0.00000001,0.06207421,0.00000001,1.13199010,0.25146343,0.06036129
-5.36368184,1.57851632,0.63002149,0.55026917,0.00000001,0.06325391,0.00000001,1.16423780,0.25728354,0.06255724
-5.35767884,1.61687911,0.64645673,0.56239876,0.00000002,0.06432808,0.00000001,1.19409330,0.26250278,0.06463457
-5.35167584,1.65139143,0.66102812,0.57340110,0.00000003,0.06526846,0.00000001,1.22096761,0.26699742,0.06655612
-5.34567284,1.68132625,0.67344043,0.58303410,0.00000004,0.06604776,0.00000000,1.24431284,0.27065247,0.06828894
-5.33966983,1.70603012,0.68343493,0.59107586,0.00000005,0.06664063,0.00000001,1.26363740,0.27336538,0.06980503
-5.33366683,1.72494250,0.69079673,0.59733136,0.00000007,0.06702462,0.00000001,1.27852026,0.27504954,0.07108192
-5.32766383,1.73761293,0.69536123,0.60163859,0.00000010,0.06718113,0.00000001,1.28862361,0.27563744,0.07210327
-5.32166083,1.74371535,0.69701909,0.60387389,0.00000014,0.06709611,0.00000001,1.29370340,0.27508314,0.07285927
-5.31565783,1.74305886,0.69571952,0.60395609,0.00000019,0.06676067,0.00000001,1.29361696,0.27336415,0.07334691
-5.30965483,1.73559401,0.69147178,0.60184932,0.00000026,0.06617148,0.00000002,1.28832748,0.27048245,0.07357014
-5.30365183,1.72141440,0.68434460,0.59756419,0.00000035,0.06533090,0.00000002,1.27790483,0.26646476,0.07353982
-5.29764882,1.70075334,0.67446368,0.59115725,0.00000047,0.06424698,0.00000003,1.26252266,0.26136182,0.07327357
-5.29164582,1.67397538,0.66200706,0.58272876,0.00000063,0.06293314,0.00000004,1.24245177,0.25524694,0.07279537
-5.28564282,1.64156324,0.64719884,0.57241873,0.00000083,0.06140765,0.00000006,1.21804994,0.24821369,0.07213514
-5.27963982,1.60410060,0.63030124,0.56040151,0.00000110,0.05969297,0.00000008,1.18974869,0.24037291,0.07132807
-5.27363682,1.56225142,0.61160549,0.54687911,0.00000143,0.05781489,0.00000010,1.15803756,0.23184922,0.07041398
-5.26763382,1.51673692,0.59142190,0.53207359,0.00000185,0.05580157,0.00000013,1.12344653,0.22277708,0.06943648
-5.26163082,1.46831118,0.57006952,0.51621893,0.00000239,0.05368253,0.00000016,1.08652756,0.21329671,0.06844222
-5.25562781,1.41773662,0.54786600,0.49955278,0.00000305,0.05148762,0.00000021,1.04783601,0.20354988,0.06748003
-5.24962481,1.36576048,0.52511795,0.48230843,0.00000386,0.04924603,0.00000027,1.00791294,0.19367600,0.06660017
-5.24362181,1.31309338,0.50211231,0.46470756,0.00000486,0.04698537,0.00000034,0.96726899,0.18380838,0.06585351
-5.23761881,1.26039092,0.47910907,0.44695398,0.00000608,0.04473093,0.00000042,0.92637063,0.17407109,0.06529087
-5.23161581,1.20823901,0.45633568,0.42922863,0.00000754,0.04250504,0.00000052,0.88562942,0.16457629,0.06496232
-5.22561281,1.15714356,0.43398325,0.41168617,0.00000929,0.04032666,0.00000064,0.84539454,0.15542229,0.06491657
-5.21960980,1.10752453,0.41220464,0.39445310,0.00001136,0.03821109,0.00000079,0.80594884,0.14669223,0.06520033
-5.21360680,1.05971444,0.39111449,0.37762749,0.00001379,0.03616998,0.00000095,0.76750842,0.13845345,0.06585774
-5.20760380,1.01396101,0.37079096,0.36128020,0.00001663,0.03421140,0.00000115,0.73022544,0.13075755,0.06692967
-5.20160080,0.97043329,0.35127894,0.34545738,0.00001990,0.03234015,0.00000138,0.69419384,0.12364088,0.06845303
-5.19559780,0.92923061,0.33259458,0.33018401,0.00002364,0.03055818,0.00000164,0.65945731,0.11712560,0.07045995
-5.18959480,0.89039348,0.31473059,0.31546817,0.00002789,0.02886506,0.00000194,0.62601893,0.11122104,0.07297688
-5.18359180,0.85391548,0.29766207,0.30130565,0.00003267,0.02725855,0.00000227,0.59385175,0.10592521,0.07602354
-5.17758879,0.81975533,0.28135244,0.28768460,0.00003799,0.02573516,0.00000265,0.56290956,0.10122653,0.07961181
-5.17158579,0.78784814,0.26575911,0.27458994,0.00004386,0.02429072,0.00000306,0.53313711,0.09710538,0.08374456
-5.16558279,0.75811536,0.25083859,0.26200718,0.00005027,0.02292084,0.00000352,0.50447933,0.09353569,0.08841441
-5.15957979,0.73047270,0.23655080,0.24992538,0.00005720,0.02162137,0.00000402,0.47688886,0.09048628,0.09360266
-5.15357679,0.70483587,0.22286230,0.23833927,0.00006463,0.02038868,0.00000456,0.45033171,0.08792197,0.09927827
-5.14757379,0.68112382,0.20974856,0.22725034,0.00007249,0.01921991,0.00000514,0.42479075,0.08580449,0.10539709
-5.14157079,0.65925984,0.19719497,0.21666685,0.00008073,0.01811304,0.00000576,0.40026705,0.08409316,0.11190154
-5.13556778,0.63917054,0.18519691,0.20660300,0.00008925,0.01706691,0.00000641,0.37677914,0.08274538,0.11872060
-5.12956478,0.62078333,0.17375876,0.19707726,0.00009797,0.01608112,0.00000710,0.35436049,0.08171699,0.12577043
-5.12356178,0.60402281,0.16289227,0.18811016,0.00010677,0.01515587,0.00000783,0.33305554,0.08096253,0.13295553
-5.11755878,0.58880674,0.15261425,0.17972159,0.00011552,0.01429170,0.00000858,0.31291459,0.08043552,0.14017060
-5.11155578,0.57504207,0.14294403,0.17192810,0.00012410,0.01348929,0.00000937,0.29398822,0.08008875,0.14730293
-5.10555278,0.56262181,0.13390071,0.16474020,0.00013235,0.01274912,0.00001018,0.27632152,0.07987465,0.15423550
-5.09954977,0.55142279,0.12550059,0.15815998,0.00014014,0.01207129,0.00001103,0.25994867,0.07974587,0.16085048
-5.09354677,0.54130516,0.11775487,0.15217930,0.00014732,0.01145522,0.00001192,0.24488820,0.07965592,0.16703325
-5.08754377,0.53211327,0.11066779,0.14677847,0.00015376,0.01089955,0.00001286,0.23113932,0.07955995,0.17267655
-5.08154077,0.52367844,0.10423535,0.14192578,0.00015932,0.01040195,0.00001385,0.21867937,0.07941574,0.17768468
-5.07553777,0.51582319,0.09844455,0.13757769,0.00016391,0.00995912,0.00001491,0.20746283,0.07918467,0.18197763
-5.06953477,0.50836678,0.09327337,0.13367984,0.00016742,0.00956677,0.00001606,0.19742150,0.07883277,0.18549471
-5.06353177,0.50113167,0.08869123,0.13016864,0.00016978,0.00921972,0.00001732,0.18846622,0.07833172,0.18819768
-5.05752876,0.49395052,0.08466002,0.12697344,0.00017093,0.00891204,0.00001870,0.18048960,0.07765974,0.19007303
-5.05152576,0.48667311,0.08113553,0.12401918,0.00017087,0.00863719,0.00002025,0.17336983,0.07680230,0.19113334
-5.04552276,0.47917272,0.07806914,0.12122921,0.00016958,0.00838831,0.00002198,0.16697516,0.07575262,0.19141756
-5.03951976,0.47135161,0.07540975,0.11852823,0.00016709,0.00815839,0.00002394,0.16116883,0.07451186,0.19099014
-5.03351676,0.46314500,0.07310560,0.11584516,0.00016347,0.00794056,0.00002615,0.15581410,0.07308902,0.18993898
-5.02751376,0.45452343,0.07110615,0.11311574,0.00015878,0.00772833,0.00002865,0.15077914,0.07150051,0.18837233
-5.02151076,0.44549316,0.06936364,0.11028476,0.00015313,0.00751577,0.00003146,0.14594157,0.06976937,0.18641462
-5.01550775,0.43609465,0.06783437,0.10730783,0.00014662,0.00729773,0.00003462,0.14119222,0.06792422,0.18420150
-5.00950475,0.42639913,0.06647964,0.10415251,0.00013940,0.00707000,0.00003814,0.13643829,0.06599796,0.18187422
-5.00350175,0.41650346,0.06526634,0.10079897,0.00013159,0.00682937,0.00004204,0.13160545,0.06402626,0.17957367
-4.99749875,0.40652355,0.06416704,0.09723993,0.00012334,0.00657371,0.00004634,0.12663905,0.06204595,0.17743430
-4.99149575,0.39658684,0.06315984,0.09348013,0.00011480,0.00630199,0.00005102,0.12150439,0.06009336,0.17557828
-4.98549275,0.38682413,0.06222775,0.08953522,0.00010610,0.00601422,0.00005607,0.11618604,0.05820269,0.17411007
-4.97948974,0.37736140,0.06135798,0.08543028,0.00009737,0.00571138,0.00006146,0.11068643,0.05640456,0.17311181
-4.97348674,0.36831200,0.06054089,0.08119803,0.00008874,0.00539529,0.00006717,0.10502372,0.05472467,0.17263966
-4.96748374,0.35976975,0.05976898,0.07687682,0.00008033,0.00506851,0.00007313,0.09922924,0.05318281,0.17272130
-4.96148074,0.35180336,0.05903580,0.07250858,0.00007221,0.00473417,0.00007928,0.09334455,0.05179217,0.17335483
-4.95547774,0.34445240,0.05833499,0.06813671,0.00006449,0.00439577,0.00008555,0.08741838,0.05055892,0.17450895
-4.94947474,0.33772524,0.05765943,0.06380425,0.00005721,0.00405711,0.00009185,0.08150359,0.04948231,0.17612463
-4.94347174,0.33159893,0.05700066,0.05955212,0.00005042,0.00372204,0.00009809,0.07565429,0.04855496,0.17811812
-4.93746873,0.32602105,0.05634850,0.05541778,0.00004416,0.00339440,0.00010418,0.06992327,0.04776365,0.18038516
-4.93146573,0.32091363,0.05569097,0.05143411,0.00003844,0.00307789,0.00011002,0.06435978,0.04709028,0.18280628
-4.92546273,0.31617858,0.05501453,0.04762874,0.00003327,0.00277597,0.00011551,0.05900779,0.04651322,0.18525295
-4.91945973,0.31170472,0.05430446,0.04402368,0.00002863,0.00249181,0.00012057,0.05390477,0.04600873,0.18759431
-4.91345673,0.30737575,0.05354558,0.04063532,0.00002452,0.00222828,0.00012511,0.04908087,0.04555259,0.18970416
-4.90745373,0.30307889,0.05272305,0.03747470,0.00002090,0.00198789,0.00012909,0.04455867,0.04512176,0.19146801
-4.90145073,0.29871377,0.05182334,0.03454807,0.00001775,0.00177290,0.00013245,0.04035325,0.04469596,0.19278976
-4.89544772,0.29420093,0.05083522,0.03185763,0.00001503,0.00158529,0.00013517,0.03647266,0.04425926,0.19359786
-4.88944472,0.28948978,0.04975069,0.02940238,0.00001271,0.00142683,0.00013727,0.03291872,0.04380136,0.19385063
-4.88344172,0.28456539,0.04856588,0.02717910,0.00001074,0.00129919,0.00013876,0.02968789,0.04331880,0.19354044
-4.87743872,0.27945388,0.04728178,0.02518324,0.00000910,0.00120396,0.00013970,0.02677237,0.04281577,0.19269678
-4.87143572,0.27422614,0.04590478,0.02340984,0.00000774,0.00114277,0.00014020,0.02416121,0.04230465,0.19138791
-4.86543272,0.26899969,0.04444699,0.02185432,0.00000664,0.00111734,0.00014035,0.02184139,0.04180627,0.18972103
-4.85942971,0.26393853,0.04292632,0.02051312,0.00000577,0.00112954,0.00014032,0.01979876,0.04134972,0.18784109
-4.85342671,0.25925099,0.04136632,0.01938419,0.00000510,0.00118143,0.00014026,0.01801900,0.04097191,0.18592809
-4.84742371,0.25518560,0.03979576,0.01846725,0.00000462,0.00127527,0.00014036,0.01648823,0.04071670,0.18419304
-4.84142071,0.25202511,0.03824800,0.01776394,0.00000430,0.00141356,0.00014083,0.01519360,0.04063379,0.18287268
-4.83541771,0.25007881,0.03676013,0.01727767,0.00000413,0.00159896,0.00014188,0.01412363,0.04077728,0.18222304
-4.82941471,0.24967333,0.03537201,0.01701340,0.00000410,0.00183425,0.00014374,0.01326831,0.04120399,0.18251209
-4.82341171,0.25114230,0.03412512,0.01697716,0.00000421,0.00212225,0.00014662,0.01261917,0.04197157,0.18401164
-4.81740870,0.25481500,0.03306130,0.01717548,0.00000444,0.00246571,0.00015073,0.01216906,0.04313645,0.18698863
-4.81140570,0.26100445,0.03222152,0.01761469,0.00000481,0.00286713,0.00015627,0.01191188,0.04475174,0.19169616
-4.80540270,0.26999518,0.03164457,0.01830019,0.00000530,0.00332866,0.00016341,0.01184222,0.04686499,0.19836440
-4.79939970,0.28203108,0.03136579,0.01923560,0.00000592,0.00385185,0.00017229,0.01195487,0.04951605,0.20719162
-4.79339670,0.29730374,0.03141589,0.02042199,0.00000668,0.00443751,0.00018300,0.01224435,0.05273502,0.21833562
-4.78739370,0.31594148,0.03181974,0.02185705,0.00000756,0.00508550,0.00019561,0.01270444,0.05654030,0.23190582
-4.78139070,0.33799967,0.03259545,0.02353444,0.00000858,0.00579456,0.00021013,0.01332764,0.06093688,0.24795624
-4.77538769,0.36345253,0.03375342,0.02544314,0.00000972,0.00656211,0.00022652,0.01410481,0.06591501,0.26647965
-4.76938469,0.39218686,0.03529566,0.02756702,0.00001100,0.00738412,0.00024467,0.01502479,0.07144911,0.28740311
-4.76338169,0.42399805,0.03721522,0.02988454,0.00001241,0.00825504,0.00026444,0.01607409,0.07749717,0.31058513
-4.75737869,0.45858851,0.03949590,0.03236866,0.00001393,0.00916769,0.00028562,0.01723679,0.08400063,0.33581478
-4.75137569,0.49556902,0.04211211,0.03498691,0.00001556,0.01011329,0.00030794,0.01849443,0.09088474,0.36281263
-4.74537269,0.53446292,0.04502904,0.03770178,0.00001729,0.01108150,0.00033108,0.01982612,0.09805953,0.39123404
-4.73936968,0.57471331,0.04820298,0.04047122,0.00001910,0.01206054,0.00035470,0.02120874,0.10542121,0.42067448
-4.73336668,0.61569333,0.05158208,0.04324943,0.00002097,0.01303738,0.00037839,0.02261723,0.11285428,0.45067712
-4.72736368,0.65671916,0.05510716,0.04598784,0.00002288,0.01399798,0.00040175,0.02402504,0.12023399,0.48074240
-4.72136068,0.69706566,0.05871294,0.04863616,0.00002480,0.01492761,0.00042433,0.02540468,0.12742929,0.51033954
-4.71535768,0.73598408,0.06232942,0.05114375,0.00002670,0.01581119,0.00044570,0.02672830,0.13430622,0.53891958
-4.70935468,0.77272154,0.06588353,0.05346085,0.00002857,0.01663368,0.00046541,0.02796837,0.14073141,0.56592964
-4.70335168,0.80654133,0.06930087,0.05554005,0.00003035,0.01738051,0.00048307,0.02909842,0.14657585,0.59082794
-4.69734867,0.83674365,0.07250766,0.05733762,0.00003203,0.01803798,0.00049829,0.03009369,0.15171854,0.61309896
-4.69134567,0.86268578,0.07543270,0.05881479,0.00003357,0.01859369,0.00051073,0.03093188,0.15605011,0.63226838
-4.68534267,0.88380103,0.07800932,0.05993891,0.00003495,0.01903692,0.00052012,0.03159371,0.15947608,0.64791703
-4.67933967,0.89961567,0.08017727,0.06068447,0.00003613,0.01935899,0.00052623,0.03206355,0.16191967,0.65969339
-4.67333667,0.90976307,0.08188445,0.06103383,0.00003709,0.01955349,0.00052891,0.03232981,0.16332421,0.66732415
-4.66733367,0.91399463,0.08308845,0.06097773,0.00003782,0.01961654,0.00052809,0.03238525,0.16365473,0.67062229
-4.66133067,0.91218680,0.08375772,0.06051554,0.00003830,0.01954692,0.00052376,0.03222721,0.16289898,0.66949243
-4.65532766,0.90434410,0.08387250,0.05965518,0.00003851,0.01934605,0.00051600,0.03185762,0.16106763,0.66393317
-4.64932466,0.89059786,0.08342531,0.05841280,0.00003845,0.01901801,0.00050496,0.03128286,0.15819373,0.65403631
-4.64332166,0.87120089,0.08242105,0.05681218,0.00003813,0.01856937,0.00049083,0.03051354,0.15433144,0.63998310
