energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,3.57323110,0.15746825,0.04106331,0.10780041,1.07323301,0.00000000,0.64535162,1.50730817
-5.99399700,3.46639939,0.15743194,0.03926777,0.10126115,1.03409579,0.00000000,0.62817928,1.46706832
-5.98799400,3.35765545,0.15680626,0.03751957,0.09495202,0.99456773,0.00000000,0.61015128,1.42594885
-5.98199100,3.24752157,0.15560656,0.03582259,0.08890895,0.95498128,0.00000000,0.59140933,1.38397640
-5.97598799,3.13672198,0.15386076,0.03418231,0.08316977,0.91574567,0.00000000,0.57213501,1.34123956
-5.96998499,3.02619195,0.15160945,0.03260613,0.07777459,0.87734466,0.00000000,0.55254986,1.29789767
-5.96398199,2.91707810,0.14890564,0.03110360,0.07276583,0.84033110,0.00000000,0.53291401,1.25418651
-5.95797899,2.81072959,0.14581416,0.02968652,0.06818819,0.80531874,0.00000000,0.51352353,1.21042033
-5.95197599,2.70868040,0.14241064,0.02836902,0.06408834,0.77297128,0.00000000,0.49470623,1.16699019
-5.94597299,2.61262302,0.13878018,0.02716752,0.06051460,0.74398921,0.00000000,0.47681632,1.12435847
-5.93996998,2.52437418,0.13501565,0.02610061,0.05751634,0.71909476,0.00000000,0.46022777,1.08304971
-5.93396698,2.44583342,0.13121563,0.02518881,0.05514334,0.69901526,0.00000000,0.44532666,1.04363802
-5.92796398,2.37893561,0.12748212,0.02445425,0.05344501,0.68446534,0.00000000,0.43250257,1.00673141
-5.92196098,2.32559855,0.12391803,0.02392029,0.05246962,0.67612849,0.00000000,0.42213932,0.97295363
-5.91595798,2.28766697,0.12062442,0.02361096,0.05226340,0.67463804,0.00000000,0.41460508,0.94292409
-5.90995498,2.26685449,0.11769774,0.02355042,0.05286968,0.68055832,0.00000000,0.41024216,0.91723661
-5.90395198,2.26468513,0.11522706,0.02376228,0.05432803,0.69436609,0.00000000,0.40935671,0.89643757
-5.89794897,2.28243593,0.11329135,0.02426885,0.05667343,0.71643287,0.00000000,0.41220859,0.88100461
-5.89194597,2.32108274,0.11195691,0.02509034,0.05993547,0.74700852,0.00000000,0.41900160,0.87132627
-5.88594297,2.38125074,0.11127521,0.02624405,0.06413770,0.78620654,0.00000000,0.42987446,0.86768376
-5.87993997,2.46317175,0.11128091,0.02774350,0.06929702,0.83399167,0.00000000,0.44489276,0.87023534
-5.87393697,2.56664990,0.11199047,0.02959757,0.07542324,0.89017023,0.00000000,0.46404231,0.87900411
-5.86793397,2.69103751,0.11340117,0.03180967,0.08251871,0.95438364,0.00000000,0.48722395,0.89386980
-5.86193097,2.83522244,0.11549076,0.03437704,0.09057824,1.02610579,0.00000000,0.51425047,0.91456492
-5.85592796,2.99762815,0.11821768,0.03729003,0.09958898,1.10464436,0.00000000,0.54484541,0.94067577
-5.84992496,3.17622710,0.12152184,0.04053161,0.10953058,1.18914660,0.00000000,0.57864447,0.97164810
-5.84392196,3.36856802,0.12532604,0.04407702,0.12037543,1.27860970,0.00000000,0.61519914,1.00679770
-5.83791896,3.57181659,0.12953793,0.04789362,0.13208897,1.37189559,0.00000000,0.65398304,1.04532545
-5.83191596,3.78280897,0.13405247,0.05194098,0.14463003,1.46775021,0.00000000,0.69440061,1.08633639
-5.82591296,3.99811692,0.13875475,0.05617119,0.15795122,1.56482675,0.00000000,0.73579825,1.12886228
-5.81990995,4.21412253,0.14352318,0.06052950,0.17199918,1.66171232,0.00000000,0.77747751,1.17188676
-5.81390695,4.42710056,0.14823284,0.06495517,0.18671479,1.75695735,0.00000000,0.81871011,1.21437226
-5.80790395,4.63330548,0.15275892,0.06938257,0.20203312,1.84910686,0.00000000,0.85875433,1.25528764
-5.80190095,4.82906060,0.15698016,0.07374262,0.21788321,1.93673254,0.00000000,0.89687229,1.29363561
-5.79589795,5.01084594,0.16078201,0.07796429,0.23418764,2.01846470,0.00000000,0.93234757,1.32847876
-5.78989495,5.17538206,0.16405965,0.08197633,0.25086182,2.09302287,0.00000000,0.96450261,1.35896348
-5.78389195,5.31970682,0.16672057,0.08570913,0.26781309,2.15924419,0.00000000,0.99271532,1.38434071
-5.77788894,5.44124259,0.16868668,0.08909655,0.28493968,2.21610848,0.00000000,1.01643428,1.40398295
