energy_ev,total_up,Ge_p_up,Ge_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-6.00000000,2.56726597,0.75923557,0.00000000,0.78736787,1.62589435,0.01623802,0.46313549
-5.99399700,2.51910732,0.73653287,0.00000000,0.74207075,1.60035897,0.01678732,0.46201094
-5.98799400,2.47042123,0.71338484,0.00000000,0.69888230,1.57343163,0.01728888,0.46096300
-5.98199100,2.42161014,0.68997606,0.00000000,0.65803309,1.54537491,0.01773546,0.46004582
-5.97598799,2.37311552,0.66651479,0.00000000,0.61971466,1.51650035,0.01812086,0.45931882
-5.96998499,2.32543592,0.64323623,0.00000000,0.58408868,1.48717720,0.01844014,0.45885034
-5.96398199,2.27914159,0.62040395,0.00000000,0.55129569,1.45783821,0.01868994,0.45872140
-5.95797899,2.23488411,0.59830888,0.00000000,0.52146287,1.42898165,0.01886860,0.45902876
-5.95197599,2.19340001,0.57726609,0.00000000,0.49471019,1.40116917,0.01897636,0.45988730
-5.94597299,2.15550753,0.55760914,0.00000000,0.47115448,1.37501922,0.01901546,0.46143118
-5.93996998,2.12209619,0.53968241,0.00000000,0.45091139,1.35119593,0.01899007,0.46381365
-5.93396698,2.09410893,0.52383152,0.00000000,0.43409488,1.33039370,0.01890634,0.46720521
-5.92796398,2.07251758,0.51039233,0.00000000,0.42081453,1.31331798,0.01877219,0.47179016
-5.92196098,2.05829204,0.49967893,0.00000000,0.41117077,1.30066277,0.01859715,0.47776141
-5.91595798,2.05236459,0.49197125,0.00000000,0.40524839,1.29308579,0.01839209,0.48531374
-5.90995498,2.05559072,0.48750270,0.00000000,0.40310869,1.29118226,0.01816892,0.49463561
-5.90395198,2.06870820,0.48644849,0.00000000,0.40478096,1.29545845,0.01794028,0.50590006
-5.89794897,2.09229629,0.48891523,0.00000000,0.41025368,1.30630613,0.01771908,0.51925480
-5.89194597,2.12673724,0.49493218,0.00000000,0.41946608,1.32397928,0.01751823,0.53481221
-5.88594297,2.17218194,0.50444473,0.00000000,0.43230068,1.34857406,0.01735022,0.55263970
-5.87993997,2.22852195,0.51731043,0.00000000,0.44857732,1.38001341,0.01722676,0.57275089
-5.87393697,2.29536946,0.53329796,0.00000000,0.46804917,1.41803698,0.01715852,0.59509834
-5.86793397,2.37204682,0.55208907,0.00000000,0.49040108,1.46219747,0.01715483,0.61956816
-5.86193097,2.45758674,0.57328380,0.00000000,0.51525070,1.51186368,0.01722349,0.64597696
-5.85592796,2.55074382,0.59640874,0.00000000,0.54215235,1.56623073,0.01737064,0.67407161
-5.84992496,2.65001757,0.62092828,0.00000000,0.57060385,1.62433721,0.01760066,0.70353173
-5.84392196,2.75368647,0.64625855,0.00000000,0.60005606,1.68508914,0.01791615,0.73397524
-5.83791896,2.85985222,0.67178361,0.00000000,0.62992501,1.74728972,0.01831799,0.76496659
-5.83191596,2.96649246,0.69687334,0.00000000,0.65960607,1.80967407,0.01880543,0.79602768
-5.82591296,3.07152024,0.72090247,0.00000000,0.68848983,1.87094762,0.01937621,0.82665075
-5.81990995,3.17284750,0.74326999,0.00000000,0.71597892,1.92982653,0.02002671,0.85631298
-5.81390695,3.26845025,0.76341826,0.00000000,0.74150514,1.98507857,0.02075214,0.88449201
-5.80790395,3.35643238,0.78085096,0.00000000,0.76454616,2.03556267,0.02154674,0.91068165
-5.80190095,3.43508529,0.79514921,0.00000000,0.78464116,2.08026544,0.02240395,0.93440725
-5.79589795,3.50294095,0.80598517,0.00000000,0.80140448,2.11833305,0.02331656,0.95523987
-5.78989495,3.55881575,0.81313247,0.00000000,0.81453689,2.14909708,0.02427689,0.97280869
-5.78389195,3.60184343,0.81647309,0.00000000,0.82383390,2.17209324,0.02527692,0.98681126
-5.77788894,3.63149578,0.81600025,0.00000000,0.82919065,2.18707212,0.02630842,0.99702097
-5.77188594,3.64759028,0.81181729,0.00000000,0.83060329,2.19400176,0.02736299,1.00329179
-5.76588294,3.65028483,0.80413240,0.00000000,0.82816671,2.19306187,0.02843222,1.00556001
-5.75987994,3.64006000,0.79324965,0.00000000,0.82206884,2.18463026,0.02950771,1.00384326
-5.75387694,3.61769013,0.77955644,0.00000000,0.81258178,2.16926230,0.03058116,0.99823682
-5.74787394,3.58420501,0.76350810,0.00000000,0.80005013,2.14766448,0.03164448,0.98890789
-5.74187094,3.54084431,0.74561027,0.00000000,0.78487729,2.12066344,0.03268985,0.97608802
-5.73586793,3.48900709,0.72639972,0.00000000,0.76751012,2.08917222,0.03370984,0.96006440
-5.72986493,3.43019907,0.70642460,0.00000000,0.74842301,2.05415505,0.03469756,0.94117035
-5.72386193,3.36598012,0.68622487,0.00000000,0.72810168,2.01659263,0.03564681,0.91977578
-5.71785893,3.29791421,0.66631366,0.00000000,0.70702783,1.97744916,0.03655226,0.89627782
-5.71185593,3.22752410,0.64716048,0.00000000,0.68566493,1.93764269,0.03740960,0.87109213
-5.70585293,3.15625220,0.62917679,0.00000000,0.66444593,1.89801969,0.03821578,0.84464512
-5.69984992,3.08542886,0.61270451,0.00000000,0.64376316,1.85933477,0.03896918,0.81736724
-5.69384692,3.01624886,0.59800784,0.00000000,0.62396083,1.82223603,0.03966976,0.78968730
-5.68784392,2.94975612,0.58526868,0.00000000,0.60533017,1.78725613,0.04031923,0.76202792
-5.68184092,2.88683642,0.57458547,0.00000000,0.58810725,1.75480899,0.04092114,0.73480173
-5.67583792,2.82821734,0.56597565,0.00000000,0.57247338,1.72519171,0.04148096,0.70840830
-5.66983492,2.77447434,0.55938118,0.00000000,0.55855770,1.69859093,0.04200600,0.68323139
-5.66383192,2.72604162,0.55467684,0.00000000,0.54644177,1.67509289,0.04250540,0.65963628
-5.65782891,2.68322629,0.55168083,0.00000000,0.53616542,1.65469605,0.04298993,0.63796700
-5.65182591,2.64622421,0.55016690,0.00000000,0.52773376,1.63732544,0.04347176,0.61854313
-5.64582291,2.61513607,0.54987751,0.00000000,0.52112436,1.62284750,0.04396411,0.60165606
-5.63981991,2.58998236,0.55053733,0.00000000,0.51629450,1.61108455,0.04448087,0.58756471
-5.63381691,2.57071608,0.55186628,0.00000000,0.51318771,1.60182806,0.04503613,0.57649063
-5.62781391,2.55723244,0.55359173,0.00000000,0.51173940,1.59484999,0.04564362,0.56861264
-5.62181091,2.54937498,0.55545914,0.00000000,0.51188102,1.58991189,0.04631616,0.56406125
-5.61580790,2.54693813,0.55724087,0.00000000,0.51354285,1.58677125,0.04706503,0.56291305
-5.60980490,2.54966638,0.55874280,0.00000000,0.51665505,1.58518549,0.04789940,0.56518553
-5.60380190,2.55725074,0.55980861,0.00000000,0.52114705,1.58491332,0.04882573,0.57083259
-5.59779890,2.56932321,0.56032166,0.00000000,0.52694558,1.58571435,0.04984722,0.57974124
-5.59179590,2.58545054,0.56020474,0.00000000,0.53397139,1.58734713,0.05096342,0.59172982
-5.58579290,2.60512838,0.55941771,0.00000000,0.54213518,1.58956650,0.05216982,0.60654806
-5.57978989,2.62777709,0.55795350,0.00000000,0.55133304,1.59212084,0.05345769,0.62387930
-5.57378689,2.65274051,0.55583292,0.00000000,0.56144196,1.59474999,0.05481398,0.64334506
-5.56778389,2.67928850,0.55309857,0.00000000,0.57231589,1.59718443,0.05622150,0.66451201
-5.56178089,2.70662427,0.54980853,0.00000000,0.58378274,1.59914628,0.05765913,0.68690121
-5.55577789,2.73389672,0.54603013,0.00000000,0.59564285,1.60035234,0.05910236,0.70999964
-5.54977489,2.76021812,0.54183431,0.00000000,0.60766917,1.60051948,0.06052393,0.73327353
-5.54377189,2.78468644,0.53729090,0.00000000,0.61960948,1.59937217,0.06189464,0.75618309
-5.53776888,2.80641196,0.53246499,0.00000000,0.63119064,1.59665187,0.06318427,0.77819817
-5.53176588,2.82454676,0.52741468,0.00000000,0.64212492,1.59212787,0.06436266,0.79881420
-5.52576288,2.83831585,0.52219013,0.00000000,0.65211819,1.58560883,0.06540081,0.81756774
-5.51975988,2.84704822,0.51683385,0.00000000,0.66087971,1.57695429,0.06627192,0.83405092
