energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.93996998,1.58756984,-2.27077650,0.60000016,-0.72193866,0.44760107,-0.62802223,0.00179108,-0.00123629,0.30322261,-0.53734549,0.22722192,-0.38754244,0.29875701,-0.37592643,0.59899441,-0.83725299,0.00000000,-0.00000000
-5.93396698,1.58671049,-2.24280855,0.59089856,-0.68846665,0.44176849,-0.61349171,0.00198793,-0.00137243,0.29341319,-0.51426352,0.23059505,-0.38650884,0.30566941,-0.38482105,0.60757286,-0.84216751,0.00000000,-0.00000000
-5.92796398,1.58515308,-2.21582849,0.58048051,-0.66158446,0.43510141,-0.59956476,0.00219645,-0.00152151,0.28259119,-0.49449309,0.23448073,-0.38433422,0.31282958,-0.39285636,0.61676473,-0.84446337,0.00000000,-0.00000000
-5.92196098,1.58279826,-2.18960709,0.56881426,-0.64088844,0.42765253,-0.58617742,0.00241452,-0.00168305,0.27093672,-0.47778225,0.23874433,-0.38112468,0.32014566,-0.40003335,0.62631719,-0.84426417,0.00000000,-0.00000000
-5.91595798,1.57955794,-2.16396428,0.55601313,-0.62591156,0.41949300,-0.57327114,0.00263964,-0.00185620,0.25865469,-0.46385171,0.24325084,-0.37700627,0.32751102,-0.40636948,0.63596065,-0.84174811,0.00000000,-0.00000000
-5.90995498,1.57534653,-2.13876858,0.54222575,-0.61613279,0.41070733,-0.56079507,0.00286899,-0.00203972,0.24596601,-0.45240290,0.24786654,-0.37211941,0.33480527,-0.41189522,0.64541262,-0.83713893,0.00000000,-0.00000000
-5.90395198,1.57007439,-2.11393228,0.52762616,-0.61098614,0.40138858,-0.54870702,0.00309949,-0.00223196,0.23309893,-0.44312516,0.25246067,-0.36661296,0.34189614,-0.41664999,0.65438253,-0.83069545,0.00000000,-0.00000000
-5.89794897,1.56364389,-2.08940336,0.51240419,-0.60986944,0.39163379,-0.53697328,0.00332786,-0.00243086,0.22028076,-0.43570186,0.25690702,-0.36063818,0.34864228,-0.42067799,0.66257768,-0.82270017,0.00000000,-0.00000000
-5.89194597,1.55594868,-2.06515555,0.49675671,-0.61215319,0.38154011,-0.52556756,0.00355077,-0.00263401,0.20773032,-0.42981577,0.26108555,-0.35434303,0.35489698,-0.42402412,0.66971013,-0.81344766,0.00000000,-0.00000000
-5.88594297,1.54687595,-2.04117763,0.48087985,-0.61718970,0.37120157,-0.51446933,0.00376490,-0.00283863,0.19565133,-0.42515374,0.26488413,-0.34786697,0.36051263,-0.42673035,0.67550435,-0.80323339,0.00000000,-0.00000000
-5.87993997,1.53631167,-2.01746344,0.46496264,-0.62432270,0.36070671,-0.50366183,0.00396706,-0.00304170,0.18422692,-0.42141090,0.26820027,-0.34133658,0.36534585,-0.42883276,0.67970540,-0.79234343,0.00000000,-0.00000000
-5.87393697,1.52414837,-1.99400371,0.44918208,-0.63289762,0.35013704,-0.49313030,0.00415439,-0.00324000,0.17361539,-0.41829468,0.27094295,-0.33486220,0.36926304,-0.43035959,0.68208740,-0.78104575,0.00000000,-0.00000000
-5.86793397,1.51029474,-1.97078042,0.43369973,-0.64227248,0.33956624,-0.48286028,0.00432443,-0.00343020,0.16394734,-0.41552864,0.27303449,-0.32853566,0.37214604,-0.43133024,0.68246170,-0.76958323,0.00000000,-0.00000000
-5.86193097,1.49468641,-1.94776448,0.41865979,-0.65182933,0.32906015,-0.47283664,0.00447525,-0.00360899,0.15532392,-0.41285630,0.27441231,-0.32242923,0.37389781,-0.43175550,0.68068455,-0.75816878,0.00000000,-0.00000000
-5.85592796,1.47729691,-1.92491674,0.40418844,-0.66098595,0.31867730,-0.46304310,0.00460564,-0.00377318,0.14781651,-0.41004496,0.27503062,-0.31659572,0.37444757,-0.43163883,0.67666377,-0.74698264,0.00000000,-0.00000000
-5.84992496,1.45814808,-1.90219230,0.39039434,-0.66920762,0.30846983,-0.45346242,0.00471514,-0.00391983,0.14146732,-0.40688947,0.27486193,-0.31106963,0.37375542,-0.43097869,0.67036412,-0.73617176,0.00000000,-0.00000000
-5.84392196,1.43731890,-1.87954745,0.37736994,-0.67601839,0.29848475,-0.44407730,0.00480419,-0.00404637,0.13629101,-0.40321585,0.27389827,-0.30586931,0.37181594,-0.42977166,0.66181092,-0.72585096,0.00000000,-0.00000000
-5.83791896,1.41495214,-1.85694870,0.36519331,-0.68101134,0.28876529,-0.43487161,0.00487417,-0.00415072,0.13227706,-0.39888456,0.27215205,-0.30099969,0.36866073,-0.42801611,0.65109189,-0.71610581,0.00000000,-0.00000000
-5.83191596,1.39125823,-1.83438257,0.35393037,-0.68385754,0.27935214,-0.42583207,0.00492743,-0.00423142,0.12939265,-0.39379320,0.26965652,-0.29645560,0.36435962,-0.42571617,0.63835689,-0.70699650,0.00000000,-0.00000000
-5.82591296,1.36651582,-1.81186530,0.34363696,-0.68431298,0.27028460,-0.41694993,0.00496732,-0.00428769,0.12758590,-0.38787848,0.26646574,-0.29222526,0.35902056,-0.42288562,0.62381558,-0.69856252,0.00000000,-0.00000000
-5.81990995,1.34106901,-1.78945134,0.33436085,-0.68222315,0.26160147,-0.40822251,0.00499815,-0.00431954,0.12678928,-0.38111721,0.26265408,-0.28829370,0.35278803,-0.41955139,0.60773309,-0.69082754,0.00000000,-0.00000000
-5.81390695,1.31532116,-1.76723945,0.32614324,-0.67752494,0.25334154,-0.39965442,0.00502512,-0.00432784,0.12692300,-0.37352614,0.25831510,-0.28464597,0.34584009,-0.41575647,0.59042380,-0.68380408,0.00000000,-0.00000000
-5.80790395,1.28972556,-1.74537580,0.31901978,-0.67024567,0.24554378,-0.39125823,0.00505423,-0.00431430,0.12789819,-0.36516046,0.25356007,-0.28126982,0.33838417,-0.41156180,0.57224352,-0.67749768,0.00000000,-0.00000000
-5.80190095,1.26477341,-1.72405344,0.31302103,-0.66049912,0.23824722,-0.38305450,0.00509211,-0.00428155,0.12961989,-0.35611102,0.24851586,-0.27815782,0.33065167,-0.40704721,0.55358033,-0.67191014,0.00000000,-0.00000000
-5.79589795,1.24097963,-1.70350788,0.30817230,-0.64847875,0.23149048,-0.37507102,0.00514591,-0.00423309,0.13198962,-0.34650027,0.24332245,-0.27530872,0.32289170,-0.40231104,0.53484448,-0.66704188,0.00000000,-0.00000000
-5.78989495,1.21886727,-1.68400894,0.30449303,-0.63444823,0.22531104,-0.36734139,0.00522306,-0.00417327,0.13490757,-0.33647686,0.23813010,-0.27272810,0.31536407,-0.39746867,0.51645777,-0.66289307,0.00000000,-0.00000000
-5.78389195,1.19895118,-1.66584921,0.30199569,-0.61872988,0.21974442,-0.35990298,0.00533104,-0.00410718,0.13827446,-0.32620933,0.23309615,-0.27042833,0.30833180,-0.39264989,0.49884262,-0.65946385,0.00000000,-0.00000000
-5.77788894,1.18172178,-1.64932990,0.30068441,-0.60169127,0.21482317,-0.35279432,0.00547720,-0.00404062,0.14199290,-0.31587897,0.22838161,-0.26842783,0.30205359,-0.38799520,0.48241152,-0.65675366,0.00000000,-0.00000000
-5.77188594,1.16762960,-1.63474490,0.30055353,-0.58373077,0.21057592,-0.34605224,0.00566843,-0.00397994,0.14596854,-0.30567223,0.22414766,-0.26674989,0.29677617,-0.38365144,0.46755686,-0.65475982,0.00000000,-0.00000000
-5.76588294,1.15707137,-1.62236419,0.30158612,-0.56526255,0.20702655,-0.33970884,0.00591095,-0.00393194,0.15011089,-0.29577298,0.22055205,-0.26542104,0.29272720,-0.37976677,0.45464168,-0.65347580,0.00000000,-0.00000000
-5.75987994,1.15037808,-1.61241761,0.30375271,-0.54670179,0.20419341,-0.33378864,0.00621004,-0.00390370,0.15433395,-0.28635503,0.21774555,-0.26446924,0.29010855,-0.37648540,0.44399149,-0.65288927,0.00000000,-0.00000000
-5.75387694,1.14780555,-1.60508017,0.30701038,-0.52845059,0.20208883,-0.32830603,0.00656980,-0.00390240,0.15855673,-0.27757517,0.21586854,-0.26392197,0.28909049,-0.37394234,0.43588730,-0.65298038,0.00000000,-0.00000000
-5.74787394,1.14952780,-1.60045970,0.31130231,-0.51088513,0.20071885,-0.32326331,0.00699290,-0.00393520,0.16270369,-0.26956712,0.21504777,-0.26380446,0.28980672,-0.37225836,0.43056008,-0.65372032,0.00000000,-0.00000000
-5.74187094,1.15563339,-1.59858779,0.31655782,-0.49434469,0.20008321,-0.31864936,0.00748042,-0.00400897,0.16670528,-0.26243666,0.21539341,-0.26413796,0.29235054,-0.37153549,0.42818663,-0.65507044,0.00000000,-0.00000000
-5.73586793,1.16612476,-1.59941433,0.32269306,-0.47912258,0.20017559,-0.31443912,0.00803167,-0.00413018,0.17049842,-0.25625801,0.21699642,-0.26493844,0.29677217,-0.37185313,0.42888692,-0.65698203,0.00000000,-0.00000000
-5.72986493,1.18092049,-1.60280608,0.32961234,-0.46545945,0.20098419,-0.31059391,0.00864405,-0.00430462,0.17402714,-0.25107172,0.21992638,-0.26621548,0.30307733,-0.37326501,0.43272293,-0.65939668,0.00000000,-0.00000000
-5.72386193,1.19986035,-1.60854919,0.33720998,-0.45353889,0.20249240,-0.30706255,0.00931302,-0.00453726,0.17724335,-0.24688411,0.22422971,-0.26797153,0.31122712,-0.37579705,0.43969884,-0.66224729,0.00000000,-0.00000000
-5.71785893,1.22271277,-1.61635537,0.34537288,-0.44348534,0.20467983,-0.30378321,0.01003207,-0.00483201,0.18010764,-0.24366809,0.22992852,-0.27020146,0.32113916,-0.37944615,0.44976261,-0.66545959,0.00000000,-0.00000000
-5.71185593,1.24918453,-1.62587131,0.35398342,-0.43536414,0.20752336,-0.30068590,0.01079277,-0.00519160,0.18259019,-0.24136540,0.23701995,-0.27289239,0.33269005,-0.38417986,0.46280882,-0.66895390,0.00000000,-0.00000000
-5.70585293,1.27893223,-1.63669070,0.36292289,-0.42918359,0.21099839,-0.29769540,0.01158493,-0.00561733,0.18467173,-0.23989005,0.24547618,-0.27602370,0.34571899,-0.38993698,0.47868267,-0.67264720,0.00000000,-0.00000000
-5.69984992,1.31157514,-1.64836799,0.37207513,-0.42489855,0.21508006,-0.29473449,0.01239671,-0.00610898,0.18634438,-0.23913265,0.25524514,-0.27956722,0.36003257,-0.39662896,0.49718515,-0.67645509,0.00000000,-0.00000000
-5.69384692,1.34670902,-1.66043336,0.38133038,-0.42241542,0.21974460,-0.29172725,0.01321494,-0.00666466,0.18761258,-0.23896560,0.26625184,-0.28348750,0.37541047,-0.40414196,0.51807909,-0.68029366,0.00000000,-0.00000000
-5.68784392,1.38392053,-1.67240793,0.39058915,-0.42159817,0.22497057,-0.28860235,0.01402538,-0.00728074,0.18849368,-0.23924859,0.27840040,-0.28774218,0.39161212,-0.41233962,0.54109612,-0.68408110,0.00000000,-0.00000000
-5.68184092,1.42280169,-1.68381869,0.39976590,-0.42227498,0.23074003,-0.28529603,0.01481312,-0.00795181,0.18901848,-0.23983438,0.29157683,-0.29228237,0.40838387,-0.42106632,0.56594439,-0.68773903,0.00000000,-0.00000000
-5.67583792,1.46296400,-1.69421258,0.40879249,-0.42424533,0.23703963,-0.28175474,0.01556292,-0.00867068,0.18923136,-0.24057450,0.30565231,-0.29705315,0.42546672,-0.43015092,0.59231675,-0.69119352,0.00000000,-0.00000000
-5.66983492,1.50405182,-1.70316928,0.41762123,-0.42728733,0.24386154,-0.27793733,0.01625969,-0.00942841,0.18919019,-0.24132459,0.32048711,-0.30199411,0.44260413,-0.43941090,0.61989933,-0.69437594,0.00000000,-0.00000000
-5.66383192,1.54575444,-1.71031253,0.42622722,-0.43116492,0.25120419,-0.27381669,0.01688888,-0.01021449,0.18896577,-0.24194939,0.33593491,-0.30704010,0.45954977,-0.44865684,0.64838026,-0.69722362,0.00000000,-0.00000000
-5.65782891,1.58781644,-1.71531987,0.43461011,-0.43563504,0.25907279,-0.26938089,0.01743694,-0.01101697,0.18864091,-0.24232690,0.35184738,-0.31212213,0.47607491,-0.45769716,0.67745816,-0.69968062,0.00000000,-0.00000000
-5.65182591,1.63004597,-1.71793072,0.44279487,-0.44045439,0.26747953,-0.26463369,0.01789174,-0.01182270,0.18830906,-0.24235202,0.36807898,-0.31716860,0.49197512,-0.46634311,0.70685029,-0.70169861,0.00000000,-0.00000000
-5.64582291,1.67232036,-1.71795304,0.45083165,-0.44538599,0.27644354,-0.25959465,0.01824292,-0.01261765,0.18807252,-0.24193922,0.38449155,-0.32210682,0.50707603,-0.47441392,0.73629982,-0.70323811,0.00000000,-0.00000000
-5.63981991,1.71458887,-1.71526850,0.45879456,-0.45020527,0.28599048,-0.25429872,0.01848221,-0.01338722,0.18804020,-0.24102450,0.40095874,-0.32686492,0.52123785,-0.48174190,0.76558219,-0.70427011,0.00000000,-0.00000000
-5.63381691,1.75687214,-1.70983652,0.46677934,-0.45470572,0.29615172,-0.24879550,0.01860371,-0.01411662,0.18832499,-0.23956648,0.41736986,-0.33137410,0.53435858,-0.48817765,0.79450993,-0.70477809,0.00000000,-0.00000000
-5.62781391,1.79925823,-1.70169703,0.47489987,-0.45870407,0.30696314,-0.24314815,0.01860406,-0.01479130,0.18904082,-0.23754678,0.43363303,-0.33557120,0.54637551,-0.49359495,0.82293597,-0.70476054,0.00000000,-0.00000000
-5.62181091,1.84189513,-1.69097210,0.48328365,-0.46204491,0.31846350,-0.23743203,0.01848253,-0.01539734,0.19029940,-0.23496971,0.44967746,-0.33940158,0.55726510,-0.49789532,0.85075508,-0.70423371,0.00000000,-0.00000000
-5.61580790,1.88497985,-1.67786636,0.49206618,-0.46460464,0.33069237,-0.23173321,0.01824102,-0.01592188,0.19220675,-0.23186125,0.46545460,-0.34282203,0.56704124,-0.50101201,0.87790328,-0.70323454,0.00000000,-0.00000000
-5.60980490,1.92874426,-1.66266597,0.50138464,-0.46629471,0.34368768,-0.22614672,0.01788398,-0.01635352,0.19485970,-0.22826764,0.48093826,-0.34580377,0.57575172,-0.50291327,0.90435529,-0.70182341,0.00000000,-0.00000000
-5.60380190,1.97343834,-1.64573610,0.51137082,-0.46706402,0.35748289,-0.22077473,0.01741827,-0.01668268,0.19834231,-0.22425339,0.49612338,-0.34833516,0.58347339,-0.50360461,0.93012001,-0.70008648,0.00000000,-0.00000000
-5.59779890,2.01931114,-1.62751638,0.52214369,-0.46690038,0.37210390,-0.21572458,0.01685288,-0.01690185,0.20272247,-0.21989896,0.51102368,-0.35042404,0.59030595,-0.50312996,0.95523424,-0.69813734,0.00000000,-0.00000000
-5.59179590,2.06659062,-1.60851435,0.53380202,-0.46583081,0.38756578,-0.21110666,0.01619866,-0.01700592,0.20804880,-0.21529818,0.52566826,-0.35209949,0.59636492,-0.50157142,0.97975494,-0.69611753,0.00000000,-0.00000000
-5.58579290,2.11546300,-1.58929647,0.54641714,-0.46392081,0.40386943,-0.20703221,0.01546794,-0.01699225,0.21434786,-0.21055542,0.54009723,-0.35341277,0.60177387,-0.49904767,1.00375034,-0.69419574,0.00000000,-0.00000000
-5.57978989,2.16605297,-1.57047668,0.56002654,-0.46127235,0.42099837,-0.20361092,0.01467415,-0.01686080,0.22162196,-0.20578256,0.55435662,-0.35443736,0.60665668,-0.49571093,1.02729057,-0.69256550,0.00000000,-0.00000000
-5.57378689,2.21840556,-1.55270238,0.57462839,-0.45802064,0.43891579,-0.20094855,0.01383145,-0.01661411,0.22984759,-0.20109596,0.56849296,-0.35526797,0.61112984,-0.49174232,1.05043812,-0.69144119,0.00000000,-0.00000000
-5.56778389,2.27247108,-1.53663821,0.59017751,-0.45432977,0.45756209,-0.19914432,0.01295425,-0.01625715,0.23897465,-0.19661330,0.58254771,-0.35601845,0.61529555,-0.48734603,1.07323889,-0.69105235,0.00000000,-0.00000000
-5.56178089,2.32809384,-1.52294768,0.60658300,-0.45038725,0.47685300,-0.19828837,0.01205688,-0.01579720,0.24892644,-0.19245061,0.59655199,-0.35681876,0.61923574,-0.48274228,1.09571417,-0.69163655,0.00000000,-0.00000000
-5.55577789,2.38500572,-1.51227349,0.62370785,-0.44639771,0.49667851,-0.19845916,0.01115321,-0.01524354,0.25960065,-0.18871921,0.61052181,-0.35781084,0.62300748,-0.47815934,1.11785431,-0.69343083,0.00000000,-0.00000000
-5.54977489,2.44282504,-1.50521709,0.64137059,-0.44257581,0.51690281,-0.19972109,0.01025633,-0.01460715,0.27087117,-0.18552304,0.62445430,-0.35914385,0.62663994,-0.47382503,1.13961422,-0.69666244,0.00000000,-0.00000000
-5.54377189,2.50106110,-1.50231829,0.65934906,-0.43913891,0.53736513,-0.20212217,0.00937828,-0.01390035,0.28259086,-0.18295610,0.63832500,-0.36096878,0.63013307,-0.46995808,1.16091122,-0.70153891,0.00000000,-0.00000000
-5.53776888,2.55912451,-1.50403612,0.67738628,-0.43629949,0.55788177,-0.20569215,0.00852984,-0.01313639,0.29459513,-0.18110025,0.65208651,-0.36343277,0.63345802,-0.46675967,1.18162525,-0.70823841,0.00000000,-0.00000000
-5.53176588,2.61634276,-1.51073168,0.69519812,-0.43425790,0.57824913,-0.21044099,0.00772038,-0.01232903,0.30670625,-0.18002344,0.66566860,-0.36667345,0.63655924,-0.46440564,1.20160150,-0.71690064,0.00000000,-0.00000000
-5.52576288,2.67198057,-1.52265400,0.71248257,-0.43319557,0.59824780,-0.21635786,0.00695774,-0.01149218,0.31873825,-0.17977835,0.67897967,-0.37081360,0.63935811,-0.46303974,1.22065528,-0.72761905,0.00000000,-0.00000000
-5.51975988,2.72526391,-1.53992989,0.72893012,-0.43326905,0.61764749,-0.22341082,0.00624822,-0.01063947,0.33050219,-0.18040150,0.69190965,-0.37595636,0.64175780,-0.46276827,1.23857882,-0.74043473,0.00000000,-0.00000000
-5.51375688,2.77540648,-1.56255827,0.74423481,-0.43460514,0.63621268,-0.23154708,0.00559660,-0.00978394,0.34181165,-0.18191295,0.70433403,-0.38218136,0.64364908,-0.46365639,1.25514955,-0.75533252,0.00000000,-0.00000000
-5.50775388,2.82163731,-1.59040946,0.75810537,-0.43729719,0.65370871,-0.24069403,0.00500614,-0.00893772,0.35248818,-0.18431639,0.71611874,-0.38954176,0.64491659,-0.46572627,1.27013934,-0.77223952,0.00000000,-0.00000000
-5.50175088,2.86322784,-1.62322968,0.77027596,-0.44140284,0.66990812,-0.25076100,0.00447873,-0.00811179,0.36236649,-0.18759985,0.72712570,-0.39806269,0.64544533,-0.46895713,1.28332401,-0.79102628,0.00000000,-0.00000000
-5.49574787,2.89951716,-1.66065050,0.78051575,-0.44694307,0.68459688,-0.26164164,0.00401499,-0.00731583,0.37129907,-0.19173680,0.73721847,-0.40774068,0.64512684,-0.47328719,1.29449259,-0.81151055,0.00000000,-0.00000000
-5.48974487,2.92993385,-1.70220282,0.78863705,-0.45390266,0.69758025,-0.27321685,0.00361438,-0.00655806,0.37916025,-0.19668762,0.74626784,-0.41854457,0.64386468,-0.47861740,1.30345565,-0.83346349,0.00000000,-0.00000000
-5.48374187,2.95401339,-1.74733474,0.79450145,-0.46223188,0.70868800,-0.28535825,0.00327536,-0.00584520,0.38584920,-0.20240141,0.75415679,-0.43041739,0.64157908,-0.48481665,1.31005224,-0.85661795,0.00000000,-0.00000000
-5.47773887,2.97141012,-1.79543220,0.79802356,-0.47184923,0.71777883,-0.29793186,0.00299556,-0.00518250,0.39129213,-0.20881801,0.76078470,-0.44327927,0.63821027,-0.49172817,1.31415492,-0.88067843,0.00000000,-0.00000000
-5.47173587,2.98190333,-1.84584153,0.79917236,-0.48264504,0.72474367,-0.31080194,0.00277188,-0.00457373,0.39544318,-0.21587002,0.76607041,-0.45703117,0.63372054,-0.49917681,1.31567280,-0.90533204,0.00000000,-0.00000000
-5.46573287,2.98539730,-1.89789233,0.79796982,-0.49448576,0.72950785,-0.32383482,0.00260066,-0.00402133,0.39828443,-0.22348495,0.76995402,-0.47155908,0.62809492,-0.50697671,1.31455221,-0.93026000,0.00000000,-0.00000000
-5.45972986,2.98191547,-1.95091980,0.79448725,-0.50721849,0.73203205,-0.33690238,0.00247779,-0.00352652,0.39982465,-0.23158711,0.77239737,-0.48673844,0.62134048,-0.51493889,1.31077535,-0.95514887,0.00000000,-0.00000000
-5.45372686,2.97158949,-2.00428510,0.78883925,-0.52067578,0.73231201,-0.34988521,0.00239880,-0.00308942,0.40009725,-0.24009935,0.77338330,-0.50243861,0.61348446,-0.52287853,1.30435693,-0.97970095,0.00000000,-0.00000000
-5.44772386,2.95464399,-2.05739275,0.78117599,-0.53468016,0.73037718,-0.36267519,0.00235899,-0.00270926,0.39915724,-0.24894456,0.77291361,-0.51852696,0.60457146,-0.53062143,1.29533925,-1.00364329,0.00000000,-0.00000000
-5.44172086,2.93137845,-2.10970436,0.77167401,-0.54904853,0.72628834,-0.37517735,0.00235349,-0.00238449,0.39707772,-0.25804675,0.77100625,-0.53487258,0.59465979,-0.53800936,1.28378615,-1.02673489,0.00000000,-0.00000000
-5.43571786,2.90214730,-2.16074797,0.76052634,-0.56359597,0.72013447,-0.38731103,0.00237735,-0.00211300,0.39394587,-0.26733185,0.76769171,-0.55134914,0.58381764,-0.54490417,1.26977653,-1.04877160,0.00000000,-0.00000000
-5.42971486,2.86733995,-2.21012275,0.74793236,-0.57813913,0.71202907,-0.39901027,0.00242556,-0.00189222,0.38985876,-0.27672808,0.76300924,-0.56783710,0.57211897,-0.55119048,1.25339769,-1.06958874,0.00000000,-0.00000000
-5.42371186,2.82736188,-2.25749913,0.73408816,-0.59249896,0.70210610,-0.41022341,0.00249317,-0.00171926,0.38491922,-0.28616606,0.75700297,-0.58422496,0.55963975,-0.55677688,1.23473947,-1.08906123,0.00000000,-0.00000000
-5.41770885,2.78261820,-2.30261453,0.71917784,-0.60650283,0.69051588,-0.42091199,0.00257529,-0.00159104,0.37923201,-0.29557863,0.74971843,-0.60040965,0.54645467,-0.56159572,1.21388924,-1.10710141,0.00000000,-0.00000000
-5.41170585,2.73350051,-2.34526537,0.70336624,-0.61998610,0.67742105,-0.43104910,0.00266717,-0.00150436,0.37290039,-0.30490037,0.74119978,-0.61629615,0.53263455,-0.56560168,1.19092854,-1.12365488,0.00000000,-0.00000000
-5.40570285,2.68037775,-2.38529591,0.68679356,-0.63279318,0.66299284,-0.44061722,0.00276424,-0.00145596,0.36602330,-0.31406708,0.73148779,-0.63179638,0.51824461,-0.56876924,1.16593128,-1.13869452,0.00000000,-0.00000000
-5.39969985,2.62359148,-2.42258501,0.66957204,-0.64477812,0.64740768,-0.44960568,0.00286214,-0.00144259,0.35869321,-0.32301514,0.72061890,-0.64682746,0.50334367,-0.57108930,1.13896380,-1.15221336,0.00000000,-0.00000000
-5.39369685,2.56345523,-2.45703169,0.65178480,-0.65580488,0.63084432,-0.45800808,0.00295682,-0.00146099,0.35099468,-0.33168088,0.70862537,-0.66130966,0.48798421,-0.57256528,1.11008671,-1.16421671,0.00000000,-0.00000000
-5.38769385,2.50025781,-2.48854053,0.63348686,-0.66574732,0.61348134,-0.46581962,0.00304452,-0.00150793,0.34300368,-0.34000003,0.69553631,-0.67516410,0.47221324,-0.57320899,1.07935830,-1.17471404,0.00000000,-0.00000000
-5.38169085,2.43426969,-2.51700788,0.61470804,-0.67448898,0.59549515,-0.47303456,0.00312188,-0.00158019,0.33478741,-0.34790736,0.68137972,-0.68831044,0.45607393,-0.57303650,1.04683907,-1.18371123,0.00000000,-0.00000000
-5.37568784,2.36575157,-2.54230979,0.59545756,-0.68192290,0.57705832,-0.47964405,0.00318597,-0.00167456,0.32640480,-0.35533648,0.66618512,-0.70066477,0.43960752,-0.57206432,1.01259726,-1.19120361,0.00000000,-0.00000000
-5.36968484,2.29496400,-2.56429242,0.57572990,-0.68795126,0.55833812,-0.48563428,0.00323431,-0.00178780,0.31790727,-0.36221985,0.64998656,-0.71213779,0.42285565,-0.57030606,0.97671447,-1.19717024,0.00000000,-0.00000000
-5.36368184,2.22217706,-2.58276546,0.55551140,-0.69248519,0.53949524,-0.49098519,0.00326492,-0.00191664,0.30933985,-0.36848910,0.63282573,-0.72263355,0.40586257,-0.56776990,0.93929131,-1.20156966,0.00000000,-0.00000000
-5.35767884,2.14767887,-2.59749909,0.53478721,-0.69544464,0.52068250,-0.49566962,0.00327635,-0.00205777,0.30074223,-0.37407555,0.61475490,-0.73204882,0.38867720,-0.56445671,0.90045221,-1.20433759,0.00000000,-0.00000000
-5.35167584,2.07178215,-2.60822454,0.51354804,-0.69675839,0.50204352,-0.49965318,0.00326768,-0.00220782,0.29214991,-0.37891098,0.59583933,-0.74027309,0.37135474,-0.56035923,0.86034920,-1.20538632,0.00000000,-0.00000000
-5.34567284,1.99482803,-2.61463828,0.49179626,-0.69636430,0.48371125,-0.50289455,0.00323853,-0.00236336,0.28359505,-0.38292868,0.57615893,-0.74718946,0.35395780,-0.55546202,0.81916426,-1.20460624,0.00000000,-0.00000000
