energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up,Zn_p_up,Zn_d_up
-6.00000000,1.26396041,0.00256127,0.06198882,0.00593671,0.53841277,0.23697011,0.07777034,0.63183076,0.12055202
-5.99399700,1.21766712,0.00236399,0.05954756,0.00526416,0.51886439,0.23034119,0.07475816,0.61105532,0.11610621
-5.98799400,1.16688726,0.00217111,0.05696928,0.00463948,0.49741496,0.22286453,0.07151353,0.58756885,0.11119795
-5.98199100,1.11237213,0.00198410,0.05428342,0.00406429,0.47439796,0.21472351,0.06808042,0.56177288,0.10589449
-5.97598799,1.05494873,0.00180421,0.05152319,0.00353915,0.45017884,0.20612080,0.06450720,0.53411214,0.10027043
-5.96998499,0.99549905,0.00163251,0.04872472,0.00306372,0.42514619,0.19727359,0.06084557,0.50506273,0.09440574
-5.96398199,0.93493817,0.00146986,0.04592617,0.00263683,0.39970250,0.18840847,0.05714932,0.47511961,0.08838356
-5.95797899,0.87419227,0.00131691,0.04316681,0.00225672,0.37425481,0.17975623,0.05347313,0.44478421,0.08228815
-5.95197599,0.81417732,0.00117416,0.04048600,0.00192108,0.34920579,0.17154674,0.04987146,0.41455248,0.07620273
-5.94597299,0.75577930,0.00104195,0.03792224,0.00162728,0.32494547,0.16400411,0.04639743,0.38490391,0.07020762
-5.93996998,0.69983684,0.00092044,0.03551225,0.00137244,0.30184404,0.15734227,0.04310184,0.35629205,0.06437850
-5.93396698,0.64712678,0.00080970,0.03329018,0.00115360,0.28024591,0.15176122,0.04003246,0.32913663,0.05878497
-5.92796398,0.59835308,0.00070967,0.03128688,0.00096783,0.26046527,0.14744388,0.03723337,0.30381775,0.05348948
-5.92196098,0.55413954,0.00062024,0.02952938,0.00081227,0.24278336,0.14455387,0.03474463,0.28067213,0.04854653
-5.91595798,0.51502622,0.00054122,0.02804056,0.00068432,0.22744724,0.14323405,0.03260215,0.25999151,0.04400221
-5.90995498,0.48146960,0.00047238,0.02683888,0.00058160,0.21467027,0.14360593,0.03083773,0.24202310,0.03989415
-5.90395198,0.45384614,0.00041352,0.02593844,0.00050210,0.20463405,0.14576998,0.02947936,0.22697190,0.03625168
-5.89794897,0.43245882,0.00036441,0.02534912,0.00044417,0.19749163,0.14980663,0.02855169,0.21500467,0.03309631
-5.89194597,0.41754614,0.00032489,0.02507690,0.00040657,0.19337179,0.15577802,0.02807663,0.20625515,0.03044242
-5.88594297,0.40929289,0.00029486,0.02512434,0.00038853,0.19238392,0.16373018,0.02807407,0.20083022,0.02829804
-5.87993997,0.40784184,0.00027426,0.02549109,0.00038971,0.19462346,0.17369569,0.02856261,0.19881649,0.02666586
-5.87393697,0.41330581,0.00026317,0.02617459,0.00041028,0.20017712,0.18569646,0.02956029,0.20028690,0.02554413
-5.86793397,0.42577899,0.00026175,0.02717070,0.00045087,0.20912786,0.19974644,0.03108533,0.20530692,0.02492767
-5.86193097,0.44534709,0.00027028,0.02847434,0.00051259,0.22155903,0.21585419,0.03315662,0.21393980,0.02480875
-5.85592796,0.47209525,0.00028917,0.03008018,0.00059703,0.23755743,0.23402481,0.03579412,0.22625058,0.02517787
-5.84992496,0.50611331,0.00031894,0.03198308,0.00070626,0.25721483,0.25426136,0.03901903,0.24230840,0.02602442
-5.84392196,0.54749784,0.00036024,0.03417855,0.00084275,0.28062786,0.27656522,0.04285361,0.26218689,0.02733715
-5.83791896,0.59635050,0.00041381,0.03666297,0.00100942,0.30789594,0.30093551,0.04732081,0.28596242,0.02910449
-5.83191596,0.65277250,0.00048049,0.03943367,0.00120955,0.33911723,0.32736738,0.05244345,0.31371005,0.03131464
-5.82591296,0.71685527,0.00056120,0.04248884,0.00144672,0.37438246,0.35584901,0.05824318,0.34549734,0.03395553
-5.81990995,0.78866736,0.00065688,0.04582715,0.00172482,0.41376694,0.38635761,0.06473907,0.38137604,0.03701453
-5.81390695,0.86823802,0.00076848,0.04944731,0.00204789,0.45732078,0.41885425,0.07194589,0.42137190,0.04047811
-5.80790395,0.95553816,0.00089694,0.05334734,0.00242009,0.50505777,0.45327792,0.07987226,0.46547321,0.04433127
-5.80190095,1.05045941,0.00104311,0.05752375,0.00284562,0.55694341,0.48953910,0.08851854,0.51361839,0.04855695
-5.79589795,1.15279236,0.00120772,0.06197065,0.00332855,0.61288249,0.52751306,0.09787470,0.56568332,0.05313531
-5.78989495,1.26220522,0.00139135,0.06667877,0.00387275,0.67270714,0.56703352,0.10791823,0.62146931,0.05804311
-5.78389195,1.37822405,0.00159436,0.07163449,0.00448174,0.73616583,0.60788698,0.11861219,0.68069214,0.06325294
-5.77788894,1.50021606,0.00181684,0.07681899,0.00515858,0.80291416,0.64980827,0.12990359,0.74297336,0.06873274
-5.77188594,1.62737720,0.00205857,0.08220751,0.00590570,0.87250821,0.69247788,0.14172206,0.80783434,0.07444522
-5.76588294,1.75872531,0.00231900,0.08776884,0.00672475,0.94440108,0.73552126,0.15397922,0.87469381,0.08034758
-5.75987994,1.89309985,0.00259718,0.09346508,0.00761650,1.01794316,0.77851076,0.16656845,0.94286960,0.08639140
-5.75387694,2.02916909,0.00289174,0.09925167,0.00858067,1.09238671,0.82097017,0.17936561,1.01158475,0.09252270
-5.74787394,2.16544520,0.00320091,0.10507781,0.00961583,1.16689476,0.86238207,0.19223030,1.07997842,0.09868229
-5.74187094,2.30030728,0.00352246,0.11088720,0.01071927,1.24055468,0.90219800,0.20500803,1.14712135,0.10480641
