energy_ev,total_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-4.30115058,2.95833733,2.40957931,0.62080303,0.00809119,1.53175626,0.80530957,0.00773920
-4.29514757,3.15633451,2.54457635,0.66501827,0.00872182,1.63284850,0.85864724,0.00826691
-4.28914457,3.34984727,2.67060233,0.70904597,0.00935592,1.73093356,0.91077521,0.00879005
-4.28314157,3.53636064,2.78550387,0.75236709,0.00998704,1.82460973,0.96106876,0.00930343
-4.27713857,3.71344877,2.88731318,0.79447089,0.01060864,1.91251610,1.00893602,0.00980217
-4.27113557,3.87882378,2.97430092,0.83486300,0.01121421,1.99336152,1.05383010,0.01028180
-4.26513257,4.03038084,3.04502232,0.87307315,0.01179736,2.06595217,1.09525961,0.01073833
-4.25912956,4.16623787,3.09835459,0.90866216,0.01235194,2.12921705,1.13279710,0.01116825
-4.25312656,4.28476858,3.13352388,0.94122814,0.01287210,2.18223042,1.16608512,0.01156859
-4.24712356,4.38462791,3.15012074,0.97041166,0.01335238,2.22423046,1.19483980,0.01193688
-4.24112056,4.46476908,3.14810350,0.99589990,0.01378779,2.25463381,1.21885170,0.01227115
-4.23511756,4.52445232,3.12778960,1.01742967,0.01417386,2.27304536,1.23798431,0.01256983
-4.22911456,4.56324532,3.08983543,1.03478929,0.01450673,2.27926341,1.25217030,0.01283172
-4.22311156,4.58101619,3.03520601,1.04781958,0.01478311,2.27327993,1.26140584,0.01305594
-4.21710855,4.57791963,2.96513594,1.05641384,0.01500040,2.25527635,1.26574367,0.01324178
-4.21110555,4.55437760,2.88108371,1.06051713,0.01515665,2.22561506,1.26528524,0.01338869
-4.20510255,4.51105568,2.78468157,1.06012493,0.01525061,2.18482703,1.26017258,0.01349616
-4.19909955,4.44883652,2.67768325,1.05528125,0.01528173,2.13359618,1.25058037,0.01356374
-4.19309655,4.36879153,2.56191168,1.04607650,0.01525017,2.07274100,1.23670867,0.01359094
-4.18709355,4.27215206,2.43920902,1.03264503,0.01515684,2.00319406,1.21877672,0.01357726
-4.18109055,4.16028096,2.31139049,1.01516255,0.01500335,1.92597999,1.19701807,0.01352219
-4.17508754,4.03464545,2.18020376,0.99384336,0.01479206,1.84219263,1.17167709,0.01342525
-4.16908454,3.89679166,2.04729479,0.96893750,0.01452606,1.75297185,1.14300701,0.01328608
-4.16308154,3.74832124,1.91418074,0.94072777,0.01420919,1.65948061,1.11126922,0.01310444
-4.15707854,3.59087017,1.78223032,0.90952660,0.01384603,1.56288284,1.07673376,0.01288037
-4.15107554,3.42608976,1.65265125,0.87567265,0.01344184,1.46432253,1.03968058,0.01261423
-4.14507254,3.25562944,1.52648444,0.83952721,0.01300264,1.36490446,1.00040124,0.01230680
-4.13906953,3.08112147,1.40460417,0.80147035,0.01253508,1.26567700,0.95920074,0.01195937
-4.13306653,2.90416686,1.28772328,0.76189674,0.01204644,1.16761715,0.91639898,0.01157377
-4.12706353,2.72632261,1.17640238,0.72121115,0.01154462,1.07161820,0.87233166,0.01115244
-4.12106053,2.54908976,1.07106198,0.67982376,0.01103798,0.97848001,0.82735020,0.01069843
-4.11505753,2.37390222,0.97199663,0.63814523,0.01053532,0.88890220,0.78182057,0.01021536
-4.10905453,2.20211634,0.87938992,0.59658165,0.01004578,0.80348000,0.73612097,0.00970746
-4.10305153,2.03500112,0.79332969,0.55552950,0.00957871,0.72270296,0.69063820,0.00917941
-4.09704852,1.87372915,0.71382275,0.51537067,0.00914352,0.64695616,0.64576296,0.00863631
-4.09104552,1.71936858,0.64080852,0.47646775,0.00874959,0.57652381,0.60188415,0.00808357
-4.08504252,1.57287599,0.57417131,0.43915959,0.00840609,0.51159494,0.55938248,0.00752675
-4.07903952,1.43509063,0.51375103,0.40375738,0.00812182,0.45227083,0.51862352,0.00697150
-4.07303652,1.30672998,0.45935220,0.37054128,0.00790506,0.39857372,0.47995069,0.00642335
-4.06703352,1.18838695,0.41075140,0.33975758,0.00776338,0.35045664,0.44367839,0.00588763
-4.06103052,1.08052858,0.36770321,0.31161663,0.00770351,0.30781359,0.41008553,0.00536936
-4.05502751,0.98349646,0.32994477,0.28629137,0.00773112,0.27048999,0.37940987,0.00487312
-4.04902451,0.89750869,0.29719937,0.26391657,0.00785074,0.23829281,0.35184320,0.00440299
-4.04302151,0.82266324,0.26917903,0.24458866,0.00806555,0.21100012,0.32752775,0.00396247
-4.03701851,0.75894267,0.24558655,0.22836610,0.00837732,0.18836978,0.30655377,0.00355444
-4.03101551,0.70621980,0.22611705,0.21527029,0.00878625,0.17014691,0.28895838,0.00318114
-4.02501251,0.66426417,0.21045935,0.20528676,0.00929094,0.15607018,0.27472571,0.00284418
-4.01900950,0.63274902,0.19829718,0.19836667,0.00988830,0.14587660,0.26378830,0.00254453
-4.01300650,0.61125854,0.18931053,0.19442854,0.01057358,0.13930492,0.25602957,0.00228257
-4.00700350,0.59929508,0.18317702,0.19336003,0.01134031,0.13609761,0.25128736,0.00205813
-4.00100050,0.59628627,0.17957358,0.19501975,0.01218044,0.13600160,0.24935824,0.00187052
-3.99499750,0.60159192,0.17817825,0.19923907,0.01308434,0.13876779,0.25000260,0.00171860
-3.98899450,0.61451061,0.17867229,0.20582402,0.01404099,0.14414977,0.25295018,0.00160085
-3.98299150,0.63428607,0.18074242,0.21455700,0.01503805,0.15190173,0.25790607,0.00151538
-3.97698849,0.66011352,0.18408331,0.22519873,0.01606213,0.16177611,0.26455686,0.00146005
-3.97098549,0.69114610,0.18840016,0.23749024,0.01709896,0.17352107,0.27257690,0.00143245
-3.96498249,0.72650167,0.19341143,0.25115501,0.01813359,0.18687820,0.28163460,0.00143003
-3.95897949,0.76527026,0.19885153,0.26590154,0.01915074,0.20158076,0.29139861,0.00145005
-3.95297649,0.80652253,0.20447355,0.28142623,0.02013496,0.21735261,0.30154378,0.00148974
-3.94697349,0.84931932,0.21005190,0.29741680,0.02107101,0.23390821,0.31175701,0.00154625
-3.94097049,0.89272278,0.21538490,0.31355626,0.02194409,0.25095377,0.32174277,0.00161674
-3.93496748,0.93580896,0.22029713,0.32952755,0.02274014,0.26818962,0.33122841,0.00169844
-3.92896448,0.97768206,0.22464169,0.34501871,0.02344612,0.28531394,0.33996907,0.00178869
-3.92296148,1.01749025,0.22830220,0.35972871,0.02405029,0.30202782,0.34775243,0.00188499
-3.91695848,1.05444273,0.23119467,0.37337381,0.02454244,0.31804139,0.35440302,0.00198509
-3.91095548,1.08782780,0.23326897,0.38569415,0.02491412,0.33308100,0.35978617,0.00208703
-3.90495248,1.11703142,0.23451022,0.39646069,0.02515886,0.34689702,0.36381161,0.00218926
-3.89894947,1.14155556,0.23493977,0.40548201,0.02527230,0.35927212,0.36643655,0.00229063
-3.89294647,1.16103580,0.23461589,0.41261079,0.02525232,0.37002948,0.36766829,0.00239055
-3.88694347,1.17525725,0.23363419,0.41774983,0.02509916,0.37904059,0.36756616,0.00248901
-3.88094047,1.18416814,0.23212754,0.42085711,0.02481539,0.38623222,0.36624279,0.00258665
-3.87493747,1.18789019,0.23026562,0.42194973,0.02440596,0.39159224,0.36386458,0.00268480
-3.86893447,1.18672507,0.22825393,0.42110654,0.02387810,0.39517374,0.36065120,0.00278553
-3.86293147,1.18115641,0.22633223,0.41846915,0.02324121,0.39709722,0.35687417,0.00289166
-3.85692846,1.17184677,0.22477230,0.41424111,0.02250670,0.39755070,0.35285421,0.00300675
-3.85092546,1.15962931,0.22387503,0.40868542,0.02168778,0.39678736,0.34895751,0.00313504
-3.84492246,1.14549399,0.22396661,0.40212003,0.02079922,0.39512084,0.34559070,0.00328144
-3.83891946,1.13056852,0.22539395,0.39491161,0.01985705,0.39291805,0.34319454,0.00345138
-3.83291646,1.11609411,0.22851913,0.38746758,0.01887827,0.39058981,0.34223636,0.00365074
-3.82691346,1.10339673,0.23371299,0.38022668,0.01788047,0.38857935,0.34320129,0.00388564
-3.82091046,1.09385446,0.24134775,0.37364818,0.01688156,0.38734913,0.34658235,0.00416233
-3.81490745,1.08886165,0.25178890,0.36820026,0.01589936,0.38736627,0.35286955,0.00448692
-3.80890445,1.08979116,0.26538627,0.36434763,0.01495133,0.38908715,0.36253819,0.00486518
-3.80290145,1.09795534,0.28246454,0.36253887,0.01405419,0.39294159,0.37603659,0.00530232
-3.79689845,1.11456721,0.30331337,0.36319394,0.01322369,0.39931727,0.39377347,0.00580273
-3.79089545,1.14070279,0.32817743,0.36669197,0.01247429,0.40854481,0.41610538,0.00636974
-3.78489245,1.17726581,0.35724651,0.37335999,0.01181897,0.42088415,0.44332443,0.00700542
-3.77888944,1.22495580,0.39064617,0.38346259,0.01126902,0.43651273,0.47564670,0.00771032
-3.77288644,1.28424061,0.42842913,0.39719311,0.01083390,0.45551592,0.51320172,0.00848335
-3.76688344,1.35533430,0.47056792,0.41466636,0.01052109,0.47788014,0.55602336,0.00932163
-3.76088044,1.43818100,0.51694891,0.43591323,0.01033604,0.50348899,0.60404243,0.01022039
-3.75487744,1.53244556,0.56736832,0.46087727,0.01028209,0.53212263,0.65708144,0.01117297
-3.74887444,1.63751115,0.62153025,0.48941343,0.01036045,0.56346056,0.71485161,0.01217082
-3.74287144,1.75248429,0.67904714,0.52128888,0.01057021,0.59708769,0.77695255,0.01320365
-3.73686843,1.87620715,0.73944271,0.55618613,0.01090836,0.63250384,0.84287459,0.01425954
-3.73086543,2.00727707,0.80215760,0.59370822,0.01136985,0.66913615,0.91200397,0.01532522
-3.72486243,2.14407290,0.86655759,0.63338601,0.01194763,0.70635429,0.98363088,0.01638631
-3.71885943,2.28478760,0.93194443,0.67468744,0.01263281,0.74348783,1.05696026,0.01742766
-3.71285643,2.42746643,0.99756908,0.71702852,0.01341471,0.77984533,1.13112517,0.01843375
-3.70685343,2.57004976,1.06264707,0.75978595,0.01428106,0.81473451,1.20520262,0.01938906
-3.70085043,2.71041963,1.12637576,0.80231098,0.01521822,0.84748273,1.27823148,0.02027848
-3.69484742,2.84644881,1.18795300,0.84394437,0.01621132,0.87745721,1.34923208,0.02108769
-3.68884442,2.97605123,1.24659680,0.88403194,0.01724461,0.90408420,1.41722719,0.02180362
-3.68284142,3.09723256,1.30156555,0.92194061,0.01830174,0.92686648,1.48126375,0.02241471
-3.67683842,3.20813955,1.35217814,0.95707422,0.01936611,0.94539859,1.54043496,0.02291126
-3.67083542,3.30710703,1.39783362,0.98888901,0.02042124,0.95937928,1.59390210,0.02328569
-3.66483242,3.39270111,1.43802967,1.01690817,0.02145121,0.96862075,1.64091554,0.02353271
-3.65882941,3.46375759,1.47237946,1.04073509,0.02244106,0.97305451,1.68083429,0.02364942
-3.65282641,3.51941424,1.50062628,1.06006488,0.02337728,0.97273350,1.71314364,0.02363538
-3.64682341,3.55913620,1.52265551,1.07469373,0.02424815,0.96783069,1.73747014,0.02349255
-3.64082041,3.58273327,1.53850343,1.08452572,0.02504422,0.95863406,1.75359350,0.02322523
-3.63481741,3.59036866,1.54836245,1.08957687,0.02575859,0.94553831,1.76145492,0.02283987
-3.62881441,3.58255854,1.55258254,1.08997595,0.02638719,0.92903353,1.76116130,0.02234485
-3.62281141,3.56016194,1.55166847,1.08596205,0.02692897,0.90969131,1.75298524,0.02175026
-3.61680840,3.52436124,1.54627281,1.07787879,0.02738597,0.88814861,1.73736043,0.02106758
-3.61080540,3.47663316,1.53718479,1.06616514,0.02776325,0.86509010,1.71487242,0.02030934
-3.60480240,3.41871102,1.52531491,1.05134300,0.02806875,0.84122931,1.68624492,0.01948884
-3.59879940,3.35253896,1.51167585,1.03400199,0.02831292,0.81728927,1.65232188,0.01861977
-3.59279640,3.28021945,1.49735993,1.01478166,0.02850839,0.79398313,1.61404573,0.01771594
-3.58679340,3.20395551,1.48351382,0.99435181,0.02866932,0.77199530,1.57243247,0.01679089
-3.58079040,3.12598942,1.47131116,0.97339152,0.02881086,0.75196369,1.52854438,0.01585767
-3.57478739,3.04853995,1.46192383,0.95256772,0.02894843,0.73446336,1.48346121,0.01492856
-3.56878439,2.97374033,1.45649301,0.93251403,0.02909697,0.71999231,1.43825096,0.01401485
-3.56278139,2.90357899,1.45610066,0.91381073,0.02927023,0.70895942,1.39394113,0.01312664
-3.55677839,2.83984550,1.46174254,0.89696675,0.02948010,0.70167528,1.35149177,0.01227271
-3.55077539,2.78408360,1.47430354,0.88240439,0.02973595,0.69834578,1.31177107,0.01146041
-3.54477239,2.73755308,1.49453604,0.87044741,0.03004416,0.69906891,1.27553460,0.01069564
-3.53876938,2.70120203,1.52304188,0.86131310,0.03040770,0.70383475,1.24340884,0.00998275
-3.53276638,2.67565034,1.56025842,0.85510866,0.03082592,0.71252852,1.21587959,0.00932467
-3.52676338,2.66118488,1.60644865,0.85183198,0.03129449,0.72493672,1.19328553,0.00872288
-3.52076038,2.65776645,1.66169563,0.85137684,0.03180548,0.74075607,1.17581706,0.00817757
-3.51475738,2.66504761,1.72590072,0.85354228,0.03234771,0.75960478,1.16352019,0.00768773
-3.50875438,2.68240046,1.79878548,0.85804557,0.03290710,0.78103585,1.15630508,0.00725134
-3.50275138,2.70895276,1.87989656,0.86453828,0.03346730,0.80455183,1.15395853,0.00686548
-3.49674837,2.74363029,1.96861311,0.87262454,0.03401032,0.82962040,1.15615978,0.00652658
-3.49074537,2.78520363,2.06415620,0.88188067,0.03451730,0.85569023,1.16249858,0.00623057
-3.48474237,2.83233680,2.16559963,0.89187525,0.03496924,0.88220653,1.17249469,0.00597306
-3.47873937,2.88363587,2.27188189,0.90218868,0.03534780,0.90862564,1.18561779,0.00574957
-3.47273637,2.93769526,2.38181910,0.91243139,0.03563601,0.93442823,1.20130704,0.00555562
-3.46673337,2.99314032,2.49411869,0.92225988,0.03581891,0.95913068,1.21898946,0.00538697
-3.46073037,3.04866453,2.60739436,0.93139002,0.03588407,0.98229437,1.23809658,0.00523968
-3.45472736,3.10306077,2.72018220,0.93960715,0.03582205,1.00353269,1.25807901,0.00511024
-3.44872436,3.15524586,2.83095881,0.94677271,0.03562665,1.02251573,1.27841853,0.00499566
-3.44272136,3.20427860,2.93816155,0.95282721,0.03529503,1.03897283,1.29863789,0.00489351
-3.43671836,3.24937154,3.04021154,0.95778993,0.03482775,1.05269303,1.31830821,0.00480197
-3.43071536,3.28989719,3.13553964,0.96175526,0.03422862,1.06352393,1.33705432,0.00471980
-3.42471236,3.32538948,3.22261542,0.96488641,0.03350445,1.07136908,1.35455833,0.00464635
-3.41870935,3.35554145,3.29997911,0.96740669,0.03266477,1.07618445,1.37056174,0.00458155
-3.41270635,3.38020016,3.36627572,0.96958916,0.03172137,1.07797429,1.38486645,0.00452579
-3.40670335,3.39935965,3.42029081,0.97174505,0.03068795,1.07678667,1.39733493,0.00447996
-3.40070035,3.41315256,3.46098645,0.97421158,0.02957960,1.07270907,1.40788984,0.00444529
-3.39469735,3.42184107,3.48753605,0.97733960,0.02841240,1.06586414,1.41651306,0.00442335
-3.38869435,3.42580714,3.49935643,0.98148160,0.02720303,1.05640585,1.42324444,0.00441595
-3.38269135,3.42554230,3.49613530,0.98698025,0.02596832,1.04451597,1.42817995,0.00442505
-3.37668834,3.42163664,3.47785254,0.99415792,0.02472498,1.03040090,1.43146923,0.00445274
-3.37068534,3.41476684,3.44479375,1.00330714,0.02348928,1.01428883,1.43331238,0.00450112
-3.36468234,3.40568271,3.39755472,1.01468225,0.02227685,0.99642699,1.43395580,0.00457224
-3.35867934,3.39519220,3.33703622,1.02849225,0.02110247,0.97707897,1.43368691,0.00466807
-3.35267634,3.38414434,3.26442848,1.04489473,0.01997995,0.95652188,1.43282759,0.00479041
-3.34667334,3.37341044,3.18118584,1.06399105,0.01892198,0.93504344,1.43172651,0.00494083
-3.34067034,3.36386342,3.08899215,1.08582272,0.01794013,0.91293875,1.43075013,0.00512063
-3.33466733,3.35635602,2.98971825,1.11036884,0.01704470,0.89050690,1.43027286,0.00533075
-3.32866433,3.35169833,2.88537338,1.13754499,0.01624473,0.86804746,1.43066647,0.00557176
-3.32266133,3.35063584,2.77805251,1.16720337,0.01554794,0.84585701,1.43228923,0.00584382
-3.31665833,3.35382888,2.66988203,1.19913444,0.01496073,0.82422583,1.43547524,0.00614659
-3.31065533,3.36183482,2.56296630,1.23307026,0.01448811,0.80343504,1.44052447,0.00647923
-3.30465233,3.37509424,2.45933741,1.26868954,0.01413372,0.78375438,1.44769414,0.00684039
-3.29864932,3.39392202,2.36091043,1.30562468,0.01389985,0.76544085,1.45719174,0.00722818
-3.29264632,3.41850458,2.26944604,1.34347074,0.01378742,0.74873836,1.46917048,0.00764021
-3.28664332,3.44890367,2.18652209,1.38179632,0.01379607,0.73387861,1.48372718,0.00807355
-3.28064032,3.48506711,2.11351483,1.42015644,0.01392418,0.72108305,1.50090315,0.00852483
-3.27463732,3.52684639,2.05159047,1.45810681,0.01416905,0.71056614,1.52068784,0.00899025
-3.26863432,3.57402037,2.00170667,1.49521942,0.01452695,0.70253949,1.54302544,0.00946567
-3.26263132,3.62632418,1.96462315,1.53109880,0.01499334,0.69721683,1.56782382,0.00994669
-3.25662831,3.68348163,1.94092021,1.56539826,0.01556305,0.69481933,1.59496566,0.01042874
-3.25062531,3.74523935,1.93102327,1.59783536,0.01623050,0.69558091,1.62432080,0.01090718
-3.24462231,3.81140038,1.93523126,1.62820588,0.01698990,0.69975294,1.65575931,0.01137738
-3.23861931,3.88185477,1.95374656,1.65639518,0.01783550,0.70760782,1.68916418,0.01183488
-3.23261631,3.95660486,1.98670382,1.68238638,0.01876178,0.71944091,1.72444279,0.01227541
-3.22661331,4.03578275,2.03419529,1.70626442,0.01976367,0.73557012,1.76153621,0.01269504
-3.22061031,4.11965811,2.09629035,1.72821540,0.02083665,0.75633278,1.80042539,0.01309021
-3.21460730,4.20863444,2.17304721,1.74852093,0.02197690,0.78207943,1.84113358,0.01345778
-3.20860430,4.30323305,2.26451526,1.76754707,0.02318129,0.81316410,1.88372441,0.01379510
-3.20260130,4.40406414,2.37072719,1.78572832,0.02444735,0.84993131,1.92829523,0.01409995
-3.19659830,4.51178568,2.49168055,1.80354674,0.02577321,0.89269961,1.97496582,0.01437062
-3.19059530,4.62705125,2.62730920,1.82150725,0.02715733,0.94174239,2.02386269,0.01460580
-3.18459230,4.75044901,2.77744592,1.84010992,0.02859832,0.99726628,2.07509961,0.01480460
-3.17858929,4.88243477,2.94177809,1.85982071,0.03009459,1.05938817,2.12875534,0.01496645
-3.17258629,5.02326267,3.11979906,1.88104197,0.03164404,1.12811198,2.18484979,0.01509107
-3.16658329,5.17291755,3.31075843,1.90408444,0.03324363,1.20330619,2.24332006,0.01517844
-3.16058029,5.33105329,3.51361487,1.92914226,0.03488906,1.28468371,2.30399796,0.01522870
-3.15457729,5.49694159,3.72699515,1.95627253,0.03657439,1.37178544,2.36659074,0.01524215
-3.14857429,5.66943507,3.94916337,1.98538086,0.03829174,1.46396875,2.43066661,0.01521922
-3.14257129,5.84694847,4.17800363,2.01621398,0.04003108,1.56040231,2.49564646,0.01516048
-3.13656828,6.02746055,4.41101944,2.04836014,0.04178010,1.66006810,2.56080310,0.01506666
-3.13056528,6.20853855,4.64535174,2.08125766,0.04352418,1.76177143,2.62526872,0.01493868
-3.12456228,6.38738562,4.87781710,2.11421170,0.04524652,1.86415919,2.68805097,0.01477772
-3.11855928,6.56091072,5.10496598,2.14641846,0.04692838,1.96574639,2.74805757,0.01458533
-3.11255628,6.72581853,5.32316014,2.17699606,0.04854943,2.06495018,2.80412870,0.01436342
-3.10655328,6.87871630,5.52866667,2.20502065,0.05008825,2.16013058,2.85507605,0.01411446
-3.10055028,7.01623298,5.71776542,2.22956593,0.05152295,2.24963632,2.89972671,0.01384148
-3.09454727,7.13514510,5.88686501,2.24974435,0.05283174,2.33185402,2.93697005,0.01354817
-3.08854427,7.23250348,6.03262240,2.26474777,0.05399374,2.40525857,2.96580503,0.01323892
-3.08254127,7.30575413,6.15206002,2.27388546,0.05498959,2.46846253,2.98538543,0.01291883
-3.07653827,7.35284720,6.24267472,2.27661749,0.05580219,2.52026210,2.99506069,0.01259374
-3.07053527,7.37232801,6.30253260,2.27258182,0.05641732,2.55967759,2.99440965,0.01227010
-3.06453227,7.36340508,6.33034472,2.26161333,0.05682411,2.58598629,2.98326549,0.01195495
-3.05852926,7.32599116,6.32551941,2.24375411,0.05701546,2.59874616,2.96172992,0.01165575
-3.05252626,7.26071482,6.28818799,2.21925406,0.05698829,2.59780910,2.93017580,0.01138019
-3.04652326,7.16890144,6.21920247,2.18856193,0.05674362,2.58332324,2.88923756,0.01113603
-3.04052026,7.05252421,6.12010473,2.15230709,0.05628649,2.55572405,2.83978974,0.01093082
-3.03451726,6.91412740,5.99306890,2.11127294,0.05562572,2.51571482,2.78291451,0.01077165
-3.02851426,6.75672551,5.84081944,2.06636332,0.05477353,2.46423751,2.71985957,0.01066490
-3.02251126,6.58368329,5.66652925,2.01856349,0.05374505,2.40243551,2.65198862,0.01061593
-3.01650825,6.39858240,5.47370263,1.96889778,0.05255769,2.33161016,2.58072671,0.01062885
-3.01050525,6.20508151,5.26604921,1.91838581,0.05123051,2.25317318,2.50750317,0.01070629
-3.00450225,6.00677634,5.04735464,1.86799957,0.04978352,2.16859735,2.43369505,0.01084916
-2.99849925,5.80706662,4.82135442,1.81862343,0.04823699,2.07936764,2.36057380,0.01105653
-2.99249625,5.60903596,4.59161641,1.77101878,0.04661085,1.98693500,2.28925769,0.01132552
-2.98649325,5.41535005,4.36143714,1.72579518,0.04492409,1.89267478,2.22067239,0.01165127
-2.98049025,5.22817756,4.13375603,1.68338914,0.04319430,1.79785119,2.15552127,0.01202696
-2.97448724,5.04913664,3.91109027,1.64405127,0.04143734,1.70358915,2.09426681,0.01244394
-2.96848424,4.87926862,3.69549231,1.60784253,0.03966706,1.61085412,2.03712365,0.01289188
-2.96248124,4.71903909,3.48853009,1.57463920,0.03789519,1.52044021,1.98406331,0.01335905
-2.95647824,4.56836504,3.29128949,1.54414629,0.03613139,1.43296646,1.93482993,0.01383260
-2.95047524,4.42666557,3.10439680,1.51591844,0.03438328,1.34888052,1.88896602,0.01429894
-2.94447224,4.29293262,2.92805868,1.48938709,0.03265668,1.26846908,1.84584637,0.01474413
-2.93846923,4.16581714,2.76211597,1.46389243,0.03095587,1.19187368,1.80471838,0.01515431
-2.93246623,4.04372582,2.60610751,1.43871842,0.02928384,1.11911062,1.76474641,0.01551612
-2.92646323,3.92492313,2.45933990,1.41312920,0.02764267,1.05009366,1.72505790,0.01581715
-2.92046023,3.80763328,2.32095911,1.38640495,0.02603381,0.98465795,1.68478900,0.01604629
-2.91445723,3.69013735,2.19002035,1.35787572,0.02445840,0.92258398,1.64312735,0.01619413
-2.90845423,3.57086108,2.06555287,1.32695158,0.02291749,0.86362035,1.59935032,0.01625323
-2.90245123,3.44844971,1.94661697,1.29314793,0.02141231,0.80750430,1.55285696,0.01621835
-2.89644822,3.32182711,1.83235144,1.25610490,0.01994433,0.75397946,1.50319255,0.01608660
-2.89044522,3.19023742,1.72201005,1.21560034,0.01851544,0.70281005,1.45006495,0.01585749
-2.88444222,3.05326843,1.61498660,1.17155609,0.01712791,0.65379143,1.39335262,0.01553293
-2.87843922,2.91085689,1.51082873,1.12403754,0.01578438,0.60675702,1.33310422,0.01511707
-2.87243622,2.76327691,1.40924121,1.07324696,0.01448782,0.56158155,1.26953065,0.01461619
-2.86643322,2.61111322,1.31007988,1.01951128,0.01324137,0.51818125,1.20299016,0.01403837
-2.86043022,2.45522186,1.21333779,0.96326517,0.01204823,0.47651119,1.13396799,0.01339326
-2.85442721,2.29668124,1.11912547,0.90503055,0.01091150,0.43656054,1.06305166,0.01269164
-2.84842421,2.13673666,1.02764698,0.84539379,0.00983408,0.39834623,0.99090362,0.01194513
-2.84242121,1.97674148,0.93917374,0.78498163,0.00881844,0.36190563,0.91823258,0.01116578
-2.83641821,1.81809815,0.85401784,0.72443717,0.00786659,0.32728887,0.84576507,0.01036568
-2.83041521,1.66220177,0.77250637,0.66439697,0.00697993,0.29455128,0.77421844,0.00955664
-2.82441221,1.51038864,0.69495788,0.60547010,0.00615919,0.26374630,0.70427642,0.00874987
-2.81840920,1.36389171,0.62166224,0.54822004,0.00540442,0.23491944,0.63656816,0.00795569
-2.81240620,1.22380426,0.55286416,0.49314984,0.00471493,0.20810319,0.57165128,0.00718335
-2.80640320,1.09105262,0.48875107,0.44069095,0.00408937,0.18331333,0.50999929,0.00644084
-2.80040020,0.96637825,0.42944522,0.39119584,0.00352575,0.16054648,0.45199350,0.00573481
-2.79439720,0.85032879,0.37499983,0.34493427,0.00302149,0.13977895,0.39791928,0.00507050
-2.78839420,0.74325763,0.32539906,0.30209299,0.00257356,0.12096678,0.34796625,0.00445179
-2.78239120,0.64533087,0.28056115,0.26277855,0.00217850,0.10404677,0.30223212,0.00388121
-2.77638819,0.55654046,0.24034414,0.22702259,0.00183258,0.08893833,0.26072926,0.00336003
-2.77038519,0.47672224,0.20455360,0.19478926,0.00153190,0.07554600,0.22339371,0.00288842
-2.76438219,0.40557733,0.17295160,0.16598397,0.00127242,0.06376235,0.19009564,0.00246556
-2.75837919,0.34269559,0.14526640,0.14046313,0.00105015,0.05347113,0.16065082,0.00208981
-2.75237619,0.28757989,0.12120229,0.11804418,0.00086114,0.04455037,0.13483232,0.00175886
-2.74637319,0.23966992,0.10044899,0.09851557,0.00070158,0.03687548,0.11238209,0.00146989
-2.74037019,0.19836478,0.08269045,0.08164622,0.00056787,0.03032205,0.09302185,0.00121975
-2.73436718,0.16304353,0.06761263,0.06719421,0.00045664,0.02476828,0.07646294,0.00100503
-2.72836418,0.13308324,0.05491006,0.05491443,0.00036480,0.02009711,0.06241505,0.00082227
-2.72236118,0.10787417,0.04429123,0.04456509,0.00028951,0.01619784,0.05059348,0.00066799
-2.71635818,0.08683206,0.03548270,0.03591304,0.00022825,0.01296741,0.04072508,0.00053883
-2.71035518,0.06940741,0.02823192,0.02873785,0.00017875,0.01031123,0.03255269,0.00043157
-2.70435218,0.05509219,0.02230910,0.02283481,0.00013907,0.00814362,0.02583839,0.00034321
-2.69834917,0.04342384,0.01750794,0.01801682,0.00010747,0.00638801,0.02036545,0.00027101
-2.69234617,0.03398730,0.01364561,0.01411541,0.00008250,0.00497674,0.01593928,0.00021249
-2.68634317,0.02641507,0.01056211,0.01098099,0.00006291,0.00385077,0.01238759,0.00016542
-2.68034017,0.02038596,0.00811902,0.00848245,0.00004765,0.00295915,0.00955971,0.00012787
-2.67433717,0.01562259,0.00619792,0.00650630,0.00003585,0.00225839,0.00732555,0.00009814
-2.66833417,0.01188825,0.00469866,0.00495547,0.00002679,0.00171173,0.00557404,0.00007479
-2.66233117,0.00898317,0.00353739,0.00374790,0.00001989,0.00128848,0.00421146,0.00005659
-2.65632816,0.00674064,0.00264466,0.00281498,0.00001466,0.00096323,0.00315954,0.00004252
-2.65032516,0.00502297,0.00196350,0.00209998,0.00001074,0.00071516,0.00235366,0.00003172
-2.64432216,0.00371764,0.00144765,0.00155651,0.00000781,0.00052740,0.00174096,0.00002351
-2.63831916,0.00273370,0.00105991,0.00114705,0.00000564,0.00038639,0.00127866,0.00001730
-2.63231616,0.00199838,0.00077063,0.00084162,0.00000405,0.00028133,0.00093249,0.00001265
-2.62631316,0.00145411,0.00055641,0.00061659,0.00000289,0.00020375,0.00067523,0.00000920
-2.62031016,0.00105592,0.00039897,0.00045363,0.00000204,0.00014703,0.00048549,0.00000667
-2.61430715,0.00076918,0.00028412,0.00033883,0.00000144,0.00010609,0.00034660,0.00000483
-2.60830415,0.00056770,0.00020098,0.00026198,0.00000100,0.00007707,0.00024569,0.00000353
-2.60230115,0.00043226,0.00014127,0.00021602,0.00000070,0.00005713,0.00017293,0.00000263
