energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-6.00000000,0.77560842,0.23603012,0.19432516,0.00518102,0.01352628,0.01201523,0.39524750,0.15065127,0.03065878
-5.99399700,0.77977745,0.23816903,0.20138381,0.00473415,0.01496144,0.01146736,0.39504944,0.15396846,0.03009669
-5.98799400,0.78688456,0.24110375,0.20936630,0.00435187,0.01661334,0.01091265,0.39626991,0.15859038,0.02971607
-5.98199100,0.79732662,0.24495395,0.21841870,0.00403474,0.01850612,0.01035637,0.39907123,0.16453405,0.02953100
-5.97598799,0.81146205,0.24983262,0.22867750,0.00378230,0.02066315,0.00980407,0.40359377,0.17179372,0.02955406
-5.96998499,0.82959917,0.25584386,0.24026379,0.00359320,0.02310648,0.00926145,0.40995144,0.18034042,0.02979629
-5.96398199,0.85198576,0.26308110,0.25327787,0.00346542,0.02585617,0.00873432,0.41822789,0.19012201,0.03026719
-5.95797899,0.87880075,0.27162631,0.26779442,0.00339644,0.02892976,0.00822853,0.42847382,0.20106401,0.03097476
-5.95197599,0.91014886,0.28155022,0.28385882,0.00338339,0.03234182,0.00774984,0.44070566,0.21307128,0.03192562
-5.94597299,0.94605882,0.29291370,0.30148469,0.00342327,0.03610369,0.00730390,0.45490600,0.22603068,0.03312520
-5.93996998,0.98648573,0.30577052,0.32065301,0.00351305,0.04022333,0.00689617,0.47102587,0.23981462,0.03457795
-5.93396698,1.03131789,0.32017124,0.34131306,0.00364983,0.04470545,0.00653188,0.48898902,0.25428568,0.03628776
-5.92796398,1.08038792,0.33616830,0.36338517,0.00383092,0.04955186,0.00621600,0.50869805,0.26930194,0.03825835
-5.92196098,1.13348803,0.35382186,0.38676535,0.00405398,0.05476203,0.00595324,0.53004225,0.28472311,0.04049374
-5.91595798,1.19038871,0.37320623,0.41133155,0.00431697,0.06033393,0.00574806,0.55290672,0.30041703,0.04299875
-5.90995498,1.25085979,0.39441625,0.43695144,0.00461827,0.06626502,0.00560464,0.57718237,0.31626633,0.04577957
-5.90395198,1.31469288,0.41757321,0.46349127,0.00495662,0.07255344,0.00552694,0.60277606,0.33217488,0.04884416
-5.89794897,1.38172350,0.44282962,0.49082527,0.00533108,0.07919922,0.00551867,0.62962032,0.34807363,0.05220261
-5.89194597,1.45185149,0.47037238,0.51884520,0.00574098,0.08620553,0.00558333,0.65768189,0.36392550,0.05586739
-5.88594297,1.52505800,0.50042360,0.54746922,0.00618578,0.09357976,0.00572410,0.68696833,0.37972883,0.05985339
-5.87993997,1.60141756,0.53323873,0.57664963,0.00666503,0.10133446,0.00594389,0.71753213,0.39551920,0.06417767
-5.87393697,1.68110383,0.56910155,0.60637881,0.00717817,0.10948787,0.00624520,0.74947168,0.41136924,0.06885901
-5.86793397,1.76438796,0.60831581,0.63669267,0.00772439,0.11806403,0.00663004,0.78292878,0.42738630,0.07391722
-5.86193097,1.85162887,0.65119347,0.66767138,0.00830254,0.12709236,0.00709980,0.81808258,0.44370797,0.07937204
-5.85592796,1.94325515,0.69803985,0.69943682,0.00891090,0.13660669,0.00765510,0.85513971,0.46049538,0.08524195
-5.84992496,2.03973890,0.74913584,0.73214676,0.00954713,0.14664357,0.00829560,0.89432120,0.47792463,0.09154263
-5.84392196,2.14156232,0.80471818,0.76598581,0.01020813,0.15724008,0.00901989,0.93584645,0.49617658,0.09828534
-5.83791896,2.24917839,0.86495832,0.80115321,0.01088996,0.16843095,0.00982523,0.97991504,0.51542546,0.10547518
-5.83191596,2.36296743,0.92994107,0.83784827,0.01158780,0.18024536,0.01070746,1.02668729,0.53582685,0.11310936
-5.82591296,2.48319183,0.99964427,0.87625376,0.01229596,0.19270329,0.01166085,1.07626464,0.55750564,0.12117558
-5.81990995,2.60995148,1.07392044,0.91651837,0.01300791,0.20581184,0.01267805,1.12867085,0.58054456,0.12965060
-5.81390695,2.74314253,1.15248196,0.95873912,0.01371639,0.21956163,0.01374996,1.18383534,0.60497404,0.13849914
