energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-3.11855928,2.03578174,0.55627700,0.58702848,0.00738029,0.06796635,0.07924827,1.24984173,0.01928339,0.10177380
-3.11255628,1.99791726,0.52486181,0.57466882,0.00730188,0.06570144,0.07655430,1.23396643,0.01897247,0.10277224
-3.10655328,1.96759135,0.49571347,0.56552684,0.00724684,0.06346882,0.07401208,1.22183692,0.01868163,0.10459026
-3.10055028,1.94562877,0.46907571,0.55981889,0.00722026,0.06129473,0.07165802,1.21397885,0.01841486,0.10723448
-3.09454727,1.93267622,0.44512077,0.55768050,0.00722681,0.05920336,0.06952517,1.21083764,0.01817490,0.11069459
-3.08854427,1.92917084,0.42394796,0.55916104,0.00727060,0.05721600,0.06764193,1.21275350,0.01796314,0.11494240
-3.08254127,1.93531492,0.40558452,0.56422068,0.00735485,0.05535038,0.06603090,1.21993998,0.01777944,0.11993137
-3.07653827,1.95105818,0.38998851,0.57272990,0.00748176,0.05362001,0.06470790,1.23246689,0.01762214,0.12559660
-3.07053527,1.97608841,0.37705369,0.58447163,0.00765231,0.05203388,0.06368134,1.25024853,0.01748806,0.13185542
-3.06453227,2.00983119,0.36661608,0.59914587,0.00786612,0.05059621,0.06295180,1.27303779,0.01737257,0.13860848
-3.05852926,2.05145900,0.35846195,0.61637701,0.00812142,0.04930649,0.06251191,1.30042675,0.01726980,0.14574147
-3.05252626,2.09990978,0.35233701,0.63572347,0.00841497,0.04815966,0.06234655,1.33185372,0.01717283,0.15312744
-3.04652326,2.15391450,0.34795630,0.65668948,0.00874210,0.04714649,0.06243328,1.36661687,0.01707398,0.16062955
-3.04052026,2.21203299,0.34501470,0.67873876,0.00909683,0.04625414,0.06274317,1.40389391,0.01696518,0.16810437
-3.03451726,2.27269701,0.34319747,0.70130963,0.00947196,0.04546683,0.06324168,1.44276727,0.01683825,0.17540552
-3.02851426,2.33425890,0.34219065,0.72383119,0.00985931,0.04476661,0.06388996,1.48225385,0.01668534,0.18238761
-3.02251126,2.39504432,0.34169107,0.74573989,0.01024990,0.04413420,0.06464610,1.52133816,0.01649922,0.18891022
-3.01650825,2.45340698,0.34141543,0.76649615,0.01063427,0.04354981,0.06546669,1.55900762,0.01627364,0.19484200
-3.01050525,2.50778331,0.34110857,0.78560033,0.01100276,0.04299401,0.06630827,1.59428853,0.01600362,0.20006449
-3.00450225,2.55674504,0.34055046,0.80260762,0.01134583,0.04244847,0.06712889,1.62628120,0.01568563,0.20447570
-2.99849925,2.59904756,0.33956184,0.81714114,0.01165438,0.04189667,0.06788960,1.65419294,0.01531783,0.20799322
-2.99249625,2.63367230,0.33800856,0.82890311,0.01192006,0.04132450,0.06855577,1.67736730,0.01490008,0.21055680
-2.98649325,2.65986136,0.33580437,0.83768337,0.01213559,0.04072065,0.06909836,1.69530864,0.01443400,0.21213019
-2.98049025,2.67714333,0.33291230,0.84336519,0.01229500,0.04007703,0.06949497,1.70770082,0.01392290,0.21270234
-2.97448724,2.68534918,0.32934464,0.84592823,0.01239385,0.03938888,0.06973062,1.71441944,0.01337167,0.21228771
-2.96848424,2.68461790,0.32516171,0.84544833,0.01242943,0.03865488,0.06979835,1.71553719,0.01278658,0.21092591
-2.96248124,2.67539184,0.32046935,0.84209452,0.01240086,0.03787706,0.06969957,1.71132218,0.01217505,0.20868046
-2.95647824,2.65840206,0.31541549,0.83612316,0.01230914,0.03706066,0.06944413,1.70222951,0.01154543,0.20563697
-2.95047524,2.63464465,0.31018582,0.82786960,0.01215716,0.03621388,0.06905011,1.68888653,0.01090668,0.20190056
-2.94447224,2.60534884,0.30499874,0.81773772,0.01194962,0.03534753,0.06854343,1.67207252,0.01026813,0.19759287
-2.93846923,2.57193865,0.30009974,0.80618760,0.01169292,0.03447473,0.06795719,1.65269379,0.00963917,0.19284858
-2.93246623,2.53598922,0.29575537,0.79372201,0.01139494,0.03361049,0.06733082,1.63175513,0.00902904,0.18781170
-2.92646323,2.49917972,0.29224684,0.78087190,0.01106484,0.03277133,0.06670904,1.61032890,0.00844655,0.18263166
-2.92046023,2.46324444,0.28986334,0.76818156,0.01071279,0.03197487,0.06614066,1.58952280,0.00789994,0.17745942
-2.91445723,2.42992346,0.28889531,0.75619372,0.01034966,0.03123951,0.06567732,1.57044745,0.00739670,0.17244359
-2.90845423,2.40091458,0.28962743,0.74543516,0.00998672,0.03058402,0.06537203,1.55418483,0.00694343,0.16772680
-2.90245123,2.37782757,0.29233166,0.73640289,0.00963532,0.03002727,0.06527779,1.54175850,0.00654579,0.16344227
-2.89644822,2.36214193,0.29726021,0.72955155,0.00930654,0.02958790,0.06544603,1.53410621,0.00620845,0.15971077
-2.89044522,2.35516907,0.30463867,0.72528192,0.00901094,0.02928407,0.06592518,1.53205570,0.00593504,0.15663795
-2.88444222,2.35801947,0.31465920,0.72393105,0.00875821,0.02913322,0.06675920,1.53630394,0.00572816,0.15431211
-2.87843922,2.37157542,0.32747411,0.72576395,0.00855700,0.02915180,0.06798622,1.54740023,0.00558942,0.15280240
-2.87243622,2.39646970,0.34318993,0.73096711,0.00841463,0.02935508,0.06963728,1.56573329,0.00551946,0.15215755
-2.86643322,2.43307038,0.36186208,0.73964395,0.00833697,0.02975690,0.07173521,1.59152241,0.00551797,0.15240507
-2.86043022,2.48147203,0.38349053,0.75181225,0.00832832,0.03036946,0.07429369,1.62481274,0.00558378,0.15355098
-2.85442721,2.54149330,0.40801658,0.76740370,0.00839128,0.03120311,0.07731648,1.66547452,0.00571488,0.15557997
-2.84842421,2.61268097,0.43532109,0.78626568,0.00852683,0.03226606,0.08079702,1.71320629,0.00590852,0.15845619
-2.84242121,2.69432042,0.46522429,0.80816524,0.00873424,0.03356419,0.08471814,1.76754197,0.00616121,0.16212443
-2.83641821,2.78545246,0.49748755,0.83279533,0.00901125,0.03510082,0.08905223,1.82786142,0.00646885,0.16651181
-2.83041521,2.88489629,0.53181704,0.85978327,0.00935410,0.03687642,0.09376159,1.89340469,0.00682677,0.17152997
-2.82441221,2.99127816,0.56786948,0.88870138,0.00975775,0.03888845,0.09879920,1.96328928,0.00722982,0.17707759
-2.81840920,3.10306550,0.60525990,0.91907947,0.01021603,0.04113114,0.10410975,2.03653050,0.00767249,0.18304336
-2.81240620,3.21860557,0.64357121,0.95041903,0.01072185,0.04359531,0.10963097,2.11206430,0.00814895,0.18930916
-2.80640320,3.33616795,0.68236538,0.98220875,0.01126742,0.04626833,0.11529524,2.18877227,0.00865326,0.19575344
-2.80040020,3.45398977,0.72119581,1.01394080,0.01184449,0.04913400,0.12103136,2.26550815,0.00917940,0.20225480
-2.79439720,3.57032232,0.75962043,1.04512740,0.01244454,0.05217264,0.12676654,2.34112546,0.00972146,0.20869536
-2.78839420,3.68347780,0.79721494,1.07531700,0.01305902,0.05536117,0.13242843,2.41450523,0.01027377,0.21496410
-2.78239120,3.79187450,0.83358561,1.10410948,0.01367953,0.05867334,0.13794716,2.48458339,0.01083101,0.22095991
-2.77638819,3.89407902,0.86838102,1.13116947,0.01429795,0.06208005,0.14325729,2.55037684,0.01138836,0.22659414
-2.77038519,3.98884384,0.90130218,1.15623749,0.01490664,0.06554980,0.14829966,2.61100747,0.01194159,0.23179271
-2.76438219,4.07513887,0.93211042,1.17913791,0.01549845,0.06904916,0.15302299,2.66572338,0.01248720,0.23649757
-2.75837919,4.15217576,0.96063270,1.19978360,0.01606685,0.07254346,0.15738513,2.71391663,0.01302246,0.24066750
-2.75237619,4.21942396,0.98676407,1.21817676,0.01660592,0.07599749,0.16135410,2.75513678,0.01354545,0.24427817
-2.74637319,4.27661781,1.01046704,1.23440582,0.01711037,0.07937626,0.16490862,2.78910002,0.01405512,0.24732154
-2.74037019,4.32375452,1.03176799,1.24863843,0.01757551,0.08264587,0.16803835,2.81569320,0.01455123,0.24980459
-2.73436718,4.36108291,1.05075080,1.26111088,0.01799718,0.08577432,0.17074369,2.83497290,0.01503432,0.25174747
-2.72836418,4.38908356,1.06754806,1.27211426,0.01837175,0.08873236,0.17303517,2.84715937,0.01550562,0.25318122
-2.72236118,4.40844109,1.08233034,1.28197814,0.01869603,0.09149427,0.17493257,2.85262556,0.01596693,0.25414511
-2.71635818,4.42000975,1.09529415,1.29105238,0.01896720,0.09403852,0.17646369,2.85188149,0.01642049,0.25468386
-2.71035518,4.42477381,1.10664924,1.29968816,0.01918282,0.09634838,0.17766288,2.84555458,0.01686879,0.25484484
-2.70435218,4.42380419,1.11660600,1.30821893,0.01934078,0.09841228,0.17856944,2.83436633,0.01731444,0.25467538
-2.69834917,4.41821327,1.12536357,1.31694254,0.01943928,0.10022407,0.17922586,2.81910628,0.01775992,0.25422040
-2.69234617,4.40910954,1.13309934,1.32610519,0.01947686,0.10178301,0.17967609,2.80060395,0.01820749,0.25352037
-2.68634317,4.39755390,1.13996033,1.33588825,0.01945245,0.10309360,0.17996379,2.77969966,0.01865892,0.25260986
-2.68034017,4.38451933,1.14605695,1.34639844,0.01936539,0.10416519,0.18013073,2.75721523,0.01911544,0.25151654
-2.67433717,4.37085535,1.15145926,1.35766211,0.01921549,0.10501136,0.18021533,2.73392548,0.01957757,0.25026071
-2.66833417,4.35725873,1.15619601,1.36962374,0.01900310,0.10564921,0.18025144,2.71053164,0.02004503,0.24885551
-2.66233117,4.34425149,1.16025635,1.38214884,0.01872919,0.10609840,0.18026734,2.68763742,0.02051676,0.24730744
-2.65632816,4.33216691,1.16359403,1.39503118,0.01839537,0.10638022,0.18028506,2.66572897,0.02099087,0.24561744
-2.65032516,4.32114420,1.16613376,1.40800390,0.01800395,0.10651659,0.18031996,2.64515927,0.02146472,0.24378223
-2.64432216,4.31113194,1.16777944,1.42075403,0.01755796,0.10652905,0.18038065,2.62613784,0.02193503,0.24179588
-2.63831916,4.30190013,1.16842358,1.43293978,0.01706113,0.10643786,0.18046925,2.60872621,0.02239802,0.23965155
-2.63231616,4.29306039,1.16795758,1.44420961,0.01651790,0.10626122,0.18058185,2.59283963,0.02284958,0.23734316
-2.62631316,4.28409347,1.16628213,1.45422225,0.01593332,0.10601472,0.18070929,2.57825490,0.02328553,0.23486708
-2.62031016,4.27438295,1.16331720,1.46266671,0.01531303,0.10571090,0.18083820,2.56462438,0.02370177,0.23222359
-2.61430715,4.26325375,1.15901126,1.46928119,0.01466311,0.10535910,0.18095217,2.55149571,0.02409464,0.22941818
-2.60830415,4.25001372,1.15334895,1.47386997,0.01399004,0.10496558,0.18103304,2.53833636,0.02446103,0.22646251
-2.60230115,4.23399657,1.14635701,1.47631750,0.01330049,0.10453376,0.18106234,2.52456236,0.02479869,0.22337519
-2.59629815,4.21460404,1.13810817,1.47659874,0.01260129,0.10406475,0.18102267,2.50956968,0.02510639,0.22018211
-2.59029515,4.19134554,1.12872250,1.47478536,0.01189920,0.10355796,0.18089909,2.49276722,0.02538401,0.21691652
-2.58429215,4.16387314,1.11836650,1.47104729,0.01120087,0.10301189,0.18068031,2.47360962,0.02563269,0.21361886
-2.57828914,4.13201032,1.10724950,1.46564943,0.01051269,0.10242492,0.18035984,2.45162864,0.02585481,0.21033617
-2.57228614,4.09577284,1.09561787,1.45894362,0.00984063,0.10179604,0.17993677,2.42646137,0.02605392,0.20712135
-2.56628314,4.05538070,1.08374689,1.45135603,0.00919025,0.10112564,0.17941641,2.39787415,0.02623469,0.20403207
-2.56028014,4.01126035,1.07193089,1.44337058,0.00856652,0.10041602,0.17881056,2.36578078,0.02640261,0.20112955
-2.55427714,3.96403699,1.06047192,1.43550908,0.00797381,0.09967187,0.17813749,2.33025423,0.02656383,0.19847709
-2.54827414,3.91451704,1.04966739,1.42830882,0.00741582,0.09890040,0.17742157,2.29153128,0.02672482,0.19613848
-2.54227114,3.86366174,1.03979743,1.42229892,0.00689554,0.09811143,0.17669267,2.25000966,0.02689199,0.19417632
-2.53626813,3.81255274,1.03111235,1.41797630,0.00641524,0.09731707,0.17598515,2.20623796,0.02707138,0.19265023
-2.53026513,3.76235166,1.02382090,1.41578262,0.00597648,0.09653137,0.17533672,2.16089864,0.02726824,0.19161504
-2.52426213,3.71425521,1.01807992,1.41608329,0.00558005,0.09576970,0.17478701,2.11478489,0.02748670,0.19111909
-2.51825913,3.66944817,1.01398584,1.41914962,0.00522606,0.09504801,0.17437603,2.06877247,0.02772941,0.19120253
-2.51225613,3.62905645,1.01156858,1.42514506,0.00491394,0.09438202,0.17414256,2.02378767,0.02799730,0.19189582
-2.50625313,3.59410224,1.01078814,1.43411620,0.00464248,0.09378637,0.17412248,1.98077284,0.02828936,0.19321844
-2.50025013,3.56546351,1.01153415,1.44598922,0.00440989,0.09327386,0.17434723,1.94065098,0.02860251,0.19517778
-2.49424712,3.54383940,1.01362837,1.46057168,0.00421387,0.09285463,0.17484226,1.90429079,0.02893157,0.19776847
-2.48824412,3.52972302,1.01683028,1.47755993,0.00405169,0.09253563,0.17562583,1.87247364,0.02926934,0.20097188
-2.48224112,3.52338254,1.02084525,1.49655141,0.00392027,0.09232010,0.17670786,1.84586375,0.02960675,0.20475612
-2.47623812,3.52485111,1.02533524,1.51706145,0.00381628,0.09220733,0.17808920,1.82498263,0.02993310,0.20907630
-2.47023512,3.53392575,1.02993130,1.53854345,0.00373624,0.09219260,0.17976111,1.81018865,0.03023644,0.21387519
-2.46423212,3.55017459,1.03424736,1.56041154,0.00367668,0.09226726,0.18170511,1.80166254,0.03050395,0.21908424
-2.45822911,3.57295191,1.03789476,1.58206425,0.00363417,0.09241900,0.18389316,1.79939903,0.03072243,0.22462481
-2.45222611,3.60141983,1.04049667,1.60290811,0.00360552,0.09263235,0.18628818,1.80320490,0.03087877,0.23040972
-2.44622311,3.63457533,1.04170182,1.62237995,0.00358784,0.09288920,0.18884487,1.81270336,0.03096051,0.23634497
-2.44022011,3.67128116,1.04119692,1.63996656,0.00357865,0.09316944,0.19151085,1.82734451,0.03095628,0.24233158
-2.43421711,3.71029933,1.03871725,1.65522102,0.00357602,0.09345164,0.19422799,1.84642120,0.03085631,0.24826748
-2.42821411,3.75032573,1.03405491,1.66777488,0.00357856,0.09371375,0.19693405,1.86908997,0.03065283,0.25404946
-2.42221111,3.79002459,1.02706460,1.67734576,0.00358559,0.09393374,0.19956443,1.89439601,0.03034040,0.25957506
-2.41620810,3.82806196,1.01766661,1.68374037,0.00359708,0.09409021,0.20205400,1.92130141,0.02991614,0.26474433
-2.41020510,3.86313721,1.00584730,1.68685304,0.00361375,0.09416289,0.20433903,1.94871575,0.02937991,0.26946159
-2.40420210,3.89401201,0.99165694,1.68666026,0.00363699,0.09413306,0.20635907,1.97552801,0.02873433,0.27363700
-2.39819910,3.91953667,0.97520545,1.68321206,0.00366887,0.09398392,0.20805883,2.00063892,0.02798474,0.27718799
-2.39219610,3.93867333,0.95665632,1.67662092,0.00371209,0.09370081,0.20938980,2.02299263,0.02713901,0.28004062
-2.38619310,3.95051629,0.93621908,1.66704935,0.00376983,0.09327137,0.21031186,2.04160698,0.02620730,0.28213077
-2.38019010,3.95430949,0.91414110,1.65469705,0.00384570,0.09268573,0.21079454,2.05560132,0.02520174,0.28340530
-2.37418709,3.94946111,0.89069878,1.63978866,0.00394358,0.09193655,0.21081806,2.06422131,0.02413601,0.28382298
-2.36818409,3.93555559,0.86618902,1.62256282,0.00406748,0.09101910,0.21037410,2.06685986,0.02302493,0.28335548
-2.36218109,3.91236299,0.84092105,1.60326332,0.00422134,0.08993143,0.20946617,2.06307385,0.02188401,0.28198812
-2.35617809,3.87984564,0.81520901,1.58213254,0.00440891,0.08867443,0.20810979,2.05259600,0.02072896,0.27972057
-2.35017509,3.83816201,0.78936559,1.55940762,0.00463350,0.08725206,0.20633213,2.03534183,0.01957525,0.27656742
-2.34417209,3.78766744,0.76369672,1.53531896,0.00489787,0.08567153,0.20417151,2.01141134,0.01843774,0.27255850
-2.33816908,3.72891150,0.73849740,1.51009104,0.00520399,0.08394363,0.20167644,1.98108565,0.01733028,0.26773901
-2.33216608,3.66263174,0.71404852,1.48394488,0.00555295,0.08208301,0.19890442,1.94481855,0.01626539,0.26216946
-2.32616308,3.58974325,0.69061469,1.45710171,0.00594480,0.08010853,0.19592045,1.90322331,0.01525410,0.25592512
-2.32016008,3.51132414,0.66844276,1.42978700,0.00637842,0.07804359,0.19279538,1.85705525,0.01430574,0.24909531
-2.31415708,3.42859658,0.64776092,1.40223433,0.00685150,0.07591650,0.18960394,1.80719043,0.01342783,0.24178220
-2.30815408,3.34290361,0.62877815,1.37468837,0.00736049,0.07376071,0.18642283,1.75460132,0.01262617,0.23409921
-2.30215108,3.25568189,0.61168383,1.34740660,0.00790063,0.07161502,0.18332859,1.70032994,0.01190478,0.22616906
-2.29614807,3.16843097,0.59664745,1.32065926,0.00846598,0.06952368,0.18039558,1.64545949,0.01126613,0.21812148
-2.29014507,3.08267975,0.58381811,1.29472743,0.00904961,0.06753635,0.17769399,1.59108516,0.01071124,0.21009049
-2.28414207,2.99995102,0.57332405,1.26989924,0.00964368,0.06570790,0.17528795,1.53828503,0.01023992,0.20221154
-2.27813907,2.92172512,0.56527186,1.24646429,0.01023970,0.06409805,0.17323392,1.48809193,0.00985102,0.19461838
-2.27213607,2.84940392,0.55974569,1.22470674,0.01082874,0.06277077,0.17157923,1.44146698,0.00954265,0.18743994
-2.26613307,2.78427630,0.55680627,1.20489730,0.01140171,0.06179356,0.17036098,1.39927564,0.00931247,0.18079717
-2.26013007,2.72748629,0.55648997,1.18728478,0.01194967,0.06123641,0.16960522,1.36226690,0.00915793,0.17480003
-2.25412706,2.68000495,0.55880790,1.17208764,0.01246405,0.06117066,0.16932649,1.33105604,0.00907644,0.16954476
-2.24812406,2.64260689,0.56374513,1.15948608,0.01293700,0.06166755,0.16952775,1.30611155,0.00906560,0.16511147
-2.24212106,2.61585223,0.57126011,1.14961515,0.01336162,0.06279666,0.17020053,1.28774624,0.00912330,0.16156214
-2.23611806,2.60007435,0.58128428,1.14255922,0.01373218,0.06462410,0.17132557,1.27611290,0.00924781,0.15893922
-2.23011506,2.59537384,0.59372204,1.13834811,0.01404432,0.06721062,0.17287359,1.27120423,0.00943778,0.15726465
-2.22411206,2.60161853,0.60845087,1.13695507,0.01429515,0.07060951,0.17480638,1.27285708,0.00969223,0.15653958
-2.21810905,2.61844933,0.62532184,1.13829661,0.01448333,0.07486458,0.17707810,1.28076055,0.01001042,0.15674460
-2.21210605,2.64529162,0.64416033,1.14223421,0.01460905,0.08000798,0.17963656,1.29446758,0.01039174,0.15784060
-2.20610305,2.68137139,0.66476711,1.14857771,0.01467397,0.08605819,0.18242478,1.31340959,0.01083547,0.15977009
-2.20010005,2.72573562,0.68691963,1.15709020,0.01468110,0.09301808,0.18538236,1.33691355,0.01134059,0.16245907
-2.19409705,2.77727604,0.71037379,1.16749421,0.01463461,0.10087325,0.18844693,1.36422084,0.01190553,0.16581927
-2.18809405,2.83475558,0.73486592,1.17947893,0.01453958,0.10959069,0.19155548,1.39450751,0.01252793,0.16975070
-2.18209105,2.89683670,0.76011542,1.19270817,0.01440178,0.11911776,0.19464555,1.42690500,0.01320439,0.17414448
-2.17608804,2.96211101,0.78582772,1.20682892,0.01422738,0.12938181,0.19765628,1.46052113,0.01393033,0.17888580
-2.17008504,3.02912950,0.81169803,1.22148013,0.01402264,0.14029027,0.20052938,1.49446054,0.01469978,0.18385691
-2.16408204,3.09643287,0.83741567,1.23630171,0.01379373,0.15173139,0.20320983,1.52784434,0.01550534,0.18894017
-2.15807904,3.16258148,0.86266907,1.25094351,0.01354642,0.16357575,0.20564659,1.55982848,0.01633819,0.19402091
-2.15207604,3.22618451,0.88715158,1.26507413,0.01328590,0.17567833,0.20779305,1.58962045,0.01718813,0.19899016
-2.14607304,3.28592789,0.91056788,1.27838941,0.01301667,0.18788132,0.20960750,1.61649427,0.01804377,0.20374712
-2.14007004,3.34060067,0.93264090,1.29062055,0.01274242,0.20001756,0.21105348,1.63980327,0.01889277,0.20820131
-2.13406703,3.38911940,0.95311913,1.30154167,0.01246599,0.21191447,0.21210008,1.65899085,0.01972215,0.21227439
-2.12806403,3.43055010,0.97178404,1.31097664,0.01218938,0.22339839,0.21272220,1.67359876,0.02051869,0.21590163
-2.12206103,3.46412740,0.98845729,1.31880505,0.01191386,0.23429914,0.21290085,1.68327318,0.02126936,0.21903286
-2.11605803,3.48927036,1.00300740,1.32496711,0.01164000,0.24445469,0.21262338,1.68776836,0.02196173,0.22163307
-2.11005503,3.50559443,1.01535549,1.32946729,0.01136789,0.25371571,0.21188367,1.68694792,0.02258446,0.22368253
-2.10405203,3.51291934,1.02547973,1.33237645,0.01109721,0.26194972,0.21068240,1.68078381,0.02312771,0.22517647
-2.09804902,3.51127215,1.03341820,1.33383247,0.01082747,0.26904484,0.20902710,1.66935310,0.02358349,0.22612435
-2.09204602,3.50088553,1.03926975,1.33403894,0.01055810,0.27491281,0.20693228,1.65283255,0.02394599,0.22654871
-2.08604302,3.48219093,1.04319285,1.33326208,0.01028863,0.27949119,0.20441943,1.63149136,0.02421177,0.22648368
-2.08004002,3.45580651,1.04540213,1.33182574,0.01001879,0.28274468,0.20151681,1.60568200,0.02437990,0.22597321
-2.07403702,3.42252037,1.04616273,1.33010445,0.00974858,0.28466545,0.19825926,1.57582963,0.02445191,0.22506904
-2.06803402,3.38326907,1.04578258,1.32851482,0.00947837,0.28527250,0.19468777,1.54242023,0.02443174,0.22382855
-2.06203102,3.33911228,1.04460286,1.32750524,0.00920885,0.28461013,0.19084894,1.50598781,0.02432550,0.22231251
-2.05602801,3.29120424,1.04298700,1.32754438,0.00894106,0.28274554,0.18679434,1.46710111,0.02414118,0.22058292
-2.05002501,3.24076297,1.04130868,1.32910863,0.00867631,0.27976571,0.18257967,1.42635004,0.02388825,0.21870090
-2.04402201,3.18903823,1.03993928,1.33266894,0.00841616,0.27577388,0.17826398,1.38433242,0.02357727,0.21672488
-2.03801901,3.13727938,1.03923547,1.33867747,0.00816230,0.27088552,0.17390866,1.34164122,0.02321941,0.21470894
-2.03201601,3.08670424,1.03952728,1.34755444,0.00791647,0.26522430,0.16957654,1.29885280,0.02282597,0.21270170
-2.02601301,3.03846998,1.04110735,1.35967563,0.00768041,0.25891809,0.16533098,1.25651644,0.02240800,0.21074543
-2.02001001,2.99364707,1.04422169,1.37536095,0.00745578,0.25209518,0.16123495,1.21514533,0.02197585,0.20887578
-2.01400700,2.95319706,1.04906234,1.39486434,0.00724412,0.24488099,0.15735025,1.17520936,0.02153887,0.20712178
-2.00800400,2.91795490,1.05576218,1.41836555,0.00704682,0.23739521,0.15373683,1.13712977,0.02110514,0.20550645
-2.00200100,2.88861615,1.06439214,1.44596384,0.00686514,0.22974971,0.15045221,1.10127570,0.02068134,0.20404768
-1.99599800,2.86572945,1.07496073,1.47767402,0.00670027,0.22204699,0.14755104,1.06796261,0.02027264,0.20275950
-1.98999500,2.84969427,1.08741591,1.51342494,0.00655339,0.21437938,0.14508479,1.03745255,0.01988272,0.20165361
-1.98399200,2.84076364,1.10164914,1.55306047,0.00642573,0.20682885,0.14310152,1.00995599,0.01951389,0.20074105
-1.97798899,2.83905169,1.11750143,1.59634316,0.00631877,0.19946739,0.14164577,0.98563512,0.01916724,0.20003392
-1.97198599,2.84454547,1.13477108,1.64296044,0.00623427,0.19235784,0.14075852,0.96460826,0.01884284,0.19954716
-1.96598299,2.85712031,1.15322277,1.69253328,0.00617450,0.18555502,0.14047712,0.94695514,0.01854003,0.19930003
-1.95997999,2.87655811,1.17259774,1.74462717,0.00614232,0.17910711,0.14083531,0.93272281,0.01825767,0.19931747
-1.95397699,2.90256771,1.19262464,1.79876505,0.00614129,0.17305702,0.14186310,0.92193169,0.01799439,0.19963110
-1.94797399,2.93480641,1.21303069,1.85444196,0.00617581,0.16744381,0.14358666,0.91458177,0.01774891,0.20027981
-1.94197099,2.97290174,1.23355281,1.91114071,0.00625117,0.16230378,0.14602809,0.91065833,0.01752017,0.20130996
-1.93596798,3.01647256,1.25394828,1.96834822,0.00637357,0.15767141,0.14920503,0.91013719,0.01730757,0.20277501
-1.92996498,3.06514841,1.27400466,2.02557178,0.00655011,0.15357996,0.15313021,0.91298911,0.01711110,0.20473483
-1.92396198,3.11858641,1.29354854,2.08235442,0.00678874,0.15006160,0.15781083,0.91918318,0.01693136,0.20725434
-1.91795898,3.17648457,1.31245274,2.13828884,0.00709816,0.14714727,0.16324780,0.92868900,0.01676962,0.21040189
-1.91195598,3.23859090,1.33064171,2.19302896,0.00748760,0.14486613,0.16943493,0.94147747,0.01662777,0.21424707
-1.90595298,3.30470763,1.34809472,2.24629849,0.00796664,0.14324467,0.17635793,0.95752019,0.01650824,0.21885828
-1.89994997,3.37469001,1.36484666,2.29789595,0.00854495,0.14230560,0.18399351,0.97678725,0.01641385,0.22429996
-1.89394697,3.44843953,1.38098620,2.34769551,0.00923192,0.14206648,0.19230832,0.99924358,0.01634771,0.23062961
-1.88794397,3.52589148,1.39665124,2.39564365,0.01003636,0.14253833,0.20125811,1.02484382,0.01631299,0.23789470
-1.88194097,3.60699725,1.41202160,2.44175139,0.01096608,0.14372415,0.21078686,1.05352580,0.01631276,0.24612952
-1.87593797,3.69170197,1.42730914,2.48608244,0.01202750,0.14561757,0.22082619,1.08520308,0.01634983,0.25535213
-1.86993497,3.77991849,1.44274559,2.52873777,0.01322521,0.14820164,0.23129494,1.11975653,0.01642651,0.26556144
-1.86393197,3.87149898,1.45856839,2.56983724,0.01456161,0.15144786,0.24209920,1.15702566,0.01654449,0.27673466
-1.85792896,3.96620575,1.47500527,2.60949956,0.01603650,0.15531554,0.25313253,1.19679993,0.01670470,0.28882508
-1.85192596,4.06368309,1.49225813,2.64782143,0.01764675,0.15975150,0.26427677,1.23881077,0.01690720,0.30176041
-1.84592296,4.16343198,1.51048711,2.68485739,0.01938605,0.16469021,0.27540326,1.28272478,0.01715108,0.31544181
-1.83991996,4.26478975,1.52979560,2.72060168,0.02124468,0.17005435,0.28637452,1.32813867,0.01743446,0.32974363
-1.83391696,4.36691643,1.55021722,2.75497338,0.02320945,0.17575581,0.29704653,1.37457668,0.01775447,0.34451403
-1.82791396,4.46878950,1.57170541,2.78780602,0.02526370,0.18169713,0.30727138,1.42149088,0.01810726,0.35957658
-1.82191096,4.56920828,1.59412664,2.81884260,0.02738743,0.18777331,0.31690048,1.46826481,0.01848815,0.37473278
-1.81590795,4.66680888,1.61725758,2.84773677,0.02955757,0.19387405,0.32578808,1.51422076,0.01889169,0.38976568
-1.80990495,4.76008995,1.64078692,2.87406029,0.03174841,0.19988624,0.33379510,1.55863083,0.01931183,0.40444439
-1.80390195,4.84744893,1.66432179,2.89731695,0.03393210,0.20569666,0.34079313,1.60073164,0.01974209,0.41852955
-1.79789895,4.92722785,1.68739892,2.91696227,0.03607929,0.21119490,0.34666850,1.63974251,0.02017582,0.43177955
-1.79189595,4.99776715,1.70950007,2.93242822,0.03815993,0.21627626,0.35132626,1.67488652,0.02060635,0.44395736
-1.78589295,5.05746534,1.73007116,2.94315174,0.04014408,0.22084461,0.35469380,1.70541372,0.02102729,0.45483773
-1.77988994,5.10484184,1.74854431,2.94860554,0.04200282,0.22481516,0.35672418,1.73062571,0.02143276,0.46421445
-1.77388694,5.13860009,1.76436168,2.94832955,0.04370913,0.22811684,0.35739879,1.74990046,0.02181761,0.47190750
-1.76788394,5.15768772,1.77699996,2.94196116,0.04523881,0.23069452,0.35672928,1.76271618,0.02217769,0.47776961
-1.76188094,5.16135052,1.78599423,2.92926249,0.04657131,0.23251056,0.35475873,1.76867330,0.02250998,0.48169201
-1.75587794,5.14917736,1.79095992,2.91014303,0.04769048,0.23354608,0.35156169,1.76751308,0.02281284,0.48360908
