energy_ev,total_up,total_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.93996998,4.24906320,-4.24893867,0.49369763,-0.49373928,0.80489169,-0.80487053,0.00156265,-0.00156286,1.12861485,-1.12854618,1.19255248,-1.19253634,1.73893167,-1.73881932,0.72404475,-0.72406696,0.00000000,-0.00000000
-5.93396698,4.25642936,-4.25622736,0.50550779,-0.50555770,0.81065309,-0.81063686,0.00154757,-0.00154781,1.11957765,-1.11947039,1.19265639,-1.19261681,1.73036987,-1.73019736,0.73541171,-0.73543367,0.00000000,-0.00000000
-5.92796398,4.26055681,-4.26028220,0.51842987,-0.51848801,0.81773188,-0.81772119,0.00153788,-0.00153814,1.10812139,-1.10797772,1.19155621,-1.19149446,1.71823206,-1.71800242,0.74715243,-0.74717418,0.00000000,-0.00000000
-5.92196098,4.26168893,-4.26134643,0.53240163,-0.53246763,0.82616115,-0.82615610,0.00153358,-0.00153387,1.09443553,-1.09425799,1.18934810,-1.18926540,1.70273103,-1.70244793,0.75918673,-0.75920806,0.00000000,-0.00000000
-5.91595798,4.25994593,-4.25953994,0.54731209,-0.54738520,0.83590437,-0.83590464,0.00153446,-0.00153477,1.07871260,-1.07850394,1.18609415,-1.18599160,1.68409242,-1.68376002,0.77138911,-0.77140947,0.00000000,-0.00000000
-5.90995498,4.25532309,-4.25485759,0.56300199,-0.56308110,0.84685951,-0.84686431,0.00154002,-0.00154036,1.06114284,-1.06090602,1.18182088,-1.18169949,1.66254754,-1.66217034,0.78359246,-0.78361104,0.00000000,-0.00000000
-5.90395198,4.24769672,-4.24717525,0.57926609,-0.57934978,0.85886564,-0.85887381,0.00154956,-0.00154992,1.04191029,-1.04164834,1.17652006,-1.17638068,1.63832759,-1.63791037,0.79559375,-0.79560952,0.00000000,-0.00000000
-5.89794897,4.23683770,-4.23626338,0.59585727,-0.59594379,0.87171184,-0.87172193,0.00156218,-0.00156254,1.02119016,-1.02090618,1.17015179,-1.16999520,1.61165966,-1.61120736,0.80716118,-0.80717292,0.00000000,-0.00000000
-5.89194597,4.22243171,-4.22180730,0.61249219,-0.61257953,0.88514788,-0.88515820,0.00157682,-0.00157719,0.99914791,-0.99884500,1.16264980,-1.16247668,1.58276465,-1.58228230,0.81804254,-0.81804887,0.00000000,-0.00000000
-5.88594297,4.20410523,-4.20343324,0.62885854,-0.62894449,0.89889605,-0.89890476,0.00159235,-0.00159271,0.97593973,-0.97562102,1.15392845,-1.15373946,1.55185718,-1.55134982,0.82797432,-0.82797380,0.00000000,-0.00000000
-5.87993997,4.18145563,-4.18073853,0.64462345,-0.64470566,0.91266359,-0.91266880,0.00160756,-0.00160791,0.95171453,-0.95138313,1.14389119,-1.14368702,1.51914730,-1.51861998,0.83669119,-0.83668239,0.00000000,-0.00000000
-5.87393697,4.15408409,-4.15332444,0.65944294,-0.65951899,0.92615522,-0.92615508,0.00162127,-0.00162159,0.92661696,-0.92627595,1.13243997,-1.13222142,1.48484384,-1.48430162,0.84393553,-0.84391705,0.00000000,-0.00000000
-5.86793397,4.12162923,-4.12082994,0.67297197,-0.67303946,0.93908520,-0.93907796,0.00163235,-0.00163264,0.90079125,-0.90044376,1.11948500,-1.11925300,1.44915898,-1.44860688,0.84946642,-0.84943698,0.00000000,-0.00000000
-5.86193097,4.08379989,-4.08296441,0.68487476,-0.68493137,0.95118840,-0.95117252,0.00163977,-0.00164002,0.87438556,-0.87403473,1.10495428,-1.10471001,1.41231347,-1.41175655,0.85306800,-0.85302651,0.00000000,-0.00000000
-5.85592796,4.04040536,-4.03953785,0.69483507,-0.69487865,0.96223013,-0.96220430,0.00164265,-0.00164286,0.84755619,-0.84720523,1.08880258,-1.08854749,1.37454218,-1.37398554,0.85455679,-0.85450238,0.00000000,-0.00000000
-5.84992496,3.99138143,-3.99048693,0.70256597,-0.70259461,0.97201427,-0.97197749,0.00164033,-0.00164048,0.82047154,-0.82012371,1.07101911,-1.07075497,1.33609923,-1.33554801,0.85378787,-0.85371991,0.00000000,-0.00000000
-5.84392196,3.93681106,-3.93589558,0.70781898,-0.70783107,0.98038967,-0.98034128,0.00163233,-0.00163243,0.79331514,-0.79297381,1.05163364,-1.05136255,1.29726233,-1.29672175,0.85065964,-0.85057783,0.00000000,-0.00000000
-5.83791896,3.87693873,-3.87600933,0.71039194,-0.71038624,0.98725459,-0.98719429,0.00161844,-0.00161848,0.76628768,-0.76595627,1.03072067,-1.03044511,1.25833579,-1.25781114,0.84511733,-0.84502166,0.00000000,-0.00000000
-5.83191596,3.81217777,-3.81124255,0.71013579,-0.71011144,0.99255918,-0.99248705,0.00159870,-0.00159868,0.73960760,-0.73928960,1.00840155,-1.00812431,1.21965190,-1.21914851,0.83715501,-0.83704581,0.00000000,-0.00000000
-5.82591296,3.74311048,-3.74217849,0.70695960,-0.70691621,0.99630619,-0.99622268,0.00157339,-0.00157333,0.71351017,-0.71320911,0.98484430,-0.98456846,1.18157031,-1.18109354,0.82681639,-0.82669432,0.00000000,-0.00000000
-5.81990995,3.67048096,-3.66956213,0.70083413,-0.70077175,0.99854980,-0.99845570,0.00154307,-0.00154296,0.68824499,-0.68796437,0.96026117,-0.95999007,1.14447540,-1.14403055,0.81419429,-0.81406032,0.00000000,-0.00000000
-5.81390695,3.59518125,-3.59428614,0.69179353,-0.69171268,0.99939299,-0.99928944,0.00150852,-0.00150835,0.66407192,-0.66381516,0.93490426,-0.93464136,1.10877142,-1.10836368,0.79942902,-0.79928444,0.00000000,-0.00000000
-5.80790395,3.51823125,-3.51737082,0.67993534,-0.67983698,0.99898352,-0.99887194,0.00147072,-0.00147051,0.64125559,-0.64102594,0.90905903,-0.90880787,1.07487572,-1.07451005,0.78270576,-0.78255213,0.00000000,-0.00000000
-5.80190095,3.44075336,-3.43993874,0.66541874,-0.66530428,0.99750874,-0.99739081,0.00143084,-0.00143061,0.62005866,-0.61985913,0.88303643,-0.88280050,1.04321011,-1.04289114,0.76425107,-0.76409021,0.00000000,-0.00000000
-5.79589795,3.36394307,-3.36318519,0.64846122,-0.64833247,0.99518958,-0.99506719,0.00139022,-0.00138996,0.60073427,-0.60056749,0.85716365,-0.85694626,1.01419079,-1.01392268,0.74432862,-0.74416257,0.00000000,-0.00000000
-5.78989495,3.28903641,-3.28834571,0.62933375,-0.62919285,0.99227383,-0.99214901,0.00135027,-0.00135000,0.58351777,-0.58338596,0.83177406,-0.83157826,0.98821714,-0.98800344,0.72323433,-0.72306529,0.00000000,-0.00000000
-5.78389195,3.21727578,-3.21666187,0.60835464,-0.60820406,0.98902898,-0.98890389,0.00131248,-0.00131221,0.56861846,-0.56852329,0.80719682,-0.80702525,0.96565995,-0.96550348,0.70129088,-0.70112119,0.00000000,-0.00000000
-5.77788894,3.14987526,-3.14934662,0.58588234,-0.58572480,0.98573482,-0.98561166,0.00127837,-0.00127811,0.55621144,-0.55615393,0.78374642,-0.78360124,0.94684955,-0.94675227,0.67884184,-0.67867394,0.00000000,-0.00000000
-5.77188594,3.08798667,-3.08755033,0.56230741,-0.56214578,0.98267598,-0.98255697,0.00124942,-0.00124917,0.54643013,-0.54641061,0.76171279,-0.76159553,0.93206430,-0.93202720,0.65624538,-0.65608175,0.00000000,-0.00000000
-5.76588294,3.03266753,-3.03232883,0.53804379,-0.53788110,0.98013458,-0.98002188,0.00122705,-0.00122682,0.53935982,-0.53937786,0.74135215,-0.74126368,0.92152011,-0.92154310,0.63386768,-0.63371078,0.00000000,-0.00000000
-5.75987994,2.98485192,-2.98461432,0.51351983,-0.51335911,0.97838300,-0.97827869,0.00121255,-0.00121236,0.53503261,-0.53508699,0.72287919,-0.72281967,0.91536127,-0.91544314,0.61207604,-0.61192830,0.00000000,-0.00000000
-5.75387694,2.94532515,-2.94519006,0.48916904,-0.48901333,0.97767711,-0.97758314,0.00120709,-0.00120694,0.53342398,-0.53351264,0.70646077,-0.70642960,0.91365330,-0.91379167,0.59123192,-0.59109564,0.00000000,-0.00000000
-5.74787394,2.91470291,-2.91466962,0.46542109,-0.46527333,0.97824986,-0.97816801,0.00121163,-0.00121153,0.53445120,-0.53457132,0.69221134,-0.69220717,0.91637779,-0.91656912,0.57168378,-0.57156111,0.00000000,-0.00000000
-5.74187094,2.89341550,-2.89348116,0.44269298,-0.44255598,0.98030541,-0.98023724,0.00122693,-0.00122689,0.53797381,-0.53812183,0.68019040,-0.68021116,0.92342993,-0.92366955,0.55375998,-0.55365288,0.00000000,-0.00000000
-5.73586793,2.88169745,-2.88185711,0.42138078,-0.42125711,0.98401382,-0.98396067,0.00125350,-0.00125352,0.54379614,-0.54396778,0.67040194,-0.67044488,0.93461856,-0.93490074,0.53776179,-0.53767199,0.00000000,-0.00000000
-5.72986493,2.87958268,-2.87982943,0.40185193,-0.40174393,0.98950653,-0.98946947,0.00129160,-0.00129168,0.55167173,-0.55186219,0.66279592,-0.66285773,0.94966893,-0.94998703,0.52395668,-0.52388560,0.00000000,-0.00000000
-5.72386193,2.88690521,-2.88723035,0.38443836,-0.38434808,0.99687252,-0.99685233,0.00134121,-0.00134134,0.56130983,-0.56151382,0.65727177,-0.65734864,0.96822819,-0.96857476,0.51257187,-0.51252063,0.00000000,-0.00000000
-5.71785893,2.90330528,-2.90369856,0.36943050,-0.36935963,1.00615539,-1.00615255,0.00140202,-0.00140222,0.57238336,-0.57259529,0.65368360,-0.65377138,0.98987327,-0.99024027,0.50378859,-0.50375795,0.00000000,-0.00000000
-5.71185593,2.92824045,-2.92869037,0.35707213,-0.35702202,1.01735131,-1.01736600,0.00147346,-0.00147372,0.58453834,-0.58475247,0.65184702,-0.65194135,1.01412107,-1.01450004,0.49773689,-0.49772724,0.00000000,-0.00000000
-5.70585293,2.96100126,-2.96149536,0.34755639,-0.34752798,1.03040815,-1.03044019,0.00155469,-0.00155501,0.59740433,-0.59761493,0.65154716,-0.65164361,1.04044045,-1.04082275,0.49449144,-0.49450276,0.00000000,-0.00000000
-5.69984992,3.00073086,-3.00125611,0.34102264,-0.34101647,1.04522555,-1.04527447,0.00164461,-0.00164498,0.61060542,-0.61080694,0.65254756,-0.65264182,1.06826570,-1.06864275,0.49406828,-0.49410015,0.00000000,-0.00000000
-5.69384692,3.04644795,-3.04699108,0.33755455,-0.33757077,1.06165636,-1.06172137,0.00174190,-0.00174231,0.62377140,-0.62395864,0.65459953,-0.65468751,1.09701101,-1.09737448,0.49642284,-0.49647443,0.00000000,-0.00000000
-5.68784392,3.09707227,-3.09762014,0.33717913,-0.33721749,1.07950923,-1.07958923,0.00184502,-0.00184548,0.63654871,-0.63671698,0.65745152,-0.65752953,1.12608531,-1.12642738,0.50144927,-0.50151933,0.00000000,-0.00000000
-5.68184092,3.15145190,-3.15199184,0.33986690,-0.33992674,1.09855252,-1.09864614,0.00195229,-0.00195278,0.64861059,-0.64875582,0.66085815,-0.66092298,1.15490710,-1.15522066,0.50898123,-0.50906812,0.00000000,-0.00000000
-5.67583792,3.20839155,-3.20891167,0.34553300,-0.34561329,1.11851949,-1.11862509,0.00206190,-0.00206242,0.65966619,-0.65978508,0.66458841,-0.66463749,1.18291872,-1.18319753,0.51879425,-0.51889600,0.00000000,-0.00000000
-5.66983492,3.26668118,-3.26717068,0.35403942,-0.35413878,1.13911470,-1.13923043,0.00217198,-0.00217251,0.66946819,-0.66955827,0.66843279,-0.66846421,1.20959950,-1.20983836,0.53060971,-0.53072399,0.00000000,-0.00000000
-5.66383192,3.32512404,-3.32557340,0.36519814,-0.36531487,1.16002153,-1.16014537,0.00228061,-0.00228115,0.67781866,-0.67787836,0.67220896,-0.67222155,1.23447755,-1.23467240,0.54410040,-0.54422461,0.00000000,-0.00000000
-5.65782891,3.38256360,-3.38296483,0.37877520,-0.37890732,1.18091071,-1.18104051,0.00238591,-0.00238645,0.68457300,-0.68460165,0.67576588,-0.67575922,1.25713963,-1.25728765,0.55889761,-0.55902894,0.00000000,-0.00000000
-5.65182591,3.43790872,-3.43825544,0.39449572,-0.39464101,1.20144957,-1.20158310,0.00248607,-0.00248659,0.68964178,-0.68963963,0.67898614,-0.67896053,1.27723903,-1.27733863,0.57459974,-0.57473521,0.00000000,-0.00000000
-5.64582291,3.49015636,-3.49044390,0.41204961,-0.41220565,1.22131178,-1.22144680,0.00257938,-0.00257989,0.69299049,-0.69295864,0.68178655,-0.68174297,1.29450109,-1.29455195,0.59078213,-0.59091868,0.00000000,-0.00000000
-5.63981991,3.53841157,-3.53863697,0.43109810,-0.43126233,1.24018739,-1.24032169,0.00266432,-0.00266480,0.69463729,-0.69457764,0.68411704,-0.68405707,1.30872652,-1.30872949,0.60700792,-0.60714248,0.00000000,-0.00000000
-5.63381691,3.58190423,-3.58206622,0.45128085,-0.45145062,1.25779260,-1.25792408,0.00273953,-0.00273998,0.69464886,-0.69456397,0.68595805,-0.68588377,1.31979215,-1.31974920,0.62283976,-0.62296933,0.00000000,-0.00000000
-5.62781391,3.62000227,-3.62010115,0.47222346,-0.47239608,1.27387919,-1.27400593,0.00280389,-0.00280430,0.69313463,-0.69302763,0.68731652,-0.68723042,1.32764967,-1.32756372,0.63785182,-0.63797354,0.00000000,-0.00000000
-5.62181091,3.65222125,-3.65225878,0.49354547,-0.49371826,1.28824310,-1.28836338,0.00285651,-0.00285688,0.69023966,-0.69011408,0.68822097,-0.68812576,1.33232201,-1.33219684,0.65164191,-0.65175318,0.00000000,-0.00000000
-5.61580790,3.67823011,-3.67820935,0.51486840,-0.51503877,1.30073184,-1.30084422,0.00289677,-0.00289709,0.68613654,-0.68599618,0.68871580,-0.68861433,1.33389810,-1.33373811,0.66384330,-0.66394180,0.00000000,-0.00000000
-5.60980490,3.69785322,-3.69777827,0.53582386,-0.53598933,1.31125057,-1.31135390,0.00292427,-0.00292454,0.68101672,-0.68086548,0.68885529,-0.68875039,1.33252582,-1.33233590,0.67413562,-0.67421940,0.00000000,-0.00000000
-5.60380190,3.71106866,-3.71094455,0.55606145,-0.55621971,1.31976639,-1.31985991,0.00293890,-0.00293911,0.67508158,-0.67492331,0.68869762,-0.68859193,1.32840391,-1.32818921,0.68225469,-0.68232224,0.00000000,-0.00000000
-5.59779890,3.71800322,-3.71783556,0.57525623,-0.57540520,1.32631101,-1.32639429,0.00294073,-0.00294089,0.66853376,-0.66837212,0.68829918,-0.68819512,1.32177280,-1.32153856,0.68800076,-0.68805102,0.00000000,-0.00000000
-5.59179590,3.71892401,-3.71871887,0.59311568,-0.59325353,1.33098125,-1.33105428,0.00293009,-0.00293019,0.66156898,-0.66140732,0.68770964,-0.68760922,1.31290504,-1.31265643,0.69124477,-0.69127719,0.00000000,-0.00000000
-5.58579290,3.71422739,-3.71399103,0.60938579,-0.60951098,1.33393781,-1.33400093,0.00290746,-0.00290751,0.65436884,-0.65421006,0.68696786,-0.68687264,1.30209554,-1.30183744,0.69193251,-0.69194707,0.00000000,-0.00000000
-5.57978989,3.70442543,-3.70416412,0.62385628,-0.62396758,1.33540193,-1.33545588,0.00287348,-0.00287348,0.64709467,-0.64694116,0.68609884,-0.68600987,1.28965192,-1.28938885,0.69008632,-0.69008349,0.00000000,-0.00000000
-5.57378689,3.69013030,-3.68985014,0.63636456,-0.63646109,1.33565037,-1.33569624,0.00282895,-0.00282889,0.63988288,-0.63973647,0.68511194,-0.68502975,1.27588547,-1.27562141,0.68580423,-0.68578499,0.00000000,-0.00000000
-5.56778389,3.67203714,-3.67174390,0.64679861,-0.64687981,1.33500866,-1.33504786,0.00277470,-0.00277459,0.63284171,-0.63270362,0.68400035,-0.68392491,1.26110273,-1.26084109,0.67925671,-0.67922250,0.00000000,-0.00000000
-5.56178089,3.65090575,-3.65060479,0.65509834,-0.65516403,1.33384295,-1.33387715,0.00271168,-0.00271152,0.62604957,-0.62592042,0.68274161,-0.68267241,1.24559820,-1.24534172,0.67068075,-0.67063342,0.00000000,-0.00000000
-5.55577789,3.62754155,-3.62723771,0.66125565,-0.66130596,1.33255056,-1.33258167,0.00264084,-0.00264064,0.61955493,-0.61943477,0.68129939,-0.68123542,1.22964798,-1.22939876,0.66037183,-0.66031358,0.00000000,-0.00000000
-5.54977489,3.60277615,-3.60247369,0.66531298,-0.66534837,1.33154973,-1.33157982,0.00256315,-0.00256290,0.61337759,-0.61326593,0.67962603,-0.67956593,1.21350475,-1.21326422,0.64867377,-0.64860708,0.00000000,-0.00000000
-5.54377189,3.57744786,-3.57715046,0.66736049,-0.66738173,1.33126857,-1.33129982,0.00247958,-0.00247929,0.60751117,-0.60740710,0.67766587,-0.67760796,1.19739390,-1.19716285,0.63596692,-0.63589446,0.00000000,-0.00000000
-5.53776888,3.55238249,-3.55209323,0.66753189,-0.66754002,1.33213374,-1.33216834,0.00239105,-0.00239072,0.60192673,-0.60182892,0.67535895,-0.67530134,1.18151082,-1.18128947,0.62265515,-0.62257970,0.00000000,-0.00000000
-5.53176588,3.52837464,-3.52809603,0.66599912,-0.66599540,1.33455896,-1.33459908,0.00229848,-0.00229812,0.59657698,-0.59648386,0.67264492,-0.67258562,1.16601926,-1.16580735,0.60915201,-0.60907634,0.00000000,-0.00000000
-5.52576288,3.50616984,-3.50590382,0.66296590,-0.66295180,1.33893388,-1.33898157,0.00220273,-0.00220234,0.59140104,-0.59131088,0.66946682,-0.66940385,1.15105063,-1.15084748,0.59586662,-0.59579346,0.00000000,-0.00000000
-5.51975988,3.48644760,-3.48619563,0.65866057,-0.65863768,1.34561336,-1.34567049,0.00210461,-0.00210419,0.58632938,-0.58624037,0.66577457,-0.66570606,1.13670408,-1.13650870,0.58318988,-0.58312176,0.00000000,-0.00000000
-5.51375688,3.46980602,-3.46956907,0.65332829,-0.65329830,1.35490770,-1.35497589,0.00200490,-0.00200446,0.58128853,-0.58119889,0.66152789,-0.66145214,1.12304718,-1.12285837,0.57148133,-0.57142054,0.00000000,-0.00000000
-5.50775388,3.45674786,-3.45652650,0.64722296,-0.64718760,1.36707402,-1.36715460,0.00190433,-0.00190386,0.57620546,-0.57611355,0.65669844,-0.65661404,1.11011704,-1.10993347,0.56105734,-0.56100585,0.00000000,-0.00000000
-5.50175088,3.44766881,-3.44746322,0.64059917,-0.64056016,1.38230914,-1.38240307,0.00180358,-0.00180310,0.57101139,-0.57091576,0.65127128,-0.65117713,1.09792174,-1.09774204,0.55218089,-0.55214031,0.00000000,-0.00000000
-5.49574787,3.44284816,-3.44265815,0.63370441,-0.63366341,1.40074430,-1.40085214,0.00170331,-0.00170281,0.56564480,-0.56554425,0.64524528,-0.64514066,1.08644198,-1.08626481,0.54505353,-0.54502501,0.00000000,-0.00000000
-5.48974487,3.44244234,-3.44226739,0.62677186,-0.62673041,1.42244194,-1.42256385,0.00160413,-0.00160363,0.56005361,-0.55994727,0.63863287,-0.63851743,1.07563289,-1.07545701,0.53980951,-0.53979376,0.00000000,-0.00000000
-5.48374187,3.44648187,-3.44632116,0.62001404,-0.61997354,1.44739494,-1.44753064,0.00150663,-0.00150612,0.55419653,-0.55408382,0.63145885,-0.63133265,1.06542598,-1.06525029,0.53651255,-0.53650982,0.00000000,-0.00000000
-5.47773887,3.45487210,-3.45472450,0.61361752,-0.61357920,1.47552837,-1.47567715,0.00141134,-0.00141083,0.54804349,-0.54792418,0.62375865,-0.62362209,1.05573124,-1.05555479,0.53515527,-0.53516533,0.00000000,-0.00000000
-5.47173587,3.46739797,-3.46726207,0.60773890,-0.60770377,1.50670400,-1.50686475,0.00131878,-0.00131827,0.54157542,-0.54144958,0.61557602,-0.61542986,1.04643951,-1.04626152,0.53566116,-0.53568333,0.00000000,-0.00000000
-5.46573287,3.48373324,-3.48360736,0.60250214,-0.60247100,1.54072751,-1.54089874,0.00122941,-0.00122892,0.53478332,-0.53465134,0.60696052,-0.60680579,1.03742509,-1.03724498,0.53788915,-0.53792233,0.00000000,-0.00000000
-5.45972986,3.50345402,-3.50333626,0.59799735,-0.59797075,1.57735836,-1.57753829,0.00114367,-0.00114319,0.52766700,-0.52752949,0.59796478,-0.59780276,1.02854884,-1.02836619,0.54164045,-0.54168319,0.00000000,-0.00000000
-5.45372686,3.52605662,-3.52594486,0.59428100,-0.59425927,1.61632211,-1.61650872,0.00106193,-0.00106146,0.52023342,-0.52009121,0.58864197,-0.58847408,1.01966163,-1.01947617,0.54666745,-0.54671798,0.00000000,-0.00000000
-5.44772386,3.55097920,-3.55087120,0.59137745,-0.59136070,1.65732477,-1.65751587,0.00098452,-0.00098407,0.51249504,-0.51234911,0.57904340,-0.57887119,1.01060840,-1.01042000,0.55268421,-0.55274053,0.00000000,-0.00000000
-5.44172086,3.57762669,-3.57752014,0.58928180,-0.58926991,1.70006865,-1.70026199,0.00091170,-0.00091127,0.50446815,-0.50431958,0.56921663,-0.56904167,1.00123263,-1.00104128,0.55937813,-0.55943809,0.00000000,-0.00000000
-5.43571786,3.60539804,-3.60529060,0.58796362,-0.58795632,1.74426916,-1.74446253,0.00084369,-0.00084328,0.49617148,-0.49602141,0.55920401,-0.55902785,0.99138129,-0.99118708,0.56642238,-0.56648374,0.00000000,-0.00000000
-5.42971486,3.63371462,-3.63360407,0.58737161,-0.58736845,1.78967173,-1.78986307,0.00078062,-0.00078025,0.48762507,-0.48747461,0.54904179,-0.54886590,0.98091009,-0.98071317,0.57348838,-0.57354892,0.00000000,-0.00000000
-5.42371186,3.66204866,-3.66193296,0.58743865,-0.58743908,1.83606806,-1.83625552,0.00072259,-0.00072224,0.47884946,-0.47869970,0.53875976,-0.53858549,0.96968884,-0.96948946,0.58025805,-0.58031563,0.00000000,-0.00000000
-5.41770885,3.68995014,-3.68982756,0.58808723,-0.58809059,1.88331081,-1.88349289,0.00066959,-0.00066927,0.46986533,-0.46971727,0.52838146,-0.52821002,0.95760678,-0.95740523,0.58643520,-0.58648781,0.00000000,-0.00000000
-5.41170585,3.71707098,-3.71694017,0.58923470,-0.58924029,1.93132592,-1.93150151,0.00062157,-0.00062128,0.46069338,-0.46054791,0.51792480,-0.51775720,0.94457749,-0.94437413,0.59175554,-0.59180141,0.00000000,-0.00000000
-5.40570285,3.74318482,-3.74304490,0.59079831,-0.59080541,1.98012181,-1.98029026,0.00057842,-0.00057816,0.45135454,-0.45121245,0.50740304,-0.50724010,0.93054319,-0.93033844,0.59599516,-0.59603279,0.00000000,-0.00000000
-5.39969985,3.76820158,-3.76805222,0.59269974,-0.59270762,2.02979468,-2.02995585,0.00053996,-0.00053973,0.44187040,-0.44173231,0.49682597,-0.49666833,0.91547814,-0.91527248,0.59897692,-0.59900512,0.00000000,-0.00000000
-5.39369685,3.79217556,-3.79201703,0.59486880,-0.59487679,2.08052960,-2.08068383,0.00050597,-0.00050577,0.43226360,-0.43213004,0.48620127,-0.48604936,0.89939088,-0.89918488,0.60057477,-0.60059270,0.00000000,-0.00000000
-5.38769385,3.81530655,-3.81513970,0.59724639,-0.59725388,2.13259689,-2.13274505,0.00047618,-0.00047600,0.42255838,-0.42242971,0.47553578,-0.47538986,0.88232511,-0.88211940,0.60071573,-0.60072288,0.00000000,-0.00000000
-5.38169085,3.83793361,-3.83775991,0.59978644,-0.59979289,2.18634394,-2.18648734,0.00045026,-0.00045011,0.41278083,-0.41265730,0.46483666,-0.46469684,0.86435912,-0.86415441,0.59937966,-0.59937587,0.00000000,-0.00000000
-5.37568784,3.86052165,-3.86034313,0.60245696,-0.60246193,2.24218239,-2.24232276,0.00042790,-0.00042777,0.40295910,-0.40284086,0.45411241,-0.45397865,0.84560365,-0.84540070,0.59659686,-0.59658232,0.00000000,-0.00000000
-5.36968484,3.88364134,-3.88346048,0.60524009,-0.60524323,2.30057137,-2.30071073,0.00040872,-0.00040861,0.39312328,-0.39301038,0.44337354,-0.44324568,0.82619827,-0.82599793,0.59244377,-0.59241898,0.00000000,-0.00000000
-5.36368184,3.90794306,-3.90776275,0.60813132,-0.60813240,2.36199716,-2.36213779,0.00039236,-0.00039227,0.38330500,-0.38319741,0.43263302,-0.43251082,0.80630644,-0.80610960,0.58703704,-0.58700276,0.00000000,-0.00000000
-5.35767884,3.93412636,-3.93394973,0.61113807,-0.61113693,2.42695037,-2.42709463,0.00037845,-0.00037838,0.37353685,-0.37343446,0.42190639,-0.42178954,0.78610943,-0.78591699,0.58052629,-0.58048351,0.00000000,-0.00000000
-5.35167584,3.96290610,-3.96273641,0.61427752,-0.61427413,2.49590139,-2.49605163,0.00036663,-0.00036656,0.36385142,-0.36375410,0.41121162,-0.41109978,0.76579934,-0.76561223,0.57308600,-0.57303588,0.00000000,-0.00000000
-5.34567284,3.99497722,-3.99481767,0.61757428,-0.61756868,2.56927542,-2.56943385,0.00035653,-0.00035648,0.35428033,-0.35418787,0.40056878,-0.40046158,0.74557170,-0.74539081,0.56490697,-0.56485078,0.00000000,-0.00000000
