energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,1.75377877,-1.68441214,0.40940526,-0.38856602,0.26406589,-0.25332236,0.00325839,-0.00472403,0.50519079,-0.47589294,0.04274693,-0.04601494,0.33878225,-0.33268183
-5.99399700,1.78938285,-1.69874641,0.41849827,-0.39374016,0.26860260,-0.25393547,0.00279481,-0.00409931,0.51742289,-0.48279529,0.04199197,-0.04421450,0.34492859,-0.33426561
-5.98799400,1.82910744,-1.72166036,0.42808340,-0.40051308,0.27399533,-0.25602974,0.00238306,-0.00353403,0.53050140,-0.49184056,0.04154103,-0.04281067,0.35209973,-0.33773671
-5.98199100,1.87120053,-1.75181990,0.43774343,-0.40855044,0.27998382,-0.25941896,0.00202032,-0.00302707,0.54391595,-0.50263188,0.04135414,-0.04177914,0.35996241,-0.34284510
-5.97598799,1.91385968,-1.78768707,0.44705735,-0.41747614,0.28629711,-0.26388427,0.00170333,-0.00257638,0.55714637,-0.51471841,0.04138789,-0.04108820,0.36816958,-0.34929746
-5.96998499,1.95528588,-1.82756971,0.45561342,-0.42688451,0.29266145,-0.26918138,0.00142859,-0.00217919,0.56967829,-0.52760965,0.04159673,-0.04070011,0.37637065,-0.35676672
-5.96398199,1.99373614,-1.86967465,0.46302188,-0.43635326,0.29880813,-0.27504825,0.00119243,-0.00183219,0.58101836,-0.54079057,0.04193431,-0.04057248,0.38422152,-0.36490233
-5.95797899,2.02757314,-1.91216276,0.46892662,-0.44545677,0.30448092,-0.28121312,0.00099114,-0.00153164,0.59070855,-0.55373744,0.04235469,-0.04065972,0.39139421,-0.37334102
-5.95197599,2.05531042,-1.95320416,0.47301565,-0.45377934,0.30944294,-0.28740255,0.00082110,-0.00127362,0.59833899,-0.56593356,0.04281351,-0.04091447,0.39758570,-0.38171752
-5.94597299,2.07565182,-1.99103190,0.47502988,-0.46092795,0.31348276,-0.29334923,0.00067881,-0.00105408,0.60355913,-0.57688459,0.04326909,-0.04128898,0.40252582,-0.38967512
-5.93996998,2.08752403,-2.02399254,0.47477003,-0.46654408,0.31641960,-0.29879943,0.00056099,-0.00086902,0.60608673,-0.58613290,0.04368328,-0.04173636,0.40598388,-0.39687571
-5.93396698,2.09010154,-2.05059211,0.47210149,-0.47031429,0.31810761,-0.30351990,0.00046464,-0.00071455,0.60571455,-0.59327061,0.04402234,-0.04221182,0.40777409,-0.40300896
-5.92796398,2.08282343,-2.06953618,0.46695699,-0.47197915,0.31843885,-0.30730389,0.00038706,-0.00058701,0.60231453,-0.59795073,0.04425753,-0.04267369,0.40775938,-0.40780050
-5.92196098,2.06540166,-2.07976288,0.45933711,-0.47134035,0.31734535,-0.30997633,0.00032588,-0.00048301,0.59583949,-0.59989636,0.04436560,-0.04308438,0.40585373,-0.41101871
-5.91595798,2.03782127,-2.08046815,0.44930873,-0.46826571,0.31479984,-0.31139792,0.00027912,-0.00039950,0.58632232,-0.59890738,0.04432916,-0.04341109,0.40202304,-0.41248024
-5.90995498,2.00033256,-2.07112252,0.43700156,-0.46269206,0.31081552,-0.31146818,0.00024517,-0.00033380,0.57387288,-0.59486480,0.04413684,-0.04362645,0.39628443,-0.41205377
-5.90395198,1.95343616,-2.05147922,0.42260306,-0.45462590,0.30544467,-0.31012723,0.00022281,-0.00028362,0.55867280,-0.58773243,0.04378330,-0.04370895,0.38870419,-0.40966230
-5.89794897,1.89786185,-2.02157371,0.40635190,-0.44414199,0.29877642,-0.30735648,0.00021126,-0.00024707,0.54096845,-0.57755601,0.04326913,-0.04364318,0.37939448,-0.40528367
-5.89194597,1.83454215,-1.98171500,0.38853056,-0.43137986,0.29093366,-0.30317815,0.00021012,-0.00022271,0.52106256,-0.56446005,0.04260056,-0.04341993,0.36850899,-0.39894961
-5.88594297,1.76458203,-1.93246932,0.36945710,-0.41653869,0.28206928,-0.29765376,0.00021946,-0.00020950,0.49930473,-0.54864232,0.04178913,-0.04303616,0.35623764,-0.39074317
-5.87993997,1.68922597,-1.87463715,0.34947687,-0.39987065,0.27236199,-0.29088158,0.00023977,-0.00020686,0.47608133,-0.53036655,0.04085118,-0.04249476,0.34280076,-0.38079494
-5.87393697,1.60982365,-1.80922476,0.32895406,-0.38167311,0.26201171,-0.28299333,0.00027198,-0.00021462,0.45180520,-0.50995353,0.03980728,-0.04180421,0.32844277,-0.36927799
-5.86793397,1.52779567,-1.73741150,0.30826386,-0.36228013,0.25123489,-0.27415018,0.00031753,-0.00023308,0.42690544,-0.48777111,0.03868162,-0.04097814,0.31342571,-0.35640202
-5.86193097,1.44460029,-1.66051419,0.28778509,-0.34205354,0.24025976,-0.26453818,0.00037829,-0.00026297,0.40181777,-0.46422345,0.03750129,-0.04003475,0.29802285,-0.34240675
-5.85592796,1.36170239,-1.57995020,0.26789385,-0.32137397,0.22932175,-0.25436347,0.00045664,-0.00030548,0.37697559,-0.43974001,0.03629562,-0.03899620,0.28251254,-0.32755496
-5.84992496,1.28054535,-1.49720043,0.24895803,-0.30063229,0.21865920,-0.24384722,0.00055545,-0.00036225,0.35280214,-0.41476467,0.03509548,-0.03788787,0.26717253,-0.31212541
-5.84392196,1.20252658,-1.41377368,0.23133301,-0.28022166,0.20850943,-0.23322071,0.00067808,-0.00043539,0.32970377,-0.38974534,0.03393257,-0.03673772,0.25227483,-0.29640582
-5.83791896,1.12897706,-1.33117329,0.21535833,-0.26053036,0.19910521,-0.22272052,0.00082836,-0.00052746,0.30806447,-0.36512446,0.03283883,-0.03557549,0.23808140,-0.28068631
-5.83191596,1.06114511,-1.25086739,0.20135536,-0.24193578,0.19067183,-0.21258401,0.00101059,-0.00064150,0.28824167,-0.34133057,0.03184580,-0.03443201,0.22484051,-0.26525330
-5.82591296,1.00018440,-1.17426309,0.18962589,-0.22479949,0.18342458,-0.20304534,0.00122947,-0.00078097,0.27056329,-0.31877115,0.03098420,-0.03333854,0.21278410,-0.25038425
-5.81990995,0.94714592,-1.10268535,0.18045131,-0.20946352,0.17756681,-0.19433191,0.00149007,-0.00094978,0.25532585,-0.29782694,0.03028343,-0.03232613,0.20212582,-0.23634317
-5.81390695,0.90297356,-1.03736066,0.17409230,-0.19624763,0.17328844,-0.18666136,0.00179776,-0.00115222,0.24279356,-0.27884755,0.02977128,-0.03142508,0.19306004,-0.22337713
-5.80790395,0.86850285,-0.97940550,0.17078879,-0.18544778,0.17076483,-0.18023921,0.00215808,-0.00139294,0.23319821,-0.26214862,0.02947364,-0.03066445,0.18576149,-0.21171372
-5.80190095,0.84446205,-0.92981934,0.17075997,-0.17733525,0.17015612,-0.17525704,0.00257668,-0.00167687,0.22673954,-0.24801013,0.02941440,-0.03007172,0.18038566,-0.20155945
-5.79589795,0.83147520,-0.88948183,0.17420400,-0.17215657,0.17160669,-0.17189119,0.00305909,-0.00200917,0.22358604,-0.23667587,0.02961530,-0.02967249,0.17706968,-0.19309913
-5.78989495,0.83006622,-0.85915341,0.18129757,-0.17013368,0.17524487,-0.17030197,0.00361064,-0.00239509,0.22387585,-0.22835382,0.03009595,-0.02949026,0.17593360,-0.18649594
-5.78389195,0.84066344,-0.83947887,0.19219478,-0.17146450,0.18118266,-0.17063321,0.00423624,-0.00283988,0.22771769,-0.22321722,0.03087387,-0.02954640,0.17708200,-0.18189238
-5.77788894,0.86360416,-0.83099287,0.20702563,-0.17632330,0.18951554,-0.17301222,0.00494019,-0.00334868,0.23519148,-0.22140611,0.03196453,-0.02986005,0.18060569,-0.17941160
-5.77188594,0.89913840,-0.83412688,0.22589381,-0.18486094,0.20032208,-0.17754981,0.00572593,-0.00392629,0.24634880,-0.22302906,0.03338146,-0.03044823,0.18658336,-0.17915929
-5.76588294,0.94743180,-0.84921657,0.24887399,-0.19720474,0.21366349,-0.18434053,0.00659591,-0.00457711,0.26121290,-0.22816492,0.03513635,-0.03132590,0.19508318,-0.18122570
-5.75987994,1.00856719,-0.87650916,0.27600870,-0.21345787,0.22958295,-0.19346289,0.00755129,-0.00530486,0.27977836,-0.23686449,0.03723909,-0.03250610,0.20616401,-0.18568785
-5.75387694,1.08254474,-0.91617000,0.30730485,-0.23369822,0.24810479,-0.20497947,0.00859180,-0.00611247,0.30201044,-0.24915177,0.03969788,-0.03400011,0.21987636,-0.19261159
-5.74787394,1.16928089,-0.96828796,0.34273020,-0.25797671,0.26923343,-0.21893693,0.00971555,-0.00700186,0.32784403,-0.26502491,0.04251915,-0.03581759,0.23626286,-0.20205347
-5.74187094,1.26860591,-1.03287931,0.38220994,-0.28631522,0.29295225,-0.23536581,0.01091888,-0.00797377,0.35718265,-0.28445665,0.04570762,-0.03796671,0.25535825,-0.21406232
-5.73586793,1.38026070,-1.10988984,0.42562373,-0.31870401,0.31922228,-0.25428004,0.01219624,-0.00902760,0.38989720,-0.30739436,0.04926613,-0.04045419,0.27718887,-0.22868033
-5.72986493,1.50389293,-1.19919524,0.47280329,-0.35509908,0.34798090,-0.27567629,0.01354016,-0.01016124,0.42582506,-0.33375967,0.05319552,-0.04328541,0.30177167,-0.24594366
-5.72386193,1.63905314,-1.30059972,0.52353105,-0.39541937,0.37914060,-0.29953300,0.01494125,-0.01137096,0.46476938,-0.36344774,0.05749445,-0.04646434,0.32911277,-0.26588246
-5.71785893,1.78519129,-1.41383322,0.57753986,-0.43954424,0.41258786,-0.32580926,0.01638823,-0.01265132,0.50649897,-0.39632636,0.06215915,-0.04999346,0.35920560,-0.28852039
-5.71185593,1.94165418,-1.53854747,0.63451422,-0.48731131,0.44818236,-0.35444351,0.01786811,-0.01399515,0.55074882,-0.43223502,0.06718319,-0.05387361,0.39202881,-0.31387348
-5.70585293,2.10768451,-1.67431141,0.69409293,-0.53851497,0.48575645,-0.38535218,0.01936634,-0.01539348,0.59722145,-0.47098403,0.07255720,-0.05810378,0.42754396,-0.34194856
-5.69984992,2.28242185,-1.82060646,0.75587352,-0.59290578,0.52511516,-0.41842839,0.02086710,-0.01683567,0.64558920,-0.51235397,0.07826866,-0.06268085,0.46569330,-0.37274130
-5.69384692,2.46490631,-1.97682230,0.81941843,-0.65019100,0.56603677,-0.45354074,0.02235363,-0.01830946,0.69549760,-0.55609565,0.08430168,-0.06759930,0.50639759,-0.40623387
-5.68784392,2.65408502,-2.14225376,0.88426283,-0.71003637,0.60827402,-0.49053241,0.02380861,-0.01980117,0.74656977,-0.60193065,0.09063684,-0.07285094,0.54955443,-0.44239252
-5.68184092,2.84882205,-2.31609959,0.94992419,-0.77206940,0.65155606,-0.52922070,0.02521457,-0.02129590,0.79841192,-0.64955280,0.09725117,-0.07842458,0.59503697,-0.48116518
-5.67583792,3.04791188,-2.49746365,1.01591327,-0.83588423,0.69559119,-0.56939702,0.02655438,-0.02277784,0.85061994,-0.69863045,0.10411820,-0.08430581,0.64269354,-0.52247925
-5.66983492,3.25009647,-2.68535915,1.08174635,-0.90104808,0.74007046,-0.61082767,0.02781172,-0.02423056,0.90278681,-0.74881001,0.11120811,-0.09047685,0.69234799,-0.56623982
-5.66383192,3.45408605,-2.87871651,1.14695843,-0.96710932,0.78467204,-0.65325538,0.02897159,-0.02563745,0.95451097,-0.79972047,0.11848812,-0.09691648,0.74380130,-0.61232849
-5.65782891,3.65858332,-3.07639517,1.21111693,-1.03360713,0.82906652,-0.69640165,0.03002075,-0.02698208,1.00540522,-0.85097915,0.12592291,-0.10360008,0.79683421,-0.66060309
-5.65182591,3.86231057,-3.27719960,1.27383551,-1.10008243,0.87292283,-0.73997021,0.03094819,-0.02824870,1.05510591,-0.90219852,0.13347533,-0.11049987,0.85121112,-0.71089825
-5.64582291,4.06403931,-3.47989947,1.33478739,-1.16609001,0.91591497,-0.78365136,0.03174555,-0.02942268,1.10328239,-0.95299405,0.14110712,-0.11758525,0.90668518,-0.76302721
-5.63981991,4.26262129,-3.68325384,1.39371782,-1.23121134,0.95772912,-0.82712726,0.03240743,-0.03049096,1.14964603,-1.00299290,0.14877992,-0.12482339,0.96300454,-0.81678468
-5.63381691,4.45702015,-3.88603887,1.45045482,-1.29506784,0.99807116,-0.87007819,0.03293164,-0.03144255,1.19395877,-1.05184310,0.15645621,-0.13217989,1.01991942,-0.87195111
-5.62781391,4.64634211,-4.08707828,1.50491784,-1.35733391,1.03667427,-0.91218948,0.03331944,-0.03226891,1.23604059,-1.09922315,0.16410045,-0.13961966,1.07718992,-0.92829789
-5.62181091,4.82986455,-4.28527556,1.55712369,-1.41774933,1.07330630,-0.95315908,0.03357553,-0.03296432,1.27577566,-1.14485140,0.17168014,-0.14710791,1.13459411,-0.98559376
-5.61580790,5.00706076,-4.47964669,1.60718916,-1.47613033,1.10777670,-0.99270543,0.03370809,-0.03352624,1.31311671,-1.18849498,0.17916689,-0.15461115,1.19193595,-1.04361193
-5.60980490,5.17761935,-4.66935186,1.65532992,-1.53237873,1.13994261,-1.03057531,0.03372863,-0.03395548,1.34808727,-1.22997780,0.18653733,-0.16209832,1.24905270,-1.10213772
-5.60380190,5.34145674,-4.85372462,1.70185543,-1.58648855,1.16971376,-1.06655151,0.03365171,-0.03425638,1.38078150,-1.26918709,0.19377385,-0.16954184,1.30582119,-1.16097638
-5.59779890,5.49872135,-5.03229668,1.74715957,-1.63854956,1.19705594,-1.10045972,0.03349467,-0.03443680,1.41136134,-1.30607814,0.20086504,-0.17691850,1.36216251,-1.21996058
-5.59179590,5.64978837,-5.20481675,1.79170702,-1.68874716,1.22199267,-1.13217446,0.03327713,-0.03450811,1.44005087,-1.34067672,0.20780591,-0.18421032,1.41804471,-1.27895722
-5.58579290,5.79524440,-5.37126176,1.83601573,-1.73735840,1.24460489,-1.16162366,0.03302056,-0.03448495,1.46712783,-1.37307898,0.21459760,-0.19140502,1.47348306,-1.33787296
-5.57978989,5.93586162,-5.53183924,1.88063560,-1.78474374,1.26502853,-1.18879151,0.03274762,-0.03438495,1.49291245,-1.40344843,0.22124684,-0.19849630,1.52853771,-1.39665818
-5.57378689,6.07256186,-5.68697969,1.92612444,-1.83133475,1.28344986,-1.21371936,0.03248164,-0.03422831,1.51775383,-1.43201003,0.22776488,-0.20548375,1.58330864,-1.45530878
-5.56778389,6.20637149,-5.83731850,1.97302167,-1.87761759,1.30009877,-1.23650460,0.03224593,-0.03403733,1.54201429,-1.45904128,0.23416609,-0.21237232,1.63792786,-1.51386565
-5.56178089,6.33836863,-5.98366726,2.02182115,-1.92411310,1.31524008,-1.25729716,0.03206319,-0.03383580,1.56605234,-1.48486056,0.24046621,-0.21917146,1.69254933,-1.57241156
-5.55577789,6.46962503,-6.12697511,2.07294425,-1.97135370,1.32916333,-1.27629399,0.03195487,-0.03364837,1.59020487,-1.50981304,0.24668030,-0.22589386,1.74733677,-1.63106533
-5.54977489,6.60114514,-6.26828109,2.12671450,-2.01985829,1.34217134,-1.29373142,0.03194064,-0.03349987,1.61476949,-1.53425462,0.25282058,-0.23255382,1.80245027,-1.68997346
