energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.54377189,6.73380571,-6.40865941,2.18333523,-2.07010593,1.35456815,-1.30987574,0.03203787,-0.03341461,1.63998788,-1.55853458,0.25889418,-0.23916537,1.85803217,-1.74929943
-5.53776888,6.86829915,-6.54915978,2.24287155,-2.12250964,1.36664700,-1.32501239,0.03226125,-0.03341570,1.66603111,-1.58297771,0.26490102,-0.24574017,1.91419322,-1.80921103
-5.53176588,7.00508426,-6.69074565,2.30523794,-2.17739153,1.37867884,-1.33943425,0.03262244,-0.03352436,1.69298779,-1.60786673,0.27083197,-0.25228534,1.97099992,-1.86986636
-5.52576288,7.14434746,-6.83423339,2.37019235,-2.23496061,1.39090220,-1.35342948,0.03312984,-0.03375936,1.72085590,-1.63342601,0.27666737,-0.25880131,2.02846376,-1.93139917
-5.51975988,7.28597747,-6.98023578,2.43733777,-2.29529448,1.40351480,-1.36726960,0.03378854,-0.03413648,1.74953905,-1.65980737,0.28237619,-0.26527993,2.08653335,-1.99390426
-5.51375688,7.42955570,-7.12911299,2.50613141,-2.35832629,1.41666759,-1.38119846,0.03460024,-0.03466806,1.77884755,-1.68707899,0.28791576,-0.27170282,2.14508989,-2.05742392
-5.50775388,7.57436375,-7.28093431,2.57590177,-2.42383775,1.43046152,-1.39542251,0.03556339,-0.03536269,1.80850457,-1.71521804,0.29323242,-0.27804027,2.20394664,-2.12193607
-5.50175088,7.71940850,-7.43545313,2.64587296,-2.49145904,1.44494722,-1.41010320,0.03667332,-0.03622501,1.83815746,-1.74410776,0.29826277,-0.28425070,2.26285241,-2.18734505
-5.49574787,7.86346427,-7.59209753,2.71519559,-2.56067609,1.46012772,-1.42535167,0.03792252,-0.03725555,1.86739377,-1.77353935,0.30293597,-0.29028077,2.32149919,-2.25347570
-5.48974487,8.00513032,-7.74997768,2.78298293,-2.63084527,1.47596394,-1.44122624,0.03930094,-0.03845086,1.89576145,-1.80321889,0.30717660,-0.29606639,2.37953356,-2.32007125
-5.48374187,8.14290124,-7.90791071,2.84835071,-2.70121527,1.49238274,-1.45773287,0.04079626,-0.03980350,1.92279237,-1.83277916,0.31090826,-0.30153431,2.43657125,-2.38679536
-5.47773887,8.27524642,-8.06446258,2.91045880,-2.77095541,1.50928691,-1.47482852,0.04239432,-0.04130239,1.94802799,-1.86179604,0.31405771,-0.30660466,2.49221416,-2.45323858
-5.47173587,8.40069463,-8.21800553,2.96855263,-2.83918936,1.52656655,-1.49242730,0.04407940,-0.04293302,1.97104590,-1.88980885,0.31655921,-0.31119410,2.54606883,-2.51892886
-5.46573287,8.51791894,-8.36678882,3.02200230,-2.90503290,1.54411097,-1.51040914,0.04583455,-0.04467791,1.99148586,-1.91634380,0.31835903,-0.31521955,2.59776534,-2.58334609
-5.45972986,8.62581709,-8.50901954,3.07033722,-2.96763408,1.56182048,-1.52863040,0.04764194,-0.04651699,2.00907388,-1.94093937,0.31941973,-0.31860235,2.64697542,-2.64593979
-5.45372686,8.72358264,-8.64294966,3.11327450,-3.02621376,1.57961704,-1.54693588,0.04948301,-0.04842807,2.02364297,-1.96317242,0.31972406,-0.32127267,2.69342881,-2.70614942
-5.44772386,8.81076254,-8.76696488,3.15073927,-3.08010471,1.59745329,-1.56517148,0.05133879,-0.05038738,2.03514920,-1.98268379,0.31927811,-0.32317394,2.73692679,-2.76342612
-5.44172086,8.88729764,-8.87967077,3.18287579,-3.12878724,1.61531909,-1.58319677,0.05319001,-0.05237002,2.04368223,-1.99920171,0.31811368,-0.32426696,2.77735222,-2.81725513
-5.43571786,8.95354319,-8.97997133,3.21004846,-3.17191935,1.63324514,-1.60089669,0.05501728,-0.05435050,2.04946924,-2.01256205,0.31628946,-0.32453368,2.81467524,-2.86717750
-5.42971486,9.01026794,-9.06713591,3.23283240,-3.20935987,1.65130352,-1.61819161,0.05680120,-0.05630316,2.05287210,-2.02272393,0.31389111,-0.32398011,2.84895462,-2.91281016
-5.42371186,9.05863129,-9.14085036,3.25199375,-3.24118305,1.66960473,-1.63504514,0.05852245,-0.05820268,2.05437743,-2.02977981,0.31102993,-0.32263850,2.88033445,-2.95386338
-5.41770885,9.10013924,-9.20124944,3.26846048,-3.26768368,1.68829161,-1.65146910,0.06016196,-0.06002448,2.05457990,-2.03395922,0.30784032,-0.32056828,2.90903652,-2.99015456
-5.41170585,9.13658121,-9.24892840,3.28328481,-3.28937215,1.70753026,-1.66752534,0.06170101,-0.06174512,2.05415948,-2.03562584,0.30447602,-0.31785598,2.93534875,-3.02161784
-5.40570285,9.16995067,-9.28493252,3.29759891,-3.30695939,1.72749856,-1.68332413,0.06312137,-0.06334264,2.05385341,-2.03526761,0.30110511,-0.31461374,2.95961048,-3.04830886
-5.39969985,9.20235343,-9.31072474,3.31256593,-3.32133208,1.74837284,-1.69901927,0.06440557,-0.06479692,2.05442422,-2.03348036,0.29790423,-0.31097675,2.98219541,-3.07040466
-5.39369685,9.23590839,-9.32813276,3.32932846,-3.33351906,1.77031356,-1.71479998,0.06553707,-0.06608992,2.05662538,-2.03094535,0.29505198,-0.30709935,3.00349317,-3.08819850
-5.38769385,9.27264550,-9.33927772,3.34895700,-3.34465047,1.79345075,-1.73088008,0.06650058,-0.06720597,2.06116588,-2.02840188,0.29272195,-0.30315025,3.02389061,-3.10209008
-5.38169085,9.31440628,-9.34648806,3.37240069,-3.35591115,1.81787017,-1.74748501,0.06728237,-0.06813197,2.06867573,-2.02661602,0.29107562,-0.29930679,3.04375374,-3.11257147
-5.37568784,9.36275183,-9.35220253,3.40044279,-3.36849064,1.84360095,-1.76483743,0.06787065,-0.06885755,2.07967388,-2.02634692,0.29025544,-0.29574865,3.06341148,-3.12020965
-5.36968484,9.41888305,-9.35886710,3.43366296,-3.38353196,1.87060561,-1.78314214,0.06825588,-0.06937525,2.09454015,-2.02831247,0.29037843,-0.29265112,3.08314190,-3.12562644
-5.36368184,9.48357704,-9.36883084,3.47240829,-3.40208159,1.89877290,-1.80257127,0.06843118,-0.06968059,2.11349260,-2.03315563,0.29153054,-0.29017846,3.10316179,-3.12947675
-5.35767884,9.55714301,-9.38424589,3.51677431,-3.42504305,1.92791425,-1.82325056,0.06839266,-0.06977214,2.13657142,-2.04141339,0.29376214,-0.28847730,3.12361994,-3.13242631
-5.35167584,9.63939973,-9.40697621,3.56659724,-3.45313624,1.95776391,-1.84524753,0.06813974,-0.06965161,2.16363021,-2.05348964,0.29708470,-0.28767072,3.14459464,-3.13512987
-5.34567284,9.72967584,-9.43851961,3.62145762,-3.48686464,1.98798302,-1.86856227,0.06767535,-0.06932373,2.19433516,-2.06963338,0.30146897,-0.28785301,3.16609518,-3.13821076
-5.33966983,9.82683281,-9.47994658,3.68069544,-3.52649179,2.01816758,-1.89312139,0.06700617,-0.06879630,2.22817224,-2.08992326,0.30684468,-0.28908545,3.18806740,-3.14224288
-5.33366683,9.92930950,-9.53185867,3.74343585,-3.57202825,2.04785979,-1.91877554,0.06614263,-0.06808003,2.26446200,-2.11425932,0.31310175,-0.29139328,3.21040276,-3.14773559
-5.32766383,10.03518591,-9.59436801,3.80862452,-3.62322968,2.07656257,-1.94530057,0.06509894,-0.06718844,2.30238165,-2.14236211,0.32009316,-0.29476393,3.23295038,-3.15512218
-5.32166083,10.14226292,-9.66709839,3.87507057,-3.67960606,2.10375635,-1.97240253,0.06389292,-0.06613764,2.34099306,-2.17377943,0.32763904,-0.29914663,3.25553112,-3.16475213
-5.31565783,10.24815373,-9.74920746,3.94149529,-3.74044144,2.12891740,-1.99972595,0.06254574,-0.06494612,2.37927573,-2.20790018,0.33553225,-0.30445345,3.27795290,-3.17688716
-5.30965483,10.35038244,-9.83942788,4.00658398,-3.80482334,2.15153687,-2.02686519,0.06108155,-0.06363449,2.41616303,-2.24397464,0.34354477,-0.31056149,3.30002609,-3.19170101
-5.30365183,10.44648446,-9.93612508,4.06903846,-3.87168002,2.17113937,-2.05337813,0.05952700,-0.06222515,2.45058014,-2.28114030,0.35143504,-0.31731649,3.32157796,-3.20928231
-5.29764882,10.53410355,-10.03736776,4.12762739,-3.93982377,2.18730032,-2.07880149,0.05791065,-0.06074194,2.48148192,-2.31845183,0.35895562,-0.32453728,3.34246497,-3.22964011
-5.29164582,10.61108047,-10.14100700,4.18123205,-4.00799784,2.19966106,-2.10266685,0.05626229,-0.05920971,2.50788901,-2.35491376,0.36586112,-0.33202128,3.36258212,-3.25271127
-5.28564282,10.67552845,-10.24475955,4.22888503,-4.07492466,2.20794093,-2.12451663,0.05461221,-0.05765391,2.52892058,-2.38951454,0.37191594,-0.33955054,3.38186834,-3.27836873
-5.27963982,10.72589179,-10.34629057,4.26980008,-4.13935266,2.21194561,-2.14391898,0.05299043,-0.05610012,2.54382220,-2.42126016,0.37690153,-0.34689823,3.40030730,-3.30642997
-5.27363682,10.76098453,-10.44329157,4.30339138,-4.20009938,2.21157140,-2.16048101,0.05142585,-0.05457346,2.55198783,-2.44920605,0.38062297,-0.35383529,3.41792347,-3.33666455
-5.26763382,10.78000745,-10.53354940,4.32928169,-4.25608865,2.20680506,-2.17385953,0.04994548,-0.05309816,2.55297497,-2.47248584,0.38291453,-0.36013708,3.43477315,-3.36880033
-5.26163082,10.78254298,-10.61500342,4.34729879,-4.30638005,2.19771933,-2.18376881,0.04857362,-0.05169693,2.54651253,-2.49033583,0.38364413,-0.36558969,3.45093087,-3.40252744
-5.25562781,10.76852879,-10.68578814,4.35746094,-4.35018930,2.18446435,-2.18998516,0.04733114,-0.05039039,2.53250142,-2.50211437,0.38271648,-0.36999579,3.46647189,-3.43749987
-5.24962481,10.73821221,-10.74426035,4.35995229,-4.38689883,2.16725555,-2.19234814,0.04623485,-0.04919658,2.51100797,-2.50731552,0.38007493,-0.37317986,3.48145155,-3.47333460
-5.24362181,10.69208888,-10.78901036,4.35508998,-4.41605841,2.14635867,-2.19075852,0.04529689,-0.04813039,2.48225109,-2.50557679,0.37570188,-0.37499256,3.49588298,-3.50960826
-5.23761881,10.63082978,-10.81885824,4.34328515,-4.43737625,2.12207282,-2.18517335,0.04452435,-0.04720308,2.44658388,-2.49668094,0.36961793,-0.37531428,3.50971446,-3.54585205
-5.23161581,10.55520178,-10.83283700,4.32500033,-4.45070172,2.09471267,-2.17559860,0.04391899,-0.04642187,2.40447109,-2.48055231,0.36187987,-0.37405765,3.52280812,-3.58154540
-5.22561281,10.46598711,-10.83016534,4.30070608,-4.45600125,2.06459073,-2.16208011,0.04347708,-0.04578962,2.35646374,-2.45724815,0.35257749,-0.37116907,3.53492163,-3.61610948
-5.21960980,10.36390716,-10.81021331,4.27083961,-4.45332935,2.03200082,-2.14469344,0.04318950,-0.04530461,2.30317237,-2.42694596,0.34182967,-0.36662927,3.54569448,-3.64890153
-5.21360680,10.24955570,-10.77246473,4.23576802,-4.44279718,1.99720375,-2.12353350,0.04304193,-0.04496045,2.24524043,-2.38992766,0.32977970,-0.36045278,3.55464018,-3.67921111
-5.20760380,10.12334626,-10.71648006,4.19575856,-4.42454089,1.96041599,-2.09870473,0.04301530,-0.04474614,2.18331912,-2.34656169,0.31659019,-0.35268663,3.56114552,-3.70625947
-5.20160080,9.98547684,-10.64186348,4.15095771,-4.39869231,1.92180199,-2.07031252,0.04308632,-0.04464623,2.11804489,-2.29728424,0.30243777,-0.34340812,3.56447755,-3.72920288
-5.19559780,9.83591465,-10.54823741,4.10138041,-4.36535396,1.88147058,-2.03845641,0.04322824,-0.04464126,2.05002064,-2.24258046,0.28750779,-0.33272189,3.56379866,-3.74714074
-5.18959480,9.67440167,-10.43522702,4.04690998,-4.32458038,1.83947550,-2.00322566,0.04341167,-0.04470820,1.97980116,-2.18296668,0.27198916,-0.32075640,3.55818929,-3.75912893
-5.18359180,9.50048067,-10.30245637,3.98730883,-4.27636697,1.79582009,-1.96469731,0.04360558,-0.04482113,1.90788338,-2.11897443,0.25606956,-0.30765994,3.54667781,-3.76419844
-5.17758879,9.31353996,-10.14955698,3.92223890,-4.22064716,1.75046564,-1.92293684,0.04377828,-0.04495206,1.83470131,-2.05113685,0.23993116,-0.29359634,3.52827610,-3.76137904
-5.17158579,9.11287393,-9.97618854,3.85129072,-4.15729820,1.70334284,-1.87800135,0.04389850,-0.04507174,1.76062549,-1.97997774,0.22374690,-0.27874044,3.50201941,-3.74972732
-5.16558279,8.89775519,-9.78207036,3.77401895,-4.08615490,1.65436556,-1.82994500,0.04393641,-0.04515065,1.68596661,-1.90600361,0.20767735,-0.26327360,3.46700838,-3.72835801
-5.15957979,8.66751376,-9.56702148,3.68998216,-4.00703041,1.60344604,-1.77882606,0.04386458,-0.04515999,1.61098234,-1.82969857,0.19186837,-0.24737925,3.42245127,-3.69647727
