energy_ev,total_up,Cu_p_up,Cu_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.70585293,3.73873697,0.36064595,1.69611966,1.56408579,0.57019109,0.00057978,0.75731106,0.00412527,0.94899413
-5.69984992,3.57660361,0.33920448,1.63043532,1.49545786,0.54585512,0.00052457,0.71698711,0.00403820,0.90677081
-5.69384692,3.41516354,0.31922197,1.56514069,1.42489571,0.52134605,0.00047193,0.67571153,0.00403098,0.86621871
-5.68784392,3.25561025,0.30082248,1.50066424,1.35316712,0.49683647,0.00042231,0.63393681,0.00410270,0.82752142
-5.68184092,3.09905836,0.28410445,1.43740408,1.28101556,0.47248924,0.00037606,0.59210402,0.00425239,0.79082494
-5.67583792,2.94652748,0.26913914,1.37572292,1.20914702,0.44845598,0.00033343,0.55063422,0.00447892,0.75623718
-5.66983492,2.79892724,0.25596927,1.31594294,1.13821806,0.42487572,0.00029458,0.50992049,0.00478082,0.72382795
-5.66383192,2.65704404,0.24460816,1.25834101,1.06882555,0.40187380,0.00025957,0.47032102,0.00515613,0.69362930
-5.65782891,2.52153007,0.23503929,1.20314454,1.00149804,0.37956097,0.00022842,0.43215327,0.00560229,0.66563630
-5.65182591,2.39289521,0.22721631,1.15052836,0.93668931,0.35803271,0.00020103,0.39568946,0.00611587,0.63980843
-5.64582291,2.27150232,0.22106375,1.10061283,0.87477387,0.33736867,0.00017726,0.36115339,0.00669249,0.61607153
-5.63981991,2.15756608,0.21647820,1.05346347,0.81604476,0.31763248,0.00015694,0.32871877,0.00732662,0.59432032
-5.63381691,2.05115593,0.21333020,1.00909229,0.76071346,0.29887163,0.00013982,0.29850895,0.00801147,0.57442169
-5.62781391,1.95220286,0.21146677,0.96746091,0.70891201,0.28111771,0.00012565,0.27059802,0.00873896,0.55621852
-5.62181091,1.86051018,0.21071451,0.92848541,0.66069702,0.26438683,0.00011416,0.24501316,0.00949967,0.53953416
-5.61580790,1.77576798,0.21088336,0.89204289,0.61605557,0.24868036,0.00010504,0.22173822,0.01028291,0.52417752
-5.60980490,1.69757088,0.21177079,0.85797954,0.57491266,0.23398592,0.00009802,0.20071812,0.01107677,0.50994850
-5.60380190,1.62543845,0.21316656,0.82611988,0.53713989,0.22027864,0.00009279,0.18186411,0.01186841,0.49664387
-5.59779890,1.55883782,0.21485770,0.79627697,0.50256514,0.20752276,0.00008909,0.16505948,0.01264417,0.48406330
-5.59179590,1.49720740,0.21663377,0.76826302,0.47098284,0.19567339,0.00008665,0.15016562,0.01338996,0.47201538
-5.58579290,1.43998120,0.21829209,0.74190014,0.44216443,0.18467856,0.00008523,0.13702816,0.01409157,0.46032347
-5.57978989,1.38661255,0.21964297,0.71703066,0.41586872,0.17448140,0.00008462,0.12548293,0.01473506,0.44883119
-5.57378689,1.33659649,0.22051453,0.69352659,0.39185173,0.16502247,0.00008463,0.11536167,0.01530713,0.43740724
-5.56778389,1.28948989,0.22075717,0.67129782,0.36987575,0.15624207,0.00008511,0.10649715,0.01579559,0.42594950
-5.56178089,1.24492857,0.22024737,0.65029867,0.34971725,0.14808254,0.00008595,0.09872778,0.01618968,0.41438804
-5.55577789,1.20264065,0.21889074,0.63053245,0.33117350,0.14049046,0.00008707,0.09190137,0.01648044,0.40268711
-5.54977489,1.16245570,0.21662429,0.61205380,0.31406767,0.13341861,0.00008842,0.08587823,0.01666105,0.39084578
-5.54377189,1.12430930,0.21341761,0.59496871,0.29825229,0.12682760,0.00009001,0.08053328,0.01672702,0.37889732
-5.53776888,1.08824281,0.20927321,0.57943203,0.28361111,0.12068727,0.00009188,0.07575751,0.01667636,0.36690719
-5.53176588,1.05439848,0.20422582,0.56564280,0.27005934,0.11497753,0.00009412,0.07145856,0.01650966,0.35496981
-5.52576288,1.02301008,0.19834071,0.55383724,0.25754230,0.10968893,0.00009685,0.06756060,0.01623003,0.34320412
-5.51975988,0.99438956,0.19171128,0.54427995,0.24603286,0.10482259,0.00010025,0.06400359,0.01584306,0.33174814
-5.51375688,0.96891030,0.18445578,0.53725347,0.23552759,0.10038985,0.00010452,0.06074205,0.01535655,0.32075266
-5.50775388,0.94698776,0.17671356,0.53304683,0.22604212,0.09641138,0.00010992,0.05774331,0.01478029,0.31037450
-5.50175088,0.92905844,0.16864083,0.53194333,0.21760581,0.09291592,0.00011672,0.05498560,0.01412571,0.30076940
-5.49574787,0.91555799,0.16040623,0.53420827,0.21025616,0.08993873,0.00012525,0.05245592,0.01340549,0.29208496
-5.48974487,0.90689950,0.15218633,0.54007706,0.20403306,0.08751973,0.00013584,0.05014779,0.01263320,0.28445396
-5.48374187,0.90345287,0.14416121,0.54974420,0.19897336,0.08570147,0.00014885,0.04805916,0.01182282,0.27798820
-5.47773887,0.90552613,0.13651036,0.56335362,0.19510585,0.08452698,0.00016464,0.04619039,0.01098839,0.27277327
-5.47173587,0.91334941,0.12940887,0.58099072,0.19244690,0.08403754,0.00018358,0.04454248,0.01014361,0.26886443
-5.46573287,0.92706220,0.12302423,0.60267661,0.19099689,0.08427060,0.00020602,0.04311553,0.00930147,0.26628362
-5.45972986,0.94670428,0.11751350,0.62836444,0.19073762,0.08525765,0.00023230,0.04190754,0.00847400,0.26501794
-5.45372686,0.97221062,0.11302121,0.65793835,0.19163065,0.08702233,0.00026269,0.04091354,0.00767200,0.26501942
-5.44772386,1.00341025,0.10967768,0.69121475,0.19361660,0.08957881,0.00029746,0.04012506,0.00690487,0.26620619
-5.44172086,1.04002915,0.10759793,0.72794608,0.19661552,0.09293025,0.00033677,0.03952985,0.00618051,0.26846492
-5.43571786,1.08169672,0.10688108,0.76782678,0.20052796,0.09706771,0.00038073,0.03911194,0.00550527,0.27165433
-5.42971486,1.12795561,0.10761012,0.81050135,0.20523692,0.10196928,0.00042935,0.03885195,0.00488394,0.27560974
-5.42371186,1.17827442,0.10985207,0.85557418,0.21061039,0.10759954,0.00048254,0.03872758,0.00431984,0.28014822
-5.41770885,1.23206269,0.11365835,0.90262085,0.21650437,0.11390940,0.00054010,0.03871423,0.00381487,0.28507430
-5.41170585,1.28868778,0.11906546,0.95120060,0.22276621,0.12083624,0.00060171,0.03878576,0.00336968,0.29018592
-5.40570285,1.34749292,0.12609580,1.00086968,0.22923819,0.12830444,0.00066693,0.03891528,0.00298378,0.29528027
-5.39969985,1.40781604,0.13475862,1.05119510,0.23576110,0.13622626,0.00073521,0.03907593,0.00265577,0.30015956
-5.39369685,1.46900888,0.14505115,1.10176868,0.24217783,0.14450306,0.00080586,0.03924167,0.00238343,0.30463627
-5.38769385,1.53045584,0.15695994,1.15222085,0.24833673,0.15302690,0.00087812,0.03938796,0.00216394,0.30853784
-5.38169085,1.59159239,0.17046229,1.20223412,0.25409485,0.16168243,0.00095111,0.03949236,0.00199399,0.31171074
-5.37568784,1.65192239,0.18552803,1.25155570,0.25932081,0.17034914,0.00102387,0.03953508,0.00186999,0.31402370
-5.36968484,1.71103424,0.20212145,1.30000912,0.26389745,0.17890384,0.00109540,0.03949931,0.00178812,0.31537027
-5.36368184,1.76861535,0.22020363,1.34750438,0.26772406,0.18722339,0.00116467,0.03937158,0.00174453,0.31567044
-5.35767884,1.82446469,0.23973500,1.39404636,0.27071837,0.19518763,0.00123064,0.03914188,0.00173534,0.31487168
-5.35167584,1.87850296,0.26067831,1.43974106,0.27281816,0.20268235,0.00129229,0.03880377,0.00175680,0.31294916
-5.34567284,1.93078006,0.28300178,1.48479927,0.27398252,0.20960237,0.00134866,0.03835438,0.00180532,0.30990541
-5.33966983,1.98147949,0.30668252,1.52953731,0.27419281,0.21585444,0.00139888,0.03779430,0.00187752,0.30576936
-5.33366683,2.03091913,0.33171005,1.57437441,0.27345321,0.22136010,0.00144216,0.03712745,0.00197028,0.30059500
-5.32766383,2.07954819,0.35808981,1.61982645,0.27179098,0.22605814,0.00147787,0.03636088,0.00208077,0.29445953
-5.32166083,2.12793996,0.38584638,1.66649582,0.26925632,0.22990684,0.00150552,0.03550454,0.00220651,0.28746129
-5.31565783,2.17678008,0.41502647,1.71505727,0.26592179,0.23288562,0.00152479,0.03457099,0.00234532,0.27971722
-5.30965483,2.22685033,0.44570114,1.76623985,0.26188130,0.23499623,0.00153553,0.03357509,0.00249539,0.27136032
-5.30365183,2.27900806,0.47796734,1.82080513,0.25724874,0.23626328,0.00153777,0.03253365,0.00265526,0.26253664
-5.29764882,2.33416149,0.51194833,1.87952227,0.25215601,0.23673417,0.00153173,0.03146510,0.00282383,0.25340236
-5.29164582,2.39324152,0.54779300,1.94314048,0.24675067,0.23647823,0.00151777,0.03038908,0.00300036,0.24412050
-5.28564282,2.45717077,0.58567374,2.01236001,0.24119305,0.23558533,0.00149645,0.02932603,0.00318441,0.23485768
-5.27963982,2.52683093,0.62578303,2.08780252,0.23565298,0.23416364,0.00146843,0.02829674,0.00337589,0.22578081
-5.27363682,2.60302953,0.66832842,2.16998226,0.23030606,0.23233697,0.00143451,0.02732193,0.00357493,0.21705369
-5.26763382,2.68646745,0.71352615,2.25927937,0.22532959,0.23024141,0.00139558,0.02642175,0.00378191,0.20883374
-5.26163082,2.77770872,0.76159349,2.35591651,0.22089831,0.22802166,0.00135259,0.02561537,0.00399738,0.20126885
-5.25562781,2.87715375,0.81273982,2.45994032,0.21717985,0.22582699,0.00130654,0.02492041,0.00422198,0.19449440
-5.24962481,2.98501741,0.86715689,2.57120851,0.21433028,0.22380706,0.00125842,0.02435262,0.00445638,0.18863057
-5.24362181,3.10131306,0.92500836,2.68938369,0.21248968,0.22210766,0.00120923,0.02392534,0.00470120,0.18378003
-5.23761881,3.22584320,0.98641915,2.81393429,0.21177794,0.22086661,0.00115993,0.02364920,0.00495694,0.18002607
-5.23161581,3.35819743,1.05146476,2.94414279,0.21229091,0.22020993,0.00111141,0.02353175,0.00522389,0.17743118
-5.22561281,3.49775765,1.12016115,3.07912099,0.21409714,0.22024838,0.00106448,0.02357725,0.00550206,0.17603629
-5.21960980,3.64371034,1.19245546,3.21783165,0.21723518,0.22107456,0.00101987,0.02378642,0.00579111,0.17586051
-5.21360680,3.79506526,1.26821792,3.35911540,0.22171167,0.22276063,0.00097820,0.02415645,0.00609029,0.17690154
-5.20760380,3.95067955,1.34723542,3.50172175,0.22750025,0.22535673,0.00093998,0.02468093,0.00639842,0.17913668
-5.20160080,4.10928599,1.42920697,3.64434237,0.23454142,0.22889014,0.00090561,0.02535001,0.00671383,0.18252436
-5.19559780,4.26952405,1.51374135,3.78564510,0.24274337,0.23336530,0.00087539,0.02615061,0.00703439,0.18700629
-5.18959480,4.42997207,1.60035712,3.92430694,0.25198373,0.23876449,0.00084949,0.02706672,0.00735749,0.19250995
-5.18359180,4.58917920,1.68848522,4.05904435,0.26211228,0.24504928,0.00082798,0.02807979,0.00768009,0.19895146
-5.17758879,4.74569563,1.77747407,4.18863955,0.27295460,0.25216267,0.00081084,0.02916925,0.00799876,0.20623869
-5.17158579,4.89810003,1.86659737,4.31196171,0.28431642,0.26003167,0.00079798,0.03031299,0.00830977,0.21427442
-5.16558279,5.04502316,1.95506428,4.42798241,0.29598865,0.26857041,0.00078919,0.03148797,0.00860915,0.22295952
-5.15957979,5.18516741,2.04203198,4.53578512,0.30775297,0.27768347,0.00078424,0.03267085,0.00889278,0.23219589
-5.15357679,5.31732171,2.12662027,4.63456893,0.31938767,0.28726943,0.00078281,0.03383854,0.00915652,0.24188912
-5.14757379,5.44037240,2.20792785,4.72364722,0.33067364,0.29722428,0.00078455,0.03496882,0.00939629,0.25195076
-5.14157079,5.55331013,2.28505004,4.80244218,0.34140034,0.30744485,0.00078908,0.03604088,0.00960820,0.26229997
-5.13556778,5.65523395,2.35709725,4.87047660,0.35137139,0.31783185,0.00079598,0.03703582,0.00978862,0.27286463
-5.12956478,5.74535317,2.42321392,4.92736419,0.36040978,0.32829257,0.00080485,0.03793706,0.00993434,0.28358177
-5.12356178,5.82298815,2.48259723,4.97280006,0.36836247,0.33874309,0.00081525,0.03873066,0.01004257,0.29439733
-5.11755878,5.88757097,2.53451519,5.00655268,0.37510406,0.34911001,0.00082678,0.03940559,0.01011110,0.30526522
-5.11155578,5.93864686,2.57832343,5.02845848,0.38053975,0.35933157,0.00083903,0.03995383,0.01013831,0.31614586
-5.10555278,5.97587700,2.61348036,5.03842003,0.38460721,0.36935825,0.00085164,0.04037051,0.01012324,0.32700413
-5.09954977,5.99904322,2.63956010,5.03640825,0.38727749,0.37915286,0.00086428,0.04065378,0.01006560,0.33780702
-5.09354677,6.00805470,2.65626292,5.02246879,0.38855495,0.38869017,0.00087666,0.04080479,0.00996579,0.34852104
-5.08754377,6.00295643,2.66342288,4.99673223,0.38847624,0.39795615,0.00088856,0.04082746,0.00982490,0.35910955
-5.08154077,5.98393914,2.66101245,4.95942734,0.38710841,0.40694697,0.00089982,0.04072828,0.00964469,0.36953035
-5.07553777,5.95134989,2.64914407,4.91089638,0.38454629,0.41566771,0.00091033,0.04051607,0.00942755,0.37973358
-5.06953477,5.90570230,2.62806862,4.85161103,0.38090927,0.42413112,0.00092008,0.04020169,0.00917644,0.38966020
-5.06353177,5.84768567,2.59817099,4.78218750,0.37633763,0.43235628,0.00092911,0.03979773,0.00889488,0.39924115
-5.05752876,5.77817149,2.55996286,4.70339925,0.37098852,0.44036738,0.00093757,0.03931828,0.00858682,0.40839744
-5.05152576,5.69821661,2.51407306,4.61618574,0.36503180,0.44819257,0.00094565,0.03877862,0.00825660,0.41704116
-5.04552276,5.60906175,2.46123569,4.52165608,0.35864589,0.45586302,0.00095364,0.03819499,0.00790888,0.42507742
-5.03951976,5.51212479,2.40227653,4.42108625,0.35201367,0.46341209,0.00096188,0.03758433,0.00754853,0.43240736
-5.03351676,5.40898809,2.33809793,4.31590939,0.34531856,0.47087461,0.00097076,0.03696410,0.00718055,0.43893193
-5.02751376,5.30137956,2.26966269,4.20769871,0.33874091,0.47828624,0.00098070,0.03635202,0.00681001,0.44455641
-5.02151076,5.19114742,2.19797716,4.09814314,0.33245465,0.48568291,0.00099218,0.03576589,0.00644192,0.44919546
-5.01550775,5.08022911,2.12407394,3.98901613,0.32662426,0.49310004,0.00100565,0.03522335,0.00608120,0.45277839
-5.00950475,4.97061471,2.04899445,3.88213873,0.32140212,0.50057182,0.00102158,0.03474172,0.00573256,0.45525441
-5.00350175,4.86430605,1.97377168,3.77933783,0.31692617,0.50813019,0.00104038,0.03433768,0.00540046,0.45659748
-4.99749875,4.76327249,1.89941324,3.68240145,0.31331788,0.51580363,0.00106244,0.03402706,0.00508903,0.45681057
-4.99149575,4.66940485,1.82688509,3.59303253,0.31068050,0.52361571,0.00108809,0.03382453,0.00480200,0.45592888
-4.98549275,4.58446905,1.75709608,3.51280319,0.30909768,0.53158343,0.00111757,0.03374333,0.00454268,0.45402194
-4.97948974,4.51006104,1.69088345,3.44311129,0.30863229,0.53971540,0.00115103,0.03379488,0.00431389,0.45119422
-4.97348674,4.44756475,1.62899972,3.38514105,0.30932558,0.54800993,0.00118854,0.03398855,0.00411795,0.44758429
-4.96748374,4.39811455,1.57210093,3.33982938,0.31119661,0.55645314,0.00123005,0.03433124,0.00395665,0.44336233
-4.96148074,4.36256393,1.52073669,3.30783930,0.31424201,0.56501725,0.00127543,0.03482716,0.00383121,0.43872609
-4.95547774,4.34146135,1.47534213,3.28954157,0.31843610,0.57365911,0.00132441,0.03547753,0.00374233,0.43389546
-4.94947474,4.33503458,1.43623209,3.28500516,0.32373135,0.58231926,0.00137666,0.03628038,0.00369010,0.42910571
-4.94347174,4.34318403,1.40359758,3.29399709,0.33005925,0.59092152,0.00143175,0.03723039,0.00367412,0.42459985
-4.93746873,4.36548550,1.37750485,3.31599145,0.33733154,0.59937319,0.00148916,0.03831886,0.00369342,0.42062017
-4.93146573,4.40120225,1.35789701,3.35018719,0.34544190,0.60756607,0.00154832,0.03953373,0.00374651,0.41739962
-4.92546273,4.44930594,1.34459834,3.39553392,0.35426797,0.61537823,0.00160859,0.04085967,0.00383142,0.41515314
-4.91945973,4.50850575,1.33732112,3.45076450,0.36367371,0.62267648,0.00166931,0.04227838,0.00394574,0.41406941
-4.91345673,4.57728427,1.33567494,3.51443313,0.37351212,0.62931957,0.00172978,0.04376885,0.00408661,0.41430348
-4.90745373,4.65393905,1.33917809,3.58495712,0.38362810,0.63516188,0.00178929,0.04530778,0.00425078,0.41597036
-4.90145073,4.73662785,1.34727083,3.66066083,0.39386154,0.64005759,0.00184714,0.04687013,0.00443469,0.41914006
-4.89544772,4.82341601,1.35933008,3.73981993,0.40405032,0.64386499,0.00190261,0.04842959,0.00463445,0.42383409
-4.88944472,4.91232408,1.37468500,3.82070415,0.41403346,0.64645090,0.00195501,0.04995923,0.00484596,0.43002377
-4.88344172,5.00137392,1.39263306,3.90161723,0.42365398,0.64769479,0.00200368,0.05143212,0.00506493,0.43763012
-4.87743872,5.08863171,1.41245598,3.98093249,0.43276157,0.64749265,0.00204797,0.05282193,0.00528694,0.44652558
-4.87143572,5.17224658,1.43343517,4.05712308,0.44121506,0.64576018,0.00208726,0.05410353,0.00550754,0.45653732
-4.86543272,5.25048374,1.45486606,4.12878626,0.44888442,0.64243539,0.00212098,0.05525360,0.00572229,0.46745201
-4.85942971,5.32175143,1.47607116,4.19466121,0.45565253,0.63748036,0.00214858,0.05625106,0.00592686,0.47902190
-4.85342671,5.38462148,1.49641138,4.25364058,0.46141645,0.63088218,0.00216957,0.05707760,0.00611707,0.49097194
-4.84742371,5.43784342,1.51529546,4.30477591,0.46608840,0.62265303,0.00218348,0.05771794,0.00628904,0.50300766
-4.84142071,5.48035264,1.53218757,4.34727786,0.46959638,0.61282951,0.00218994,0.05816016,0.00643919,0.51482358
-4.83541771,5.51127322,1.54661287,4.38051191,0.47188449,0.60147119,0.00218860,0.05839585,0.00656436,0.52611181
-4.82941471,5.52991646,1.55816139,4.40399080,0.47291304,0.58865861,0.00217921,0.05842018,0.00666188,0.53657059
-4.82341171,5.53577599,1.56649017,4.41736471,0.47265839,0.57449079,0.00216160,0.05823191,0.00672961,0.54591254
-4.81740870,5.52852070,1.57132403,4.42041051,0.47111275,0.55908247,0.00213568,0.05783331,0.00676603,0.55387234
-4.81140570,5.50798651,1.57245531,4.41302095,0.46828382,0.54256116,0.00210148,0.05722997,0.00677024,0.56021361
-4.80540270,5.47416780,1.56974255,4.39519486,0.46419436,0.52506418,0.00205912,0.05643067,0.00674200,0.56473499
-4.79939970,5.42720933,1.56310870,4.36702894,0.45888175,0.50673588,0.00200886,0.05544704,0.00668176,0.56727496
-4.79339670,5.36739907,1.55253878,4.32871157,0.45239748,0.48772497,0.00195106,0.05429334,0.00659062,0.56771569
-4.78739370,5.29516218,1.53807731,4.28051874,0.44480656,0.46818229,0.00188620,0.05298618,0.00647034,0.56598551
-4.78139070,5.21105607,1.51982546,4.22281211,0.43618690,0.44825881,0.00181490,0.05154414,0.00632326,0.56206019
-4.77538769,5.11576632,1.49793811,4.15603853,0.42662845,0.42810411,0.00173786,0.04998755,0.00615229,0.55596297
-4.76938469,5.01010280,1.47262059,4.08073073,0.41623234,0.40786513,0.00165589,0.04833820,0.00596079,0.54776327
-4.76338169,4.89499568,1.44412517,3.99750829,0.40510966,0.38768530,0.00156988,0.04661900,0.00575255,0.53757440
-4.75737869,4.77149036,1.41274724,3.90707818,0.39338008,0.36770399,0.00148080,0.04485380,0.00553166,0.52555005
-4.75137569,4.64074084,1.37882087,3.81023411,0.38117025,0.34805611,0.00138964,0.04306712,0.00530244,0.51187998
-4.74537269,4.50400097,1.34271390,3.70785396,0.36861186,0.32887191,0.00129744,0.04128392,0.00506934,0.49678476
-4.73936968,4.36261305,1.30482233,3.60089487,0.35583953,0.31027691,0.00120522,0.03952937,0.00483686,0.48051003
-4.73336668,4.21799372,1.26556416,3.49038555,0.34298844,0.29239177,0.00111399,0.03782868,0.00460946,0.46332019
-4.72736368,4.07161695,1.22537245,3.37741577,0.33019190,0.27533225,0.00102474,0.03620682,0.00439149,0.44549182
-4.72136068,3.92499461,1.18468808,3.26312304,0.31757878,0.25920901,0.00093840,0.03468835,0.00418713,0.42730711
-4.71535768,3.77965471,1.14395193,3.14867689,0.30527096,0.24412739,0.00085581,0.03329710,0.00400030,0.40904730
-4.70935468,3.63711827,1.10359706,3.03526120,0.29338103,0.23018703,0.00077776,0.03205601,0.00383465,0.39098644
-4.70335168,3.49887533,1.06404084,2.92405513,0.28201003,0.21748145,0.00070494,0.03098673,0.00369349,0.37338564
-4.69734867,3.36636091,1.02567742,2.81621353,0.27124570,0.20609747,0.00063795,0.03010939,0.00357978,0.35648787
-4.69134567,3.24093185,0.98887079,2.71284732,0.26116104,0.19611461,0.00057730,0.02944223,0.00349610,0.34051355
-4.68534267,3.12384512,0.95394849,2.61500472,0.25181343,0.18760442,0.00052342,0.02900126,0.00344461,0.32565688
-4.67933967,3.01623835,0.92119647,2.52365378,0.24324426,0.18062982,0.00047664,0.02879990,0.00342705,0.31208307
-4.67333667,2.91911304,0.89085484,2.43966677,0.23547914,0.17524453,0.00043722,0.02884864,0.00344474,0.29992653
-4.66733367,2.83332068,0.86311501,2.36380668,0.22852870,0.17149246,0.00040535,0.02915466,0.00349851,0.28928977
-4.66133067,2.75955205,0.83811795,2.29671607,0.22238987,0.16940737,0.00038113,0.02972157,0.00358875,0.28024332
-4.65532766,2.69832961,0.81595364,2.23890819,0.21704768,0.16901261,0.00036464,0.03054908,0.00371534,0.27282628
-4.64932466,2.65000278,0.79666162,2.19076033,0.21247741,0.17032104,0.00035587,0.03163280,0.00387768,0.26704756
-4.64332166,2.61474587,0.78023261,2.15250921,0.20864702,0.17333522,0.00035478,0.03296413,0.00407463,0.26288773
