energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.85592796,0.46453857,0.08847412,0.09861976,0.00111631,0.03970622,0.18723462,0.00000000,0.16621191,0.02829661
-5.84992496,0.47133919,0.08775148,0.10208377,0.00090445,0.03866352,0.19124656,0.00000000,0.16311537,0.02824538
-5.84392196,0.47744445,0.08722855,0.10508511,0.00072799,0.03781284,0.19478179,0.00000000,0.16062709,0.02822554
-5.83791896,0.48233551,0.08677540,0.10754176,0.00058223,0.03708881,0.19764720,0.00000000,0.15849060,0.02819887
-5.83191596,0.48556168,0.08627753,0.10938530,0.00046284,0.03643232,0.19967689,0.00000000,0.15647520,0.02813157
-5.82591296,0.48675153,0.08563793,0.11056329,0.00036593,0.03579155,0.20073654,0.00000000,0.15438048,0.02799500
-5.81990995,0.48562137,0.08477861,0.11104096,0.00028802,0.03512283,0.20072671,0.00000000,0.15203972,0.02776617
-5.81390695,0.48198068,0.08364152,0.11080253,0.00022610,0.03439107,0.19958500,0.00000000,0.14932178,0.02742803
-5.80790395,0.47573440,0.08218882,0.10985184,0.00017753,0.03356994,0.19728705,0.00000000,0.14613184,0.02696961
-5.80190095,0.46688231,0.08040264,0.10821238,0.00014009,0.03264167,0.19384625,0.00000000,0.14241090,0.02638592
-5.79589795,0.45551538,0.07828421,0.10592673,0.00011193,0.03159668,0.18931242,0.00000000,0.13813420,0.02567773
-5.78989495,0.44180957,0.07585264,0.10305542,0.00009153,0.03043295,0.18376930,0.00000000,0.13330871,0.02485108
-5.78389195,0.42601722,0.07314319,0.09967526,0.00007769,0.02915521,0.17733120,0.00000000,0.12796982,0.02391683
-5.77788894,0.40845669,0.07020526,0.09587725,0.00006947,0.02777396,0.17013877,0.00000000,0.12217748,0.02288991
-5.77188594,0.38950044,0.06710016,0.09176414,0.00006619,0.02630447,0.16235429,0.00000000,0.11601186,0.02178868
-5.76588294,0.36956229,0.06389869,0.08744774,0.00006736,0.02476568,0.15415647,0.00000000,0.10956885,0.02063407
-5.75987994,0.34908418,0.06067862,0.08304603,0.00007272,0.02317910,0.14573513,0.00000000,0.10295542,0.01944883
-5.75387694,0.32852300,0.05752227,0.07868031,0.00008213,0.02156773,0.13728577,0.00000000,0.09628516,0.01825673
-5.74787394,0.30833787,0.05451401,0.07447234,0.00009561,0.01995515,0.12900445,0.00000000,0.08967403,0.01708184
-5.74187094,0.28897813,0.05173800,0.07054152,0.00011329,0.01836455,0.12108279,0.00000000,0.08323645,0.01594778
-5.73586793,0.27087250,0.04927599,0.06700232,0.00013540,0.01681802,0.11370352,0.00000000,0.07708192,0.01487712
-5.72986493,0.25441940,0.04720534,0.06396189,0.00016221,0.01533588,0.10703649,0.00000000,0.07131201,0.01389086
-5.72386193,0.23997862,0.04559720,0.06151781,0.00019408,0.01393621,0.10123510,0.00000000,0.06601804,0.01300795
-5.71785893,0.22786446,0.04451494,0.05975621,0.00023139,0.01263450,0.09643347,0.00000000,0.06127918,0.01224489
-5.71185593,0.21834012,0.04401265,0.05875002,0.00027452,0.01144341,0.09274395,0.00000000,0.05716111,0.01161552
-5.70585293,0.21161346,0.04413400,0.05855746,0.00032385,0.01037272,0.09025531,0.00000000,0.05371524,0.01113076
-5.69984992,0.20783401,0.04491112,0.05922082,0.00037974,0.00942935,0.08903129,0.00000000,0.05097825,0.01079850
-5.69384692,0.20709103,0.04636378,0.06076542,0.00044252,0.00861744,0.08910973,0.00000000,0.04897214,0.01062357
-5.68784392,0.20941271,0.04849874,0.06319880,0.00051245,0.00793863,0.09050202,0.00000000,0.04770456,0.01060770
-5.68184092,0.21476642,0.05130928,0.06651021,0.00058975,0.00739228,0.09319305,0.00000000,0.04716945,0.01074966
-5.67583792,0.22305990,0.05477503,0.07067033,0.00067457,0.00697584,0.09714155,0.00000000,0.04734801,0.01104532
-5.66983492,0.23414353,0.05886207,0.07563139,0.00076702,0.00668514,0.10228090,0.00000000,0.04820974,0.01148787
-5.66383192,0.24781373,0.06352331,0.08132759,0.00086713,0.00651483,0.10852039,0.00000000,0.04971390,0.01206805
-5.65782891,0.26381741,0.06869926,0.08767596,0.00097495,0.00645878,0.11574697,0.00000000,0.05181092,0.01277442
-5.65182591,0.28185778,0.07431923,0.09457768,0.00109051,0.00651040,0.12382761,0.00000000,0.05444419,0.01359372
-5.64582291,0.30160125,0.08030287,0.10191992,0.00121390,0.00666314,0.13261213,0.00000000,0.05755187,0.01451130
-5.63981991,0.32268576,0.08656226,0.10957811,0.00134529,0.00691078,0.14193665,0.00000000,0.06106891,0.01551153
-5.63381691,0.34473025,0.09300427,0.11741882,0.00148502,0.00724783,0.15162764,0.00000000,0.06492914,0.01657833
-5.62781391,0.36734520,0.09953350,0.12530299,0.00163365,0.00766986,0.16150636,0.00000000,0.06906747,0.01769572
-5.62181091,0.39014405,0.10605541,0.13308963,0.00179204,0.00817380,0.17139382,0.00000000,0.07342208,0.01884842
-5.61580790,0.41275527,0.11247973,0.14063977,0.00196143,0.00875820,0.18111595,0.00000000,0.07793662,0.02002240
-5.60980490,0.43483448,0.11872408,0.14782065,0.00214348,0.00942337,0.19050893,0.00000000,0.08256223,0.02120549
-5.60380190,0.45607635,0.12471744,0.15450981,0.00234038,0.01017160,0.19942442,0.00000000,0.08725940,0.02238794
-5.59779890,0.47622572,0.13040360,0.16059913,0.00255489,0.01100713,0.20773453,0.00000000,0.09199946,0.02356288
-5.59179590,0.49508727,0.13574417,0.16599846,0.00279038,0.01193614,0.21533618,0.00000000,0.09676574,0.02472673
-5.58579290,0.51253340,0.14072113,0.17063876,0.00305085,0.01296656,0.22215474,0.00000000,0.10155416,0.02587951
-5.57978989,0.52850962,0.14533873,0.17447453,0.00334095,0.01410788,0.22814676,0.00000000,0.10637327,0.02702492
-5.57378689,0.54303717,0.14962453,0.17748538,0.00366587,0.01537072,0.23330140,0.00000000,0.11124362,0.02817036
-5.56778389,0.55621245,0.15362956,0.17967671,0.00403136,0.01676635,0.23764067,0.00000000,0.11619652,0.02932672
-5.56178089,0.56820315,0.15742742,0.18107930,0.00444354,0.01830614,0.24121829,0.00000000,0.12127209,0.03050794
-5.55577789,0.57924109,0.16111237,0.18174787,0.00490879,0.02000082,0.24411713,0.00000000,0.12651667,0.03173049
-5.54977489,0.58961176,0.16479635,0.18175868,0.00543356,0.02185980,0.24644536,0.00000000,0.13197981,0.03301257
-5.54377189,0.59964115,0.16860508,0.18120616,0.00602411,0.02389034,0.24833142,0.00000000,0.13771070,0.03437323
-5.53776888,0.60968015,0.17267316,0.18019876,0.00668625,0.02609678,0.24991802,0.00000000,0.14375450,0.03583134
-5.53176588,0.62008730,0.17713866,0.17885421,0.00742509,0.02847982,0.25135539,0.00000000,0.15014858,0.03740451
-5.52576288,0.63121066,0.18213703,0.17729438,0.00824471,0.03103579,0.25279421,0.00000000,0.15691888,0.03910794
-5.51975988,0.64336951,0.18779486,0.17563996,0.00914781,0.03375619,0.25437836,0.00000000,0.16407673,0.04095331
-5.51375688,0.65683703,0.19422361,0.17400528,0.01013547,0.03662727,0.25623812,0.00000000,0.17161626,0.04294784
-5.50775388,0.67182455,0.20151364,0.17249344,0.01120682,0.03962986,0.25848382,0.00000000,0.17951254,0.04509329
-5.50175088,0.68846840,0.20972879,0.17119199,0.01235879,0.04273952,0.26120064,0.00000000,0.18772085,0.04738535
-5.49574787,0.70681997,0.21890181,0.17016938,0.01358592,0.04592679,0.26444449,0.00000000,0.19617684,0.04981316
-5.48974487,0.72683958,0.22903083,0.16947238,0.01488022,0.04915787,0.26823943,0.00000000,0.20479797,0.05235910
-5.48374187,0.74839455,0.24007717,0.16912441,0.01623109,0.05239544,0.27257661,0.00000000,0.21348605,0.05499888
-5.47773887,0.77126157,0.25196453,0.16912513,0.01762538,0.05559982,0.27741488,0.00000000,0.22213082,0.05770194
-5.47173587,0.79513348,0.26457971,0.16945098,0.01904747,0.05873022,0.28268299,0.00000000,0.23061454,0.06043216
-5.46573287,0.81963005,0.27777491,0.17005686,0.02047953,0.06174626,0.28828328,0.00000000,0.23881717,0.06314879
-5.45972986,0.84431236,0.29137152,0.17087871,0.02190180,0.06460951,0.29409670,0.00000000,0.24662218,0.06580770
-5.45372686,0.86870016,0.30516533,0.17183696,0.02329305,0.06728502,0.29998885,0.00000000,0.25392237,0.06836272
-5.44772386,0.89229133,0.31893293,0.17284052,0.02463104,0.06974290,0.30581673,0.00000000,0.26062562,0.07076724
-5.44172086,0.91458257,0.33243912,0.17379135,0.02589311,0.07195957,0.31143593,0.00000000,0.26666016,0.07297578
-5.43571786,0.93509030,0.34544499,0.17458910,0.02705679,0.07391897,0.31670779,0.00000000,0.27197891,0.07494561
-5.42971486,0.95337088,0.35771636,0.17513585,0.02810048,0.07561335,0.32150619,0.00000000,0.27656285,0.07663829
-5.42371186,0.96903902,0.36903221,0.17534066,0.02900407,0.07704374,0.32572375,0.00000000,0.28042294,0.07802105
-5.41770885,0.98178370,0.37919274,0.17512370,0.02974965,0.07822000,0.32927697,0.00000000,0.28360059,0.07906798
-5.41170585,0.99138077,0.38802675,0.17441981,0.03032205,0.07916048,0.33211014,0.00000000,0.28616647,0.07976099
-5.40570285,0.99770175,0.39539796,0.17318149,0.03070938,0.07989125,0.33419796,0.00000000,0.28821776,0.08009039
-5.39969985,1.00071843,0.40121005,0.17138102,0.03090352,0.08044489,0.33554656,0.00000000,0.28987383,0.08005524
-5.39369685,1.00050324,0.40541022,0.16901187,0.03090040,0.08085895,0.33619314,0.00000000,0.29127059,0.07966328
-5.38769385,0.99722541,0.40799107,0.16608924,0.03070021,0.08117412,0.33620416,0.00000000,0.29255378,0.07893062
-5.38169085,0.99114337,0.40899094,0.16264988,0.03030752,0.08143219,0.33567232,0.00000000,0.29387150,0.07788103
-5.37568784,0.98259377,0.40849247,0.15875117,0.02973118,0.08167393,0.33471247,0.00000000,0.29536629,0.07654505
-5.36968484,0.97197798,0.40661980,0.15446956,0.02898417,0.08193689,0.33345686,0.00000000,0.29716742,0.07495884
-5.36368184,0.95974675,0.40353438,0.14989858,0.02808326,0.08225342,0.33204988,0.00000000,0.29938346,0.07316283
-5.35767884,0.94638396,0.39942981,0.14514643,0.02704861,0.08264882,0.33064273,0.00000000,0.30209587,0.07120042
-5.35167584,0.93239041,0.39452587,0.14033330,0.02590330,0.08313989,0.32938828,0.00000000,0.30535381,0.06911651
-5.34567284,0.91826831,0.38906216,0.13558861,0.02467274,0.08373380,0.32843645,0.00000000,0.30917042,0.06695615
-5.33966983,0.90450749,0.38329163,0.13104821,0.02338406,0.08442751,0.32793031,0.00000000,0.31352103,0.06476329
-5.33366683,0.89157368,0.37747428,0.12685160,0.02206552,0.08520765,0.32800308,0.00000000,0.31834321,0.06257969
-5.32766383,0.87989943,0.37187128,0.12313935,0.02074588,0.08605093,0.32877618,0.00000000,0.32353876,0.06044402
-5.32166083,0.86987786,0.36673978,0.12005066,0.01945380,0.08692508,0.33035826,0.00000000,0.32897765,0.05839116
-5.31565783,0.86185921,0.36232841,0.11772111,0.01821734,0.08779023,0.33284525,0.00000000,0.33450362,0.05645180
-5.30965483,0.85615001,0.35887368,0.11628054,0.01706342,0.08860073,0.33632124,0.00000000,0.33994116,0.05465221
-5.30365183,0.85301456,0.35659708,0.11585116,0.01601745,0.08930719,0.34085995,0.00000000,0.34510366,0.05301421
-5.29764882,0.85267806,0.35570301,0.11654574,0.01510293,0.08985888,0.34652662,0.00000000,0.34980207,0.05155544
-5.29164582,0.85533086,0.35637729,0.11846581,0.01434119,0.09020604,0.35337996,0.00000000,0.35385385,0.05028960
-5.28564282,0.86113314,0.35878609,0.12169996,0.01375118,0.09030226,0.36147401,0.00000000,0.35709162,0.04922693
-5.27963982,0.87021928,0.36307521,0.12632211,0.01334929,0.09010674,0.37085943,0.00000000,0.35937110,0.04837468
-5.27363682,0.88270144,0.36936945,0.13238976,0.01314923,0.08958617,0.38158420,0.00000000,0.36057783,0.04773759
-5.26763382,0.89867174,0.37777206,0.13994226,0.01316198,0.08871634,0.39369353,0.00000000,0.36063260,0.04731834
-5.26163082,0.91820281,0.38836399,0.14899904,0.01339568,0.08748332,0.40722877,0.00000000,0.35949500,0.04711794
-5.25562781,0.94134649,0.40120315,0.15955805,0.01385568,0.08588412,0.42222551,0.00000000,0.35716515,0.04713599
-5.24962481,0.96813074,0.41632351,0.17159426,0.01454445,0.08392686,0.43871078,0.00000000,0.35368355,0.04737084
-5.24362181,0.99855505,0.43373417,0.18505851,0.01546157,0.08163048,0.45669968,0.00000000,0.34912898,0.04781966
-5.23761881,1.03258462,0.45341847,0.19987671,0.01660375,0.07902396,0.47619152,0.00000000,0.34361474,0.04847836
-5.23161581,1.07014392,0.47533344,0.21594956,0.01796479,0.07614509,0.49716589,0.00000000,0.33728339,0.04934143
-5.22561281,1.11111025,0.49940945,0.23315284,0.01953557,0.07303896,0.51957886,0.00000000,0.33030036,0.05040174
-5.21960980,1.15530783,0.52555049,0.25133842,0.02130407,0.06975618,0.54335970,0.00000000,0.32284670,0.05165027
-5.21360680,1.20250313,0.55363494,0.27033598,0.02325538,0.06635091,0.56840836,0.00000000,0.31511143,0.05307583
-5.20760380,1.25240187,0.58351708,0.28995544,0.02537176,0.06287888,0.59459393,0.00000000,0.30728392,0.05466484
-5.20160080,1.30464813,0.61502916,0.30999017,0.02763271,0.05939537,0.62175433,0.00000000,0.29954651,0.05640113
-5.19559780,1.35882587,0.64798409,0.33022073,0.03001512,0.05595345,0.64969717,0.00000000,0.29206784,0.05826584
-5.18959480,1.41446274,0.68217846,0.35041925,0.03249345,0.05260224,0.67820198,0.00000000,0.28499707,0.06023742
-5.18359180,1.47103626,0.71739587,0.37035402,0.03503995,0.04938558,0.70702344,0.00000000,0.27845923,0.06229175
-5.17758879,1.52798197,0.75341015,0.38979438,0.03762498,0.04634090,0.73589575,0.00000000,0.27255189,0.06440230
-5.17158579,1.58470317,0.78998829,0.40851552,0.04021734,0.04349847,0.76453764,0.00000000,0.26734299,0.06654052
-5.16558279,1.64058172,0.82689284,0.42630300,0.04278476,0.04088093,0.79265787,0.00000000,0.26287007,0.06867621
-5.15957979,1.69498933,0.86388357,0.44295694,0.04529427,0.03850322,0.81996094,0.00000000,0.25914069,0.07077804
-5.15357679,1.74729877,0.90071810,0.45829551,0.04771282,0.03637266,0.84615263,0.00000000,0.25613391,0.07281406
-5.14757379,1.79689454,0.93715176,0.47215780,0.05000779,0.03448948,0.87094515,0.00000000,0.25380269,0.07475231
-5.14157079,1.84318246,0.97293632,0.48440576,0.05214758,0.03284738,0.89406173,0.00000000,0.25207704,0.07656140
-5.13556778,1.88559805,1.00781808,0.49492541,0.05410218,0.03143437,0.91524051,0.00000000,0.25086776,0.07821110
-5.12956478,1.92361337,1.04153542,0.50362717,0.05584376,0.03023372,0.93423754,0.00000000,0.25007041,0.07967284
-5.12356178,1.95674244,1.07381618,0.51044544,0.05734725,0.02922493,0.95082909,0.00000000,0.24956961,0.08092029
-5.11755878,1.98454539,1.10437535,0.51533762,0.05859080,0.02838477,0.96481325,0.00000000,0.24924326,0.08192973
-5.11155578,2.00663142,1.13291346,0.51828253,0.05955627,0.02768829,0.97601096,0.00000000,0.24896667,0.08268046
-5.10555278,2.02266120,1.15911615,0.51927863,0.06022961,0.02710982,0.98426676,0.00000000,0.24861657,0.08315516
-5.09954977,2.03234871,1.18265538,0.51834205,0.06060112,0.02662385,0.98944927,0.00000000,0.24807471,0.08334009
-5.09354677,2.03546323,1.20319244,0.51550466,0.06066570,0.02620587,0.99145188,0.00000000,0.24723121,0.08322533
-5.08754377,2.03183153,1.22038315,0.51081226,0.06042292,0.02583308,0.99019350,0.00000000,0.24598754,0.08280487
-5.08154077,2.02134059,1.23388509,0.50432313,0.05987704,0.02548502,0.98561981,0.00000000,0.24425913,0.08207678
-5.07553777,2.00394096,1.24336693,0.49610689,0.05903685,0.02514411,0.97770479,0.00000000,0.24197754,0.08104315
-5.06953477,1.97965065,1.24851933,0.48624367,0.05791555,0.02479602,0.96645269,0.00000000,0.23909234,0.07971015
-5.06353177,1.94855940,1.24906717,0.47482371,0.05653035,0.02443005,0.95190036,0.00000000,0.23557252,0.07808796
-5.05752876,1.91083305,1.24478238,0.46194725,0.05490217,0.02403931,0.93411961,0.00000000,0.23140760,0.07619065
-5.05152576,1.86671762,1.23549661,0.44772449,0.05305510,0.02362092,0.91321956,0.00000000,0.22660825,0.07403605
-5.04552276,1.81654246,1.22111324,0.43227582,0.05101594,0.02317603,0.88934871,0.00000000,0.22120665,0.07164554
-5.03951976,1.76072222,1.20161762,0.41573182,0.04881361,0.02270983,0.86269632,0.00000000,0.21525633,0.06904377
-5.03351676,1.69975695,1.17708519,0.39823315,0.04647856,0.02223152,0.83349299,0.00000000,0.20883164,0.06625838
-5.02751376,1.63422996,1.14768656,0.37993021,0.04404215,0.02175408,0.80201011,0.00000000,0.20202679,0.06331959
-5.02151076,1.56480317,1.11368932,0.36098230,0.04153609,0.02129417,0.76855807,0.00000000,0.19495443,0.06025974
-5.01550775,1.49220967,1.07545618,0.34155639,0.03899180,0.02087173,0.73348303,0.00000000,0.18774381,0.05711285
-5.00950475,1.41724356,1.03343935,0.32182545,0.03643988,0.02050973,0.69716224,0.00000000,0.18053849,0.05391403
-5.00350175,1.34074704,0.98817136,0.30196630,0.03390961,0.02023372,0.65999801,0.00000000,0.17349361,0.05069888
-4.99749875,1.26359527,0.94025259,0.28215700,0.03142845,0.02007129,0.62241039,0.00000000,0.16677279,0.04750288
-4.99149575,1.18667922,0.89033595,0.26257406,0.02902165,0.02005160,0.58482883,0.00000000,0.16054467,0.04436075
-4.98549275,1.11088722,0.83910955,0.24338931,0.02671193,0.02020468,0.54768310,0.00000000,0.15497914,0.04130580
-4.97948974,1.03708583,0.78727784,0.22476676,0.02451913,0.02056077,0.51139369,0.00000000,0.15024342,0.03836932
-4.97348674,0.96610077,0.73554236,0.20685956,0.02246008,0.02114964,0.47636228,0.00000000,0.14649792,0.03557997
-4.96748374,0.89869858,0.68458256,0.18980705,0.02054839,0.02199975,0.44296242,0.00000000,0.14389214,0.03296327
-4.96148074,0.83556984,0.63503788,0.17373231,0.01879441,0.02313754,0.41153094,0.00000000,0.14256070,0.03054112
-4.95547774,0.77731453,0.58749149,0.15874006,0.01720521,0.02458668,0.38236037,0.00000000,0.14261951,0.02833144
-4.94947474,0.72443014,0.54245645,0.14491513,0.01578458,0.02636733,0.35569272,0.00000000,0.14416244,0.02634788
-4.94347174,0.67730293,0.50036477,0.13232162,0.01453320,0.02849555,0.33171476,0.00000000,0.14725835,0.02459967
-4.93746873,0.63620280,0.46155965,0.12100265,0.01344874,0.03098278,0.31055508,0.00000000,0.15194890,0.02309157
-4.93146573,0.60128184,0.42629107,0.11098087,0.01252610,0.03383544,0.29228301,0.00000000,0.15824711,0.02182391
-4.92546273,0.57257665,0.39471474,0.10225957,0.01175762,0.03705480,0.27690936,0.00000000,0.16613674,0.02079283
-4.91945973,0.55001429,0.36689432,0.09482444,0.01113342,0.04063692,0.26438909,0.00000000,0.17557273,0.01999054
-4.91345673,0.53342173,0.34280658,0.08864591,0.01064166,0.04457295,0.25462556,0.00000000,0.18648262,0.01940574
-4.90745373,0.52253827,0.32234912,0.08368189,0.01026892,0.04884956,0.24747647,0.00000000,0.19876905,0.01902410
-4.90145073,0.51703055,0.30535036,0.07988090,0.01000056,0.05344960,0.24276108,0.00000000,0.21231320,0.01882885
-4.89544772,0.51650950,0.29158100,0.07718545,0.00982114,0.05835301,0.24026841,0.00000000,0.22697916,0.01880141
-4.88944472,0.52054864,0.28076678,0.07553548,0.00971473,0.06353781,0.23976627,0.00000000,0.24261904,0.01892203
-4.88344172,0.52870291,0.27260163,0.07487183,0.00966540,0.06898129,0.24101069,0.00000000,0.25907861,0.01917049
-4.87743872,0.54052729,0.26676096,0.07513945,0.00965751,0.07466112,0.24375534,0.00000000,0.27620328,0.01952673
-4.87143572,0.55559454,0.26291452,0.07629044,0.00967614,0.08055649,0.24776073,0.00000000,0.29384393,0.01997152
-4.86543272,0.57351121,0.26073828,0.07828657,0.00970742,0.08664914,0.25280279,0.00000000,0.31186259,0.02048702
-4.85942971,0.59393131,0.25992515,0.08110133,0.00973877,0.09292410,0.25868049,0.00000000,0.33013728,0.02105722
-4.85342671,0.61656704,0.26019407,0.08472136,0.00975925,0.09937018,0.26522226,0.00000000,0.34856604,0.02166840
-4.84742371,0.64119621,0.26129743,0.08914722,0.00975970,0.10598007,0.27229109,0.00000000,0.36706955,0.02230932
-4.84142071,0.66766586,0.26302650,0.09439336,0.00973293,0.11275007,0.27978793,0.00000000,0.38559244,0.02297146
-4.83541771,0.69589222,0.26521498,0.10048750,0.00967379,0.11967929,0.28765354,0.00000000,0.40410287,0.02364897
-4.82941471,0.72585684,0.26774070,0.10746921,0.00957923,0.12676850,0.29586866,0.00000000,0.42259060,0.02433859
-4.82341171,0.75759939,0.27052545,0.11538787,0.00944826,0.13401854,0.30445255,0.00000000,0.44106337,0.02503943
-4.81740870,0.79120738,0.27353334,0.12430011,0.00928186,0.14142842,0.31346011,0.00000000,0.45954196,0.02575265
-4.81140570,0.82680363,0.27676778,0.13426679,0.00908288,0.14899320,0.32297777,0.00000000,0.47805417,0.02648106
-4.80540270,0.86453213,0.28026739,0.14534976,0.00885580,0.15670182,0.33311836,0.00000000,0.49662803,0.02722866
-4.79939970,0.90454332,0.28410119,0.15760846,0.00860658,0.16453491,0.34401532,0.00000000,0.51528476,0.02800015
-4.79339670,0.94697946,0.28836328,0.17109664,0.00834236,0.17246300,0.35581652,0.00000000,0.53403194,0.02880046
-4.78739370,0.99196131,0.29316739,0.18585927,0.00807122,0.18044497,0.36867803,0.00000000,0.55285746,0.02963428
-4.78139070,1.03957658,0.29864147,0.20192993,0.00780189,0.18842716,0.38275813,0.00000000,0.57172460,0.03050569
-4.77538769,1.08987114,0.30492253,0.21932868,0.00754348,0.19634314,0.39821171,0.00000000,0.59056874,0.03141784
-4.76938469,1.14284315,0.31215192,0.23806057,0.00730522,0.20411421,0.41518540,0.00000000,0.60929603,0.03237270
-4.76338169,1.19844059,0.32047101,0.25811483,0.00709620,0.21165078,0.43381335,0.00000000,0.62778407,0.03337098
-4.75737869,1.25656192,0.33001735,0.27946479,0.00692511,0.21885448,0.45421374,0.00000000,0.64588484,0.03441206
-4.75137569,1.31705976,0.34092120,0.30206826,0.00680008,0.22562111,0.47648608,0.00000000,0.66342949,0.03549412
-4.74537269,1.37974682,0.35330240,0.32586859,0.00672844,0.23184407,0.50070888,0.00000000,0.68023500,0.03661425
-4.73936968,1.44440355,0.36726727,0.35079590,0.00671657,0.23741839,0.52693781,0.00000000,0.69611210,0.03776866
-4.73336668,1.51078630,0.38290557,0.37676854,0.00676978,0.24224493,0.55520387,0.00000000,0.71087398,0.03895294
-4.72736368,1.57863534,0.40028725,0.40369441,0.00689216,0.24623452,0.58551154,0.00000000,0.72434523,0.04016229
-4.72136068,1.64768148,0.41945893,0.43147206,0.00708650,0.24931206,0.61783656,0.00000000,0.73637038,0.04139171
-4.71535768,1.71765057,0.44044001,0.45999121,0.00735420,0.25141990,0.65212323,0.00000000,0.74682137,0.04263622
-4.70935468,1.78826521,0.46321852,0.48913272,0.00769521,0.25252075,0.68828130,0.00000000,0.75560348,0.04389088
-4.70335168,1.85924317,0.48774664,0.51876784,0.00810800,0.25259956,0.72618216,0.00000000,0.76265924,0.04515086
-4.69734867,1.93029253,0.51393626,0.54875668,0.00858950,0.25166442,0.76565489,0.00000000,0.76796999,0.04641131
-4.69134567,2.00110374,0.54165467,0.57894615,0.00913510,0.24974647,0.80648198,0.00000000,0.77155508,0.04766720
-4.68534267,2.07133916,0.57072087,0.60916729,0.00973870,0.24689859,0.84839548,0.00000000,0.77346862,0.04891310
-4.67933967,2.14062106,0.60090267,0.63923254,0.01039271,0.24319322,0.89107367,0.00000000,0.77379401,0.05014283
-4.67333667,2.20851919,0.63191516,0.66893291,0.01108813,0.23871912,0.93413900,0.00000000,0.77263678,0.05134919
-4.66733367,2.27453928,0.66342078,0.69803581,0.01181466,0.23357758,0.97715760,0.00000000,0.77011608,0.05252362
-4.66133067,2.33811386,0.69503140,0.72628355,0.01256086,0.22787803,1.01964094,0.00000000,0.76635551,0.05365592
-4.65532766,2.39859671,0.72631263,0.75339316,0.01331430,0.22173344,1.06105002,0.00000000,0.76147396,0.05473407
-4.64932466,2.45526222,0.75679042,0.77905768,0.01406182,0.21525579,1.10080223,0.00000000,0.75557712,0.05574411
-4.64332166,2.50731048,0.78596007,0.80294921,0.01478975,0.20855174,1.13828124,0.00000000,0.74875021,0.05667023
