energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.15957979,0.94052864,0.07413559,0.04049523,0.06399280,0.34112640,0.26385897,0.12460858
-5.15357679,0.90470952,0.07128354,0.03883231,0.06303214,0.32505401,0.25155341,0.12116013
-5.14757379,0.87522517,0.06880487,0.03747942,0.06263507,0.31106168,0.24107006,0.11862501
-5.14157079,0.85247610,0.06673973,0.03645358,0.06281517,0.29933232,0.23252338,0.11704031
-5.13556778,0.83666578,0.06511310,0.03576319,0.06357087,0.28998033,0.22597405,0.11641580
-5.12956478,0.82779959,0.06393446,0.03540826,0.06488570,0.28305065,0.22142847,0.11673378
-5.12356178,0.82569032,0.06319811,0.03538090,0.06672889,0.27852014,0.21883992,0.11794993
-5.11755878,0.82996994,0.06288390,0.03566609,0.06905651,0.27630116,0.21811149,0.11999494
-5.11155578,0.84010694,0.06295849,0.03624263,0.07181295,0.27624716,0.21910053,0.12277702
-5.10555278,0.85542858,0.06337700,0.03708429,0.07493277,0.27815996,0.22162445,0.12618502
-5.09954977,0.87514719,0.06408505,0.03816095,0.07834282,0.28179840,0.22546762,0.13009229
-5.09354677,0.89838935,0.06502095,0.03943997,0.08196459,0.28688811,0.23038912,0.13436087
-5.08754377,0.92422701,0.06611818,0.04088740,0.08571663,0.29313188,0.23613109,0.13884609
-5.08154077,0.95170915,0.06730786,0.04246924,0.08951705,0.30022026,0.24242731,0.14340125
-5.07553777,0.97989297,0.06852121,0.04415252,0.09328593,0.30784204,0.24901169,0.14788233
-5.06953477,1.00787330,0.06969185,0.04590630,0.09694757,0.31569423,0.25562650,0.15215241
-5.06353177,1.03480913,0.07075801,0.04770241,0.10043246,0.32349103,0.26202984,0.15608577
-5.05752876,1.05994646,0.07166431,0.04951603,0.10367902,0.33097169,0.26800229,0.15957145
-5.05152576,1.08263633,0.07236325,0.05132595,0.10663478,0.33790688,0.27335238,0.16251610
-5.04552276,1.10234781,0.07281640,0.05311471,0.10925731,0.34410334,0.27792072,0.16484613
-5.03951976,1.11867530,0.07299499,0.05486837,0.11151452,0.34940674,0.28158272,0.16650889
-5.03351676,1.13134022,0.07288026,0.05657610,0.11338462,0.35370284,0.28424979,0.16747314
-5.02751376,1.14018727,0.07246326,0.05822967,0.11485559,0.35691672,0.28586910,0.16772850
-5.02151076,1.14517562,0.07174436,0.05982264,0.11592426,0.35901052,0.28642184,0.16728420
-5.01550775,1.14636589,0.07073240,0.06134958,0.11659510,0.35997967,0.28592033,0.16616706
-5.00950475,1.14390371,0.06944354,0.06280522,0.11687878,0.35984810,0.28440395,0.16441887
-5.00350175,1.13800094,0.06789996,0.06418364,0.11679056,0.35866254,0.28193441,0.16209340
-4.99749875,1.12891582,0.06612843,0.06547750,0.11634876,0.35648644,0.27859036,0.15925305
-4.99149575,1.11693300,0.06415882,0.06667751,0.11557318,0.35339383,0.27446185,0.15596549
-4.98549275,1.10234482,0.06202269,0.06777198,0.11448374,0.34946342,0.26964486,0.15230034
-4.97948974,1.08543465,0.05975189,0.06874673,0.11309942,0.34477333,0.26423619,0.14832613
-4.97348674,1.06646315,0.05737747,0.06958507,0.11143743,0.33939666,0.25832895,0.14410766
-4.96748374,1.04565809,0.05492865,0.07026823,0.10951273,0.33339815,0.25200882,0.13970379
-4.96148074,1.02320806,0.05243208,0.07077584,0.10733789,0.32683203,0.24535137,0.13516592
-4.95547774,0.99926008,0.04991138,0.07108671,0.10492331,0.31974102,0.23842025,0.13053697
-4.94947474,0.97392098,0.04738687,0.07117978,0.10227768,0.31215659,0.23126652,0.12585108
-4.94347174,0.94726209,0.04487548,0.07103510,0.09940869,0.30410020,0.22392894,0.12113375
-4.93746873,0.91932672,0.04239098,0.07063494,0.09632382,0.29558549,0.21643514,0.11640258
-4.93146573,0.89013956,0.03994421,0.06996480,0.09303134,0.28662104,0.20880348,0.11166843
-4.92546273,0.85971728,0.03754352,0.06901440,0.08954114,0.27721358,0.20104555,0.10693674
-4.91945973,0.82807936,0.03519524,0.06777848,0.08586557,0.26737132,0.19316892,0.10220921
-4.91345673,0.79525857,0.03290415,0.06625742,0.08202007,0.25710716,0.18518011,0.09748538
-4.90745373,0.76131013,0.03067400,0.06445766,0.07802363,0.24644157,0.17708754,0.09276422
-4.90145073,0.72631917,0.02850788,0.06239186,0.07389897,0.23540496,0.16890425,0.08804561
-4.89544772,0.69040604,0.02640858,0.06007876,0.06967249,0.22403940,0.16065033,0.08333147
-4.88944472,0.65372929,0.02437889,0.05754289,0.06537398,0.21239959,0.15235491,0.07862675
-4.88344172,0.61648616,0.02242171,0.05481395,0.06103609,0.20055317,0.14405776,0.07393999
-4.87743872,0.57891092,0.02054014,0.05192613,0.05669357,0.18858025,0.13581037,0.06928363
-4.87143572,0.54127121,0.01873749,0.04891716,0.05238252,0.17657242,0.12767666,0.06467398
-4.86543272,0.50386284,0.01701716,0.04582739,0.04813940,0.16463119,0.11973323,0.06013099
-4.85942971,0.46700342,0.01538253,0.04269875,0.04400009,0.15286614,0.11206944,0.05567766
-4.85342671,0.43102556,0.01383678,0.03957379,0.03999906,0.14139289,0.10478721,0.05133947
-4.84742371,0.39626984,0.01238271,0.03649474,0.03616852,0.13033096,0.09800069,0.04714360
-4.84142071,0.36307820,0.01102261,0.03350273,0.03253774,0.11980184,0.09183597,0.04311810
-4.83541771,0.33178809,0.00975802,0.03063707,0.02913260,0.10992718,0.08643073,0.03929114
-4.82941471,0.30272756,0.00858970,0.02793475,0.02597520,0.10082733,0.08193393,0.03569030
-4.82341171,0.27621153,0.00751751,0.02543012,0.02308379,0.09262017,0.07850562,0.03234194
-4.81740870,0.25253932,0.00654035,0.02315464,0.02047273,0.08542026,0.07631659,0.02927070
-4.81140570,0.23199317,0.00565624,0.02113689,0.01815274,0.07933836,0.07554804,0.02649919
-4.80540270,0.21483785,0.00486230,0.01940263,0.01613120,0.07448112,0.07639103,0.02404769
-4.79939970,0.20132087,0.00415490,0.01797501,0.01441256,0.07095085,0.07904557,0.02193410
-4.79339670,0.19167309,0.00352975,0.01687481,0.01299883,0.06884543,0.08371928,0.02017389
-4.78739370,0.18610936,0.00298204,0.01612072,0.01189010,0.06825802,0.09062548,0.01878018
-4.78139070,0.18482892,0.00250660,0.01572964,0.01108499,0.06927657,0.09998043,0.01776386
-4.77538769,0.18801507,0.00209805,0.01571689,0.01058113,0.07198305,0.11199993,0.01713364
-4.76938469,0.19583410,0.00175099,0.01609645,0.01037552,0.07645220,0.12689487,0.01689620
-4.76338169,0.20843309,0.00146009,0.01688100,0.01046484,0.08274993,0.14486602,0.01705621
-4.75737869,0.22593664,0.00122024,0.01808193,0.01084562,0.09093115,0.16609795,0.01761633
-4.75137569,0.24844249,0.00102670,0.01970929,0.01151435,0.10103731,0.19075226,0.01857712
-4.74537269,0.27601615,0.00087511,0.02177153,0.01246743,0.11309350,0.21896032,0.01993694
-4.73936968,0.30868484,0.00076164,0.02427525,0.01370110,0.12710536,0.25081579,0.02169165
-4.73336668,0.34643098,0.00068297,0.02722485,0.01521123,0.14305598,0.28636724,0.02383445
-4.72736368,0.38918573,0.00063633,0.03062212,0.01699304,0.16090288,0.32561117,0.02635552
-4.72136068,0.43682289,0.00061950,0.03446584,0.01904090,0.18057532,0.36848593,0.02924180
-4.71535768,0.48915373,0.00063079,0.03875143,0.02134792,0.20197219,0.41486686,0.03247668
-4.70935468,0.54592320,0.00066899,0.04347052,0.02390571,0.22496064,0.46456297,0.03603984
-4.70335168,0.60680778,0.00073332,0.04861078,0.02670407,0.24937559,0.51731560,0.03990713
-4.69734867,0.67141553,0.00082338,0.05415567,0.02973077,0.27502040,0.57279922,0.04405055
-4.69134567,0.73928831,0.00093901,0.06008440,0.03297133,0.30166857,0.63062449,0.04843840
-4.68534267,0.80990645,0.00108029,0.06637202,0.03640892,0.32906675,0.69034373,0.05303551
-4.67933967,0.88269584,0.00124735,0.07298958,0.04002431,0.35693882,0.75145861,0.05780367
-4.67333667,0.95703708,0.00144035,0.07990443,0.04379585,0.38499110,0.81342992,0.06270215
-4.66733367,1.03227670,0.00165936,0.08708068,0.04769959,0.41291842,0.87568911,0.06768829
-4.66133067,1.10773974,0.00190425,0.09447966,0.05170940,0.44041085,0.93765107,0.07271832
-4.65532766,1.18274343,0.00217462,0.10206053,0.05579719,0.46716097,0.99872779,0.07774809
-4.64932466,1.25661122,0.00246975,0.10978083,0.05993314,0.49287116,1.05834230,0.08273394
-4.64332166,1.32868674,0.00278851,0.11759718,0.06408598,0.51726076,1.11594218,0.08763348
-4.63731866,1.39834698,0.00312933,0.12546579,0.06822332,0.54007278,1.17101225,0.09240642
-4.63131566,1.46501427,0.00349021,0.13334306,0.07231197,0.56107986,1.22308588,0.09701524
-4.62531266,1.52816646,0.00386869,0.14118607,0.07631829,0.58008922,1.27175425,0.10142583
-4.61930965,1.58734510,0.00426190,0.14895291,0.08020853,0.59694644,1.31667360,0.10560795
-4.61330665,1.64216125,0.00466657,0.15660304,0.08394919,0.61153797,1.35756980,0.10953559
-4.60730365,1.69229885,0.00507920,0.16409744,0.08750739,0.62379218,1.39424044,0.11318714
-4.60130065,1.73751566,0.00549604,0.17139873,0.09085123,0.63367912,1.42655432,0.11654551
-4.59529765,1.77764189,0.00591331,0.17847111,0.09395016,0.64120898,1.45444846,0.11959794
-4.58929465,1.81257672,0.00632726,0.18528029,0.09677530,0.64642926,1.47792295,0.12233588
-4.58329165,1.84228302,0.00673431,0.19179335,0.09929988,0.64942112,1.49703393,0.12475460
-4.57728864,1.86678080,0.00713125,0.19797846,0.10149950,0.65029474,1.51188509,0.12685282
-4.57128564,1.88613953,0.00751530,0.20380472,0.10335254,0.64918425,1.52261827,0.12863222
-4.56528264,1.90047003,0.00788428,0.20924188,0.10484046,0.64624229,1.52940345,0.13009696
-4.55927964,1.90991622,0.00823671,0.21426020,0.10594812,0.64163449,1.53242882,0.13125319
-4.55327664,1.91464720,0.00857192,0.21883029,0.10666401,0.63553404,1.53189125,0.13210855
-4.54727364,1.91484994,0.00889006,0.22292310,0.10698052,0.62811670,1.52798766,0.13267178
-4.54127064,1.91072303,0.00919223,0.22651004,0.10689410,0.61955626,1.52090763,0.13295231
-4.53526763,1.90247157,0.00948039,0.22956320,0.10640539,0.61002059,1.51082750,0.13296006
-4.52926463,1.89030346,0.00975743,0.23205577,0.10551929,0.59966853,1.49790629,0.13270519
-4.52326163,1.87442718,0.01002707,0.23396259,0.10424499,0.58864752,1.48228348,0.13219806
-4.51725863,1.85505101,0.01029379,0.23526093,0.10259585,0.57709202,1.46407864,0.13144923
-4.51125563,1.83238356,0.01056274,0.23593136,0.10058931,0.56512275,1.44339300,0.13046960
-4.50525263,1.80663556,0.01083964,0.23595872,0.09824669,0.55284662,1.42031265,0.12927059
-4.49924962,1.77802258,0.01113057,0.23533330,0.09559291,0.54035735,1.39491323,0.12786435
-4.49324662,1.74676836,0.01144189,0.23405184,0.09265619,0.52773653,1.36726576,0.12626410
-4.48724362,1.71310842,0.01178001,0.23211875,0.08946767,0.51505517,1.33744326,0.12448438
-4.48124062,1.67729354,0.01215123,0.22954696,0.08606097,0.50237544,1.30552765,0.12254134
-4.47523762,1.63959274,0.01256156,0.22635884,0.08247172,0.48975255,1.27161666,0.12045290
-4.46923462,1.60029537,0.01301652,0.22258669,0.07873705,0.47723657,1.23583016,0.11823892
-4.46323162,1.55971198,0.01352091,0.21827302,0.07489502,0.46487414,1.19831551,0.11592116
-4.45722861,1.51817370,0.01407868,0.21347047,0.07098409,0.45270992,1.15925169,0.11352319
-4.45122561,1.47603010,0.01469272,0.20824130,0.06704247,0.44078765,1.11885181,0.11107012
-4.44522261,1.43364529,0.01536467,0.20265647,0.06310758,0.42915092,1.07736383,0.10858815
-4.43921961,1.39139262,0.01609482,0.19679446,0.05921543,0.41784353,1.03506951,0.10610409
-4.43321661,1.34964797,0.01688191,0.19073956,0.05540006,0.40690946,0.99228146,0.10364468
-4.42721361,1.30878219,0.01772313,0.18458006,0.05169302,0.39639262,0.94933868,0.10123588
-4.42121061,1.26915299,0.01861401,0.17840609,0.04812286,0.38633637,0.90660059,0.09890209
-4.41520760,1.23109695,0.01954845,0.17230754,0.04471477,0.37678297,0.86444015,0.09666542
-4.40920460,1.19492205,0.02051875,0.16637182,0.04149019,0.36777302,0.82323626,0.09454503
-4.40320160,1.16090143,0.02151578,0.16068193,0.03846662,0.35934513,0.78336607,0.09255651
-4.39719860,1.12926882,0.02252911,0.15531467,0.03565747,0.35153570,0.74519749,0.09071149
-4.39119560,1.10021597,0.02354728,0.15033926,0.03307207,0.34437918,0.70908241,0.08901744
-4.38519260,1.07389241,0.02455810,0.14581628,0.03071573,0.33790856,0.67535086,0.08747764
-4.37918959,1.05040763,0.02554903,0.14179723,0.02858997,0.33215626,0.64430644,0.08609142
-4.37318659,1.02983554,0.02650751,0.13832441,0.02669281,0.32715535,0.61622313,0.08485463
-4.36718359,1.01222095,0.02742145,0.13543131,0.02501922,0.32294092,0.59134340,0.08376032
-4.36118059,0.99758757,0.02827962,0.13314343,0.02356150,0.31955161,0.56987767,0.08279949
-4.35517759,0.98594699,0.02907204,0.13147932,0.02230989,0.31703095,0.55200476,0.08196213
-4.34917459,0.97730782,0.02979043,0.13045189,0.02125301,0.31542860,0.53787312,0.08123814
-4.34317159,0.97168436,0.03042845,0.13006974,0.02037851,0.31480099,0.52760249,0.08061837
-4.33716858,0.96910379,0.03098202,0.13033840,0.01967347,0.31521143,0.52128553,0.08009547
-4.33116558,0.96961148,0.03144944,0.13126144,0.01912493,0.31672954,0.51898920,0.07966466
-4.32516258,0.97327355,0.03183145,0.13284115,0.01872028,0.31942973,0.52075543,0.07932426
-4.31915958,0.98017644,0.03213123,0.13507889,0.01844751,0.32338891,0.52660103,0.07907601
-4.31315658,0.99042319,0.03235423,0.13797493,0.01829549,0.32868334,0.53651656,0.07892503
-4.30715358,1.00412657,0.03250792,0.14152781,0.01825403,0.33538477,0.55046424,0.07887954
