energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.91595798,1.86544287,-1.88784087,0.01199704,-0.01314571,0.15020238,-0.15717092,0.38581127,-0.32840973,0.24043069,-0.16543825,0.12112345,-0.33630958,0.10740354,-0.20161618,0.08551203,-0.03239818,0.84229646,-0.88423591
-5.90995498,1.81722006,-1.85870874,0.01128319,-0.01243122,0.14917929,-0.15269809,0.38805245,-0.33017192,0.23704687,-0.16303349,0.12045235,-0.33273280,0.10374259,-0.19848435,0.08220818,-0.03091764,0.81615358,-0.87355495
-5.90395198,1.77265122,-1.83058549,0.01058754,-0.01176757,0.14868062,-0.14808853,0.39255232,-0.33226279,0.23440188,-0.16063221,0.12086668,-0.32934886,0.10022223,-0.19571616,0.07879449,-0.02944845,0.79137866,-0.86362906
-5.89794897,1.73305830,-1.80390347,0.00991825,-0.01115886,0.14882463,-0.14341976,0.39966274,-0.33483897,0.23265356,-0.15826460,0.12237659,-0.32617332,0.09695050,-0.19338453,0.07534557,-0.02800669,0.76855452,-0.85459913
-5.89194597,1.69977308,-1.77915061,0.00928433,-0.01060936,0.14972551,-0.13877533,0.40974958,-0.33809722,0.23195234,-0.15596246,0.12500241,-0.32323413,0.09403708,-0.19156608,0.07193529,-0.02660943,0.74827988,-0.84663314
-5.88594297,1.67409067,-1.75685700,0.00869538,-0.01012345,0.15148945,-0.13424383,0.42318440,-0.34227207,0.23243478,-0.15375824,0.12877183,-0.32056833,0.09159079,-0.19034030,0.06863463,-0.02527457,0.73114873,-0.83991949
-5.87993997,1.65722772,-1.73758266,0.00816130,-0.00970563,0.15421134,-0.12991806,0.44033713,-0.34763313,0.23421807,-0.15168428,0.13371744,-0.31821906,0.08971723,-0.18978884,0.06550968,-0.02402080,0.71773172,-0.83466086
-5.87393697,1.65028712,-1.72190709,0.00769209,-0.00936046,0.15797200,-0.12589421,0.46156998,-0.35448197,0.23739550,-0.14977228,0.13987435,-0.31623298,0.08851679,-0.18999487,0.06261995,-0.02286746,0.70856002,-0.83106915
-5.86793397,1.65423020,-1.71042106,0.00729763,-0.00909259,0.16283623,-0.12227121,0.48723263,-0.36314891,0.24203327,-0.14805306,0.14727828,-0.31465820,0.08808281,-0.19104256,0.06001698,-0.02183447,0.70411234,-0.82936134
-5.86193097,1.66985710,-1.70372068,0.00698745,-0.00890673,0.16885170,-0.11915015,0.51765893,-0.37398947,0.24816868,-0.14655659,0.15596419,-0.31354295,0.08850015,-0.19301670,0.05774335,-0.02094230,0.70480519,-0.82975675
-5.85592796,1.69779541,-1.70240365,0.00677062,-0.00880768,0.17604860,-0.11663379,0.55316482,-0.38738072,0.25580965,-0.14531230,0.16596521,-0.31293472,0.08984394,-0.19600231,0.05583200,-0.02021188,0.71098650,-0.83247532
-5.84992496,1.73849670,-1.70706745,0.00665557,-0.00880024,0.18444020,-0.11482615,0.59404738,-0.40371723,0.26493571,-0.14434953,0.17731225,-0.31288009,0.09217859,-0.20008434,0.05430597,-0.01966451,0.72293240,-0.83773689
-5.84392196,1.79224015,-1.71830875,0.00664992,-0.00888925,0.19402404,-0.11383216,0.64058472,-0.42340679,0.27550018,-0.14369832,0.19003383,-0.31342502,0.09555697,-0.20534729,0.05317841,-0.01932173,0.74084673,-0.84576123
-5.83791896,1.85914212,-1.73672331,0.00676040,-0.00907951,0.20478381,-0.11375725,0.69303612,-0.44686562,0.28743355,-0.14339010,0.20415630,-0.31461550,0.10001974,-0.21187463,0.05245298,-0.01920514,0.76486297,-0.85676831
-5.83191596,1.93917005,-1.76290562,0.00699270,-0.00937572,0.21669163,-0.11470686,0.75164225,-0.47451312,0.30064756,-0.14345851,0.21970422,-0.31649828,0.10559468,-0.21974802,0.05212441,-0.01933618,0.79504776,-0.87097853
-5.82591296,2.03215936,-1.79744730,0.00735136,-0.00978239,0.22971069,-0.11678582,0.81662472,-0.50676586,0.31504004,-0.14394014,0.23670069,-0.31912175,0.11229617,-0.22904625,0.05217932,-0.01973578,0.83140550,-0.88861233
-5.81990995,2.13783140,-1.84093337,0.00783963,-0.01030371,0.24379789,-0.12009759,0.88818461,-0.54403099,0.33049987,-0.14487504,0.25516763,-0.32253647,0.12012454,-0.23984371,0.05259718,-0.02042394,0.87388341,-0.90988885
-5.81390695,2.25581103,-1.89393574,0.00845937,-0.01094338,0.25890643,-0.12474311,0.96649962,-0.58669872,0.34691208,-0.14630707,0.27512568,-0.32679548,0.12906551,-0.25220842,0.05335130,-0.02141924,0.92237631,-0.93502325
-5.80790395,2.38564225,-1.95700331,0.00921092,-0.01170445,0.27498808,-0.13081952,1.05171942,-0.63513419,0.36416251,-0.14828381,0.29659381,-0.33195404,0.13908954,-0.26619968,0.05440998,-0.02273823,0.97673078,-0.96422235
-5.80190095,2.52680088,-2.03064842,0.01009299,-0.01258913,0.29199498,-0.13841846,1.14395900,-0.68966839,0.38214191,-0.15085626,0.31958828,-0.33806878,0.15015127,-0.28186517,0.05573753,-0.02439471,1.03674823,-0.99767863
-5.79589795,2.67870327,-2.11532956,0.01110252,-0.01359850,0.30988086,-0.14762410,1.24329006,-0.75058860,0.40074924,-0.15407797,0.34412119,-0.34519631,0.16218901,-0.29923770,0.05729532,-0.02639899,1.10218666,-1.03556233
-5.78989495,2.84071073,-2.21143087,0.01223467,-0.01473234,0.32860155,-0.15851084,1.34973050,-0.81812829,0.41989397,-0.15800389,0.37019833,-0.35339116,0.17512432,-0.31833173,0.05904276,-0.02875708,1.17276103,-1.07801214
-5.78389195,3.01212957,-2.31923882,0.01348268,-0.01598889,0.34811472,-0.17114073,1.46323228,-0.89245669,0.43949724,-0.16268874,0.39781662,-0.36270319,0.18886193,-0.33913966,0.06093817,-0.03146986,1.24814242,-1.12512458
-5.77788894,3.19220713,-2.43891724,0.01483792,-0.01736460,0.36837899,-0.18556074,1.58366815,-0.97366850,0.45949186,-0.16818511,0.42696100,-0.37317465,0.20328980,-0.36162824,0.06293958,-0.03453231,1.32795621,-1.17694262
-5.77188594,3.38012451,-2.57048177,0.01628988,-0.01885399,0.38935220,-0.20179989,1.71081782,-1.06177391,0.47982131,-0.17454115,0.45760111,-0.38483695,0.21827971,-0.38573522,0.06500547,-0.03793280,1.41177948,-1.23344432
-5.76588294,3.57498696,-2.71377538,0.01782626,-0.02044949,0.41098922,-0.21986629,1.84435438,-1.15668935,0.50043755,-0.18179823,0.48968775,-0.39770746,0.23368823,-0.41136648,0.06709537,-0.04165249,1.49913844,-1.29453193
-5.75987994,3.77581327,-2.86844619,0.01943311,-0.02214137,0.43323928,-0.23974439,1.98383163,-1.25822943,0.52129813,-0.18998837,0.52314947,-0.41178648,0.24935823,-0.43839386,0.06917047,-0.04566492,1.58950606,-1.36002248
-5.75387694,3.98152530,-3.03392959,0.02109507,-0.02391774,0.45604304,-0.26139241,2.12867330,-1.36610054,0.54236260,-0.19913180,0.55788934,-0.42705470,0.26512094,-0.46665404,0.07119408,-0.04993583,1.68230068,-1.42964042
-5.74787394,4.19093928,-3.20943588,0.02279557,-0.02576461,0.47932960,-0.28474022,2.27816492,-1.47989634,0.56358853,-0.20923461,0.59378224,-0.44347127,0.28079855,-0.49594844,0.07313217,-0.05442321,1.77688588,-1.50301329
-5.74187094,4.40275975,-3.39394504,0.02451721,-0.02766609,0.50301366,-0.30968763,2.43144905,-1.59909585,0.58492742,-0.22028675,0.63067283,-0.46097280,0.29620733,-0.52604459,0.07495373,-0.05907766,1.87257225,-1.57967075
-5.73586793,4.61557760,-3.58620966,0.02624212,-0.02960463,0.52699302,-0.33610354,2.58752463,-1.72306418,0.60632076,-0.23226045,0.66837428,-0.47947335,0.31116118,-0.55667879,0.07663126,-0.06384306,1.96862106,-1.65904774
-5.72986493,4.82787273,-3.78476697,0.02795235,-0.03156139,0.55114662,-0.36382574,2.74525082,-1.85105646,0.62769648,-0.24510909,0.70666803,-0.49886552,0.32547555,-0.58756034,0.07814108,-0.06865756,2.06425028,-1.74049188
-5.72386193,5.03802195,-3.98796018,0.02963033,-0.03351666,0.57533327,-0.39266173,2.90335557,-1.98222499,0.64896603,-0.25876684,0.74530458,-0.51902275,0.33897151,-0.61837720,0.07946371,-0.07345488,2.15864267,-1.82327534
-5.71785893,5.24431220,-4.19396932,0.03125930,-0.03545042,0.59939121,-0.42239051,3.06044913,-2.11562982,0.67002229,-0.27314888,0.78400527,-0.53980274,0.35147996,-0.64880301,0.08058415,-0.07816586,2.25095598,-1.90661094
-5.71185593,5.44495904,-4.40085081,0.03282373,-0.03734291,0.62313860,-0.45276536,3.21504226,-2.25025258,0.69073845,-0.28815244,0.82246525,-0.56105186,0.36284567,-0.67850525,0.08149208,-0.08272031,2.34033492,-1.98967212
-5.70585293,5.63812969,-4.60658477,0.03430971,-0.03917523,0.64637486,-0.48351776,3.36556877,-2.38501354,0.71096790,-0.30365856,0.86035733,-0.58261043,0.37293101,-0.70715440,0.08218204,-0.08704900,2.42592436,-2.07161612
-5.69984992,5.82197010,-4.80912869,0.03570529,-0.04093006,0.66888307,-0.51436221,3.51041183,-2.51879132,0.73054522,-0.31953458,0.89733673,-0.60431858,0.38161929,-0.73443356,0.08265342,-0.09108573,2.50688346,-2.15160959
-5.69384692,5.99463484,-5.00647510,0.03700076,-0.04259224,0.69043315,-0.54500192,3.64793336,-2.65044499,0.74928826,-0.33563727,0.93304661,-0.62602252,0.38881745,-0.76004847,0.08291037,-0.09476950,2.58240003,-2.22885546
-5.68784392,6.15431900,-5.19671137,0.03818878,-0.04414942,0.71078595,-0.57513524,3.77650559,-2.77883768,0.76700119,-0.35181651,0.96712403,-0.64758062,0.39445801,-0.78373723,0.08296159,-0.09804659,2.65170461,-2.30261997
-5.68184092,6.29929077,-5.37807861,0.03926456,-0.04559266,0.72969792,-0.60446260,3.89454400,-2.90286101,0.78347842,-0.36791938,0.99920639,-0.66886927,0.39850030,-0.80527944,0.08281992,-0.10087241,2.71408383,-2.37225859
-5.67583792,6.42792380,-5.54902724,0.04022576,-0.04691688,0.74692641,-0.63269363,4.00054045,-3.02145942,0.79850939,-0.38379443,1.02893797,-0.68978797,0.40093071,-0.82450429,0.08250185,-0.10321325,2.76889248,-2.43723940
-5.66983492,6.53872828,-5.70826626,0.04107246,-0.04812122,0.76223533,-0.65955427,4.09309578,-3.13365342,0.81188384,-0.39929605,1.05597651,-0.71026329,0.40176222,-0.84129725,0.08202687,-0.10504758,2.81556406,-2.49716288
-5.66383192,6.63038004,-5.85480382,0.04180694,-0.04920935,0.77540101,-0.68479355,4.17095083,-3.23856075,0.82339759,-0.41428854,1.07999955,-0.73025152,0.40103303,-0.85560486,0.08141669,-0.10636700,2.85361952,-2.55177679
-5.65782891,6.70174695,-5.98797658,0.04243343,-0.05018951,0.78621820,-0.70818967,4.23301513,-3.33541457,0.83285858,-0.42864996,1.10071052,-0.74973973,0.39880455,-0.86743752,0.08069446,-0.10717674,2.88267413,-2.60098520
-5.65182591,6.75191236,-6.10746617,0.04295780,-0.05107448,0.79450585,-0.72955511,4.27839254,-3.42357772,0.84009300,-0.44227521,1.11784440,-0.76874495,0.39515875,-0.87686987,0.07988386,-0.10749570,2.90244246,-2.64485114
-5.64582291,6.78019521,-6.21330129,0.04338717,-0.05188134,0.80011273,-0.74874062,4.30640319,-3.50255249,0.84495124,-0.45507849,1.13117281,-0.78731165,0.39019512,-0.88403876,0.07900825,-0.10735591,2.91274170,-2.68359215
-5.63981991,6.78616673,-6.30584493,0.04372962,-0.05263105,0.80292251,-0.76563768,4.31660131,-3.57198524,0.84731370,-0.46699477,1.14050854,-0.80550721,0.38402733,-0.88913876,0.07808985,-0.10680156,2.91349336,-2.71756889
-5.63381691,6.76966386,-6.38576669,0.04399377,-0.05334784,0.80285839,-0.78017949,4.30878859,-3.63166579,0.84709607,-0.47798035,1.14570953,-0.82341587,0.37677983,-0.89241531,0.07714905,-0.10588756,2.90472380,-2.74726699
-5.62781391,6.73079922,-6.45400111,0.04418852,-0.05405852,0.79988695,-0.79234033,4.28302275,-3.68152151,0.84425400,-0.48801232,1.14668210,-0.84113106,0.36858452,-0.89415573,0.07620383,-0.10467763,2.88656367,-2.77327264
-5.62181091,6.66996781,-6.51169362,0.04432276,-0.05479150,0.79402115,-0.80213333,4.23962127,-3.72160647,0.83878713,-0.49708702,1.14338355,-0.85874669,0.35957762,-0.89467830,0.07526933,-0.10324213,2.85924666,-2.79624306
-5.61580790,6.58785033,-6.56013633,0.04440518,-0.05557583,0.78532245,-0.80960677,4.17916011,-3.75208626,0.83074203,-0.50521763,1.13582410,-0.87634770,0.34989694,-0.89432002,0.07435767,-0.10165558,2.82310764,-2.81687298
-5.60980490,6.48541303,-6.60069667,0.04444419,-0.05644008,0.77390180,-0.81483912,4.10246751,-3.77321937,0.82021427,-0.51243087,1.12406808,-0.89400032,0.33967954,-0.89342333,0.07347797,-0.09999401,2.77858037,-2.83585860
-5.60380190,6.36390366,-6.63474215,0.04444789,-0.05741113,0.75991955,-0.81793309,4.01061287,-3.78533617,0.80734915,-0.51876311,1.10823433,-0.91174268,0.32905993,-0.89232241,0.07263653,-0.09833230,2.72619469,-2.85386077
-5.59779890,6.22484338,-6.66356495,0.04442408,-0.05851304,0.74358406,-0.81900899,3.90489088,-3.78881673,0.79234126,-0.52425613,1.08849593,-0.92957619,0.31816874,-0.89132965,0.07183724,-0.09674154,2.66657323,-2.87146909
-5.59179590,6.07001401,-6.68831007,0.04438044,-0.05976586,0.72514912,-0.81819779,3.78680107,-3.78406882,0.77543256,-0.52895265,1.06507892,-0.94745833,0.30713188,-0.89072278,0.07108216,-0.09528659,2.60042723,-2.88916875
-5.58579290,5.90144004,-6.70991065,0.04432462,-0.06118460,0.70491002,-0.81563425,3.65802309,-3.77150728,0.75690901,-0.53289204,1.03826024,-0.96529722,0.29607009,-0.89073332,0.07037216,-0.09402381,2.52855152,-2.90731167
-5.57978989,5.72136511,-6.72903397,0.04426448,-0.06277824,0.68319837,-0.81145052,3.52038793,-3.75153614,0.73709575,-0.53610633,1.00836464,-0.98294841,0.28509883,-0.89153681,0.06970768,-0.09299924,2.45181793,-2.92609349
-5.57378689,5.53222230,-6.74604075,0.04420820,-0.06454901,0.66037570,-0.80577051,3.37584575,-3.72453422,0.71635080,-0.53861688,0.97576061,-1.00021432,0.27432833,-0.89324517,0.06908945,-0.09224711,2.37116716,-2.94553771
-5.56778389,5.33659822,-6.76096018,0.04416447,-0.06649178,0.63682589,-0.79870532,3.22643064,-3.69084540,0.69505731,-0.54043180,0.94085528,-1.01684630,0.26386372,-0.89590165,0.06851917,-0.09178883,2.28759860,-2.96548774
-5.56178089,5.13719076,-6.77348197,0.04414255,-0.06859380,0.61294671,-0.79035009,3.07422312,-3.65077365,0.67361461,-0.54154439,0.90408825,-1.03254953,0.25380512,-0.89947860,0.06800010,-0.09163251,2.20215781,-2.98560742
-5.55577789,4.93676080,-6.78296597,0.04415222,-0.07083459,0.58914051,-0.78078211,2.92131110,-3.60458335,0.65242816,-0.54193255,0.86592447,-1.04699061,0.24424756,-0.90387804,0.06753742,-0.09177290,2.11592175,-3.00539014
-5.54977489,4.73807878,-6.78846910,0.04420370,-0.07318624,0.56580441,-0.77006062,2.76975025,-3.55250457,0.63189870,-0.54155939,0.82684623,-1.05980761,0.23528061,-0.90893516,0.06713844,-0.09219190,2.02998157,-3.02417624
-5.54377189,4.54386697,-6.78878833,0.04430740,-0.07561392,0.54332027,-0.75822795,2.62152476,-3.49474293,0.61241086,-0.54037482,0.78734434,-1.07062214,0.22698773,-0.91442447,0.06681255,-0.09285949,1.94542322,-3.04117793
-5.53776888,4.35673904,-6.78251764,0.04447359,-0.07807666,0.52204477,-0.74531207,2.47850953,-3.43149330,0.59432172,-0.53831821,0.74790877,-1.07905310,0.21944519,-0.92006854,0.06657090,-0.09373505,1.86330631,-3.05551064
-5.53176588,4.17913883,-6.76811630,0.04471190,-0.08052846,0.50229984,-0.73133027,2.34243505,-3.36295654,0.57794967,-0.53532182,0.70901896,-1.08473131,0.21272076,-0.92554869,0.06642589,-0.09476905,1.78464165,-3.06622943
-5.52576288,4.01328036,-6.74398513,0.04503083,-0.08291950,0.48436405,-0.71629373,2.21485599,-3.28935787,0.56356391,-0.53131499,0.67113403,-1.08731459,0.20687201,-0.93051744,0.06639043,-0.09590503,1.71036831,-3.07236881
-5.51975988,3.86109143,-6.70854722,0.04543712,-0.08519765,0.46846506,-0.70021272,2.09712458,-3.21096614,0.55137527,-0.52622864,0.63468331,-1.08650240,0.20194443,-0.93461201,0.06647698,-0.09708166,1.64133110,-3.07298414
-5.51375688,3.72416347,-6.66032915,0.04593515,-0.08731004,0.45477358,-0.68310204,1.99036997,-3.12811233,0.54152859,-0.52000011,0.60005744,-1.08204953,0.19796950,-0.93746840,0.06669656,-0.09823505,1.57825925,-3.06719286
-5.50775388,3.60370975,-6.59803912,0.04652631,-0.08920463,0.44339920,-0.66498639,1.89548409,-3.04120653,0.53409709,-0.51257785,0.56760034,-1.07377811,0.19496280,-0.93873549,0.06705769,-0.09930095,1.52174754,-3.05421362
-5.50175088,3.50053445,-6.52063827,0.04720853,-0.09083192,0.43438820,-0.64590541,1.81311499,-2.95075208,0.52907918,-0.50392584,0.53760253,-1.06158739,0.19292230,-0.93808855,0.06756527,-0.10021689,1.47224075,-3.03340175
-5.49574787,3.41501440,-6.42740220,0.04797581,-0.09214647,0.42772352,-0.62591805,1.74366777,-2.85735626,0.52639785,-0.49402751,0.51029585,-1.04546086,0.19182708,-0.93524161,0.06821974,-0.10092426,1.43002238,-3.00427947
-5.48974487,3.34709484,-6.31796990,0.04881795,-0.09310831,0.42332704,-0.60510597,1.68731320,-2.76173654,0.52590276,-0.48288887,0.48585008,-1.02547037,0.19163656,-0.92995833,0.06901626,-0.10137004,1.39520841,-2.96655975
-5.48374187,3.29630034,-6.19237824,0.04972051,-0.09368426,0.42106411,-0.58357591,1.64400397,-2.66472222,0.52737521,-0.47054085,0.46437138,-1.00177704,0.19229037,-0.92206088,0.06994426,-0.10150837,1.36774674,-2.92016282
-5.47773887,3.26176066,-6.05108059,0.05066492,-0.09384887,0.42075008,-0.56146082,1.61349759,-2.56725097,0.53053579,-0.45704059,0.44590282,-0.97462899,0.19370900,-0.91143653,0.07098718,-0.10130177,1.34742254,-2.86522480
-5.47173587,3.24225145,-5.89494913,0.05162882,-0.09358524,0.42215878,-0.53891959,1.59538530,-2.47036034,0.53505444,-0.44247165,0.43042691,-0.94435592,0.19579523,-0.89804185,0.07212266,-0.10072200,1.33386963,-2.80209828
-5.46573287,3.23624800,-5.72526097,0.05258665,-0.09288542,0.42503247,-0.51613562,1.58912547,-2.37517429,0.54056271,-0.42694323,0.41787005,-0.91136075,0.19843644,-0.88190427,0.07332295,-0.09975063,1.32658757,-2.73134497
-5.45972986,3.24199045,-5.54366876,0.05351045,-0.09175064,0.42909292,-0.49331396,1.59407999,-2.28288503,0.54666763,-0.41058825,0.40810872,-0.87610888,0.20150766,-0.86312115,0.07455581,-0.09837924,1.32496384,-2.65372083
-5.45372686,3.25755747,-5.35215742,0.05437080,-0.09019111,0.43405312,-0.47067742,1.60955179,-2.19473069,0.55296664,-0.39356053,0.40097714,-0.83911526,0.20487528,-0.84185636,0.07578555,-0.09660928,1.32830030,-2.57015451
-5.44772386,3.28094520,-5.15298873,0.05513792,-0.08822564,0.43962901,-0.44846157,1.63482161,-2.11196923,0.55906309,-0.37603114,0.39627601,-0.80092996,0.20840139,-0.81833455,0.07697448,-0.09445165,1.33584269,-2.48171990
-5.44172086,3.31014809,-4.94863608,0.05578292,-0.08588091,0.44555084,-0.42690896,1.66918187,-2.03584934,0.56458140,-0.35818402,0.39378203,-0.76212281,0.21194840,-0.79283354,0.07808448,-0.09192601,1.34681181,-2.38960412
-5.43571786,3.34323744,-4.74171206,0.05627897,-0.08319057,0.45157343,-0.40626270,1.71196585,-1.96757901,0.56918143,-0.34021108,0.39325754,-0.72326761,0.21538386,-0.76567488,0.07907867,-0.08905986,1.36043501,-2.29507207
-5.42971486,3.37843427,-4.53489142,0.05660254,-0.08019416,0.45748506,-0.38675963,1.76257035,-1.90829262,0.57257129,-0.32230701,0.39446008,-0.68492647,0.21858518,-0.73721326,0.07992315,-0.08588743,1.37597624,-2.19942883
-5.42371186,3.41417260,-4.33083241,0.05673451,-0.07693580,0.46311426,-0.36862346,1.82047032,-1.85901738,0.57451810,-0.30466394,0.39715119,-0.64763498,0.22144402,-0.70782494,0.08058858,-0.08244847,1.39276330,-2.10398140
-5.41770885,3.44915028,-4.13209898,0.05666111,-0.07346295,0.46833453,-0.35205785,1.88522459,-1.82064010,0.57485616,-0.28746619,0.40110422,-0.61188840,0.22387011,-0.67789577,0.08105174,-0.07878694,1.41021083,-2.01000092
-5.41170585,3.48236484,-3.94108668,0.05637475,-0.06982494,0.47306646,-0.33723998,1.95647189,-1.79387529,0.57349220,-0.27088526,0.40611061,-0.57812952,0.22579431,-0.64780918,0.08129663,-0.07494961,1.42783785,-1.91868665
-5.40570285,3.51313255,-3.75995450,0.05587450,-0.06607169,0.47727736,-0.32431464,2.03391741,-1.77923559,0.57040759,-0.25507526,0.41198454,-0.54673844,0.22717077,-0.61793462,0.08131545,-0.07098479,1.44527907,-1.83113285
-5.39969985,3.54109018,-3.59056484,0.05516636,-0.06225237,0.48097846,-0.31338912,2.11731043,-1.77700567,0.56565737,-0.24016896,0.41856571,-0.51802439,0.22797792,-0.58861671,0.08110904,-0.06694098,1.46228926,-1.74829956
-5.39369685,3.56617943,-3.43443352,0.05426330,-0.05841420,0.48421968,-0.30452910,2.20641429,-1.78722056,0.55936631,-0.22627455,0.42572011,-0.49221996,0.22821843,-0.56016564,0.08068704,-0.06286565,1.47874066,-1.67098809
-5.38769385,3.58861540,-3.29269120,0.05318490,-0.05460138,0.48708265,-0.29775567,2.30097045,-1.80964962,0.55172212,-0.21347321,0.43333907,-0.46947765,0.22791800,-0.53284901,0.08006751,-0.05880418,1.49461371,-1.59982191
-5.38169085,3.60884109,-3.16605736,0.05195683,-0.05085419,0.48967209,-0.29304364,2.40065916,-1.84378689,0.54296651,-0.20181761,0.44133648,-0.44986880,0.22712303,-0.50688538,0.07927621,-0.05479885,1.50998161,-1.53523344
-5.37568784,3.62747091,-3.05482759,0.05061003,-0.04720829,0.49210624,-0.29032118,2.50505912,-1.88884883,0.53338425,-0.19133131,0.44964468,-0.43338480,0.22589736,-0.48243983,0.07834551,-0.05088807,1.52498990,-1.47745710
-5.36968484,3.64522665,-2.95887440,0.04917972,-0.04369413,0.49450698,-0.28947086,2.61360942,-1.94377998,0.52329115,-0.18200913,0.45820932,-0.41994060,0.22431825,-0.45962145,0.07731296,-0.04710569,1.53983226,-1.42652865
-5.36368184,3.66286999,-2.87766139,0.04770426,-0.04033669,0.49699009,-0.29033214,2.72557638,-2.00726695,0.51302131,-0.17381835,0.46698353,-0.40938001,0.22247168,-0.43848301,0.07621963,-0.04348057,1.55472417,-1.38229087
-5.35767884,3.68113543,-2.81027022,0.04622383,-0.03715530,0.49965632,-0.29270513,2.84002843,-2.07776083,0.50291453,-0.16670089,0.47592200,-0.40148298,0.22044748,-0.41902258,0.07510827,-0.04003628,1.56987595,-1.34440515
-5.35167584,3.70066788,-2.75543934,0.04477919,-0.03416371,0.50258384,-0.29635559,2.95582127,-2.15350784,0.49330424,-0.16057611,0.48497541,-0.39597423,0.21833421,-0.40118724,0.07402145,-0.03679096,1.58546712,-1.31236871
-5.34567284,3.72196847,-2.71161309,0.04341037,-0.03137033,0.50582239,-0.30102114,3.07159549,-2.23258754,0.48450667,-0.15534429,0.49408552,-0.39253318,0.21621442,-0.38487836,0.07299972,-0.03375737,1.60162339,-1.28553660
